70.0,1.523,13.31,3.58,0.82,71.99,0.12,10.17,0.0,0.03,1.0
71.0,1.51574,14.86,3.67,1.74,71.87,0.16,7.36,0.0,0.12,2.0
72.0,1.51848,13.64,3.87,1.27,71.96,0.54,8.32,0.0,0.32,2.0
73.0,1.51593,13.09,3.59,1.52,73.1,0.67,7.83,0.0,0.0,2.0
74.0,1.51631,13.34,3.57,1.57,72.87,0.61,7.89,0.0,0.0,2.0
75.0,1.51596,13.02,3.56,1.54,73.11,0.72,7.9,0.0,0.0,2.0
76.0,1.5159,13.02,3.58,1.51,73.12,0.69,7.96,0.0,0.0,2.0
77.0,1.51645,13.44,3.61,1.54,72.39,0.66,8.03,0.0,0.0,2.0
78.0,1.51627,13.0,3.58,1.54,72.83,0.61,8.04,0.0,0.0,2.0
79.0,1.51613,13.92,3.52,1.25,72.88,0.37,7.94,0.0,0.14,2.0
80.0,1.5159,12.82,3.52,1.9,72.86,0.69,7.97,0.0,0.0,2.0
81.0,1.51592,12.86,3.52,2.12,72.66,0.69,7.97,0.0,0.0,2.0
82.0,1.51593,13.25,3.45,1.43,73.17,0.61,7.86,0.0,0.0,2.0
83.0,1.51646,13.41,3.55,1.25,72.81,0.68,8.1,0.0,0.0,2.0
84.0,1.51594,13.09,3.52,1.55,72.87,0.68,8.05,0.0,0.09,2.0
85.0,1.51409,14.25,3.09,2.08,72.28,1.1,7.08,0.0,0.0,2.0
86.0,1.51625,13.36,3.58,1.49,72.72,0.45,8.21,0.0,0.0,2.0
87.0,1.51569,13.24,3.49,1.47,73.25,0.38,8.03,0.0,0.0,2.0
88.0,1.51645,13.4,3.49,1.52,72.65,0.67,8.08,0.0,0.1,2.0
89.0,1.51618,13.01,3.5,1.48,72.89,0.6,8.12,0.0,0.0,2.0
90.0,1.5164,12.55,3.48,1.87,73.23,0.63,8.08,0.0,0.09,2.0
91.0,1.51841,12.93,3.74,1.11,72.28,0.64,8.96,0.0,0.22,2.0
92.0,1.51605,12.9,3.44,1.45,73.06,0.44,8.27,0.0,0.0,2.0
93.0,1.51588,13.12,3.41,1.58,73.26,0.07,8.39,0.0,0.19,2.0
94.0,1.5159,13.24,3.34,1.47,73.1,0.39,8.22,0.0,0.0,2.0
95.0,1.51629,12.71,3.33,1.49,73.28,0.67,8.24,0.0,0.0,2.0
96.0,1.5186,13.36,3.43,1.43,72.26,0.51,8.6,0.0,0.0,2.0
97.0,1.51841,13.02,3.62,1.06,72.34,0.64,9.13,0.0,0.15,2.0
98.0,1.51743,12.2,3.25,1.16,73.55,0.62,8.9,0.0,0.24,2.0
99.0,1.51689,12.67,2.88,1.71,73.21,0.73,8.54,0.0,0.0,2.0
100.0,1.51811,12.96,2.96,1.43,72.92,0.6,8.79,0.14,0.0,2.0
101.0,1.51655,12.75,2.85,1.44,73.27,0.57,8.79,0.11,0.22,2.0
102.0,1.5173,12.35,2.72,1.63,72.87,0.7,9.23,0.0,0.0,2.0
103.0,1.5182,12.62,2.76,0.83,73.81,0.35,9.42,0.0,0.2,2.0
104.0,1.52725,13.8,3.15,0.66,70.57,0.08,11.64,0.0,0.0,2.0
105.0,1.5241,13.83,2.9,1.17,71.15,0.08,10.79,0.0,0.0,2.0
106.0,1.52475,11.45,0.0,1.88,72.19,0.81,13.24,0.0,0.34,2.0
107.0,1.53125,10.73,0.0,2.1,69.81,0.58,13.3,3.15,0.28,2.0
108.0,1.53393,12.3,0.0,1.0,70.16,0.12,16.19,0.0,0.24,2.0
109.0,1.52222,14.43,0.0,1.0,72.67,0.1,11.52,0.0,0.08,2.0
110.0,1.51818,13.72,0.0,0.56,74.45,0.0,10.99,0.0,0.0,2.0
111.0,1.52664,11.23,0.0,0.77,73.21,0.0,14.68,0.0,0.0,2.0
112.0,1.52739,11.02,0.0,0.75,73.08,0.0,14.96,0.0,0.0,2.0
113.0,1.52777,12.64,0.0,0.67,72.02,0.06,14.4,0.0,0.0,2.0
114.0,1.51892,13.46,3.83,1.26,72.55,0.57,8.21,0.0,0.14,2.0
115.0,1.51847,13.1,3.97,1.19,72.44,0.6,8.43,0.0,0.0,2.0
116.0,1.51846,13.41,3.89,1.33,72.38,0.51,8.28,0.0,0.0,2.0
117.0,1.51829,13.24,3.9,1.41,72.33,0.55,8.31,0.0,0.1,2.0
118.0,1.51708,13.72,3.68,1.81,72.06,0.64,7.88,0.0,0.0,2.0
119.0,1.51673,13.3,3.64,1.53,72.53,0.65,8.03,0.0,0.29,2.0
120.0,1.51652,13.56,3.57,1.47,72.45,0.64,7.96,0.0,0.0,2.0
121.0,1.51844,13.25,3.76,1.32,72.4,0.58,8.42,0.0,0.0,2.0
122.0,1.51663,12.93,3.54,1.62,72.96,0.64,8.03,0.0,0.21,2.0
123.0,1.51687,13.23,3.54,1.48,72.84,0.56,8.1,0.0,0.0,2.0
124.0,1.51707,13.48,3.48,1.71,72.52,0.62,7.99,0.0,0.0,2.0
125.0,1.52177,13.2,3.68,1.15,72.75,0.54,8.52,0.0,0.0,2.0
126.0,1.51872,12.93,3.66,1.56,72.51,0.58,8.55,0.0,0.12,2.0
127.0,1.51667,12.94,3.61,1.26,72.75,0.56,8.6,0.0,0.0,2.0
128.0,1.52081,13.78,2.28,1.43,71.99,0.49,9.85,0.0,0.17,2.0
129.0,1.52068,13.55,2.09,1.67,72.18,0.53,9.57,0.27,0.17,2.0
130.0,1.5202,13.98,1.35,1.63,71.76,0.39,10.56,0.0,0.18,2.0
131.0,1.52177,13.75,1.01,1.36,72.19,0.33,11.14,0.0,0.0,2.0
132.0,1.52614,13.7,0.0,1.36,71.24,0.19,13.44,0.0,0.1,2.0
133.0,1.51813,13.43,3.98,1.18,72.49,0.58,8.15,0.0,0.0,2.0
134.0,1.518,13.71,3.93,1.54,71.81,0.54,8.21,0.0,0.15,2.0
135.0,1.51811,13.33,3.85,1.25,72.78,0.52,8.12,0.0,0.0,2.0
136.0,1.51789,13.19,3.9,1.3,72.33,0.55,8.44,0.0,0.28,2.0
137.0,1.51806,13.0,3.8,1.08,73.07,0.56,8.38,0.0,0.12,2.0
138.0,1.51711,12.89,3.62,1.57,72.96,0.61,8.11,0.0,0.0,2.0
139.0,1.51674,12.79,3.52,1.54,73.36,0.66,7.9,0.0,0.0,2.0
140.0,1.51674,12.87,3.56,1.64,73.14,0.65,7.99,0.0,0.0,2.0
141.0,1.5169,13.33,3.54,1.61,72.54,0.68,8.11,0.0,0.0,2.0
142.0,1.51851,13.2,3.63,1.07,72.83,0.57,8.41,0.09,0.17,2.0
143.0,1.51662,12.85,3.51,1.44,73.01,0.68,8.23,0.06,0.25,2.0
144.0,1.51709,13.0,3.47,1.79,72.72,0.66,8.18,0.0,0.0,2.0
145.0,1.5166,12.99,3.18,1.23,72.97,0.58,8.81,0.0,0.24,2.0
146.0,1.51839,12.85,3.67,1.24,72.57,0.62,8.68,0.0,0.35,2.0
147.0,1.51769,13.65,3.66,1.11,72.77,0.11,8.6,0.0,0.0,3.0
148.0,1.5161,13.33,3.53,1.34,72.67,0.56,8.33,0.0,0.0,3.0
149.0,1.5167,13.24,3.57,1.38,72.7,0.56,8.44,0.0,0.1,3.0
150.0,1.51643,12.16,3.52,1.35,72.89,0.57,8.53,0.0,0.0,3.0
151.0,1.51665,13.14,3.45,1.76,72.48,0.6,8.38,0.0,0.17,3.0
152.0,1.52127,14.32,3.9,0.83,71.5,0.0,9.49,0.0,0.0,3.0
153.0,1.51779,13.64,3.65,0.65,73.0,0.06,8.93,0.0,0.0,3.0
154.0,1.5161,13.42,3.4,1.22,72.69,0.59,8.32,0.0,0.0,3.0
155.0,1.51694,12.86,3.58,1.31,72.61,0.61,8.79,0.0,0.0,3.0
156.0,1.51646,13.04,3.4,1.26,73.01,0.52,8.58,0.0,0.0,3.0
157.0,1.51655,13.41,3.39,1.28,72.64,0.52,8.65,0.0,0.0,3.0
158.0,1.52121,14.03,3.76,0.58,71.79,0.11,9.65,0.0,0.0,3.0
159.0,1.51776,13.53,3.41,1.52,72.04,0.58,8.79,0.0,0.0,3.0
160.0,1.51796,13.5,3.36,1.63,71.94,0.57,8.81,0.0,0.09,3.0
161.0,1.51832,13.33,3.34,1.54,72.14,0.56,8.99,0.0,0.0,3.0
162.0,1.51934,13.64,3.54,0.75,72.65,0.16,8.89,0.15,0.24,3.0
163.0,1.52211,14.19,3.78,0.91,71.36,0.23,9.14,0.0,0.37,3.0
164.0,1.51514,14.01,2.68,3.5,69.89,1.68,5.87,2.2,0.0,5.0
165.0,1.51915,12.73,1.85,1.86,72.69,0.6,10.09,0.0,0.0,5.0
166.0,1.52171,11.56,1.88,1.56,72.86,0.47,11.41,0.0,0.0,5.0
167.0,1.52151,11.03,1.71,1.56,73.44,0.58,11.62,0.0,0.0,5.0
168.0,1.51969,12.64,0.0,1.65,73.75,0.38,11.53,0.0,0.0,5.0
169.0,1.51666,12.86,0.0,1.83,73.88,0.97,10.17,0.0,0.0,5.0
170.0,1.51994,13.27,0.0,1.76,73.03,0.47,11.32,0.0,0.0,5.0
171.0,1.52369,13.44,0.0,1.58,72.22,0.32,12.24,0.0,0.0,5.0
172.0,1.51316,13.02,0.0,3.04,70.48,6.21,6.96,0.0,0.0,5.0
173.0,1.51321,13.0,0.0,3.02,70.7,6.21,6.93,0.0,0.0,5.0
174.0,1.52043,13.38,0.0,1.4,72.25,0.33,12.5,0.0,0.0,5.0
175.0,1.52058,12.85,1.61,2.17,72.18,0.76,9.7,0.24,0.51,5.0
176.0,1.52119,12.97,0.33,1.51,73.39,0.13,11.27,0.0,0.28,5.0
177.0,1.51905,14.0,2.39,1.56,72.37,0.0,9.57,0.0,0.0,6.0
178.0,1.51937,13.79,2.41,1.19,72.76,0.0,9.77,0.0,0.0,6.0
179.0,1.51829,14.46,2.24,1.62,72.38,0.0,9.26,0.0,0.0,6.0
180.0,1.51852,14.09,2.19,1.66,72.67,0.0,9.32,0.0,0.0,6.0
181.0,1.51299,14.4,1.74,1.54,74.55,0.0,7.59,0.0,0.0,6.0
182.0,1.51888,14.99,0.78,1.74,72.5,0.0,9.95,0.0,0.0,6.0
183.0,1.51916,14.15,0.0,2.09,72.74,0.0,10.88,0.0,0.0,6.0
184.0,1.51969,14.56,0.0,0.56,73.48,0.0,11.22,0.0,0.0,6.0
185.0,1.51115,17.38,0.0,0.34,75.41,0.0,6.65,0.0,0.0,6.0
186.0,1.51131,13.69,3.2,1.81,72.81,1.76,5.43,1.19,0.0,7.0
187.0,1.51838,14.32,3.26,2.22,71.25,1.46,5.79,1.63,0.0,7.0
188.0,1.52315,13.44,3.34,1.23,72.38,0.6,8.83,0.0,0.0,7.0
189.0,1.52247,14.86,2.2,2.06,70.26,0.76,9.76,0.0,0.0,7.0
190.0,1.52365,15.79,1.83,1.31,70.43,0.31,8.61,1.68,0.0,7.0
191.0,1.51613,13.88,1.78,1.79,73.1,0.0,8.67,0.76,0.0,7.0
192.0,1.51602,14.85,0.0,2.38,73.28,0.0,8.76,0.64,0.09,7.0
193.0,1.51623,14.2,0.0,2.79,73.46,0.04,9.04,0.4,0.09,7.0
194.0,1.51719,14.75,0.0,2.0,73.02,0.0,8.53,1.59,0.08,7.0
195.0,1.51683,14.56,0.0,1.98,73.29,0.0,8.52,1.57,0.07,7.0
196.0,1.51545,14.14,0.0,2.68,73.39,0.08,9.07,0.61,0.05,7.0
197.0,1.51556,13.87,0.0,2.54,73.23,0.14,9.41,0.81,0.01,7.0
198.0,1.51727,14.7,0.0,2.34,73.28,0.0,8.95,0.66,0.0,7.0
199.0,1.51531,14.38,0.0,2.66,73.1,0.04,9.08,0.64,0.0,7.0
200.0,1.51609,15.01,0.0,2.51,73.05,0.05,8.83,0.53,0.0,7.0
201.0,1.51508,15.15,0.0,2.25,73.5,0.0,8.34,0.63,0.0,7.0
202.0,1.51653,11.95,0.0,1.19,75.18,2.7,8.93,0.0,0.0,7.0
203.0,1.51514,14.85,0.0,2.42,73.72,0.0,8.39,0.56,0.0,7.0
204.0,1.51658,14.8,0.0,1.99,73.11,0.0,8.28,1.71,0.0,7.0
205.0,1.51617,14.95,0.0,2.27,73.3,0.0,8.71,0.67,0.0,7.0
206.0,1.51732,14.95,0.0,1.8,72.99,0.0,8.61,1.55,0.0,7.0
207.0,1.51645,14.94,0.0,1.87,73.11,0.0,8.67,1.38,0.0,7.0
208.0,1.51831,14.39,0.0,1.82,72.86,1.41,6.47,2.88,0.0,7.0
209.0,1.5164,14.37,0.0,2.74,72.85,0.0,9.45,0.54,0.0,7.0
210.0,1.51623,14.14,0.0,2.88,72.61,0.08,9.18,1.06,0.0,7.0
211.0,1.51685,14.92,0.0,1.99,73.06,0.0,8.4,1.59,0.0,7.0
212.0,1.52065,14.36,0.0,2.02,73.42,0.0,8.44,1.64,0.0,7.0
213.0,1.51651,14.38,0.0,1.94,73.61,0.0,8.48,1.57,0.0,7.0
214.0,1.51711,14.23,0.0,2.08,73.36,0.0,8.62,1.67,0.0,7.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
38.48182453649018,1.5179205568420118,12.778458362458913,3.517837076199861,1.1241969591058498,73.0383939182117,0.6368522806706127,8.762655321564763,0.0,0.0,1.0
155.85734399273215,1.5198142126581224,13.757576593361659,3.6651109482495663,0.941190584082295,72.00120466357355,0.2599859205087496,9.261260981538548,0.0,0.05203593160507639,3.0
99.16046385121192,1.5170203768791097,12.650744337854572,2.841488675709142,1.6974303316550672,73.21,0.7202384490512755,8.622104003870092,0.0,0.0,2.0
182.98126988408399,1.5184166628103593,13.011126699185358,0.9125822005430949,2.126042329469466,72.98350014461151,0.24872890757102703,10.211019429396496,0.3293337189640528,0.0,6.029167871762665
96.06348240951489,1.5163073629781143,12.716294079566516,3.3330385211700424,1.4965111167929483,73.26784591531982,0.6697829627735684,8.238697776641411,0.0,0.0,2.0
114.84051938375194,1.52400554646074,13.018254535293952,2.0350545166662,1.267920342530284,71.46539911573265,0.41642250662925046,11.498543789310132,0.0,0.10318961232496131,2.0
182.11567712203745,1.5172724434225657,12.173162184817421,0.5521833547405431,1.1456536684016663,74.69505140606984,2.3466598740390827,9.017262136370915,0.0,0.01573579508327973,6.141683904548378
101.34567266468875,1.516873203941484,12.74683133390702,2.7679027421364237,1.4178193373491388,73.23399243076159,0.5553089117507284,8.951601970741986,0.10683133390701986,0.21366266781403973,2.0
106.71268936321847,1.5175846315180053,13.365700964702436,1.0409817016474838,0.8814259289297495,74.0189970498442,0.20819634032949672,10.186435177675627,0.04017824111621867,0.08035648223243734,2.0
92.91216185097679,1.5163245720386715,12.889211730175377,3.1865090249831924,1.5330630597437522,73.10022523310859,0.5061261194875046,8.502972948078142,0.0,0.0,2.0
151.4928803185018,1.517724675658954,13.267800648918051,2.5345727388227455,1.7259177281249096,72.89403480733176,0.4270965112380869,8.94056174405,0.0,0.0,3.199367139422381
92.75350323263913,1.5177275039937719,13.376232483836805,3.4543487257552066,1.4665230886328098,72.41826671740884,0.5749299353472175,8.388977710121544,0.0,0.04058120959201089,2.0
133.29329468336485,1.5182824023189982,12.976411875257776,3.752823750515553,1.2417471410895335,72.8812950020622,0.5667394642120639,8.437285445802544,0.0,0.12,2.0
110.15564376673773,1.5265915902426264,11.265040783680384,0.05235008646226068,0.7663411229891968,73.18945399832394,0.0012665343498934035,14.614984570038805,0.0,0.002251616622032717,1.9859273961122956
61.11097630596208,1.5199382306374873,13.76896813719825,3.5929934232205545,1.283755187858454,71.73846433826078,0.12068386438002918,8.762321691303939,0.6428133577779873,0.0,1.0
141.87834161036096,1.5176293371148817,13.304314190222872,3.34,1.5200221479511236,72.41398197095602,0.5114823593098712,8.770243627462358,0.0,0.0,2.7146021135874774
79.02302660271741,1.520581360203823,13.14070002524857,3.614141850483123,1.047181444671625,72.28327908738272,0.28070002524856996,9.457669658227116,0.0,0.13414185048312352,1.210930291275744
143.2381112358368,1.5166440848509783,12.890376318743503,3.258278042979903,1.624762224716736,73.36223058486097,0.6168753593546432,7.986992809577703,0.0453552255063236,0.0037176414349445576,2.3717641434944556
100.11730468082371,1.51977059962364,13.727568622600124,2.6213698148464655,1.5464555381558704,71.96523096945678,0.6217380295035035,9.305710668368654,0.0,0.0,3.0496579858143864
101.33599805573104,1.5186052321245689,13.513679493811129,2.31587115107664,1.5236345582999062,72.66454319787488,0.4172740812750702,8.98163753710506,0.5085871404510545,0.07650024823376288,2.8272591872492976
143.09414465710614,1.5184861460239059,13.856817350228813,3.342021927563648,1.8388392777924598,71.73730674611343,1.0016421694972617,7.145774214434415,0.8435544592426701,0.0,4.587590365775062
152.43235911954386,1.51746644469814,13.498089779885964,3.5932359119543853,0.9650406886531617,72.8524133710814,0.21326303772315977,8.773898757874559,0.0,0.04824947483877252,3.0
82.48779264941871,1.516188530104192,13.328046823906993,3.4987792649418705,1.3421973231046331,72.99439464620927,0.6441454854593094,7.977070235860489,0.0,0.0,2.0
60.67599338263932,1.5185607500077853,13.531958610354257,3.6329602646944275,1.1359205293888543,72.68860099260411,0.2793228454650918,8.601236757493266,0.0,0.035640727909674645,1.0
38.62221245279776,1.5205584038036386,13.65465230561271,3.691552233951239,0.802453041537969,72.21956718117066,0.3102274000171859,9.233769082990008,0.0,0.0,1.0
6.196897410387912,1.5174758552124847,13.222124103584484,3.6160103419653735,1.1641964973420988,73.14383452855402,0.5579793160692528,8.137824186588649,0.0,0.0,1.0
91.65160167731564,1.516872220041535,12.910451949680532,3.544519496805308,1.3315445702873172,72.7882493083062,0.5096796645368722,8.51039484265221,0.0,0.07664763099055946,2.0
165.32093870620307,1.5192077689671166,12.720371838813909,1.652087797841448,1.837534290565786,72.80339834285842,0.5764644948784424,10.244050578977467,0.0,0.0,5.0
171.22272076992704,1.5140668257684184,12.978545107729442,0.0,2.7264973772039096,71.36091646074935,4.852352278139246,7.7916887761780576,0.0,0.0,5.0
49.21299917532405,1.5252669642872085,13.880830074220835,3.708086661168827,0.6291333883117299,71.64277995051944,0.04830331409089453,9.917039934025924,0.0,0.12425998350648103,1.0
186.8262243843154,1.516201248355147,13.586721951960575,3.257835706902078,1.5703949285485344,72.6323617573722,1.2807898570970688,6.8345814533361775,0.6983964913323378,0.0,7.0
88.71948951394972,1.5161112749309178,13.042258705895781,3.4985974475697486,1.4785974475697485,72.94049188748905,0.5691438465344703,8.107377028127738,0.0,0.0,2.0
127.91073418970348,1.5184960220503554,13.21777392785956,2.9178420158253595,1.4467005088892122,72.49044075593451,0.546338987154448,9.041706082006185,0.12294911560996899,0.07741240612479529,2.0
114.00225658400618,1.5189189845371973,13.459187629757778,3.830315921760864,1.259842039119568,72.54975177575932,0.5700676975201852,8.210496448481358,0.0,0.13968407823913595,2.0
149.0838100594058,1.5168147997750494,12.615041003828447,3.5627555305610623,1.2767048047524652,72.85335240237623,0.42951754244222456,8.551377765280531,0.0,0.0,3.0
187.8965779542388,1.5226566768417191,13.531011400269854,3.331726236339104,1.332387825303586,72.26313308828985,0.6889429593546301,8.51559698088596,0.1685779345907525,0.0,7.0
12.52662313146211,1.5166107076475626,12.791242412801566,3.510887437715404,1.4124264306253296,73.20508874377154,0.6038463309699753,8.237573569374671,0.0,0.20437879359921746,1.0
115.13853672344926,1.5184058113181351,13.128630922846181,3.9566081167332374,1.218630922846182,72.42245201502976,0.6018471563126568,8.404601600700968,0.0,0.0,2.0
58.19096328749877,1.5181731628493755,12.919650454749679,3.4971866958748894,1.2804518356250616,72.9347229370001,0.5971355506875184,8.414722937000098,0.0,0.010502980812432307,1.0
116.18622256597367,1.5179624345161036,13.390040877888843,3.746923542493001,1.3780560185625776,72.5412551097361,0.6049795610555786,8.131295987624949,0.0,0.2055866769792098,2.0
69.40183460926742,1.5225573576108578,13.232238499204765,3.60093578867564,0.8349541347683144,72.08869728947087,0.14093578867564013,10.074293537482788,0.0,0.07187157735128029,1.0
160.56942657714174,1.5181994394415996,13.373057342285826,3.3550700698000386,1.5356942657714177,72.11847132885708,0.5643057342285825,8.946942657714175,0.0,0.0,3.0
