6.3,2.5,4.9,1.5,Iris-versicolor
6.1,2.8,4.7,1.2,Iris-versicolor
6.4,2.9,4.3,1.3,Iris-versicolor
6.6,3.0,4.4,1.4,Iris-versicolor
6.8,2.8,4.8,1.4,Iris-versicolor
6.7,3.0,5.0,1.7,Iris-versicolor
6.0,2.9,4.5,1.5,Iris-versicolor
5.7,2.6,3.5,1.0,Iris-versicolor
5.5,2.4,3.8,1.1,Iris-versicolor
5.5,2.4,3.7,1.0,Iris-versicolor
5.8,2.7,3.9,1.2,Iris-versicolor
6.0,2.7,5.1,1.6,Iris-versicolor
5.4,3.0,4.5,1.5,Iris-versicolor
6.0,3.4,4.5,1.6,Iris-versicolor
6.7,3.1,4.7,1.5,Iris-versicolor
6.3,2.3,4.4,1.3,Iris-versicolor
5.6,3.0,4.1,1.3,Iris-versicolor
5.5,2.5,4.0,1.3,Iris-versicolor
5.5,2.6,4.4,1.2,Iris-versicolor
6.1,3.0,4.6,1.4,Iris-versicolor
5.8,2.6,4.0,1.2,Iris-versicolor
5.0,2.3,3.3,1.0,Iris-versicolor
5.6,2.7,4.2,1.3,Iris-versicolor
5.7,3.0,4.2,1.2,Iris-versicolor
5.7,2.9,4.2,1.3,Iris-versicolor
6.2,2.9,4.3,1.3,Iris-versicolor
5.1,2.5,3.0,1.1,Iris-versicolor
5.7,2.8,4.1,1.3,Iris-versicolor
6.3,3.3,6.0,2.5,Iris-virginica
5.8,2.7,5.1,1.9,Iris-virginica
7.1,3.0,5.9,2.1,Iris-virginica
6.3,2.9,5.6,1.8,Iris-virginica
6.5,3.0,5.8,2.2,Iris-virginica
7.6,3.0,6.6,2.1,Iris-virginica
4.9,2.5,4.5,1.7,Iris-virginica
7.3,2.9,6.3,1.8,Iris-virginica
6.7,2.5,5.8,1.8,Iris-virginica
7.2,3.6,6.1,2.5,Iris-virginica
6.5,3.2,5.1,2.0,Iris-virginica
6.4,2.7,5.3,1.9,Iris-virginica
6.8,3.0,5.5,2.1,Iris-virginica
5.7,2.5,5.0,2.0,Iris-virginica
5.8,2.8,5.1,2.4,Iris-virginica
6.4,3.2,5.3,2.3,Iris-virginica
6.5,3.0,5.5,1.8,Iris-virginica
7.7,3.8,6.7,2.2,Iris-virginica
7.7,2.6,6.9,2.3,Iris-virginica
6.0,2.2,5.0,1.5,Iris-virginica
6.9,3.2,5.7,2.3,Iris-virginica
5.6,2.8,4.9,2.0,Iris-virginica
7.7,2.8,6.7,2.0,Iris-virginica
6.3,2.7,4.9,1.8,Iris-virginica
6.7,3.3,5.7,2.1,Iris-virginica
7.2,3.2,6.0,1.8,Iris-virginica
6.2,2.8,4.8,1.8,Iris-virginica
6.1,3.0,4.9,1.8,Iris-virginica
6.4,2.8,5.6,2.1,Iris-virginica
7.2,3.0,5.8,1.6,Iris-virginica
7.4,2.8,6.1,1.9,Iris-virginica
7.9,3.8,6.4,2.0,Iris-virginica
6.4,2.8,5.6,2.2,Iris-virginica
6.3,2.8,5.1,1.5,Iris-virginica
6.1,2.6,5.6,1.4,Iris-virginica
7.7,3.0,6.1,2.3,Iris-virginica
6.3,3.4,5.6,2.4,Iris-virginica
6.4,3.1,5.5,1.8,Iris-virginica
6.0,3.0,4.8,1.8,Iris-virginica
6.9,3.1,5.4,2.1,Iris-virginica
6.7,3.1,5.6,2.4,Iris-virginica
6.9,3.1,5.1,2.3,Iris-virginica
5.8,2.7,5.1,1.9,Iris-virginica
6.8,3.2,5.9,2.3,Iris-virginica
6.7,3.3,5.7,2.5,Iris-virginica
6.7,3.0,5.2,2.3,Iris-virginica
6.3,2.5,5.0,1.9,Iris-virginica
6.5,3.0,5.2,2.0,Iris-virginica
6.2,3.4,5.4,2.3,Iris-virginica
5.9,3.0,5.1,1.8,Iris-virginica
,,,,Iris-versicolor
,,,,Iris-virginica
,,,,Iris-versicolor
,,,,Iris-setosa
,,,,Iris-versicolor
,,,,Iris-versicolor
,,,,Iris-versicolor
,,,,Iris-virginica
,,,,Iris-virginica
,,,,Iris-versicolor
,,,,Iris-setosa
,,,,Iris-virginica
,,,,Iris-setosa
,,,,Iris-versicolor
5.274636689222787,2.771136092314344,2.6527739753540187,0.6119550338341813,Iris-versicolor
4.676003159131637,2.8028548863345453,1.9702933864625474,0.5548612045978193,Iris-setosa
4.994410319144874,3.0605589680855125,2.683230957434626,0.7127334148883379,Iris-setosa
5.5943783951803265,3.442418904217215,2.751108179516386,0.7887567903606523,Iris-setosa
5.930400683916131,2.7880008548951647,4.942399829020967,1.8847996580419342,Iris-virginica
6.6321619117758726,2.987665802141068,4.993832901070534,1.7185012967883984,Iris-versicolor
7.194271895421784,3.200260368389919,5.9880230540637305,1.7958341057612974,Iris-setosa
7.470382961786985,2.7671975659695693,6.393843949049314,1.901592697908708,Iris-versicolor
4.64330914266976,2.383596999890693,1.6463304281185867,0.40748185700231987,Iris-versicolor
5.9805241720969695,3.4867310076380953,3.1168000707722943,0.8247724455186147,Iris-versicolor
7.094694750322525,3.003536833118317,5.998231583440841,2.1035368331183166,Iris-virginica
6.099120462784185,2.9991204627841856,4.897654567424495,1.7976545674244948,Iris-virginica
6.242886372899744,3.2524053107497863,5.85721593224936,2.385772745799488,Iris-virginica
5.865063888223245,2.8656649301395287,4.299398958083717,1.3662659720558115,Iris-versicolor
6.751602831666144,3.125801415833072,5.625801415833072,2.374198584166928,Iris-virginica
6.541065351973023,3.0615980279595347,5.779467324013488,2.1794673240134887,Iris-virginica
4.909468756019898,2.506312504013265,4.481062487960204,1.6905312439801023,Iris-virginica
5.417447805164552,3.952343415493654,1.3174478051645513,0.3651043896708973,Iris-setosa
6.085274467152175,2.9852744671521756,4.585274467152175,1.4147255328478245,Iris-versicolor
6.1,2.903400486407007,4.696599513592993,1.4,Iris-versicolor
5.980962100515279,3.0,4.857113698454164,1.8,Iris-virginica
4.642681263512715,3.2,1.357318736487285,0.2,Iris-setosa
5.677429550684261,2.5677113479472164,4.977429550684262,2.0,Iris-virginica
4.823266465314456,3.0,1.4,0.27673353468554424,Iris-setosa
4.633123457507841,3.2,1.466246915015682,0.2,Iris-setosa
5.977507296341028,2.7674781109769153,5.1,1.6449854073179435,Iris-versicolor
5.2045644712179415,4.090871057564116,1.5,0.10228223560897086,Iris-setosa
5.1,3.7361015398550355,1.5361015398550353,0.32779692028992946,Iris-setosa
6.469121445647114,3.215439277176443,4.7,1.5577196385882215,Iris-versicolor
6.0,2.5347692549416454,5.0669538509883285,1.5669538509883292,Iris-virginica
