sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
4.905519066324656,2.3973568034142625,3.306070256651301,0.9943005914160944,1.0097926570868478
6.599603515740737,2.897480494088442,4.614395513216688,1.294896040727248,1.0018792503350997
5.205215573710316,2.697384027208065,3.9033296071011314,1.4037720806482863,0.995061718601505
5.005555323588181,1.9906317133929912,3.4894091318633444,1.0082136092710923,0.9957562817150237
5.893420914549201,3.00112504565787,4.270055146312902,1.5097664004161944,1.0011121342741611
6.013233294888237,2.195524607674486,4.004850346854796,1.0077042708508284,0.9925613730564932
6.109173841985765,2.9070356720764505,4.7045858371438545,1.384906406874692,0.9967983552507014
5.6000539960828535,2.9077382299221415,3.6090906535746905,1.3038665286342086,0.9966371671164955
6.688215110916296,3.1011752949698805,4.39200003687363,1.3965918996073885,1.0016867884084355
5.595658457117194,3.0002861697115275,4.523201918580637,1.49765525496033,0.9961383074804292
5.796641980010959,2.696557600648723,4.088491829592875,0.994371711734595,0.9875126852677804
6.2132607633820305,2.1976560185798424,4.4875701285594225,1.512085941777693,0.9894139845755352
5.60174038905076,2.503737832571965,3.891022975555589,1.1096566912484376,0.9943741241646836
5.89716174726273,3.195375980070782,4.777673174289649,1.7967950917520759,0.9992573645491799
6.092143424530703,2.8060751712595264,4.003544178170865,1.3095101113666965,1.015176051810603
6.300817818512944,2.4983289287005523,4.899572746132363,1.5109533856847281,1.0047929397809428
6.104922626007052,2.8074339289809505,4.697714548607447,1.2181485906524323,0.9968901479541203
6.407405551536917,2.8961743893108656,4.298599524273163,1.2980832053352385,0.9998441802136039
6.60988143087896,2.9990846562739075,4.408451943059864,1.411450174598079,1.0058621934610519
6.809136611072206,2.7978102196570793,4.810694396795915,1.3911665404186428,0.9858337283742064
6.708453954591827,3.0014369865577364,4.993848650078743,1.6937013111698276,0.999170053886101
5.991297991841957,2.901303427989095,4.507014270116379,1.5015048823621924,1.003597595285517
5.702391843272182,2.598980694163088,3.504292051200134,0.995622314065144,1.009894715079554
5.500426021792942,2.398184981979218,3.7824735783701047,1.0915918886641949,1.0013530427533774
5.493648862060244,2.394445961405137,3.680557940303151,1.0072641728742382,1.0027715432646
5.7727024417948,2.6974715278293058,3.8663983324177593,1.1845110891031851,0.9972608408933511
6.001041547095121,2.695242620753667,5.105578652411156,1.605561034272016,1.013248870649291
5.396499007128277,2.9975424762716503,4.4961463315541925,1.4996150366371577,0.9955496860264229
5.995612409500939,3.4056792737942225,4.47784546257728,1.5980302252116654,0.9963355566487881
6.706431733949671,3.0957589850472655,4.720518248116921,1.4909346200967497,0.9917631545340407
6.292680147035119,2.303062710106777,4.410312404787928,1.2869075791042666,0.9960094357297042
5.618478733147868,2.9976915125134433,4.099556217760805,1.3030294198947832,0.9951233891604216
5.5078303260020185,2.5008289746604024,3.986444785352405,1.2970690463633083,0.9960735510308575
5.492701509302291,2.5989687849701353,4.416444160996491,1.198255715064235,1.0076576783192956
6.106978449691539,3.0007775048655394,4.605996581238838,1.3946523351119784,1.0056039312654388
5.806759620772636,2.6040016647700726,4.002135021569464,1.2066790537629983,1.0052030509381193
4.995331127048806,2.303496747754575,3.3040428479962767,1.01200952722969,0.9925378893498292
5.599148061790524,2.696221043969465,4.156680972668112,1.2984740833571802,0.9935218071377064
5.68931682901624,3.0033972570310308,4.213073195561781,1.1986790138426808,1.0018863043811583
5.701854954270226,2.902529018631088,4.187308082221172,1.3014653445440347,1.0028324310771093
6.203705351524323,2.8976706884217136,4.3062177847573935,1.3019828834031972,0.9932222697399125
5.088489982341811,2.4984710497888254,2.966196156572199,1.0960163164160681,1.0063485675387915
5.705237515722842,2.799747280968011,4.06180120168,1.2993696613912347,1.0050210542771905
6.304310666970274,3.29891023272574,6.014424047212805,2.507283356715365,2.0109076088922846
5.798459702334839,2.699833623645418,5.084649019643344,1.9017174434557258,2.0004678900400417
7.097276664750214,3.0023257499089127,5.880534487882101,2.101973361037073,2.001552879594206
6.296263975995125,2.897147775477552,5.633525144445197,1.8048748035532756,2.003681903699206
6.499160382473329,3.0024359605673387,5.7742529819445885,2.2002529174457335,2.0043323935957744
7.5894933745574376,3.00122085005304,6.585503796612608,2.1079335018103023,2.008730437944105
4.90715599892508,2.505690548862175,4.48995518210894,1.6999129256918815,2.0059664120000824
7.279885426798579,2.8992007634566725,6.3116481400714575,1.8036366673635218,2.008650513606941
6.703598476990443,2.5054139268725795,5.797739019719267,1.8017932608795093,2.0025156816261678
7.203961701398675,3.593941759069983,6.104208853790649,2.511957165825127,1.9923476703957854
6.513336231289606,3.2017811643980116,5.118939424459575,1.996070065450231,1.9945962371667112
6.415360621793101,2.701282872547793,5.307473650625794,1.8937809739603315,1.9934371155310016
6.794596204968411,2.9902686380095065,5.512163896539823,2.1140474968348353,2.011250686551362
5.705525935341297,2.4956333181441113,5.00087066099369,2.0108455472278908,1.9991125625368507
5.803726970828188,2.7930967084887355,5.089983081673391,2.410015099403986,2.017715891071598
6.394434792688904,3.199205510730461,5.324196667326533,2.2921355652229174,1.9894520646260647
6.518936266592773,2.998347514453861,5.4842057004165365,1.808229320712972,1.9983990725022165
7.714491617847877,3.7965782892014737,6.708396493719916,2.207340151420906,2.008389409519986
7.718141107953863,2.59821217139766,6.912679255968684,2.316125075026088,1.9908985082190918
6.001874780869225,2.1901157755751544,4.960921286713468,1.494452508861754,2.0001227422287524
6.9022080061458935,3.1955573891764626,5.7054499585333005,2.289040710637562,1.9911375320038753
5.593596775337252,2.809111100481722,4.908674541381417,1.98880562626281,1.9972815540067528
7.71031389237053,2.800087725121861,6.690739920895088,2.0080986457737295,2.0060966702043608
6.30727163674071,2.705515203543875,4.900108765282447,1.80260310035719,1.9971996145204336
6.695111482378017,3.301225018955039,5.693335900681704,2.0966456311966635,2.010312252719029
7.18940743187709,3.2110565904594406,6.008323736682093,1.7955496070304626,1.9961307775353574
6.193972499694252,2.797391473227759,4.7783606704658155,1.8091387093207831,2.0091065608374876
6.080696166338534,2.999442907935088,4.913506335903569,1.8021218021339713,2.0104772631388186
6.395581728720218,2.798553788193146,5.6080743419561925,2.1020107361015747,2.015288259754381
7.184607507662966,3.009758971616413,5.807100084624342,1.5956420122824309,2.0002246376706054
7.390682765903502,2.795234046186009,6.089873637790309,1.9084842082730493,1.99629676031232
7.890070085319494,3.7963631991424576,6.393864218267632,2.0024899521718074,2.005064532844952
6.38799682232317,2.8047048091877538,5.599049762734577,2.1972078142126117,1.9987124338184985
6.302750320022641,2.799653539390412,5.072233255984627,1.4984015518794864,2.0019139293560837
6.086275143587414,2.599559158601418,5.578064505745736,1.4076128634656189,1.9900806832460594
7.6896008510490255,3.0022148663117965,6.098124257518171,2.2924060670913886,2.0064489812761312
6.286082572875524,3.4017502343842514,5.587079306067121,2.4028062670058135,2.001191638596483
6.397532061599909,3.1047846640883865,5.519641380741475,1.8040192626354585,2.001512235433028
5.993576158086983,3.007307338198518,4.825389256973498,1.8107079456004216,1.989049835067551
6.897746848720094,3.10821010521287,5.368596115136315,2.096721453599333,2.002349070882338
6.704428947430761,3.0939466330349297,5.6090770091275655,2.399902514091557,2.010611369257357
6.897427204363988,3.102200687328675,5.080260107491792,2.303067677152658,1.9998913015320898
5.801990741705212,2.7032936210854124,5.105271373895157,1.9092631882139675,1.9897691349260234
6.808350251183727,3.199625117920861,5.89681412895679,2.292969653326141,2.0088015075926924
6.701563061746847,3.294639834543958,5.7265510178803085,2.4935288741050443,2.01378680423783
6.701575808466024,2.9962051958704734,5.1900790383189035,2.292758996116559,1.9967522742777004
6.294995163134855,2.500253869425971,5.002325738245384,1.8952874249650589,1.9816937310278946
6.493483531037526,2.994381432076661,5.230296415598137,2.0118987194645457,2.0109046682786356
6.186239021625173,3.3941180659599217,5.407765398117667,2.3015867850101697,1.9938235885970466
5.903743289404526,2.9951138924088543,5.076910812551491,1.7941940835012882,2.000917910165898
