f5,f6,f7,f8,f9,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,target
20,108,109,71,94,0,5,2,0,0,0,0,0,0,11,47,0,0,0,0,0,0,0,0,0,0,N
150,77,76,71,94,73,8,0,58,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
76,81,76,71,94,1,1,0,25,37,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,P
90,78,98,71,94,0,1,2,79,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,P
73,82,76,71,94,5,2,1,0,41,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
74,77,76,71,94,25,37,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
58,78,76,71,94,2,1,0,0,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
82,84,127,116,94,0,0,1,2,48,31,0,0,0,0,0,0,0,22,48,0,1,0,0,0,0,N
58,114,105,76,94,0,0,0,0,9,53,0,0,0,14,29,0,0,4,4,0,0,0,0,0,0,N
61,77,76,71,94,1,2,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
68,87,76,71,94,0,2,1,0,39,23,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,P
140,97,76,71,94,0,2,24,60,25,7,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
145,77,76,71,94,50,12,32,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
122,100,76,71,94,0,0,0,39,39,27,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
94,77,79,72,94,0,0,0,16,68,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,P
110,77,76,71,95,32,64,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N
23,129,102,71,94,0,2,7,1,0,0,0,0,0,66,8,0,0,0,0,0,0,0,0,0,0,N
59,77,76,71,94,39,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
112,82,76,71,94,0,1,6,41,41,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
93,104,76,71,94,0,0,0,3,41,27,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
81,117,77,71,94,5,42,1,1,0,4,41,0,17,2,0,0,0,0,0,0,0,0,0,0,0,N
106,85,76,71,94,0,42,5,0,27,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
91,81,79,71,94,44,19,12,8,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,N
127,99,76,71,94,0,0,19,34,47,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,N
14,77,161,83,99,0,0,1,1,0,0,0,0,0,0,0,0,57,14,0,0,0,3,4,0,0,N
58,77,97,74,94,0,0,5,42,1,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,P
65,130,82,71,94,0,9,23,23,0,0,0,0,41,18,0,0,0,0,0,0,0,0,0,0,0,N
71,79,77,71,94,0,37,25,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,P
62,80,76,71,94,0,1,2,0,43,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
113,94,76,71,94,0,0,0,0,63,53,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
72,77,76,71,94,0,0,1,39,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
25,152,106,71,94,0,0,1,1,0,0,0,38,22,5,45,0,0,0,0,0,0,0,0,0,0,N
56,81,81,71,94,5,42,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,P
89,105,76,71,94,0,2,1,0,9,81,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
39,111,78,72,94,0,0,0,2,3,0,38,14,0,6,0,0,0,0,0,0,0,1,0,0,0,N
77,90,76,71,94,0,0,0,0,26,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
44,98,76,71,94,1,8,0,0,0,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
54,81,76,93,99,0,0,0,2,27,20,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,P
92,86,76,71,94,0,0,37,10,9,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
68,87,77,71,94,2,3,0,0,27,34,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,P
70,109,76,71,94,0,3,18,28,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,N
62,91,79,72,94,0,0,0,0,12,50,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,P
93,77,76,71,94,0,3,47,33,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
158,107,76,71,94,0,0,37,25,9,105,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
161,77,76,71,94,0,0,126,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
117,89,76,71,94,0,0,0,6,67,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
79,78,79,72,94,0,0,26,39,3,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,P
61,150,90,71,94,0,0,0,1,0,31,53,0,8,43,0,0,0,0,0,0,0,0,0,0,0,N
130,77,76,71,94,0,39,58,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
62,114,76,71,94,14,32,0,0,0,0,0,23,21,0,0,0,0,0,0,0,0,0,0,0,0,P
20,100,119,71,94,0,3,3,2,0,0,0,0,0,0,37,21,0,0,0,0,0,0,0,0,0,N
19,163,81,71,94,0,0,0,1,1,0,0,15,65,15,0,0,0,0,0,0,0,0,0,0,0,N
58,120,76,71,94,0,0,0,2,1,32,26,31,0,0,0,0,0,0,0,0,0,0,0,0,0,N
89,77,81,74,94,3,0,0,47,31,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,P
92,77,76,71,94,16,63,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
101,77,76,71,94,33,23,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
74,77,76,71,94,6,56,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
57,79,76,71,94,0,0,23,23,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,P
62,93,83,76,94,2,2,2,1,0,54,7,0,0,0,0,0,0,4,4,0,0,0,0,0,0,P
88,109,77,72,94,0,0,0,37,9,5,61,2,0,0,0,0,0,1,0,0,0,0,0,0,0,N
13,125,108,74,94,0,0,0,0,0,0,0,0,0,50,24,0,0,0,0,2,0,0,0,0,0,N
128,100,76,71,94,0,0,0,63,16,44,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,N
99,83,76,74,95,3,3,0,23,43,25,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,N
138,83,76,71,94,0,0,0,0,114,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
49,146,96,71,94,0,1,1,0,0,22,39,0,4,55,0,2,0,0,0,0,0,0,0,0,0,N
70,111,110,71,94,0,0,1,2,47,15,0,0,0,8,50,0,0,0,0,0,0,0,0,0,0,N
18,114,102,72,94,2,1,3,0,0,0,0,0,0,37,21,0,0,0,1,0,0,0,0,0,0,N
149,105,94,71,94,0,56,27,19,43,0,0,0,0,31,12,0,0,0,0,0,0,0,0,0,0,N
71,108,79,72,94,0,3,0,0,0,53,37,0,0,0,0,0,1,2,0,0,0,0,0,0,0,N
15,144,100,71,94,0,0,1,1,0,0,0,0,20,61,7,0,0,0,0,0,0,0,0,0,0,N
49,87,76,71,94,0,0,2,1,5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
59,77,76,72,95,9,37,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,P
47,91,106,106,94,0,0,3,3,0,32,13,0,0,0,0,0,0,0,47,0,0,0,0,0,0,N
53,102,76,71,94,3,0,0,0,2,24,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,N
127,95,111,91,94,0,0,0,55,24,48,13,0,0,0,0,0,0,28,13,0,0,0,0,0,0,N
99,77,76,72,96,5,42,0,28,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,N
48,89,78,71,94,2,0,0,0,1,45,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,P
108,85,76,71,94,0,0,0,25,50,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
133,78,76,71,94,0,72,8,41,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
130,77,76,73,96,62,0,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,N
71,77,76,73,159,0,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,N
93,77,77,74,94,0,0,53,32,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,N
101,77,76,71,94,0,0,41,51,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
32,112,76,71,94,0,3,0,0,0,0,15,38,0,0,0,0,0,0,0,0,0,0,0,0,0,N
60,106,76,71,94,1,1,0,0,0,37,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
77,78,78,72,94,0,2,2,39,25,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,P
54,155,76,71,94,0,1,2,0,0,24,37,16,44,0,0,0,0,0,0,0,0,0,0,0,0,N
114,77,110,92,94,0,0,44,42,23,0,0,0,0,0,0,0,0,24,16,0,0,0,0,0,0,N
35,143,96,71,94,0,1,2,0,0,0,35,10,0,54,4,0,0,0,0,0,0,0,0,0,0,N
94,97,79,94,94,0,0,41,5,0,39,22,0,0,0,0,0,0,0,0,8,9,0,0,0,0,P
76,77,76,71,94,0,0,50,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
59,93,76,72,96,1,2,0,0,0,60,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,P
18,130,102,71,94,0,1,3,2,0,0,0,0,0,67,7,0,0,0,0,0,0,0,0,0,0,N
56,77,76,79,114,0,0,0,18,28,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,N
76,79,77,72,94,0,0,0,52,12,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,P
74,77,76,72,96,25,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,P
58,77,76,71,94,0,9,37,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
102,79,76,71,94,0,0,3,12,72,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
80,77,76,71,94,3,10,56,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
74,77,80,74,94,1,1,44,19,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,P
46,111,106,71,94,0,0,2,3,0,28,17,0,0,0,34,9,0,0,0,0,0,0,0,0,0,N
72,77,76,91,103,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,P
132,92,76,71,94,1,2,0,37,40,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
74,77,76,71,94,0,50,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
58,80,76,71,94,2,1,0,0,35,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
74,77,76,76,94,1,2,12,50,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,P
119,94,76,71,94,0,71,8,0,4,26,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
71,77,83,71,94,0,0,0,43,19,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,P
63,92,76,71,94,8,12,3,0,0,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
63,78,76,71,94,0,1,34,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
49,91,83,71,94,0,0,0,3,3,38,8,0,0,0,0,5,1,0,0,0,0,0,0,0,0,P
69,88,76,71,94,0,0,21,3,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
153,77,76,71,94,2,7,24,61,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
90,107,92,71,94,0,57,25,0,0,0,0,0,0,37,7,0,0,0,0,0,0,0,0,0,0,P
83,77,76,71,94,0,45,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
107,95,76,71,94,0,21,44,0,0,33,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
124,98,76,71,94,0,0,0,31,31,69,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
91,81,76,71,94,5,37,25,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
61,77,76,71,94,1,2,0,5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
56,81,77,74,94,0,28,18,0,0,0,0,0,4,1,0,0,0,0,0,1,1,0,0,0,0,P
129,79,76,71,94,0,0,0,55,63,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
90,100,101,71,94,0,34,47,0,0,0,0,0,0,8,35,0,0,0,0,0,0,0,0,0,0,N
77,77,76,71,94,37,27,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
99,95,76,71,94,0,0,56,7,2,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
74,77,76,72,97,31,31,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,P
37,80,77,74,94,0,2,0,0,18,4,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,P
69,99,82,71,94,0,8,12,0,0,36,25,0,0,1,0,0,3,1,0,0,0,0,0,0,0,P
76,77,76,71,94,3,33,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
74,77,76,71,94,0,37,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
59,77,77,76,94,0,28,18,1,2,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,P
63,82,76,71,94,0,13,38,2,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,P
67,86,76,71,94,0,0,2,2,26,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
71,79,84,73,94,0,50,12,0,0,0,0,0,0,0,3,5,0,0,1,2,0,0,0,0,0,P
59,77,76,74,95,0,5,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,P
13,179,147,71,94,0,0,0,0,0,0,0,0,32,71,18,39,0,0,0,0,0,0,0,0,0,N
56,137,92,71,94,0,42,5,0,0,0,0,0,24,51,0,0,0,0,0,0,0,0,0,0,0,N
56,77,76,79,152,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,N
64,135,95,72,97,0,43,11,0,0,0,0,0,15,60,0,0,0,0,0,0,0,0,1,2,0,N
51,97,106,99,94,0,0,0,0,0,40,21,0,0,0,0,0,0,11,31,1,0,0,0,0,0,N
163,102,76,71,94,0,0,24,55,16,80,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
61,77,77,71,94,19,30,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,P
13,93,122,73,94,0,0,0,0,0,0,0,0,0,0,15,34,0,3,1,0,0,0,0,0,0,N
90,77,76,77,104,40,40,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,N
100,80,77,71,94,1,2,0,32,54,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,N
72,82,76,71,94,12,50,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,P
80,114,76,71,94,0,7,59,0,0,0,0,26,19,0,0,0,0,0,0,0,0,0,0,0,0,P
145,77,76,71,94,47,32,17,43,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
75,101,78,73,94,14,32,0,0,0,0,34,11,0,0,0,0,0,0,2,0,0,0,0,0,0,P
80,77,76,71,94,0,39,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
67,84,78,78,94,0,2,0,0,33,29,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,P
18,77,107,105,94,5,1,0,0,0,0,0,0,0,0,0,0,0,2,45,0,0,0,0,0,0,N
100,77,76,71,94,14,46,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
28,155,105,71,94,0,0,0,0,0,0,4,57,0,24,34,0,0,0,0,0,0,0,0,0,0,N
71,77,77,82,94,0,0,50,12,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,P
46,102,116,128,94,0,0,0,0,0,19,42,0,0,0,0,0,1,1,54,15,0,0,0,0,0,N
24,91,83,90,94,0,0,0,0,5,1,3,17,0,0,0,0,0,0,3,15,0,0,0,0,0,P
76,77,76,71,94,0,46,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
177,106,76,72,95,0,2,1,8,103,63,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,N
63,88,76,71,94,0,2,1,1,14,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
35,80,83,71,94,0,0,0,21,2,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,P
125,83,76,71,94,0,1,1,19,79,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
94,121,92,71,94,0,3,0,0,26,36,60,0,0,0,7,12,0,0,0,0,0,0,0,0,0,N
131,77,76,71,94,0,1,38,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
61,77,76,71,94,37,9,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
18,127,90,71,94,0,0,0,2,2,0,0,2,42,0,14,5,0,0,0,0,0,0,0,0,0,N
91,85,76,71,94,0,0,0,18,39,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
77,77,76,71,94,0,0,3,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
42,118,99,72,94,0,0,1,2,0,23,22,0,0,14,29,0,0,0,0,0,0,0,1,0,0,N
75,77,76,71,94,1,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
82,109,76,71,94,0,0,41,5,0,0,49,12,0,0,0,0,0,0,0,0,0,0,0,0,0,N
76,77,76,71,94,50,12,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
127,95,76,71,94,0,0,55,24,0,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
30,105,94,71,94,0,0,7,10,1,0,0,0,0,31,12,0,0,0,0,0,0,0,0,0,0,P
13,96,134,72,96,0,0,0,0,0,0,0,0,0,2,9,55,0,0,0,0,0,0,1,1,0,N
60,96,76,71,94,0,0,5,5,0,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
87,77,82,71,94,0,0,32,47,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,P
95,99,76,71,94,1,1,0,37,25,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
95,100,76,71,94,0,0,1,48,0,28,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
88,106,76,71,94,26,23,0,0,0,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
66,84,76,71,94,0,0,2,0,32,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
56,87,134,71,94,0,0,5,41,0,0,0,0,0,0,0,43,14,0,0,0,0,0,0,0,0,N
109,77,76,71,94,76,25,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
66,77,76,71,94,0,0,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
72,124,76,71,94,2,1,1,1,0,21,84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,N
15,93,194,75,94,0,0,0,1,2,0,0,0,0,0,25,18,60,11,0,0,0,0,0,0,0,N
43,92,76,71,94,1,2,0,0,0,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
188,77,76,71,94,62,0,0,28,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
36,102,76,71,94,1,2,0,1,1,0,32,13,0,0,0,0,0,0,0,0,0,0,0,0,0,N
52,98,76,71,94,0,5,1,3,3,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
61,77,76,73,97,1,38,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,P
77,78,78,71,94,0,2,2,31,31,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,P
16,118,79,71,94,0,0,1,2,0,0,0,0,36,8,0,0,0,0,0,0,0,0,0,0,0,N
46,163,128,72,94,0,0,0,0,1,40,7,1,74,0,0,0,40,2,0,0,0,0,0,0,0,N
