V1,V6,V10,V12,V13,V14,V15,target
73.0,7111.0,12.0,146.0,1.0,-1.0,0.0,2.0
45.0,655.0,20.0,693.0,3.0,-1.0,0.0,2.0
52.0,36.0,11.0,930.0,1.0,-1.0,0.0,2.0
42.0,3082.0,11.0,285.0,1.0,-1.0,0.0,2.0
27.0,118.0,31.0,160.0,3.0,98.0,1.0,2.0
35.0,1201.0,18.0,537.0,1.0,-1.0,0.0,2.0
45.0,1214.0,28.0,118.0,2.0,-1.0,0.0,1.0
31.0,479.0,29.0,72.0,12.0,-1.0,0.0,1.0
35.0,141.0,20.0,728.0,1.0,-1.0,0.0,2.0
44.0,961.0,20.0,314.0,2.0,-1.0,0.0,1.0
26.0,2803.0,3.0,11.0,7.0,-1.0,0.0,1.0
37.0,141.0,6.0,848.0,1.0,364.0,3.0,2.0
44.0,399.0,16.0,148.0,9.0,-1.0,0.0,1.0
39.0,11887.0,18.0,1181.0,2.0,-1.0,0.0,2.0
35.0,207.0,26.0,312.0,1.0,-1.0,0.0,1.0
46.0,336.0,14.0,260.0,3.0,457.0,1.0,2.0
57.0,0.0,12.0,120.0,3.0,-1.0,0.0,1.0
34.0,0.0,14.0,1020.0,1.0,-1.0,0.0,2.0
53.0,395.0,29.0,136.0,1.0,148.0,1.0,2.0
22.0,185.0,8.0,153.0,1.0,-1.0,0.0,2.0
45.0,446.0,6.0,304.0,3.0,-1.0,0.0,2.0
46.0,273.0,10.0,583.0,6.0,53.0,6.0,2.0
35.0,0.0,9.0,17.0,1.0,-1.0,0.0,1.0
31.0,2667.0,2.0,73.0,2.0,-1.0,0.0,1.0
34.0,1085.0,11.0,101.0,7.0,-1.0,0.0,2.0
36.0,351.0,30.0,78.0,1.0,84.0,1.0,1.0
39.0,155.0,20.0,20.0,6.0,153.0,26.0,1.0
48.0,926.0,12.0,504.0,2.0,178.0,10.0,2.0
27.0,710.0,6.0,653.0,1.0,334.0,2.0,2.0
37.0,3665.0,12.0,664.0,3.0,-1.0,0.0,2.0
41.0,598.0,12.0,69.0,3.0,364.0,11.0,1.0
30.0,1772.0,13.0,158.0,4.0,-1.0,0.0,1.0
30.0,673.0,20.0,610.0,2.0,-1.0,0.0,1.0
28.0,7.0,25.0,50.0,3.0,-1.0,0.0,1.0
48.0,0.0,11.0,430.0,3.0,-1.0,0.0,1.0
59.0,434.0,12.0,63.0,3.0,-1.0,0.0,1.0
31.0,720.0,9.0,94.0,3.0,-1.0,0.0,1.0
39.0,3655.0,20.0,422.0,1.0,-1.0,0.0,1.0
40.0,2562.0,15.0,487.0,4.0,-1.0,0.0,1.0
33.0,1211.0,7.0,456.0,1.0,-1.0,0.0,2.0
56.0,445.0,7.0,59.0,2.0,-1.0,0.0,1.0
35.0,344.0,27.0,519.0,16.0,-1.0,0.0,2.0
58.0,2297.0,13.0,96.0,2.0,-1.0,0.0,1.0
30.0,274.0,11.0,97.0,2.0,-1.0,0.0,1.0
56.0,52.0,20.0,191.0,3.0,-1.0,0.0,1.0
52.0,1319.0,30.0,37.0,2.0,-1.0,0.0,1.0
59.0,4497.0,4.0,213.0,1.0,251.0,1.0,1.0
24.0,66.0,26.0,109.0,2.0,-1.0,0.0,1.0
39.0,1654.0,21.0,151.0,1.0,-1.0,0.0,1.0
37.0,197.0,16.0,251.0,3.0,-1.0,0.0,1.0
39.0,2454.0,4.0,716.0,3.0,263.0,2.0,2.0
30.0,617.0,27.0,192.0,2.0,-1.0,0.0,2.0
53.0,6.0,27.0,233.0,2.0,-1.0,0.0,1.0
44.0,2734.0,12.0,897.0,4.0,-1.0,0.0,2.0
33.0,22.0,5.0,71.0,1.0,-1.0,0.0,1.0
52.0,583.0,17.0,209.0,1.0,91.0,2.0,2.0
29.0,874.0,16.0,152.0,1.0,103.0,1.0,2.0
58.0,496.0,22.0,132.0,1.0,-1.0,0.0,2.0
56.0,1989.0,3.0,336.0,2.0,281.0,2.0,2.0
50.0,569.0,18.0,452.0,4.0,-1.0,0.0,1.0
33.0,1117.0,2.0,417.0,1.0,-1.0,0.0,2.0
26.0,512.0,30.0,206.0,5.0,239.0,3.0,1.0
31.0,685.0,15.0,552.0,1.0,329.0,3.0,2.0
54.0,300.0,20.0,562.0,2.0,-1.0,0.0,2.0
52.0,195.0,18.0,220.0,1.0,63.0,5.0,2.0
33.0,7621.0,21.0,68.0,1.0,-1.0,0.0,1.0
47.0,3663.0,30.0,364.0,3.0,-1.0,0.0,2.0
44.0,126.0,13.0,92.0,1.0,-1.0,0.0,1.0
34.0,69.0,25.0,296.0,1.0,205.0,2.0,2.0
40.0,0.0,15.0,435.0,1.0,-1.0,0.0,1.0
54.0,88.0,13.0,190.0,1.0,-1.0,0.0,1.0
54.0,191.0,17.0,44.0,1.0,-1.0,0.0,1.0
52.0,167.0,16.0,163.0,1.0,-1.0,0.0,1.0
53.0,0.0,31.0,36.0,4.0,-1.0,0.0,1.0
38.0,427.0,18.0,253.0,1.0,182.0,1.0,1.0
52.0,2104.0,3.0,210.0,2.0,-1.0,0.0,2.0
26.0,74.0,16.0,419.0,2.0,-1.0,0.0,1.0
40.0,275.0,13.0,409.0,4.0,-1.0,0.0,1.0
63.0,48.0,9.0,251.0,1.0,-1.0,0.0,2.0
39.0,3165.0,15.0,56.0,1.0,368.0,2.0,1.0
58.0,670.0,12.0,1272.0,1.0,-1.0,0.0,2.0
37.0,1590.0,9.0,121.0,5.0,315.0,3.0,1.0
49.0,377.0,22.0,158.0,1.0,59.0,2.0,1.0
23.0,1234.0,16.0,250.0,1.0,-1.0,0.0,2.0
24.0,556.0,8.0,278.0,1.0,94.0,4.0,2.0
52.0,148.0,13.0,83.0,1.0,-1.0,0.0,1.0
35.0,2427.0,12.0,175.0,3.0,31.0,10.0,2.0
54.0,8295.0,5.0,207.0,1.0,-1.0,0.0,2.0
52.0,-779.0,17.0,709.0,1.0,-1.0,0.0,2.0
33.0,7.0,18.0,55.0,1.0,-1.0,0.0,1.0
32.0,1815.0,10.0,235.0,1.0,102.0,2.0,2.0
60.0,404.0,5.0,308.0,2.0,196.0,2.0,2.0
45.0,-73.0,18.0,125.0,2.0,-1.0,0.0,1.0
42.0,994.0,11.0,149.0,1.0,78.0,5.0,2.0
39.0,0.0,20.0,286.0,4.0,-1.0,0.0,1.0
34.0,-315.0,8.0,56.0,2.0,-1.0,0.0,1.0
39.0,2630.0,12.0,651.0,5.0,-1.0,0.0,2.0
42.0,-465.0,23.0,102.0,1.0,-1.0,0.0,1.0
32.0,202.0,4.0,429.0,1.0,201.0,1.0,1.0
48.0,361.0,17.0,287.0,1.0,-1.0,0.0,1.0
34.0,0.0,28.0,730.0,11.0,-1.0,0.0,2.0
57.0,84.0,15.0,59.0,1.0,-1.0,0.0,1.0
33.0,1974.0,14.0,498.0,2.0,191.0,1.0,2.0
38.0,406.0,29.0,138.0,1.0,188.0,5.0,1.0
50.0,14.0,26.0,68.0,1.0,-1.0,0.0,1.0
36.0,-253.0,14.0,1073.0,1.0,-1.0,0.0,2.0
36.0,1790.0,16.0,386.0,2.0,-1.0,0.0,1.0
45.0,803.0,4.0,742.0,4.0,-1.0,0.0,2.0
23.0,13.0,27.0,280.0,3.0,-1.0,0.0,1.0
25.0,333.0,15.0,1056.0,2.0,-1.0,0.0,2.0
43.0,4016.0,14.0,159.0,2.0,-1.0,0.0,1.0
34.0,9.0,14.0,153.0,2.0,-1.0,0.0,1.0
53.0,305.0,17.0,192.0,1.0,-1.0,0.0,1.0
20.0,1819.0,9.0,245.0,3.0,-1.0,0.0,2.0
47.0,1095.0,18.0,171.0,1.0,110.0,2.0,1.0
32.0,943.0,14.0,127.0,2.0,-1.0,0.0,1.0
34.0,-64.0,28.0,693.0,7.0,-1.0,0.0,1.0
39.0,313.0,17.0,125.0,1.0,-1.0,0.0,1.0
19.0,108.0,9.0,273.0,2.0,182.0,1.0,2.0
33.0,3821.0,21.0,201.0,5.0,-1.0,0.0,1.0
35.0,1144.0,20.0,197.0,13.0,-1.0,0.0,1.0
33.0,1240.0,12.0,844.0,1.0,-1.0,0.0,2.0
43.0,104.0,18.0,635.0,3.0,-1.0,0.0,2.0
37.0,4436.0,13.0,846.0,5.0,-1.0,0.0,2.0
32.0,2069.0,22.0,545.0,1.0,-1.0,0.0,2.0
35.0,1599.0,13.0,407.0,1.0,-1.0,0.0,2.0
55.0,33.0,30.0,246.0,3.0,-1.0,0.0,1.0
38.0,-1038.0,23.0,222.0,1.0,-1.0,0.0,1.0
42.0,3228.0,21.0,133.0,1.0,-1.0,0.0,1.0
59.0,174.0,26.0,145.0,1.0,-1.0,0.0,1.0
50.0,82.0,5.0,456.0,1.0,-1.0,0.0,2.0
58.0,0.0,25.0,176.0,5.0,-1.0,0.0,1.0
61.0,544.0,29.0,63.0,3.0,200.0,9.0,2.0
46.0,374.0,4.0,23.0,5.0,7.0,2.0,1.0
25.0,3.0,16.0,1034.0,1.0,-1.0,0.0,2.0
48.0,480.0,15.0,830.0,1.0,352.0,2.0,2.0
35.0,90.0,23.0,203.0,1.0,-1.0,0.0,1.0
47.0,2540.0,18.0,110.0,5.0,-1.0,0.0,1.0
41.0,1253.0,21.0,1134.0,5.0,-1.0,0.0,2.0
23.0,2594.0,13.0,193.0,1.0,-1.0,0.0,1.0
57.0,2326.0,17.0,378.0,1.0,-1.0,0.0,2.0
51.0,580.0,19.0,694.0,2.0,-1.0,0.0,2.0
46.0,-121.0,8.0,214.0,4.0,-1.0,0.0,1.0
32.0,112.0,5.0,118.0,1.0,-1.0,0.0,1.0
25.0,154.0,3.0,141.0,1.0,180.0,2.0,2.0
50.0,3608.0,13.0,176.0,2.0,197.0,2.0,2.0
33.0,-675.0,28.0,245.0,2.0,-1.0,0.0,1.0
36.0,4145.0,20.0,988.0,4.0,-1.0,0.0,2.0
46.0,0.0,30.0,200.0,1.0,259.0,2.0,2.0
33.0,557.0,4.0,367.0,1.0,-1.0,0.0,2.0
40.0,95.0,20.0,61.0,4.0,-1.0,0.0,1.0
55.0,0.0,5.0,247.0,1.0,-1.0,0.0,1.0
46.0,1920.0,22.0,604.0,6.0,-1.0,0.0,2.0
78.0,3219.0,24.0,151.0,1.0,-1.0,0.0,2.0
57.0,1181.0,29.0,169.0,2.0,182.0,2.0,2.0
29.0,11.0,12.0,214.0,4.0,-1.0,0.0,1.0
38.0,630.0,2.0,362.0,1.0,388.0,3.0,2.0
45.0,1.0,6.0,490.0,2.0,-1.0,0.0,2.0
38.0,1612.0,8.0,423.0,1.0,-1.0,0.0,2.0
28.0,159.0,16.0,449.0,2.0,33.0,4.0,2.0
23.0,342.0,3.0,152.0,6.0,-1.0,0.0,1.0
45.0,153.0,5.0,277.0,1.0,-1.0,0.0,2.0
50.0,0.0,1.0,280.0,1.0,184.0,3.0,2.0
46.0,834.0,11.0,196.0,2.0,-1.0,0.0,1.0
43.0,379.0,28.0,74.0,1.0,-1.0,0.0,1.0
35.0,514.0,25.0,56.0,1.0,185.0,1.0,1.0
55.0,1633.0,11.0,210.0,1.0,192.0,2.0,2.0
31.0,3343.0,3.0,365.0,1.0,94.0,1.0,2.0
29.0,224.0,24.0,65.0,2.0,81.0,3.0,2.0
49.0,4751.0,12.0,884.0,4.0,-1.0,0.0,2.0
28.0,150.0,8.0,491.0,1.0,-1.0,0.0,1.0
48.0,9131.0,14.0,902.0,5.0,-1.0,0.0,1.0
48.0,427.0,17.0,62.0,1.0,-1.0,0.0,1.0
28.0,20.0,30.0,455.0,2.0,-1.0,0.0,1.0
29.0,154.0,13.0,20.0,6.0,358.0,9.0,1.0
49.0,0.0,6.0,286.0,2.0,-1.0,0.0,1.0
62.0,532.0,31.0,298.0,2.0,300.0,1.0,1.0
38.0,294.0,25.0,172.0,2.0,-1.0,0.0,1.0
78.0,1204.0,17.0,135.0,1.0,-1.0,0.0,2.0
32.0,360.0,9.0,175.0,3.0,259.0,4.0,1.0
52.0,1005.0,2.0,195.0,1.0,-1.0,0.0,2.0
36.0,725.0,27.0,123.0,3.0,99.0,8.0,1.0
46.0,435.0,15.0,192.0,3.0,-1.0,0.0,1.0
22.0,104.0,16.0,330.0,3.0,-1.0,0.0,2.0
60.0,3301.0,17.0,2621.0,3.0,-1.0,0.0,2.0
49.0,300.0,21.0,316.0,1.0,-1.0,0.0,2.0
24.0,235.0,9.0,118.0,1.0,-1.0,0.0,2.0
34.0,48.0,7.0,1806.0,2.0,287.0,3.0,2.0
52.0,7135.0,19.0,1032.0,3.0,-1.0,0.0,2.0
34.0,50.0,2.0,173.0,1.0,258.0,2.0,1.0
35.0,204.0,17.0,295.0,1.0,186.0,9.0,1.0
35.0,153.0,9.0,593.0,2.0,-1.0,0.0,1.0
20.0,801.0,11.0,244.0,2.0,-1.0,0.0,2.0
35.0,199.0,17.0,203.0,1.0,344.0,3.0,1.0
32.0,55.0,18.0,185.0,1.0,-1.0,0.0,1.0
30.0,302.0,23.0,302.0,1.0,-1.0,0.0,1.0
32.0,131.0,21.0,322.0,1.0,189.0,1.0,2.0
42.0,214.0,16.0,127.0,1.0,-1.0,0.0,2.0
64.0,493.0,17.0,108.0,1.0,-1.0,0.0,1.0
44.0,-101.0,15.0,679.0,1.0,366.0,4.0,2.0
34.0,-115.0,14.0,360.0,1.0,-1.0,0.0,1.0
29.0,1612.0,26.0,375.0,2.0,-1.0,0.0,1.0
24.0,139.0,9.0,430.0,4.0,-1.0,0.0,2.0
44.0,1070.0,30.0,381.0,1.0,160.0,2.0,2.0
32.0,360.0,19.0,164.0,2.0,-1.0,0.0,1.0
53.0,-1455.0,23.0,169.0,2.0,-1.0,0.0,1.0
33.0,1429.0,31.0,268.0,8.0,-1.0,0.0,2.0
29.0,2439.0,2.0,263.0,2.0,-1.0,0.0,1.0
55.0,17.0,7.0,196.0,2.0,-1.0,0.0,1.0
48.0,328.0,6.0,189.0,1.0,-1.0,0.0,1.0
37.0,442.0,20.0,51.0,4.0,349.0,1.0,1.0
27.0,114.0,9.0,375.0,2.0,-1.0,0.0,1.0
44.0,5773.0,23.0,597.0,6.0,-1.0,0.0,2.0
60.0,3735.0,22.0,190.0,1.0,188.0,9.0,2.0
40.0,1758.0,16.0,1230.0,3.0,-1.0,0.0,2.0
26.0,-378.0,8.0,165.0,1.0,-1.0,0.0,1.0
37.0,912.0,12.0,637.0,3.0,328.0,22.0,2.0
95.0,2282.0,21.0,207.0,17.0,-1.0,0.0,2.0
33.0,498.0,12.0,338.0,2.0,104.0,1.0,2.0
45.0,137.0,9.0,274.0,2.0,-1.0,0.0,1.0
39.0,0.0,25.0,93.0,2.0,-1.0,0.0,1.0
52.0,305.0,28.0,26.0,26.0,-1.0,0.0,1.0
30.0,7773.0,20.0,705.0,1.0,-1.0,0.0,2.0
45.0,-184.0,7.0,878.0,3.0,170.0,5.0,2.0
36.0,-267.0,14.0,99.0,7.0,352.0,1.0,1.0
26.0,39.0,26.0,396.0,3.0,-1.0,0.0,2.0
33.0,139.0,18.0,732.0,2.0,291.0,5.0,2.0
41.0,371.0,9.0,107.0,5.0,-1.0,0.0,1.0
70.0,2346.0,24.0,694.0,1.0,184.0,5.0,2.0
35.0,1618.0,7.0,542.0,1.0,-1.0,0.0,2.0
31.0,5.0,21.0,635.0,1.0,135.0,2.0,2.0
64.0,679.0,16.0,167.0,1.0,-1.0,0.0,2.0
35.0,-87.0,3.0,1363.0,7.0,-1.0,0.0,2.0
39.0,4313.0,18.0,272.0,2.0,-1.0,0.0,1.0
75.0,962.0,17.0,344.0,1.0,-1.0,0.0,1.0
41.0,1254.0,4.0,272.0,1.0,-1.0,0.0,1.0
41.0,294.0,28.0,150.0,14.0,-1.0,0.0,1.0
81.0,122.0,23.0,201.0,1.0,-1.0,0.0,1.0
36.0,30.0,8.0,716.0,5.0,-1.0,0.0,2.0
59.0,1575.0,22.0,1241.0,11.0,-1.0,0.0,2.0
28.0,54.0,14.0,533.0,1.0,371.0,1.0,2.0
33.0,89.0,18.0,278.0,2.0,-1.0,0.0,2.0
37.0,3574.0,19.0,178.0,1.0,170.0,2.0,1.0
51.0,311.0,14.0,122.0,2.0,-1.0,0.0,1.0
35.0,1055.0,18.0,150.0,2.0,-1.0,0.0,2.0
52.0,199.0,28.0,978.0,2.0,189.0,1.0,1.0
54.0,1636.0,20.0,1008.0,2.0,-1.0,0.0,2.0
43.0,216.0,11.0,129.0,1.0,-1.0,0.0,1.0
36.0,1352.0,19.0,2028.0,1.0,-1.0,0.0,2.0
57.0,2.0,9.0,138.0,3.0,-1.0,0.0,1.0
35.0,1227.0,18.0,593.0,4.0,90.0,6.0,2.0
34.0,9.0,17.0,655.0,1.0,-1.0,0.0,1.0
31.0,1415.0,7.0,485.0,1.0,-1.0,0.0,1.0
39.0,621.0,20.0,1333.0,5.0,-1.0,0.0,2.0
58.0,5278.0,4.0,763.0,4.0,-1.0,0.0,1.0
45.0,-176.0,7.0,574.0,1.0,-1.0,0.0,2.0
34.0,1035.0,25.0,1374.0,10.0,-1.0,0.0,2.0
42.0,994.0,18.0,453.0,1.0,67.0,9.0,2.0
45.0,113.0,13.0,165.0,2.0,-1.0,0.0,1.0
46.0,6253.0,9.0,411.0,1.0,-1.0,0.0,1.0
38.0,902.0,4.0,301.0,3.0,90.0,1.0,2.0
28.0,1348.0,6.0,221.0,2.0,-1.0,0.0,2.0
51.0,117.0,24.0,467.0,2.0,88.0,4.0,2.0
35.0,1354.0,23.0,736.0,2.0,-1.0,0.0,2.0
42.0,372.0,3.0,654.0,2.0,-1.0,0.0,2.0
28.0,0.0,4.0,546.0,3.0,196.0,4.0,2.0
34.0,158.0,9.0,278.0,2.0,132.0,4.0,2.0
26.0,639.0,6.0,709.0,5.0,-1.0,0.0,2.0
50.0,-1.0,20.0,151.0,1.0,-1.0,0.0,1.0
32.0,210.0,19.0,268.0,1.0,-1.0,0.0,1.0
52.0,782.0,5.0,93.0,3.0,-1.0,0.0,1.0
30.0,415.0,6.0,984.0,1.0,343.0,4.0,2.0
46.0,22.0,26.0,388.0,6.0,-1.0,0.0,2.0
25.0,468.0,15.0,147.0,1.0,-1.0,0.0,1.0
39.0,2763.0,2.0,526.0,2.0,-1.0,0.0,2.0
31.0,0.0,14.0,229.0,3.0,-1.0,0.0,1.0
36.0,953.0,28.0,77.0,1.0,100.0,1.0,1.0
30.0,3473.0,12.0,1209.0,2.0,-1.0,0.0,2.0
26.0,620.0,17.0,104.0,1.0,-1.0,0.0,2.0
26.0,97.0,27.0,382.0,1.0,-1.0,0.0,1.0
39.0,1493.0,9.0,912.0,3.0,-1.0,0.0,2.0
33.0,1808.0,28.0,250.0,3.0,-1.0,0.0,2.0
31.0,148.0,20.0,1145.0,4.0,-1.0,0.0,1.0
60.0,2281.0,5.0,230.0,2.0,-1.0,0.0,2.0
39.0,278.0,28.0,60.0,3.0,-1.0,0.0,1.0
43.0,422.0,12.0,110.0,1.0,-1.0,0.0,1.0
48.0,410.0,12.0,116.0,1.0,-1.0,0.0,1.0
40.0,0.0,6.0,64.0,2.0,-1.0,0.0,1.0
40.0,1515.0,10.0,503.0,1.0,-1.0,0.0,2.0
44.0,0.0,20.0,174.0,5.0,-1.0,0.0,1.0
53.0,-39.0,20.0,87.0,2.0,-1.0,0.0,1.0
46.0,1139.0,31.0,466.0,4.0,-1.0,0.0,1.0
58.0,4198.0,11.0,309.0,5.0,-1.0,0.0,1.0
37.0,1795.0,5.0,511.0,1.0,-1.0,0.0,1.0
34.0,-16.0,5.0,78.0,1.0,-1.0,0.0,1.0
39.0,4430.0,18.0,13.0,4.0,362.0,1.0,1.0
23.0,492.0,4.0,638.0,1.0,-1.0,0.0,2.0
25.0,122.0,7.0,481.0,2.0,-1.0,0.0,2.0
48.0,1808.0,26.0,245.0,1.0,-1.0,0.0,2.0
44.0,121.0,9.0,248.0,1.0,91.0,1.0,2.0
31.0,538.0,17.0,660.0,3.0,-1.0,0.0,1.0
51.0,541.0,11.0,663.0,3.0,-1.0,0.0,2.0
57.0,206.0,5.0,216.0,3.0,-1.0,0.0,1.0
42.0,-9.0,20.0,248.0,1.0,-1.0,0.0,1.0
39.0,5009.0,18.0,255.0,1.0,126.0,2.0,1.0
25.0,594.0,4.0,89.0,2.0,-1.0,0.0,2.0
31.0,-1.0,15.0,99.0,1.0,352.0,1.0,1.0
31.0,4575.0,18.0,28.0,1.0,-1.0,0.0,1.0
29.0,306.0,18.0,774.0,4.0,-1.0,0.0,2.0
70.0,324.0,11.0,632.0,1.0,308.0,6.0,2.0
53.0,-1601.0,13.0,82.0,2.0,-1.0,0.0,1.0
35.0,916.0,14.0,460.0,2.0,-1.0,0.0,2.0
45.0,-525.0,21.0,980.0,2.0,-1.0,0.0,2.0
35.0,670.0,13.0,278.0,4.0,182.0,2.0,2.0
53.0,-462.0,29.0,470.0,1.0,-1.0,0.0,2.0
56.0,146.0,5.0,419.0,3.0,-1.0,0.0,2.0
51.0,2455.0,21.0,553.0,1.0,-1.0,0.0,2.0
59.0,0.0,5.0,812.0,1.0,-1.0,0.0,2.0
48.0,830.0,25.0,961.0,4.0,-1.0,0.0,2.0
31.0,183.0,16.0,495.0,1.0,-1.0,0.0,2.0
86.0,0.0,26.0,189.0,1.0,-1.0,0.0,2.0
46.0,2904.0,30.0,984.0,2.0,-1.0,0.0,2.0
38.0,324.0,17.0,167.0,3.0,-1.0,0.0,1.0
40.0,9.0,28.0,154.0,2.0,-1.0,0.0,1.0
54.0,-1089.0,28.0,105.0,2.0,-1.0,0.0,1.0
36.0,1156.0,28.0,141.0,7.0,-1.0,0.0,1.0
61.0,3371.0,28.0,299.0,2.0,-1.0,0.0,2.0
23.0,486.0,3.0,87.0,1.0,-1.0,0.0,1.0
54.0,5417.0,3.0,376.0,1.0,-1.0,0.0,1.0
34.0,714.0,12.0,166.0,4.0,-1.0,0.0,1.0
31.0,296.0,20.0,378.0,3.0,-1.0,0.0,1.0
46.0,2148.0,8.0,176.0,4.0,-1.0,0.0,1.0
49.0,1743.0,18.0,68.0,1.0,-1.0,0.0,1.0
35.0,300.0,13.0,945.0,2.0,-1.0,0.0,2.0
56.0,0.0,16.0,1222.0,1.0,-1.0,0.0,2.0
35.0,7951.0,6.0,103.0,1.0,-1.0,0.0,1.0
51.0,279.0,28.0,64.0,3.0,-1.0,0.0,1.0
62.0,2801.0,9.0,261.0,1.0,183.0,1.0,2.0
46.0,804.0,12.0,1063.0,2.0,361.0,1.0,2.0
44.0,0.0,11.0,151.0,2.0,370.0,2.0,1.0
27.0,1977.0,22.0,449.0,1.0,-1.0,0.0,2.0
59.0,3735.0,17.0,243.0,3.0,91.0,6.0,2.0
42.0,681.0,18.0,203.0,1.0,-1.0,0.0,1.0
32.0,557.0,4.0,210.0,2.0,253.0,1.0,1.0
