V1,V6,V10,V12,V13,V14,V15,target
28.0,1026.0,13.0,101.0,3.0,-1.0,0.0,1.0
48.0,104.0,8.0,103.0,4.0,-1.0,0.0,1.0
25.0,349.0,22.0,1037.0,8.0,-1.0,0.0,2.0
30.0,583.0,18.0,453.0,2.0,-1.0,0.0,1.0
59.0,94.0,12.0,256.0,2.0,-1.0,0.0,1.0
60.0,957.0,8.0,246.0,1.0,184.0,3.0,2.0
45.0,4958.0,4.0,212.0,4.0,-1.0,0.0,1.0
32.0,8866.0,9.0,234.0,2.0,83.0,2.0,2.0
63.0,1795.0,7.0,219.0,1.0,-1.0,0.0,2.0
53.0,1319.0,19.0,1318.0,3.0,-1.0,0.0,2.0
48.0,101.0,21.0,338.0,3.0,-1.0,0.0,1.0
41.0,0.0,29.0,882.0,1.0,181.0,3.0,2.0
34.0,336.0,2.0,313.0,2.0,-1.0,0.0,1.0
44.0,2734.0,12.0,897.0,4.0,-1.0,0.0,2.0
33.0,133.0,12.0,627.0,2.0,192.0,1.0,2.0
90.0,712.0,3.0,557.0,1.0,-1.0,0.0,2.0
30.0,5.0,17.0,840.0,3.0,-1.0,0.0,2.0
49.0,914.0,4.0,185.0,1.0,-1.0,0.0,2.0
54.0,10.0,18.0,195.0,4.0,-1.0,0.0,1.0
31.0,239.0,18.0,666.0,1.0,360.0,1.0,2.0
55.0,3848.0,8.0,222.0,2.0,-1.0,0.0,2.0
47.0,335.0,4.0,417.0,1.0,76.0,1.0,2.0
47.0,2269.0,18.0,132.0,1.0,279.0,2.0,1.0
48.0,5326.0,17.0,116.0,2.0,-1.0,0.0,1.0
44.0,839.0,8.0,240.0,1.0,40.0,2.0,1.0
59.0,2143.0,28.0,59.0,1.0,268.0,1.0,1.0
43.0,54.0,30.0,62.0,2.0,-1.0,0.0,1.0
46.0,1297.0,11.0,716.0,3.0,-1.0,0.0,2.0
27.0,326.0,22.0,326.0,1.0,-1.0,0.0,2.0
55.0,22.0,8.0,215.0,1.0,-1.0,0.0,1.0
32.0,381.0,2.0,347.0,2.0,-1.0,0.0,1.0
51.0,9.0,18.0,371.0,2.0,-1.0,0.0,2.0
46.0,273.0,10.0,583.0,6.0,53.0,6.0,2.0
70.0,3230.0,24.0,112.0,1.0,-1.0,0.0,1.0
38.0,199.0,12.0,1203.0,1.0,306.0,1.0,2.0
24.0,53.0,28.0,226.0,1.0,-1.0,0.0,1.0
38.0,0.0,21.0,126.0,3.0,-1.0,0.0,1.0
40.0,502.0,3.0,267.0,4.0,270.0,3.0,1.0
35.0,4635.0,20.0,148.0,1.0,-1.0,0.0,1.0
32.0,1068.0,6.0,175.0,4.0,-1.0,0.0,1.0
29.0,455.0,21.0,403.0,1.0,-1.0,0.0,2.0
35.0,299.0,19.0,1059.0,5.0,-1.0,0.0,1.0
25.0,2551.0,28.0,400.0,3.0,-1.0,0.0,2.0
55.0,168.0,19.0,79.0,2.0,-1.0,0.0,1.0
45.0,2552.0,1.0,69.0,1.0,293.0,7.0,2.0
31.0,243.0,23.0,305.0,2.0,842.0,1.0,2.0
34.0,296.0,27.0,609.0,13.0,-1.0,0.0,2.0
37.0,16.0,18.0,488.0,5.0,336.0,2.0,1.0
60.0,12039.0,8.0,236.0,1.0,-1.0,0.0,2.0
38.0,1199.0,4.0,178.0,1.0,1.0,1.0,2.0
56.0,3287.0,27.0,497.0,1.0,-1.0,0.0,2.0
37.0,16.0,20.0,280.0,1.0,-1.0,0.0,1.0
50.0,2717.0,18.0,188.0,1.0,-1.0,0.0,1.0
37.0,55.0,27.0,99.0,1.0,329.0,4.0,1.0
36.0,7503.0,4.0,25.0,1.0,-1.0,0.0,1.0
56.0,1866.0,1.0,760.0,1.0,-1.0,0.0,1.0
32.0,181.0,6.0,90.0,1.0,-1.0,0.0,1.0
71.0,2887.0,30.0,128.0,1.0,-1.0,0.0,2.0
23.0,922.0,28.0,538.0,2.0,184.0,9.0,2.0
25.0,3630.0,9.0,221.0,7.0,-1.0,0.0,2.0
32.0,344.0,11.0,255.0,15.0,-1.0,0.0,1.0
36.0,417.0,10.0,151.0,1.0,-1.0,0.0,2.0
46.0,4343.0,20.0,185.0,1.0,-1.0,0.0,2.0
38.0,190.0,19.0,623.0,1.0,175.0,1.0,2.0
30.0,115.0,6.0,66.0,3.0,-1.0,0.0,1.0
52.0,26.0,13.0,215.0,1.0,-1.0,0.0,1.0
36.0,0.0,6.0,149.0,1.0,-1.0,0.0,1.0
33.0,2044.0,4.0,532.0,3.0,-1.0,0.0,2.0
51.0,3134.0,19.0,92.0,3.0,-1.0,0.0,1.0
31.0,120.0,8.0,1000.0,1.0,-1.0,0.0,2.0
44.0,146.0,15.0,483.0,1.0,-1.0,0.0,2.0
35.0,204.0,30.0,110.0,3.0,189.0,1.0,1.0
46.0,1147.0,20.0,720.0,1.0,-1.0,0.0,2.0
33.0,30.0,22.0,1077.0,1.0,-1.0,0.0,2.0
40.0,7968.0,3.0,733.0,1.0,93.0,1.0,2.0
55.0,2043.0,18.0,655.0,1.0,-1.0,0.0,1.0
34.0,69.0,3.0,263.0,3.0,251.0,3.0,2.0
50.0,0.0,28.0,88.0,3.0,-1.0,0.0,1.0
37.0,214.0,9.0,645.0,1.0,-1.0,0.0,2.0
37.0,597.0,2.0,395.0,1.0,-1.0,0.0,2.0
28.0,-95.0,13.0,200.0,1.0,-1.0,0.0,1.0
50.0,145.0,8.0,170.0,1.0,-1.0,0.0,1.0
46.0,167.0,19.0,155.0,3.0,-1.0,0.0,1.0
28.0,159.0,14.0,246.0,2.0,420.0,2.0,2.0
62.0,180.0,14.0,183.0,1.0,90.0,4.0,2.0
43.0,1927.0,20.0,149.0,1.0,152.0,1.0,1.0
44.0,878.0,2.0,130.0,1.0,-1.0,0.0,1.0
64.0,4787.0,28.0,501.0,1.0,-1.0,0.0,2.0
29.0,213.0,6.0,2653.0,3.0,-1.0,0.0,2.0
35.0,430.0,17.0,611.0,1.0,270.0,4.0,1.0
59.0,148.0,8.0,685.0,2.0,366.0,1.0,2.0
43.0,92.0,15.0,237.0,2.0,-1.0,0.0,1.0
32.0,38.0,15.0,744.0,1.0,-1.0,0.0,2.0
56.0,1947.0,30.0,110.0,1.0,-1.0,0.0,2.0
43.0,6835.0,19.0,187.0,1.0,152.0,2.0,1.0
35.0,377.0,31.0,30.0,13.0,-1.0,0.0,1.0
42.0,-628.0,15.0,251.0,1.0,-1.0,0.0,1.0
50.0,2678.0,30.0,1011.0,6.0,-1.0,0.0,2.0
55.0,0.0,22.0,360.0,5.0,-1.0,0.0,2.0
60.0,1626.0,27.0,395.0,2.0,-1.0,0.0,1.0
45.0,160.0,10.0,182.0,2.0,194.0,1.0,2.0
25.0,129.0,12.0,176.0,3.0,-1.0,0.0,2.0
56.0,505.0,17.0,171.0,1.0,172.0,2.0,1.0
28.0,655.0,4.0,606.0,2.0,-1.0,0.0,1.0
51.0,1052.0,25.0,280.0,4.0,-1.0,0.0,1.0
33.0,1636.0,27.0,165.0,1.0,-1.0,0.0,2.0
63.0,2352.0,4.0,475.0,7.0,-1.0,0.0,2.0
30.0,536.0,15.0,244.0,1.0,105.0,1.0,2.0
56.0,249.0,29.0,791.0,2.0,-1.0,0.0,2.0
29.0,7585.0,3.0,145.0,2.0,198.0,1.0,2.0
29.0,167.0,13.0,357.0,2.0,237.0,2.0,1.0
42.0,4.0,2.0,229.0,8.0,-1.0,0.0,1.0
52.0,2332.0,29.0,108.0,2.0,-1.0,0.0,1.0
55.0,7010.0,22.0,155.0,1.0,195.0,2.0,1.0
34.0,1011.0,6.0,136.0,1.0,-1.0,0.0,1.0
33.0,152.0,13.0,351.0,2.0,-1.0,0.0,1.0
26.0,3704.0,19.0,238.0,4.0,-1.0,0.0,2.0
32.0,252.0,25.0,148.0,4.0,-1.0,0.0,1.0
50.0,67.0,20.0,156.0,3.0,-1.0,0.0,1.0
37.0,101.0,17.0,130.0,1.0,-1.0,0.0,1.0
30.0,398.0,30.0,554.0,1.0,6.0,2.0,2.0
32.0,-233.0,28.0,140.0,2.0,-1.0,0.0,1.0
30.0,543.0,4.0,1449.0,6.0,-1.0,0.0,2.0
45.0,3241.0,12.0,84.0,2.0,-1.0,0.0,1.0
43.0,388.0,8.0,2087.0,2.0,-1.0,0.0,2.0
51.0,3463.0,13.0,371.0,2.0,166.0,3.0,2.0
29.0,370.0,29.0,119.0,2.0,251.0,5.0,1.0
27.0,346.0,11.0,212.0,1.0,-1.0,0.0,2.0
36.0,12.0,12.0,587.0,2.0,-1.0,0.0,2.0
40.0,3126.0,12.0,200.0,2.0,-1.0,0.0,1.0
37.0,1978.0,9.0,404.0,1.0,182.0,1.0,2.0
37.0,15801.0,14.0,456.0,9.0,-1.0,0.0,1.0
63.0,791.0,21.0,212.0,2.0,-1.0,0.0,2.0
36.0,3850.0,12.0,239.0,2.0,100.0,4.0,2.0
38.0,2329.0,29.0,261.0,1.0,-1.0,0.0,1.0
34.0,176.0,18.0,61.0,4.0,-1.0,0.0,1.0
27.0,4661.0,8.0,114.0,1.0,-1.0,0.0,2.0
58.0,749.0,14.0,151.0,2.0,-1.0,0.0,1.0
53.0,380.0,5.0,438.0,2.0,-1.0,0.0,2.0
34.0,-563.0,26.0,252.0,1.0,-1.0,0.0,1.0
58.0,703.0,20.0,37.0,3.0,-1.0,0.0,1.0
51.0,1347.0,10.0,160.0,1.0,243.0,1.0,2.0
32.0,486.0,29.0,1181.0,1.0,-1.0,0.0,2.0
64.0,2645.0,3.0,219.0,2.0,-1.0,0.0,2.0
60.0,5421.0,18.0,458.0,4.0,-1.0,0.0,1.0
51.0,1435.0,11.0,587.0,1.0,-1.0,0.0,2.0
31.0,302.0,23.0,40.0,8.0,-1.0,0.0,1.0
35.0,2326.0,16.0,319.0,1.0,-1.0,0.0,2.0
31.0,124.0,28.0,411.0,3.0,-1.0,0.0,1.0
29.0,938.0,3.0,358.0,1.0,-1.0,0.0,2.0
62.0,569.0,4.0,288.0,1.0,1.0,8.0,2.0
36.0,1511.0,16.0,270.0,1.0,-1.0,0.0,2.0
30.0,944.0,29.0,251.0,2.0,-1.0,0.0,2.0
35.0,167.0,11.0,614.0,2.0,-1.0,0.0,2.0
23.0,250.0,12.0,166.0,2.0,-1.0,0.0,1.0
41.0,1245.0,4.0,123.0,1.0,271.0,1.0,1.0
29.0,425.0,5.0,562.0,15.0,-1.0,0.0,2.0
53.0,2656.0,30.0,1980.0,2.0,-1.0,0.0,2.0
33.0,432.0,20.0,588.0,6.0,-1.0,0.0,2.0
29.0,314.0,7.0,415.0,2.0,116.0,4.0,2.0
48.0,191.0,5.0,238.0,3.0,-1.0,0.0,1.0
57.0,1623.0,18.0,246.0,1.0,-1.0,0.0,1.0
31.0,35.0,13.0,315.0,2.0,105.0,1.0,2.0
34.0,-1.0,18.0,1057.0,6.0,355.0,1.0,2.0
26.0,1099.0,15.0,99.0,2.0,225.0,13.0,1.0
33.0,1293.0,15.0,245.0,9.0,373.0,2.0,1.0
46.0,-11.0,11.0,139.0,2.0,-1.0,0.0,1.0
31.0,515.0,1.0,296.0,5.0,-1.0,0.0,2.0
26.0,181.0,20.0,158.0,2.0,-1.0,0.0,2.0
45.0,-63.0,20.0,847.0,5.0,-1.0,0.0,1.0
36.0,1772.0,5.0,208.0,1.0,-1.0,0.0,2.0
33.0,1536.0,9.0,359.0,1.0,92.0,3.0,2.0
48.0,558.0,25.0,433.0,6.0,-1.0,0.0,1.0
36.0,4143.0,16.0,78.0,5.0,-1.0,0.0,1.0
44.0,1807.0,8.0,229.0,1.0,313.0,1.0,1.0
37.0,1027.0,1.0,137.0,1.0,119.0,1.0,2.0
33.0,0.0,11.0,237.0,2.0,-1.0,0.0,1.0
37.0,189.0,8.0,148.0,4.0,-1.0,0.0,1.0
41.0,879.0,5.0,1053.0,2.0,-1.0,0.0,2.0
50.0,2284.0,31.0,1088.0,17.0,-1.0,0.0,2.0
37.0,2678.0,25.0,156.0,1.0,-1.0,0.0,2.0
75.0,3771.0,16.0,186.0,1.0,183.0,1.0,2.0
31.0,144.0,16.0,676.0,1.0,-1.0,0.0,2.0
30.0,930.0,2.0,396.0,1.0,-1.0,0.0,2.0
30.0,863.0,16.0,1193.0,5.0,-1.0,0.0,2.0
29.0,1277.0,20.0,165.0,2.0,481.0,1.0,2.0
65.0,571.0,20.0,349.0,1.0,183.0,2.0,2.0
36.0,82.0,29.0,45.0,4.0,-1.0,0.0,1.0
35.0,2971.0,4.0,429.0,4.0,164.0,2.0,2.0
59.0,3444.0,6.0,241.0,2.0,-1.0,0.0,2.0
39.0,6512.0,20.0,16.0,6.0,-1.0,0.0,1.0
49.0,0.0,7.0,301.0,2.0,-1.0,0.0,1.0
29.0,5.0,15.0,889.0,5.0,-1.0,0.0,2.0
50.0,156.0,14.0,1130.0,3.0,-1.0,0.0,2.0
30.0,363.0,16.0,136.0,8.0,-1.0,0.0,1.0
31.0,3160.0,26.0,688.0,2.0,-1.0,0.0,2.0
40.0,0.0,17.0,728.0,3.0,-1.0,0.0,1.0
77.0,2590.0,15.0,112.0,5.0,94.0,15.0,1.0
30.0,3026.0,23.0,251.0,1.0,535.0,1.0,2.0
43.0,10910.0,15.0,66.0,2.0,-1.0,0.0,1.0
39.0,968.0,22.0,199.0,6.0,-1.0,0.0,1.0
31.0,3384.0,22.0,247.0,3.0,187.0,3.0,2.0
46.0,2466.0,1.0,216.0,3.0,370.0,1.0,2.0
58.0,853.0,7.0,317.0,3.0,-1.0,0.0,1.0
55.0,962.0,28.0,623.0,1.0,181.0,3.0,2.0
34.0,1076.0,8.0,70.0,2.0,-1.0,0.0,1.0
