X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,target
-0.00213184,-0.00277372,0.0003145,0.00143204,-0.00379323,0.00071759,0.0019805,0.0017444,-0.00051806,0.00280372,0.00387306,0.00026112,-3.668e-05,-0.00032049,0.00012159,-0.0004024,0.00151662,-0.00022343,0.00307265,0.00155709,-0.00048401,0.00241265,0.00624389,0.00052472,0.00351243,0.00411756,0.00268955,0.00478849,0.00034474,0.00158492,0.00347851,0.00671434,P
0.02360071,-0.01220559,-0.00147488,0.02452655,-0.01213866,-7.593e-05,0.01190617,-0.00790006,-9.245e-05,0.02425881,-0.00569975,0.00268859,-0.00090802,-9.244e-05,-1.06e-06,-0.00101382,0.00035333,-4.526e-05,-0.00076993,0.00014534,-9.54e-06,-0.00029332,0.00016532,0.00023207,0.026611,0.02736612,0.01428903,0.02506403,0.00091271,0.00107458,0.00078359,0.00040894,R
8.717e-05,0.00022347,3.933e-05,-0.00248837,0.003504,-0.00065589,5.83e-05,7.588e-05,7.29e-06,0.00016442,0.00182457,-0.00042373,3.01e-06,8.98e-06,2.94e-06,-0.00031913,0.00063136,-3.432e-05,1.66e-06,3.39e-06,2.01e-06,1.197e-05,0.00040563,-5.863e-05,0.00024307,0.00434744,9.597e-05,0.00188032,9.91e-06,0.00070827,4.27e-06,0.00041002,P
-0.00309079,-0.00301353,-0.00142447,-0.00433129,0.00426576,0.00140571,-0.00028169,-0.00426758,-0.00171157,-0.00136522,0.00575495,0.00158561,-0.00083187,0.00296307,0.00011616,-0.00027518,-0.0024323,0.00010504,-0.00041811,0.00238063,-4.955e-05,-0.00029964,-0.00052913,3.378e-05,0.00454571,0.00623961,0.00460664,0.00612351,0.00307982,0.00245007,0.00241758,0.00060902,S
-0.01331306,-0.00121714,0.0025002,0.00077451,-0.00414121,0.00044658,-0.00041562,-0.00277366,-0.00031163,0.00093521,-0.00426088,6.389e-05,-0.00166447,0.00271914,0.00049254,-0.00292092,0.00081725,-0.00056618,-0.00304356,0.00467157,0.00011292,-0.00074718,0.00108149,-0.00027366,0.01360036,0.00423662,0.00282189,0.00436277,0.00322595,0.00308549,0.0055767,0.00134268,S
-0.00546484,0.00359397,1.259e-05,0.00248537,0.0002365,-0.00032233,-0.00364487,0.00162786,5.986e-05,0.004292,-0.00121144,0.00036309,0.00059564,-0.00023402,2.447e-05,-0.0008125,0.00068315,-0.00013037,0.00032541,6.4e-05,-1.244e-05,-0.00133589,0.00051803,-9.855e-05,0.00654074,0.00251732,0.00399231,0.00447445,0.00064043,0.00106951,0.00033187,0.0014362,R
-0.00627533,0.00269906,-0.00010502,-0.00143692,0.00093693,0.0002324,-0.00425442,-0.00038052,-0.00031506,-0.00214577,0.00057998,0.00038193,-0.00092734,0.00142634,0.00015079,-6.377e-05,-0.00076885,1.424e-05,0.0002674,0.00082191,7.47e-05,-9.639e-05,-0.00068884,1.479e-05,0.00683196,0.00173107,0.004283,0.00225534,0.00170796,0.00077162,0.00086753,0.00069571,S
0.0019145,0.00445593,-0.00058993,2.08e-05,-0.00059568,-2.972e-05,0.00177583,0.00332618,-0.00045563,1.872e-05,-0.00054683,-3.135e-05,0.00057881,0.00132599,-0.00018792,-5.122e-05,-0.00016233,2.3e-06,0.00053348,0.00095975,-0.00014424,-5.181e-05,-0.00014846,1.83e-06,0.00488555,0.00059679,0.00379798,0.00054804,0.00145896,0.00017023,0.00110749,0.00015725,P
-0.0004942,0.00142717,0.0021717,-0.00125603,0.00210702,-0.00241124,-0.00168094,0.00168614,0.00119966,-0.00164289,0.00169299,-0.00429143,-0.00011605,-0.00033254,-0.00029925,-0.0004269,-0.00032889,-0.0001019,-0.0001358,-0.00032823,-0.00028368,0.00016475,-0.0003453,-0.0001401,0.00264524,0.00343966,0.00266605,0.00489711,0.00046217,0.00054845,0.00045459,0.00040743,H
-0.00462904,0.00073657,0.00041206,0.00091484,0.00747873,-3.409e-05,-0.00017663,0.00040638,-0.00020406,0.00242862,0.00361411,0.00045149,-0.0021649,0.0010902,0.00022251,-0.00266133,0.00363876,-0.00051805,-0.00040048,0.00011635,0.0001032,-0.00185495,0.00108754,-0.0002706,0.00470535,0.00753456,0.00048784,0.00437766,0.0024341,0.0045378,0.00042962,0.00216722,P
-0.00100135,-0.00064959,-8.327e-05,0.00073823,-0.00317085,6.168e-05,-0.00068352,-0.0003777,-0.00012647,0.00052865,-0.00143426,2.061e-05,7.18e-06,2.792e-05,-8.24e-06,5.178e-05,-0.00062556,1.759e-05,-3.229e-05,5.5e-07,-6.4e-07,1.352e-05,-5.59e-05,2.326e-05,0.0011965,0.00325623,0.00079111,0.00152873,2.998e-05,0.00062794,3.23e-05,6.204e-05,P
0.0002385,-0.00034431,-0.00014723,-0.00466461,-0.00471128,0.0001945,0.00076965,-0.00032704,-0.00021178,-0.00499466,-0.00366358,0.00012586,2.912e-05,0.00020974,-2.772e-05,-0.00081201,-0.00051085,-6.017e-05,-2.13e-06,0.00021197,-2.184e-05,-0.00073821,-0.00041248,-3.032e-05,0.00044397,0.00663269,0.00086265,0.00619551,0.00021356,0.00096122,0.0002131,0.00084618,S
0.00208885,0.00919447,0.00016879,0.00175754,0.00674941,-0.00062046,-0.00985519,0.01253391,0.00020457,0.01108426,0.01481744,0.00130043,-4.052e-05,-0.00025613,-8.015e-05,-0.00297264,-0.00289698,-0.00068868,-0.00251854,0.00095472,-8.366e-05,-0.00015126,-0.00025589,-2.843e-05,0.00943027,0.00700203,0.0159457,0.01855016,0.00027143,0.00420753,0.00269472,0.00029861,P
-0.01546213,0.00479428,0.0090237,0.00592223,0.02894449,0.01490998,-0.01096188,0.00615475,-0.00448989,0.00058187,0.01811908,0.01578623,-0.00112719,0.00173878,0.00436383,7.15e-06,-0.00036427,-0.00120111,-0.0003993,0.00147108,0.0024158,0.00054359,-0.00196072,-0.0029399,0.01853347,0.03309326,0.01334926,0.0240384,0.00483083,0.00125516,0.0028565,0.00357532,P
0.00332587,-0.00627901,-0.01057552,-0.00465905,0.00764415,0.00714357,0.00317948,-0.00335064,-0.00697906,-0.00478505,0.00792456,0.00768481,-6.509e-05,0.00065103,-4.921e-05,-0.00027074,0.00153277,0.00155142,0.00059737,0.00060855,-0.0011995,-0.00016419,0.00130343,0.0012021,0.01274084,0.01145297,0.00836918,0.01203128,0.00065612,0.00219763,0.00147173,0.00178071,P
-0.0002918,-6.645e-05,7.57e-05,-0.01308825,-0.02258033,0.00094444,-0.00033871,1.811e-05,6.157e-05,-0.00322472,-0.0121761,0.00021791,-0.00015955,0.00066648,-4.832e-05,-0.00585809,-0.00330729,4.681e-05,-0.0001824,0.00058312,-3.515e-05,-0.00373264,-0.00322588,-0.00016756,0.00030869,0.02611638,0.00034474,0.01259777,0.00068701,0.00672738,0.00061199,0.00493629,P
0.00349623,0.00555712,-0.00055298,-0.00033758,-0.00089776,-0.00011996,0.0064135,0.00465712,-0.00071942,-0.01362768,-0.02112845,-0.00464932,0.00068375,0.00064287,-0.00034442,-0.00026317,8.765e-05,-0.00013758,0.00091808,0.0003411,-0.0002947,-0.00534747,-0.00639806,-0.00206504,0.0065887,0.0009666,0.00795859,0.02556836,0.00099971,0.00030963,0.00102278,0.0085904,H
-0.00128259,0.01004385,0.0154239,0.00609852,0.01816445,-0.00140823,-0.00178209,0.00698244,0.00912026,0.00184737,0.01831841,0.00446964,-0.00021148,0.00021841,-0.00129227,0.00015001,0.00038355,-0.00057855,0.00027493,-0.00097599,6.61e-06,0.00021165,0.00075907,-0.00025152,0.01845049,0.01921256,0.01162366,0.0189461,0.00132755,0.00071016,0.001014,0.00082719,P
0.00085094,-0.00012136,-0.00011179,-0.00516016,-0.00160119,3.775e-05,0.00513499,-0.00173267,0.00041172,0.00555017,-0.0030097,0.0004444,0.00015316,4.045e-05,-1.602e-05,-0.00175903,-0.00053529,3.453e-05,6.672e-05,1.038e-05,-1.692e-05,0.00016714,-8.958e-05,-1.222e-05,0.00086679,0.005403,0.00543505,0.00632931,0.00015922,0.001839,6.961e-05,0.00019002,D
0.00199147,-0.00516488,-0.0003811,0.00480765,-0.00180349,-0.00026037,-0.00204321,-0.00060017,3.867e-05,0.00424112,-0.0045219,-0.0002697,0.00476659,-0.00175796,-0.00026673,-0.00056228,0.00101209,-2.763e-05,0.00050412,0.0008783,2.461e-05,-0.00015418,0.00144019,3.149e-05,0.00554862,0.00514139,0.00212988,0.00620543,0.00508743,0.00115812,0.00101299,0.00144876,R
-0.00013148,-0.00013782,0.00013074,-0.00046843,-0.00026151,2.26e-05,-0.00011905,-0.00015025,0.00013254,0.00126174,0.00012917,-4.9e-05,-0.00020219,1.316e-05,-6.14e-06,1.958e-05,4.323e-05,-9.86e-06,-0.00016228,-2.53e-06,3.3e-06,-5.614e-05,3.726e-05,-5.3e-06,0.00023103,0.00053696,0.00023306,0.00126928,0.00020271,4.848e-05,0.00016233,6.759e-05,D
0.0007041,0.00039333,-2.574e-05,-7e-05,-0.000514,0.00011506,0.00071123,-8.013e-05,-8.881e-05,0.00107636,0.00108664,-8.93e-05,0.00011014,0.00025584,-2.205e-05,9.214e-05,0.00018332,-9.86e-06,3.492e-05,0.00028001,-2.585e-05,8.803e-05,0.00012026,-7.68e-06,0.00080692,0.00053135,0.00072122,0.0015321,0.00027941,0.00020542,0.00028336,0.00014923,D
0.00562405,-0.01189665,-0.00087782,-0.01172252,-0.01827307,-0.00250142,0.00612463,-0.00889592,-0.00070891,-0.01096732,-0.01513674,-0.00289852,-0.00061896,0.00013484,-0.00014464,-0.00024079,0.00019073,-7.959e-05,-0.00110267,7.132e-05,-0.00015104,-0.00071537,-0.00012765,-0.00020901,0.01318828,0.02185359,0.01082364,0.01891572,0.00064978,0.00031732,0.00111525,0.00075613,R
2.58e-06,0.00057425,1.287e-05,-4.373e-05,0.00048647,4.899e-05,2.811e-05,0.00044298,1.03e-06,-7.011e-05,0.00037488,2.428e-05,-1.121e-05,-1.633e-05,-2.72e-06,1.38e-05,-2.659e-05,-3.22e-06,-1.872e-05,-4.376e-05,1.6e-06,1e-08,-1.109e-05,-6.4e-07,0.0005744,0.00049089,0.00044387,0.00038215,1.999e-05,3.013e-05,4.762e-05,1.111e-05,H
0.0037665,0.00577151,0.01311926,0.00129625,-0.00203954,-0.00132347,0.00348207,0.00545897,0.00127384,0.00090742,-0.00013356,-0.00033021,6.833e-05,0.00028858,-0.00659262,0.000189,1.783e-05,0.00023301,4.92e-05,0.00020514,-0.00221971,8.656e-05,7.016e-05,4.076e-05,0.01481931,0.00275528,0.00659908,0.00097483,0.00659929,0.00030056,0.00222972,0.00011864,H
-0.0021852,0.01339131,-0.00075765,0.00265112,0.01259692,-0.00051647,-0.00412391,0.01451456,-0.00117473,0.00343199,0.01101332,-0.00093205,-0.00046917,-0.00441459,-0.00048097,0.00017783,-0.00429505,-8.695e-05,-0.00108462,-0.00511258,-0.00113438,-0.00022515,-0.00688728,-0.00082163,0.01358956,0.01288322,0.0151347,0.01157326,0.00446543,0.00429961,0.00534806,0.00693977,S
-0.01331332,0.0149095,0.00252658,0.04549642,-0.01141317,-0.00055782,-0.01006004,0.01132691,0.00211755,0.02419344,-0.00218562,0.00015499,-0.00667287,0.00333746,0.00084971,0.01292614,-0.00355835,-0.00020573,-0.0051307,0.0025524,0.00067521,0.00653018,-0.00119447,-0.00011062,0.02014749,0.04690944,0.01529664,0.02429246,0.00750918,0.01340855,0.00577016,0.00663944,S
0.05131749,0.00905126,0.00222997,-0.015706,-0.00735634,-0.00156626,0.03654915,0.00489297,0.00163762,-0.01597622,-0.00897438,-0.00044194,-0.00192049,0.00042669,0.00012463,0.0087961,-0.00312181,-0.00068166,-0.00197147,0.00034254,-4.526e-05,0.00580607,-0.00219986,-0.00041774,0.05215729,0.017414,0.03691156,0.01832961,0.00197127,0.00935851,0.00200152,0.00622289,S
0.00092751,0.00035396,-0.00021723,0.01217836,-0.01265147,-0.00263113,0.00045957,0.00035422,-0.00023963,0.01135155,-0.01166598,-0.0022485,-0.00031198,0.000696,0.00019488,-0.00030233,0.00364641,0.00032662,-0.00025305,0.00054917,0.00013462,0.00041212,0.00324939,0.00012631,0.00101624,0.01775654,0.00062777,0.01643194,0.00078722,0.00367347,0.00061948,0.00327785,S
0.00058374,0.00047704,-1.437e-05,0.01018591,-0.01626763,0.0007283,0.00060822,0.00050646,3.337e-05,0.0098372,-0.01623045,0.00074641,1.79e-06,0.00011203,2.21e-06,0.00096818,-0.00605462,0.00058531,1.771e-05,0.00010823,3.82e-06,0.00161553,-1.86e-06,0.00022662,0.00075401,0.01920726,0.00079218,0.01899355,0.00011206,0.00615941,0.00010974,0.00163135,R
0.00783246,0.00423748,4.743e-05,0.00016722,0.0019057,9.004e-05,-0.00966382,0.00309189,0.00116641,-0.00054867,0.00242232,-3.111e-05,-0.00068597,-9.279e-05,-7.441e-05,-0.00149881,0.00024074,-3.277e-05,-0.00392959,0.00106245,0.0004135,0.00064823,0.00030625,9.514e-05,0.00890538,0.00191514,0.01021321,0.00248387,0.0006962,0.00151837,0.00409163,0.00072322,D
-0.00125777,0.00100057,1.941e-05,-0.00288467,0.00331955,0.00036165,-0.00083193,0.0007864,7.962e-05,-0.00210036,0.00225712,0.00029233,-0.00011638,0.00026884,-5.05e-06,0.00011168,0.00079053,8.241e-05,0.00090187,-0.0004207,0.00020407,0.0001166,0.0006558,6.582e-05,0.00160733,0.00441265,0.00114754,0.00309703,0.00029299,0.00080262,0.00101587,0.00066933,D
