V1,V6,V10,V12,V13,V14,V15,target
44,839.0,8,240.0,1,40.0,2,1
59,2143.0,28,59.0,1,268.0,1,1
43,54.0,30,62.0,2,-1.0,0,1
46,1297.0,11,716.0,3,-1.0,0,2
27,326.0,22,326.0,1,-1.0,0,2
55,22.0,8,215.0,1,-1.0,0,1
32,381.0,2,347.0,2,-1.0,0,1
51,9.0,18,371.0,2,-1.0,0,2
46,273.0,10,583.0,6,53.0,6,2
70,3230.0,24,112.0,1,-1.0,0,1
38,199.0,12,1203.0,1,306.0,1,2
24,53.0,28,226.0,1,-1.0,0,1
38,0.0,21,126.0,3,-1.0,0,1
40,502.0,3,267.0,4,270.0,3,1
35,4635.0,20,148.0,1,-1.0,0,1
32,1068.0,6,175.0,4,-1.0,0,1
29,455.0,21,403.0,1,-1.0,0,2
35,299.0,19,1059.0,5,-1.0,0,1
25,2551.0,28,400.0,3,-1.0,0,2
55,168.0,19,79.0,2,-1.0,0,1
45,2552.0,1,69.0,1,293.0,7,2
31,243.0,23,305.0,2,842.0,1,2
34,296.0,27,609.0,13,-1.0,0,2
37,16.0,18,488.0,5,336.0,2,1
60,12039.0,8,236.0,1,-1.0,0,2
38,1199.0,4,178.0,1,1.0,1,2
56,3287.0,27,497.0,1,-1.0,0,2
37,16.0,20,280.0,1,-1.0,0,1
50,2717.0,18,188.0,1,-1.0,0,1
37,55.0,27,99.0,1,329.0,4,1
36,7503.0,4,25.0,1,-1.0,0,1
56,1866.0,1,760.0,1,-1.0,0,1
32,181.0,6,90.0,1,-1.0,0,1
71,2887.0,30,128.0,1,-1.0,0,2
23,922.0,28,538.0,2,184.0,9,2
25,3630.0,9,221.0,7,-1.0,0,2
32,344.0,11,255.0,15,-1.0,0,1
36,417.0,10,151.0,1,-1.0,0,2
46,4343.0,20,185.0,1,-1.0,0,2
38,190.0,19,623.0,1,175.0,1,2
30,115.0,6,66.0,3,-1.0,0,1
52,26.0,13,215.0,1,-1.0,0,1
36,0.0,6,149.0,1,-1.0,0,1
33,2044.0,4,532.0,3,-1.0,0,2
51,3134.0,19,92.0,3,-1.0,0,1
31,120.0,8,1000.0,1,-1.0,0,2
44,146.0,15,483.0,1,-1.0,0,2
35,204.0,30,110.0,3,189.0,1,1
46,1147.0,20,720.0,1,-1.0,0,2
33,30.0,22,1077.0,1,-1.0,0,2
40,7968.0,3,733.0,1,93.0,1,2
55,2043.0,18,655.0,1,-1.0,0,1
34,69.0,3,263.0,3,251.0,3,2
50,0.0,28,88.0,3,-1.0,0,1
37,214.0,9,645.0,1,-1.0,0,2
37,597.0,2,395.0,1,-1.0,0,2
28,-95.0,13,200.0,1,-1.0,0,1
50,145.0,8,170.0,1,-1.0,0,1
46,167.0,19,155.0,3,-1.0,0,1
28,159.0,14,246.0,2,420.0,2,2
62,180.0,14,183.0,1,90.0,4,2
43,1927.0,20,149.0,1,152.0,1,1
44,878.0,2,130.0,1,-1.0,0,1
64,4787.0,28,501.0,1,-1.0,0,2
29,213.0,6,2653.0,3,-1.0,0,2
35,430.0,17,611.0,1,270.0,4,1
59,148.0,8,685.0,2,366.0,1,2
43,92.0,15,237.0,2,-1.0,0,1
32,38.0,15,744.0,1,-1.0,0,2
56,1947.0,30,110.0,1,-1.0,0,2
43,6835.0,19,187.0,1,152.0,2,1
35,377.0,31,30.0,13,-1.0,0,1
42,-628.0,15,251.0,1,-1.0,0,1
50,2678.0,30,1011.0,6,-1.0,0,2
55,0.0,22,360.0,5,-1.0,0,2
60,1626.0,27,395.0,2,-1.0,0,1
45,160.0,10,182.0,2,194.0,1,2
25,129.0,12,176.0,3,-1.0,0,2
56,505.0,17,171.0,1,172.0,2,1
28,655.0,4,606.0,2,-1.0,0,1
51,1052.0,25,280.0,4,-1.0,0,1
33,1636.0,27,165.0,1,-1.0,0,2
63,2352.0,4,475.0,7,-1.0,0,2
30,536.0,15,244.0,1,105.0,1,2
56,249.0,29,791.0,2,-1.0,0,2
29,7585.0,3,145.0,2,198.0,1,2
29,167.0,13,357.0,2,237.0,2,1
42,4.0,2,229.0,8,-1.0,0,1
52,2332.0,29,108.0,2,-1.0,0,1
55,7010.0,22,155.0,1,195.0,2,1
34,1011.0,6,136.0,1,-1.0,0,1
33,152.0,13,351.0,2,-1.0,0,1
26,3704.0,19,238.0,4,-1.0,0,2
32,252.0,25,148.0,4,-1.0,0,1
50,67.0,20,156.0,3,-1.0,0,1
37,101.0,17,130.0,1,-1.0,0,1
30,398.0,30,554.0,1,6.0,2,2
32,-233.0,28,140.0,2,-1.0,0,1
30,543.0,4,1449.0,6,-1.0,0,2
45,3241.0,12,84.0,2,-1.0,0,1
43,388.0,8,2087.0,2,-1.0,0,2
51,3463.0,13,371.0,2,166.0,3,2
29,370.0,29,119.0,2,251.0,5,1
27,346.0,11,212.0,1,-1.0,0,2
36,12.0,12,587.0,2,-1.0,0,2
40,3126.0,12,200.0,2,-1.0,0,1
37,1978.0,9,404.0,1,182.0,1,2
37,15801.0,14,456.0,9,-1.0,0,1
63,791.0,21,212.0,2,-1.0,0,2
36,3850.0,12,239.0,2,100.0,4,2
38,2329.0,29,261.0,1,-1.0,0,1
34,176.0,18,61.0,4,-1.0,0,1
27,4661.0,8,114.0,1,-1.0,0,2
58,749.0,14,151.0,2,-1.0,0,1
53,380.0,5,438.0,2,-1.0,0,2
34,-563.0,26,252.0,1,-1.0,0,1
58,703.0,20,37.0,3,-1.0,0,1
51,1347.0,10,160.0,1,243.0,1,2
32,486.0,29,1181.0,1,-1.0,0,2
64,2645.0,3,219.0,2,-1.0,0,2
60,5421.0,18,458.0,4,-1.0,0,1
51,1435.0,11,587.0,1,-1.0,0,2
31,302.0,23,40.0,8,-1.0,0,1
35,2326.0,16,319.0,1,-1.0,0,2
31,124.0,28,411.0,3,-1.0,0,1
29,938.0,3,358.0,1,-1.0,0,2
62,569.0,4,288.0,1,1.0,8,2
36,1511.0,16,270.0,1,-1.0,0,2
30,944.0,29,251.0,2,-1.0,0,2
35,167.0,11,614.0,2,-1.0,0,2
23,250.0,12,166.0,2,-1.0,0,1
41,1245.0,4,123.0,1,271.0,1,1
29,425.0,5,562.0,15,-1.0,0,2
53,2656.0,30,1980.0,2,-1.0,0,2
33,432.0,20,588.0,6,-1.0,0,2
29,314.0,7,415.0,2,116.0,4,2
48,191.0,5,238.0,3,-1.0,0,1
57,1623.0,18,246.0,1,-1.0,0,1
31,35.0,13,315.0,2,105.0,1,2
34,-1.0,18,1057.0,6,355.0,1,2
26,1099.0,15,99.0,2,225.0,13,1
33,1293.0,15,245.0,9,373.0,2,1
46,-11.0,11,139.0,2,-1.0,0,1
31,515.0,1,296.0,5,-1.0,0,2
26,181.0,20,158.0,2,-1.0,0,2
45,-63.0,20,847.0,5,-1.0,0,1
36,1772.0,5,208.0,1,-1.0,0,2
33,1536.0,9,359.0,1,92.0,3,2
48,558.0,25,433.0,6,-1.0,0,1
36,4143.0,16,78.0,5,-1.0,0,1
44,1807.0,8,229.0,1,313.0,1,1
37,1027.0,1,137.0,1,119.0,1,2
33,0.0,11,237.0,2,-1.0,0,1
37,189.0,8,148.0,4,-1.0,0,1
41,879.0,5,1053.0,2,-1.0,0,2
50,2284.0,31,1088.0,17,-1.0,0,2
37,2678.0,25,156.0,1,-1.0,0,2
75,3771.0,16,186.0,1,183.0,1,2
31,144.0,16,676.0,1,-1.0,0,2
30,930.0,2,396.0,1,-1.0,0,2
30,863.0,16,1193.0,5,-1.0,0,2
29,1277.0,20,165.0,2,481.0,1,2
65,571.0,20,349.0,1,183.0,2,2
36,82.0,29,45.0,4,-1.0,0,1
35,2971.0,4,429.0,4,164.0,2,2
59,3444.0,6,241.0,2,-1.0,0,2
39,6512.0,20,16.0,6,-1.0,0,1
49,0.0,7,301.0,2,-1.0,0,1
29,5.0,15,889.0,5,-1.0,0,2
50,156.0,14,1130.0,3,-1.0,0,2
30,363.0,16,136.0,8,-1.0,0,1
31,3160.0,26,688.0,2,-1.0,0,2
40,0.0,17,728.0,3,-1.0,0,1
77,2590.0,15,112.0,5,94.0,15,1
30,3026.0,23,251.0,1,535.0,1,2
43,10910.0,15,66.0,2,-1.0,0,1
39,968.0,22,199.0,6,-1.0,0,1
31,3384.0,22,247.0,3,187.0,3,2
46,2466.0,1,216.0,3,370.0,1,2
58,853.0,7,317.0,3,-1.0,0,1
55,962.0,28,623.0,1,181.0,3,2
34,1076.0,8,70.0,2,-1.0,0,1
22,897.0,4,133.0,4,-1.0,0,2
69,9064.0,7,714.0,1,-1.0,0,2
22,682.0,5,126.0,2,91.0,1,2
36,4069.0,21,517.0,1,-1.0,0,2
36,-251.0,7,162.0,1,-1.0,0,1
37,3111.0,21,9.0,3,185.0,2,1
38,1165.0,13,784.0,3,94.0,10,2
32,6542.0,15,1598.0,4,175.0,5,2
32,169.0,14,698.0,2,-1.0,0,2
38,-255.0,24,63.0,1,-1.0,0,1
38,12.0,28,150.0,2,-1.0,0,1
50,230.0,30,1089.0,4,-1.0,0,2
32,8866.0,18,278.0,2,-1.0,0,2
28,3028.0,17,183.0,1,-1.0,0,1
57,192.0,7,320.0,1,-1.0,0,1
34,383.0,13,2231.0,1,-1.0,0,2
40,384.0,28,191.0,2,-1.0,0,1
57,63.0,25,1448.0,17,-1.0,0,2
44,706.0,5,204.0,1,-1.0,0,2
57,169.0,14,180.0,1,106.0,2,1
41,3432.0,6,140.0,3,-1.0,0,1
45,-158.0,2,91.0,1,-1.0,0,1
29,1934.0,29,271.0,1,-1.0,0,2
37,156.0,19,366.0,3,-1.0,0,2
44,251.0,20,14.0,6,-1.0,0,1
35,2808.0,19,221.0,12,-1.0,0,1
46,460.0,7,1102.0,2,-1.0,0,2
24,382.0,13,256.0,2,92.0,3,2
29,0.0,7,256.0,15,-1.0,0,1
49,889.0,7,388.0,1,-1.0,0,2
35,0.0,24,90.0,6,-1.0,0,1
39,0.0,8,503.0,1,-1.0,0,1
61,4629.0,27,181.0,1,92.0,1,2
34,4535.0,6,54.0,3,-1.0,0,1
59,553.0,7,1272.0,3,-1.0,0,2
81,5220.0,13,135.0,1,94.0,2,2
26,243.0,26,482.0,1,-1.0,0,2
39,581.0,27,233.0,1,270.0,1,2
52,238.0,6,101.0,1,362.0,5,1
31,997.0,3,256.0,1,190.0,3,1
54,-58.0,12,143.0,4,-1.0,0,1
47,49.0,18,250.0,4,-1.0,0,1
41,-391.0,23,137.0,1,-1.0,0,1
57,395.0,11,125.0,1,-1.0,0,1
40,1598.0,6,1074.0,4,344.0,3,2
80,235.0,31,577.0,1,223.0,3,2
59,252.0,17,138.0,1,175.0,2,1
34,0.0,28,155.0,2,-1.0,0,2
45,13265.0,30,113.0,2,-1.0,0,1
39,732.0,23,522.0,4,-1.0,0,2
39,52.0,2,1420.0,3,-1.0,0,2
73,5539.0,6,338.0,1,-1.0,0,2
29,-15.0,28,140.0,1,-1.0,0,1
51,3025.0,7,476.0,1,352.0,1,2
39,393.0,28,325.0,1,94.0,1,2
46,22.0,26,388.0,6,-1.0,0,2
31,26965.0,21,654.0,2,-1.0,0,2
63,0.0,20,110.0,2,-1.0,0,1
60,1853.0,10,234.0,1,183.0,1,2
56,1399.0,12,80.0,4,-1.0,0,1
53,343.0,25,616.0,5,-1.0,0,2
40,339.0,14,234.0,2,-1.0,0,1
32,557.0,4,388.0,3,272.0,1,1
38,207.0,19,76.0,2,-1.0,0,1
48,418.0,9,102.0,3,-1.0,0,1
35,0.0,11,391.0,2,92.0,5,2
37,217.0,11,152.0,1,-1.0,0,1
49,177.0,28,90.0,1,204.0,1,1
34,182.0,6,938.0,2,-1.0,0,2
37,810.0,8,376.0,1,295.0,1,1
28,553.0,7,225.0,3,321.0,3,1
27,439.0,15,1038.0,2,-1.0,0,2
49,126.0,19,184.0,2,-1.0,0,1
45,2353.0,5,182.0,1,107.0,2,2
64,380.0,25,479.0,1,-1.0,0,2
35,450.0,20,95.0,2,-1.0,0,1
32,902.0,27,106.0,2,-1.0,0,1
43,243.0,17,31.0,3,338.0,5,1
25,938.0,1,1048.0,1,-1.0,0,2
41,-413.0,8,170.0,2,-1.0,0,1
51,2007.0,12,1226.0,3,-1.0,0,2
51,2934.0,18,727.0,4,-1.0,0,1
74,4079.0,19,343.0,3,-1.0,0,2
45,0.0,11,79.0,6,-1.0,0,1
59,2239.0,20,377.0,6,90.0,1,2
37,596.0,13,281.0,1,345.0,2,1
43,3518.0,28,206.0,2,196.0,2,2
36,1405.0,14,283.0,3,-1.0,0,1
32,3993.0,22,148.0,2,-1.0,0,2
48,0.0,29,1249.0,3,-1.0,0,2
39,211.0,6,53.0,2,-1.0,0,1
26,766.0,15,457.0,2,-1.0,0,2
45,1979.0,17,76.0,3,-1.0,0,1
54,-135.0,14,152.0,3,370.0,2,1
33,802.0,6,401.0,1,-1.0,0,1
48,2892.0,7,407.0,1,385.0,1,2
45,0.0,14,246.0,2,-1.0,0,1
47,0.0,7,240.0,1,-1.0,0,1
42,2772.0,2,244.0,1,-1.0,0,1
48,1147.0,5,389.0,1,64.0,2,2
27,3733.0,22,198.0,1,98.0,6,2
28,0.0,20,185.0,1,-1.0,0,2
51,3.0,23,259.0,2,-1.0,0,1
47,3466.0,11,853.0,2,-1.0,0,2
37,3.0,29,88.0,6,-1.0,0,1
26,6840.0,28,1560.0,2,-1.0,0,2
28,38.0,18,16.0,5,355.0,3,1
43,733.0,19,1102.0,3,-1.0,0,2
47,820.0,19,98.0,1,-1.0,0,2
37,2132.0,5,232.0,1,-1.0,0,1
33,1397.0,16,370.0,1,146.0,3,1
80,0.0,23,639.0,1,189.0,1,2
39,668.0,14,297.0,2,-1.0,0,1
37,-88.0,26,225.0,1,-1.0,0,1
32,136.0,16,206.0,1,188.0,3,2
43,5564.0,20,45.0,5,154.0,2,1
25,168.0,3,801.0,1,-1.0,0,2
47,284.0,26,266.0,5,-1.0,0,1
25,1141.0,5,718.0,1,347.0,1,1
33,3689.0,27,445.0,3,-1.0,0,2
60,0.0,19,83.0,2,-1.0,0,1
44,5004.0,20,175.0,2,-1.0,0,1
24,556.0,6,368.0,2,80.0,2,2
30,908.0,21,27.0,1,-1.0,0,1
27,3354.0,14,493.0,5,-1.0,0,1
31,178.0,15,415.0,1,360.0,5,1
59,11.0,20,318.0,2,-1.0,0,1
58,1407.0,30,58.0,1,-1.0,0,1
39,2939.0,15,348.0,2,-1.0,0,2
33,318.0,8,1190.0,1,141.0,3,2
50,9585.0,31,182.0,6,-1.0,0,1
26,639.0,6,709.0,5,-1.0,0,2
47,1152.0,7,260.0,13,-1.0,0,1
39,272.0,9,85.0,1,325.0,1,1
40,60.0,15,460.0,3,352.0,6,1
38,1101.0,30,800.0,1,-1.0,0,2
38,0.0,17,78.0,2,193.0,2,1
33,91.0,10,526.0,1,-1.0,0,1
57,887.0,20,43.0,8,-1.0,0,1
50,1457.0,9,167.0,1,-1.0,0,1
54,66.0,11,167.0,1,-1.0,0,2
35,24.0,26,243.0,2,-1.0,0,1
29,1669.0,3,297.0,1,-1.0,0,2
43,2355.0,13,333.0,3,-1.0,0,1
33,935.0,9,385.0,2,92.0,8,2
21,123.0,11,513.0,1,91.0,1,2
40,260.0,13,306.0,1,181.0,5,2
32,1094.0,11,207.0,7,-1.0,0,1
36,994.0,5,195.0,1,176.0,5,2
25,490.0,6,246.0,3,-1.0,0,1
65,1760.0,18,855.0,4,-1.0,0,2
41,1309.0,20,28.0,4,-1.0,0,1
48,490.0,19,622.0,2,-1.0,0,1
31,3295.0,2,845.0,2,-1.0,0,1
37,1113.0,2,229.0,1,182.0,1,2
40,1750.0,5,197.0,1,-1.0,0,1
58,3864.0,15,815.0,4,-1.0,0,2
47,1639.0,12,349.0,1,-1.0,0,2
62,569.0,3,187.0,2,180.0,6,2
37,1097.0,21,1555.0,2,-1.0,0,2
25,486.0,13,273.0,3,199.0,4,2
53,36.0,2,25.0,1,417.0,1,2
36,5195.0,2,55.0,25,-1.0,0,1
29,560.0,5,459.0,1,307.0,1,2
47,480.0,28,211.0,2,-1.0,0,1
43,1429.0,19,1015.0,1,198.0,2,2
37,1707.0,26,546.0,2,784.0,3,2
48,191.0,17,222.0,1,326.0,1,1
41,143.0,2,659.0,2,-1.0,0,2
34,157.0,23,20.0,17,-1.0,0,1
55,0.0,27,262.0,6,193.0,4,2
46,273.0,15,1962.0,1,105.0,3,2
64,3951.0,29,164.0,1,-1.0,0,2
33,0.0,21,521.0,3,-1.0,0,2
20,215.0,24,325.0,1,95.0,5,2
47,324.0,21,462.0,2,-1.0,0,2
31,2010.0,5,15.0,5,261.0,1,1
56,1454.0,30,479.0,1,-1.0,0,1
57,854.0,27,700.0,4,92.0,1,2
76,2991.0,22,344.0,1,183.0,1,2
53,6831.0,13,1130.0,2,-1.0,0,2
