Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,target
9E,4109.0,PVD,DTW,2.0,983.0,136.0,0.0
XE,2856.0,BRO,IAH,4.0,450.0,84.0,0.0
AA,593.0,STL,ORD,3.0,840.0,75.0,0.0
9E,3718.0,ERI,DTW,4.0,350.0,65.0,0.0
OH,6341.0,DTW,ATW,6.0,545.0,99.0,0.0
FL,131.0,ATL,TPA,7.0,1345.0,82.0,0.0
DL,1192.0,SLC,DCA,5.0,620.0,240.0,0.0
EV,5216.0,STL,DCA,5.0,1195.0,122.0,1.0
US,1928.0,PHL,PVD,3.0,1230.0,64.0,0.0
YV,2944.0,AUS,CLT,1.0,425.0,157.0,0.0
AA,684.0,AUS,JFK,3.0,600.0,215.0,1.0
WN,1559.0,PHX,SFO,6.0,1155.0,130.0,0.0
DL,1138.0,STL,ATL,4.0,1135.0,99.0,1.0
XE,2530.0,GSO,EWR,1.0,884.0,105.0,0.0
WN,199.0,PHX,SMF,1.0,1190.0,125.0,0.0
XE,2941.0,DFW,IAH,5.0,670.0,64.0,0.0
EV,7123.0,ORD,CMH,4.0,676.0,71.0,0.0
OO,6887.0,DEN,ATW,1.0,657.0,140.0,1.0
OO,6911.0,ORD,MKE,7.0,560.0,42.0,0.0
EV,4965.0,ATL,SDF,1.0,725.0,80.0,0.0
YV,7288.0,ORD,ORF,6.0,855.0,119.0,1.0
OO,6920.0,ASE,DEN,2.0,620.0,55.0,0.0
WN,841.0,TUL,STL,6.0,900.0,70.0,1.0
UA,820.0,SFO,SEA,2.0,765.0,131.0,1.0
DL,1820.0,LAX,MEM,2.0,100.0,215.0,1.0
AA,1826.0,PSP,DFW,3.0,885.0,170.0,0.0
CO,1097.0,IAH,LAS,2.0,445.0,207.0,1.0
MQ,4041.0,BMI,ORD,2.0,995.0,55.0,0.0
UA,7.0,JFK,SFO,1.0,490.0,404.0,1.0
HA,18.0,HNL,LAS,7.0,925.0,345.0,0.0
DL,67.0,ATL,TPA,1.0,990.0,88.0,1.0
WN,1245.0,SJC,LAS,3.0,1305.0,75.0,1.0
UA,418.0,SAN,DEN,3.0,432.0,147.0,1.0
FL,477.0,BWI,ATL,2.0,768.0,125.0,0.0
DL,1679.0,CVG,SFO,5.0,560.0,317.0,1.0
DL,1262.0,MCO,BDL,6.0,675.0,154.0,1.0
MQ,4087.0,ABE,ORD,7.0,1145.0,150.0,0.0
OH,6389.0,MCI,CVG,4.0,915.0,107.0,0.0
WN,3232.0,JAX,FLL,4.0,450.0,70.0,0.0
AS,67.0,JNU,ANC,3.0,1210.0,108.0,0.0
B6,81.0,JFK,FLL,3.0,899.0,192.0,1.0
XE,2766.0,LFT,IAH,2.0,964.0,64.0,0.0
WN,1600.0,BWI,BHM,2.0,1220.0,130.0,1.0
EV,5242.0,XNA,MEM,2.0,700.0,66.0,1.0
OH,6265.0,DTW,ROC,3.0,825.0,81.0,0.0
WN,1854.0,DTW,MDW,1.0,640.0,75.0,0.0
OO,6894.0,PHX,LAX,5.0,1194.0,81.0,0.0
MQ,4488.0,CRW,LGA,2.0,400.0,99.0,0.0
WN,1610.0,MSY,MCO,5.0,455.0,100.0,0.0
DL,2649.0,EWR,MSP,3.0,1095.0,197.0,0.0
UA,627.0,DCA,ORD,6.0,1070.0,134.0,1.0
AA,201.0,JFK,LAX,5.0,390.0,385.0,0.0
WN,1566.0,PDX,SMF,1.0,1055.0,85.0,1.0
OO,6537.0,ORD,MKG,3.0,1075.0,51.0,0.0
CO,686.0,IAH,MCO,4.0,630.0,130.0,1.0
DL,1415.0,SAT,DTW,6.0,420.0,176.0,1.0
OO,4493.0,SLC,BZN,1.0,675.0,90.0,0.0
B6,118.0,MSY,JFK,2.0,610.0,164.0,0.0
UA,367.0,IAH,DEN,1.0,687.0,156.0,0.0
AS,661.0,DFW,SEA,5.0,830.0,265.0,1.0
FL,1454.0,HPN,PBI,4.0,793.0,174.0,1.0
OO,6982.0,DEN,TUL,7.0,812.0,96.0,0.0
OO,4490.0,SLC,PSC,6.0,1210.0,105.0,1.0
US,1920.0,JAX,CLT,6.0,550.0,86.0,0.0
WN,1056.0,LAS,RDU,3.0,575.0,265.0,1.0
FL,804.0,BOS,BWI,2.0,1150.0,90.0,1.0
WN,2986.0,LAS,SMF,2.0,460.0,90.0,0.0
AA,823.0,ICT,DFW,3.0,885.0,80.0,0.0
XE,2400.0,ORD,EWR,4.0,721.0,129.0,1.0
DL,2814.0,SEA,MSP,5.0,50.0,189.0,0.0
YV,2888.0,PHX,AUS,3.0,790.0,133.0,0.0
YV,1036.0,HNL,ITO,2.0,680.0,49.0,0.0
AA,528.0,LAX,MIA,7.0,360.0,280.0,0.0
WN,2992.0,STL,BNA,4.0,845.0,60.0,0.0
B6,463.0,BOS,RSW,3.0,990.0,216.0,1.0
MQ,3216.0,HOU,DFW,5.0,730.0,70.0,1.0
US,1774.0,MIA,CLT,5.0,1155.0,124.0,0.0
AA,2404.0,LAX,DFW,4.0,655.0,185.0,0.0
WN,2720.0,ABQ,DAL,2.0,360.0,95.0,1.0
UA,927.0,STL,SFO,3.0,1163.0,264.0,0.0
EV,5530.0,ATL,GTR,5.0,620.0,80.0,1.0
WN,3245.0,SJC,SEA,6.0,910.0,130.0,1.0
XE,5912.0,ORD,IND,7.0,580.0,54.0,1.0
US,92.0,PHX,PDX,4.0,1075.0,165.0,0.0
YV,2873.0,TUS,PHX,1.0,1230.0,49.0,0.0
WN,2001.0,LAX,DEN,6.0,1095.0,135.0,1.0
AA,1005.0,FLL,ORD,4.0,1230.0,190.0,0.0
WN,1217.0,LAX,HOU,3.0,555.0,185.0,1.0
CO,784.0,EWR,PDX,4.0,1020.0,376.0,1.0
YV,2630.0,CLT,IAD,1.0,970.0,83.0,0.0
XE,5950.0,ORD,FSD,4.0,655.0,96.0,0.0
OO,4757.0,SLC,OMA,3.0,585.0,135.0,0.0
AS,485.0,SAN,SEA,5.0,1150.0,170.0,0.0
WN,162.0,LAS,OAK,1.0,520.0,90.0,1.0
XE,3069.0,HRL,IAH,5.0,665.0,70.0,1.0
US,1904.0,CLT,PIT,5.0,480.0,85.0,1.0
AS,642.0,SEA,PHX,3.0,1210.0,164.0,0.0
AS,115.0,SEA,ANC,6.0,1110.0,223.0,0.0
XE,2293.0,IAH,CRP,1.0,1380.0,54.0,0.0
FL,1464.0,MCO,MDW,6.0,524.0,165.0,0.0
AA,885.0,AUS,DFW,2.0,1110.0,70.0,0.0
MQ,3804.0,PHL,ORD,3.0,940.0,145.0,0.0
9E,3868.0,ALB,DTW,5.0,765.0,119.0,1.0
DL,1046.0,SLC,ATL,4.0,735.0,214.0,0.0
US,1733.0,DCA,CLT,6.0,825.0,86.0,1.0
9E,3691.0,MEM,ATL,6.0,1110.0,85.0,1.0
OO,6735.0,DEN,MSO,3.0,629.0,133.0,0.0
DL,1738.0,ATL,DCA,3.0,1100.0,103.0,1.0
FL,791.0,ATL,STL,3.0,915.0,93.0,1.0
EV,5318.0,JAN,DCA,7.0,405.0,138.0,0.0
EV,5436.0,MLU,MEM,3.0,1022.0,68.0,0.0
MQ,4014.0,ORD,IND,5.0,610.0,60.0,0.0
EV,5480.0,ATL,LYH,4.0,1237.0,84.0,0.0
OO,6241.0,SFO,BUR,3.0,562.0,69.0,0.0
MQ,4305.0,ORD,IND,1.0,1170.0,60.0,1.0
MQ,2797.0,DFW,FSM,2.0,515.0,60.0,0.0
B6,155.0,JFK,MCO,6.0,360.0,168.0,0.0
XE,2433.0,IAH,LBB,6.0,683.0,86.0,0.0
DL,2832.0,SLC,JAC,5.0,1195.0,62.0,0.0
OO,4689.0,SLC,ABQ,1.0,1298.0,100.0,0.0
OO,6635.0,CIC,SFO,3.0,888.0,59.0,1.0
UA,778.0,BDL,IAD,1.0,601.0,92.0,0.0
WN,1955.0,MDW,DTW,3.0,935.0,70.0,0.0
UA,823.0,BOS,IAD,5.0,848.0,110.0,0.0
FL,1492.0,MCO,CMH,2.0,740.0,125.0,0.0
OO,4778.0,SEA,SLC,4.0,1005.0,113.0,1.0
US,678.0,PHX,BOI,5.0,1270.0,130.0,0.0
MQ,3705.0,DCA,ORD,5.0,1100.0,135.0,0.0
OO,4692.0,SLC,OKC,1.0,585.0,140.0,1.0
EV,5059.0,GSO,ATL,3.0,1070.0,93.0,1.0
MQ,3319.0,DFW,GGG,5.0,600.0,45.0,0.0
US,1514.0,LAX,PHX,5.0,1075.0,82.0,1.0
XE,2651.0,EWR,ATL,7.0,975.0,156.0,0.0
WN,1089.0,PHX,LAS,7.0,600.0,70.0,0.0
AA,303.0,LGA,ORD,7.0,435.0,165.0,0.0
F9,608.0,DEN,IND,7.0,895.0,139.0,1.0
WN,1242.0,ONT,LAS,1.0,470.0,60.0,0.0
WN,2833.0,DEN,SAN,6.0,860.0,145.0,1.0
WN,1381.0,DAL,AUS,2.0,1065.0,55.0,1.0
US,90.0,EWR,PHX,4.0,610.0,329.0,0.0
XE,2142.0,OKC,EWR,7.0,420.0,182.0,0.0
AA,743.0,LGA,DFW,4.0,755.0,240.0,0.0
XE,2552.0,GRB,CLE,3.0,965.0,78.0,0.0
WN,1627.0,ELP,HOU,6.0,555.0,105.0,0.0
OH,6607.0,DTW,GRR,3.0,940.0,59.0,0.0
MQ,4298.0,ORD,MLI,1.0,570.0,55.0,1.0
UA,786.0,MSP,ORD,4.0,662.0,83.0,1.0
US,614.0,LAS,PHX,4.0,760.0,70.0,0.0
B6,686.0,DCA,BOS,4.0,940.0,84.0,1.0
MQ,3229.0,DFW,LBB,3.0,1270.0,70.0,1.0
XE,2637.0,DAL,IAH,5.0,1019.0,69.0,0.0
OH,6566.0,RIC,JFK,2.0,375.0,85.0,1.0
EV,4944.0,MEM,MOB,5.0,570.0,82.0,0.0
OO,4816.0,SFO,SLC,6.0,705.0,104.0,1.0
FL,1244.0,FNT,MCO,2.0,428.0,174.0,0.0
DL,1691.0,ATL,TPA,1.0,1370.0,82.0,1.0
9E,4380.0,DTW,SBN,5.0,1180.0,65.0,1.0
AA,1353.0,JFK,DFW,3.0,1020.0,255.0,1.0
9E,3890.0,DLH,DTW,2.0,365.0,117.0,0.0
WN,2816.0,MDW,PHX,6.0,880.0,240.0,1.0
YV,7278.0,JAX,ORD,1.0,700.0,156.0,0.0
MQ,3346.0,SDF,DFW,5.0,725.0,150.0,1.0
UA,523.0,FSD,DEN,4.0,817.0,108.0,0.0
CO,1764.0,MFE,IAH,7.0,505.0,69.0,0.0
DL,2132.0,ORD,MSP,5.0,552.0,93.0,1.0
AA,1495.0,DFW,SMF,3.0,590.0,225.0,0.0
CO,1083.0,BOS,IAH,7.0,735.0,267.0,0.0
US,656.0,PHX,SNA,5.0,1270.0,80.0,1.0
MQ,3703.0,ORD,ATL,6.0,1060.0,125.0,1.0
EV,5086.0,ATL,BHM,7.0,930.0,55.0,0.0
AA,704.0,DFW,LGA,7.0,435.0,194.0,0.0
XE,5986.0,IND,IAD,6.0,1155.0,95.0,0.0
WN,1689.0,SMF,SEA,1.0,445.0,115.0,0.0
WN,442.0,MDW,PHL,2.0,1200.0,120.0,1.0
WN,50.0,ELP,PHX,4.0,1270.0,75.0,1.0
MQ,3836.0,ORD,PHL,2.0,575.0,120.0,1.0
DL,1815.0,ATL,ELP,1.0,1110.0,217.0,0.0
WN,3584.0,MCI,BNA,2.0,420.0,95.0,1.0
WN,28.0,DAL,MCI,7.0,860.0,85.0,1.0
HA,341.0,ITO,HNL,3.0,577.0,49.0,0.0
WN,3047.0,SNA,LAS,3.0,915.0,65.0,1.0
WN,186.0,BNA,BHM,3.0,1060.0,50.0,1.0
US,2142.0,LGA,BOS,4.0,1200.0,75.0,0.0
OO,4617.0,SLC,BZN,2.0,1300.0,93.0,0.0
B6,383.0,LGA,FLL,4.0,1305.0,170.0,1.0
AS,73.0,JNU,ANC,2.0,455.0,109.0,0.0
WN,3664.0,BWI,BDL,4.0,715.0,65.0,1.0
US,974.0,CLT,MSP,4.0,460.0,167.0,0.0
WN,392.0,HOU,HRL,6.0,930.0,60.0,1.0
EV,5181.0,MLU,ATL,4.0,690.0,90.0,0.0
CO,1529.0,CLE,TPA,7.0,940.0,156.0,1.0
DL,2648.0,TLH,ATL,4.0,415.0,72.0,0.0
US,542.0,PHX,DFW,6.0,595.0,145.0,0.0
MQ,4377.0,BOS,JFK,1.0,545.0,80.0,0.0
OO,6456.0,ORD,AUS,3.0,918.0,165.0,1.0
XE,2779.0,LIT,IAH,4.0,995.0,82.0,0.0
DL,1299.0,SLC,LAX,3.0,695.0,120.0,1.0
AA,1720.0,DFW,IAD,6.0,910.0,160.0,0.0
UA,457.0,IAD,ATL,7.0,541.0,124.0,1.0
WN,1174.0,BWI,CLE,2.0,1195.0,75.0,0.0
DL,1906.0,LAX,DTW,7.0,1010.0,264.0,1.0
CO,1469.0,LAS,EWR,5.0,1015.0,276.0,1.0
FL,939.0,JAX,ATL,4.0,761.0,75.0,1.0
XE,5940.0,BNA,ORD,5.0,467.0,107.0,1.0
OH,6764.0,CLT,JFK,5.0,700.0,136.0,0.0
FL,227.0,LAS,MKE,6.0,430.0,208.0,0.0
FL,336.0,ATL,PHL,2.0,670.0,122.0,1.0
DL,674.0,STT,ATL,7.0,952.0,253.0,0.0
OO,6606.0,DEN,MLI,5.0,688.0,120.0,0.0
WN,20.0,PHX,SFO,3.0,920.0,125.0,1.0
DL,1497.0,MSP,ABQ,7.0,695.0,171.0,0.0
9E,3833.0,DTW,OMA,1.0,1185.0,130.0,0.0
FL,1078.0,MCO,HPN,5.0,650.0,152.0,0.0
YV,2848.0,PHX,YUM,2.0,875.0,71.0,0.0
OH,6440.0,GSO,CVG,2.0,1085.0,92.0,0.0
UA,82.0,LAX,JFK,6.0,1360.0,320.0,0.0
OH,6341.0,DTW,ATW,5.0,545.0,97.0,0.0
B6,734.0,SJU,BOS,3.0,825.0,249.0,1.0
EV,5252.0,TLH,FLL,7.0,1135.0,82.0,0.0
WN,1783.0,BNA,CMH,7.0,1200.0,70.0,0.0
OO,6452.0,FAT,LAX,4.0,510.0,71.0,0.0
WN,120.0,TUL,HOU,5.0,1010.0,95.0,1.0
AA,1048.0,ORD,MIA,3.0,480.0,185.0,1.0
DL,2112.0,ATL,ORD,3.0,505.0,134.0,1.0
9E,3884.0,SYR,DTW,5.0,724.0,91.0,1.0
DL,159.0,LGA,DTW,1.0,435.0,127.0,0.0
EV,5272.0,MOB,MEM,6.0,390.0,79.0,0.0
HA,256.0,HNL,OGG,6.0,610.0,37.0,1.0
WN,1537.0,MDW,CLE,7.0,1230.0,70.0,0.0
WN,1329.0,SAT,SAN,2.0,1080.0,185.0,1.0
UA,188.0,ORD,TPA,6.0,674.0,161.0,0.0
US,926.0,CLT,ORD,3.0,590.0,134.0,1.0
AA,567.0,DFW,SFO,4.0,1065.0,230.0,1.0
B6,1324.0,BWI,BOS,4.0,730.0,76.0,0.0
WN,3237.0,PHL,MDW,6.0,1035.0,145.0,1.0
B6,28.0,TPA,JFK,3.0,1175.0,153.0,0.0
OO,6918.0,DEN,DSM,7.0,640.0,106.0,1.0
CO,1804.0,EWR,EGE,3.0,560.0,284.0,1.0
MQ,2975.0,DFW,ABI,5.0,975.0,50.0,1.0
AS,552.0,SEA,PSP,2.0,540.0,159.0,0.0
AA,1241.0,PIT,DFW,3.0,415.0,205.0,0.0
OO,6477.0,SMF,LAX,5.0,879.0,83.0,1.0
WN,404.0,LAS,MKE,5.0,565.0,210.0,1.0
EV,5112.0,LIT,ATL,1.0,1086.0,98.0,1.0
HA,247.0,KOA,HNL,1.0,1139.0,42.0,0.0
AS,642.0,SEA,PHX,1.0,1210.0,159.0,1.0
WN,272.0,SAN,TUS,4.0,850.0,70.0,1.0
DL,1306.0,TUS,ATL,4.0,841.0,207.0,1.0
AA,1775.0,DFW,SNA,5.0,675.0,195.0,0.0
9E,4363.0,PIT,CVG,5.0,700.0,80.0,0.0
AA,1019.0,CLT,DFW,4.0,400.0,185.0,0.0
MQ,3695.0,JFK,ORF,6.0,1045.0,90.0,0.0
EV,4999.0,BOS,DCA,4.0,575.0,109.0,0.0
XE,3069.0,HRL,IAH,5.0,665.0,69.0,0.0
WN,3484.0,BUR,LAS,3.0,850.0,60.0,1.0
CO,619.0,TPA,EWR,4.0,630.0,161.0,0.0
UA,732.0,SEA,ORD,1.0,360.0,237.0,0.0
US,1783.0,CLT,LAS,4.0,480.0,301.0,0.0
WN,3601.0,ALB,TPA,5.0,655.0,205.0,0.0
B6,196.0,LAS,JFK,3.0,1337.0,281.0,0.0
OH,6722.0,DTW,MDT,7.0,840.0,82.0,0.0
OO,6641.0,DEN,GJT,3.0,1112.0,53.0,1.0
MQ,3248.0,GRK,DFW,3.0,1000.0,50.0,0.0
MQ,2815.0,DFW,SAV,1.0,1075.0,130.0,1.0
MQ,3798.0,ORD,ABQ,3.0,1170.0,190.0,0.0
OH,6744.0,DCA,CMH,7.0,539.0,91.0,0.0
WN,1207.0,MDW,BNA,3.0,645.0,80.0,1.0
MQ,2772.0,XNA,DFW,1.0,1145.0,75.0,0.0
OO,6531.0,SFO,SBP,4.0,1100.0,65.0,1.0
MQ,4338.0,DTW,ORD,1.0,1110.0,90.0,1.0
DL,2542.0,ATL,EWR,4.0,890.0,137.0,1.0
OO,6611.0,DEN,PHX,3.0,695.0,111.0,0.0
EV,5368.0,MGM,ATL,4.0,1038.0,79.0,0.0
XE,2580.0,MKE,EWR,2.0,580.0,127.0,1.0
WN,1123.0,MCO,PIT,7.0,1245.0,135.0,1.0
DL,1449.0,IAD,ATL,4.0,380.0,129.0,0.0
9E,4039.0,GSP,ATL,5.0,455.0,85.0,1.0
9E,4031.0,MEM,LBB,6.0,555.0,122.0,1.0
MQ,3983.0,EVV,ORD,4.0,625.0,80.0,0.0
OO,4863.0,FCA,SLC,7.0,440.0,99.0,0.0
AA,1180.0,DFW,RIC,1.0,820.0,155.0,0.0
MQ,2965.0,LRD,DFW,3.0,460.0,85.0,1.0
FL,7.0,MCO,SJU,3.0,775.0,159.0,0.0
YV,2749.0,PHX,SBA,1.0,1069.0,90.0,0.0
OO,6827.0,ORD,SPI,3.0,1305.0,53.0,1.0
9E,4259.0,PLN,DTW,5.0,375.0,95.0,1.0
OO,7049.0,PDX,OTH,7.0,436.0,58.0,0.0
CO,442.0,IAH,TUL,7.0,1340.0,86.0,0.0
UA,34.0,SFO,JFK,4.0,1356.0,331.0,0.0
EV,5389.0,PHF,ATL,5.0,1137.0,116.0,0.0
MQ,2908.0,EVV,DFW,4.0,675.0,130.0,1.0
OO,6606.0,FCA,DEN,5.0,421.0,130.0,0.0
OO,6847.0,OTH,SFO,2.0,808.0,117.0,1.0
AA,1967.0,ORD,MCO,2.0,1160.0,160.0,1.0
B6,908.0,ORD,JFK,4.0,675.0,125.0,0.0
US,4.0,PHX,LAS,4.0,680.0,75.0,0.0
MQ,3045.0,DEN,LAX,2.0,950.0,150.0,1.0
WN,1026.0,MCO,RSW,3.0,685.0,50.0,1.0
WN,1677.0,CLE,LAS,7.0,995.0,290.0,1.0
US,1990.0,CLT,IND,5.0,890.0,105.0,0.0
DL,1482.0,SLC,SNA,3.0,905.0,109.0,1.0
9E,3846.0,ATL,CLT,3.0,475.0,92.0,1.0
AA,832.0,DFW,MCI,7.0,670.0,90.0,0.0
US,1540.0,PHX,CLT,2.0,465.0,216.0,0.0
WN,143.0,SAN,OAK,7.0,1120.0,90.0,1.0
US,1931.0,PHL,PBI,5.0,480.0,170.0,0.0
DL,2564.0,CVG,JFK,7.0,920.0,132.0,1.0
WN,2311.0,LAS,STL,6.0,1130.0,185.0,1.0
OO,7799.0,COD,SLC,4.0,360.0,89.0,1.0
MQ,4007.0,ORD,CMH,7.0,940.0,70.0,0.0
CO,15.0,EWR,HNL,5.0,815.0,655.0,0.0
OH,6545.0,BDL,DTW,4.0,1110.0,130.0,0.0
WN,2622.0,BOS,PHL,7.0,1220.0,100.0,0.0
OO,6360.0,SLC,ORD,2.0,633.0,188.0,0.0
YV,2845.0,PHX,YUM,7.0,670.0,59.0,0.0
AA,1886.0,MIA,MCO,7.0,900.0,60.0,0.0
US,1203.0,CLT,IAH,1.0,1085.0,170.0,0.0
AS,515.0,SNA,SEA,6.0,420.0,175.0,0.0
UA,894.0,DEN,LAX,2.0,371.0,159.0,0.0
FL,755.0,BWI,HSV,7.0,630.0,110.0,0.0
CO,1192.0,EWR,BOS,2.0,1170.0,74.0,0.0
XE,2659.0,CLE,DFW,7.0,1061.0,179.0,1.0
WN,493.0,ELP,DAL,6.0,455.0,90.0,0.0
9E,3943.0,CMH,MSP,1.0,555.0,137.0,0.0
AS,349.0,OAK,SEA,1.0,1210.0,120.0,1.0
WN,2341.0,SAN,MCI,6.0,495.0,190.0,1.0
WN,52.0,FLL,HOU,7.0,995.0,180.0,1.0
F9,328.0,MKE,BOS,2.0,822.0,133.0,1.0
WN,3584.0,MCI,BNA,4.0,420.0,95.0,0.0
DL,1628.0,MEM,ATL,4.0,1110.0,85.0,0.0
F9,618.0,PHX,DEN,3.0,545.0,105.0,0.0
DL,2923.0,MSP,MCO,5.0,425.0,203.0,1.0
UA,461.0,IAD,LAS,3.0,1044.0,329.0,0.0
OO,6305.0,PSP,LAX,6.0,1101.0,47.0,0.0
AA,785.0,LGA,DFW,2.0,1060.0,255.0,1.0
US,2028.0,DCA,BOS,4.0,630.0,79.0,0.0
XE,2950.0,EWR,BOS,7.0,720.0,71.0,1.0
AA,1595.0,DFW,LAS,4.0,1185.0,180.0,1.0
EV,5556.0,BTR,ATL,1.0,960.0,92.0,0.0
MQ,4122.0,TRI,ORD,7.0,985.0,120.0,0.0
WN,949.0,OAK,BUR,4.0,920.0,65.0,0.0
WN,1656.0,BOI,PDX,1.0,610.0,75.0,1.0
AS,493.0,SAN,SEA,5.0,390.0,183.0,0.0
US,1186.0,CLT,BWI,2.0,985.0,86.0,1.0
WN,60.0,HOU,DAL,1.0,1260.0,55.0,0.0
OO,6891.0,DEN,MSO,2.0,1114.0,126.0,0.0
B6,27.0,BTV,JFK,5.0,762.0,77.0,0.0
OH,6477.0,XNA,CVG,5.0,1005.0,111.0,0.0
US,1497.0,CLT,MYR,5.0,680.0,51.0,0.0
9E,3677.0,DTW,MBS,4.0,1195.0,54.0,0.0
UA,236.0,LAS,IAD,7.0,463.0,271.0,0.0
9E,3977.0,MHT,DTW,2.0,979.0,131.0,0.0
WN,1199.0,BHM,MDW,3.0,655.0,115.0,1.0
WN,3110.0,MDW,PHX,1.0,635.0,240.0,1.0
AA,1280.0,SJC,DFW,5.0,380.0,215.0,1.0
CO,574.0,IAH,PIT,4.0,1135.0,157.0,0.0
FL,962.0,BOS,CAK,2.0,1203.0,109.0,1.0
F9,319.0,DCA,MKE,2.0,375.0,130.0,0.0
AA,297.0,LAX,HNL,3.0,995.0,365.0,0.0
WN,3773.0,BWI,BOS,4.0,1235.0,80.0,0.0
UA,411.0,CLT,ORD,3.0,1010.0,130.0,0.0
WN,1274.0,AUS,SAN,5.0,595.0,190.0,0.0
OO,6697.0,JAC,DEN,4.0,1032.0,73.0,1.0
DL,1833.0,CVG,LAX,3.0,975.0,293.0,0.0
XE,2475.0,EWR,TYS,1.0,410.0,135.0,0.0
WN,3322.0,FLL,TPA,1.0,1140.0,65.0,0.0
OO,6594.0,ORD,ATW,2.0,872.0,50.0,0.0
MQ,3369.0,DFW,DSM,6.0,760.0,115.0,0.0
CO,32.0,MSY,IAH,3.0,810.0,75.0,0.0
WN,644.0,BUR,SJC,3.0,990.0,65.0,0.0
WN,5.0,AMA,DAL,2.0,385.0,65.0,1.0
XE,2209.0,GSP,IAH,4.0,1125.0,154.0,0.0
AA,1379.0,MIA,DFW,6.0,400.0,200.0,1.0
AA,499.0,BDL,DFW,6.0,795.0,250.0,0.0
WN,2025.0,ONT,SJC,7.0,575.0,70.0,0.0
FL,430.0,ATL,MKE,4.0,1075.0,126.0,1.0
DL,1747.0,LGA,ATL,5.0,540.0,160.0,0.0
WN,1409.0,SMF,BUR,7.0,1145.0,70.0,0.0
WN,2634.0,PHL,DEN,5.0,540.0,285.0,1.0
YV,2979.0,TUS,PHX,1.0,540.0,60.0,0.0
WN,413.0,BNA,BDL,3.0,1150.0,135.0,1.0
