sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,decile_score.1,score_text,v_type_of_assessment,v_decile_score,v_score_text,end,target
1,29,0,0,0,0,0,5,35.0,55.0,3,2,1,0,2,1,1156,0
1,45,1,2,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,600,-1
1,24,2,0,0,0,0,0,-1.0,1.0,3,4,2,0,3,1,796,0
1,22,2,0,0,0,0,1,-29.0,29.0,3,2,1,0,4,2,386,-1
1,22,2,2,0,0,3,1,-1.0,1.0,3,4,2,0,4,2,356,0
1,26,0,0,0,0,0,0,-1.0,1.0,7,3,1,0,2,1,837,0
1,24,2,0,0,0,1,1,-1.0,1.0,3,1,1,0,2,1,604,0
1,50,1,2,0,0,0,3,-1.0,1.0,3,2,1,0,0,1,1100,-1
1,21,2,0,0,0,11,2,-1.0,1.0,3,9,0,0,8,0,587,-1
0,21,2,2,0,0,0,2,34.0,62.0,7,4,2,0,5,2,688,-1
1,40,0,0,0,0,0,3,-1.0,1.0,3,6,2,0,7,0,1048,-1
1,45,1,3,0,0,0,20,0.0,0.0,3,2,1,0,0,1,1070,0
1,60,1,0,0,0,0,3,-1.0,1.0,7,0,1,0,0,1,838,-1
1,39,0,2,0,0,0,10,-1.0,1.0,3,7,0,0,4,2,276,0
1,25,0,0,0,0,0,1,-1.0,1.0,3,1,1,0,2,1,537,0
1,30,0,2,0,0,0,3,-1.0,1.0,7,2,1,0,1,1,754,-1
1,21,2,3,0,0,0,1,-1.0,1.0,3,4,2,0,6,2,241,0
1,36,0,0,2,0,0,5,-64.0,64.0,3,9,0,0,7,0,911,-1
1,26,0,0,0,0,0,1,-1.0,1.0,8,0,1,0,1,1,935,-1
1,27,0,0,0,0,0,7,-1.0,1.0,3,4,2,0,4,2,1177,0
1,32,0,0,0,0,0,0,-1.0,1.0,3,6,2,0,2,1,969,0
0,24,2,2,0,0,0,0,-3.0,3.0,3,4,2,0,1,1,984,-1
1,54,1,2,0,0,0,0,-1.0,1.0,7,0,1,0,1,1,1160,-1
1,24,2,0,0,0,0,11,-32.0,32.0,3,5,2,0,3,1,224,0
1,24,2,2,0,0,1,1,-23.0,23.0,3,3,1,0,3,1,834,-1
1,38,0,0,2,3,0,16,28.0,88.0,7,8,0,0,5,2,28,0
1,29,0,2,0,0,0,3,-1.0,1.0,3,3,1,0,3,1,68,0
0,23,2,0,0,0,0,2,126.0,0.0,8,7,0,0,5,2,126,0
1,28,0,3,0,0,0,3,-1.0,1.0,8,4,2,0,4,2,1140,-1
1,53,1,5,0,0,0,0,0.0,0.0,7,0,1,0,0,1,941,-1
1,33,0,0,0,0,0,19,-1.0,1.0,3,9,0,0,6,2,825,0
1,26,0,0,0,0,1,5,-472.0,465.0,8,9,0,0,6,2,639,-1
1,55,1,0,0,0,0,5,-1.0,1.0,3,3,1,0,2,1,1181,-1
1,26,0,2,0,0,0,3,-1.0,1.0,3,4,2,0,2,1,144,0
1,39,0,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,950,-1
1,32,0,2,0,0,0,4,-1.0,2.0,3,9,0,0,7,0,46,0
0,33,0,4,0,0,0,5,-1.0,1.0,3,6,2,0,3,1,6,0
0,27,0,0,0,0,0,0,-1.0,1.0,2,1,1,0,1,1,511,-1
1,44,0,3,0,0,0,2,367.0,79.0,3,0,1,0,1,1,361,0
1,30,0,0,0,0,0,0,0.0,1.0,3,0,1,0,0,1,415,-1
1,22,2,2,0,0,0,1,-1.0,1.0,2,2,1,0,4,2,473,0
1,49,1,2,0,0,0,3,-1.0,1.0,2,0,1,0,0,1,733,-1
1,33,0,0,0,0,0,1,-190.0,190.0,3,1,1,0,1,1,686,-1
1,28,0,2,0,0,0,2,-1.0,1.0,3,6,2,0,7,0,933,-1
1,29,0,2,0,0,0,0,-1.0,1.0,9,6,2,0,4,2,858,0
1,20,2,0,0,0,0,0,-1.0,1.0,3,8,0,0,6,2,66,0
1,50,1,5,0,0,0,3,-288.0,288.0,1,0,1,0,0,1,724,-1
1,30,0,0,0,0,0,9,-1.0,1.0,3,2,1,0,1,1,866,0
1,36,0,0,1,0,0,26,-1.0,1.0,2,7,0,0,3,1,142,0
1,23,2,0,1,1,2,4,-1.0,1.0,2,9,0,0,9,0,1145,-1
1,36,0,0,2,0,0,5,-64.0,64.0,3,9,0,0,7,0,510,-1
1,27,0,2,0,0,0,0,0.0,0.0,7,4,2,0,3,1,1181,-1
1,28,0,2,0,0,0,3,-62.0,62.0,7,4,2,0,1,1,469,0
0,36,0,0,0,0,0,1,0.0,1.0,7,4,2,0,0,1,770,-1
1,20,2,0,0,1,0,1,-1.0,1.0,3,9,0,0,8,0,733,-1
1,21,2,0,0,0,0,1,0.0,0.0,3,9,0,0,8,0,179,0
1,27,0,0,0,0,0,3,-1.0,1.0,3,8,0,0,4,2,360,0
0,38,0,0,0,0,0,14,-1.0,1.0,3,9,0,0,2,1,29,0
1,30,0,2,0,0,0,19,57.0,69.0,3,9,0,0,2,1,225,0
1,30,0,0,0,0,0,4,-1.0,1.0,7,7,0,0,7,0,407,0
1,21,2,0,0,0,0,2,-1.0,1.0,9,7,0,0,7,0,765,0
0,37,0,3,0,0,0,1,-1.0,1.0,3,2,1,0,0,1,788,-1
0,25,0,0,0,0,0,1,-1.0,1.0,7,2,1,0,2,1,496,0
0,29,0,3,0,0,0,0,-1.0,1.0,2,3,1,0,1,1,743,0
1,31,0,3,1,0,0,7,-1.0,1.0,8,8,0,0,4,2,538,0
0,20,2,2,0,0,0,0,-2.0,2.0,3,2,1,0,5,2,776,0
0,31,0,2,0,0,0,3,468.0,146.0,3,6,2,0,3,1,468,0
0,56,1,2,0,0,0,1,-60.0,60.0,3,1,1,0,0,1,226,0
1,51,1,0,0,0,0,2,-1.0,1.0,3,2,1,0,0,1,86,-1
1,35,0,2,0,0,0,2,-1.0,1.0,3,1,1,0,0,1,629,0
1,45,1,2,0,0,0,1,-1.0,1.0,3,0,1,0,0,1,654,-1
1,22,2,2,0,1,1,3,0.0,1.0,7,3,1,0,4,2,610,0
1,33,0,0,0,0,0,3,-1.0,1.0,3,4,2,0,1,1,451,0
1,26,0,0,0,1,0,10,-1.0,1.0,3,9,0,0,9,0,1041,0
1,28,0,0,0,0,0,0,0.0,1.0,2,4,2,0,2,1,895,-1
1,28,0,0,0,0,0,5,-1.0,1.0,3,4,2,0,2,1,750,0
1,26,0,3,0,0,0,5,0.0,1.0,3,8,0,0,8,0,1146,0
1,41,0,1,0,0,0,2,-1.0,1.0,3,7,0,0,1,1,282,0
1,39,0,0,0,0,0,2,14.0,37.0,8,3,1,0,7,0,14,-1
1,32,0,0,0,0,0,13,-1.0,1.0,7,8,0,0,7,0,403,0
1,46,1,3,0,0,0,0,0.0,1.0,7,1,1,0,1,1,641,-1
1,28,0,2,0,0,0,0,-1.0,1.0,3,5,2,0,6,2,536,0
0,53,1,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,844,-1
0,50,1,2,0,0,0,3,55.0,73.0,3,4,2,0,0,1,55,0
0,65,1,2,0,0,0,1,-11.0,11.0,3,0,1,0,0,1,907,-1
1,21,2,2,0,0,0,0,-1.0,1.0,3,6,2,0,6,2,805,0
1,37,0,0,0,0,0,23,-1.0,1.0,3,8,0,0,3,1,151,0
1,33,0,0,4,0,0,12,-1.0,1.0,2,9,0,0,6,2,348,0
0,24,2,2,0,0,0,0,0.0,0.0,7,2,1,0,2,1,793,-1
1,23,2,0,0,0,0,0,0.0,1.0,3,6,2,0,4,2,1146,-1
1,42,0,0,1,0,0,7,0.0,0.0,3,8,0,0,6,2,433,0
1,42,0,0,1,0,1,13,-1.0,1.0,8,7,0,0,5,2,186,0
1,29,0,2,0,0,0,1,-24.0,24.0,3,1,1,0,1,1,1033,0
0,56,1,2,0,0,0,4,0.0,0.0,3,0,1,0,0,1,740,-1
0,21,2,2,0,0,0,0,-1.0,1.0,2,5,2,0,6,2,948,-1
1,47,1,2,0,0,0,2,-7.0,7.0,3,3,1,0,0,1,189,-1
1,29,0,0,0,1,1,4,-1.0,1.0,3,3,1,0,2,1,620,0
1,30,0,2,0,0,0,1,-40.0,40.0,3,1,1,0,1,1,511,-1
1,47,1,0,0,0,0,1,-5.0,5.0,3,0,1,0,0,1,504,-1
1,22,2,0,0,0,1,0,0.0,0.0,7,8,0,0,6,2,733,0
1,24,2,0,0,0,0,0,-1.0,1.0,7,7,0,0,7,0,556,0
0,41,0,2,0,0,0,9,2.0,5.0,8,3,1,0,0,1,102,0
1,22,2,0,0,0,0,11,-1.0,1.0,3,7,0,0,5,2,367,-1
1,27,0,0,0,0,0,1,-3.0,3.0,3,1,1,0,2,1,590,-1
1,23,2,3,0,0,0,0,-1.0,1.0,7,6,2,0,7,0,1129,-1
1,30,0,0,0,0,0,2,-188.0,1.0,7,5,2,0,3,1,723,-1
1,30,0,2,0,0,0,2,-37.0,36.0,7,7,0,0,1,1,770,0
1,45,1,0,0,0,0,0,-1.0,1.0,8,0,1,0,0,1,1068,-1
1,31,0,2,0,0,0,3,-37.0,37.0,7,4,2,0,6,2,842,-1
1,67,1,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,529,-1
1,34,0,2,0,0,0,1,-2.0,2.0,3,4,2,0,1,1,945,-1
0,37,0,5,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,13,0
1,24,2,2,0,1,1,3,0.0,0.0,3,7,0,0,4,2,870,0
1,20,2,0,0,0,0,0,0.0,0.0,3,6,2,0,7,0,506,0
1,33,0,0,0,0,0,3,-1.0,1.0,7,5,2,0,3,1,243,0
1,37,0,0,0,0,0,0,-1.0,1.0,3,8,0,0,2,1,825,-1
1,57,1,2,0,0,0,0,0.0,0.0,7,1,1,0,1,1,909,-1
1,22,2,0,0,0,0,0,304.0,1.0,3,2,1,0,4,2,930,-1
1,21,2,0,0,0,0,1,0.0,0.0,3,9,0,0,8,0,321,0
1,32,0,0,0,0,0,3,-1.0,1.0,3,5,2,0,2,1,707,-1
1,36,0,0,0,0,0,16,0.0,0.0,3,4,2,0,2,1,629,0
0,24,2,0,0,0,0,1,-1.0,1.0,2,8,0,0,4,2,671,-1
1,29,0,0,0,0,0,4,-1.0,1.0,3,2,1,0,2,1,720,-1
0,31,0,2,0,0,0,1,-1.0,1.0,7,4,2,0,3,1,634,0
1,39,0,5,0,1,0,4,-30.0,31.0,3,1,1,0,0,1,296,0
0,30,0,2,0,0,0,7,-18.0,17.0,7,6,2,0,2,1,885,-1
1,25,0,2,0,0,0,5,-1.0,1.0,3,3,1,0,4,2,165,0
1,33,0,0,0,0,0,5,0.0,1.0,8,7,0,0,5,2,443,0
1,27,0,0,1,0,0,2,165.0,73.0,2,3,1,0,4,2,165,0
1,55,1,0,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,910,-1
1,22,2,2,0,0,0,2,112.0,127.0,3,4,2,0,5,2,112,-1
1,42,0,0,0,0,0,1,-17.0,17.0,7,1,1,0,1,1,470,0
1,21,2,0,0,0,1,0,0.0,1.0,3,7,0,0,6,2,799,0
1,30,0,3,0,0,0,1,-1.0,1.0,7,1,1,0,0,1,673,-1
1,22,2,0,0,0,0,0,-1.0,1.0,3,6,2,0,5,2,6,0
1,26,0,2,0,0,0,7,0.0,1.0,3,7,0,0,3,1,439,0
1,28,0,0,0,0,0,0,-2.0,3.0,8,6,2,0,6,2,878,0
1,24,2,0,0,0,0,3,-1.0,1.0,7,2,1,0,3,1,89,-1
1,55,1,3,0,0,0,6,-1.0,0.0,3,2,1,0,0,1,485,-1
0,29,0,3,0,0,0,2,-57.0,58.0,7,2,1,0,1,1,534,-1
1,54,1,0,0,0,0,5,-1.0,1.0,3,5,2,0,2,1,657,-1
1,23,2,0,0,0,0,2,-1.0,1.0,3,7,0,0,8,0,415,0
0,49,1,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,715,-1
1,66,1,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,1133,-1
1,42,0,0,0,0,0,3,-1.0,1.0,3,1,1,0,1,1,1052,-1
1,26,0,0,0,0,0,6,0.0,0.0,8,7,0,0,5,2,465,-1
1,21,2,3,0,0,2,1,-8.0,8.0,3,8,0,0,7,0,938,-1
1,35,0,0,0,0,0,10,-232.0,1.0,8,3,1,0,4,2,540,0
0,36,0,0,0,0,0,0,0.0,1.0,8,1,1,0,0,1,176,-1
1,27,0,2,0,0,0,0,-1.0,1.0,3,2,1,0,3,1,1177,-1
1,25,0,2,0,0,0,7,-4.0,4.0,8,4,2,0,4,2,51,0
1,21,2,5,0,0,0,0,-1.0,1.0,8,5,2,0,6,2,1053,-1
1,39,0,3,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,653,-1
1,31,0,2,0,0,0,9,0.0,0.0,7,7,0,0,1,1,776,0
0,37,0,2,0,0,0,0,-1.0,1.0,8,2,1,0,0,1,875,-1
1,53,1,5,0,0,0,1,733.0,92.0,3,4,2,0,1,1,1120,-1
1,32,0,2,1,0,0,11,149.0,127.0,3,9,0,0,9,0,1121,0
0,22,2,2,0,0,0,2,-22.0,22.0,7,4,2,0,4,2,836,-1
0,42,0,2,0,0,0,0,-3.0,3.0,3,1,1,0,0,1,1039,-1
1,20,2,0,1,0,0,1,27.0,268.0,3,7,0,0,5,2,238,0
1,57,1,2,0,0,0,1,0.0,0.0,7,3,1,0,0,1,684,-1
1,22,2,0,0,0,0,2,-1.0,1.0,7,8,0,0,7,0,541,0
1,31,0,2,0,0,0,5,-1.0,1.0,3,2,1,0,1,1,164,0
1,28,0,0,0,0,0,4,0.0,1.0,6,5,2,0,4,2,760,0
1,28,0,2,0,0,0,0,-1.0,1.0,3,2,1,0,1,1,1072,-1
1,36,0,2,0,0,0,1,0.0,0.0,7,0,1,0,0,1,604,-1
1,48,1,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,696,-1
1,41,0,0,0,0,1,7,0.0,1.0,7,6,2,0,2,1,571,0
1,24,2,3,0,0,0,2,0.0,1.0,3,7,0,0,5,2,833,0
1,61,1,0,0,0,0,8,-22.0,22.0,3,1,1,0,0,1,1010,0
1,22,2,0,0,0,0,0,-1.0,1.0,7,4,2,0,6,2,1166,0
0,53,1,3,0,0,0,0,-2.0,3.0,3,0,1,0,0,1,532,-1
1,40,0,0,0,0,0,4,442.0,1297.0,3,7,0,0,5,2,1151,-1
1,65,1,2,0,0,0,3,-1.0,1.0,2,1,1,0,1,1,970,-1
1,30,0,3,0,0,0,1,-9.0,9.0,7,1,1,0,1,1,662,-1
1,27,0,0,0,0,0,8,-1.0,1.0,3,4,2,0,5,2,44,0
1,29,0,0,0,0,0,3,-1.0,1.0,7,2,1,0,1,1,334,-1
1,19,2,3,0,0,0,1,-18.0,18.0,3,2,1,0,5,2,658,-1
1,65,1,2,0,0,0,2,-84.0,60.0,7,0,1,0,0,1,991,-1
1,46,1,0,1,0,1,9,-1.0,1.0,3,8,0,0,6,2,1180,0
0,29,0,2,0,0,0,6,-2.0,2.0,3,6,2,0,1,1,171,0
1,25,0,2,0,0,0,1,-1.0,1.0,3,1,1,0,1,1,154,-1
1,56,1,2,0,0,0,7,-38.0,38.0,3,4,2,0,0,1,735,-1
1,31,0,2,0,0,0,5,-132.0,130.0,8,1,1,0,0,1,514,-1
1,26,0,2,0,0,0,4,-1.0,1.0,3,6,2,0,2,1,974,0
1,27,0,0,0,0,0,9,-1.0,1.0,2,6,2,0,4,2,344,0
1,20,2,0,0,0,0,1,-1.0,1.0,7,3,1,0,6,2,653,0
1,27,0,2,0,0,0,0,0.0,0.0,7,0,1,0,1,1,657,-1
0,23,2,2,0,0,0,1,-1.0,1.0,7,2,1,0,3,1,507,-1
0,26,0,0,0,1,0,5,-1.0,1.0,7,4,2,0,2,1,122,-1
1,48,1,2,1,0,0,23,-1.0,1.0,3,7,0,0,4,2,687,0
1,21,2,0,0,0,0,1,-1.0,2.0,7,4,2,0,6,2,760,-1
1,48,1,2,0,0,0,3,-7.0,7.0,3,3,1,0,0,1,1001,-1
1,56,1,2,0,0,0,1,-1.0,1.0,7,0,1,0,0,1,697,-1
1,40,0,0,2,0,0,23,30.0,54.0,7,5,2,0,7,0,30,0
1,45,1,2,0,0,0,10,-1.0,1.0,3,4,2,0,6,2,759,-1
1,42,0,2,0,0,0,0,0.0,1.0,7,0,1,0,0,1,737,-1
1,53,1,2,0,0,0,3,0.0,0.0,3,0,1,0,0,1,558,-1
0,24,2,0,0,0,0,1,279.0,35.0,3,2,1,0,3,1,1157,0
1,58,1,0,0,0,0,24,0.0,0.0,3,5,2,0,0,1,862,0
1,29,0,0,0,0,0,0,-1.0,1.0,7,2,1,0,4,2,781,-1
1,52,1,3,0,0,0,3,-1.0,1.0,3,3,1,0,2,1,809,-1
1,28,0,0,0,0,0,2,-1.0,1.0,3,1,1,0,2,1,170,0
1,50,1,0,0,0,0,2,-28.0,6.0,10,4,2,0,0,1,113,0
1,26,0,0,0,0,0,10,-1.0,1.0,3,7,0,0,6,2,258,0
1,31,0,0,0,0,0,1,-1.0,1.0,8,1,1,0,2,1,1170,0
1,50,1,0,0,0,2,24,0.0,1.0,8,7,0,0,7,0,892,0
1,30,0,5,0,0,0,2,-1.0,1.0,2,0,1,0,1,1,1154,-1
1,29,0,0,0,0,0,0,-1.0,1.0,7,4,2,0,2,1,1119,-1
1,30,0,0,0,0,0,15,210.0,248.0,2,8,0,0,3,1,426,0
1,21,2,0,0,0,0,1,-15.0,15.0,2,6,2,0,7,0,610,0
1,35,0,3,0,0,0,5,0.0,0.0,3,6,2,0,4,2,759,0
0,37,0,2,0,0,0,0,-1.0,1.0,3,2,1,0,0,1,68,-1
1,24,2,0,0,0,0,0,-1.0,1.0,7,2,1,0,3,1,789,-1
1,33,0,0,0,0,0,6,-1.0,1.0,3,5,2,0,1,1,1138,-1
1,26,0,2,0,0,0,0,0.0,0.0,2,1,1,0,2,1,959,0
0,50,1,2,0,0,0,3,55.0,73.0,3,4,2,0,0,1,1116,0
1,35,0,0,0,0,0,1,0.0,0.0,8,3,1,0,2,1,241,-1
1,50,1,0,0,0,0,2,-28.0,6.0,10,4,2,0,0,1,1123,0
1,41,0,2,0,0,0,2,-3.0,3.0,8,0,1,0,0,1,1033,-1
1,27,0,0,0,0,0,7,-1.0,1.0,3,8,0,0,7,0,212,0
1,27,0,0,0,0,0,9,-1.0,1.0,3,6,2,0,5,2,425,0
1,61,1,2,0,0,0,0,0.0,0.0,7,0,1,0,0,1,1127,-1
1,33,0,3,0,0,0,8,-165.0,165.0,3,8,0,0,3,1,246,0
1,27,0,2,0,0,0,5,-1.0,1.0,3,5,2,0,5,2,211,0
0,33,0,2,0,0,0,0,0.0,1.0,7,0,1,0,0,1,491,-1
0,31,0,0,0,0,0,0,0.0,1.0,7,0,1,0,0,1,791,-1
1,26,0,0,1,1,0,18,-1.0,1.0,3,9,0,0,6,2,754,0
1,25,0,2,0,0,0,7,-1.0,1.0,6,9,0,0,7,0,1177,0
0,33,0,2,0,0,0,0,-2.0,2.0,8,0,1,0,0,1,927,-1
1,39,0,2,0,0,0,9,-1.0,1.0,3,4,2,0,2,1,112,0
1,26,0,0,0,0,0,1,-1.0,1.0,7,5,2,0,4,2,1124,0
