V1,V6,V10,V12,V13,V14,V15,target
30,697.0,10,179.0,3,102.0,2,2
31,0.0,13,160.0,1,-1.0,0,2
33,3444.0,21,144.0,1,91.0,4,2
29,-228.0,9,279.0,1,-1.0,0,1
30,720.0,15,1265.0,4,210.0,4,2
46,3308.0,27,171.0,1,91.0,2,2
39,116.0,26,182.0,3,-1.0,0,1
50,1501.0,21,946.0,4,-1.0,0,2
21,614.0,13,243.0,3,-1.0,0,1
42,527.0,20,112.0,1,-1.0,0,2
50,1688.0,29,156.0,2,-1.0,0,1
43,-41.0,20,8.0,3,-1.0,0,1
43,0.0,29,73.0,4,-1.0,0,1
30,0.0,14,95.0,2,-1.0,0,1
32,555.0,9,344.0,1,-1.0,0,2
31,640.0,14,411.0,2,-1.0,0,1
61,3140.0,6,975.0,4,98.0,1,2
36,376.0,16,173.0,1,-1.0,0,2
41,1583.0,9,662.0,1,-1.0,0,2
50,-79.0,7,70.0,1,-1.0,0,1
34,0.0,5,231.0,2,2.0,3,2
36,125.0,15,676.0,3,-1.0,0,2
32,1005.0,12,215.0,1,-1.0,0,1
48,1567.0,20,77.0,3,-1.0,0,1
53,849.0,6,3102.0,3,-1.0,0,2
64,3951.0,29,164.0,1,-1.0,0,2
57,168.0,7,342.0,1,-1.0,0,2
56,317.0,7,112.0,7,-1.0,0,1
51,606.0,28,560.0,9,-1.0,0,2
37,0.0,28,62.0,8,-1.0,0,1
46,1139.0,31,466.0,4,-1.0,0,1
42,849.0,8,667.0,1,321.0,1,2
26,2803.0,3,11.0,7,-1.0,0,1
42,2124.0,15,161.0,3,-1.0,0,1
36,565.0,27,300.0,1,-1.0,0,2
56,-762.0,11,348.0,2,-1.0,0,1
43,693.0,5,124.0,3,-1.0,0,1
38,2467.0,2,192.0,1,-1.0,0,2
39,0.0,13,1975.0,5,-1.0,0,2
26,1327.0,30,171.0,4,-1.0,0,1
32,3651.0,20,142.0,3,-1.0,0,1
47,973.0,27,489.0,1,479.0,1,2
42,4.0,8,579.0,2,295.0,1,2
34,409.0,20,104.0,4,-1.0,0,1
53,925.0,25,930.0,3,-1.0,0,2
51,0.0,25,946.0,3,-1.0,0,2
27,213.0,27,378.0,1,-1.0,0,2
26,620.0,17,104.0,1,-1.0,0,2
39,1363.0,21,294.0,3,-1.0,0,1
43,-1.0,30,605.0,2,-1.0,0,1
59,106.0,22,186.0,1,-1.0,0,2
57,297.0,5,633.0,1,-1.0,0,1
34,383.0,13,2231.0,1,-1.0,0,2
46,294.0,17,228.0,1,-1.0,0,1
28,0.0,14,17.0,24,-1.0,0,1
50,388.0,11,203.0,2,-1.0,0,2
31,-720.0,17,638.0,16,-1.0,0,1
40,84.0,28,715.0,8,-1.0,0,1
37,122.0,19,1622.0,2,-1.0,0,2
52,2230.0,29,423.0,3,-1.0,0,2
24,94.0,12,166.0,2,-1.0,0,1
24,4500.0,11,733.0,2,-1.0,0,2
43,0.0,17,110.0,1,-1.0,0,1
39,9143.0,29,851.0,2,-1.0,0,1
53,218.0,12,27.0,6,344.0,12,1
23,431.0,13,496.0,2,-1.0,0,2
29,-150.0,6,328.0,1,-1.0,0,1
33,-923.0,31,237.0,9,-1.0,0,1
58,5188.0,25,606.0,6,-1.0,0,2
35,71.0,15,651.0,1,-1.0,0,2
26,380.0,13,260.0,3,-1.0,0,1
51,-28.0,2,220.0,2,-1.0,0,1
40,1308.0,3,1776.0,2,-1.0,0,2
43,11115.0,23,291.0,1,182.0,3,2
47,0.0,21,591.0,1,10.0,1,2
52,3469.0,20,653.0,1,-1.0,0,2
37,597.0,2,395.0,1,-1.0,0,2
50,161.0,18,642.0,1,-1.0,0,1
53,-309.0,21,343.0,2,428.0,2,2
57,1044.0,11,585.0,1,192.0,2,2
71,0.0,26,771.0,1,171.0,1,2
35,978.0,29,660.0,2,182.0,6,2
34,3301.0,17,485.0,2,227.0,4,2
34,673.0,20,120.0,1,-1.0,0,1
53,1624.0,6,107.0,1,98.0,6,2
39,263.0,29,160.0,1,199.0,6,1
29,6567.0,15,792.0,2,298.0,1,2
33,2240.0,8,264.0,2,278.0,1,2
36,254.0,6,161.0,3,-1.0,0,1
34,176.0,18,61.0,4,-1.0,0,1
60,1262.0,13,1015.0,1,-1.0,0,2
60,259.0,6,396.0,1,386.0,2,2
60,60.0,5,219.0,1,-1.0,0,1
38,1373.0,22,119.0,4,-1.0,0,1
48,74.0,6,315.0,1,-1.0,0,1
52,955.0,3,153.0,1,48.0,3,2
28,1579.0,13,163.0,1,91.0,3,2
29,2.0,21,379.0,5,-1.0,0,2
47,-346.0,3,137.0,2,253.0,2,1
28,3290.0,5,201.0,2,-1.0,0,2
59,284.0,4,265.0,2,-1.0,0,1
28,36.0,14,158.0,3,-1.0,0,1
43,78.0,15,80.0,1,-1.0,0,1
70,275.0,15,82.0,1,-1.0,0,2
33,21.0,2,202.0,2,-1.0,0,1
31,355.0,12,609.0,1,-1.0,0,2
31,190.0,30,514.0,1,-1.0,0,2
37,141.0,6,848.0,1,364.0,3,2
24,1809.0,11,165.0,1,95.0,2,2
33,404.0,7,139.0,1,-1.0,0,1
40,1750.0,5,197.0,1,-1.0,0,1
48,156.0,4,291.0,1,-1.0,0,2
58,1384.0,27,342.0,1,-1.0,0,2
63,1490.0,8,506.0,1,-1.0,0,2
50,1687.0,19,205.0,5,-1.0,0,1
32,1504.0,17,131.0,2,-1.0,0,1
65,2331.0,11,425.0,1,183.0,2,2
28,246.0,14,162.0,4,-1.0,0,1
59,1978.0,20,928.0,1,-1.0,0,1
41,-277.0,12,431.0,1,-1.0,0,1
33,0.0,28,233.0,2,-1.0,0,1
30,7032.0,17,102.0,1,-1.0,0,1
42,-1129.0,2,555.0,5,-1.0,0,2
39,366.0,28,551.0,5,-1.0,0,1
35,3544.0,8,380.0,1,-1.0,0,2
50,1227.0,29,380.0,2,-1.0,0,1
29,502.0,8,968.0,1,87.0,5,2
51,895.0,23,638.0,2,-1.0,0,2
34,1974.0,22,355.0,1,342.0,3,2
33,990.0,24,1491.0,2,-1.0,0,2
68,2027.0,15,619.0,2,92.0,2,2
44,0.0,20,156.0,2,-1.0,0,1
45,781.0,17,652.0,2,126.0,2,2
54,0.0,30,255.0,2,-1.0,0,1
31,71.0,17,740.0,2,-1.0,0,1
37,2084.0,21,137.0,2,-1.0,0,1
30,270.0,30,437.0,1,80.0,1,2
25,1857.0,12,187.0,1,91.0,12,2
31,181.0,13,239.0,2,93.0,2,2
39,1222.0,23,451.0,4,-1.0,0,1
52,5275.0,22,1029.0,3,-1.0,0,1
33,99.0,31,192.0,3,-1.0,0,1
31,2016.0,30,209.0,1,-1.0,0,2
25,5.0,29,138.0,1,-1.0,0,1
29,22008.0,28,139.0,2,-1.0,0,1
30,5561.0,19,511.0,1,-1.0,0,2
43,132.0,27,187.0,2,71.0,1,2
51,4497.0,15,276.0,3,-1.0,0,1
47,3696.0,12,250.0,2,181.0,4,2
46,568.0,28,51.0,4,-1.0,0,1
55,312.0,6,13.0,8,9.0,3,1
35,1256.0,20,26.0,29,-1.0,0,1
32,69.0,7,95.0,1,357.0,3,1
58,4198.0,11,309.0,5,-1.0,0,1
28,375.0,14,43.0,1,350.0,1,1
30,944.0,29,251.0,2,-1.0,0,2
60,294.0,18,104.0,5,198.0,4,1
53,207.0,4,212.0,1,-1.0,0,1
42,145.0,30,27.0,3,-1.0,0,1
35,556.0,13,214.0,1,-1.0,0,1
38,1230.0,6,266.0,2,-1.0,0,1
39,11887.0,18,1181.0,2,-1.0,0,2
55,255.0,22,114.0,1,-1.0,0,1
39,12.0,15,500.0,2,352.0,2,1
54,8295.0,2,849.0,2,119.0,1,2
34,557.0,17,224.0,1,-1.0,0,2
50,82.0,5,456.0,1,-1.0,0,2
35,1279.0,16,114.0,5,-1.0,0,1
26,3415.0,8,209.0,1,-1.0,0,2
72,0.0,13,99.0,1,-1.0,0,2
35,548.0,18,457.0,11,-1.0,0,1
54,309.0,20,241.0,1,-1.0,0,2
58,1249.0,5,187.0,1,-1.0,0,1
30,526.0,26,677.0,3,-1.0,0,2
34,1228.0,5,263.0,8,-1.0,0,2
43,291.0,9,150.0,2,-1.0,0,1
36,341.0,13,282.0,1,-1.0,0,2
42,323.0,8,280.0,2,-1.0,0,1
59,1939.0,23,172.0,1,-1.0,0,2
37,122.0,25,266.0,2,318.0,3,2
37,1113.0,2,229.0,1,182.0,1,2
41,0.0,30,509.0,2,-1.0,0,2
50,339.0,5,2.0,3,-1.0,0,1
61,50.0,19,216.0,2,-1.0,0,1
30,378.0,14,566.0,2,-1.0,0,2
44,292.0,17,1153.0,4,-1.0,0,2
35,-312.0,29,38.0,3,-1.0,0,1
39,602.0,20,191.0,7,-1.0,0,1
31,1776.0,15,220.0,1,207.0,1,2
31,883.0,5,112.0,2,106.0,1,2
36,2944.0,18,882.0,8,-1.0,0,2
48,295.0,17,123.0,1,164.0,2,1
47,176.0,19,91.0,2,-1.0,0,1
50,892.0,10,189.0,1,-1.0,0,1
22,104.0,17,531.0,1,339.0,1,1
41,456.0,11,734.0,4,-1.0,0,2
36,368.0,6,1597.0,2,-1.0,0,2
33,-103.0,19,149.0,2,175.0,1,1
45,1044.0,3,239.0,8,-1.0,0,1
23,486.0,3,87.0,1,-1.0,0,1
28,41.0,15,885.0,3,352.0,2,2
32,132.0,30,565.0,2,-1.0,0,1
34,259.0,11,316.0,2,-1.0,0,1
35,787.0,20,49.0,1,-1.0,0,1
26,3511.0,30,439.0,2,-1.0,0,2
67,701.0,6,254.0,2,-1.0,0,2
33,432.0,20,588.0,6,-1.0,0,2
34,-294.0,12,163.0,2,-1.0,0,1
44,2367.0,22,263.0,1,184.0,6,2
53,0.0,19,160.0,3,-1.0,0,1
54,0.0,27,565.0,1,-1.0,0,2
31,302.0,3,349.0,1,357.0,3,2
54,8.0,8,116.0,2,-1.0,0,1
28,1109.0,27,89.0,4,310.0,5,1
38,2283.0,14,221.0,3,-1.0,0,1
54,0.0,16,986.0,1,94.0,8,1
29,205.0,4,787.0,1,-1.0,0,2
54,117.0,3,165.0,3,-1.0,0,1
28,390.0,29,845.0,1,232.0,4,2
58,124.0,7,293.0,7,-1.0,0,1
52,955.0,17,301.0,2,134.0,4,2
54,2081.0,15,147.0,1,-1.0,0,1
32,-22.0,20,215.0,2,-1.0,0,1
69,2144.0,29,417.0,1,184.0,4,2
36,844.0,25,129.0,1,-1.0,0,1
25,1116.0,17,68.0,6,-1.0,0,1
53,988.0,20,1408.0,5,-1.0,0,2
36,911.0,25,117.0,2,21.0,3,2
33,2044.0,4,532.0,3,-1.0,0,2
31,1251.0,21,282.0,1,197.0,5,1
58,3161.0,30,542.0,2,-1.0,0,2
30,376.0,21,710.0,1,-1.0,0,2
26,102.0,8,658.0,2,-1.0,0,2
43,774.0,25,101.0,1,421.0,1,2
37,3467.0,9,185.0,2,-1.0,0,1
51,3025.0,7,476.0,1,352.0,1,2
26,941.0,29,1165.0,1,-1.0,0,2
32,-198.0,21,681.0,3,-1.0,0,2
36,109.0,12,200.0,2,370.0,2,1
35,208.0,19,214.0,1,-1.0,0,1
34,1058.0,28,864.0,2,-1.0,0,2
36,0.0,19,537.0,3,-1.0,0,1
34,612.0,25,91.0,1,-1.0,0,1
53,6164.0,17,101.0,1,-1.0,0,1
52,1645.0,28,248.0,1,-1.0,0,1
29,8.0,10,627.0,1,-1.0,0,2
58,999.0,25,188.0,6,-1.0,0,1
33,3446.0,28,83.0,2,-1.0,0,1
28,1584.0,1,222.0,2,-1.0,0,2
37,135.0,12,268.0,3,-1.0,0,1
36,4844.0,9,1137.0,3,-1.0,0,2
32,337.0,15,51.0,3,368.0,1,1
76,4112.0,23,282.0,2,-1.0,0,2
40,0.0,5,181.0,1,-1.0,0,1
25,2022.0,29,276.0,8,97.0,12,2
27,616.0,22,685.0,1,101.0,1,2
60,874.0,8,861.0,3,-1.0,0,1
42,0.0,9,331.0,1,140.0,4,2
32,4665.0,21,860.0,2,-1.0,0,2
44,1944.0,14,222.0,5,-1.0,0,1
38,1116.0,9,80.0,3,-1.0,0,1
26,37.0,6,207.0,1,363.0,2,1
31,1400.0,30,175.0,2,2.0,1,1
42,2869.0,3,440.0,1,-1.0,0,1
33,4.0,18,625.0,2,-1.0,0,2
42,98.0,28,228.0,2,-1.0,0,1
25,3630.0,9,221.0,7,-1.0,0,2
42,206.0,30,695.0,2,-1.0,0,2
36,403.0,4,920.0,1,-1.0,0,2
36,154.0,26,556.0,7,-1.0,0,2
49,1.0,4,1076.0,3,175.0,1,2
34,0.0,20,150.0,1,-1.0,0,1
37,810.0,8,376.0,1,295.0,1,1
30,228.0,13,314.0,2,-1.0,0,2
28,3623.0,10,261.0,1,-1.0,0,2
32,1732.0,14,1871.0,3,-1.0,0,2
75,3881.0,4,136.0,3,-1.0,0,2
48,5366.0,21,248.0,3,-1.0,0,1
41,5037.0,23,252.0,9,185.0,5,2
57,256.0,6,227.0,1,-1.0,0,2
56,0.0,3,996.0,1,-1.0,0,2
62,1495.0,13,896.0,1,57.0,2,2
57,169.0,3,369.0,1,-1.0,0,2
58,226.0,14,306.0,2,-1.0,0,1
34,589.0,1,300.0,1,44.0,3,2
28,-284.0,12,162.0,1,-1.0,0,1
51,541.0,11,663.0,3,-1.0,0,2
33,700.0,9,126.0,1,88.0,1,2
34,-32.0,30,246.0,2,-1.0,0,2
50,-731.0,15,401.0,4,-1.0,0,1
43,1532.0,11,61.0,2,-1.0,0,1
30,10.0,18,658.0,2,-1.0,0,2
33,263.0,21,206.0,3,-1.0,0,1
52,1319.0,30,37.0,2,-1.0,0,1
29,1615.0,28,551.0,1,-1.0,0,1
30,127.0,18,16.0,6,368.0,1,1
38,976.0,14,766.0,3,-1.0,0,2
57,1404.0,18,119.0,7,-1.0,0,1
41,304.0,30,395.0,2,-1.0,0,1
33,55.0,30,526.0,2,87.0,3,2
35,-32.0,9,63.0,4,182.0,5,2
25,2354.0,30,149.0,1,84.0,7,1
49,0.0,17,223.0,1,-1.0,0,2
54,1288.0,28,515.0,3,-1.0,0,1
33,-144.0,30,481.0,3,-1.0,0,2
37,5024.0,25,661.0,4,-1.0,0,2
44,14.0,13,234.0,1,-1.0,0,2
50,57435.0,21,319.0,3,-1.0,0,1
33,1615.0,14,178.0,8,174.0,3,1
54,0.0,6,464.0,5,192.0,8,2
39,2345.0,8,491.0,2,344.0,2,2
39,18508.0,20,1598.0,4,-1.0,0,2
36,3949.0,28,130.0,2,-1.0,0,2
46,2084.0,18,1081.0,2,-1.0,0,2
53,732.0,27,759.0,2,-1.0,0,2
56,616.0,13,293.0,2,105.0,2,2
42,714.0,31,145.0,4,-1.0,0,1
57,395.0,11,125.0,1,-1.0,0,1
45,676.0,30,156.0,4,-1.0,0,1
41,0.0,29,882.0,1,181.0,3,2
40,-21.0,18,68.0,2,368.0,3,1
36,473.0,22,72.0,2,-1.0,0,1
42,7702.0,16,138.0,2,-1.0,0,2
24,3176.0,13,108.0,2,-1.0,0,2
55,196.0,21,81.0,1,-1.0,0,2
30,13774.0,14,380.0,1,-1.0,0,1
48,109.0,20,113.0,4,-1.0,0,1
51,178.0,4,184.0,2,-1.0,0,1
30,4060.0,3,179.0,1,93.0,1,2
57,5305.0,12,192.0,1,-1.0,0,1
41,39.0,21,549.0,2,-1.0,0,2
50,202.0,17,148.0,1,-1.0,0,1
26,1.0,21,6.0,1,-1.0,0,1
33,4401.0,30,439.0,1,-1.0,0,2
46,2199.0,27,146.0,1,-1.0,0,1
34,-374.0,11,672.0,1,-1.0,0,2
37,1.0,6,608.0,1,-1.0,0,2
43,0.0,7,75.0,3,-1.0,0,1
38,439.0,16,50.0,1,-1.0,0,1
30,863.0,16,1193.0,5,-1.0,0,2
47,2597.0,31,52.0,2,-1.0,0,1
39,0.0,3,164.0,2,-1.0,0,1
31,-475.0,12,232.0,3,-1.0,0,1
35,747.0,23,141.0,2,176.0,3,1
40,384.0,28,191.0,2,-1.0,0,1
30,0.0,8,88.0,5,-1.0,0,1
35,2823.0,2,229.0,1,-1.0,0,1
42,323.0,16,617.0,1,-1.0,0,2
35,147.0,5,358.0,1,337.0,3,1
80,997.0,28,151.0,1,91.0,3,2
32,-46.0,18,1373.0,4,-1.0,0,2
58,26.0,12,600.0,4,-1.0,0,1
36,1228.0,4,303.0,3,-1.0,0,2
28,2249.0,18,595.0,2,-1.0,0,1
37,14.0,5,22.0,1,-1.0,0,1
49,5887.0,2,181.0,3,293.0,2,2
43,132.0,19,574.0,1,84.0,3,2
42,13410.0,14,149.0,2,-1.0,0,1
39,34.0,14,377.0,3,-1.0,0,1
50,14.0,26,68.0,1,-1.0,0,1
39,-17.0,28,908.0,1,-1.0,0,2
59,5706.0,25,471.0,2,-1.0,0,1
29,51.0,17,1319.0,5,-1.0,0,2
36,253.0,17,54.0,1,-1.0,0,1
22,1232.0,30,283.0,1,430.0,2,2
18,3.0,25,130.0,2,-1.0,0,2
37,0.0,16,1150.0,1,-1.0,0,1
95,2282.0,21,207.0,17,-1.0,0,2
39,878.0,15,611.0,5,-1.0,0,2
32,540.0,29,750.0,1,-1.0,0,2
34,-200.0,25,248.0,5,-1.0,0,1
31,35.0,13,315.0,2,105.0,1,2
36,2843.0,14,186.0,1,-1.0,0,2
28,3844.0,3,132.0,2,-1.0,0,1
59,41242.0,21,161.0,1,-1.0,0,1
58,3027.0,24,160.0,1,-1.0,0,2
