Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,target
FL,759.0,HSV,MCO,2,715.0,113.0,0
UA,516.0,PHX,SFO,2,1242.0,128.0,1
9E,3671.0,MBS,DTW,2,620.0,53.0,1
FL,1438.0,MCO,MSP,2,695.0,209.0,0
MQ,4006.0,ORD,CHA,2,855.0,95.0,0
DL,2867.0,MEM,DTW,4,1135.0,113.0,0
DL,1782.0,ELP,ATL,6,400.0,175.0,0
EV,5530.0,GTR,ATL,2,667.0,75.0,1
AA,1366.0,DFW,MEM,2,965.0,85.0,0
WN,2451.0,OAK,DEN,1,1130.0,140.0,1
FL,990.0,ATL,PIT,6,1046.0,97.0,0
FL,922.0,ATL,MCI,3,926.0,132.0,0
MQ,3399.0,DFW,LEX,4,790.0,125.0,1
WN,1466.0,CLE,MDW,1,875.0,75.0,1
US,1517.0,DCA,TPA,5,520.0,150.0,0
CO,393.0,MCO,EWR,5,480.0,155.0,0
OO,6451.0,PDX,LAX,4,1105.0,138.0,0
XE,5905.0,ORD,TVC,5,807.0,62.0,1
EV,5168.0,AVL,ATL,7,840.0,74.0,1
9E,4133.0,BHM,MEM,5,685.0,74.0,0
UA,121.0,ORD,IAH,1,925.0,170.0,0
OO,6422.0,ORD,CRW,4,844.0,82.0,0
WN,3255.0,BNA,LAX,2,900.0,285.0,1
MQ,2947.0,FSM,DFW,3,1105.0,65.0,1
AA,2321.0,ORD,DFW,7,700.0,150.0,0
WN,978.0,MDW,SFO,2,790.0,300.0,1
MQ,4360.0,ORD,DTW,1,580.0,85.0,0
CO,793.0,MCO,EWR,3,1105.0,169.0,1
FL,102.0,ATL,DFW,1,986.0,147.0,0
FL,75.0,ATL,FLL,7,1030.0,110.0,0
OO,6611.0,BIS,DEN,5,403.0,107.0,1
EV,5121.0,ATL,OMA,2,1290.0,140.0,1
9E,4171.0,DTW,BGM,5,865.0,83.0,0
WN,1125.0,BOI,SEA,1,1125.0,85.0,1
AS,138.0,ANC,ORD,5,1405.0,345.0,1
OO,6616.0,ASE,DEN,3,954.0,48.0,0
WN,2720.0,BWI,MCI,4,1005.0,175.0,1
B6,325.0,BDL,FLL,4,440.0,197.0,1
FL,461.0,BWI,ATL,5,365.0,126.0,0
XE,2615.0,CRP,IAH,4,1025.0,72.0,0
US,1053.0,PVD,CLT,2,385.0,143.0,0
MQ,3342.0,DFW,CRP,6,735.0,80.0,0
WN,42.0,HOU,DAL,2,990.0,55.0,0
AA,1875.0,DFW,PHX,5,1150.0,160.0,1
WN,214.0,DEN,LAS,2,530.0,120.0,1
CO,1828.0,EWR,DEN,2,540.0,265.0,1
AA,1182.0,LAX,AUS,1,390.0,175.0,0
UA,224.0,IAD,BDL,2,531.0,83.0,0
OO,4732.0,LSE,MSP,3,410.0,60.0,0
US,273.0,PHX,IAH,4,810.0,154.0,0
DL,1213.0,ATL,PNS,1,1138.0,73.0,1
EV,5135.0,ECP,ATL,2,942.0,77.0,0
US,354.0,MSP,PHX,1,1235.0,207.0,0
AA,1415.0,TPA,DFW,6,990.0,170.0,0
US,1528.0,MSY,CLT,5,975.0,111.0,1
B6,459.0,BOS,FLL,1,1185.0,201.0,0
MQ,4303.0,OKC,ORD,5,905.0,130.0,0
9E,4143.0,FWA,DTW,6,345.0,59.0,0
US,740.0,SJU,PHL,1,820.0,244.0,1
DL,1161.0,ATL,SNA,3,1140.0,306.0,0
XE,2417.0,BTV,CLE,7,545.0,120.0,0
DL,1677.0,ORD,ATL,6,912.0,118.0,0
FL,38.0,ATL,MDW,7,791.0,111.0,0
UA,556.0,LAX,SFO,1,692.0,92.0,1
DL,2694.0,ATL,PHL,1,743.0,129.0,1
DL,2501.0,MCO,MEM,1,1050.0,134.0,0
WN,2718.0,SMF,ONT,1,1265.0,75.0,0
B6,7.0,BUF,JFK,6,1018.0,92.0,0
UA,205.0,BOS,IAD,1,425.0,107.0,0
B6,1119.0,BUF,FLL,1,660.0,184.0,0
FL,289.0,ATL,HOU,6,900.0,139.0,0
B6,302.0,FLL,IAD,5,1255.0,140.0,1
OO,4669.0,PDX,SLC,2,1095.0,105.0,1
WN,1175.0,SNA,OAK,2,405.0,105.0,1
OO,6611.0,PHX,DEN,3,837.0,102.0,0
OH,6529.0,DTW,BUF,3,450.0,86.0,0
OO,4853.0,SLC,JAC,1,1005.0,61.0,1
UA,42.0,HNL,DEN,2,1380.0,423.0,0
WN,2141.0,MCO,ISP,6,1160.0,145.0,1
EV,5571.0,ATL,SHV,2,1000.0,118.0,0
WN,894.0,MDW,CLE,5,835.0,70.0,1
EV,7103.0,ORD,CAE,7,1265.0,109.0,0
EV,5475.0,CSG,ATL,7,1038.0,52.0,0
MQ,3231.0,AMA,DFW,2,1140.0,70.0,0
AA,2466.0,SFO,DFW,4,20.0,195.0,0
WN,2579.0,DTW,MDW,6,680.0,70.0,1
DL,1836.0,DTW,BWI,3,945.0,104.0,0
AA,114.0,LAX,EWR,3,495.0,325.0,0
DL,1107.0,SLC,RNO,3,1310.0,95.0,1
WN,756.0,MCI,DAL,3,495.0,95.0,0
DL,2667.0,ATL,SAN,6,1294.0,293.0,0
DL,2501.0,MCO,MEM,7,1050.0,134.0,0
DL,2596.0,SFO,CVG,7,737.0,259.0,1
B6,50.0,FLL,JFK,4,1185.0,165.0,0
CO,817.0,MSY,EWR,2,405.0,175.0,1
XE,2921.0,GRR,IAH,4,380.0,186.0,1
AS,224.0,PDX,SFO,6,480.0,117.0,0
FL,1185.0,TPA,GRR,6,787.0,160.0,0
WN,3763.0,BWI,ALB,7,1080.0,70.0,1
AA,477.0,DFW,ABQ,3,845.0,110.0,0
EV,7077.0,JAX,IAD,6,570.0,110.0,0
9E,4327.0,TPA,RDU,5,730.0,120.0,0
MQ,4631.0,LGA,RDU,5,625.0,110.0,0
HA,118.0,HNL,KOA,5,451.0,42.0,0
OO,4618.0,SLC,BOI,5,1079.0,66.0,1
CO,289.0,DTW,IAH,6,885.0,192.0,1
AA,1970.0,DFW,BNA,2,1090.0,100.0,1
MQ,4095.0,ORD,PIT,4,610.0,85.0,1
XE,2161.0,EWR,PIT,5,1235.0,99.0,0
OO,6296.0,ONT,DEN,4,681.0,137.0,0
EV,5395.0,ATL,PHF,6,845.0,94.0,0
XE,2198.0,IAH,CRW,7,850.0,136.0,0
CO,1719.0,IAH,MTJ,6,705.0,170.0,0
EV,5185.0,SAV,ATL,6,690.0,70.0,0
US,2025.0,BOS,DCA,3,480.0,94.0,0
9E,3805.0,CLE,MEM,7,440.0,145.0,0
MQ,4668.0,ATL,LGA,2,690.0,135.0,0
WN,244.0,MDW,LAX,2,880.0,280.0,1
CO,1834.0,EWR,SEA,6,700.0,353.0,0
WN,1544.0,RNO,LAS,6,670.0,75.0,1
DL,2020.0,LAX,MEM,2,752.0,222.0,1
WN,827.0,ABQ,DEN,3,980.0,80.0,1
CO,1558.0,SNA,IAH,4,715.0,184.0,1
CO,1618.0,EWR,TPA,4,890.0,177.0,0
OO,7806.0,COD,SLC,1,776.0,89.0,0
WN,2038.0,STL,OKC,2,1185.0,95.0,1
WN,1768.0,TUS,ABQ,1,360.0,60.0,0
WN,764.0,PHX,PDX,5,1190.0,175.0,1
WN,2992.0,STL,BNA,7,845.0,60.0,0
DL,1464.0,MSP,DCA,4,445.0,147.0,0
AA,1917.0,JFK,MCO,1,935.0,185.0,0
AA,1593.0,MCO,MIA,6,720.0,65.0,1
US,933.0,CLT,JAX,4,1075.0,73.0,0
XE,3129.0,IAH,STL,4,935.0,118.0,0
CO,1558.0,IAH,DCA,5,1075.0,170.0,1
YV,2966.0,LAS,SFO,5,570.0,95.0,1
YV,2660.0,CLT,IAD,1,1193.0,82.0,0
DL,1039.0,MSY,LAX,1,450.0,263.0,1
WN,3602.0,MDW,PVD,3,595.0,125.0,0
OO,6268.0,XNA,DEN,1,529.0,130.0,1
B6,1107.0,JFK,RDU,7,1065.0,110.0,0
CO,1172.0,EWR,BOS,5,870.0,70.0,0
DL,1126.0,ATL,EGE,4,600.0,224.0,1
OO,3111.0,CAK,MKE,3,640.0,84.0,1
MQ,3929.0,BDL,ORD,4,1105.0,170.0,0
XE,2474.0,IAH,BNA,3,940.0,109.0,1
FL,36.0,ATL,MDW,2,1100.0,115.0,1
WN,534.0,PHX,TUL,3,1005.0,135.0,1
WN,2397.0,MDW,MCI,2,570.0,90.0,0
AA,1213.0,MSP,DFW,3,1135.0,155.0,0
EV,5497.0,OMA,MEM,1,990.0,101.0,0
UA,478.0,SFO,PDX,1,435.0,115.0,0
CO,527.0,SAN,EWR,4,785.0,308.0,1
OO,4742.0,RAP,MSP,7,940.0,94.0,0
9E,4377.0,DTW,SAV,5,605.0,134.0,1
AA,743.0,DFW,LAX,4,995.0,205.0,1
9E,4166.0,CLE,JFK,4,1020.0,120.0,1
OO,4818.0,SLC,DEN,7,585.0,85.0,1
YV,7246.0,CLT,ORD,7,515.0,129.0,1
WN,200.0,PHX,AUS,2,725.0,135.0,1
B6,662.0,MCO,BUF,2,1104.0,149.0,1
OO,6479.0,DEN,PIT,3,620.0,175.0,0
MQ,4271.0,ORD,RDU,4,600.0,120.0,0
MQ,4519.0,DCA,BNA,3,520.0,120.0,0
MQ,4070.0,ORD,BUF,5,965.0,95.0,0
AA,1725.0,IND,DFW,1,1175.0,145.0,1
MQ,3272.0,PIA,DFW,6,455.0,135.0,0
US,855.0,TPA,DCA,1,1095.0,125.0,0
DL,1425.0,ATL,TPA,4,1145.0,94.0,1
OH,6744.0,CMH,DCA,1,660.0,77.0,1
WN,38.0,HOU,DAL,4,930.0,60.0,0
HA,324.0,LIH,HNL,1,1370.0,30.0,0
AA,1919.0,ATL,DFW,3,1000.0,150.0,0
AA,1144.0,ORD,STL,5,995.0,70.0,0
9E,4003.0,BHM,MEM,5,685.0,74.0,0
WN,55.0,DAL,HOU,5,1200.0,60.0,1
YV,2942.0,CLT,RIC,3,865.0,63.0,0
F9,511.0,DEN,SEA,2,1270.0,174.0,1
WN,861.0,MDW,LAX,2,1040.0,275.0,1
CO,359.0,DCA,IAH,4,1055.0,214.0,1
FL,73.0,ATL,FLL,3,770.0,96.0,0
US,408.0,SFO,PHX,7,1035.0,118.0,0
DL,1439.0,DCA,ATL,2,780.0,122.0,0
WN,3491.0,HOU,LIT,4,695.0,70.0,0
EV,7371.0,MEM,SHV,1,565.0,74.0,0
DL,2082.0,ATL,PHF,3,841.0,94.0,0
MQ,4041.0,BMI,ORD,3,995.0,55.0,0
CO,233.0,LGA,IAH,3,1139.0,237.0,1
AA,1678.0,DFW,BWI,3,490.0,165.0,1
WN,1512.0,MSY,TPA,1,945.0,85.0,1
DL,2285.0,BDL,ATL,1,927.0,162.0,1
AS,160.0,ANC,ADK,4,845.0,187.0,0
OO,6589.0,ORD,FSD,2,1255.0,94.0,0
WN,251.0,RNO,PDX,3,1095.0,90.0,1
EV,5436.0,MLU,MEM,4,1030.0,54.0,0
MQ,2743.0,FAY,DFW,4,370.0,195.0,1
AA,280.0,LAX,MIA,4,550.0,285.0,0
OO,6591.0,DEN,DRO,3,1313.0,62.0,1
AA,2069.0,MIA,MSP,6,1150.0,230.0,0
WN,2285.0,BNA,SAT,3,945.0,150.0,1
OO,6339.0,LAX,SAN,7,1040.0,47.0,0
MQ,2838.0,SAV,DFW,5,440.0,180.0,0
DL,2792.0,SAN,ATL,1,829.0,246.0,0
9E,4120.0,ATL,PHF,4,660.0,109.0,0
9E,4232.0,MSP,DLH,7,675.0,57.0,0
DL,1265.0,ATL,MEM,3,1040.0,89.0,0
UA,98.0,LAS,DEN,3,721.0,117.0,1
WN,169.0,MDW,BWI,2,1230.0,105.0,0
US,661.0,SNA,PHX,6,975.0,75.0,0
OO,6470.0,LAX,SLC,1,1211.0,110.0,0
US,1462.0,ATL,CLT,5,835.0,78.0,0
EV,5233.0,BTR,ATL,6,345.0,103.0,0
CO,491.0,MIA,IAH,4,1083.0,177.0,1
AA,1099.0,IND,DFW,4,475.0,150.0,0
DL,1457.0,SLC,SEA,5,840.0,133.0,1
DL,1099.0,BDL,MCO,1,445.0,183.0,0
OH,6552.0,DTW,PHL,1,740.0,107.0,0
US,610.0,SNA,PHX,3,405.0,89.0,0
WN,2017.0,BOS,PHL,4,1090.0,105.0,1
MQ,3661.0,MIA,IND,2,900.0,165.0,1
B6,607.0,PWM,JFK,2,695.0,74.0,0
WN,3771.0,DEN,MDW,4,485.0,135.0,0
WN,1022.0,BOS,BWI,5,745.0,90.0,0
UA,623.0,DCA,ORD,4,931.0,129.0,0
YV,2778.0,PHX,PSP,2,1095.0,92.0,0
AS,503.0,SNA,SEA,4,720.0,173.0,0
AA,421.0,DFW,AUS,7,525.0,60.0,0
WN,1326.0,MHT,MDW,1,390.0,165.0,0
XE,5942.0,ORD,ICT,7,1255.0,116.0,1
YV,1018.0,HNL,OGG,4,1185.0,35.0,1
OO,6828.0,DRO,DEN,5,700.0,61.0,0
AA,555.0,CMH,DFW,6,420.0,180.0,0
FL,542.0,ATL,PHX,7,1250.0,264.0,1
WN,1252.0,MCO,SAT,7,920.0,185.0,1
WN,528.0,LAS,IND,1,610.0,215.0,1
OO,3044.0,PIT,MKE,5,1119.0,91.0,0
AS,860.0,HNL,SEA,1,550.0,340.0,1
US,621.0,PHX,OAK,3,650.0,123.0,0
UA,830.0,SFO,ORD,2,690.0,251.0,0
OO,6291.0,LAX,ELP,5,761.0,111.0,1
EV,5477.0,OMA,MEM,6,990.0,100.0,1
WN,2292.0,OAK,ONT,1,580.0,70.0,1
UA,361.0,LGA,DEN,4,480.0,276.0,1
XE,2159.0,MEM,IAH,2,910.0,110.0,0
AS,606.0,SEA,LAS,5,595.0,149.0,0
XE,2580.0,CLE,MKE,4,520.0,83.0,0
WN,1234.0,OAK,SAN,4,745.0,85.0,1
US,1866.0,ATL,CLT,5,940.0,76.0,0
DL,1216.0,SLC,BOS,4,1030.0,275.0,1
DL,1808.0,DEN,MSP,2,1130.0,116.0,0
UA,576.0,DEN,OKC,1,610.0,97.0,0
OO,4540.0,SLC,MSO,3,585.0,92.0,1
AA,1820.0,IAH,DFW,1,725.0,65.0,1
XE,2545.0,ALB,CLE,1,1020.0,87.0,0
XE,2716.0,CAE,IAH,1,1056.0,169.0,0
9E,4349.0,MEM,ICT,1,825.0,98.0,0
WN,1593.0,BWI,PIT,1,930.0,60.0,1
XE,5986.0,IND,IAD,6,1155.0,95.0,0
WN,3331.0,AUS,LAS,4,1195.0,185.0,1
WN,1265.0,SDF,MDW,2,470.0,75.0,0
UA,99.0,IAD,TPA,6,497.0,146.0,0
EV,5492.0,ATL,GRR,1,1249.0,119.0,1
MQ,4333.0,JFK,PIT,3,895.0,105.0,1
XE,2864.0,ROC,EWR,5,794.0,99.0,1
XE,2824.0,IAH,BHM,4,775.0,93.0,0
EV,5377.0,MLI,ATL,7,735.0,116.0,0
AA,299.0,MIA,LAX,1,490.0,350.0,0
XE,5904.0,OKC,ORD,1,893.0,126.0,0
AA,632.0,LAS,DFW,3,770.0,155.0,1
OO,6409.0,LAX,SBP,3,1161.0,54.0,1
AA,2029.0,LGA,MIA,5,479.0,195.0,0
MQ,3461.0,DFW,GUC,4,605.0,120.0,1
FL,716.0,LGA,CAK,6,655.0,96.0,0
YV,1048.0,LIH,HNL,5,435.0,29.0,0
AS,524.0,SEA,BUR,4,1167.0,147.0,0
WN,860.0,SNA,SMF,1,1090.0,85.0,1
XE,3032.0,IAH,CLT,3,470.0,144.0,0
AA,1599.0,DAY,DFW,5,430.0,175.0,0
US,5.0,PHX,ORD,1,800.0,201.0,1
CO,17.0,EWR,LAX,7,790.0,365.0,1
DL,72.0,ATL,JFK,4,745.0,145.0,0
WN,127.0,FLL,MDW,3,495.0,195.0,0
US,1840.0,CLT,PIT,6,1095.0,89.0,0
UA,531.0,ORD,LAX,3,617.0,284.0,0
DL,1903.0,ATL,LAS,7,810.0,270.0,0
YV,1025.0,HNL,LIH,6,910.0,37.0,0
UA,896.0,ORD,IAD,6,787.0,120.0,0
9E,4128.0,RDU,BDL,1,1140.0,125.0,1
CO,251.0,AUS,EWR,6,605.0,212.0,0
9E,3975.0,DAY,MSP,4,751.0,120.0,0
EV,5568.0,PIT,ATL,5,795.0,125.0,1
WN,1518.0,SNA,SJC,3,515.0,75.0,0
WN,1227.0,DEN,SNA,4,1235.0,155.0,1
WN,1083.0,MDW,MSP,3,420.0,90.0,1
DL,2314.0,ATL,BDL,1,1071.0,145.0,1
MQ,3180.0,SJC,LAX,2,860.0,75.0,0
AA,1467.0,DFW,ELP,1,550.0,105.0,0
US,66.0,LAS,BOS,5,1335.0,292.0,1
WN,947.0,MSY,BNA,1,385.0,85.0,0
B6,464.0,RSW,BOS,4,779.0,178.0,1
FL,936.0,ATL,JAX,4,846.0,67.0,1
OO,6282.0,LAX,IYK,1,665.0,54.0,0
WN,291.0,DAL,SAT,5,545.0,65.0,1
WN,1021.0,HOU,AUS,2,735.0,45.0,1
UA,756.0,SFO,DEN,6,345.0,160.0,1
WN,1580.0,OAK,SAN,4,635.0,85.0,1
XE,2206.0,AMA,IAH,4,659.0,91.0,0
WN,480.0,BOS,BWI,5,430.0,110.0,1
FL,1292.0,GRR,MCO,3,760.0,160.0,0
AS,120.0,ANC,SEA,3,450.0,209.0,1
XE,2544.0,DAL,IAH,1,570.0,65.0,1
XE,2779.0,LIT,IAH,2,1004.0,86.0,0
DL,1865.0,DAY,ATL,4,410.0,110.0,0
9E,4098.0,RDU,JFK,4,420.0,135.0,0
WN,797.0,MDW,TPA,4,875.0,160.0,1
WN,2911.0,MSY,DAL,6,915.0,85.0,1
AA,2225.0,RDU,DFW,2,620.0,190.0,1
B6,177.0,JFK,PHX,1,580.0,340.0,1
US,2040.0,DCA,BOS,3,990.0,91.0,1
WN,2796.0,SAT,PHX,3,775.0,150.0,1
DL,2149.0,DTW,SEA,7,545.0,307.0,0
DL,182.0,SEA,JFK,2,805.0,325.0,0
WN,1511.0,SAN,TUS,6,1070.0,70.0,1
9E,4013.0,CVG,MKE,4,980.0,86.0,0
US,1226.0,EWR,CLT,4,495.0,125.0,0
FL,64.0,ATL,IAD,6,720.0,98.0,0
XE,2339.0,CLE,GRB,7,910.0,83.0,1
WN,48.0,DAL,LIT,3,1160.0,60.0,1
B6,1254.0,IAD,BOS,6,980.0,90.0,0
XE,2619.0,XNA,IAH,5,1067.0,95.0,0
DL,1424.0,ATL,BWI,1,820.0,105.0,1
OO,4598.0,MOT,MSP,4,800.0,90.0,1
XE,2410.0,BTR,IAH,4,405.0,71.0,0
WN,993.0,SAN,TUS,3,1135.0,70.0,1
MQ,3015.0,LAX,SAN,5,715.0,45.0,1
WN,1279.0,HOU,OKC,4,1245.0,80.0,1
US,1214.0,CLT,DTW,2,710.0,117.0,0
OO,6752.0,DEN,ASE,7,1222.0,45.0,0
AA,1790.0,STL,DCA,3,1215.0,105.0,0
XE,2703.0,IAH,MSY,2,1375.0,59.0,0
AA,575.0,MIA,SJU,1,465.0,145.0,0
XE,5895.0,ATW,ORD,4,685.0,60.0,0
MQ,4109.0,DSM,ORD,7,845.0,85.0,1
FL,765.0,PBI,ATL,7,1007.0,107.0,1
WN,1601.0,SNA,LAS,2,530.0,65.0,1
US,1539.0,LGA,CLT,3,390.0,127.0,0
XE,2024.0,IAH,BTR,4,1280.0,61.0,1
WN,1569.0,MCO,STL,1,610.0,155.0,1
US,5.0,ORD,PHL,3,1135.0,119.0,0
UA,205.0,DFW,SFO,7,1197.0,235.0,0
OO,6641.0,DEN,GJT,2,1114.0,53.0,0
EV,5044.0,ATL,CAK,1,505.0,103.0,0
CO,245.0,CLE,IAH,3,770.0,186.0,0
OO,6390.0,SFO,SNA,4,631.0,85.0,0
MQ,2703.0,DFW,MOB,1,565.0,90.0,1
MQ,2866.0,ABI,DFW,1,655.0,50.0,1
DL,1297.0,JFK,ATL,5,360.0,168.0,0
DL,1149.0,LAX,HNL,4,1080.0,369.0,1
WN,2417.0,BWI,RSW,6,905.0,165.0,1
WN,1664.0,PHX,BWI,1,1000.0,250.0,1
AA,1699.0,MCO,ORD,6,690.0,175.0,0
WN,3934.0,MDW,BNA,4,430.0,85.0,0
MQ,4290.0,BNA,ORD,6,660.0,95.0,1
B6,277.0,FLL,SFO,3,1022.0,380.0,1
US,1509.0,CLT,PHX,5,681.0,278.0,1
CO,1174.0,ORD,EWR,4,1100.0,132.0,1
WN,1540.0,LAS,PHX,7,1070.0,65.0,0
DL,2279.0,LGA,FLL,4,895.0,198.0,0
MQ,3357.0,MOB,DFW,2,360.0,115.0,0
FL,477.0,BWI,ATL,5,760.0,125.0,0
WN,2557.0,STL,MDW,1,365.0,65.0,1
OO,4804.0,FAT,SLC,6,780.0,95.0,0
UA,955.0,SFO,SAN,6,985.0,96.0,0
DL,2891.0,SLC,SNA,5,660.0,115.0,1
AA,1358.0,ORD,BOS,2,1340.0,130.0,1
WN,557.0,LAS,ABQ,1,880.0,85.0,1
WN,1380.0,BUF,MCO,5,405.0,170.0,0
UA,462.0,LAX,DEN,7,1193.0,135.0,1
XE,2174.0,IAH,PNS,2,780.0,88.0,1
FL,128.0,TPA,ATL,7,754.0,95.0,0
XE,2638.0,EWR,MHT,1,680.0,67.0,1
US,1011.0,CLT,PBI,7,465.0,110.0,0
DL,1841.0,DTW,TPA,7,425.0,167.0,0
