Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,target
WN,496.0,PDX,DEN,4.0,380.0,145.0,1.0
HA,21.0,SEA,HNL,3.0,560.0,375.0,0.0
OO,6855.0,DEN,LIT,2.0,1170.0,116.0,1.0
AA,1700.0,IAH,MIA,1.0,620.0,140.0,1.0
MQ,3620.0,ORF,MIA,4.0,445.0,155.0,0.0
MQ,4185.0,CLE,ORD,4.0,1190.0,100.0,1.0
9E,4287.0,DTW,BDL,3.0,630.0,108.0,0.0
MQ,3156.0,LAX,SAF,5.0,600.0,120.0,0.0
CO,1507.0,TPA,IAH,4.0,545.0,144.0,0.0
MQ,3731.0,ORD,MSP,7.0,1350.0,85.0,1.0
WN,951.0,MDW,MSP,3.0,520.0,85.0,0.0
WN,2193.0,MCO,RDU,1.0,530.0,95.0,0.0
CO,1450.0,CLE,LGA,1.0,940.0,91.0,0.0
DL,1197.0,LAX,OGG,4.0,525.0,351.0,0.0
OO,4808.0,LAX,SFO,3.0,1094.0,71.0,1.0
DL,2660.0,MEM,LGA,3.0,530.0,159.0,1.0
OO,6279.0,IPL,LAX,2.0,870.0,65.0,1.0
WN,3037.0,TPA,ISP,5.0,490.0,155.0,0.0
DL,1085.0,MSP,ANC,6.0,930.0,357.0,0.0
UA,72.0,HNL,SFO,4.0,469.0,320.0,0.0
DL,2536.0,MCO,BOS,4.0,1125.0,171.0,0.0
EV,5442.0,DCA,BDL,4.0,955.0,80.0,1.0
9E,3848.0,ERI,DTW,1.0,1030.0,75.0,1.0
OO,6526.0,LAX,PHX,2.0,523.0,77.0,0.0
DL,2321.0,DTW,IND,4.0,1050.0,73.0,1.0
XE,3092.0,MCI,EWR,3.0,855.0,165.0,1.0
WN,2265.0,LAS,SAN,4.0,665.0,70.0,1.0
FL,1135.0,TPA,ROC,7.0,1189.0,151.0,1.0
US,2169.0,LGA,DCA,2.0,600.0,77.0,1.0
WN,3101.0,PHL,STL,1.0,560.0,160.0,1.0
AA,2470.0,LAX,DFW,4.0,1140.0,165.0,0.0
CO,289.0,DTW,IAH,6.0,903.0,185.0,0.0
WN,2382.0,SAT,HOU,5.0,410.0,50.0,1.0
CO,1079.0,IAH,SAT,2.0,850.0,59.0,1.0
AA,1876.0,MIA,LGA,7.0,1120.0,175.0,0.0
MQ,2755.0,BMI,DFW,3.0,925.0,135.0,1.0
WN,1934.0,DEN,MSP,6.0,1090.0,120.0,1.0
OO,6444.0,SMX,LAX,1.0,865.0,57.0,1.0
OO,6727.0,MTJ,DEN,4.0,384.0,63.0,0.0
YV,2633.0,CLT,SAV,4.0,1235.0,72.0,0.0
WN,1594.0,RNO,DEN,2.0,795.0,130.0,1.0
WN,3405.0,LAS,ONT,1.0,860.0,55.0,1.0
WN,840.0,LAS,BDL,3.0,565.0,295.0,1.0
AA,1929.0,SFO,LAX,2.0,455.0,90.0,0.0
9E,4356.0,GTR,MEM,5.0,420.0,55.0,0.0
WN,1543.0,BNA,HOU,6.0,505.0,130.0,1.0
XE,2350.0,MKE,IAH,7.0,1046.0,177.0,1.0
9E,3964.0,ALB,JFK,1.0,365.0,90.0,0.0
FL,558.0,ATL,BUF,5.0,610.0,124.0,0.0
OH,6445.0,DTW,ATW,4.0,920.0,87.0,0.0
XE,3092.0,IAH,MCI,1.0,715.0,113.0,0.0
AA,1022.0,MIA,PHL,3.0,885.0,180.0,1.0
WN,46.0,CRP,HOU,2.0,975.0,50.0,0.0
EV,4963.0,CRW,ATL,7.0,405.0,100.0,0.0
HA,16.0,HNL,SAN,7.0,790.0,325.0,0.0
XE,3074.0,EWR,PVD,3.0,515.0,74.0,0.0
OO,6768.0,DEN,JAC,6.0,1138.0,88.0,0.0
B6,967.0,JFK,LAX,7.0,1261.0,374.0,1.0
US,687.0,SFO,PHX,6.0,360.0,111.0,0.0
XE,5914.0,BIS,ORD,1.0,899.0,124.0,0.0
WN,1091.0,DAL,MSY,2.0,1010.0,80.0,1.0
EV,5366.0,SGF,ATL,3.0,360.0,119.0,0.0
WN,913.0,DEN,MDW,7.0,1075.0,135.0,1.0
OO,6583.0,COS,DEN,2.0,541.0,49.0,1.0
DL,123.0,JFK,ATL,3.0,960.0,170.0,1.0
UA,791.0,LAS,DEN,4.0,360.0,121.0,0.0
DL,579.0,JFK,SJU,6.0,1140.0,254.0,0.0
FL,856.0,MCO,ATL,6.0,1201.0,94.0,0.0
XE,2533.0,DTW,EWR,3.0,685.0,104.0,1.0
AA,1646.0,DFW,MIA,5.0,650.0,155.0,1.0
FL,636.0,DAY,BWI,2.0,1047.0,83.0,1.0
US,1715.0,DCA,FLL,5.0,885.0,154.0,1.0
CO,1492.0,IAH,CMH,3.0,1165.0,153.0,0.0
MQ,3716.0,ATL,ORD,4.0,980.0,125.0,0.0
WN,389.0,SAT,HOU,3.0,610.0,50.0,1.0
EV,5009.0,BHM,ATL,1.0,405.0,69.0,0.0
9E,4343.0,FSD,DTW,2.0,360.0,144.0,1.0
9E,4045.0,HPN,ATL,4.0,430.0,175.0,1.0
WN,139.0,SMF,SEA,6.0,515.0,115.0,0.0
CO,1821.0,IAH,SNA,5.0,880.0,230.0,1.0
WN,618.0,PVD,BWI,2.0,430.0,90.0,0.0
MQ,3055.0,LAX,SAN,3.0,540.0,50.0,0.0
WN,782.0,MDW,IAD,4.0,840.0,110.0,1.0
WN,2031.0,SEA,LAS,2.0,700.0,150.0,1.0
CO,1690.0,IAH,MIA,6.0,653.0,146.0,0.0
CO,480.0,LAS,CLE,4.0,677.0,233.0,0.0
XE,2219.0,CLE,TYS,7.0,1000.0,78.0,1.0
9E,4298.0,MEM,GPT,7.0,575.0,82.0,1.0
B6,442.0,TPA,BOS,1.0,360.0,167.0,0.0
MQ,3347.0,SGF,DFW,4.0,780.0,85.0,0.0
DL,2361.0,PHL,ATL,4.0,540.0,145.0,0.0
OO,6645.0,SFO,MOD,3.0,1145.0,36.0,1.0
DL,2321.0,DTW,IND,6.0,1050.0,73.0,1.0
WN,1414.0,SAT,DAL,3.0,505.0,55.0,0.0
AS,189.0,ANC,FAI,1.0,945.0,59.0,1.0
YV,7291.0,IAD,LGA,3.0,425.0,73.0,0.0
CO,1500.0,FLL,EWR,6.0,760.0,178.0,0.0
OH,6651.0,BNA,LGA,4.0,1067.0,133.0,0.0
MQ,3326.0,TYS,DFW,2.0,810.0,155.0,0.0
OO,6519.0,LAX,SJC,7.0,977.0,69.0,0.0
WN,2552.0,PHX,HOU,4.0,465.0,145.0,1.0
US,1583.0,PHL,CLT,3.0,395.0,102.0,1.0
DL,2623.0,MSP,MCO,7.0,785.0,190.0,1.0
MQ,4007.0,ORD,CMH,5.0,940.0,70.0,0.0
WN,266.0,SAN,LAS,7.0,405.0,75.0,0.0
CO,769.0,LAS,EWR,5.0,480.0,290.0,1.0
DL,1547.0,LGA,ATL,6.0,420.0,164.0,0.0
UA,767.0,MSP,ORD,7.0,1080.0,84.0,1.0
B6,1436.0,LGB,SFO,4.0,1060.0,81.0,1.0
AA,39.0,SFO,HNL,2.0,495.0,345.0,1.0
AS,632.0,SEA,PHX,4.0,450.0,170.0,1.0
F9,727.0,DCA,DEN,7.0,825.0,237.0,0.0
WN,931.0,MCI,DEN,1.0,1140.0,115.0,1.0
XE,2431.0,IND,IAH,2.0,665.0,154.0,1.0
AS,6.0,LAX,DCA,6.0,785.0,290.0,0.0
MQ,3930.0,ORD,OMA,7.0,1250.0,95.0,0.0
WN,1755.0,SJC,LAX,7.0,1200.0,70.0,1.0
FL,443.0,FLL,MKE,2.0,693.0,193.0,0.0
OO,7806.0,SLC,COD,2.0,665.0,86.0,1.0
OH,6456.0,LEX,ATL,4.0,935.0,90.0,1.0
B6,1304.0,IAD,JFK,7.0,451.0,73.0,0.0
9E,3808.0,BMI,DTW,6.0,395.0,87.0,0.0
XE,2352.0,OMA,IAH,5.0,647.0,140.0,0.0
UA,552.0,IAD,BOS,7.0,1134.0,96.0,1.0
US,981.0,PHL,DEN,5.0,470.0,264.0,0.0
AA,744.0,DFW,LGA,3.0,1035.0,210.0,1.0
XE,2394.0,EWR,MCI,2.0,965.0,199.0,0.0
OO,6982.0,DEN,PIT,4.0,807.0,175.0,1.0
MQ,3342.0,DFW,CRP,5.0,735.0,80.0,0.0
WN,310.0,HOU,LAS,3.0,1140.0,205.0,1.0
MQ,3967.0,ORD,OMA,3.0,470.0,95.0,1.0
XE,2923.0,CLE,ATL,1.0,920.0,112.0,0.0
AA,1472.0,DFW,ATL,3.0,700.0,125.0,1.0
DL,1163.0,EWR,DTW,4.0,420.0,128.0,0.0
WN,2096.0,SAN,OAK,6.0,1220.0,90.0,1.0
DL,2605.0,MSP,SFO,1.0,1030.0,254.0,1.0
WN,2210.0,MDW,LIT,4.0,1040.0,105.0,1.0
DL,394.0,GRR,DTW,4.0,1030.0,72.0,1.0
F9,770.0,LAS,DEN,2.0,933.0,111.0,0.0
AA,1709.0,LGA,MIA,6.0,1200.0,185.0,0.0
US,948.0,CLT,CLE,5.0,1189.0,97.0,0.0
WN,936.0,MHT,BWI,4.0,665.0,95.0,1.0
UA,181.0,BOS,SFO,4.0,886.0,409.0,1.0
XE,2916.0,IAH,OMA,5.0,545.0,130.0,0.0
OO,7051.0,ACV,SFO,1.0,1081.0,74.0,0.0
MQ,3310.0,DFW,CID,4.0,830.0,120.0,0.0
FL,847.0,ATL,MCO,2.0,1345.0,82.0,0.0
MQ,3362.0,LBB,DFW,5.0,970.0,65.0,1.0
9E,3929.0,AZO,MSP,5.0,445.0,106.0,0.0
9E,3995.0,GRB,MSP,2.0,400.0,75.0,1.0
AS,460.0,SEA,LAX,6.0,600.0,154.0,0.0
OO,6991.0,PDX,SFO,7.0,627.0,112.0,1.0
AS,591.0,PSP,PDX,5.0,745.0,149.0,1.0
F9,115.0,MSP,DEN,4.0,1160.0,126.0,1.0
US,1741.0,DCA,TPA,2.0,905.0,143.0,1.0
WN,2194.0,PDX,DEN,1.0,1160.0,145.0,1.0
WN,30.0,BNA,ECP,5.0,570.0,70.0,1.0
DL,2419.0,MSP,SNA,1.0,1050.0,240.0,1.0
MQ,4059.0,ORD,BMI,1.0,1195.0,50.0,1.0
MQ,3937.0,RST,ORD,1.0,605.0,70.0,1.0
WN,3408.0,LAS,TUS,2.0,1180.0,70.0,1.0
OO,6294.0,DEN,DRO,4.0,964.0,62.0,0.0
B6,749.0,MCO,SJU,5.0,1425.0,154.0,0.0
AA,643.0,MIA,ORD,5.0,455.0,200.0,1.0
MQ,4687.0,RDU,JFK,4.0,700.0,90.0,0.0
WN,1525.0,OAK,SEA,1.0,950.0,125.0,0.0
DL,629.0,DCA,DTW,7.0,760.0,95.0,0.0
UA,625.0,DCA,ORD,7.0,1001.0,132.0,0.0
AA,1685.0,DFW,ELP,2.0,985.0,100.0,0.0
WN,1682.0,RDU,PHL,6.0,820.0,80.0,1.0
XE,5911.0,ORD,PIA,5.0,785.0,49.0,0.0
XE,2500.0,ELP,IAH,2.0,720.0,115.0,0.0
9E,4003.0,BHM,MEM,7.0,685.0,74.0,1.0
EV,5181.0,ATL,MLU,6.0,612.0,110.0,0.0
US,630.0,PHX,PIT,5.0,815.0,229.0,1.0
WN,2451.0,LAX,OAK,6.0,730.0,75.0,1.0
XE,3059.0,IAH,MOB,3.0,460.0,80.0,0.0
CO,1889.0,IAH,SMF,4.0,1080.0,260.0,1.0
AA,1356.0,DFW,IAD,4.0,665.0,165.0,0.0
WN,261.0,ONT,SMF,2.0,680.0,80.0,1.0
WN,337.0,ABQ,MCO,2.0,920.0,200.0,1.0
EV,5106.0,ILM,ATL,6.0,1055.0,96.0,0.0
XE,3079.0,STL,IAH,3.0,1075.0,129.0,0.0
OO,4693.0,FAR,MSP,5.0,1135.0,62.0,1.0
MQ,3369.0,DFW,DSM,3.0,760.0,115.0,0.0
XE,2820.0,HRL,IAH,7.0,780.0,74.0,0.0
EV,7067.0,GSO,IAD,1.0,907.0,67.0,1.0
US,1150.0,PHL,SAN,2.0,455.0,355.0,0.0
AA,1184.0,ORD,EWR,5.0,735.0,145.0,0.0
US,586.0,GEG,PHX,2.0,510.0,158.0,0.0
US,1853.0,PHL,BWI,1.0,1235.0,49.0,1.0
AA,349.0,FLL,DFW,5.0,950.0,195.0,0.0
US,1083.0,DCA,JAX,3.0,850.0,122.0,0.0
MQ,4439.0,LGA,RDU,5.0,510.0,110.0,1.0
9E,3665.0,MSP,BIS,7.0,790.0,80.0,0.0
OO,6628.0,BHM,DEN,6.0,925.0,190.0,1.0
OH,6581.0,RDU,BOS,1.0,420.0,130.0,0.0
AS,321.0,SJC,SEA,1.0,575.0,125.0,1.0
CO,599.0,IAH,DEN,4.0,865.0,155.0,1.0
MQ,3290.0,PNS,DFW,2.0,630.0,125.0,0.0
WN,3337.0,SJC,PDX,4.0,540.0,105.0,1.0
F9,770.0,LAS,DEN,7.0,933.0,111.0,0.0
UA,285.0,IAD,SFO,2.0,518.0,370.0,1.0
OO,6908.0,SFO,RNO,3.0,618.0,55.0,0.0
DL,1493.0,BDL,PBI,3.0,945.0,189.0,1.0
CO,1568.0,IAH,MCI,4.0,1137.0,123.0,0.0
AA,1412.0,MIA,JFK,7.0,1260.0,175.0,0.0
DL,2072.0,ATL,MSP,4.0,960.0,166.0,1.0
UA,745.0,LGA,DEN,5.0,888.0,276.0,0.0
EV,4959.0,TYS,ATL,5.0,1103.0,76.0,0.0
OO,6923.0,SFO,ACV,1.0,1140.0,79.0,1.0
XE,3126.0,LBB,IAH,5.0,460.0,95.0,0.0
US,393.0,LAS,DFW,4.0,515.0,157.0,0.0
CO,92.0,IAH,SFO,5.0,449.0,268.0,1.0
WN,41.0,DAL,HOU,7.0,990.0,65.0,1.0
YV,2868.0,YUM,PHX,1.0,966.0,66.0,0.0
DL,1582.0,SLC,PDX,4.0,1305.0,124.0,1.0
OH,6469.0,ATL,GSO,1.0,645.0,86.0,1.0
9E,3826.0,DTW,PWM,1.0,600.0,116.0,1.0
B6,602.0,JFK,PWM,7.0,750.0,73.0,1.0
DL,2202.0,LAS,ATL,7.0,896.0,232.0,1.0
WN,2959.0,LAS,STL,2.0,1170.0,185.0,1.0
US,1291.0,DFW,CLT,3.0,730.0,144.0,1.0
WN,3232.0,JAX,FLL,1.0,450.0,70.0,0.0
CO,1479.0,IAH,SAT,4.0,1265.0,60.0,1.0
F9,38.0,SEA,DEN,3.0,375.0,154.0,0.0
OO,4777.0,PSC,SLC,1.0,795.0,90.0,1.0
DL,1544.0,SLC,ATL,1.0,585.0,220.0,0.0
WN,2076.0,RNO,MDW,6.0,755.0,230.0,1.0
MQ,3059.0,FAT,LAX,6.0,925.0,65.0,0.0
WN,383.0,PVD,BWI,4.0,625.0,80.0,1.0
AA,549.0,FLL,ORD,3.0,450.0,195.0,0.0
AA,2585.0,BOS,MIA,7.0,495.0,220.0,1.0
B6,139.0,JFK,RSW,5.0,990.0,203.0,0.0
US,484.0,TPA,CLT,3.0,415.0,98.0,0.0
B6,1211.0,BOS,BUF,4.0,520.0,93.0,1.0
9E,3788.0,MSP,BIS,7.0,1050.0,90.0,0.0
XE,2213.0,IAH,XNA,3.0,800.0,88.0,0.0
WN,2027.0,TPA,FLL,1.0,495.0,55.0,1.0
UA,692.0,MSP,ORD,7.0,926.0,87.0,0.0
OH,6384.0,IAH,CVG,2.0,420.0,135.0,0.0
F9,327.0,BOS,MKE,3.0,1055.0,164.0,1.0
DL,1025.0,ATL,CHS,5.0,1065.0,74.0,0.0
MQ,3997.0,FAR,ORD,3.0,720.0,115.0,1.0
WN,886.0,PIT,MDW,7.0,680.0,95.0,0.0
OO,6335.0,SAN,LAX,5.0,998.0,41.0,1.0
WN,1043.0,BWI,BDL,2.0,1060.0,65.0,1.0
DL,1686.0,ATL,LGA,1.0,520.0,150.0,1.0
9E,4047.0,MEM,LBB,3.0,1185.0,129.0,0.0
AA,1053.0,ORD,AUS,3.0,830.0,165.0,1.0
AA,1843.0,ORD,SEA,4.0,530.0,270.0,1.0
CO,340.0,SLC,IAH,5.0,870.0,174.0,1.0
DL,1625.0,ATL,GPT,5.0,560.0,93.0,1.0
WN,3311.0,AUS,DEN,7.0,775.0,140.0,0.0
MQ,3926.0,ORD,SPI,2.0,775.0,50.0,1.0
OO,6300.0,LAX,PDX,2.0,760.0,141.0,1.0
AA,1216.0,SAT,DFW,2.0,500.0,70.0,0.0
UA,687.0,ORD,MSP,1.0,1145.0,94.0,0.0
MQ,3347.0,SGF,DFW,3.0,770.0,85.0,0.0
WN,1217.0,OAK,LAX,4.0,450.0,75.0,0.0
DL,150.0,ATL,IAD,4.0,595.0,110.0,0.0
WN,1665.0,LAX,BNA,5.0,515.0,230.0,0.0
OO,6595.0,SLC,DEN,3.0,520.0,100.0,0.0
WN,339.0,CLE,BNA,1.0,405.0,100.0,1.0
EV,5537.0,ATL,PIT,7.0,895.0,104.0,0.0
UA,638.0,ORD,EWR,3.0,535.0,125.0,0.0
OH,6345.0,MEM,DFW,7.0,816.0,102.0,1.0
FL,355.0,LGA,ATL,7.0,794.0,155.0,0.0
EV,5016.0,SHV,ATL,1.0,606.0,104.0,0.0
DL,1386.0,LGA,BOS,5.0,870.0,66.0,0.0
EV,5105.0,DTW,OMA,4.0,735.0,131.0,0.0
US,2144.0,LGA,BOS,3.0,1260.0,69.0,0.0
UA,517.0,IAD,DEN,7.0,750.0,245.0,0.0
OO,6614.0,DEN,PSC,1.0,756.0,153.0,0.0
OH,6489.0,CVG,DFW,3.0,560.0,158.0,0.0
XE,2612.0,IAH,CVG,5.0,475.0,135.0,1.0
HA,169.0,KOA,OGG,1.0,760.0,31.0,0.0
WN,3836.0,LAX,LAS,5.0,805.0,65.0,1.0
US,545.0,DFW,PHX,5.0,1110.0,161.0,0.0
WN,2384.0,BNA,RDU,4.0,500.0,85.0,1.0
9E,4167.0,ATL,MEM,5.0,645.0,91.0,0.0
MQ,2919.0,DFW,BTR,6.0,620.0,80.0,0.0
US,794.0,MIA,PHL,4.0,975.0,174.0,0.0
WN,2706.0,ELP,AUS,1.0,375.0,85.0,0.0
CO,259.0,DCA,IAH,4.0,740.0,212.0,1.0
DL,1452.0,ATL,CVG,6.0,855.0,85.0,1.0
WN,1128.0,AUS,ELP,7.0,1235.0,100.0,0.0
AA,607.0,BOS,ORD,3.0,1035.0,185.0,1.0
9E,4065.0,DTW,MSN,5.0,750.0,80.0,1.0
WN,1832.0,LAS,SNA,6.0,735.0,65.0,0.0
XE,2418.0,DCA,EWR,4.0,1140.0,82.0,1.0
WN,932.0,BDL,FLL,2.0,455.0,195.0,1.0
XE,5957.0,GRB,ORD,1.0,1098.0,60.0,0.0
US,567.0,PHX,MCO,7.0,599.0,246.0,0.0
XE,5926.0,ORD,CLE,4.0,643.0,70.0,1.0
WN,317.0,PHX,MSY,3.0,880.0,175.0,1.0
B6,586.0,FLL,HPN,3.0,1245.0,167.0,0.0
9E,4149.0,BUF,JFK,5.0,822.0,102.0,1.0
CO,301.0,EWR,FLL,2.0,809.0,179.0,0.0
OO,6406.0,EUG,SFO,1.0,766.0,90.0,1.0
DL,1881.0,ATL,AUS,5.0,1145.0,161.0,0.0
UA,317.0,IAD,RDU,6.0,742.0,73.0,0.0
OH,6332.0,CVG,JAX,3.0,565.0,136.0,0.0
OO,6459.0,DEN,DFW,1.0,974.0,111.0,1.0
F9,376.0,DEN,MKE,2.0,1070.0,133.0,1.0
OO,4827.0,SLC,SAT,4.0,590.0,170.0,0.0
XE,2484.0,EWR,MCI,7.0,692.0,202.0,0.0
WN,1678.0,SJC,ONT,5.0,905.0,70.0,1.0
WN,774.0,PIT,MDW,5.0,1080.0,95.0,1.0
9E,3669.0,MEM,IAH,3.0,560.0,120.0,0.0
FL,812.0,BOS,BWI,1.0,510.0,95.0,0.0
EV,5081.0,ATL,XNA,4.0,665.0,124.0,1.0
OO,4448.0,SLC,GJT,3.0,690.0,65.0,0.0
XE,2383.0,IAH,MSP,1.0,695.0,165.0,0.0
AA,2428.0,DFW,AUS,6.0,900.0,60.0,1.0
US,1532.0,SEA,CLT,3.0,1340.0,280.0,0.0
WN,881.0,RNO,SJC,5.0,1100.0,60.0,1.0
FL,927.0,MCI,ATL,4.0,649.0,116.0,1.0
CO,394.0,LAX,IAH,7.0,700.0,190.0,1.0
DL,2108.0,DEN,MSP,3.0,802.0,115.0,0.0
XE,2129.0,PHL,CLE,5.0,567.0,90.0,1.0
UA,663.0,DCA,DEN,5.0,502.0,254.0,0.0
DL,1945.0,DCA,DTW,1.0,903.0,99.0,1.0
DL,519.0,DEN,MSP,3.0,375.0,129.0,0.0
WN,840.0,LAS,BDL,3.0,565.0,295.0,0.0
DL,124.0,LAX,ATL,3.0,540.0,254.0,1.0
OH,6515.0,JAX,LGA,4.0,995.0,147.0,0.0
B6,904.0,ORD,JFK,5.0,550.0,122.0,0.0
WN,2645.0,BHM,TPA,4.0,1065.0,80.0,1.0
MQ,3058.0,RNO,LAX,6.0,1145.0,90.0,0.0
CO,298.0,DEN,IAH,7.0,815.0,138.0,0.0
AA,406.0,STL,ORD,5.0,954.0,80.0,1.0
US,1856.0,MCO,CLT,3.0,525.0,96.0,1.0
DL,1764.0,MSP,DCA,4.0,600.0,143.0,0.0
OH,6342.0,XNA,ATL,2.0,966.0,113.0,0.0
US,1750.0,LAS,PHL,1.0,890.0,276.0,0.0
DL,1877.0,ATL,PNS,4.0,1233.0,81.0,1.0
FL,65.0,IAD,ATL,3.0,1178.0,117.0,1.0
DL,1123.0,SLC,DTW,3.0,520.0,216.0,1.0
OH,6274.0,IND,MSP,4.0,575.0,123.0,0.0
WN,2349.0,ALB,MDW,7.0,410.0,145.0,0.0
OO,7759.0,SLC,EKO,2.0,457.0,71.0,1.0
OO,4543.0,SLC,OKC,6.0,1200.0,135.0,1.0
AA,893.0,CLT,DFW,3.0,460.0,165.0,0.0
YV,2681.0,CLT,SRQ,1.0,564.0,107.0,0.0
DL,1090.0,ATL,IND,2.0,730.0,96.0,1.0
XE,3038.0,IAH,BNA,2.0,1201.0,113.0,0.0
YV,2672.0,SDF,CLT,3.0,735.0,90.0,1.0
OO,6989.0,DEN,COS,7.0,1136.0,33.0,1.0
FL,239.0,ATL,RIC,5.0,530.0,88.0,0.0
US,654.0,PHX,SNA,6.0,685.0,86.0,0.0
WN,2547.0,SEA,PHX,4.0,530.0,170.0,1.0
OO,6975.0,DFW,ORD,7.0,360.0,136.0,0.0
DL,1256.0,CVG,BOS,3.0,915.0,127.0,0.0
OO,4477.0,FCA,SLC,4.0,440.0,99.0,0.0
WN,44.0,HOU,DAL,2.0,1020.0,60.0,1.0
EV,5596.0,ATL,CAE,4.0,682.0,59.0,0.0
WN,1143.0,BWI,BHM,6.0,695.0,135.0,1.0
YV,2926.0,PHX,SBA,3.0,510.0,94.0,0.0
AA,1002.0,DFW,STL,6.0,600.0,95.0,0.0
XE,2370.0,MSP,CLE,4.0,718.0,105.0,0.0
WN,2131.0,FLL,HOU,6.0,990.0,180.0,1.0
OO,4574.0,LAS,SLC,2.0,480.0,84.0,0.0
WN,734.0,MDW,TPA,4.0,1135.0,160.0,1.0
F9,667.0,DEN,SFO,6.0,1275.0,156.0,0.0
MQ,4031.0,MHK,ORD,5.0,410.0,115.0,0.0
WN,847.0,OAK,LAX,5.0,635.0,75.0,1.0
OH,6518.0,FWA,CVG,3.0,886.0,54.0,0.0
DL,2403.0,DTW,FLL,2.0,625.0,190.0,1.0
DL,2537.0,BOS,MCO,1.0,887.0,205.0,1.0
US,56.0,ORD,PHL,4.0,360.0,119.0,1.0
DL,3.0,SLC,JFK,7.0,515.0,285.0,1.0
WN,130.0,ABQ,TUS,3.0,635.0,70.0,1.0
CO,539.0,MIA,EWR,6.0,1025.0,185.0,1.0
XE,2586.0,IND,EWR,1.0,705.0,118.0,1.0
US,2128.0,LGA,BOS,4.0,780.0,65.0,0.0
WN,824.0,PHX,SAN,1.0,1050.0,65.0,1.0
WN,691.0,MSY,DAL,2.0,985.0,85.0,1.0
OO,4529.0,SLC,OAK,5.0,515.0,122.0,1.0
OO,6369.0,BOI,DEN,5.0,596.0,108.0,1.0
OO,6302.0,ORD,LIT,7.0,1205.0,107.0,1.0
OO,6569.0,EAU,ORD,5.0,678.0,68.0,0.0
XE,2440.0,IAH,CHS,3.0,670.0,134.0,1.0
WN,272.0,SAN,TUS,5.0,850.0,70.0,0.0
F9,147.0,HOU,DEN,4.0,1150.0,145.0,1.0
US,794.0,MIA,PHL,5.0,975.0,174.0,1.0
AA,427.0,AUS,LAX,7.0,1120.0,195.0,1.0
OO,4500.0,SAN,LAX,6.0,885.0,49.0,0.0
WN,1714.0,CMH,STL,3.0,1110.0,90.0,1.0
YV,2711.0,PHX,FAT,2.0,650.0,103.0,0.0
WN,257.0,FLL,JAX,7.0,825.0,75.0,0.0
AA,1247.0,ORD,LAX,6.0,680.0,265.0,0.0
WN,313.0,BWI,CLE,1.0,990.0,75.0,1.0
AA,1976.0,DFW,IND,7.0,1175.0,120.0,1.0
