a1cx,a1cy,a1sx,a1sy,a1rho,a1pop,a2cx,a2cy,a2sx,a2sy,a2rho,a2pop,a3cx,a3cy,a3sx,a3sy,a3rho,a3pop,temp,b1x,b1y,b1call,b1eff,b2x,b2y,b2call,b2eff,b3x,b3y,b3call,b3eff,mxql,target
0.366816,-0.507473,0.560614,0.395264,0.277431,1.62269,0.395376,-0.69364,3.242009,0.00405,0.495131,0.787245,-0.912144,-0.074709,0.50508,1.072597,-0.330906,4.919044,0.744451,-0.617831,-0.793088,2.0,1.609189,0.260227,-0.013638,2.0,0.677819,-0.389576,-0.075293,4.0,0.556656,6.0,P
0.72395,-0.189739,0.141717,3.303306,-0.291521,2.664745,0.969646,0.128705,0.551193,0.758811,-0.03584,0.846187,-0.395831,-0.165487,2.317455,1.988898,0.198138,5.30817,0.325981,0.461758,-0.395426,2.0,1.736149,-0.115594,0.180225,8.0,1.254034,0.795319,0.449617,3.0,1.182553,9.0,P
-0.983049,0.918786,0.310357,0.185908,0.138962,0.671342,-0.186881,-0.022866,0.41391,0.804201,-0.379775,3.584357,-0.513476,0.584839,0.757726,0.297817,-0.323063,1.932229,0.19584,0.810999,-0.159051,7.0,1.662607,-0.058358,-0.318421,5.0,1.537811,-0.906424,-0.133482,8.0,1.272686,9.0,P
0.400286,-0.165799,0.787615,0.047739,-0.423298,1.236664,-0.940333,-0.3786,0.696881,0.537856,0.232824,4.112939,0.345501,0.168734,0.036785,1.148861,0.078563,0.337367,0.44245,0.938751,0.183385,5.0,0.976906,-0.717818,0.688282,4.0,0.611026,-0.032164,0.557508,4.0,1.684782,6.0,P
0.537555,0.315448,4.447908,1.220877,0.14121,2.187393,0.780441,0.998288,0.211107,0.736861,-0.260387,0.57312,-0.156081,0.969201,1.644941,0.409463,0.38878,0.920009,0.6676,0.555476,0.335486,4.0,1.297628,0.606749,0.356169,6.0,1.533424,-0.653122,-0.468163,3.0,0.920805,7.0,P
0.763172,-0.792423,0.722842,1.064727,0.174058,0.360264,0.045699,-0.391933,0.434982,0.690632,-0.366647,6.043149,0.940646,-0.131305,0.967458,0.144437,-0.44225,1.97958,0.341733,-0.13243,-0.96896,4.0,1.797093,-0.851969,0.380891,7.0,1.558428,-0.799794,0.749851,3.0,0.710586,8.0,N
0.931926,-0.737814,0.732344,0.699439,-0.008707,0.833891,0.666678,-0.534903,0.051692,0.88011,0.095273,1.200575,-0.2794,-0.419744,5.39931,0.712399,-0.299695,2.783246,0.696339,-0.524035,0.616193,4.0,1.599181,0.002421,0.64266,6.0,0.777774,0.287921,-0.433932,6.0,1.897246,9.0,P
-0.208713,0.973814,0.579857,0.960863,0.413678,2.117016,0.373586,0.797995,1.264077,0.447969,-0.045124,10.708823,-0.520339,0.043695,0.18298,0.96092,0.240226,4.802924,0.361504,0.351882,0.806647,2.0,1.445117,0.048276,0.824061,6.0,1.469523,-0.486805,-0.199731,7.0,1.491522,9.0,N
0.463263,0.725741,0.299897,2.6581,0.077495,0.520147,0.605469,0.589039,0.710587,0.299627,-0.19146,4.214486,-0.927731,0.623815,0.736402,3.427511,0.083212,0.479846,0.242959,-0.955666,-0.78007,5.0,1.562728,-0.861077,-0.297035,3.0,0.9558,0.277291,-0.742033,4.0,1.585732,6.0,P
-0.990434,0.646314,1.10734,1.918871,0.157076,3.966227,0.052523,-0.889911,0.178534,0.895033,0.010032,3.309085,-0.62956,0.923526,0.733612,2.461374,-0.422303,9.313868,0.109202,-0.619112,0.342637,3.0,0.623566,-0.88777,0.015337,3.0,1.879969,-0.32575,0.020694,4.0,1.663227,7.0,N
0.930524,0.536138,0.550378,3.53386,-0.109443,0.33912,0.720071,-0.964661,1.065501,0.016127,-0.458166,4.022363,0.173107,0.145088,0.345707,2.14727,0.083026,3.159268,0.674751,0.045799,-0.184021,2.0,1.300467,0.393003,0.583216,2.0,0.56698,0.390694,-0.696983,2.0,1.045176,6.0,P
0.928278,0.348646,1.669827,1.678721,0.175798,3.464962,-0.603457,0.209716,0.25425,1.729078,0.115785,0.434262,0.001418,-0.434431,0.847534,0.961203,-0.328807,2.19935,0.353377,-0.01608,-0.068285,6.0,1.727028,-0.232004,-0.797554,2.0,0.509613,-0.803079,0.011044,8.0,0.625658,9.0,P
0.066529,-0.026474,0.962919,0.604084,0.127161,4.768274,0.352733,-0.325057,0.625242,0.101286,0.082465,4.541379,0.005766,0.102032,1.064001,0.571559,0.005893,3.610829,0.382601,-0.635142,0.798068,6.0,1.499787,0.273048,-0.756747,2.0,1.106317,-0.998823,-0.70186,7.0,1.194425,8.0,N
0.33385,-0.656187,0.074338,0.729617,0.232272,17.749597,0.454742,0.784621,0.753759,0.08773,-0.180506,1.846933,0.967327,0.154605,0.03956,0.019644,-0.086131,7.735297,0.608009,-0.491699,-0.560803,6.0,1.824933,-0.094564,-0.102876,2.0,0.950334,-0.870328,0.741931,3.0,0.890714,7.0,N
-0.079679,-0.818172,1.740128,0.775103,-0.368547,0.749205,-0.550632,-0.933712,1.841368,0.058792,-0.406542,6.759481,-0.615816,0.361982,1.641976,1.319741,-0.035356,0.637409,0.388117,-0.937674,-0.963124,2.0,1.703397,0.040136,-0.586304,4.0,1.019534,-0.090871,-0.073246,2.0,0.815945,8.0,P
-0.767971,-0.163553,1.177629,0.309422,0.343846,2.615431,0.927344,-0.892066,0.530607,1.590329,0.255621,1.939057,-0.058117,-0.75421,0.10643,0.394561,-0.203644,0.804029,0.577577,0.842355,-0.434457,2.0,1.106537,-0.192218,0.138308,2.0,0.65017,-0.156558,0.651062,5.0,1.274639,7.0,P
0.134929,-0.3474,0.034579,1.826373,0.133456,5.099778,-0.849621,0.070839,0.209425,0.053466,0.404127,14.217555,-0.526278,-0.343477,0.082955,1.659062,-0.020703,0.186143,0.200573,0.691483,0.524368,4.0,1.39432,-0.335048,-0.636118,3.0,0.643837,0.383917,-0.37133,3.0,1.279678,9.0,N
-0.395798,0.911131,0.158439,1.647873,0.336955,2.353567,0.472039,0.116003,0.433434,1.305027,0.474198,0.071989,0.234623,-0.72667,0.133084,0.348,-0.055665,0.324714,0.81588,-0.054705,-0.486214,3.0,1.522408,-0.77446,0.602558,4.0,1.151271,-0.887486,-0.197027,7.0,0.609641,9.0,P
0.720712,-0.273739,1.269423,1.149415,0.144492,0.869809,-0.164659,-0.438414,0.562671,4.109123,0.204595,10.93491,0.007317,0.010681,1.386924,0.097753,0.22719,1.39751,0.275921,0.517197,0.58252,4.0,1.467291,0.799328,0.636177,4.0,1.612977,0.047839,-0.461517,3.0,1.948947,5.0,N
-0.540098,-0.385978,0.380921,0.363903,-0.31204,5.021563,0.19228,0.914942,0.605905,0.259841,0.395929,0.69307,0.118031,0.032352,2.467824,0.838378,-0.469288,15.627282,0.73243,-0.215175,-0.624527,2.0,1.099773,-0.417354,-0.641475,7.0,1.112908,-0.320573,0.912385,3.0,1.446395,9.0,N
-0.900083,0.34211,0.251352,0.075926,-0.365122,2.992064,-0.93782,-0.734362,0.498763,2.455671,-0.100534,3.517621,0.643274,-0.811855,0.356669,0.862278,-0.426407,10.243821,0.120214,-0.2793,0.018673,4.0,1.164501,-0.256836,-0.979441,4.0,1.997605,-0.195086,-0.399621,2.0,1.263792,7.0,N
-0.012751,-0.749205,0.502507,0.666436,0.417423,6.935446,0.286907,0.575105,0.021113,2.532479,-0.115286,1.973234,-0.023362,0.996708,0.703556,0.036132,0.065808,0.691667,0.358271,-0.1794,-0.531921,3.0,1.451246,0.912388,0.697404,3.0,1.811283,0.442853,0.670676,6.0,1.692902,7.0,N
0.093788,-0.227103,0.8844,0.141044,0.073989,3.971139,0.734039,0.776847,0.159522,0.26528,0.341401,2.828261,-0.179932,-0.64712,0.434257,1.38454,0.287146,6.911875,0.795456,0.425872,-0.174733,8.0,1.183726,-0.792523,-0.29792,4.0,1.213143,-0.036757,-0.840499,8.0,1.435084,9.0,N
-0.073136,-0.229757,0.092176,0.116701,0.412111,1.529134,0.631007,0.593411,0.76206,0.231513,0.291928,4.069436,-0.168208,0.813413,0.484519,1.002931,0.056363,10.880921,0.297333,0.391006,0.517753,2.0,1.334419,-0.287315,-0.37677,2.0,1.441605,-0.129734,0.699131,2.0,1.669412,9.0,N
0.197757,-0.884311,3.732965,1.444406,-0.336407,0.37148,-0.725711,-0.904772,1.449575,1.585114,0.302795,7.511422,0.88421,-0.261668,1.160359,0.927161,0.317611,0.724503,0.497156,-0.194279,-0.356617,2.0,0.886345,0.898837,0.639561,2.0,1.373954,0.170358,0.880059,3.0,1.155059,5.0,N
0.511101,0.487402,1.164477,1.71824,0.031583,11.280366,-0.194483,0.242149,0.326841,0.311543,-0.331772,1.202141,-0.669078,0.300614,1.016047,0.048715,-0.017851,1.386656,0.613549,-0.480585,-0.249826,2.0,1.081195,-0.516154,-0.485041,2.0,1.735809,-0.290157,0.895389,5.0,1.104899,6.0,N
-0.701811,-0.960514,0.734223,0.305427,0.292482,4.409196,-0.162172,0.59011,1.129473,2.199225,-0.449369,0.055097,-0.853908,0.683391,0.840602,0.508329,-0.338005,4.025299,0.415514,-0.372954,-0.898238,5.0,0.752156,-0.835229,-0.733469,4.0,1.316154,-0.622143,-0.970503,6.0,0.737681,9.0,P
-0.613598,-0.331206,0.091389,1.031856,-0.082204,0.825771,0.170205,-0.089203,0.238557,0.85081,-0.294633,3.533684,-0.201137,-0.3864,0.688927,0.232787,-0.337401,0.175951,0.147885,-0.979469,-0.055325,2.0,1.39815,0.857044,-0.921951,3.0,0.558531,0.014459,-0.671614,4.0,1.252072,5.0,P
0.648712,0.635635,0.354636,0.482702,-0.419478,0.555588,-0.700951,0.052812,3.44751,0.037439,-0.219757,1.166029,-0.593497,-0.415179,0.248395,1.064484,0.467984,2.151096,0.779878,0.25325,0.888274,3.0,1.670327,0.591475,0.90209,5.0,1.341104,-0.436606,-0.019172,3.0,1.28951,6.0,P
-0.798457,-0.465414,0.808693,1.679478,-0.400209,6.869001,0.149244,-0.600877,0.057922,0.453041,0.136187,4.151961,-0.39583,-0.133629,0.51776,1.278298,0.055611,2.211577,0.333697,-0.359593,0.348634,6.0,1.105347,-0.944412,0.470376,6.0,1.193111,0.992875,0.681442,6.0,1.8384,8.0,N
0.414862,-0.998166,3.849576,0.40435,-0.146606,5.446673,-0.927687,0.693654,0.029812,0.455694,0.294235,4.59163,0.974335,0.272949,0.240053,0.015357,0.108233,7.72021,0.668984,-0.469554,0.93152,3.0,1.599137,0.599498,-0.010256,3.0,1.643946,-0.785227,0.946979,2.0,1.360603,6.0,P
-0.572445,0.078326,0.353455,1.35386,-0.49651,2.939527,0.941072,0.412726,0.985093,1.477366,0.463309,0.028547,0.193868,0.627561,1.895173,0.125259,0.177406,3.07074,0.591473,0.747115,-0.718362,3.0,1.838838,-0.241235,-0.1434,3.0,1.81639,0.898913,-0.24937,3.0,1.817132,5.0,P
-0.187259,0.078898,1.676237,0.659782,0.38726,0.016201,0.827852,0.757231,0.670829,1.151585,0.494453,0.570215,-0.746216,0.204241,1.116651,0.253725,-0.077978,6.478071,0.517169,0.207476,-0.778237,4.0,0.557404,-0.069345,0.488744,5.0,1.053919,-0.166015,-0.69201,3.0,0.990804,6.0,P
0.714309,-0.477851,1.274974,1.001663,-0.317025,2.582057,0.139244,0.123119,1.289276,0.454304,-0.345382,0.031897,-0.46755,0.028302,0.239488,0.392112,0.434781,0.372089,0.96218,0.594008,0.468193,2.0,1.376528,0.667527,0.048083,6.0,1.054993,-0.860759,0.332891,6.0,0.935241,8.0,P
0.892367,0.538792,2.576931,0.249303,-0.27311,0.848523,0.806575,0.339641,1.824687,2.327064,0.200454,1.325642,-0.376274,0.782324,0.962108,0.460891,0.0208,2.416356,0.705581,-0.526795,0.461531,5.0,1.536018,-0.521631,-0.171721,5.0,1.460844,0.483416,-0.853024,5.0,0.649762,8.0,P
-0.159117,-0.444772,0.268279,0.184243,-0.139962,0.190132,-0.569003,-0.246812,1.226804,1.997746,0.27101,1.838883,-0.123207,-0.684293,2.401574,0.741385,0.092828,3.618765,0.748623,0.385201,-0.955724,2.0,0.504398,0.504575,0.849729,5.0,0.929103,0.552906,0.699351,3.0,1.636289,6.0,N
0.121641,-0.836264,0.145047,0.753037,0.309446,2.972194,0.547884,-0.856528,1.439037,0.548946,0.278081,3.761282,-0.242105,0.748274,0.290632,0.236845,-0.009933,3.946273,0.169047,-0.242678,0.933276,4.0,1.983008,0.077951,0.05263,3.0,1.920003,0.234165,-0.163342,4.0,1.083722,7.0,P
0.057743,0.883898,1.985905,1.964222,0.050293,3.374231,-0.564318,0.943754,2.02104,0.651047,-0.395791,3.453968,0.648112,-0.465483,0.439207,0.569711,-0.106045,6.02764,0.394796,-0.838487,-0.568824,6.0,1.034205,0.394766,-0.814277,8.0,1.025669,0.342343,0.706023,6.0,1.033238,9.0,P
-0.659834,0.057292,1.161894,0.104077,-0.056281,7.862771,-0.726016,0.070581,0.441869,0.171871,0.469753,3.340551,-0.264578,0.425737,3.086819,2.081259,-0.241712,0.109852,0.403013,0.375702,0.377405,7.0,1.286914,0.166355,0.367838,5.0,1.639632,-0.447433,-0.366143,2.0,0.722609,9.0,P
0.768822,0.450605,1.084721,0.147969,-0.459888,2.97654,-0.647142,-0.356494,0.822988,1.0655,0.434159,2.759801,-0.419041,0.419744,0.34511,0.037801,-0.282052,0.995709,0.440948,0.974762,-0.41604,2.0,1.98463,-0.577739,-0.50315,4.0,1.449698,0.931378,0.721214,3.0,0.652679,9.0,P
0.467156,-0.833203,0.542121,0.311442,-0.347066,2.599437,0.478867,0.811654,0.532354,1.630919,0.484581,1.615093,0.550243,-0.859813,0.301179,0.968836,-0.002725,2.467291,0.459264,0.024405,-0.1154,4.0,0.59809,0.530692,0.611357,2.0,1.535438,-0.357688,-0.888525,3.0,0.594905,6.0,P
0.756131,0.821836,5.809185,1.021441,-0.17114,0.164478,-0.364369,-0.170693,1.378565,0.706729,-0.221702,2.133228,-0.99854,-0.885885,0.490469,1.123807,0.141209,3.150668,0.723444,-0.186617,0.075177,3.0,0.814603,0.64975,0.407181,4.0,1.615477,0.894554,-0.986617,3.0,0.96437,5.0,P
-0.805464,0.142506,4.285443,0.041321,-0.010479,1.686155,0.80886,0.370988,3.535498,1.12437,-0.416488,0.683367,0.931651,-0.132368,0.130294,1.517619,-0.077514,7.579887,0.712785,-0.488246,0.759192,4.0,1.676497,-0.342814,-0.06797,4.0,1.431179,0.210451,0.823095,4.0,1.011795,6.0,P
-0.490999,-0.075596,0.343732,4.962984,-0.213917,1.284299,-0.510103,-0.291268,2.468417,0.759716,0.462259,3.270486,-0.162583,-0.177553,1.386651,1.172399,0.255467,1.026095,0.263977,-0.133882,0.796821,2.0,1.730697,-0.493148,-0.587051,3.0,1.218422,-0.452675,0.753517,7.0,0.976144,8.0,P
-0.216646,0.474637,0.891995,0.021578,-0.173986,3.985229,-0.516033,-0.948905,0.37814,0.542032,-0.357445,5.835824,-0.647358,-0.379594,0.318885,0.115188,-0.473033,4.436325,0.570988,-0.413455,0.47633,2.0,1.555675,0.046668,0.798915,3.0,0.903463,-0.035813,0.666214,5.0,1.342171,8.0,N
-0.679118,-0.35332,1.459614,0.533971,-0.312039,6.560036,0.434006,0.421106,0.176521,1.101072,-0.373482,1.141277,-0.931682,0.067753,2.05355,0.878035,-0.22611,2.025283,0.488244,0.984563,-0.71653,6.0,0.609149,0.498836,0.828663,3.0,1.465098,-0.968909,-0.37688,6.0,1.437216,8.0,N
-0.368295,0.333672,2.658644,0.159916,0.437354,8.700465,-0.581646,-0.243885,0.359521,0.522999,-0.003603,1.899527,-0.651743,-0.469928,0.96544,3.335488,-0.41519,8.268517,0.17707,-0.490394,0.992522,3.0,1.679747,0.072634,-0.768879,2.0,1.044911,0.409412,0.174428,3.0,0.56677,8.0,N
0.899136,0.636506,0.075139,0.039216,0.040471,0.520283,-0.648448,-0.084884,0.041113,0.113387,-0.016498,0.480425,0.10669,0.622479,0.450295,0.446167,-0.256885,5.623923,0.728736,0.450633,-0.385022,4.0,1.106388,0.777711,-0.09556,2.0,1.97391,0.189675,-0.536957,5.0,1.993539,8.0,P
-0.669514,0.856285,0.48442,1.248105,-0.362103,0.346632,0.342497,0.017164,0.06662,0.371308,0.069247,7.712175,-0.410112,0.791583,1.53559,1.688502,-0.140527,0.124522,0.31534,0.633533,-0.233618,4.0,1.637197,0.23252,-0.155787,2.0,0.863489,0.597603,0.228857,2.0,1.920938,5.0,P
0.306824,0.981151,2.332796,1.366318,-0.42258,0.522524,-0.93244,0.221081,0.324037,2.562937,-0.014643,1.8063,-0.844638,-0.209173,0.261199,0.763706,0.369236,3.015712,0.243577,-0.698541,0.360704,3.0,0.540034,-0.947283,0.380034,4.0,1.067733,-0.531718,-0.82047,5.0,1.213369,8.0,P
