P1,P5p1,P6p2,P11p4,P14p9,P15p1,P15p3,P16p2,P18p2,P27p4,H2p2,H8p2,H10p1,H13p1,H18pA,H40p4,target
263.0,0.486692,0.003802,0.250951,0.148148,0.882129,0.0,0.774194,0.0,0.024194,0.167785,0.0,1.0,0.026846,0.0,1.0,P
7322.0,0.484431,0.025266,0.186151,0.154702,0.785851,0.0,0.603365,0.008412,0.084115,0.081426,0.014235,0.921708,0.347697,0.110276,0.512195,P
616.0,0.470779,0.116883,0.191558,0.156442,0.873377,0.0,0.708861,0.008439,0.029536,0.122222,0.118144,1.0,0.355556,0.122449,0.285714,N
22.0,0.545455,0.0,0.272727,0.0,0.954546,0.0,0.875,0.0,0.0,0.384615,0.0,1.0,0.307692,0.333333,0.0,N
185.0,0.486487,0.0,0.297297,0.147368,0.848649,0.0,0.695122,0.0,0.036585,0.068182,0.0,1.0,0.159091,0.083333,0.0,N
380.0,0.510526,0.018421,0.163158,0.069893,0.897368,0.0,0.788321,0.0,0.036496,0.154321,0.014599,1.0,0.098765,0.071429,0.0,P
756.0,0.494709,0.0,0.193122,0.141361,0.871693,0.0,0.696486,0.0,0.00639,0.105714,0.0,1.0,0.311429,0.098361,0.571429,N
3989.0,0.496365,0.000752,0.153673,0.111996,0.866633,0.0183,0.735978,0.004788,0.034884,0.36324,0.0,0.989056,0.283972,0.097368,0.862069,P
2178.0,0.482553,0.0,0.102847,0.04614,0.937098,0.0,0.820242,0.003021,0.024169,0.055635,0.0,0.975831,0.202568,0.125,0.65,P
486.0,0.506173,0.0,0.096708,0.0375,0.960905,0.0,0.905063,0.0,0.018987,0.018634,0.0,0.993671,0.118012,0.090909,0.0,P
38.0,0.552632,0.0,0.289474,0.117647,0.842105,0.0,0.666667,0.0,0.066667,0.959786,0.0,0.933333,0.115282,0.0,0.913044,P
2566.0,0.487919,0.005846,0.069369,0.069254,0.882697,0.0,0.7569,0.006369,0.06051,0.149052,0.009554,0.972399,0.341463,0.110656,0.714286,P
9114.0,0.496489,0.018104,0.063309,0.047505,0.909699,0.008339,0.815443,0.000314,0.044884,0.040939,0.017263,0.993409,0.101144,0.062678,0.2,P
1118.0,0.4517,0.709302,0.127013,0.101142,0.83542,0.064401,0.738889,0.002778,0.033333,0.097744,0.672222,0.983333,0.388471,0.175,1.0,N
520.0,0.476923,0.0,0.167308,0.121324,0.888462,0.0,0.707447,0.0,0.015957,0.025907,0.0,0.994681,0.207254,0.058824,0.0,N
2612.0,0.478178,0.019142,0.178025,0.104182,0.880169,0.0,0.737883,0.000989,0.036597,0.030681,0.012859,0.937686,0.325024,0.107692,0.625,P
520.0,0.455769,0.142308,0.134615,0.102474,0.926923,0.0,0.81579,0.0,0.052632,0.012987,0.131579,0.993421,0.090909,0.324324,0.0,P
292.0,0.493151,0.0,0.126712,0.121622,0.910959,0.0,0.764151,0.0,0.009434,0.171875,0.0,1.0,0.351563,0.064516,0.75,N
5331.0,0.468955,0.020259,0.165823,0.125044,0.602701,0.011255,0.505603,0.004482,0.179292,0.057058,0.017481,0.996862,0.343618,0.093673,0.444444,N
164.0,0.47561,0.0,0.213415,0.093023,0.859756,0.0,0.69697,0.0,0.030303,0.175,0.0,1.0,0.25,0.25,1.0,N
74.0,0.513513,0.013514,0.324324,0.166667,0.810811,0.0,0.628571,0.0,0.028571,0.326923,0.0,0.971429,0.423077,0.0,0.8,N
217.0,0.502304,0.0,0.285714,0.231482,0.829493,0.0,0.673469,0.010204,0.030612,0.140351,0.0,1.0,0.342105,0.111111,1.0,N
20098.0,0.466415,0.179869,0.107424,0.101361,0.843915,0.020151,0.702351,0.004727,0.043178,0.105167,0.157128,0.992208,0.356882,0.062782,0.284884,P
1642.0,0.4324,0.045676,0.210719,0.195279,0.814251,0.0,0.607192,0.002766,0.026279,0.095119,0.037344,0.987552,0.349187,0.056931,1.0,N
436.0,0.493119,0.0,0.167431,0.144796,0.892202,0.0,0.733728,0.0,0.011834,0.086487,0.0,1.0,0.324324,0.138889,0.833333,N
10610.0,0.481621,0.006315,0.082752,0.070546,0.602545,0.172196,0.589609,0.00467,0.149154,0.028085,0.003503,0.996206,0.411631,0.069684,0.31579,P
167.0,0.54491,0.011976,0.191617,0.092105,0.850299,0.0,0.671642,0.0,0.044776,0.192771,0.0,1.0,0.349398,0.136364,0.857143,N
2500.0,0.4912,0.0176,0.17,0.093554,0.888,0.0,0.76087,0.003953,0.030632,0.221539,0.017787,0.990119,0.456154,0.089623,0.6,N
5807.0,0.44808,0.017048,0.273808,0.157254,0.830722,0.062339,0.748092,0.000449,0.021554,0.027086,0.008532,0.99551,0.157274,0.085973,0.272727,P
8254.0,0.475285,0.004725,0.160892,0.117063,0.810758,0.012963,0.647551,0.006272,0.067204,0.080977,0.004182,0.990143,0.366731,0.062006,0.724138,P
1128.0,0.441489,0.026596,0.161348,0.196825,0.798759,0.144504,0.848397,0.002916,0.029155,0.097368,0.023324,0.959184,0.071053,0.121951,0.5,P
2101.0,0.488339,0.006188,0.161352,0.132093,0.827225,0.0,0.638273,0.003501,0.053676,0.051991,0.003501,0.994166,0.353982,0.053977,0.666667,P
8276.0,0.499396,0.09014,0.08434,0.070722,0.833253,0.0,0.697984,0.015605,0.104681,0.07433,0.090052,0.841678,0.481192,0.110313,0.222222,P
7737.0,0.495412,0.00517,0.403516,0.100922,0.876179,0.002973,0.777351,0.001371,0.030162,0.47578,0.002468,0.962161,0.660773,0.074803,0.158974,P
6306.0,0.474786,0.002537,0.134634,0.10779,0.828893,0.011101,0.662962,0.005558,0.05399,0.056908,0.002779,0.993251,0.453763,0.041993,0.8,P
2357.0,0.45821,0.0,0.222317,0.184808,0.820959,0.03182,0.668037,0.0,0.019527,0.07947,0.0,0.994861,0.254494,0.035587,0.666667,N
2661.0,0.446073,0.013529,0.260428,0.213026,0.746712,0.075911,0.618621,0.005372,0.032229,0.070716,0.008057,0.99821,0.367721,0.044118,0.9,N
1798.0,0.476085,0.000556,0.181313,0.136943,0.833148,0.016129,0.685916,0.012676,0.042254,0.075521,0.0,0.992958,0.231771,0.044555,0.761905,N
903.0,0.458472,0.265781,0.187154,0.157464,0.885936,0.0,0.7151,0.0,0.008547,0.088312,0.242165,1.0,0.228571,0.142857,1.0,N
973.0,0.476876,0.285714,0.004111,0.003929,0.913669,0.0,0.802508,0.003135,0.053292,0.04491,0.272727,0.996865,0.134731,0.108696,0.0,P
3994.0,0.488984,0.004507,0.114672,0.078393,0.916375,0.0,0.800138,0.002757,0.024811,0.044766,0.004135,0.993108,0.239631,0.047733,0.194444,P
4197.0,0.406719,0.002144,0.148678,0.106426,0.52061,0.207291,0.480289,0.004599,0.15703,0.074209,0.0,0.996715,0.559002,0.046286,0.2,P
2075.0,0.480482,0.0,0.132048,0.097403,0.901687,0.0,0.775309,0.002469,0.023457,0.042553,0.0,0.997531,0.243499,0.020619,0.0,N
1497.0,0.466266,0.0,0.211757,0.147685,0.822311,0.030728,0.66955,0.00173,0.046713,0.047776,0.0,0.99827,0.355848,0.072165,0.0,N
16896.0,0.505978,0.01018,0.048769,0.047682,0.969934,0.000651,0.906545,0.002963,0.020738,0.030548,0.01185,0.080259,0.598695,0.440569,0.357143,P
1181.0,0.452159,0.294666,0.179509,0.170016,0.840813,0.0,0.669307,0.005941,0.029703,0.05959,0.259406,0.994059,0.389199,0.084507,1.0,N
1322.0,0.502269,0.003026,0.068835,0.053192,0.855522,0.0,0.710145,0.006211,0.082816,0.098881,0.00207,0.979296,0.356343,0.037433,0.0,P
3005.0,0.449584,0.0,0.296173,0.237001,0.766389,0.062562,0.623565,0.00153,0.013772,0.096752,0.0,0.99847,0.326192,0.054762,0.5,N
191.0,0.497382,0.0,0.21466,0.229167,0.905759,0.0,0.779221,0.0,0.012987,0.094118,0.0,1.0,0.247059,0.045455,0.0,N
161.0,0.503106,0.0,0.248447,0.2,0.857143,0.0,0.671875,0.0,0.03125,0.085714,0.0,0.984375,0.214286,0.05,1.0,N
1944.0,0.432099,0.000514,0.208848,0.210145,0.756173,0.08642,0.626027,0.00137,0.041096,0.084065,0.0,0.994521,0.340025,0.091743,0.2,N
366.0,0.494536,0.0,0.147541,0.12973,0.904372,0.0,0.767442,0.0,0.03876,0.222892,0.0,1.0,0.385542,0.233333,0.5,N
1616.0,0.501238,0.021658,0.170173,0.141439,0.808168,0.056312,0.699491,0.005093,0.04584,0.076803,0.013582,0.906621,0.305643,0.12234,0.5,N
616.0,0.464286,0.022727,0.225649,0.215152,0.858766,0.001623,0.671937,0.003953,0.003953,0.186495,0.01581,0.869565,0.324759,0.136364,1.0,N
1390.0,0.446763,0.033094,0.264029,0.223667,0.8,0.067626,0.666041,0.0,0.011257,0.140323,0.028143,0.885554,0.4,0.114428,0.538462,N
1854.0,0.480043,0.007551,0.110572,0.108921,0.856526,0.012945,0.718659,0.005831,0.059767,0.097368,0.0,0.992711,0.268421,0.103448,0.625,N
715.0,0.341259,0.0,0.360839,0.078556,0.618182,0.271329,0.666667,0.0,0.02381,0.041096,0.0,1.0,0.283105,0.032258,0.0,N
204.0,0.460784,0.0,0.210784,0.181818,0.848039,0.0,0.635294,0.0,0.0,0.114583,0.0,0.988235,0.375,0.04,0.0,N
3353.0,0.474202,0.001789,0.236803,0.164492,0.813003,0.019982,0.647558,0.004246,0.033263,0.096547,0.000708,0.995754,0.292839,0.055838,0.3125,N
700.0,0.501429,0.0,0.267143,0.111748,0.867143,0.0,0.740625,0.003125,0.025,0.221411,0.0,0.9875,0.364964,0.147541,0.3,N
1825.0,0.48548,0.008219,0.214795,0.14164,0.812055,0.013151,0.656489,0.003817,0.044529,0.069823,0.002545,0.993639,0.291124,0.063218,0.846154,P
1006.0,0.497018,0.0,0.078529,0.051383,0.950298,0.0,0.858434,0.0,0.009036,0.011905,0.0,1.0,0.08631,0.138889,0.0,P
1997.0,0.497246,0.238358,0.171758,0.11255,0.841763,0.010516,0.677165,0.0,0.057743,0.515575,0.182415,0.985564,0.136682,0.143791,0.692308,P
1715.0,0.627405,0.005831,0.091545,0.079812,0.581924,0.332945,0.757009,0.004673,0.079439,0.036036,0.0,0.997664,0.272523,0.070797,0.5,P
18967.0,0.4908,0.005852,0.124743,0.082729,0.936785,0.008858,0.862638,0.000321,0.018593,0.016241,0.001923,0.983972,0.068275,0.071006,0.485714,P
69101.0,0.479704,0.099261,0.086569,0.065308,0.58717,0.151213,0.524051,0.004218,0.153477,0.062067,0.093921,0.989281,0.445138,0.045276,0.394265,P
23170.0,0.51148,0.007035,0.139232,0.084371,0.669314,0.006517,0.503743,0.004059,0.145576,0.13693,0.005863,0.958149,0.449011,0.028258,0.269231,P
152.0,0.5,0.032895,0.06579,0.06579,0.888158,0.039474,0.77551,0.0,0.0,0.057692,0.040816,0.285714,0.673077,0.204546,0.0,P
7897.0,0.47841,0.00038,0.164999,0.117747,0.820818,0.016462,0.66176,0.004907,0.044465,0.087322,0.000613,0.992334,0.356843,0.068755,0.511111,P
7146.0,0.518472,0.004058,0.057375,0.05202,0.974391,0.0,0.919467,0.001902,0.017755,0.044242,0.005707,0.179455,0.569697,0.500701,0.789474,P
940.0,0.471277,0.002128,0.126596,0.088531,0.923404,0.0,0.80226,0.0,0.00565,0.04065,0.002825,1.0,0.173442,0.031746,0.6,N
37826.0,0.478454,0.055861,0.096098,0.06985,0.816317,0.006371,0.645438,0.003148,0.071358,0.06672,0.054896,0.985046,0.413173,0.034114,0.445206,P
689.0,0.515239,0.023222,0.037736,0.068862,0.970972,0.0,0.90566,0.0,0.031447,0.042169,0.025157,1.0,0.439759,0.41791,0.0,N
665.0,0.455639,0.0,0.049624,0.038674,0.966917,0.0,0.885714,0.0,0.011429,0.074074,0.0,0.988571,0.121693,0.263158,1.0,P
48735.0,0.474628,0.007613,0.132348,0.090728,0.893896,0.025095,0.774776,0.002663,0.024419,0.134847,0.007988,0.400312,0.486572,0.194836,0.44358,N
19.0,0.421053,0.0,0.368421,0.090909,0.894737,0.0,0.8,0.0,0.0,0.444444,0.0,1.0,0.055556,0.0,0.0,P
18670.0,0.502196,0.021532,0.087574,0.057887,0.791484,0.008302,0.633621,0.007968,0.09953,0.115527,0.018286,0.97662,0.463956,0.079674,0.088235,P
3037.0,0.503787,0.0,0.086928,0.063703,0.936121,0.0,0.844794,0.004912,0.028487,0.022094,0.0,0.96169,0.105668,0.134021,0.5,P
6741.0,0.48969,0.004599,0.084706,0.064535,0.898235,0.002967,0.772876,0.003677,0.036765,0.026253,0.003677,0.986111,0.202068,0.05916,0.2,P
1110549.0,0.510076,0.093882,0.102197,0.07272,0.752597,0.044003,0.614628,0.004753,0.122705,0.059358,0.085204,0.856591,0.507577,0.117308,0.198506,P
622.0,0.466238,0.0,0.205788,0.138554,0.882637,0.0,0.728,0.0,0.016,0.233129,0.0,0.964,0.294479,0.083333,1.0,N
1966.0,0.498474,0.021363,0.129705,0.11359,0.787386,0.000509,0.595867,0.005741,0.068886,0.065451,0.027555,0.993111,0.502146,0.021869,1.0,P
160.0,0.5125,0.0,0.1125,0.089744,0.9,0.0,0.754386,0.0,0.035088,0.197183,0.0,1.0,0.183099,0.4,0.666667,N
3768.0,0.503185,0.003185,0.052548,0.022436,0.962845,0.0,0.891779,0.002081,0.026015,0.024366,0.004162,0.992716,0.124873,0.223958,0.444444,P
433.0,0.459584,0.0,0.17321,0.149573,0.856813,0.0,0.677778,0.005556,0.022222,0.1,0.0,1.0,0.25,0.09375,1.0,N
1708.0,0.4637,0.000586,0.283372,0.195415,0.767564,0.027518,0.587933,0.0,0.026958,0.115778,0.0,0.997433,0.307605,0.055838,0.666667,N
167.0,0.467066,0.0,0.131737,0.101124,0.886228,0.0,0.728814,0.0,0.050848,0.132353,0.0,1.0,0.205882,0.0,1.0,N
1454.0,0.476616,0.003439,0.182256,0.130092,0.858322,0.031637,0.73211,0.00367,0.022018,0.030249,0.0,1.0,0.224199,0.059259,0.2,N
181.0,0.447514,0.0,0.254144,0.15,0.872928,0.0,0.74359,0.012821,0.012821,0.264151,0.0,0.974359,0.283019,0.2,0.5,N
224.0,0.522321,0.0,0.241071,0.11215,0.888393,0.0,0.755814,0.011628,0.023256,0.113402,0.0,1.0,0.216495,0.142857,0.5,N
19291.0,0.475818,0.001866,0.163029,0.109276,0.822923,0.014307,0.65807,0.00231,0.050937,0.0312,0.00077,0.996279,0.34481,0.035015,0.375,N
15197.0,0.501875,0.012174,0.094624,0.06354,0.569784,0.085543,0.476371,0.006093,0.21538,0.036338,0.01202,0.958999,0.544113,0.049551,0.25,P
6442.0,0.487271,0.002484,0.15104,0.099909,0.847252,0.019249,0.711387,0.009938,0.047619,0.052941,0.001656,0.989648,0.303922,0.112257,0.263158,N
1543.0,0.426442,0.608555,0.168503,0.158192,0.88464,0.0,0.722127,0.003431,0.024014,0.176554,0.530017,0.991424,0.326271,0.184211,0.8,N
195.0,0.553846,0.102564,0.210256,0.126437,0.738462,0.133333,0.685714,0.0,0.042857,0.078947,0.1,1.0,0.289474,0.31579,0.0,N
21947.0,0.478289,0.100196,0.152413,0.131004,0.75532,0.044289,0.60491,0.006935,0.069023,0.073817,0.082122,0.992404,0.368271,0.069125,0.306452,P
156.0,0.538462,0.012821,0.198718,0.166667,0.846154,0.0,0.7,0.016667,0.066667,0.117647,0.016667,0.983333,0.205882,0.090909,0.0,N
6640.0,0.487651,0.000301,0.073946,0.058789,0.930874,0.0,0.820902,0.002602,0.014744,0.054143,0.000867,0.986123,0.274815,0.115607,0.6,P
111790.0,0.476662,0.018347,0.099007,0.067705,0.841793,0.005689,0.68809,0.002025,0.056302,0.064671,0.017558,0.985068,0.254126,0.036052,0.266943,P
7010.0,0.489444,0.027675,0.081455,0.045543,0.936234,0.0,0.851823,0.001585,0.02496,0.060662,0.025753,0.993661,0.084481,0.090909,0.308511,P
502.0,0.498008,0.001992,0.26494,0.154762,0.808765,0.0,0.615721,0.004367,0.026201,0.167273,0.0,0.995633,0.349091,0.035714,1.0,N
6202.0,0.486295,0.104644,0.105289,0.071877,0.895518,0.0,0.785192,0.00457,0.059415,0.032714,0.091865,0.828154,0.298409,0.169448,0.25,P
1047.0,0.472779,0.731614,0.238778,0.197464,0.82235,0.08596,0.71517,0.003096,0.009288,0.143236,0.674923,0.996904,0.331565,0.206186,0.5,N
523.0,0.476099,0.0,0.105163,0.080292,0.913958,0.0,0.770492,0.005465,0.016393,0.036842,0.0,0.967213,0.142105,0.16,0.0,P
5592.0,0.467632,0.008941,0.155043,0.11656,0.883763,0.020029,0.771723,0.005891,0.026019,0.030462,0.009818,0.991654,0.214184,0.061144,0.615385,P
2753.0,0.49328,0.130403,0.111515,0.113979,0.878678,0.0,0.713483,0.002809,0.020599,0.102521,0.102996,0.995318,0.483193,0.139276,0.5,N
3291.0,0.476451,0.000912,0.189608,0.149158,0.871164,0.0,0.704426,0.002251,0.020255,0.069784,0.00075,0.997749,0.214934,0.054054,1.0,N
520.0,0.492308,0.0,0.221154,0.174242,0.846154,0.015385,0.698113,0.0,0.037736,0.040724,0.0,1.0,0.153846,0.117647,0.0,N
687.0,0.538574,0.007278,0.10917,0.056782,0.92722,0.0,0.817427,0.0,0.020747,0.621664,0.004149,0.991701,0.197802,0.041667,0.0,P
2341.0,0.485263,0.028193,0.120889,0.073859,0.900043,0.0,0.768575,0.004872,0.042631,0.044238,0.028015,0.99391,0.254948,0.065217,0.375,P
56.0,0.571429,0.017857,0.0,0.041667,0.875,0.0,0.73913,0.0,0.043478,0.30303,0.0,0.913044,0.878788,0.0,0.0,N
18911.0,0.487917,0.027497,0.128127,0.086328,0.812913,0.007192,0.667638,0.006888,0.090343,0.066757,0.022255,0.930322,0.286686,0.078313,0.244755,P
838.0,0.448687,0.001193,0.279236,0.229437,0.775656,0.058473,0.618768,0.0,0.02346,0.130102,0.0,0.997067,0.492347,0.025,0.571429,N
22151.0,0.494199,0.029976,0.092456,0.055962,0.892149,0.000632,0.77843,0.005368,0.058794,0.07983,0.026464,0.954188,0.175281,0.095438,0.409091,P
2408.0,0.487542,0.031562,0.097591,0.089141,0.902824,0.006645,0.770756,0.002478,0.030979,0.09933,0.030979,0.998761,0.41183,0.180516,1.0,N
57878.0,0.484796,0.03072,0.131017,0.098628,0.664173,0.132399,0.589107,0.001785,0.10686,0.045804,0.025232,0.958944,0.436864,0.052923,0.601504,P
1493.0,0.460147,0.130609,0.177495,0.167494,0.813128,0.0,0.646226,0.003145,0.06761,0.075581,0.09434,0.984277,0.351744,0.054852,0.4,N
372.0,0.518817,0.0,0.08871,0.061453,0.865591,0.0,0.703125,0.023438,0.0625,0.022901,0.0,1.0,0.145038,0.09375,0.5,N
34874.0,0.493548,0.012416,0.132792,0.116295,0.868986,0.010724,0.732398,0.002807,0.046271,0.071827,0.005052,0.859663,0.353405,0.097852,0.482558,P
365.0,0.50137,0.00274,0.2,0.10989,0.871233,0.0,0.69863,0.0,0.013699,0.130952,0.006849,0.993151,0.160714,0.15625,0.0,N
770.0,0.501299,0.0,0.181818,0.135417,0.884416,0.016883,0.763066,0.003484,0.017422,0.07717,0.0,0.996516,0.167203,0.185185,0.0,N
1377.0,0.459695,0.010167,0.278141,0.216398,0.715323,0.090777,0.578313,0.001721,0.034423,0.089342,0.003442,0.975904,0.412226,0.064378,0.5,P
1656.0,0.490338,0.0,0.092995,0.086493,0.876208,0.006039,0.756711,0.005034,0.07047,0.061417,0.0,1.0,0.182677,0.057971,0.666667,P
9126.0,0.450362,0.035393,0.127986,0.102273,0.748521,0.1373,0.712266,0.001845,0.027052,0.065498,0.023056,0.996619,0.323183,0.057471,0.387097,N
1840.0,0.474457,0.002174,0.154348,0.107549,0.834783,0.0,0.654715,0.007968,0.049137,0.074939,0.001328,0.997344,0.359951,0.048571,1.0,P
6128.0,0.461978,0.440111,0.112272,0.118593,0.877121,0.044223,0.798,0.0035,0.0325,0.036609,0.4025,0.9935,0.154624,0.072144,0.551724,P
9765.0,0.48172,0.115822,0.137634,0.116578,0.823963,0.0,0.644093,0.003511,0.061199,0.047312,0.113619,0.964384,0.339068,0.050626,0.157895,P
1302.0,0.463134,0.62212,0.155914,0.170243,0.84255,0.03533,0.683674,0.0,0.008163,0.104205,0.571429,0.995918,0.308958,0.104396,0.666667,N
1018.0,0.495088,0.000982,0.077603,0.083658,0.904715,0.0,0.780899,0.0,0.036517,0.032609,0.002809,0.86236,0.217391,0.1875,1.0,P
2735.0,0.485558,0.012431,0.205119,0.049751,0.90128,0.0,0.814442,0.001828,0.053017,0.175584,0.011883,0.958867,0.194424,0.037234,0.068966,P
182044.0,0.470628,0.40427,0.131446,0.110513,0.76275,0.036629,0.600482,0.003963,0.065075,0.095807,0.377336,0.993588,0.35991,0.100896,0.546196,N
12081.0,0.450459,0.057115,0.200149,0.161771,0.766162,0.021273,0.604071,0.002751,0.063818,0.040303,0.052998,0.995232,0.206265,0.044258,0.354167,P
2055.0,0.494891,0.06326,0.110462,0.069364,0.908516,0.0,0.786089,0.003937,0.02231,0.061576,0.057743,0.990814,0.256158,0.120567,0.416667,N
2056.0,0.442607,0.349222,0.206226,0.168412,0.859922,0.006809,0.696262,0.0,0.015187,0.076591,0.316589,0.997664,0.225459,0.084821,1.0,N
8636.0,0.459819,0.404817,0.093446,0.091533,0.767832,0.0,0.600576,0.004317,0.139856,0.100906,0.352518,0.985899,0.43674,0.09899,0.642857,N
1081.0,0.498612,0.002775,0.244218,0.092251,0.853839,0.006476,0.740343,0.008584,0.049356,0.166369,0.002146,0.995708,0.352415,0.060976,0.125,P
37825.0,0.473734,0.261599,0.145433,0.100824,0.870192,0.034237,0.766539,0.001539,0.033385,0.025049,0.231462,0.948154,0.186591,0.057261,0.505952,P
950.0,0.472632,0.001053,0.276842,0.237525,0.690526,0.103158,0.55314,0.002416,0.021739,0.181818,0.0,0.997585,0.41502,0.02,0.5,N
1298.0,0.489214,0.221109,0.057781,0.072398,0.919877,0.0,0.812371,0.002062,0.020619,0.03,0.206186,0.989691,0.136,0.08284,0.0,P
40552.0,0.468214,0.172199,0.173358,0.12511,0.76773,0.052722,0.624854,0.004126,0.049449,0.092844,0.144405,0.974198,0.344115,0.080941,0.626556,N
16444.0,0.474702,0.053819,0.097057,0.061357,0.832097,0.018122,0.717296,0.004059,0.08133,0.064818,0.048548,0.926319,0.308613,0.055742,0.340426,P
116.0,0.474138,0.0,0.241379,0.245902,0.818966,0.0,0.603774,0.0,0.0,0.231884,0.0,1.0,0.304348,0.0,0.0,N
521.0,0.452975,0.001919,0.351248,0.263158,0.785029,0.0,0.570881,0.0,0.0,0.13,0.0,1.0,0.273333,0.042553,0.6,N
1208.0,0.490066,0.077815,0.15894,0.136364,0.90894,0.0,0.75,0.002381,0.011905,0.135803,0.069048,0.664286,0.421811,0.206186,0.705882,N
2244.0,0.513369,0.0,0.3418,0.093407,0.828877,0.013369,0.701312,0.004036,0.049445,0.491273,0.0,0.860747,0.465092,0.139344,0.333333,P
1948.0,0.447639,0.926591,0.072382,0.097584,0.910678,0.0,0.764516,0.004839,0.035484,0.170013,0.882258,0.993548,0.414993,0.172775,0.702703,N
52931.0,0.470537,0.03002,0.182691,0.125674,0.724963,0.023502,0.576015,0.004482,0.113117,0.039248,0.028182,0.929415,0.506748,0.044539,0.178571,P
