sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,decile_score.1,score_text,v_type_of_assessment,v_decile_score,v_score_text,end,target
1,36,0,0,0,0,0,11,-1.0,1.0,3,5,2,0,3,1,389,0
1,38,0,0,0,0,0,3,0.0,1.0,3,4,2,0,5,2,1084,-1
1,45,1,2,0,0,0,0,-1.0,1.0,3,5,2,0,3,1,60,0
1,63,1,0,0,0,0,22,272.0,150.0,7,8,0,0,4,2,546,0
1,46,1,0,0,0,0,0,0.0,1.0,3,6,2,0,3,1,871,-1
0,42,0,2,0,0,0,0,-1.0,1.0,7,1,1,0,0,1,745,-1
1,61,1,0,0,0,0,13,64.0,279.0,3,3,1,0,1,1,1075,0
0,21,2,2,0,0,0,0,-2.0,2.0,3,3,1,0,4,2,861,-1
1,38,0,5,0,0,0,1,-1.0,1.0,3,0,1,0,0,1,914,-1
1,27,0,2,0,0,1,18,-1.0,1.0,3,8,0,0,9,0,185,0
1,32,0,2,0,0,0,0,-1.0,1.0,8,0,1,0,0,1,1089,-1
1,31,0,3,0,0,0,5,0.0,0.0,3,5,2,0,5,2,55,0
1,55,1,0,0,0,0,19,-1.0,1.0,3,7,0,0,1,1,762,-1
1,29,0,2,0,0,0,2,-32.0,32.0,3,5,2,0,7,0,868,-1
1,30,0,2,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,494,-1
1,22,2,0,1,0,0,2,-1.0,1.0,3,6,2,0,7,0,8,0
1,58,1,0,0,0,0,12,-1.0,1.0,7,5,2,0,2,1,70,0
1,22,2,0,0,0,0,1,0.0,1.0,3,4,2,0,4,2,708,0
1,21,2,0,0,0,0,1,-1.0,1.0,3,8,0,0,8,0,30,0
1,55,1,2,0,0,0,7,0.0,0.0,3,7,0,0,9,0,481,-1
1,21,2,0,0,0,0,1,-21.0,22.0,6,6,2,0,7,0,897,0
1,47,1,2,0,0,0,0,0.0,1.0,3,0,1,0,0,1,642,-1
1,26,0,2,0,0,0,7,-125.0,1.0,3,6,2,0,4,2,636,0
1,32,0,0,0,0,0,9,-59.0,60.0,1,3,1,0,2,1,914,-1
1,48,1,0,0,0,0,0,-1.0,1.0,8,0,1,0,0,1,726,-1
1,22,2,2,0,0,0,3,-1.0,0.0,2,5,2,0,4,2,667,-1
1,34,0,0,0,0,0,3,-105.0,105.0,3,6,2,0,5,2,370,-1
1,20,2,2,0,0,0,0,-1.0,1.0,3,3,1,0,6,2,397,0
1,21,2,0,0,1,0,1,-1.0,2.0,3,2,1,0,5,2,1019,0
0,30,0,0,1,0,0,2,-153.0,153.0,2,7,0,0,7,0,689,-1
0,23,2,0,0,0,0,2,126.0,0.0,8,7,0,0,5,2,897,0
1,52,1,0,0,0,0,7,-1.0,5450.0,2,8,0,0,2,1,504,0
1,47,1,0,0,0,0,1,-1.0,1.0,7,1,1,0,2,1,645,-1
0,52,1,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,974,-1
1,56,1,2,0,0,0,11,-35.0,35.0,3,3,1,0,3,1,611,-1
1,21,2,0,0,0,2,1,-1.0,1.0,3,4,2,0,4,2,10,0
0,34,0,0,0,0,0,5,-53.0,53.0,3,4,2,0,4,2,869,0
1,69,1,2,0,0,0,6,235.0,117.0,8,0,1,0,1,1,235,0
0,33,0,2,0,1,0,10,49.0,605.0,8,8,0,0,5,2,49,-1
1,21,2,0,1,0,1,2,-1.0,1.0,3,8,0,0,5,2,414,-1
0,26,0,2,0,0,0,7,48.0,66.0,3,5,2,0,4,2,469,0
0,41,0,2,0,0,0,1,0.0,0.0,3,0,1,0,0,1,627,-1
1,24,2,0,0,0,0,3,-3.0,3.0,3,5,2,0,5,2,278,0
0,26,0,2,0,0,0,7,48.0,66.0,3,5,2,0,4,2,309,0
1,59,1,0,0,0,0,22,-1.0,1.0,3,5,2,0,5,2,1163,0
0,49,1,2,0,0,0,2,0.0,0.0,7,0,1,0,0,1,185,0
0,30,0,0,0,0,0,0,0.0,1.0,7,2,1,0,1,1,791,-1
1,29,0,0,0,0,0,6,-1.0,1.0,3,7,0,0,3,1,97,0
1,40,0,0,0,0,0,1,-1.0,2.0,7,0,1,0,1,1,946,-1
1,33,0,0,0,0,0,4,-1.0,1.0,3,1,1,0,3,1,739,0
1,41,0,0,2,0,0,16,379.0,1.0,3,6,2,0,4,2,412,0
1,49,1,2,0,0,0,0,-3.0,3.0,7,0,1,0,0,1,949,-1
0,34,0,2,0,0,0,6,-1.0,1.0,3,6,2,0,1,1,43,-1
1,30,0,2,0,0,0,1,-1.0,1.0,7,2,1,0,1,1,288,0
1,22,2,5,0,0,0,1,-1.0,1.0,3,5,2,0,5,2,509,-1
0,43,0,5,0,0,0,1,-1.0,1.0,3,0,1,0,0,1,563,-1
1,50,1,2,1,0,0,16,-68.0,68.0,3,9,0,0,6,2,1109,0
1,37,0,0,0,0,0,11,-1.0,1.0,3,7,0,0,5,2,48,0
0,29,0,2,0,0,0,7,-1.0,1.0,3,5,2,0,2,1,500,0
0,31,0,2,0,0,0,3,468.0,146.0,3,6,2,0,3,1,739,0
1,47,1,0,0,0,0,1,-1.0,1.0,7,0,1,0,0,1,471,0
0,27,0,2,0,0,0,0,0.0,0.0,3,4,2,0,2,1,847,-1
1,52,1,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,971,-1
1,34,0,0,0,0,0,3,-105.0,105.0,3,6,2,0,5,2,169,-1
0,26,0,0,0,0,0,6,-1.0,1.0,3,5,2,0,4,2,50,0
1,26,0,0,0,0,0,8,0.0,0.0,3,6,2,0,4,2,825,0
1,22,2,2,0,0,0,0,-1.0,1.0,8,2,1,0,4,2,599,0
1,22,2,0,0,1,0,2,0.0,1.0,2,7,0,0,7,0,330,-1
0,43,0,2,0,0,0,0,-1.0,2.0,7,1,1,0,0,1,1052,-1
0,43,0,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,1145,-1
1,30,0,0,0,0,0,21,0.0,1.0,3,6,2,0,1,1,506,0
1,39,0,0,0,0,0,1,-4.0,5.0,2,0,1,0,0,1,529,-1
1,33,0,2,0,0,1,14,-78.0,78.0,1,8,0,0,7,0,278,-1
1,25,0,0,0,0,1,9,0.0,1.0,3,6,2,0,3,1,724,-1
1,36,0,0,0,0,0,11,-1.0,1.0,7,5,2,0,6,2,746,-1
1,60,1,0,0,0,0,11,-1.0,2.0,3,9,0,0,6,2,503,-1
1,32,0,2,0,0,0,0,-1.0,1.0,3,6,2,0,3,1,634,-1
0,24,2,0,0,0,1,11,-1.0,1.0,8,8,0,0,7,0,692,0
1,27,0,0,0,1,2,12,-1.0,1.0,7,8,0,0,4,2,599,-1
1,31,0,2,0,0,0,0,0.0,0.0,3,0,1,0,0,1,890,-1
1,28,0,0,0,0,0,1,-1.0,1.0,3,1,1,0,1,1,33,-1
1,25,0,0,0,0,1,7,507.0,47.0,3,7,0,0,8,0,507,-1
1,21,2,0,0,0,0,0,-1.0,1.0,3,4,2,0,6,2,1053,-1
1,30,0,0,0,0,1,3,-1.0,1.0,3,1,1,0,1,1,773,0
1,38,0,2,0,0,0,2,-1.0,1.0,7,0,1,0,1,1,964,-1
0,24,2,0,0,0,0,0,0.0,0.0,3,1,1,0,1,1,516,-1
1,30,0,2,0,0,0,2,-1.0,1.0,3,3,1,0,2,1,939,-1
1,31,0,0,0,0,0,1,0.0,0.0,3,2,1,0,1,1,518,-1
1,42,0,0,0,0,0,5,-1.0,1.0,3,5,2,0,5,2,310,-1
0,30,0,0,0,1,0,4,-1.0,1.0,3,5,2,0,1,1,279,-1
0,21,2,2,0,0,0,0,-1.0,1.0,3,5,2,0,5,2,110,0
1,26,0,2,0,0,0,4,-52.0,52.0,7,3,1,0,3,1,781,0
1,32,0,3,0,0,0,3,0.0,1.0,3,2,1,0,1,1,1043,-1
1,23,2,5,0,0,0,0,-1.0,1.0,2,4,2,0,7,0,692,-1
1,42,0,2,0,0,0,4,-1.0,1.0,3,0,1,0,1,1,1102,0
1,38,0,2,0,0,0,0,0.0,0.0,8,1,1,0,1,1,760,0
1,34,0,0,3,1,0,9,-1.0,1.0,3,6,2,0,5,2,34,0
1,21,2,0,0,0,0,3,-1.0,1.0,3,8,0,0,5,2,402,0
1,38,0,0,0,1,0,16,-1.0,1.0,1,8,0,0,9,0,744,0
0,50,1,2,0,0,0,0,-1.0,1.0,3,1,1,0,0,1,518,-1
1,28,0,0,0,0,0,9,-1.0,1.0,3,9,0,0,3,1,85,-1
1,22,2,0,0,0,0,0,-1.0,1.0,3,3,1,0,6,2,870,0
1,20,2,0,0,0,0,0,-1.0,1.0,2,5,2,0,5,2,789,-1
0,20,2,2,0,0,0,0,0.0,0.0,3,7,0,0,4,2,357,0
1,29,0,0,0,0,0,12,-1.0,1.0,3,9,0,0,6,2,38,0
1,25,0,0,1,1,0,2,-1.0,1.0,3,6,2,0,5,2,324,0
1,27,0,0,0,0,1,1,-95.0,1227.0,2,9,0,0,6,2,718,-1
1,25,0,0,1,0,0,5,-1.0,1.0,3,8,0,0,6,2,511,-1
1,25,0,0,0,0,0,12,-1.0,1.0,3,9,0,0,6,2,560,-1
1,34,0,0,0,0,0,2,0.0,1.0,3,9,0,0,5,2,209,-1
1,24,2,0,0,0,0,2,-1.0,1.0,7,3,1,0,3,1,732,0
1,47,1,0,0,0,0,13,0.0,0.0,3,1,1,0,0,1,247,0
1,34,0,3,0,0,0,17,-1.0,0.0,3,5,2,0,7,0,838,0
0,22,2,3,0,0,0,2,49.0,100.0,3,4,2,0,3,1,627,0
1,32,0,2,0,0,0,0,-1.0,1.0,3,1,1,0,0,1,932,-1
1,39,0,5,0,1,0,4,-30.0,31.0,3,1,1,0,0,1,112,0
1,39,0,2,0,0,0,16,0.0,0.0,3,8,0,0,6,2,1057,0
1,31,0,0,0,0,0,10,-8.0,8.0,3,5,2,0,3,1,644,0
1,29,0,3,0,0,0,4,0.0,1.0,3,1,1,0,1,1,635,-1
1,32,0,3,0,0,0,1,0.0,0.0,3,2,1,0,1,1,766,-1
1,49,1,5,0,0,0,7,-1.0,0.0,3,2,1,0,1,1,820,0
1,24,2,2,0,0,0,1,-37.0,37.0,3,2,1,0,2,1,654,-1
1,32,0,0,0,0,0,7,0.0,0.0,3,8,0,0,8,0,351,0
1,28,0,0,0,0,0,0,0.0,1.0,7,3,1,0,2,1,1,0
1,22,2,0,0,0,0,3,50.0,308.0,3,7,0,0,6,2,292,0
1,48,1,2,0,0,0,1,-1.0,1.0,3,0,1,0,0,1,846,-1
1,24,2,2,0,0,0,3,-1.0,1.0,8,7,0,0,6,2,913,0
1,28,0,0,0,0,0,3,0.0,0.0,7,1,1,0,1,1,1083,-1
1,25,0,0,0,0,0,5,-1.0,1.0,2,7,0,0,5,2,1148,-1
1,22,2,0,0,0,0,1,-1.0,1.0,7,8,0,0,7,0,1151,0
0,36,0,2,0,0,0,3,-27.0,27.0,3,5,2,0,6,2,327,0
0,30,0,5,0,0,0,4,-27.0,1.0,3,6,2,0,3,1,244,0
1,32,0,0,0,0,1,8,-1.0,1.0,2,3,1,0,1,1,60,-1
1,42,0,2,0,0,0,1,0.0,0.0,3,1,1,0,0,1,408,-1
1,35,0,0,0,0,0,6,0.0,0.0,3,7,0,0,4,2,601,0
1,26,0,0,0,0,1,12,-1.0,1.0,7,8,0,0,3,1,480,0
0,26,0,2,0,0,0,1,-1.0,1.0,3,3,1,0,3,1,502,-1
1,35,0,3,0,0,0,1,-12.0,12.0,3,8,0,0,4,2,768,-1
0,22,2,2,0,0,0,3,-1.0,1.0,3,8,0,0,3,1,210,0
0,20,2,0,0,0,0,0,-1.0,1.0,7,4,2,0,6,2,934,-1
1,21,2,0,0,0,0,1,-1.0,1.0,2,5,2,0,4,2,561,-1
0,47,1,2,0,0,0,28,-1.0,1.0,3,8,0,0,4,2,701,0
1,36,0,0,0,0,1,16,-1.0,1.0,7,7,0,0,2,1,495,0
1,26,0,2,0,0,0,3,-1.0,1.0,3,4,2,0,2,1,144,0
1,41,0,0,1,0,0,18,0.0,0.0,3,5,2,0,7,0,443,0
1,33,0,0,2,0,0,9,-1.0,1.0,8,8,0,0,8,0,335,0
1,20,2,2,0,0,0,0,-1.0,1.0,3,3,1,0,6,2,870,0
1,32,0,2,1,0,0,8,-2.0,2.0,2,3,1,0,3,1,977,0
1,23,2,2,0,0,0,0,0.0,1.0,3,3,1,0,4,2,959,-1
1,27,0,0,0,0,0,3,-15.0,15.0,3,2,1,0,4,2,80,-1
0,48,1,0,0,0,0,0,0.0,0.0,7,0,1,0,0,1,1185,-1
1,30,0,0,0,0,0,4,-1.0,1.0,7,7,0,0,3,1,1104,-1
1,40,0,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,357,0
1,29,0,0,0,0,0,6,-22.0,21.0,3,5,2,0,2,1,870,0
1,27,0,0,0,0,0,2,104.0,334.0,8,1,1,0,1,1,104,-1
1,27,0,2,0,0,0,1,0.0,0.0,3,4,2,0,2,1,701,-1
1,27,0,0,1,0,0,13,-43.0,43.0,3,8,0,0,7,0,509,-1
1,23,2,3,0,0,0,0,-1.0,1.0,3,2,1,0,4,2,463,-1
1,27,0,0,0,0,0,1,-1.0,1.0,3,1,1,0,2,1,751,0
1,64,1,0,0,0,0,13,-1.0,1.0,3,5,2,0,2,1,700,0
1,29,0,0,0,0,0,7,-1.0,1.0,3,2,1,0,3,1,92,-1
1,37,0,2,0,0,0,5,-105.0,104.0,8,4,2,0,0,1,323,-1
1,36,0,0,0,0,0,1,550.0,350.0,2,1,1,0,3,1,550,0
1,25,0,0,0,0,1,5,-1.0,1.0,3,9,0,0,7,0,1108,0
1,32,0,0,0,0,0,13,289.0,1.0,2,9,0,0,6,2,947,0
1,34,0,5,0,0,0,0,-2.0,2.0,3,1,1,0,0,1,974,-1
1,55,1,2,0,0,0,0,-1.0,1.0,3,4,2,0,0,1,1151,-1
1,19,2,0,1,2,0,3,-200.0,200.0,1,9,0,0,8,0,412,0
0,43,0,2,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,688,-1
0,56,1,2,0,0,0,10,-1.0,1.0,3,4,2,0,3,1,566,0
1,26,0,2,0,0,0,1,0.0,0.0,3,1,1,0,2,1,213,0
0,33,0,0,0,0,0,1,-3.0,3.0,3,4,2,0,1,1,984,-1
1,20,2,0,0,0,0,0,-1.0,1.0,7,2,1,0,5,2,421,0
0,41,0,2,0,0,0,0,-1.0,1.0,2,2,1,0,0,1,1057,-1
0,21,2,0,0,0,0,0,-1.0,1.0,2,7,0,0,6,2,346,0
1,27,0,0,0,0,0,0,-1.0,1.0,7,0,1,0,1,1,235,0
1,32,0,0,1,2,0,17,84.0,0.0,3,9,0,0,9,0,688,0
1,30,0,5,0,0,0,5,-1.0,1.0,3,4,2,0,3,1,1048,0
1,41,0,3,0,0,0,1,-4.0,4.0,8,0,1,0,0,1,1032,-1
1,41,0,0,0,0,0,14,0.0,0.0,3,5,2,0,2,1,896,0
1,54,1,0,0,0,0,1,-1.0,1.0,8,0,1,0,0,1,1041,-1
1,31,0,0,0,0,0,6,0.0,0.0,3,7,0,0,5,2,903,-1
1,40,0,1,0,0,0,3,-108.0,109.0,1,0,1,0,0,1,568,-1
0,38,0,3,0,0,0,20,-1.0,1.0,3,8,0,0,2,1,351,0
1,56,1,0,0,0,0,3,-27.0,27.0,7,1,1,0,0,1,287,0
1,21,2,0,0,0,0,1,0.0,0.0,3,9,0,0,9,0,154,0
1,25,0,3,0,0,0,6,-1.0,1.0,7,6,2,0,7,0,778,0
1,20,2,0,0,0,0,0,-1.0,1.0,3,7,0,0,5,2,772,-1
1,29,0,0,0,0,0,0,-1.0,1.0,7,8,0,0,9,0,564,0
0,32,0,0,0,0,0,3,-1.0,1.0,2,1,1,0,1,1,69,0
1,52,1,5,0,0,0,13,-1.0,1.0,3,6,2,0,5,2,491,0
0,41,0,2,0,0,0,0,-1.0,2.0,7,0,1,0,0,1,630,-1
1,21,2,0,0,1,0,2,-24.0,25.0,7,8,0,0,6,2,995,0
1,39,0,2,0,0,0,2,-2.0,3.0,3,0,1,0,0,1,666,0
1,28,0,0,0,0,0,8,-1.0,1.0,3,5,2,0,5,2,23,0
0,23,2,2,0,0,0,0,-1.0,1.0,3,2,1,0,2,1,537,-1
1,48,1,0,0,0,0,7,-1.0,1.0,8,3,1,0,1,1,1041,0
1,35,0,0,0,0,0,6,-1.0,1.0,7,6,2,0,2,1,635,-1
1,22,2,2,0,1,1,2,-1.0,1.0,3,7,0,0,6,2,90,0
0,27,0,2,0,0,0,7,-1.0,1.0,3,8,0,0,4,2,1074,-1
1,32,0,0,0,0,0,17,0.0,0.0,3,7,0,0,1,1,537,0
0,20,2,5,1,0,0,1,-21.0,21.0,1,3,1,0,6,2,1116,-1
0,28,0,0,0,0,0,0,-1.0,1.0,7,1,1,0,1,1,726,-1
1,26,0,0,0,0,0,0,-1.0,1.0,8,1,1,0,1,1,1164,0
1,25,0,0,0,3,1,8,-1.0,1.0,7,7,0,0,4,2,704,0
1,46,1,0,0,0,0,3,-33.0,33.0,7,5,2,0,6,2,217,0
1,27,0,2,0,0,0,1,506.0,409.0,3,9,0,0,9,0,506,-1
1,23,2,0,0,0,0,1,-1.0,1.0,2,5,2,0,7,0,283,0
1,27,0,2,0,0,0,8,-1.0,1.0,3,4,2,0,2,1,370,-1
1,28,0,0,0,0,0,4,0.0,1.0,6,5,2,0,4,2,84,0
1,40,0,2,0,0,0,10,-1.0,1.0,3,6,2,0,4,2,1175,0
1,40,0,2,0,0,0,4,-80.0,72.0,3,2,1,0,3,1,877,-1
1,24,2,0,0,0,0,2,203.0,453.0,2,3,1,0,2,1,203,-1
1,24,2,2,0,0,0,1,0.0,1.0,7,3,1,0,5,2,962,0
1,28,0,0,0,0,0,7,-1.0,1.0,3,9,0,0,6,2,185,0
