RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,target
0.018773586,51,0,0.380561944,10000.0,10,0,2,0,0,0
0.913004579,73,0,0.372542486,3000.0,6,0,0,0,0,0
0.903409659,42,0,0.127925557,10638.0,6,0,0,0,2,0
0.084216331,61,0,0.231477167,8583.0,6,0,1,0,2,0
0.378299203,33,0,0.840889502,5800.0,14,0,4,0,0,1
0.9999999,52,0,0.005759539,4166.0,0,1,0,0,0,1
0.077682834,61,0,0.684303351,1700.0,13,0,1,1,0,1
0.010994879,68,0,0.324815271,3247.0,5,0,1,0,0,0
0.031253178,50,0,0.586740587,4328.0,4,0,1,0,0,0
0.793453919,45,0,0.14214308,3200.0,5,0,0,0,0,1
0.492299461,41,0,0.555856833,20283.0,13,0,5,0,2,0
0.029833337,62,0,0.184004323,3700.0,9,0,0,0,0,0
0.0,41,0,0.852315954,4468.0,7,1,2,0,1,1
0.306322258,32,0,0.550387597,2708.0,10,0,1,0,0,1
0.285915281,39,0,0.279606275,3250.0,5,0,0,0,0,0
0.005464267,67,0,0.141387822,7291.0,8,0,1,0,1,0
0.484357022,48,0,0.338266001,11014.0,7,0,1,0,1,1
0.550426345,79,0,0.005168436,10834.0,2,1,0,0,0,1
0.582474127,77,0,0.402559744,10000.0,13,0,2,1,1,0
0.937091568,44,2,0.45098358,6150.0,11,0,1,1,3,1
0.039903708,83,1,0.152521713,6562.0,30,0,1,0,0,0
0.260396776,67,1,0.28333683,14300.0,20,0,0,0,0,1
0.021998977,45,0,0.16162707,8333.0,5,2,1,0,2,1
0.9999999,68,0,0.229387755,1224.0,1,0,0,0,0,0
0.674689872,53,1,0.404997177,7083.0,8,0,1,0,2,1
1.93625498,39,0,1.184538653,400.0,2,0,0,3,2,1
0.870784043,38,0,0.547556555,8000.0,10,0,3,0,3,1
0.100453283,66,0,0.33638706,6985.0,11,0,2,0,1,0
0.631902946,53,0,0.163952628,5403.0,8,0,0,0,3,0
0.065399955,82,0,0.085076244,12000.0,11,0,0,0,0,0
0.016149193,35,0,0.688237608,5083.0,5,0,2,0,0,0
0.999815872,53,0,0.728395062,10772.0,8,0,4,0,1,0
0.114583742,61,0,0.220977902,10000.0,11,0,1,0,0,1
0.097744818,29,0,0.88055972,2000.0,7,0,2,0,0,1
0.221254463,51,1,1.353706625,7607.0,18,0,4,0,4,1
0.735113244,43,3,0.444145357,5200.0,7,1,1,0,1,1
0.9999999,41,0,0.023712027,10500.0,1,0,1,0,2,1
0.215304416,61,0,0.156780549,4770.0,7,0,0,0,1,0
0.169595661,57,0,0.689252985,3600.0,13,0,2,0,2,0
0.07586912,56,0,0.138225131,13600.0,15,0,1,0,0,0
1.114628457,56,2,1.334486736,2600.0,6,1,1,1,0,1
0.055697062,64,0,0.364499425,3475.0,6,0,1,0,0,0
0.000147678,83,0,0.001371272,2916.0,14,0,0,0,0,1
0.479346946,56,5,1.189905047,2000.0,9,2,1,3,1,1
0.061872818,51,1,2.2041399,1400.0,16,0,3,0,1,1
1.026564062,53,5,1.253898441,2500.0,8,0,1,1,2,1
0.11240869,51,0,0.112539274,3500.0,3,0,0,0,0,0
0.910202993,53,0,0.415896026,4000.0,11,0,1,0,0,0
0.104029991,36,0,0.213367609,3500.0,4,1,0,0,0,1
0.089662397,54,1,1.074288471,2072.0,10,0,1,0,1,0
0.885069093,35,0,0.432118671,3100.0,7,1,0,1,3,1
0.508251362,54,4,0.82712916,3545.0,13,0,0,1,3,1
0.857544535,56,0,1.21695245,8222.0,14,0,3,0,2,1
0.799321963,56,0,0.360593754,7140.0,13,0,1,0,2,0
0.940179638,66,0,0.306489729,5500.0,9,0,0,0,0,1
0.502386789,81,0,0.37504998,2500.0,9,1,1,0,0,1
0.039849125,41,0,0.302261008,10083.0,10,0,1,0,2,0
0.382059801,62,1,0.28260193,3212.0,4,0,1,2,0,1
0.941138526,28,0,0.308996089,2300.0,4,1,0,0,0,1
0.718693752,54,1,0.626305265,4500.0,11,0,1,1,0,1
1.053682896,35,2,0.146816804,2308.0,8,0,0,0,1,1
0.182922812,57,0,0.422670778,10700.0,13,0,2,0,2,0
0.434871335,48,0,0.341430499,3704.0,7,0,1,0,1,1
0.123953206,54,2,0.96992596,13100.0,24,0,6,0,4,1
0.468262824,47,1,0.858030686,5148.0,11,0,1,0,0,1
0.550778076,40,0,0.287658593,4334.0,9,0,0,0,1,0
0.704020412,31,0,0.298356875,3468.0,5,0,0,0,0,0
0.889330758,39,3,2356.0,0.0,10,3,1,0,2,1
0.9999999,49,0,0.204984232,13000.0,2,3,1,2,1,1
1.139534884,25,2,0.048138056,1100.0,4,2,0,0,0,1
0.9999999,47,0,0.362674726,2646.0,2,1,0,0,1,0
0.132591379,28,0,0.241339223,4300.0,3,0,1,0,0,0
0.9999999,22,0,0.234853217,1600.0,1,0,0,0,0,1
0.9999999,50,1,0.160661955,5800.0,2,0,0,0,0,1
0.089951621,70,0,0.010544496,11000.0,4,0,0,0,0,0
0.99040192,44,3,1.288350634,2600.0,8,1,1,0,0,1
0.434262629,35,0,0.377748168,1500.0,2,0,0,0,0,0
0.049761737,27,0,0.217188062,2780.0,7,0,0,0,0,1
0.252143543,31,0,0.389565761,3200.0,9,0,0,0,1,1
0.315936813,42,0,0.253419726,4166.0,7,0,1,0,0,0
0.9999999,65,98,0.026164462,3477.0,0,98,0,98,1,1
0.373860377,71,0,0.692261548,5000.0,17,0,2,0,0,0
0.98320224,60,1,0.611755298,2500.0,7,0,2,1,0,1
0.340696903,48,0,0.536212914,4583.0,6,1,1,2,0,1
0.035159179,57,0,0.332739761,3930.0,16,0,1,0,0,0
0.371268548,75,0,0.81859896,9806.0,20,0,6,0,0,0
0.9999999,34,1,0.683804627,2333.0,4,2,1,2,2,1
0.008158998,63,0,0.45067362,2300.0,16,0,1,0,0,0
0.896114071,49,5,0.463180158,5200.0,13,1,1,4,1,1
0.070327757,51,0,0.274064864,9650.0,11,0,2,0,0,1
0.415073116,44,0,0.170943019,3000.0,4,0,0,0,2,0
0.062024684,41,0,0.291330497,6816.0,13,0,1,0,1,0
0.050559935,80,0,0.083958021,2000.0,10,0,1,0,0,0
0.622822884,55,0,0.783246306,9000.0,23,0,2,0,0,1
0.254266506,53,3,0.581944865,3300.0,6,0,1,1,0,0
0.9999999,24,1,0.037912673,4694.0,1,2,0,0,0,1
0.613077385,26,0,0.113904877,3300.0,4,0,0,0,1,0
0.241233061,34,0,0.436912617,5000.0,11,0,2,0,0,0
0.8596631,40,4,0.627274821,4340.0,19,0,1,1,1,0
0.135232153,51,0,0.467505241,6200.0,12,0,1,0,0,0
0.985602879,53,1,0.381117001,13016.0,5,0,1,0,4,1
0.399647499,55,0,0.170220832,10550.0,8,0,1,0,0,0
0.195260893,51,0,2.331880528,7800.0,10,0,8,0,0,0
0.048801493,78,0,0.229554089,5000.0,6,0,1,0,0,0
0.021626946,62,0,0.323211973,6948.0,12,1,2,0,1,1
0.466289043,42,2,11887.0,0.0,9,0,2,0,1,0
0.875973047,79,0,1.064918851,800.0,6,0,0,0,0,0
0.06112026,37,0,0.297024144,5342.0,7,0,2,0,1,0
0.039550136,59,0,0.290812368,9022.0,7,0,1,0,0,0
0.346181743,55,0,0.041132349,4132.0,10,1,0,0,0,1
0.982003599,48,0,0.046416167,3166.0,1,0,0,0,0,1
0.641910444,41,1,0.3156379,20833.0,11,0,3,0,0,1
1.832335329,56,0,38.0,0.0,0,1,0,0,0,0
0.05674818,32,1,0.856535866,4000.0,10,1,1,1,0,0
0.031140633,45,0,0.075146243,20000.0,9,0,0,0,0,0
0.9999999,36,0,0.253045923,3200.0,3,0,0,0,4,1
0.9999999,23,1,0.204508857,3104.0,2,1,0,0,0,0
0.9999999,53,0,0.632486388,1101.0,2,1,1,0,1,0
0.012767644,73,1,0.221833227,6283.0,19,0,1,0,0,0
0.001272708,53,0,0.294176456,4000.0,10,0,1,0,1,0
1.916943522,59,2,0.085560469,5200.0,4,1,0,2,1,1
0.968319968,64,1,0.62132138,5130.0,7,0,1,0,0,0
0.210385974,49,0,0.202885482,11089.0,7,0,1,0,1,0
0.44573864,49,0,0.565265313,6350.0,10,0,2,0,3,0
1.462686567,64,1,0.001738752,4600.0,1,0,0,1,1,0
0.103579284,44,0,0.004389816,3416.0,6,0,0,0,2,0
0.959005856,30,0,0.213268706,3300.0,5,0,0,0,0,0
0.910454394,38,2,0.588974579,3500.0,6,1,1,2,2,1
0.974763407,51,2,0.621683968,2600.0,4,0,1,2,2,1
1.031631574,30,3,0.364100693,5481.0,14,0,0,0,1,1
0.02335805,51,0,0.274742676,3788.0,6,0,1,0,0,0
0.047309089,42,1,0.483096828,9583.0,6,0,2,0,1,0
0.880440256,52,0,0.811495894,2800.0,10,0,0,0,0,1
0.9999999,38,0,0.322415266,3510.0,6,0,1,0,1,0
0.013297085,42,0,0.003683241,3800.0,7,0,0,0,1,1
0.786034884,25,0,0.480584391,2600.0,9,1,0,0,0,1
0.78719415,48,0,1.241094863,2666.0,4,0,1,0,0,0
0.505083833,50,3,1.225290698,687.0,13,0,0,0,0,1
0.9999999,35,0,0.228959419,6332.0,4,0,1,1,4,0
0.0483289,88,0,0.040564374,1700.0,4,0,0,0,0,0
0.016570837,60,0,0.246800181,6640.0,3,0,1,0,0,0
0.861961274,42,0,0.106588197,6116.0,4,0,0,0,2,1
0.431291817,39,0,0.577211394,2000.0,11,0,1,0,2,0
0.0,47,0,0.36827774,13220.0,4,0,2,0,1,0
0.986295215,50,3,0.170919325,5329.0,6,0,2,1,1,1
0.894743954,31,0,0.147574584,4390.0,2,0,0,0,1,0
0.510802074,58,1,0.437861002,5366.0,9,0,1,0,0,0
0.9999999,24,0,0.0,737.0,0,0,0,0,0,0
0.402486879,62,0,0.474964006,6250.0,10,0,2,0,1,0
0.768463074,36,0,0.066838046,3500.0,6,1,0,1,3,1
0.75128109,38,3,0.701099633,3000.0,7,1,1,1,2,1
1.092091314,42,3,0.564477714,8816.0,16,2,2,0,0,1
0.404403522,67,0,0.112710523,13893.0,11,0,0,0,0,0
0.111238757,64,0,0.194076848,23500.0,14,0,2,0,0,0
0.980776624,31,2,0.133773245,5000.0,3,1,0,0,2,1
0.195234435,22,0,0.002499107,2800.0,2,0,0,0,0,1
0.755342694,60,0,0.295674087,16666.0,11,0,3,0,2,0
0.9999999,38,0,0.0,2666.0,0,0,0,0,2,1
0.0,51,0,0.26549106,4082.0,3,0,1,0,1,0
0.736396482,39,0,0.150273224,4025.0,3,1,0,0,1,1
0.9999999,41,1,0.0,5500.0,1,0,0,2,0,1
0.368673358,57,0,0.254089545,17666.0,20,0,2,0,2,0
0.090751779,59,3,0.61098991,7333.0,4,1,2,0,0,1
0.866593617,30,1,0.543848309,4640.0,10,0,1,0,0,1
0.00122399,47,0,0.219976347,9300.0,24,0,1,0,0,0
0.033907171,61,0,0.029544769,6633.0,7,0,0,0,2,0
0.9999999,51,1,0.158409242,4500.0,3,0,0,0,3,1
0.50763602,53,1,0.388496357,9057.0,16,0,1,0,2,0
1.084165478,58,1,0.005485087,5833.0,4,1,0,0,0,1
0.429098881,63,0,0.523548518,4925.0,14,0,1,0,1,1
0.042009598,70,0,0.148170366,5000.0,4,0,1,0,0,0
0.9999999,39,2,0.276391938,5010.0,2,1,1,0,1,1
0.636307407,54,1,0.515296941,5000.0,10,0,1,0,0,1
0.350792557,73,0,0.384598604,4583.0,11,0,1,0,0,0
0.017891457,52,0,0.46623786,39333.0,18,0,7,0,3,1
0.903278307,42,2,0.670865827,5000.0,4,0,1,1,1,1
0.795811518,32,0,1.001249479,2400.0,5,1,1,0,0,1
0.079293081,90,2,0.027710327,7000.0,11,0,0,1,0,1
0.0,29,0,0.173413293,2000.0,5,0,0,0,0,0
0.314595927,63,1,0.338830585,3334.0,11,0,1,0,1,1
0.291576674,50,0,0.333872964,10500.0,12,0,1,0,0,0
0.0,46,0,0.375608643,13143.0,7,0,3,0,2,1
0.013401574,54,0,0.449461053,4916.0,12,0,2,0,3,0
0.9999999,49,0,0.378006873,3200.0,3,2,2,0,0,1
0.373745733,42,1,0.525573524,5317.0,9,0,2,0,2,1
0.284935753,58,2,0.035376434,53594.0,8,0,1,0,2,1
0.040223614,57,0,2945.0,0.0,10,0,1,0,0,1
0.13711324,50,1,0.366814227,6550.0,6,0,2,0,1,0
0.145933474,54,0,0.130992053,3900.0,2,0,0,0,0,0
0.0,46,0,0.930298991,5250.0,12,0,4,0,3,0
0.410095228,32,0,0.616676665,5000.0,15,0,1,0,0,1
0.9999999,38,0,0.0,2500.0,1,2,0,0,2,1
0.843500261,49,0,0.443495514,11591.0,9,0,2,0,3,0
0.9999999,51,0,0.696113074,5093.0,7,0,2,0,0,0
0.407720852,61,0,0.268606976,4500.0,9,0,0,0,1,0
0.685546465,47,0,0.529867533,4000.0,11,0,1,1,2,1
0.388624587,52,0,0.307041485,3663.0,6,0,1,0,2,0
0.784681636,29,0,0.176700717,4600.0,9,0,0,0,0,1
1.004266098,49,2,0.241970021,1400.0,5,1,0,0,0,0
0.248944263,45,1,0.325941207,5816.0,17,0,2,0,2,1
1.151204511,41,0,0.200844257,4500.0,6,2,0,1,0,1
0.747607485,47,0,0.221205597,5573.0,2,2,0,0,2,1
0.066113797,63,0,0.621679828,9750.0,24,0,2,0,2,0
0.40919885,32,3,0.280241935,2479.0,7,1,0,1,1,1
0.134304106,36,0,0.29696288,5333.0,13,0,1,0,1,0
1.127744511,32,0,0.161953728,2333.0,2,1,0,0,1,1
0.930003955,36,0,0.849439564,3300.0,6,0,2,0,3,1
0.113670623,53,0,0.623365757,9560.0,9,0,2,0,0,0
0.091958002,88,3,0.328722093,7300.0,10,2,1,1,0,1
1.114540317,52,4,0.47184466,514.0,5,1,0,1,0,1
0.29814801,61,0,0.299518226,11000.0,21,0,3,0,0,1
0.392754088,53,0,0.384852675,9400.0,9,0,1,0,1,0
0.0,55,0,0.825497878,6125.0,14,0,3,0,1,0
0.0,68,0,0.344964871,4269.0,6,0,1,0,0,0
0.015127845,59,0,0.072985403,5000.0,15,0,0,0,0,1
0.157795434,54,0,0.038037018,5888.0,6,0,0,0,1,0
0.018150955,43,0,0.719700125,2400.0,8,0,2,0,2,0
0.683826253,47,0,0.25606914,10297.0,6,0,2,0,4,0
0.9999999,49,0,0.0,18300.0,0,0,0,0,2,1
0.002526183,53,0,0.516847516,1750.0,5,0,1,0,2,0
0.414368057,43,0,0.370169275,3130.0,16,0,0,0,0,0
0.312819318,47,2,5497.0,0.0,24,0,2,0,2,1
1.473053892,42,0,0.174092589,4600.0,2,6,0,3,5,1
1.058188021,32,3,0.188689732,7196.0,7,2,0,2,4,1
0.15930001,55,0,0.284371563,10000.0,12,0,2,1,2,0
0.072818382,53,1,0.222731439,12000.0,27,0,1,0,0,0
0.074822551,52,0,0.384146341,5083.0,17,0,1,0,0,0
0.644989717,33,2,0.208328432,8500.0,12,0,1,1,1,1
0.406153651,55,0,0.795867355,6000.0,9,0,2,0,3,0
0.239152173,62,0,0.509216847,8950.0,15,0,2,0,0,1
0.380813499,51,0,0.115527292,1886.0,5,0,0,0,0,0
0.044646839,82,0,0.524265778,4800.0,10,0,1,0,1,0
0.415430267,52,6,0.394810738,8902.0,18,1,3,0,2,1
0.015644475,66,0,0.618726592,2669.0,7,0,1,0,0,0
0.007556107,73,0,0.003747658,1600.0,3,0,0,0,0,0
1.698433855,43,1,0.479265092,1904.0,6,0,1,0,0,1
0.095975545,61,0,0.225824379,5397.0,18,0,2,0,3,0
0.08551829,38,0,0.469489201,5833.0,9,0,2,0,2,0
0.0,35,0,0.0,5416.0,1,0,0,0,1,1
0.008434416,46,0,0.388048956,4166.0,5,0,1,0,3,0
0.261925164,33,0,0.548387097,2603.0,9,0,1,1,1,0
0.479252075,67,0,0.023060797,6200.0,4,0,0,0,0,0
0.951566952,29,1,0.028248588,530.0,3,0,0,0,0,0
0.963115209,35,0,1.115409413,1550.0,5,0,1,0,0,0
0.38807648,43,1,0.548631579,14249.0,15,0,7,0,2,1
1.383233533,33,1,0.194368756,1100.0,6,0,0,2,2,1
0.075022023,48,0,0.278307612,5766.0,13,0,2,0,1,1
0.0,56,0,0.16347428,8300.0,7,0,1,0,0,0
0.084332056,58,0,0.507498929,7000.0,10,0,2,0,3,0
0.624175946,54,0,0.568947368,5699.0,10,0,4,0,0,1
0.093081394,53,0,0.823944059,17732.0,9,0,5,0,2,0
0.895535253,32,1,0.908311911,3500.0,9,0,2,0,0,1
0.892788838,59,2,1.100557585,5200.0,10,0,3,0,2,1
0.965473384,41,6,0.845593487,7000.0,17,0,4,1,2,1
0.112719752,24,0,0.548725637,2000.0,6,0,1,0,1,0
0.0,61,0,0.225613234,3505.0,5,0,1,0,0,0
1.049668874,55,1,0.315129151,4064.0,5,2,0,0,0,1
0.204322414,66,0,0.390958443,10683.0,17,0,1,0,1,0
0.9999999,40,1,0.092405653,6438.0,1,2,0,0,2,1
0.0,52,1,0.45764639,5276.0,8,0,2,0,2,1
0.9999999,46,0,0.427854938,5183.0,4,1,1,0,7,1
0.135998903,34,0,0.618895812,6900.0,13,0,3,0,3,0
0.004932311,86,0,0.294754371,1200.0,9,0,0,0,0,0
0.8718802,34,1,0.018240343,2795.0,3,0,0,2,1,1
1.032423939,40,0,0.558905281,4676.0,5,1,1,0,2,1
0.0,24,0,0.120253165,1737.0,5,0,0,0,0,1
0.0,65,0,0.364654138,2500.0,13,0,0,0,1,0
0.063354932,63,1,0.21143763,8200.0,7,0,1,0,0,0
