value,rent,ftotinc,momloc,famsize,nchild,eldch,yngch,nsibs,age,occscore,sei,inctot,incwage,incbus,incfarm,incss,incwelfr,incother,poverty,target
999999.0,0.0,11150.0,2,6,0,99,99,2,19,25,52,3050.0,3050.0,0.0,0.0,0.0,0.0,0.0,212.0,P
22500.0,0.0,15150.0,0,2,0,99,99,0,58,44,86,12050.0,12050.0,0.0,0.0,0.0,0.0,0.0,501.0,P
22500.0,0.0,24850.0,0,2,1,45,45,0,71,0,0,1750.0,0.0,0.0,0.0,650.0,0.0,1050.0,501.0,N
999999.0,150.0,11150.0,0,2,1,37,37,0,63,22,51,7050.0,7050.0,0.0,0.0,0.0,0.0,0.0,454.0,P
999999.0,70.0,9750.0,0,2,0,99,99,0,54,30,24,9750.0,9750.0,0.0,0.0,0.0,0.0,0.0,397.0,P
22500.0,0.0,6450.0,0,1,0,99,99,0,64,22,61,6450.0,6450.0,0.0,0.0,0.0,0.0,0.0,338.0,P
999999.0,100.0,10950.0,1,6,0,99,99,4,7,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,217.0,N
22500.0,0.0,3450.0,2,4,0,99,99,1,49,11,11,550.0,550.0,0.0,0.0,0.0,0.0,0.0,91.0,N
999999.0,50.0,7450.0,0,2,0,99,99,0,61,27,64,7450.0,7450.0,0.0,0.0,0.0,0.0,0.0,295.0,P
999999.0,175.0,16850.0,0,2,0,99,99,0,25,22,61,8850.0,8750.0,0.0,0.0,0.0,0.0,50.0,501.0,P
999999.0,90.0,3450.0,0,2,0,99,99,0,22,11,16,50.0,50.0,0.0,0.0,0.0,0.0,0.0,140.0,N
999999.0,97.0,0.0,0,1,0,99,99,0,37,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N
999999.0,45.0,8250.0,0,2,0,99,99,0,43,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,N
50000.0,0.0,50000.0,0,2,0,99,99,0,59,41,68,50000.0,50000.0,37050.0,-9900.0,0.0,0.0,50000.0,501.0,P
999999.0,110.0,14250.0,2,3,0,99,99,0,1,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,483.0,N
42500.0,0.0,22850.0,2,3,0,99,99,0,21,23,18,150.0,150.0,0.0,0.0,0.0,0.0,0.0,501.0,N
999999.0,145.0,8450.0,0,4,2,7,1,0,36,23,15,8050.0,8050.0,0.0,0.0,0.0,0.0,0.0,227.0,P
999999.0,0.0,8250.0,0,1,0,99,99,0,13,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,1.0,N
30000.0,0.0,12850.0,2,5,0,99,99,2,5,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,294.0,N
999999.0,225.0,15150.0,0,2,0,99,99,0,56,33,76,15150.0,0.0,14050.0,0.0,0.0,0.0,1050.0,501.0,P
999999.0,90.0,7050.0,0,4,2,16,11,0,39,30,24,7050.0,7050.0,0.0,0.0,0.0,0.0,0.0,189.0,P
999999.0,0.0,11650.0,0,3,0,99,99,0,45,31,65,2650.0,2650.0,0.0,0.0,0.0,0.0,0.0,395.0,P
999999.0,240.0,3550.0,0,1,0,99,99,0,24,13,44,3550.0,3550.0,0.0,0.0,0.0,0.0,0.0,186.0,P
50000.0,0.0,50000.0,0,3,1,25,25,0,48,24,47,1750.0,350.0,0.0,0.0,0.0,0.0,1350.0,501.0,P
999999.0,140.0,13050.0,0,4,2,7,1,0,30,25,18,13050.0,13050.0,0.0,0.0,0.0,0.0,0.0,351.0,P
13750.0,0.0,11150.0,0,3,1,15,15,0,53,16,15,8550.0,8550.0,0.0,0.0,0.0,0.0,0.0,378.0,P
22500.0,0.0,11950.0,0,4,1,29,29,0,57,25,22,7650.0,7650.0,0.0,0.0,0.0,0.0,0.0,316.0,P
999999.0,100.0,19750.0,0,3,1,9,9,0,54,21,9,12050.0,12050.0,0.0,0.0,0.0,0.0,0.0,501.0,P
18750.0,0.0,7250.0,0,2,0,99,99,0,33,22,18,2650.0,2650.0,0.0,0.0,0.0,0.0,0.0,295.0,N
22500.0,0.0,14550.0,0,5,3,8,5,0,31,24,10,10850.0,10850.0,0.0,0.0,0.0,0.0,0.0,332.0,P
22500.0,0.0,11850.0,0,3,1,21,21,0,55,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.0,N
18750.0,0.0,9250.0,2,12,0,99,99,5,19,22,18,650.0,650.0,0.0,0.0,0.0,0.0,0.0,125.0,N
42500.0,0.0,29450.0,0,2,0,99,99,0,50,24,47,16450.0,14050.0,0.0,0.0,2350.0,0.0,0.0,501.0,P
999999.0,75.0,18350.0,0,1,0,99,99,0,50,26,17,18350.0,9050.0,0.0,0.0,0.0,0.0,9250.0,501.0,P
22500.0,0.0,2250.0,0,1,0,99,99,0,64,25,44,3050.0,0.0,0.0,0.0,550.0,0.0,2450.0,160.0,N
30000.0,0.0,13950.0,0,3,1,1,1,0,30,36,66,12050.0,12050.0,0.0,0.0,0.0,0.0,0.0,472.0,P
999999.0,0.0,999999.0,0,1,0,99,99,0,78,0,0,450.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,N
50000.0,0.0,30350.0,2,5,0,99,99,2,4,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,501.0,N
999999.0,125.0,9950.0,2,6,0,99,99,3,8,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,203.0,N
999999.0,275.0,5750.0,0,1,0,99,99,0,53,39,73,5750.0,5750.0,0.0,0.0,0.0,0.0,0.0,301.0,P
999999.0,115.0,7250.0,0,4,2,2,0,0,30,26,32,7250.0,7250.0,0.0,0.0,0.0,0.0,0.0,195.0,P
30000.0,0.0,18850.0,0,4,0,99,99,1,56,22,51,6550.0,6550.0,0.0,0.0,0.0,0.0,0.0,490.0,P
22500.0,0.0,22350.0,0,6,4,23,5,0,44,15,13,2850.0,2850.0,0.0,0.0,0.0,0.0,0.0,433.0,P
999999.0,100.0,2050.0,0,1,0,99,99,0,87,0,0,2050.0,0.0,0.0,0.0,0.0,2050.0,0.0,117.0,N
999999.0,65.0,10050.0,0,2,1,10,10,0,43,31,53,10050.0,10050.0,0.0,0.0,0.0,0.0,0.0,397.0,P
30000.0,0.0,10850.0,0,4,2,14,10,0,34,19,17,1950.0,1950.0,0.0,0.0,0.0,0.0,0.0,292.0,P
999999.0,125.0,4050.0,2,6,0,99,99,3,11,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,83.0,N
999999.0,120.0,9150.0,2,4,0,99,99,1,2,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,246.0,N
22500.0,0.0,17150.0,0,5,3,18,13,0,48,22,61,5050.0,5050.0,0.0,0.0,0.0,0.0,0.0,382.0,P
42500.0,0.0,19750.0,2,4,0,99,99,1,9,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,501.0,N
999999.0,230.0,21550.0,0,4,2,20,17,0,47,41,68,14050.0,14050.0,0.0,0.0,0.0,0.0,0.0,501.0,P
999999.0,110.0,11150.0,0,5,0,99,99,1,19,22,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,P
30000.0,0.0,9650.0,0,2,0,99,99,0,58,22,61,950.0,650.0,0.0,0.0,0.0,0.0,250.0,393.0,P
999999.0,60.0,4750.0,0,4,2,4,1,0,31,23,18,4450.0,4450.0,0.0,0.0,0.0,0.0,0.0,128.0,P
999999.0,75.0,9950.0,2,6,0,99,99,3,0,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,203.0,N
999999.0,110.0,10850.0,0,2,0,99,99,0,47,23,18,9450.0,8350.0,0.0,0.0,0.0,0.0,1050.0,442.0,P
999999.0,120.0,1950.0,0,2,1,2,2,0,23,16,38,1950.0,1950.0,0.0,0.0,0.0,0.0,0.0,77.0,P
999999.0,150.0,7050.0,3,3,1,9,9,0,30,24,47,5450.0,3750.0,0.0,0.0,0.0,0.0,1650.0,239.0,P
999999.0,98.0,5150.0,0,3,1,1,1,0,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,N
30000.0,0.0,28050.0,0,7,0,99,99,0,26,42,84,6050.0,6050.0,0.0,0.0,0.0,0.0,0.0,472.0,P
42500.0,0.0,22750.0,2,6,0,99,99,3,18,13,17,350.0,350.0,0.0,0.0,0.0,0.0,0.0,450.0,P
13750.0,0.0,8350.0,0,2,0,99,99,0,72,0,0,6350.0,0.0,0.0,0.0,1250.0,0.0,5050.0,377.0,N
22500.0,0.0,3650.0,0,1,0,99,99,0,62,22,18,3650.0,2850.0,0.0,0.0,0.0,0.0,750.0,191.0,P
999999.0,135.0,10050.0,0,1,0,99,99,0,35,22,18,10050.0,10050.0,0.0,0.0,0.0,0.0,0.0,501.0,N
999999.0,95.0,32950.0,0,5,3,43,38,0,54,31,33,10050.0,0.0,10050.0,0.0,0.0,0.0,0.0,501.0,P
999999.0,70.0,11050.0,2,8,0,99,99,5,10,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,183.0,N
22500.0,0.0,9150.0,2,3,0,99,99,0,39,30,36,1250.0,1250.0,0.0,0.0,0.0,0.0,0.0,319.0,N
50000.0,0.0,14150.0,0,3,1,19,19,0,66,41,68,8050.0,0.0,8050.0,0.0,0.0,0.0,0.0,493.0,P
999999.0,175.0,7650.0,2,6,0,99,99,3,0,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,156.0,N
999999.0,150.0,8050.0,0,5,3,5,0,0,27,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,N
999999.0,85.0,3050.0,0,1,0,99,99,0,51,27,17,3050.0,3050.0,0.0,0.0,0.0,0.0,0.0,160.0,P
22500.0,0.0,12350.0,0,6,4,18,9,0,39,22,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,N
16250.0,0.0,9650.0,0,7,5,21,11,0,44,28,29,7650.0,6050.0,1550.0,0.0,0.0,0.0,0.0,170.0,P
999999.0,210.0,-12.0,2,3,0,99,99,0,10,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,1.0,N
999999.0,175.0,6050.0,2,4,0,99,99,1,5,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,163.0,N
999999.0,140.0,12150.0,0,3,1,7,7,0,34,23,18,7050.0,7050.0,0.0,0.0,0.0,0.0,0.0,411.0,P
18750.0,0.0,8150.0,2,7,0,99,99,4,3,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,148.0,N
16250.0,0.0,7950.0,0,2,0,99,99,0,59,25,44,7950.0,7950.0,0.0,0.0,0.0,0.0,0.0,324.0,P
50000.0,0.0,23350.0,2,5,0,99,99,2,6,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,501.0,N
30000.0,0.0,16750.0,2,3,0,99,99,0,18,18,44,2950.0,2850.0,0.0,0.0,0.0,0.0,50.0,501.0,P
30000.0,0.0,10050.0,0,2,0,99,99,0,64,24,44,10050.0,9450.0,0.0,550.0,0.0,0.0,0.0,409.0,P
11250.0,0.0,15450.0,2,7,0,99,99,4,10,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,272.0,N
42500.0,0.0,16550.0,2,3,0,99,99,0,19,24,47,650.0,550.0,0.0,0.0,0.0,0.0,50.0,501.0,N
18750.0,0.0,8150.0,0,2,0,99,99,0,57,25,44,8150.0,8150.0,0.0,0.0,0.0,0.0,0.0,332.0,P
18750.0,0.0,550.0,2,9,0,99,99,6,5,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,7.0,N
30000.0,0.0,14150.0,0,2,0,99,99,0,61,22,61,9550.0,8450.0,0.0,0.0,0.0,0.0,1050.0,501.0,P
999999.0,100.0,4750.0,0,3,1,9,9,0,31,17,11,3050.0,3050.0,0.0,0.0,0.0,0.0,0.0,161.0,P
16250.0,0.0,7950.0,2,3,0,99,99,0,1,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,269.0,N
999999.0,108.0,5350.0,0,4,2,18,12,0,44,23,18,250.0,250.0,0.0,0.0,0.0,0.0,0.0,139.0,N
18750.0,0.0,10350.0,0,4,2,13,9,0,37,38,49,10350.0,10350.0,0.0,0.0,0.0,0.0,0.0,278.0,P
999999.0,75.0,8450.0,5,5,2,7,1,0,26,22,18,1850.0,1550.0,0.0,0.0,250.0,0.0,0.0,188.0,N
22500.0,0.0,14750.0,0,5,3,13,6,0,36,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.0,N
22500.0,0.0,10650.0,2,6,0,99,99,2,9,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,211.0,N
999999.0,80.0,3250.0,0,1,0,99,99,0,68,0,0,3250.0,0.0,0.0,0.0,1350.0,0.0,1850.0,185.0,N
42500.0,0.0,7650.0,0,3,1,1,1,0,25,31,45,5050.0,5050.0,0.0,0.0,0.0,0.0,0.0,259.0,N
999999.0,0.0,12050.0,0,3,0,99,99,0,67,0,0,950.0,0.0,0.0,0.0,0.0,0.0,950.0,420.0,N
22500.0,0.0,13650.0,0,2,0,99,99,0,69,38,49,9550.0,0.0,0.0,0.0,1750.0,0.0,7750.0,501.0,N
22500.0,0.0,11750.0,0,2,0,99,99,0,27,38,49,6250.0,6150.0,0.0,0.0,0.0,0.0,50.0,478.0,P
999999.0,125.0,7950.0,0,3,0,99,99,1,19,0,0,850.0,0.0,0.0,0.0,0.0,850.0,0.0,277.0,N
999999.0,75.0,6850.0,0,2,0,99,99,0,29,25,22,1750.0,1750.0,0.0,0.0,0.0,0.0,0.0,279.0,P
16250.0,0.0,6350.0,0,2,0,99,99,0,64,21,9,5750.0,5250.0,0.0,0.0,0.0,0.0,450.0,258.0,P
999999.0,165.0,9550.0,0,2,0,99,99,0,22,25,44,4650.0,4550.0,0.0,0.0,0.0,0.0,50.0,389.0,P
999999.0,110.0,5150.0,1,4,0,99,99,2,11,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,138.0,N
22500.0,0.0,10550.0,0,4,2,2,0,0,25,23,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,N
30000.0,0.0,12050.0,2,4,0,99,99,1,3,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,324.0,N
999999.0,145.0,14450.0,2,6,0,99,99,3,8,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,286.0,N
13750.0,0.0,7250.0,0,2,0,99,99,0,64,0,0,750.0,0.0,0.0,0.0,750.0,0.0,0.0,295.0,N
30000.0,0.0,16050.0,0,4,2,2,0,0,27,38,49,16050.0,16050.0,0.0,0.0,0.0,0.0,0.0,431.0,P
30000.0,0.0,19450.0,0,5,3,7,3,0,37,25,48,2550.0,2550.0,0.0,0.0,0.0,0.0,0.0,444.0,P
999999.0,0.0,15450.0,0,5,3,20,15,0,47,17,11,8350.0,7550.0,0.0,0.0,0.0,0.0,750.0,344.0,P
30000.0,0.0,13350.0,2,5,0,99,99,2,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,N
999999.0,135.0,10150.0,0,2,0,99,99,0,22,27,72,5050.0,5050.0,0.0,0.0,0.0,0.0,0.0,413.0,P
999999.0,115.0,8050.0,0,4,2,9,6,0,29,20,8,7150.0,7050.0,0.0,0.0,0.0,0.0,50.0,216.0,P
22500.0,0.0,15250.0,0,2,0,99,99,0,47,16,15,4150.0,4150.0,0.0,0.0,0.0,0.0,0.0,501.0,P
30000.0,0.0,10150.0,0,5,3,9,2,0,39,38,49,10150.0,10150.0,0.0,0.0,0.0,0.0,0.0,232.0,P
30000.0,0.0,9150.0,2,6,0,99,99,2,6,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,181.0,N
999999.0,100.0,15250.0,0,4,2,41,39,0,74,0,0,3250.0,0.0,0.0,0.0,0.0,0.0,3250.0,403.0,N
50000.0,0.0,40050.0,2,4,0,99,99,1,8,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,501.0,N
22500.0,0.0,12350.0,2,6,0,99,99,3,6,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,252.0,N
999999.0,75.0,3350.0,0,2,0,99,99,0,73,41,68,2750.0,0.0,0.0,0.0,1450.0,0.0,1250.0,151.0,N
30000.0,0.0,20150.0,0,2,0,99,99,0,50,25,18,20150.0,12850.0,0.0,0.0,0.0,0.0,7250.0,501.0,P
30000.0,0.0,43550.0,2,4,0,99,99,1,18,17,11,650.0,0.0,550.0,0.0,0.0,0.0,50.0,501.0,P
999999.0,120.0,10250.0,0,5,3,13,5,0,36,38,49,10150.0,10150.0,0.0,0.0,0.0,0.0,0.0,234.0,P
999999.0,45.0,7050.0,2,5,0,99,99,2,5,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,161.0,N
18750.0,0.0,14550.0,0,2,0,99,99,0,60,38,49,9450.0,9450.0,0.0,0.0,0.0,0.0,0.0,501.0,P
999999.0,130.0,3550.0,1,4,0,99,99,2,2,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,95.0,N
999999.0,137.0,350.0,0,1,0,99,99,0,70,0,0,350.0,0.0,0.0,0.0,350.0,0.0,0.0,20.0,N
999999.0,75.0,12250.0,0,2,0,99,99,0,24,21,45,4850.0,4850.0,0.0,0.0,0.0,0.0,0.0,499.0,P
30000.0,0.0,18150.0,0,3,1,0,0,0,34,39,81,12150.0,12050.0,0.0,0.0,0.0,0.0,50.0,501.0,P
50000.0,0.0,13150.0,0,2,0,99,99,0,56,15,15,13150.0,0.0,13050.0,0.0,0.0,0.0,50.0,501.0,P
50000.0,0.0,45150.0,2,3,0,99,99,0,1,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,501.0,N
30000.0,0.0,14050.0,2,7,0,99,99,4,12,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,256.0,N
999999.0,65.0,10050.0,0,2,0,99,99,0,40,18,8,10050.0,10050.0,0.0,0.0,0.0,0.0,0.0,409.0,P
999999.0,85.0,5050.0,2,10,0,99,99,7,4,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,71.0,N
30000.0,0.0,21050.0,2,3,0,99,99,0,17,26,32,950.0,750.0,0.0,0.0,0.0,0.0,150.0,501.0,P
16250.0,0.0,13550.0,0,2,0,99,99,0,59,41,68,13550.0,13550.0,0.0,0.0,0.0,0.0,0.0,501.0,P
30000.0,0.0,18850.0,0,5,3,23,13,0,56,30,24,13650.0,13550.0,0.0,0.0,0.0,0.0,50.0,407.0,P
42500.0,0.0,27150.0,0,5,3,11,5,0,37,48,87,20050.0,20050.0,0.0,0.0,0.0,0.0,0.0,501.0,N
30000.0,0.0,13950.0,2,4,0,99,99,1,8,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,375.0,N
30000.0,0.0,15650.0,0,5,3,4,2,0,29,36,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.0,N
30000.0,0.0,14050.0,0,4,2,5,2,0,30,21,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,N
42500.0,0.0,15350.0,0,1,0,99,99,0,64,41,68,15350.0,12350.0,0.0,0.0,0.0,0.0,2950.0,501.0,P
999999.0,175.0,11050.0,0,4,2,5,4,0,26,23,18,11050.0,11050.0,0.0,0.0,0.0,0.0,0.0,297.0,P
999999.0,80.0,350.0,1,5,0,99,99,3,12,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,8.0,N
999999.0,100.0,2850.0,0,4,2,3,1,0,21,27,19,750.0,0.0,750.0,0.0,0.0,0.0,0.0,77.0,P
999999.0,85.0,8450.0,0,1,0,99,99,0,23,30,24,2250.0,550.0,0.0,0.0,0.0,1650.0,0.0,118.0,N
