f5,f6,f7,f8,f9,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,target
18,115,83,71,94,0,0,0,4,0,0,0,0,24,20,0,0,0,0,0,0,0,0,0,0,0,N
61,77,76,71,94,0,0,18,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
113,79,76,94,97,42,5,0,0,54,8,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,N
77,120,76,71,94,0,0,0,0,2,52,52,5,1,0,0,0,0,0,0,0,0,0,0,0,0,N
55,77,77,82,94,0,0,0,0,42,3,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,P
92,104,76,71,94,2,0,12,50,1,1,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,P
66,141,119,81,94,0,0,0,0,46,0,0,41,35,0,0,0,13,28,0,0,0,0,0,0,0,N
114,77,76,71,95,0,0,12,82,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N
200,77,76,71,94,71,32,87,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
31,145,76,71,94,7,2,0,1,4,0,0,22,53,0,0,0,0,0,0,0,0,0,0,0,0,N
58,77,80,75,94,0,2,0,46,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,P
68,111,78,71,94,39,10,0,0,0,0,0,39,6,0,0,0,1,0,0,0,0,0,0,0,0,P
63,77,76,71,94,0,46,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
95,77,76,71,94,0,0,1,54,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
119,83,76,71,94,19,44,20,29,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,N
23,168,126,71,94,1,2,7,0,0,0,0,0,66,9,23,34,0,0,0,0,0,0,0,0,0,N
92,77,76,71,94,1,19,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
131,77,76,71,94,25,81,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
23,79,77,91,139,0,0,5,0,2,5,1,1,0,0,1,1,0,0,0,0,0,0,17,19,0,N
45,137,76,71,94,0,0,0,0,0,27,19,19,32,0,0,0,0,0,0,0,0,0,0,0,0,N
95,99,77,71,94,0,0,25,37,0,10,35,0,2,1,0,0,0,0,0,0,0,0,0,0,0,P
27,139,76,71,94,0,0,0,0,0,0,2,54,22,0,0,0,0,0,0,0,0,0,0,0,0,N
121,86,76,71,94,40,40,0,0,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
71,77,77,74,94,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,P
94,115,76,71,94,1,26,37,0,0,0,26,34,0,0,0,0,0,0,0,0,0,0,0,0,0,N
17,117,117,71,94,0,1,0,2,1,0,0,0,0,17,57,0,0,0,0,0,0,0,0,0,0,N
68,83,76,71,94,0,0,1,1,37,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
56,79,76,77,100,0,0,2,1,37,9,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,P
94,77,76,71,94,0,1,51,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
72,84,76,71,94,0,3,0,0,53,9,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,P
75,77,76,71,94,0,13,50,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
79,136,85,71,94,0,23,23,0,0,2,44,0,18,26,1,0,0,0,0,0,0,0,0,0,0,N
108,83,76,71,94,0,0,32,14,34,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
47,86,76,76,101,0,0,0,0,7,39,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,P
117,77,76,71,94,6,58,34,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
104,80,76,71,94,0,18,69,5,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,N
31,134,78,73,94,0,0,0,1,0,0,0,69,7,0,0,0,0,0,1,1,0,0,0,0,0,N
83,77,76,71,94,49,11,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
92,103,77,71,94,9,39,1,0,0,18,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,P
78,77,76,71,94,0,3,20,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
115,77,76,71,94,37,15,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
96,77,76,73,95,4,53,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,N
56,133,131,71,94,28,18,0,0,0,0,0,0,6,37,36,22,0,0,0,0,0,0,0,0,0,N
16,98,103,71,94,0,0,0,2,1,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,N
79,77,76,71,94,0,6,57,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
78,77,79,71,94,2,0,19,25,23,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,P
77,77,76,71,94,44,19,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
18,77,84,88,94,0,2,3,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,P
54,95,136,71,94,0,0,0,0,0,53,8,0,0,0,0,6,43,0,0,0,0,0,0,0,0,N
81,128,76,71,95,0,0,2,0,0,36,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N
32,103,97,71,94,0,8,12,0,0,0,0,0,0,21,23,0,0,0,0,0,0,0,0,0,0,P
24,124,89,71,94,2,9,1,0,0,0,0,0,18,41,0,0,0,0,0,0,0,0,0,0,0,N
59,91,85,76,94,0,1,2,0,2,59,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,P
117,77,76,71,94,2,7,56,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
46,92,79,74,94,0,0,1,3,1,30,15,0,0,0,0,0,0,1,3,0,0,0,0,0,0,P
42,102,77,71,94,0,0,3,2,0,13,32,0,6,1,0,0,0,0,0,0,0,0,0,0,0,N
70,77,76,71,94,14,32,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
79,78,77,71,94,53,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,P
54,98,77,71,94,0,0,0,0,0,48,16,0,1,2,0,0,0,0,0,0,0,0,0,0,0,N
89,89,76,71,94,0,0,21,28,0,38,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
35,105,95,71,94,1,2,0,4,16,0,0,0,0,28,15,0,0,0,0,0,0,0,0,0,0,P
106,92,76,71,94,0,56,6,0,3,36,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
20,134,78,71,94,1,0,2,3,1,0,0,0,55,5,0,0,0,0,0,0,0,0,0,0,0,N
69,86,76,71,94,1,1,0,0,34,28,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,P
74,77,144,95,94,1,64,0,0,0,0,0,0,0,0,0,0,5,66,0,0,0,0,0,0,0,N
76,77,76,71,94,0,0,57,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
130,97,76,71,94,0,26,40,2,0,73,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
93,77,76,71,94,31,33,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
58,80,79,71,94,0,0,0,19,30,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,P
142,77,76,71,94,42,5,9,46,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
74,77,76,71,94,0,0,25,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
77,77,76,86,144,0,33,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,0,N
59,86,117,75,119,23,26,0,0,0,0,0,0,0,0,0,39,4,0,0,0,0,0,0,11,5,N
59,77,76,71,94,0,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
54,84,80,78,94,2,0,0,0,24,21,1,2,0,0,0,1,1,0,0,3,3,0,0,0,0,P
74,77,76,71,94,1,14,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
24,133,76,73,121,0,0,5,5,0,0,0,9,51,0,0,0,0,0,0,0,0,0,0,6,10,N
68,85,76,71,94,0,0,32,14,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
158,77,76,72,95,0,37,22,68,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,N
70,77,76,71,94,0,2,1,22,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
59,77,76,71,94,32,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
59,77,78,73,94,2,1,32,14,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,P
63,85,80,71,94,0,2,1,0,42,12,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,P
72,113,86,71,94,0,0,3,0,55,7,0,0,12,31,0,0,0,0,0,0,0,0,0,0,0,N
48,92,79,71,94,0,0,2,1,1,44,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,P
94,140,76,71,94,32,14,0,0,0,0,56,49,0,0,0,0,0,0,0,0,0,0,0,0,0,N
121,77,77,78,94,42,11,56,0,5,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,N
59,127,105,71,94,1,1,37,9,0,0,0,0,0,57,17,0,0,0,0,0,0,0,0,0,0,N
14,131,89,71,94,0,0,0,0,0,0,0,5,22,38,1,0,0,0,0,0,0,0,0,0,0,N
76,77,76,71,94,1,1,0,19,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
70,86,76,71,94,0,0,1,7,26,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
61,79,77,96,94,0,0,10,37,0,3,4,0,0,0,0,0,0,0,0,1,17,0,0,0,0,P
139,95,76,71,94,0,62,0,41,5,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
44,133,114,71,94,0,0,0,1,0,5,56,0,0,0,55,3,0,0,0,0,0,0,0,0,0,N
15,120,113,77,94,0,2,1,0,0,0,0,0,1,57,0,0,3,16,0,0,0,0,0,0,0,N
52,86,132,77,94,0,2,1,1,10,38,0,0,0,0,0,0,31,17,0,0,0,0,0,0,0,N
62,78,76,71,94,0,14,35,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
66,87,76,71,94,0,5,0,0,19,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
23,124,90,73,95,0,0,4,6,0,0,0,0,15,44,0,0,0,0,0,0,0,0,2,0,0,N
77,77,76,71,94,1,2,6,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
66,112,78,126,94,0,0,0,0,6,41,31,14,0,0,0,0,0,0,0,6,33,0,0,0,0,N
73,78,78,73,94,56,6,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,P
74,77,76,73,95,0,0,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,P
75,77,76,71,94,0,0,1,46,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
72,87,76,71,94,0,0,4,2,25,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
115,77,76,71,94,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
74,77,76,71,94,0,0,0,14,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
63,77,76,71,94,1,2,2,21,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
76,87,125,71,94,0,0,36,30,0,0,0,0,0,0,0,41,8,0,0,0,0,0,0,0,0,N
89,77,76,71,94,32,47,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
56,77,76,75,98,0,0,0,28,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,P
74,77,76,71,94,0,52,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
52,88,76,71,94,0,0,0,0,10,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
57,123,92,71,94,0,0,0,23,23,0,1,0,8,51,0,0,0,0,0,0,0,0,0,0,0,N
91,80,76,71,94,0,3,2,0,70,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
124,83,76,75,119,46,0,0,0,52,26,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,N
59,80,84,79,94,0,0,41,5,0,0,4,2,0,0,0,0,0,2,9,1,0,0,0,0,0,P
89,77,76,71,94,0,0,3,32,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
18,91,129,75,98,0,0,1,4,0,0,0,0,0,0,3,54,0,0,0,0,0,2,2,0,1,N
117,77,76,71,94,1,37,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
62,77,76,71,94,14,32,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
71,77,131,78,94,0,50,12,0,0,0,0,0,0,0,0,0,30,18,0,0,0,0,0,0,0,N
106,77,76,71,94,0,6,42,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
163,79,81,71,94,2,1,47,55,55,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,N
138,103,76,71,94,32,47,0,1,3,47,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
21,117,76,71,94,0,0,0,0,0,1,4,22,22,0,0,0,0,0,0,0,0,0,0,0,0,N
42,106,76,79,94,0,0,0,0,0,3,58,0,0,0,0,0,0,0,0,0,5,1,0,0,0,N
64,80,76,71,94,1,8,3,0,34,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
74,114,102,71,94,44,20,2,0,0,0,0,0,0,36,23,0,0,0,0,0,0,0,0,0,0,N
59,77,76,71,94,1,20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
132,77,76,71,94,33,32,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
92,120,76,71,94,18,66,0,0,0,0,0,1,43,0,0,0,0,0,0,0,0,0,0,0,0,N
40,96,81,165,94,0,1,1,0,0,13,32,0,0,0,0,0,0,0,0,13,53,0,0,0,0,N
70,83,81,73,100,0,0,0,3,46,16,0,0,0,0,3,3,0,0,0,0,0,0,1,4,0,P
54,86,77,71,94,0,0,4,3,12,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,P
18,77,116,85,97,0,1,2,1,1,0,0,0,0,0,0,0,3,38,0,0,0,0,0,0,2,N
73,77,79,72,94,0,0,6,56,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,P
52,88,76,71,94,3,3,2,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
130,77,76,71,94,47,55,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
64,145,76,71,94,0,0,39,10,0,0,0,22,53,0,0,0,0,0,0,0,0,0,0,0,0,N
92,77,76,71,94,2,1,2,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
18,77,137,72,94,1,2,2,1,0,0,0,0,0,0,0,2,47,0,0,0,0,1,0,0,0,N
75,78,76,71,94,0,1,37,9,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
133,77,76,71,94,46,0,71,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
59,77,76,71,94,23,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
145,77,76,71,94,37,25,71,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
60,121,94,71,94,0,0,2,11,37,0,0,0,4,55,0,0,0,0,0,0,0,0,0,0,0,N
28,113,76,71,94,0,0,0,5,5,0,0,29,15,0,0,0,0,0,0,0,0,0,0,0,0,N
109,112,86,71,94,0,17,83,1,1,0,0,0,13,31,0,0,0,0,0,0,0,0,0,0,0,N
84,93,76,71,94,0,1,0,46,0,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
68,144,76,71,94,0,0,0,3,9,53,1,21,39,0,0,0,0,0,0,0,0,0,0,0,0,N
48,100,79,77,95,0,0,0,0,0,27,34,0,0,0,0,0,0,2,1,0,2,3,0,0,0,N
61,121,93,71,94,7,45,0,0,0,0,0,0,6,53,0,0,0,0,0,0,0,0,0,0,0,N
83,95,83,71,94,0,0,37,10,0,20,25,0,0,0,0,4,2,0,0,0,0,0,0,0,0,P
46,89,78,126,94,0,1,1,0,0,40,5,0,0,0,0,0,0,0,0,6,33,0,0,0,0,N
41,95,80,71,94,0,0,0,0,0,26,20,0,0,2,1,2,0,0,0,0,0,0,0,0,0,P
98,77,77,72,94,0,0,0,16,74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,P
14,79,76,128,94,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,39,0,0,0,0,N
18,124,90,71,94,1,2,0,1,2,0,0,0,16,43,0,0,0,0,0,0,0,0,0,0,0,N
38,101,77,72,94,0,0,0,3,3,0,37,8,0,0,0,0,0,0,1,0,0,0,0,0,0,N
