V1,V5,V6,V8,V14,V15,V17,V18,V19,V20,V21,V22,target
202.0,0,24,2,0,0,2,0,0,270.0,29.0,1,0
398.0,7,12,2,2,0,0,0,0,195.0,9.0,19,0
98.0,21,23,2,0,0,2,1,1,397.0,28.0,19,0
219.0,2,9,2,0,0,1,1,0,26.0,178.0,19,0
94.0,5,13,2,2,0,2,1,0,385.0,30.0,19,1
249.0,8,10,2,0,0,2,1,0,1.0,147.0,19,1
221.0,4,31,2,2,0,2,1,1,57.0,6.0,19,1
192.0,14,21,2,0,0,0,0,0,39.0,4.0,19,0
207.0,1,11,2,2,0,1,1,1,1.0,554.0,19,0
217.0,2,18,2,2,0,1,1,0,290.0,517.0,19,0
214.0,0,4,2,0,0,0,0,0,29.0,35.0,19,1
255.0,1,15,2,2,0,0,1,1,7.0,61.0,19,0
185.0,11,35,2,2,0,2,1,0,137.0,283.0,19,0
110.0,9,11,2,2,0,2,1,1,375.0,2.0,19,1
276.0,15,41,2,0,0,2,1,1,135.0,207.0,19,0
295.0,5,19,2,0,0,1,0,0,272.0,16.0,19,1
257.0,0,6,2,2,0,2,1,1,1.0,27.0,19,1
243.0,2,5,2,2,0,1,1,1,10.0,175.0,19,0
129.0,15,24,2,0,0,0,0,0,325.0,12.0,19,0
171.0,32,39,2,0,0,2,1,1,195.0,208.0,19,0
240.0,4,12,2,2,0,2,1,1,207.0,6.0,19,0
219.0,1,14,2,0,0,2,1,0,27.0,43.0,19,1
266.0,4,31,2,2,0,1,1,0,83.0,299.0,19,1
252.0,14,17,2,0,0,1,0,0,36.0,228.0,19,1
225.0,4,8,2,2,0,2,1,0,66.0,32.0,19,0
232.0,1,4,2,2,0,2,1,0,170.0,45.0,16,1
180.0,21,23,2,0,0,2,1,0,244.0,3.0,19,1
236.0,6,9,2,2,0,1,1,0,73.0,299.0,19,1
245.0,2,16,2,2,0,1,0,0,54.0,555.0,13,0
238.0,3,11,2,2,0,1,1,1,291.0,219.0,19,1
131.0,8,40,2,0,0,2,1,1,301.0,212.0,19,0
283.0,13,16,2,0,0,2,1,0,83.0,157.0,19,1
110.0,8,11,2,2,0,1,0,0,377.0,222.0,19,0
206.0,6,31,2,2,0,0,1,0,21.0,33.0,19,1
180.0,1,11,2,0,0,2,1,0,240.0,8.0,19,1
91.0,7,14,2,0,0,1,0,0,353.0,65.0,19,1
398.0,3,29,2,2,0,2,1,0,195.0,32.0,19,0
452.0,0,4,2,2,0,2,1,0,63.0,9.0,19,1
256.0,9,20,2,2,0,1,0,0,163.0,306.0,19,1
249.0,5,10,2,0,0,1,0,0,6.0,493.0,19,1
258.0,9,18,2,2,0,1,0,0,94.0,400.0,19,0
214.0,8,16,2,0,0,1,0,0,66.0,232.0,19,1
224.0,1,8,2,0,0,2,1,1,90.0,66.0,19,1
79.0,19,71,2,2,0,1,1,0,395.0,170.0,19,0
215.0,1,4,2,2,0,1,1,0,41.0,269.0,19,1
251.0,5,8,2,2,0,1,1,0,73.0,69.0,19,0
76.0,5,14,2,2,0,0,1,0,354.0,5.0,19,0
291.0,9,46,2,2,0,2,1,1,171.0,205.0,19,0
248.0,10,11,2,0,0,0,0,0,11.0,5.0,19,0
268.0,1,8,2,0,0,1,1,0,19.0,297.0,19,1
235.0,0,5,2,2,0,1,0,0,51.0,291.0,19,0
274.0,5,9,2,0,0,0,0,0,10.0,68.0,19,0
261.0,5,15,2,0,0,2,1,0,163.0,40.0,19,1
270.0,1,4,2,0,0,1,1,1,20.0,212.0,19,1
271.0,12,30,2,0,0,1,1,0,46.0,301.0,19,1
91.0,0,14,2,0,0,2,0,0,346.0,205.0,19,0
76.0,9,11,2,2,0,0,0,0,402.0,73.0,19,0
322.0,6,8,2,0,0,1,1,0,79.0,280.0,19,0
182.0,3,8,2,0,0,0,1,1,2.0,6.0,19,1
308.0,13,16,2,0,0,2,1,1,111.0,43.0,19,1
267.0,5,8,2,0,0,0,0,0,71.0,28.0,18,1
246.0,5,11,2,2,0,2,1,0,4.0,8.0,19,1
194.0,3,17,2,0,0,1,1,1,10.0,547.0,19,0
380.0,1,7,2,0,0,1,1,0,116.0,176.0,19,0
180.0,0,22,2,0,0,2,0,0,242.0,68.0,19,1
89.0,9,12,2,0,0,2,1,0,357.0,9.0,17,0
878.0,0,10,0,1,0,1,1,0,137.0,176.0,19,0
155.0,3,19,2,1,0,1,0,0,352.0,16.0,19,1
194.0,3,18,2,0,0,2,1,1,14.0,76.0,19,1
239.0,10,17,2,2,0,2,0,0,67.0,380.0,19,0
90.0,10,13,2,0,0,1,0,0,183.0,183.0,19,0
211.0,12,15,2,0,0,2,0,0,163.0,49.0,19,0
288.0,1,15,2,0,0,2,0,0,29.0,2.0,8,0
227.0,33,44,2,0,0,2,1,0,194.0,283.0,19,0
835.0,12,25,0,1,0,0,1,1,46.0,20.0,19,0
239.0,6,9,2,1,0,1,1,0,2.0,167.0,19,0
243.0,8,17,2,2,0,1,0,0,11.0,229.0,19,1
293.0,0,10,2,2,0,2,0,0,15.0,2.0,19,1
109.0,30,39,2,2,0,2,1,1,362.0,2.0,19,1
273.0,11,19,2,0,0,1,0,0,201.0,16.0,19,1
301.0,5,12,2,0,0,2,1,1,132.0,96.0,19,0
243.0,0,5,2,2,0,0,0,0,6.0,5.0,19,1
398.0,5,13,2,2,0,0,0,0,188.0,2.0,19,0
273.0,3,9,2,0,0,1,1,1,70.0,498.0,19,1
84.0,2,10,2,1,0,1,0,0,339.0,6.0,19,0
185.0,10,17,2,0,0,2,1,0,26.0,27.0,19,0
239.0,2,6,2,1,0,2,0,0,3.0,141.0,19,0
230.0,0,9,2,2,0,1,1,0,4.0,301.0,19,1
168.0,2,4,2,2,0,1,1,0,402.0,42.0,19,1
233.0,5,12,2,2,0,2,1,1,96.0,26.0,19,1
253.0,1,9,2,0,0,2,1,1,3.0,116.0,19,0
87.0,11,24,2,1,0,1,1,0,335.0,349.0,19,0
119.0,12,23,2,0,0,1,0,0,299.0,170.0,19,0
329.0,10,17,2,2,0,0,0,0,61.0,27.0,19,1
238.0,18,38,2,0,0,1,0,0,4.0,16.0,19,1
165.0,2,16,2,2,0,2,1,0,315.0,80.0,19,1
236.0,3,10,2,0,0,2,1,0,2.0,132.0,19,0
237.0,1,12,2,0,0,1,1,1,12.0,366.0,19,1
318.0,6,12,2,2,0,1,0,0,138.0,35.0,19,1
253.0,0,10,2,0,0,2,1,0,1.0,13.0,19,1
116.0,1,12,2,2,0,1,0,0,343.0,86.0,19,1
203.0,1,9,2,2,0,2,0,0,39.0,8.0,19,1
254.0,25,29,2,0,0,2,1,0,190.0,32.0,19,1
200.0,12,17,2,2,0,2,1,1,33.0,114.0,19,0
351.0,3,24,2,0,0,2,1,1,218.0,2.0,19,1
82.0,8,23,2,0,0,2,1,0,365.0,3.0,19,1
239.0,4,10,2,1,0,1,0,0,5.0,108.0,19,0
268.0,11,31,2,0,0,0,1,1,94.0,6.0,19,1
95.0,5,10,2,2,0,1,0,0,403.0,13.0,19,1
76.0,6,15,2,2,0,1,1,0,353.0,175.0,19,0
95.0,1,23,2,2,0,2,1,0,403.0,3.0,19,1
101.0,20,23,2,0,0,1,1,1,387.0,261.0,19,1
236.0,0,5,2,0,0,1,0,0,1.0,47.0,19,0
192.0,14,22,2,0,0,2,0,0,40.0,11.0,19,1
240.0,2,5,2,0,0,2,1,0,49.0,3.0,19,1
253.0,0,20,2,0,0,2,1,1,3.0,48.0,19,0
232.0,7,13,2,2,0,2,0,0,172.0,387.0,19,0
70.0,4,5,2,2,0,0,0,0,369.0,83.0,19,0
227.0,5,9,2,2,0,0,0,0,60.0,40.0,19,1
265.0,5,8,2,0,0,0,1,1,16.0,6.0,19,1
207.0,1,39,2,2,0,2,1,0,1.0,284.0,19,0
220.0,7,11,2,2,0,1,0,0,82.0,1.0,19,1
207.0,3,6,2,2,0,2,0,0,1.0,16.0,19,0
224.0,6,9,2,2,0,0,1,0,39.0,5.0,19,1
268.0,1,4,2,0,0,2,1,0,72.0,50.0,19,1
244.0,12,38,2,0,0,1,0,0,14.0,4.0,19,1
257.0,3,8,2,2,0,2,1,0,149.0,27.0,19,0
63.0,4,14,2,0,0,1,0,0,396.0,298.0,19,1
148.0,24,41,2,2,0,1,0,0,306.0,19.0,19,0
260.0,12,16,2,0,0,0,1,1,24.0,6.0,19,1
180.0,0,47,2,0,0,1,1,0,242.0,303.0,19,1
268.0,0,32,2,0,0,0,1,0,52.0,27.0,19,1
250.0,12,18,2,2,0,2,1,1,1.0,2.0,19,1
248.0,4,22,2,2,0,1,1,0,5.0,183.0,19,0
248.0,13,17,2,0,0,1,0,0,22.0,58.0,19,1
69.0,16,22,2,2,0,2,1,1,349.0,3.0,19,1
83.0,13,23,2,0,0,2,0,0,380.0,386.0,19,0
398.0,5,10,2,2,0,2,1,0,197.0,41.0,19,0
239.0,2,6,2,1,0,0,0,0,3.0,7.0,19,0
246.0,2,4,2,2,0,2,1,1,134.0,24.0,19,0
203.0,6,9,2,2,0,0,0,0,42.0,77.0,19,0
101.0,13,17,2,2,0,2,0,0,329.0,206.0,19,0
253.0,1,8,2,0,0,1,1,1,4.0,180.0,19,0
243.0,1,10,2,2,0,0,1,0,12.0,318.0,19,0
130.0,1,24,2,2,0,2,0,0,402.0,388.0,19,0
238.0,6,9,2,2,0,2,1,1,296.0,116.0,19,0
180.0,2,11,2,0,0,0,0,0,242.0,32.0,19,1
198.0,13,31,2,0,0,0,1,1,82.0,6.0,19,1
199.0,6,10,2,2,0,0,0,0,14.0,35.0,19,1
74.0,13,43,2,0,0,2,0,0,330.0,87.0,19,0
293.0,5,23,2,2,0,0,1,1,177.0,380.0,19,0
320.0,1,8,2,0,0,1,0,0,24.0,11.0,19,1
224.0,8,12,2,0,0,0,1,1,1.0,6.0,19,0
168.0,2,13,2,2,0,2,1,0,402.0,16.0,19,1
370.0,0,4,0,1,0,1,1,0,3.0,42.0,19,1
260.0,2,21,2,0,0,1,1,0,1.0,519.0,19,0
248.0,2,21,2,2,0,2,0,0,1.0,24.0,19,0
119.0,21,23,2,0,0,1,1,1,301.0,261.0,19,1
119.0,4,12,2,0,0,2,1,1,300.0,26.0,19,1
179.0,10,16,2,2,0,2,1,0,170.0,44.0,19,1
76.0,10,14,2,2,0,1,0,0,349.0,298.0,19,0
206.0,4,5,2,2,0,1,0,0,51.0,269.0,19,0
98.0,19,25,2,0,0,2,0,0,392.0,23.0,19,0
340.0,0,7,2,0,0,2,0,0,163.0,29.0,19,1
803.0,0,25,0,1,0,2,1,1,107.0,162.0,19,1
83.0,5,10,2,0,0,2,0,0,374.0,23.0,19,0
168.0,7,12,2,2,0,2,0,0,404.0,382.0,19,0
292.0,6,13,2,0,0,2,1,0,221.0,10.0,19,0
874.0,20,25,0,1,0,2,1,1,71.0,162.0,19,0
246.0,22,29,2,0,0,2,1,1,58.0,27.0,19,1
245.0,0,8,2,0,0,0,0,0,14.0,2.0,19,1
219.0,0,9,2,0,0,1,0,0,28.0,322.0,19,1
272.0,7,12,2,0,0,0,1,1,16.0,65.0,19,0
283.0,12,17,2,2,0,2,1,0,31.0,73.0,19,0
242.0,4,10,2,2,0,1,0,0,5.0,493.0,19,1
285.0,10,12,2,2,0,1,0,0,241.0,86.0,19,1
303.0,4,14,2,2,0,1,1,1,6.0,289.0,19,0
260.0,1,9,2,2,0,1,1,0,23.0,310.0,19,1
220.0,12,31,2,0,0,1,1,0,61.0,299.0,19,1
270.0,4,16,2,0,0,2,1,0,32.0,50.0,19,1
220.0,2,6,2,2,0,0,0,0,82.0,12.0,19,0
95.0,3,6,2,2,0,2,0,0,397.0,32.0,19,0
76.0,4,26,2,2,0,1,0,0,347.0,31.0,19,1
295.0,4,14,2,0,0,0,1,0,12.0,5.0,19,0
269.0,1,8,2,2,0,0,0,0,23.0,28.0,18,1
90.0,1,11,2,0,0,2,1,1,190.0,8.0,19,1
239.0,2,5,2,1,0,1,1,0,5.0,335.0,19,1
82.0,6,14,2,0,0,1,0,0,364.0,65.0,19,1
293.0,5,11,2,2,0,0,0,0,15.0,43.0,19,0
170.0,0,8,2,2,0,1,1,0,48.0,297.0,19,1
209.0,1,5,2,0,0,1,1,0,1.0,27.0,19,1
212.0,1,9,2,2,0,2,1,0,25.0,135.0,19,0
263.0,3,8,2,2,0,1,0,0,223.0,210.0,13,1
178.0,0,9,2,2,0,1,1,0,18.0,111.0,19,1
259.0,3,9,2,2,0,1,1,0,82.0,300.0,19,1
370.0,0,14,0,1,0,1,1,1,3.0,485.0,19,0
81.0,24,62,2,0,0,1,1,0,398.0,172.0,19,0
257.0,3,41,2,2,0,1,0,0,3.0,11.0,19,1
190.0,0,9,2,2,0,0,1,1,18.0,93.0,19,0
293.0,1,14,2,2,0,0,0,0,178.0,14.0,19,1
82.0,0,45,2,0,0,2,1,0,365.0,6.0,19,1
84.0,3,6,2,1,0,2,1,0,338.0,46.0,19,0
394.0,1,21,2,0,0,2,1,0,188.0,33.0,19,0
272.0,11,38,2,0,0,1,0,0,9.0,16.0,19,1
264.0,3,9,2,2,0,2,0,0,3.0,75.0,19,1
294.0,11,21,2,2,0,1,1,1,101.0,382.0,19,1
221.0,1,9,2,2,0,1,0,0,27.0,322.0,19,1
245.0,12,16,2,2,0,2,1,0,68.0,50.0,19,1
202.0,0,9,2,2,0,2,0,0,19.0,9.0,19,1
90.0,7,11,2,0,0,2,0,0,190.0,20.0,19,1
295.0,0,11,2,0,0,1,1,1,13.0,48.0,19,0
210.0,6,13,2,2,0,2,1,0,294.0,214.0,19,0
228.0,2,4,2,0,0,1,0,0,14.0,19.0,19,0
194.0,1,9,2,2,0,2,1,1,48.0,1.0,4,1
253.0,0,11,2,0,0,0,0,0,3.0,32.0,19,1
347.0,0,8,2,0,0,2,1,1,95.0,25.0,19,1
232.0,14,20,2,2,0,2,0,0,173.0,96.0,19,0
80.0,4,20,2,0,0,0,1,0,404.0,4.0,19,0
343.0,6,9,2,2,0,2,0,0,48.0,47.0,19,1
101.0,18,22,2,0,0,2,1,1,387.0,16.0,19,1
576.0,16,29,0,1,0,2,1,1,48.0,302.0,12,0
275.0,17,24,2,0,0,1,1,1,295.0,173.0,19,1
192.0,2,5,2,0,0,2,0,0,65.0,23.0,19,1
119.0,24,47,2,0,0,1,1,0,300.0,303.0,19,1
111.0,4,16,2,0,0,2,1,0,334.0,80.0,19,1
251.0,5,8,2,0,0,1,0,0,42.0,190.0,19,1
243.0,0,11,2,2,0,1,0,0,4.0,15.0,19,1
119.0,7,16,2,0,0,2,1,0,312.0,80.0,19,1
295.0,13,23,2,0,0,2,1,0,12.0,3.0,19,1
137.0,39,47,2,2,0,1,1,0,386.0,303.0,19,1
249.0,11,17,2,2,0,2,0,0,29.0,11.0,19,1
256.0,1,9,2,0,0,1,1,0,58.0,300.0,19,1
95.0,43,47,2,2,0,1,1,0,401.0,303.0,19,1
83.0,34,35,2,1,0,2,1,0,339.0,284.0,19,0
278.0,2,4,2,2,0,2,1,1,69.0,2.0,19,1
246.0,3,6,2,2,0,2,1,1,1.0,1.0,19,1
200.0,8,12,2,2,0,1,0,0,292.0,35.0,19,1
197.0,2,5,2,2,0,0,0,0,11.0,1.0,19,1
292.0,3,7,2,2,0,0,0,0,187.0,14.0,19,0
98.0,10,11,2,2,0,2,1,1,373.0,67.0,19,0
254.0,2,7,2,0,0,0,1,0,61.0,41.0,9,0
94.0,0,5,2,2,0,2,1,0,326.0,10.0,19,1
268.0,0,8,2,2,0,0,1,1,143.0,56.0,19,0
257.0,3,10,2,2,0,0,0,0,2.0,3.0,19,0
63.0,10,24,2,0,0,2,1,0,395.0,31.0,19,0
76.0,8,23,2,2,0,1,0,0,354.0,3.0,19,1
194.0,3,6,2,0,0,2,1,1,11.0,68.0,19,1
90.0,7,10,2,0,0,2,0,0,189.0,1.0,19,1
230.0,0,7,2,2,0,2,1,0,2.0,33.0,19,0
83.0,9,13,2,0,0,2,1,0,380.0,16.0,19,1
228.0,2,5,2,2,0,2,1,1,37.0,2.0,19,1
102.0,6,61,2,2,0,1,1,0,396.0,173.0,19,0
180.0,3,12,2,0,0,2,0,0,241.0,1.0,19,1
268.0,3,4,2,2,0,0,1,0,36.0,1.0,19,0
83.0,20,24,2,0,0,2,1,0,375.0,31.0,19,0
246.0,9,21,2,2,0,2,1,1,4.0,6.0,19,0
76.0,6,10,2,2,0,0,0,0,352.0,40.0,19,1
215.0,4,17,2,2,0,2,0,0,47.0,96.0,19,0
244.0,1,9,2,0,0,1,1,0,12.0,111.0,19,0
242.0,2,5,2,0,0,2,1,1,37.0,11.0,19,0
168.0,5,10,2,2,0,2,1,0,403.0,125.0,19,1
301.0,0,4,2,2,0,2,1,1,163.0,27.0,19,0
194.0,9,13,2,2,0,0,1,1,38.0,94.0,19,0
207.0,1,6,2,2,0,0,1,0,1.0,9.0,14,1
107.0,3,13,2,2,0,2,1,0,337.0,30.0,19,1
261.0,3,12,2,0,0,1,1,1,12.0,367.0,19,1
89.0,9,21,2,2,0,2,1,1,349.0,112.0,19,0
238.0,7,10,2,2,0,2,1,1,297.0,137.0,19,1
246.0,1,12,2,2,0,2,0,0,3.0,14.0,19,1
331.0,8,12,2,0,0,2,0,0,253.0,22.0,19,0
263.0,3,8,2,2,0,1,1,0,150.0,30.0,19,0
398.0,10,22,2,2,0,2,1,0,194.0,1.0,19,1
220.0,3,21,2,2,0,2,1,1,76.0,38.0,19,1
365.0,15,30,2,2,0,1,1,1,64.0,333.0,19,0
264.0,0,15,2,2,0,0,1,0,2.0,61.0,19,0
236.0,2,16,2,0,0,2,1,1,12.0,43.0,19,1
83.0,15,23,2,0,0,1,1,1,380.0,261.0,19,1
153.0,6,9,2,0,0,2,0,0,42.0,1.0,19,1
268.0,6,15,2,0,0,2,1,1,1.0,4.0,19,1
260.0,0,30,2,2,0,2,1,1,52.0,42.0,19,1
91.0,1,13,2,0,0,2,1,0,346.0,139.0,19,1
119.0,36,61,2,2,0,1,1,0,393.0,171.0,19,0
214.0,7,8,2,2,0,0,0,0,7.0,77.0,19,0
121.0,1,24,2,0,0,1,1,0,311.0,517.0,19,0
266.0,19,21,2,2,0,1,1,1,88.0,382.0,19,1
136.0,3,8,2,2,0,2,1,0,390.0,36.0,19,0
275.0,15,19,2,0,0,1,0,0,171.0,337.0,19,0
323.0,0,8,2,0,0,2,1,0,44.0,5.0,19,1
293.0,3,7,2,2,0,2,1,1,6.0,19.0,19,0
571.0,4,5,0,1,0,1,1,0,86.0,183.0,19,0
215.0,13,17,2,2,0,1,0,0,40.0,229.0,19,1
98.0,6,10,2,2,0,1,0,0,370.0,86.0,19,1
89.0,25,39,2,2,0,2,1,1,349.0,2.0,19,1
293.0,6,11,2,2,0,1,0,0,177.0,3.0,19,0
74.0,2,13,2,0,0,2,0,0,325.0,2.0,19,0
239.0,7,17,2,2,0,0,0,0,26.0,27.0,19,1
196.0,0,4,2,0,0,0,1,1,96.0,6.0,19,1
312.0,0,11,2,2,0,1,1,0,247.0,295.0,19,0
239.0,5,24,2,1,0,2,0,0,4.0,444.0,19,0
239.0,4,9,2,2,0,1,0,0,19.0,233.0,19,0
350.0,15,29,2,2,0,2,1,0,95.0,31.0,19,0
186.0,8,17,2,0,0,1,1,1,51.0,284.0,19,0
94.0,22,25,2,0,0,2,1,1,381.0,160.0,19,1
90.0,2,5,2,0,0,1,0,0,185.0,368.0,19,0
277.0,2,9,2,2,0,1,0,0,7.0,322.0,19,1
108.0,12,25,2,0,0,1,0,0,392.0,307.0,19,0
895.0,0,10,0,1,0,1,1,0,2.0,172.0,19,0
241.0,1,41,2,2,0,1,1,1,1.0,336.0,19,1
186.0,12,17,2,2,0,2,0,0,32.0,35.0,19,1
180.0,4,10,2,0,0,2,1,0,240.0,13.0,19,1
221.0,5,15,2,0,0,2,1,0,153.0,166.0,19,0
283.0,14,30,2,0,0,2,1,1,109.0,42.0,19,1
65.0,11,12,2,0,0,1,1,0,377.0,516.0,19,0
238.0,0,13,2,2,0,2,1,1,292.0,44.0,19,1
322.0,11,45,2,0,0,2,1,1,126.0,207.0,19,0
312.0,21,28,2,0,0,2,0,0,168.0,28.0,19,1
234.0,2,5,2,0,0,2,0,0,7.0,3.0,8,0
232.0,7,43,2,2,0,2,0,0,173.0,91.0,19,0
261.0,6,17,2,2,0,0,1,0,81.0,25.0,19,0
219.0,5,8,2,0,0,1,0,0,29.0,61.0,19,0
254.0,2,17,2,0,0,2,1,0,124.0,42.0,19,0
295.0,9,12,2,0,0,2,0,0,13.0,2.0,19,1
215.0,4,17,2,0,0,0,0,0,37.0,27.0,19,1
241.0,0,8,2,2,0,1,0,0,161.0,24.0,19,0
256.0,0,6,2,0,0,2,0,0,1.0,93.0,19,0
212.0,3,10,2,0,0,2,1,0,26.0,63.0,19,0
238.0,4,13,2,2,0,2,1,0,297.0,16.0,19,1
246.0,6,9,2,2,0,2,1,0,4.0,27.0,19,0
120.0,22,38,2,2,0,2,1,1,295.0,8.0,19,1
246.0,5,26,2,0,0,2,0,0,174.0,30.0,19,1
177.0,5,9,2,2,0,1,1,1,26.0,243.0,19,1
320.0,20,34,2,1,0,0,1,1,232.0,67.0,19,0
241.0,8,39,2,2,0,2,1,1,246.0,2.0,19,1
243.0,0,11,2,2,0,1,0,0,10.0,211.0,19,0
82.0,7,10,2,0,0,1,1,0,363.0,41.0,19,1
303.0,6,15,2,0,0,2,0,0,180.0,30.0,19,1
239.0,5,11,2,1,0,0,0,0,4.0,53.0,19,0
205.0,22,31,2,2,0,0,1,0,14.0,33.0,19,1
301.0,2,12,2,2,0,1,1,1,56.0,366.0,19,1
80.0,5,9,2,0,0,2,1,1,402.0,66.0,19,0
275.0,0,6,2,0,0,0,0,0,289.0,4.0,19,1
253.0,0,11,2,0,0,1,1,0,4.0,111.0,19,1
253.0,0,11,2,0,0,2,1,0,3.0,51.0,19,0
241.0,7,13,2,2,0,2,0,0,128.0,29.0,1,0
85.0,10,38,2,2,0,2,1,1,381.0,206.0,19,0
351.0,1,12,2,0,0,2,1,1,220.0,26.0,19,0
245.0,5,18,2,0,0,1,0,0,105.0,400.0,19,0
263.0,7,12,2,0,0,1,0,0,221.0,292.0,19,1
378.0,4,10,0,1,0,1,1,0,2.0,41.0,19,1
258.0,4,9,2,0,0,1,0,0,71.0,55.0,19,0
86.0,6,12,2,0,0,1,0,0,362.0,16.0,19,1
252.0,15,23,2,2,0,1,0,0,212.0,170.0,19,0
398.0,8,47,2,2,0,1,1,0,194.0,303.0,19,1
194.0,14,26,2,0,0,2,1,0,18.0,43.0,19,0
236.0,3,16,2,0,0,2,1,1,67.0,43.0,19,1
289.0,4,16,2,2,0,2,0,0,142.0,31.0,19,0
426.0,2,7,2,0,0,2,1,0,208.0,46.0,19,0
315.0,4,14,2,0,0,1,1,0,177.0,251.0,19,1
290.0,2,16,2,2,0,2,1,0,85.0,50.0,19,0
197.0,7,22,2,0,0,2,0,0,128.0,4.0,19,0
76.0,15,22,2,2,0,1,0,0,354.0,24.0,19,1
137.0,33,44,2,2,0,2,1,1,380.0,205.0,19,0
256.0,0,10,2,0,0,2,0,0,1.0,21.0,19,1
315.0,16,39,2,0,0,2,0,0,179.0,47.0,19,0
207.0,18,23,2,2,0,2,1,0,1.0,3.0,19,1
256.0,3,6,2,0,0,0,0,0,1.0,1.0,19,1
244.0,10,17,2,2,0,2,0,0,3.0,11.0,19,1
280.0,12,14,2,0,0,2,0,0,141.0,30.0,19,0
258.0,0,8,2,2,0,2,0,0,47.0,78.0,19,1
240.0,2,4,2,0,0,2,0,0,31.0,333.0,19,1
238.0,2,12,2,2,0,2,0,0,293.0,75.0,19,1
367.0,25,42,2,2,0,2,1,1,250.0,212.0,19,0
277.0,2,9,2,0,0,1,0,0,65.0,359.0,19,0
288.0,5,30,2,0,0,2,1,1,32.0,42.0,19,1
259.0,6,8,2,0,0,1,1,0,42.0,111.0,19,0
225.0,9,12,2,2,0,1,1,1,7.0,553.0,19,0
87.0,6,39,2,2,0,2,1,0,334.0,283.0,19,0
119.0,11,14,2,0,0,2,0,0,301.0,20.0,19,1
280.0,8,31,2,2,0,1,0,0,54.0,267.0,19,0
229.0,9,10,2,0,0,0,0,0,222.0,66.0,19,0
246.0,8,10,2,2,0,0,0,0,6.0,1.0,19,0
257.0,0,25,2,2,0,2,1,1,1.0,121.0,5,1
63.0,1,10,2,0,0,2,1,1,402.0,375.0,19,0
239.0,2,10,2,1,0,0,1,1,5.0,44.0,19,0
258.0,1,31,2,0,0,0,1,0,73.0,33.0,19,1
261.0,2,4,2,0,0,1,0,0,15.0,204.0,19,1
244.0,5,9,2,2,0,1,1,0,80.0,300.0,19,1
191.0,17,35,2,0,0,2,1,1,214.0,208.0,19,0
94.0,1,8,2,2,0,2,0,0,327.0,17.0,19,1
209.0,0,23,2,1,0,2,0,0,295.0,1.0,19,1
