fLength:,fWidth:,fSize:,fConc:,fConc1:,fAsym:,fM3Long:,fM3Trans:,fAlpha:,fDist:,target
128.627,21.6801,2.7749,0.2636,0.1335,101.383,128.975,-11.5924,3.1073,221.05,h
94.4951,57.2809,3.3932,0.2177,0.1506,-15.9798,-81.8879,-45.9102,51.6715,346.7639,h
19.9091,8.456,2.5468,0.6065,0.3095,-34.6135,-18.8923,6.7465,68.1039,39.7711,h
27.7854,13.3766,2.6637,0.4208,0.2289,-26.066,-13.0483,2.49,16.456,139.8,g
108.555,29.4081,2.8564,0.2797,0.1454,83.5491,88.0406,-29.4459,19.086,134.369,h
15.7089,11.1832,2.3201,0.6651,0.4522,2.0375,3.6839,8.946,13.143,107.129,h
18.2677,10.1684,2.5999,0.6457,0.3555,21.2579,11.7125,5.784,12.2578,129.072,h
25.5909,0.0,2.1414,0.7365,0.4152,27.1843,14.455,0.0,16.345,184.646,g
37.4896,25.0268,3.1722,0.2388,0.1201,-16.1489,-19.7635,10.6776,75.311,44.8178,g
50.3232,18.5832,2.7749,0.2385,0.1301,-37.3059,-43.8958,-13.465,61.1893,196.905,h
39.3534,18.6073,3.0177,0.2544,0.1359,7.5434,-18.5252,14.6388,3.759,190.377,g
19.8356,11.4295,2.4116,0.5891,0.3004,19.3867,19.0913,9.9913,24.926,130.39,g
52.2264,23.3743,3.2333,0.1905,0.0956,46.3585,38.163,7.9243,0.795,226.359,g
176.936,33.9322,3.291,0.1699,0.0888,-125.742,-190.688,17.5547,55.2405,261.765,h
25.7164,18.7635,2.5065,0.4019,0.2165,28.874,22.5338,-11.6417,34.405,189.145,g
74.7955,19.3318,3.1239,0.2865,0.1485,35.2607,56.5462,15.849,7.468,268.526,g
29.8766,18.9538,2.8011,0.2909,0.1542,18.6367,17.8455,13.3825,14.8934,70.067,g
22.8019,0.0,2.055,0.7401,0.4185,0.0,0.0,-10.7059,12.199,79.7426,h
50.3947,10.9445,2.3458,0.4826,0.329,46.8316,39.3874,1.7221,70.8438,144.1368,h
55.958,32.1315,3.3686,0.131,0.0708,-29.1259,-53.7404,9.509,45.4669,80.8058,h
17.4844,7.3006,2.3064,0.8296,0.5358,3.9056,-3.7655,5.0078,44.6217,86.7621,g
66.9998,25.5407,3.3536,0.1511,0.0826,6.2204,47.4067,7.3149,0.8728,244.338,g
34.1331,10.3323,2.5252,0.4178,0.2421,18.4118,-9.174,6.269,66.2011,205.1762,h
96.2068,21.1363,3.1019,0.2357,0.1325,91.0272,66.9564,4.5695,0.686,317.499,g
43.9505,21.4257,2.9335,0.2413,0.1335,5.2075,30.7634,8.9538,15.136,253.227,h
50.951,15.9968,2.9337,0.3588,0.2242,-49.0793,40.1485,-4.2133,4.0907,281.905,g
49.1418,26.7335,2.7585,0.3592,0.1874,-70.3353,25.9491,-17.8505,33.825,269.621,h
164.6813,105.8796,4.3609,0.0866,0.0253,33.2624,90.4276,78.8994,85.1143,150.2983,h
19.3057,13.0677,2.4764,0.5876,0.3556,6.0243,-16.0067,-2.972,89.3334,155.394,g
18.183,10.5409,2.2253,0.5893,0.3006,-23.3652,-9.4181,-5.1884,26.4593,175.861,g
70.6035,19.0298,2.9673,0.1951,0.0997,-152.302,68.1042,-12.9982,8.2868,234.713,g
17.5673,8.9286,2.5176,0.5196,0.2957,2.7447,9.885,-9.7273,68.1852,199.9041,h
46.164,20.1827,3.0037,0.2519,0.1433,62.569,33.6071,-12.5142,8.801,230.402,g
17.0991,10.6199,2.3118,0.6683,0.3927,3.4023,-7.5158,7.8709,31.951,98.5724,g
80.7442,34.7793,3.5449,0.1038,0.0583,40.2883,66.1839,9.5819,3.0108,207.337,g
28.1159,15.6551,2.5472,0.3716,0.2057,-25.4921,-23.8238,-12.4067,3.465,218.68,g
24.4714,0.0,2.0273,0.7136,0.3897,0.0,0.0,14.1076,43.301,214.197,g
42.9672,27.0297,2.9963,0.2421,0.1296,9.2118,28.5863,-8.8036,5.212,176.803,g
70.1391,23.6089,3.4812,0.1892,0.1002,69.4322,56.7105,-12.7678,1.149,256.641,g
78.945,15.072,3.0983,0.3979,0.2341,-6.3485,70.2169,-6.0354,38.022,343.605,h
142.066,70.6134,3.4261,0.1192,0.0605,-97.1957,-80.2814,-37.4368,12.457,309.588,h
19.6828,9.7787,2.2227,0.5748,0.3024,-25.2028,-7.2392,2.2394,42.4886,177.298,g
29.8424,11.0503,2.2857,0.4764,0.2834,-3.9082,-16.1008,-8.3781,62.5605,142.3577,h
50.9972,11.5078,2.3997,0.4462,0.2649,-32.3977,-26.2585,3.1136,1.2785,175.448,g
36.7943,21.8588,2.8179,0.2738,0.1392,11.3779,-18.6865,10.1563,2.1198,198.837,g
20.0845,0.0,2.666,0.8846,0.4498,9.5794,-15.6732,0.0,34.225,138.577,h
115.515,12.7772,2.6279,0.3062,0.159,-134.557,96.5512,-6.8273,6.817,227.681,g
38.8617,23.7015,3.1057,0.2391,0.1392,16.2736,-31.8523,18.1707,3.906,175.097,g
48.8309,11.7237,2.732,0.3818,0.1974,-5.7064,25.9269,-3.7166,83.5742,160.481,h
17.8769,10.4992,2.3284,0.6338,0.3169,-22.3722,-10.0872,-6.2975,42.5363,210.229,h
31.685,16.9763,2.6117,0.3203,0.1724,-26.7077,-18.69,13.2116,2.198,183.426,g
23.1363,13.5366,2.3627,0.4946,0.2538,-22.423,-16.104,-4.1679,3.438,108.319,g
31.5737,19.7566,2.6258,0.3006,0.155,14.159,-5.5612,12.28,29.603,135.206,g
31.4487,12.5907,2.5152,0.3969,0.2,1.9766,-9.897,9.2871,21.501,136.8,g
29.6869,6.3752,2.6031,0.5835,0.3204,9.7775,17.1571,3.8921,43.948,183.793,h
25.7582,17.5717,2.4338,0.3831,0.2486,-3.0098,-23.9635,14.7484,29.836,176.886,g
30.9451,16.7568,2.7266,0.4747,0.2523,-45.8489,20.8345,13.6632,24.0,184.2445,h
21.6563,17.6373,2.4752,0.5917,0.3514,-6.0248,31.1286,16.2836,60.9796,196.9603,h
29.6989,10.8918,2.2122,0.5565,0.2925,-0.5062,14.8697,-5.8006,88.1524,225.8803,h
117.879,18.6235,2.8146,0.2851,0.1709,45.097,133.877,-5.0068,3.408,227.08,g
57.6218,32.8825,3.3346,0.1842,0.096,4.6552,51.444,-20.9246,2.673,187.199,g
31.5071,22.7398,2.862,0.2798,0.1616,5.3973,24.0394,17.6885,38.3974,165.2013,h
27.6904,15.0452,2.6395,0.3647,0.2099,15.8284,9.4247,8.6228,28.9887,177.865,g
52.5731,20.4082,3.1411,0.2789,0.1507,31.586,50.7135,14.2752,10.364,217.54,g
52.8537,15.8412,2.8603,0.3434,0.1786,43.4556,47.8926,11.4639,0.2426,253.247,g
223.847,122.43,3.6375,0.1106,0.0554,40.8795,152.521,-111.487,81.2919,357.02,h
29.0118,8.9542,2.6439,0.4807,0.2892,25.3499,20.7211,-11.9366,69.4242,134.3166,h
19.5155,7.4337,2.1055,0.7294,0.4353,0.7152,-5.7937,-4.7317,8.536,157.97,g
47.9535,7.8257,2.7328,0.4163,0.2433,-9.7068,31.8151,-4.1539,50.099,108.575,h
81.9549,44.1941,3.204,0.2267,0.1388,54.0726,44.1463,41.2417,89.4604,205.978,h
26.9187,8.1612,2.2601,0.6264,0.3874,-14.2611,-20.1555,-6.4586,76.9508,186.649,g
57.0253,19.8149,2.7222,0.345,0.1924,-56.6913,-20.715,6.5186,1.367,283.06,g
17.1654,14.1326,2.4021,0.5884,0.3085,-4.2631,-19.0957,8.5977,81.0052,141.571,h
106.494,61.7182,3.3706,0.147,0.076,-83.8944,-53.4208,-85.8212,80.5153,144.584,h
84.1012,35.2129,3.6415,0.1826,0.1051,-39.9315,58.3392,28.2555,10.0766,324.815,h
30.1917,13.4676,2.5459,0.4239,0.2233,-6.6315,-22.535,9.1162,0.296,209.665,g
33.3849,21.6594,2.8062,0.3063,0.1727,-30.6733,-31.6129,-8.5806,22.353,243.839,g
163.2118,53.8719,3.1417,0.1776,0.1205,-200.6192,116.9525,33.9842,10.9902,319.976,h
29.1673,18.0125,2.841,0.3417,0.1925,24.9667,10.1387,-8.975,6.382,210.92,g
36.8382,15.6184,2.7052,0.3569,0.3025,-18.065,-27.7019,-8.1,55.4245,156.8538,h
13.2754,10.6408,2.2541,0.7855,0.4262,-14.4378,-3.5739,-11.7493,16.91,154.265,g
52.9512,18.4642,2.8982,0.2402,0.1321,-11.5361,36.6526,10.5417,15.7762,243.849,h
115.117,21.2907,2.8024,0.3262,0.1726,84.1382,54.405,-8.4278,71.01,95.7596,h
121.1839,89.3474,3.8421,0.1048,0.042,-100.2806,-54.4342,-67.9457,26.0322,273.3197,h
51.5075,21.1262,2.8742,0.2781,0.1644,62.3685,-7.4534,9.7978,31.9622,37.9488,h
26.3889,12.5779,2.5095,0.543,0.2919,-3.9147,1.7325,-8.3314,57.7917,166.8573,h
24.0872,0.0,2.081,0.7469,0.4191,-25.0209,-16.2725,0.0,37.3886,213.934,g
52.622,14.9202,2.7917,0.2956,0.1543,-99.0799,43.8029,11.0489,10.9695,263.512,g
18.0762,11.9477,2.4464,0.5868,0.3989,3.1824,-10.1699,-11.3148,20.997,130.658,g
31.4736,9.9279,2.4263,0.5869,0.3106,8.0964,-6.4232,-13.3131,88.8524,222.5253,h
69.4398,28.6293,3.1443,0.2468,0.1331,66.2031,60.6361,-22.5188,11.29,254.383,g
114.791,32.3719,2.8862,0.3015,0.1761,63.7682,115.441,26.4091,19.4063,257.969,h
95.3733,46.0798,3.1073,0.2005,0.1226,55.3443,69.6142,37.2896,43.1325,333.2413,h
94.3584,27.3843,3.5842,0.1612,0.0879,44.1364,87.0097,-17.1034,4.8624,230.557,g
38.2651,24.06,2.9146,0.2228,0.1272,-14.0973,18.85,13.4058,10.873,168.774,g
59.9968,23.8181,3.0218,0.2171,0.1269,5.5473,63.1616,-12.7854,43.175,205.258,h
40.0986,16.2256,2.7846,0.3415,0.2143,22.6936,27.223,9.7016,0.805,181.453,g
35.0172,12.1368,2.5278,0.5147,0.2756,15.5388,22.1097,-2.6466,65.1135,119.1495,h
53.9881,17.591,2.8423,0.2416,0.1344,51.1265,19.1993,-13.8356,5.2981,237.018,g
47.7138,11.7741,2.9017,0.4243,0.263,36.8535,45.53,13.9489,5.9013,266.2614,h
12.6726,11.743,2.1508,0.7138,0.3569,14.9983,0.8645,-11.5275,17.1657,62.8003,g
17.172,10.759,2.5315,0.6382,0.3838,-2.1218,6.6094,7.5741,55.5146,92.8713,h
57.7031,17.9759,2.5569,0.2857,0.154,-11.0854,-55.4716,-14.2632,65.006,190.694,h
23.2781,12.7693,2.4533,0.5211,0.2623,3.1716,18.1523,6.4226,4.3351,200.442,g
70.8595,37.3941,2.955,0.2751,0.1503,80.1679,-29.1591,-25.3491,10.077,181.839,h
29.4301,15.8254,2.7223,0.4072,0.2082,34.3167,31.2613,-4.6801,0.9533,221.9073,h
38.428,13.1662,2.658,0.378,0.1945,-6.189,18.6374,8.3616,11.2076,161.266,g
60.1806,24.8982,3.4499,0.1743,0.0939,49.4782,40.6826,10.2612,0.017,186.696,g
28.1201,10.785,2.6862,0.5401,0.3659,6.2757,37.1247,10.816,58.3736,174.4719,h
34.5557,15.2649,2.6753,0.2957,0.151,45.8224,22.8035,-8.1748,52.9638,221.013,h
12.6838,11.6957,2.3233,0.6983,0.3919,-15.7928,9.6501,-5.1802,78.178,154.367,g
45.5972,18.9386,2.8704,0.2655,0.1381,-43.8335,38.0687,17.032,12.439,167.979,g
21.476,0.0027,2.1156,0.7586,0.4866,-0.9198,7.6359,-0.0001,74.132,216.08,h
79.7275,28.2803,3.5529,0.1722,0.1035,55.7414,68.21,-10.8305,7.103,222.653,g
21.9528,9.9429,2.179,0.5828,0.3013,5.3718,-17.2517,-10.6395,27.259,189.258,g
97.938,29.8605,3.379,0.2682,0.169,-83.4402,-69.8618,18.7599,1.805,358.874,g
27.9656,13.5276,2.6069,0.4944,0.288,30.3259,23.313,-7.4939,26.17,156.787,g
163.332,13.8819,2.9395,0.254,0.1293,-131.074,-75.0854,-8.5308,58.8365,118.236,h
34.8695,9.2518,2.6056,0.4627,0.2445,-13.6702,-23.998,-6.4127,62.0339,148.7149,h
114.4721,33.2603,3.388,0.2897,0.1418,-135.2815,-70.6218,-23.0948,42.1084,334.0368,h
19.6388,9.8178,2.2068,0.5714,0.2888,25.8192,4.2684,-2.2875,13.0905,133.208,h
29.9867,11.4642,2.6289,0.4277,0.2667,16.6817,24.9784,5.2365,2.593,242.321,g
45.5931,19.0426,3.2043,0.2214,0.1529,10.5501,24.091,6.5958,14.1587,114.6499,h
81.5422,40.5375,3.7952,0.1244,0.0845,-116.0268,-70.0195,28.3914,8.9368,271.0981,h
68.1129,28.1608,3.1998,0.3106,0.2289,-79.4137,-46.5571,-15.8925,36.0399,275.663,h
30.7598,25.5559,2.7275,0.3258,0.1901,2.657,13.3135,9.646,30.6998,162.567,h
19.1909,12.5187,2.5309,0.4956,0.2912,11.4888,19.2837,10.4858,48.9617,53.4254,h
35.2805,7.7802,2.3454,0.4876,0.3002,0.5132,19.13,4.1747,69.9841,206.569,h
25.8427,12.104,2.5172,0.462,0.2325,6.5765,8.5877,3.6327,5.484,214.401,g
23.3262,5.2021,2.2897,0.7808,0.4347,34.4949,11.5706,-4.1788,53.8693,188.3484,h
67.1152,35.1811,2.7969,0.3384,0.2227,-33.559,58.7425,7.8771,40.61,184.465,g
67.4756,17.4582,3.1604,0.1943,0.1045,-27.6853,-41.7206,-13.3146,89.2028,150.1053,h
22.8142,8.7151,2.5688,0.6262,0.4629,11.7303,13.9087,-4.0274,21.013,219.46,h
75.5269,27.044,2.9243,0.2172,0.1235,-65.1817,-77.1423,19.4491,51.0827,142.5482,h
24.3343,15.0848,2.6239,0.3555,0.1625,4.6628,11.697,-12.1298,31.844,178.1996,h
24.8935,13.5971,2.3512,0.5167,0.3051,7.0421,12.2803,-12.7743,24.205,84.4693,g
91.7477,22.9294,2.9219,0.3208,0.1957,-109.887,67.2351,-23.3411,9.9993,222.721,g
89.3906,33.2987,3.814,0.1277,0.0647,48.0268,84.0162,-3.7727,2.6602,204.091,g
60.7878,25.458,2.9269,0.174,0.1036,32.8037,28.6824,-15.8406,63.229,200.136,h
16.0751,10.6462,2.1807,0.8027,0.446,-9.9662,-19.6163,-11.4933,61.6768,214.9457,h
73.449,27.4219,3.3005,0.1949,0.1313,-106.4777,-42.2207,27.3266,46.4513,270.7084,h
26.2893,19.8336,2.8238,0.3631,0.1928,-6.9989,-13.3547,-4.9754,16.7926,114.063,g
20.5134,15.5392,2.5539,0.4693,0.2696,26.4613,6.9866,8.3232,71.5113,172.217,g
20.9059,11.2361,2.238,0.5607,0.2861,11.3707,19.1314,9.3868,47.3096,232.767,h
121.664,16.0865,2.5378,0.5101,0.3203,-140.295,47.8546,10.3781,1.662,245.553,g
13.4325,10.2771,2.2082,0.805,0.4365,-14.2962,-5.126,11.7857,67.16,49.5555,g
117.58,62.1755,4.3152,0.0604,0.0308,69.9486,116.825,-52.7223,9.964,169.88,g
22.9547,15.3068,2.6294,0.4366,0.2265,13.9318,11.2647,-11.9138,3.6056,65.733,g
68.0583,50.1781,3.3398,0.1079,0.0546,30.1727,64.1655,-37.2816,17.081,230.109,g
27.5202,16.582,2.5809,0.3675,0.1877,-6.1815,18.1638,12.4413,14.777,103.044,g
25.4681,12.8389,2.6393,0.4709,0.2855,32.7204,23.6519,3.3217,26.477,196.8224,h
167.0905,60.6303,3.4442,0.344,0.1965,-127.0627,-141.6958,47.3337,6.9414,359.4006,h
21.5016,11.9761,2.4208,0.5199,0.3245,25.6467,11.2996,-7.9863,32.9097,160.995,g
65.667,32.7136,3.7666,0.1599,0.086,47.6365,62.0176,-11.0031,16.903,209.747,g
51.624,21.1502,2.9085,0.242,0.134,50.8761,43.1887,9.8145,3.613,238.098,g
33.4593,15.542,2.7177,0.3755,0.2059,-15.7864,23.7646,-10.6204,6.2132,270.461,g
159.7701,43.0378,3.2576,0.1154,0.0623,73.3578,92.8161,-41.623,32.7,203.2499,h
19.1321,9.5801,2.4914,0.7032,0.4371,3.5591,-13.5728,-4.588,13.107,56.5447,h
26.0025,11.727,2.6138,0.455,0.2348,-19.1202,-11.8245,9.0343,24.6893,195.077,g
100.019,46.5272,3.1029,0.3377,0.1905,-66.9885,-102.574,37.0198,26.489,405.539,h
37.7445,21.0614,2.955,0.2429,0.1392,26.2654,-21.0211,12.147,5.248,156.184,g
19.704,12.7106,2.4778,0.5691,0.4043,12.106,16.7573,8.7064,58.1885,211.29,h
43.2949,12.6941,2.7054,0.3232,0.1665,10.1203,35.6792,-7.3071,0.5486,244.195,g
16.3081,11.2645,2.3444,0.6425,0.3688,-4.2469,7.2293,7.6066,16.3315,51.4114,g
32.2217,10.6999,2.6872,0.4712,0.2538,6.2826,14.7635,1.0305,37.7159,104.2765,h
16.9178,9.7218,2.444,0.7662,0.4155,7.4157,-9.1341,8.7334,8.235,195.865,h
24.0413,17.6134,2.3375,0.469,0.269,-27.0296,-6.0435,8.2524,87.1172,140.843,g
33.5888,7.5491,2.5179,0.4917,0.2504,-2.6279,18.9164,-4.3283,22.805,101.167,g
40.4409,11.3388,2.485,0.3502,0.1817,39.9874,23.4546,-7.171,19.335,224.153,g
