V1,V2,V3,V4,V5,target
2.298887,-1.143646,0.560546,-0.894865,0.378274,1
-0.22676,1.359889,-0.010618,0.000735,-0.65201,1
-0.689449,-0.447881,-0.234401,1.882097,1.92024,2
-0.617967,-0.638607,0.318475,0.564834,-0.136583,2
0.511621,-0.612687,-0.96357,-0.386466,-0.023774,1
0.475347,0.440809,-1.148784,-0.270545,-0.298477,1
1.379391,-0.308193,-0.988252,-0.354055,-0.245539,1
2.080472,-1.785089,-0.970186,-0.599039,0.050933,1
0.278254,0.140935,0.96787,1.110112,-0.907267,2
-0.293792,-0.879273,0.273901,1.478271,-1.208425,2
-1.038974,-1.772421,-1.307283,1.431832,-2.193249,2
-0.807595,-0.83535,0.032907,0.548498,-0.136583,2
-0.716477,-0.989572,-0.064295,1.788064,2.795087,2
1.348356,0.137974,-1.153633,-0.203837,-0.30129,1
-0.619642,-0.376407,1.085706,-1.244829,-0.756908,2
-0.644421,0.723528,0.373876,0.550674,-0.796319,1
0.208283,1.263868,-1.330624,-0.780499,-0.373912,1
-0.531664,1.3652,-1.365034,-0.857311,-0.472062,1
-0.67081,-0.283819,1.541321,-1.52229,-0.136583,1
-0.507103,-0.644201,1.51019,0.491164,0.967733,2
0.573236,0.964252,-1.293931,-0.248335,-0.574954,1
-0.628627,-0.655358,0.184542,0.945674,-0.136583,2
3.578869,-1.762329,-0.298651,-0.65953,-0.251297,1
-0.133976,-0.317869,0.997121,1.358049,-2.082846,2
0.920469,1.064939,-1.358038,-1.186723,-0.136583,1
-0.805276,-0.865636,0.125243,1.688897,-0.136583,2
3.156467,-1.798109,-0.630902,-0.59897,-0.01305,1
-0.065447,0.491041,-1.238128,-0.676529,0.047073,1
-0.813848,-0.570352,-0.29375,1.033505,-1.316972,2
-0.555974,1.078052,-1.192741,-0.131213,-0.347871,1
-0.817865,-0.824067,-0.024966,-2.059393,-0.136583,2
-0.224961,1.243845,0.001258,0.015145,-0.666459,1
-0.773784,-0.868509,-0.303205,-1.17161,-0.136583,1
-0.789258,-0.820958,0.262609,0.538625,-0.136583,2
-0.873905,-1.163425,-0.462507,0.668841,2.591967,1
-0.258525,-0.148223,1.221957,-1.255706,-0.538656,2
2.544424,-1.851206,-0.648584,-0.342697,0.02534,1
1.301124,1.255737,-1.282438,-0.686422,-0.298188,2
-0.810509,-1.006387,0.137813,0.297141,-0.136583,2
-0.306231,-0.032637,0.793929,-1.048319,2.042734,2
-0.77979,-0.875744,-0.154184,1.172156,1.341257,2
1.52981,0.252232,-1.035854,-0.592834,0.019416,1
-0.426088,0.283405,1.021855,0.703282,1.581013,2
-0.804501,-0.776521,-0.400719,0.254985,2.148116,2
-0.313082,1.161654,-0.02255,0.130975,-0.767182,1
0.372556,-0.701129,2.166824,-1.262198,-0.556924,2
1.086132,1.019583,-0.278412,-0.223783,-0.351484,1
-0.193949,-0.096381,1.029797,-1.082307,1.046365,2
3.06553,-1.827395,-0.089266,-0.244077,-0.260693,1
-0.571305,-0.134569,0.115983,1.902322,-1.360192,2
-0.394273,-0.708149,1.279443,1.377434,2.220316,2
-0.403689,2.283411,-1.567166,0.28283,0.657425,2
-0.254646,-0.550157,1.341685,0.420002,0.468722,1
0.246742,-0.793146,1.190209,1.423132,-1.303173,2
-0.359194,0.824826,0.470642,-0.930507,-0.136583,1
-0.095822,2.254964,-1.627087,0.048233,0.187144,1
-0.799325,-0.884211,0.277791,0.554208,-0.965859,2
-0.615001,-0.421419,0.017968,2.410777,-1.550937,2
0.255127,0.466389,0.198731,-0.034358,0.961283,1
-0.571853,-0.569693,0.00821,1.27863,-0.136583,2
1.208301,-0.151454,-1.031795,-0.585539,-0.026094,1
-0.426596,-0.303089,1.601855,-1.137807,-0.501882,1
-0.535376,-0.237183,1.735328,-1.481625,-0.819767,1
-1.263068,-0.72891,-0.036701,1.686398,-0.136583,2
-0.632048,-0.842509,1.309667,0.631242,-0.921952,1
0.252821,1.336189,-1.370389,1.255455,-0.789559,1
-0.595734,1.789567,-1.287987,-0.759729,-0.376812,1
-0.260232,0.463604,-1.199678,-0.243406,-0.283364,1
-0.362483,2.153725,0.297155,0.369703,-0.57988,2
-0.84882,-0.679062,-0.544118,0.464621,-0.136583,2
0.019725,1.713144,0.817658,-0.957645,-0.437595,2
0.225991,0.655612,1.310186,-1.078824,-0.439678,2
-0.770354,-0.87467,0.029003,1.407162,3.310965,1
0.604491,0.348418,-0.290433,0.147742,1.667383,1
-0.662096,-0.891183,1.544455,0.543061,0.933759,1
-0.468361,-0.812579,0.151765,0.998465,-0.136583,2
-0.754724,-1.828733,-1.376281,-1.861573,-1.865957,2
0.091529,0.172014,-1.198113,-0.642651,-0.136583,1
-0.512419,1.869256,-0.031591,0.198616,1.829972,1
0.271698,1.190218,-1.294633,-0.734553,1.155614,1
-0.749319,-0.995182,-0.426201,1.231262,-1.402157,2
0.234841,1.192697,-1.388669,-0.739041,-0.34572,1
-0.618925,-0.441055,0.132349,0.556058,-0.136583,2
-0.437109,0.087225,1.61573,1.082542,-1.118274,2
-0.482021,-0.461,1.146673,-1.24251,-0.831043,1
2.587429,0.146246,-1.112265,0.366489,-0.44753,1
-0.625994,0.517279,-0.109813,-0.16608,-0.33682,1
-0.199746,2.295114,-1.348029,-0.780895,-0.390759,1
-0.438024,0.101608,0.983495,0.464968,1.09277,2
0.171253,0.691967,0.759005,0.430017,0.927271,2
-0.253056,-0.213565,0.683364,-1.229466,2.440878,2
-0.389299,-0.193895,1.650276,0.891866,1.587638,2
2.881922,-0.968089,-0.959301,-0.388643,-0.22854,1
-0.318928,2.594365,-1.347944,-0.779584,-0.398437,1
0.246882,-0.793228,1.190101,1.423194,-1.303036,2
0.661203,-0.525478,1.834147,-1.208116,-0.559566,2
-0.879069,-1.143226,-0.082269,0.062982,-0.914308,2
-0.748165,-0.964572,0.083582,2.537815,-1.610987,1
-0.586038,-0.691592,1.376987,0.726638,3.05128,2
-0.055884,1.557972,-1.556322,0.034546,-0.657055,1
0.784047,-0.544768,-0.980294,-0.364545,0.00546,1
0.1995,1.623444,-0.047568,0.507014,-0.607691,2
-0.14227,-0.224058,1.130345,0.145535,-0.655129,2
-0.7689,-0.672487,0.393564,1.898945,-0.136583,2
-0.394622,-0.881573,0.647359,1.48107,-1.834996,2
-0.495728,0.166785,0.997542,0.926466,-0.919541,2
-1.086062,-2.062892,-1.746453,-1.52785,-0.933145,2
1.70536,-1.713554,-0.726591,-0.411863,-0.252321,1
0.403404,-0.4184,0.968475,0.312755,-0.594556,2
-0.600961,-0.764064,-0.31402,1.291147,-1.545644,2
-0.515349,0.833756,-0.116269,-0.845439,-0.4762,1
-1.069311,-0.143018,1.961277,-1.409406,-0.136583,1
-0.729027,-0.131444,0.997747,-1.157316,-0.46332,1
2.152264,-1.091559,-0.622579,-0.216684,-0.274937,1
-0.470293,0.509571,0.826897,0.631174,1.828096,2
-0.747387,-0.83791,-0.225784,1.590068,1.919771,2
-0.841945,-1.074508,-0.484371,0.097495,-0.951663,1
-0.504018,1.297485,-1.3922,0.082238,-0.436636,1
-0.358629,1.790906,-1.391134,-0.067745,-0.407433,1
-0.597258,-0.911184,1.227543,1.261682,2.513895,2
-0.70947,-0.48375,1.294615,-1.680818,-1.409014,1
-1.232432,-2.405153,-1.384631,-0.860703,-0.400567,1
-0.322759,-0.290798,1.128973,0.498574,2.243978,2
-0.30557,-0.013332,1.805566,-1.282618,-0.623916,2
0.18511,0.329078,-0.213517,-0.723516,0.108966,1
-0.575875,-0.252329,0.808214,0.80111,1.021279,2
0.172685,1.680526,-1.272401,-0.924198,1.275022,1
2.819819,-0.973749,0.038755,-0.738718,-0.291063,1
2.384385,-1.729315,-0.6467,-0.375156,-0.300206,1
0.487388,0.017653,-1.079,-0.625546,-0.242702,1
-0.19083,-0.240767,0.655799,-1.409384,2.938723,2
-0.688065,-0.938777,0.932945,1.108492,1.099511,1
2.988859,-1.832716,-0.679191,-0.598986,-0.232794,1
-0.500596,-0.832882,0.143057,0.91828,-0.136583,2
0.207138,0.749037,0.069302,1.356706,-0.830784,1
-0.82923,-0.748436,0.502313,0.684076,-0.136583,2
0.558167,1.204976,-1.17799,-0.685695,0.194229,1
-0.782794,-0.989637,-0.27008,-1.417294,-0.136583,1
-0.552192,-0.67017,0.001147,2.261931,3.179906,2
-0.236632,-0.593968,1.545449,-1.186765,-0.537299,2
-0.684223,-0.439152,0.659094,-1.008496,-0.481395,2
-0.054138,2.039832,0.194468,-0.904133,0.217673,1
-0.376501,-0.103373,1.853424,0.688464,-0.747297,2
-0.84335,-0.993798,-0.435235,0.182416,-0.136583,1
-0.563788,1.76562,-1.382672,1.19267,-0.711577,2
0.236518,1.08905,0.563204,0.507507,-0.53034,1
2.367931,-1.769914,-0.938387,-0.578575,-0.217096,1
1.569974,-1.112958,-0.909616,-0.407417,-0.316706,1
-0.226874,0.027864,0.548778,0.49179,2.26142,2
-0.552065,-0.385501,0.564512,0.813149,0.524481,2
2.353375,-0.663131,-0.399066,-0.60932,0.002511,1
0.753117,0.514729,-0.302384,-0.144853,-0.449499,1
-0.681877,0.617507,0.868467,0.32324,-0.669206,1
-0.793877,-0.788898,0.39566,0.338071,0.808364,2
0.415561,0.957907,-1.18918,-0.181573,-0.371604,1
0.251889,0.328337,0.341913,-1.190326,-0.487456,2
-0.702369,-1.050385,-0.425577,0.731218,2.407175,1
2.452952,-0.884167,-0.966015,-0.328297,-0.236119,1
-0.808238,-1.11393,-0.32059,0.281321,-1.625863,1
-1.075429,-0.66067,0.752327,-0.500597,-0.136583,2
0.360981,-0.035434,-1.068478,-0.612112,-0.234148,1
-0.807829,-0.3041,-0.124042,1.291549,-0.136583,2
-0.253417,-0.415437,1.449321,1.729824,-1.038395,2
-0.605867,0.833485,0.299035,0.581318,-0.876796,1
1.530835,-0.440676,-0.974791,-0.37035,0.043651,1
-0.484158,-2.23995,1.417757,-1.370508,1.309588,2
-0.705087,-1.097181,-0.070132,1.935704,2.094035,2
-0.839037,-1.118049,-0.377525,0.810902,-0.836738,2
0.447108,1.171418,-1.211247,-0.698106,-0.323694,1
-0.79529,-1.074897,-0.248804,0.137432,1.886885,1
-0.71554,-0.995828,-0.119227,1.419478,3.084357,2
-1.045454,-0.633847,0.656134,1.061915,1.285946,2
2.701912,-0.651385,-0.561402,0.647522,-0.531466,1
-0.122266,0.260727,-1.213326,-0.256918,-0.516176,1
-0.196874,1.090566,-1.244008,-0.725609,0.178503,1
-0.12118,1.71869,-1.358723,-0.85319,1.686093,1
-0.774167,-0.72326,0.163015,2.070526,-1.557412,2
-0.445875,-0.804249,0.316335,2.405064,-0.136583,2
3.14233,-0.715744,-0.41984,0.15821,-0.365134,1
1.85755,-0.032825,-1.129496,-0.336295,0.346117,1
0.337818,1.098826,0.97405,-0.94891,-0.388533,2
1.040169,0.593419,-0.420639,0.140444,0.8875,1
-0.475025,-0.614392,1.463487,0.552675,-0.919619,2
-0.411989,-0.455107,0.99885,0.4509,-0.680086,2
-0.622143,0.154929,1.023681,2.131993,-0.136583,2
-0.374992,-1.035525,1.200788,2.592151,-1.34833,2
-0.777673,-0.880857,-0.280343,-0.892186,1.502625,2
-0.606022,-0.431616,1.195072,-1.141108,-0.136583,1
-0.400508,-0.323123,1.005376,-1.796265,-1.569234,2
-0.6674,-0.821777,1.238997,1.435787,-1.173017,1
-0.670896,-0.401574,-1.53859,2.302369,-2.008787,2
-0.854115,-1.063981,-0.043878,1.255856,-0.862948,1
-0.773232,-0.570992,1.113283,0.850298,0.824844,1
-0.285943,1.522969,0.818955,0.067425,-0.467029,1
-0.611381,-0.947292,1.06228,0.687542,1.841039,1
-0.60278,0.522789,0.510061,1.864847,-1.24624,1
0.460732,-0.185059,-1.086493,-0.603166,-0.240667,1
-0.567177,0.172378,1.107415,-1.058162,-0.579821,1
-0.785588,-1.086053,-0.314435,1.593784,-0.136583,1
-0.695993,-0.486206,0.166609,2.541518,-0.136583,2
2.476545,0.347913,-1.092718,-0.622222,-0.251589,1
0.403788,0.144166,1.233821,0.385955,0.514469,2
-0.843863,-0.882075,0.369986,2.099326,-1.507513,1
-0.370954,-0.619802,0.316605,1.190711,-0.825955,2
3.38251,-1.834009,-0.96497,-0.604546,-0.242945,1
-0.675077,-0.59388,-1.87683,1.894049,-0.136583,2
-0.732121,-0.484631,0.004374,1.130199,1.38622,2
-0.572363,-0.880031,0.768395,-1.761175,3.234821,2
-0.805875,-0.650424,0.945156,2.248975,-0.136583,1
-0.698664,0.221693,1.867072,-1.590635,-0.788182,1
-0.538794,-0.530392,0.803211,1.448065,-1.884956,2
-0.598055,-0.248287,0.461587,1.167059,-1.820674,2
-0.6553,-0.030146,1.378165,-1.187749,-0.643225,2
0.119833,1.225515,-1.331521,-0.215173,-0.357763,1
-0.138014,1.376351,0.525546,0.180157,1.22878,2
-0.745575,-0.560966,1.845461,-1.488238,2.534012,2
-0.598446,-0.069098,0.988249,1.239272,-0.136583,2
-0.529695,0.710333,1.98962,-1.260751,-0.56808,1
-0.826258,-0.960534,0.120219,0.450335,-0.136583,2
0.16288,1.225292,0.467054,-0.037008,-0.442299,2
1.448865,-1.052956,-0.924519,-0.387427,-0.226766,1
0.212738,0.13996,0.900712,1.031484,-1.059744,2
-0.247376,-0.790792,0.975163,0.852922,-0.822148,2
0.621831,2.137698,0.115634,-0.063552,-0.136583,1
-0.198629,-0.592733,1.255789,1.087263,-1.053591,2
-0.826365,-0.955836,0.123714,0.591718,-0.136583,2
-0.17062,-0.771464,-0.085069,2.175368,-1.125119,2
-0.788947,-1.073977,-0.437752,0.715785,3.085261,1
-0.283126,1.697469,0.319123,0.251538,-0.534377,1
0.193601,1.627956,0.044025,-0.005793,-0.434244,2
0.326441,0.686879,0.291806,1.218093,-0.938571,2
0.748122,0.348242,-0.411237,-0.16003,0.121982,1
-0.792143,-0.983091,-0.326167,1.403785,1.533411,2
-0.084287,-0.269613,0.628514,-1.753584,2.855161,2
0.264384,-0.149703,1.804842,-1.124412,-0.51503,2
-0.166723,1.142795,0.647208,0.935568,-0.669444,2
-0.727309,-0.712615,0.261518,1.022193,-0.896976,2
-0.170163,-0.778226,-0.123902,2.165061,-1.097057,2
-0.647394,-0.405901,1.986065,-1.363245,-0.722854,1
-0.547457,-0.537886,-0.048263,0.999771,2.198462,2
-0.627892,-0.46992,1.454853,1.180316,1.895276,2
0.729676,0.167161,-1.128816,-0.649825,0.072581,1
-0.635123,-0.597768,0.192089,-0.001708,1.218902,2
-0.704278,-0.068111,-0.057623,1.26934,1.191342,2
-0.22387,-0.456035,1.326135,-1.178382,-0.803119,2
2.138464,-0.800843,-0.598843,0.547194,-0.785522,1
-0.211391,1.989224,0.066228,-0.972306,-0.371518,1
-0.609094,-0.620836,2.017672,-1.456233,0.719276,2
-0.818418,-0.925262,0.117057,2.161759,-1.320383,2
-0.520461,-0.915035,1.230828,1.12706,1.268177,1
-0.607439,-0.743353,2.055719,0.722164,0.770131,2
-0.679626,-0.150279,-0.198777,1.907218,-0.136583,2
-0.005876,-1.086568,1.613785,-1.317891,-0.820672,2
0.209232,-0.281539,0.406261,0.44288,-0.620689,2
-0.499338,0.825484,-0.102803,0.066449,-0.136583,1
0.854278,0.263994,-0.128683,-0.736229,-0.342654,1
-0.660158,-0.141079,2.535399,-1.544766,-0.136583,1
-0.780385,-0.702626,-0.343077,-0.12874,1.526846,2
0.017157,0.925383,0.205504,1.071507,-0.929469,2
1.401889,0.333731,-1.23743,-0.250626,-0.359778,1
-0.616688,0.543646,0.263711,2.065379,-1.115196,1
0.886069,0.446461,-0.060335,-0.149191,0.482768,1
0.242154,-0.515247,0.337558,0.83522,0.677834,2
0.791931,1.024319,-1.268846,-0.094534,1.257861,1
-0.599978,2.430428,-1.499986,-0.834377,-0.421967,1
-0.632764,0.007419,1.712377,-1.318095,-0.136583,2
0.481472,0.03032,0.434723,0.045348,0.279002,2
-0.546828,-0.545841,1.677571,0.646208,2.314632,2
-0.3963,-1.059097,1.216802,2.536497,-1.312675,2
-1.052824,-0.818696,0.177039,0.700498,-1.395027,2
-0.173444,2.191878,-1.448669,-0.85817,-0.773068,1
-0.590842,-0.718283,-0.4334,0.90894,0.964804,2
2.729558,-1.79053,-0.710578,-0.380244,-0.285708,1
-0.765248,-0.865568,0.222208,2.10185,-1.610763,2
-0.82963,-0.991063,-0.144615,1.836072,-1.235289,2
-0.48568,-0.705201,0.83337,1.720634,-1.340167,2
1.210152,1.045868,-1.159572,-0.162124,1.146078,1
-0.574379,1.023038,-1.40684,-0.05711,-0.136583,1
-0.545334,-0.556423,0.286911,1.749786,-0.136583,2
-0.144891,0.780163,-1.11772,-0.661859,-0.258762,1
-0.680705,-0.630287,0.550053,0.419012,2.152529,2
-0.733619,-1.052651,-0.255451,-1.490725,2.533943,1
-0.505501,-0.692083,1.5578,0.552576,1.243409,2
-0.851995,-1.124144,-0.497534,0.170726,-0.136583,1
-0.7135,0.081891,0.686855,-1.010689,-0.136583,1
-0.679562,-1.046632,-0.39023,1.029889,3.563753,1
-0.155185,-0.222683,0.449765,0.816175,3.0608,2
-0.24429,0.594383,0.467681,0.635382,2.026491,1
-0.276444,0.020226,1.063954,1.354936,-0.831125,2
-0.704392,-0.604888,0.158784,2.287505,-2.02338,2
-0.445216,0.206618,-0.283926,-0.120235,-0.136583,1
2.07692,-1.00476,-0.68483,-0.374859,-0.033525,1
1.187316,-0.615846,-0.601909,-0.320811,-0.26767,1
-0.700392,-0.219945,1.272819,-1.258192,-0.53,1
-0.087152,-0.434359,1.202701,1.508878,-1.470193,2
-0.569083,-0.059004,2.02314,-1.417147,-0.136583,1
0.37393,0.126518,0.490816,0.893171,-1.303674,2
-0.687525,-0.094713,1.296527,-1.230449,-0.136583,1
-0.813852,-0.882786,0.128021,-1.376816,-0.136583,2
0.682012,1.721263,-1.309795,0.031007,0.383553,1
-0.105253,-0.108966,1.264045,0.42305,2.095998,2
-0.773156,-0.946335,0.311635,2.122225,-1.369983,1
-0.369767,0.793911,-1.248117,-0.765277,-0.309813,1
0.114717,0.4954,-0.203104,0.294597,-0.483366,2
-0.334936,1.740698,0.438408,-0.897793,-0.136583,1
-0.004108,0.635579,-1.139216,-0.228757,-0.66446,1
1.182286,1.525436,-1.164395,-0.680746,-0.30845,1
-0.003344,0.231352,-0.278421,-0.738038,-0.136583,1
1.308344,-0.765992,-0.678201,-0.245416,-0.377267,1
-0.765697,-1.271279,-1.007048,0.39558,-1.764882,2
-0.200452,1.703603,-1.448467,-0.036881,0.836984,2
-0.09653,1.693498,-1.35101,-0.17987,-0.518485,1
-0.838551,-0.552561,-1.726407,1.735499,-1.182683,2
-0.627659,-0.751281,-0.031755,0.675764,-0.136583,2
-0.029016,0.156563,0.302299,-1.290778,-1.235902,2
-0.336375,0.753878,1.463314,-1.096028,-0.654399,1
1.210502,-0.588187,-0.680843,-0.325777,-0.443627,1
0.772204,0.369345,0.032204,-0.062585,0.415147,1
-0.783715,-0.742509,-0.33527,-0.13168,1.453108,2
1.461384,0.992464,-1.359988,0.253906,-0.530246,1
-0.490619,0.599941,0.78791,-1.155017,-0.626951,1
-0.719073,-0.430791,0.156402,0.764827,-0.962983,2
0.6403,1.110388,-1.220986,-0.184254,0.181269,1
3.828575,-0.766269,-0.941616,-0.559184,-0.194491,1
-0.838756,-0.702262,-0.434364,0.314424,0.992565,2
-0.096512,1.275148,0.252445,0.274712,1.136452,2
-0.845086,-0.967766,-0.001894,0.494091,-0.136583,2
0.058963,-0.241272,-0.036917,0.215537,1.341036,2
-0.564624,0.269975,1.696806,-1.336029,-0.136583,1
1.471212,0.793042,-1.173527,-0.626646,-0.136583,1
-0.550405,0.623264,-0.146488,-0.164566,0.1006,1
-0.830649,-1.105849,-0.246699,-0.745461,-0.892059,1
-0.500519,1.741932,-0.01045,0.255449,1.900922,1
-0.688146,-0.925685,0.953876,0.985371,1.087868,1
-0.245158,0.306541,-1.198533,-0.662837,-0.264733,1
-0.648867,0.052727,1.74809,-1.497614,-0.858415,1
-0.657718,0.878888,0.269989,0.261388,2.353008,1
-1.038086,-0.702788,0.399248,1.063836,1.183483,2
-0.193525,-0.232036,1.68117,1.439754,-0.833708,2
-0.34627,-0.110082,1.437337,-1.209679,-0.553333,1
-0.524636,0.283687,1.308997,-1.076458,-0.625653,1
-0.627674,1.746361,-1.333733,-0.768499,-0.390969,1
-0.532401,0.473545,1.713252,-1.299344,-0.136583,1
1.993448,-1.023942,-0.134886,0.778336,-0.721535,1
-1.054977,-1.873002,-1.71256,-2.10818,-1.504528,2
-0.629644,-0.851757,-0.412108,1.210359,1.20367,2
-0.422118,1.623232,-1.479012,-0.799656,-0.35085,1
-0.148598,-0.09362,0.972321,0.356139,-0.525769,1
-0.436664,-0.65865,1.568206,0.429752,0.987524,2
0.017847,1.108849,1.002059,0.04738,-0.452806,2
-0.7202,-0.58121,0.137166,1.05717,-1.477085,2
-0.542308,-0.79373,1.275953,0.676322,1.048394,2
-0.153945,0.718851,-0.13847,-0.02566,-0.634261,2
-0.682819,-0.154145,2.075083,-1.696389,-0.136583,1
-0.610199,-0.343796,0.85938,-1.075465,0.558229,2
-0.195981,1.489881,0.150062,-0.078381,-0.136583,1
-0.172553,0.736018,0.85295,0.43086,1.635278,2
0.719207,0.764935,0.883822,0.205913,-0.423742,2
-0.662168,-0.353383,-0.056353,2.222021,-0.136583,2
0.081464,-0.21474,1.64738,0.486662,-0.795445,2
-0.623152,-0.607239,0.538588,0.81325,-0.7954,2
-0.726584,0.327338,0.590121,0.22929,-0.136583,1
-0.750728,-0.634149,0.352967,1.440833,-1.146737,2
-1.986639,-0.34796,-1.29234,-0.694217,-0.268839,1
-0.264072,1.174285,-1.304226,-0.130323,-0.537399,1
-0.846216,-1.041877,-0.331471,0.226738,-0.136583,2
-0.665075,-0.772398,-0.090965,0.745738,1.948696,2
-0.690816,-0.094302,-0.135679,0.653849,1.632516,2
-0.693454,-0.89498,0.31304,0.879361,-0.136583,2
-0.766184,-0.83575,0.216982,1.601116,-1.04057,1
-0.645096,-0.211497,1.561074,-1.345925,-1.57983,2
-0.561385,0.611902,1.711307,-1.302364,-0.632711,1
0.345993,1.278355,0.908794,-0.898605,-0.408211,2
-0.348382,2.102342,0.2451,0.068493,-0.136583,1
-0.683971,1.607722,-0.084026,1.504321,-0.974395,1
-0.767287,-0.775198,0.808365,0.62023,-0.939742,2
-0.715349,-1.067146,-1.761828,1.526216,-1.761321,2
-0.735619,0.102101,1.108453,0.352405,-0.136583,1
-0.639784,-0.146554,1.295868,-1.150412,-0.545663,1
-0.668567,-1.062866,0.003714,2.34936,-0.136583,1
0.082924,2.153467,-1.407681,0.02319,0.449623,1
-0.746137,-0.654077,1.041208,1.167724,-1.56457,2
0.445466,0.465355,0.362076,0.074424,-0.5239,2
