lineNo,assgNo,P1stFixation,P2stFixation,prevFixDur,firstfixDur,firstPassFixDur,nextFixDur,firstSaccLen,lastSaccLen,prevFixPos,landingPos,leavingPos,totalFixDur,meanFixDur,regressLen,nextWordRegress,regressDur,pupilDiamMax,pupilDiamLag,timePrtctg,titleNo,wordNo,target
6331.0,187.0,1,0,139.0,199.0,199.0,159.0,208.4017,172.1547,237.4026,37.977,41.8718,199.0,199.0,0.0,0,0.0,-0.0605,0.124,0.0292,4,1,1
6502.0,192.0,0,1,139.0,179.0,179.0,139.0,406.2182,0.0,489.655,88.132,89.4343,179.0,179.0,0.0,0,0.0,0.0859,0.0859,0.0475,4,3,1
2734.0,83.0,1,0,140.0,20.0,20.0,1036.0,56.6789,341.9521,262.0,200.6053,200.0225,20.0,20.0,0.0,1,40.0,0.0805,0.4335,0.002,5,3,1
10014.0,306.0,1,1,99.0,179.0,179.0,179.0,163.0598,253.0005,48.0416,121.3425,130.7765,159.0,159.0,278.0,1,2622.0,0.1875,0.191,0.0106,4,2,1
3098.0,94.0,0,1,239.0,20.0,419.0,638.0,121.5504,176.2874,106.1179,20.8926,63.287,419.0,209.5,0.0,0,0.0,1.9801,1.5631,0.0705,2,3,0
6934.0,210.0,1,0,99.0,159.0,159.0,139.0,169.1065,899.2031,96.4624,80.0156,76.0592,159.0,159.0,0.0,0,159.0,0.3973,0.2793,0.0426,1,9,1
9068.0,285.0,1,0,179.0,99.0,99.0,179.0,89.6939,251.6987,131.1869,66.9216,70.4006,99.0,99.0,0.0,0,0.0,0.2327,0.3802,0.0167,4,1,1
4296.0,135.0,1,1,119.0,99.0,357.0,139.0,610.6685,278.4044,698.149,89.8568,81.0015,398.0,398.0,1870.0,0,456.0,0.2655,0.27,0.0246,6,1,1
3393.0,103.0,1,1,99.0,80.0,80.0,80.0,311.5004,275.2199,474.427,158.9851,85.0368,238.0,119.0,0.0,0,0.0,0.3965,0.3965,0.0332,2,1,1
9971.0,306.0,0,1,80.0,100.0,100.0,119.0,435.4366,622.761,381.9228,47.5421,47.0744,100.0,100.0,0.0,0,0.0,0.197,0.4725,0.0067,6,6,1
7315.0,224.0,1,1,139.0,418.0,418.0,99.0,310.3824,309.9823,427.8049,137.3909,129.1559,179.0,179.0,0.0,0,0.0,0.0423,0.0723,0.0266,9,1,0
5707.0,169.0,1,0,179.0,179.0,179.0,159.0,154.0008,451.5377,84.0,74.6676,75.5993,179.0,179.0,0.0,0,0.0,0.1325,0.1055,0.0225,2,5,1
7183.0,220.0,1,0,0.0,99.0,179.0,179.0,0.0,103.8472,0.0,109.4897,111.7866,179.0,89.5,0.0,0,0.0,0.1736,0.3986,0.0393,1,1,1
6740.0,202.0,1,0,119.0,119.0,219.0,179.0,97.5,99.0454,155.6567,91.8708,88.3233,219.0,109.5,0.0,0,219.0,0.0449,0.4174,0.0693,3,1,0
4474.0,138.0,1,0,0.0,139.0,139.0,239.0,0.0,219.9892,0.0,101.115,82.3772,139.0,139.0,0.0,0,0.0,0.0687,0.2712,0.0172,2,2,1
5588.0,166.0,1,0,99.0,99.0,99.0,80.0,298.6051,73.2888,301.1063,30.7002,9.8615,99.0,99.0,0.0,0,0.0,0.275,0.162,0.0074,10,7,0
223.0,6.0,1,0,159.0,159.0,159.0,258.0,114.5535,519.2622,200.0025,89.5056,80.025,159.0,159.0,0.0,1,159.0,0.126,0.8065,0.0214,10,1,1
9572.0,295.0,1,0,298.0,139.0,139.0,119.0,136.5009,300.3502,175.8892,54.7768,71.7513,139.0,139.0,0.0,0,0.0,0.1856,0.1786,0.0274,5,1,1
1305.0,41.0,0,0,179.0,119.0,119.0,199.0,113.1923,90.0056,31.305,119.4414,141.4258,119.0,119.0,0.0,0,119.0,0.2352,0.2202,0.0127,2,4,1
7301.0,224.0,1,1,99.0,139.0,258.0,99.0,223.2896,178.085,295.7719,74.1114,72.111,258.0,129.0,3678.0,0,119.0,0.0528,0.0753,0.0384,5,1,0
5303.0,159.0,0,1,119.0,258.0,258.0,99.0,201.7734,639.0618,192.3746,46.5242,18.3439,80.0,80.0,0.0,1,80.0,0.0918,0.3173,0.0058,8,6,1
6688.0,200.0,1,0,0.0,159.0,159.0,119.0,0.0,543.1429,0.0,117.3456,120.3536,159.0,159.0,0.0,1,0.0,0.021,0.0645,0.0352,4,5,0
9893.0,304.0,1,1,199.0,99.0,298.0,199.0,226.1791,85.92,335.0134,103.4372,107.912,80.0,80.0,0.0,0,1196.0,0.0415,0.0915,0.0065,6,1,1
1029.0,31.0,0,1,238.0,259.0,259.0,278.0,373.1729,66.191,484.5998,137.052,149.4021,119.0,119.0,458.0,0,0.0,0.1254,0.1189,0.0102,2,1,1
10604.0,325.0,1,0,0.0,80.0,179.0,159.0,0.0,244.8183,0.0,180.8183,83.3802,179.0,89.5,0.0,0,0.0,0.2227,0.1852,0.0653,1,1,0
10059.0,307.0,1,0,139.0,99.0,99.0,99.0,103.0886,130.124,46.5296,42.5441,59.2558,99.0,99.0,0.0,0,0.0,0.1422,0.3547,0.0192,8,2,0
10784.0,332.0,1,0,139.0,139.0,139.0,159.0,139.5797,163.5008,77.9295,51.2104,57.7624,139.0,139.0,0.0,0,0.0,0.1005,0.1515,0.031,5,2,1
7165.0,219.0,1,0,80.0,179.0,179.0,80.0,479.3071,124.1934,562.0854,94.5899,106.2544,179.0,179.0,0.0,0,219.0,0.0876,0.0781,0.0285,7,1,0
10300.0,314.0,1,1,139.0,179.0,179.0,99.0,74.9283,147.7176,85.703,60.6383,68.8204,119.0,119.0,0.0,0,298.0,0.2648,0.5893,0.0407,5,1,0
10513.0,321.0,1,1,80.0,80.0,80.0,99.0,225.2826,141.4929,195.6579,61.5081,57.8705,139.0,139.0,4452.0,0,199.0,0.3347,0.2592,0.0139,7,2,1
5373.0,162.0,1,0,159.0,238.0,238.0,139.0,29.5169,433.8093,18.3576,14.6031,38.0789,238.0,238.0,0.0,0,0.0,0.1767,0.1802,0.0298,3,4,0
10597.0,324.0,1,0,80.0,139.0,139.0,179.0,184.8276,249.2007,145.7155,53.4649,74.3001,139.0,139.0,179.0,0,0.0,0.4267,0.4452,0.0242,9,7,0
4995.0,153.0,1,1,219.0,159.0,159.0,318.0,282.438,282.1436,93.7443,207.2993,202.9002,159.0,159.0,4633.0,0,199.0,0.1001,0.1771,0.0133,4,2,1
2533.0,78.0,0,1,259.0,279.0,299.0,199.0,314.4344,155.9848,244.0328,75.6902,116.1034,299.0,149.5,23930.0,0,0.0,1.9765,1.4535,0.0075,8,3,1
4916.0,150.0,1,1,239.0,199.0,199.0,199.0,121.7508,193.0058,130.4837,165.5362,46.5108,457.0,228.5,516.0,1,278.0,0.0996,0.2116,0.0411,2,1,0
7703.0,238.0,1,0,179.0,139.0,139.0,99.0,247.5611,317.5,91.444,152.6385,158.1779,139.0,139.0,0.0,0,0.0,0.2526,0.1206,0.0318,4,3,1
1302.0,41.0,0,1,99.0,139.0,139.0,119.0,256.9012,314.5064,218.2292,46.3276,42.2641,139.0,139.0,2981.0,0,0.0,0.1372,0.2352,0.0148,8,6,1
8876.0,280.0,1,0,80.0,99.0,99.0,100.0,101.9804,162.2999,172.2846,71.2776,74.0405,99.0,99.0,0.0,1,99.0,0.1852,0.2297,0.0126,6,2,1
8144.0,254.0,1,1,99.0,139.0,139.0,139.0,289.7904,54.5367,291.6248,47.7624,51.9832,139.0,139.0,0.0,0,0.0,0.1469,0.2469,0.0274,9,1,0
8508.0,269.0,1,1,0.0,119.0,119.0,258.0,0.0,163.2728,0.0,42.7931,20.5548,119.0,119.0,0.0,1,0.0,0.2067,0.1937,0.0266,2,3,0
3713.0,117.0,1,0,0.0,179.0,616.0,238.0,0.0,534.7843,0.0,99.9162,84.4349,616.0,205.3333,0.0,0,0.0,0.0561,0.4406,0.1752,5,4,1
4693.0,145.0,0,1,179.0,258.0,258.0,179.0,273.7417,154.0811,250.032,32.9014,21.225,258.0,258.0,914.0,0,179.0,-0.0593,-0.1683,0.0311,4,3,0
76.0,3.0,1,0,199.0,239.0,239.0,318.0,124.5361,278.2813,114.0395,20.0062,33.2039,239.0,239.0,0.0,0,0.0,0.055,0.055,0.0422,1,4,1
1157.0,35.0,1,0,199.0,179.0,179.0,139.0,100.1299,151.9803,107.4244,51.1566,48.0677,179.0,179.0,0.0,0,0.0,0.2343,0.3843,0.0374,4,1,0
4932.0,150.0,0,1,179.0,139.0,139.0,239.0,180.5028,105.6279,123.0,54.5711,64.5949,139.0,139.0,0.0,0,0.0,0.1031,0.2356,0.0125,6,3,0
8297.0,259.0,1,0,0.0,139.0,278.0,238.0,0.0,155.6157,0.0,88.278,37.2156,278.0,139.0,0.0,0,0.0,-0.0776,0.1259,0.052,1,1,0
1674.0,52.0,1,1,99.0,99.0,179.0,199.0,92.5419,99.4585,144.8068,71.6415,72.8097,298.0,298.0,5566.0,0,298.0,0.1371,0.2636,0.0262,1,1,1
9199.0,288.0,1,0,139.0,99.0,99.0,199.0,382.0641,707.5373,380.0118,8.5147,2.5495,99.0,99.0,0.0,0,0.0,0.1177,0.1107,0.0142,2,6,1
3483.0,107.0,1,0,179.0,179.0,179.0,100.0,359.5598,114.2464,524.8543,181.844,182.2231,179.0,179.0,0.0,0,0.0,0.3018,0.4043,0.0539,6,1,1
643.0,21.0,1,1,258.0,179.0,179.0,199.0,121.6409,278.3779,120.6731,10.7005,6.1033,179.0,179.0,2167.0,0,537.0,0.0696,0.0841,0.0166,2,5,0
6856.0,206.0,0,1,159.0,99.0,99.0,119.0,283.8045,62.0725,273.3862,105.3091,91.8286,99.0,99.0,0.0,1,0.0,0.0869,0.2544,0.043,4,3,0
4244.0,134.0,1,0,179.0,139.0,139.0,179.0,607.0908,115.8285,774.0161,166.0369,169.5361,219.0,219.0,0.0,1,975.0,0.0295,0.02,0.0113,6,2,1
4572.0,142.0,0,1,99.0,139.0,139.0,259.0,90.5884,182.3417,115.1217,30.7002,39.1184,139.0,139.0,0.0,1,139.0,-0.0998,0.0552,0.01,5,2,1
3422.0,104.0,1,0,179.0,119.0,199.0,80.0,128.2663,221.0713,124.2779,23.4201,45.3349,199.0,99.5,0.0,0,0.0,0.4803,0.0353,0.0439,10,3,0
7657.0,236.0,1,0,139.0,219.0,219.0,199.0,288.4185,192.2869,241.3504,49.0102,61.6644,219.0,219.0,0.0,0,0.0,0.1676,0.2216,0.022,7,3,0
5248.0,159.0,1,0,179.0,139.0,139.0,278.0,93.5535,529.7955,18.6815,76.6045,86.3713,139.0,139.0,596.0,0,0.0,0.0883,0.0983,0.0101,1,5,1
10809.0,333.0,1,0,99.0,179.0,179.0,239.0,102.3743,163.6498,90.5207,15.5724,24.1661,179.0,179.0,0.0,0,0.0,0.028,0.082,0.0283,4,2,1
5683.0,168.0,1,0,219.0,159.0,159.0,139.0,127.6656,84.5946,78.848,68.3465,79.1596,159.0,159.0,0.0,0,0.0,0.098,0.327,0.0153,6,3,0
6178.0,182.0,1,1,199.0,358.0,358.0,139.0,345.167,327.3912,423.7853,84.0773,42.7551,358.0,358.0,0.0,0,478.0,0.0526,0.1061,0.0444,3,1,1
5771.0,171.0,1,0,179.0,139.0,139.0,179.0,185.597,195.6847,90.2718,94.6177,103.0,139.0,139.0,0.0,0,0.0,0.0785,0.049,0.014,3,5,1
10475.0,320.0,1,0,80.0,119.0,119.0,139.0,154.5032,154.0422,89.0898,68.0165,53.7587,119.0,119.0,0.0,0,0.0,0.3167,0.0542,0.0367,2,3,1
3617.0,112.0,1,0,99.0,159.0,159.0,99.0,150.1949,160.2475,66.242,95.5052,111.8626,159.0,159.0,0.0,0,0.0,0.2495,0.496,0.0491,2,2,1
7550.0,230.0,1,0,219.0,199.0,199.0,278.0,276.0041,0.0,199.572,80.8857,86.3134,199.0,199.0,0.0,0,0.0,-0.0433,-0.0433,0.0394,6,4,0
3738.0,118.0,1,0,139.0,99.0,99.0,119.0,144.8491,209.571,82.4621,63.4133,79.0728,99.0,99.0,0.0,0,0.0,0.2053,0.4338,0.0308,4,2,1
3439.0,105.0,1,0,99.0,100.0,100.0,159.0,384.5939,50.3314,404.1497,17.2192,17.9513,100.0,100.0,159.0,0,0.0,0.1348,0.1958,0.0228,8,2,1
4556.0,142.0,1,0,219.0,99.0,99.0,179.0,147.2175,226.7918,45.0111,103.2727,108.5104,99.0,99.0,0.0,0,0.0,0.0602,0.1347,0.0071,2,2,0
2410.0,76.0,1,1,139.0,418.0,418.0,219.0,338.0444,50.1597,402.7729,77.0925,66.592,199.0,199.0,1593.0,0,0.0,0.8567,0.3057,0.0223,3,1,1
4998.0,153.0,0,1,159.0,179.0,179.0,239.0,48.1274,114.7661,106.7333,57.1183,54.0393,179.0,179.0,0.0,1,477.0,0.1246,0.1771,0.0149,4,1,1
2450.0,77.0,1,1,199.0,239.0,239.0,179.0,56.573,84.2214,125.7179,183.5518,189.0106,279.0,279.0,0.0,0,718.0,0.6205,0.4105,0.0246,2,1,1
8200.0,256.0,1,1,159.0,99.0,99.0,80.0,184.5677,819.2565,73.1095,119.365,110.0023,99.0,99.0,5363.0,0,0.0,0.1924,0.3554,0.0085,8,7,0
8258.0,257.0,1,1,179.0,139.0,139.0,179.0,152.7416,107.0852,186.3008,57.4674,55.509,139.0,139.0,0.0,1,278.0,0.4109,0.3964,0.0333,2,1,1
3495.0,108.0,1,0,80.0,139.0,139.0,338.0,168.2149,330.7329,97.0052,67.1509,65.8976,139.0,139.0,0.0,0,0.0,0.3998,0.2548,0.0267,2,4,0
3263.0,99.0,1,0,139.0,298.0,298.0,139.0,273.9863,87.9233,319.5951,56.0022,63.0714,298.0,298.0,0.0,0,0.0,0.275,0.2765,0.0425,9,1,0
10636.0,327.0,1,0,119.0,139.0,139.0,179.0,288.0508,139.5797,311.4884,56.5265,47.3207,139.0,139.0,0.0,0,0.0,0.1452,0.1357,0.0443,4,2,0
8591.0,273.0,1,1,0.0,258.0,258.0,99.0,0.0,231.6948,0.0,20.6155,40.7462,258.0,258.0,0.0,1,179.0,-0.0778,0.1907,0.0434,5,2,0
2720.0,83.0,1,0,179.0,20.0,159.0,20.0,69.615,152.6434,78.5684,109.7691,162.0378,159.0,79.5,0.0,0,0.0,0.3655,0.298,0.0159,1,1,1
6289.0,185.0,1,0,179.0,139.0,139.0,99.0,382.3562,271.8993,465.0011,88.0412,102.5305,139.0,139.0,0.0,0,139.0,0.404,0.404,0.0206,7,4,0
8824.0,279.0,1,0,139.0,99.0,99.0,378.0,251.2195,263.6854,201.2486,51.2957,47.4236,99.0,99.0,0.0,0,0.0,0.1708,0.1023,0.0123,3,5,0
1197.0,37.0,1,0,139.0,258.0,357.0,99.0,558.9387,203.0548,609.6425,50.589,42.9214,357.0,178.5,0.0,0,0.0,0.0108,0.1803,0.0442,7,1,0
4427.0,136.0,1,1,99.0,179.0,179.0,139.0,210.1773,244.778,206.2935,29.6015,36.5821,179.0,179.0,0.0,0,0.0,0.2667,0.0487,0.0067,4,4,0
8030.0,250.0,1,0,0.0,139.0,298.0,219.0,0.0,150.0008,0.0,81.0015,51.0025,298.0,149.0,0.0,0,0.0,0.0118,0.2823,0.0524,1,1,1
7211.0,221.0,1,0,159.0,99.0,99.0,99.0,248.5005,204.5391,132.0152,120.2664,119.3032,99.0,99.0,0.0,0,0.0,0.0621,0.1451,0.0223,1,3,1
4167.0,133.0,1,1,179.0,338.0,338.0,278.0,58.1227,208.8373,99.4887,76.896,83.0437,179.0,179.0,0.0,0,0.0,0.0165,0.1475,0.0128,6,1,1
3449.0,106.0,0,1,99.0,80.0,80.0,99.0,348.5359,316.942,136.3085,218.4777,206.1274,80.0,80.0,0.0,1,0.0,0.5533,0.5288,0.022,5,2,0
8455.0,266.0,1,0,139.0,99.0,99.0,199.0,129.124,288.6468,98.2497,36.8409,42.5118,99.0,99.0,0.0,0,0.0,0.1367,0.5202,0.0181,6,4,0
9910.0,304.0,1,1,0.0,179.0,179.0,119.0,145.0422,199.4655,193.933,72.0035,176.6388,318.0,159.0,0.0,0,3102.0,0.159,0.285,0.0257,1,1,0
1498.0,45.0,1,1,219.0,99.0,99.0,179.0,108.1665,290.0431,109.7725,46.2088,48.6004,99.0,99.0,0.0,0,238.0,0.1571,0.1741,0.0156,5,1,0
1458.0,44.0,1,0,99.0,219.0,438.0,199.0,155.9623,808.5303,60.7454,108.7486,201.5397,438.0,219.0,8528.0,0,0.0,0.2966,0.1821,0.0293,10,8,0
2819.0,86.0,1,0,0.0,239.0,239.0,279.0,0.0,132.1637,0.0,116.0711,87.5571,239.0,239.0,0.0,0,0.0,0.6462,1.5692,0.0271,1,1,1
3826.0,122.0,0,0,139.0,80.0,160.0,139.0,182.6034,166.527,108.2266,74.0608,68.4726,160.0,80.0,0.0,0,0.0,0.2428,0.1218,0.0284,2,2,0
6329.0,187.0,1,0,119.0,318.0,318.0,139.0,796.2401,142.7953,872.3491,80.6381,87.7909,318.0,318.0,0.0,0,0.0,-0.0105,0.105,0.0467,3,1,1
1108.0,33.0,0,1,159.0,258.0,258.0,80.0,178.5343,154.1752,152.9477,34.1211,35.9235,258.0,258.0,597.0,0,1032.0,0.1229,0.1819,0.0338,1,6,0
