value,rent,ftotinc,momloc,famsize,nchild,eldch,yngch,nsibs,age,occscore,sei,inctot,incwage,incbus,incfarm,incss,incwelfr,incother,poverty,target
999999.0,75.0,5250.0,0,4,0,99,99,0,72,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,N
30000.0,0.0,19950.0,2,5,0,99,99,2,8,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,456.0,N
999999.0,120.0,11150.0,2,3,0,99,99,0,2,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,378.0,N
999999.0,60.0,3950.0,0,2,0,99,99,0,73,25,18,3250.0,0.0,0.0,0.0,1850.0,0.0,1350.0,178.0,N
30000.0,0.0,13650.0,2,6,0,99,99,3,8,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,278.0,N
22500.0,0.0,20150.0,0,2,0,99,99,0,46,36,42,13050.0,13050.0,0.0,0.0,0.0,0.0,0.0,501.0,P
22500.0,0.0,11750.0,0,7,5,16,6,0,38,31,65,10550.0,10550.0,0.0,0.0,0.0,0.0,0.0,214.0,P
42500.0,0.0,11050.0,1,4,0,99,99,1,14,6,7,50.0,50.0,0.0,0.0,0.0,0.0,0.0,297.0,N
999999.0,50.0,8750.0,0,2,0,99,99,0,68,21,9,5050.0,0.0,0.0,0.0,2450.0,0.0,2550.0,395.0,N
999999.0,0.0,8450.0,2,4,0,99,99,1,9,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,227.0,N
999999.0,0.0,999999.0,0,1,0,99,99,0,21,25,52,2850.0,2850.0,0.0,0.0,0.0,0.0,0.0,0.0,P
11250.0,0.0,9450.0,0,2,0,99,99,0,47,36,50,9450.0,9450.0,0.0,0.0,0.0,0.0,0.0,385.0,P
999999.0,98.0,10150.0,2,5,0,99,99,2,10,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,232.0,N
999999.0,0.0,9750.0,0,3,1,16,16,0,57,6,19,4850.0,4850.0,0.0,0.0,0.0,0.0,0.0,330.0,P
999999.0,75.0,9650.0,0,2,0,99,99,1,51,22,18,6050.0,6050.0,0.0,0.0,0.0,0.0,0.0,393.0,P
999999.0,145.0,17050.0,2,9,0,99,99,6,14,11,11,1150.0,1150.0,0.0,0.0,0.0,0.0,0.0,224.0,P
42500.0,0.0,20250.0,2,4,0,99,99,1,11,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,501.0,N
22500.0,0.0,16150.0,2,6,0,99,99,3,6,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,329.0,N
30000.0,0.0,14450.0,0,4,2,20,15,0,54,25,18,9150.0,8650.0,0.0,0.0,0.0,0.0,450.0,376.0,P
22500.0,0.0,4150.0,1,2,0,99,99,0,11,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,164.0,N
42500.0,0.0,22150.0,0,3,1,16,16,0,49,24,47,20050.0,20050.0,0.0,0.0,0.0,0.0,0.0,501.0,P
999999.0,0.0,3450.0,0,7,5,4,0,0,25,20,8,3450.0,3050.0,0.0,0.0,0.0,350.0,0.0,63.0,P
999999.0,130.0,3450.0,0,1,0,99,99,0,48,11,16,3450.0,3050.0,0.0,0.0,0.0,0.0,350.0,181.0,P
22500.0,0.0,15150.0,0,2,0,99,99,0,58,44,86,12050.0,12050.0,0.0,0.0,0.0,0.0,0.0,501.0,P
999999.0,185.0,11950.0,0,1,0,99,99,0,61,22,61,7350.0,6050.0,0.0,0.0,0.0,0.0,1250.0,385.0,P
18750.0,0.0,9650.0,2,5,0,99,99,2,4,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,220.0,N
22500.0,0.0,24050.0,0,4,1,32,32,0,56,26,22,9550.0,9550.0,0.0,0.0,0.0,0.0,0.0,501.0,P
999999.0,140.0,3250.0,0,1,0,99,99,0,53,19,17,3250.0,3250.0,0.0,0.0,0.0,0.0,0.0,170.0,P
999999.0,95.0,12450.0,2,7,0,99,99,4,19,23,18,650.0,650.0,0.0,0.0,0.0,0.0,0.0,209.0,N
999999.0,165.0,14550.0,0,3,1,21,21,0,57,23,18,13850.0,13750.0,0.0,0.0,0.0,0.0,50.0,501.0,P
30000.0,0.0,13650.0,0,6,4,16,8,0,47,38,49,13550.0,13550.0,0.0,0.0,0.0,0.0,0.0,278.0,P
22500.0,0.0,12950.0,0,4,2,9,7,0,26,25,15,12950.0,12850.0,0.0,0.0,0.0,0.0,50.0,348.0,P
50000.0,0.0,18250.0,0,2,0,99,99,0,50,22,61,1450.0,1250.0,0.0,0.0,0.0,0.0,150.0,501.0,P
999999.0,175.0,5850.0,0,1,0,99,99,0,26,25,48,10650.0,10550.0,0.0,0.0,0.0,0.0,50.0,501.0,P
22500.0,0.0,16850.0,0,2,1,21,21,0,59,26,72,12650.0,12050.0,0.0,0.0,0.0,0.0,550.0,501.0,P
30000.0,0.0,22850.0,2,6,0,99,99,3,13,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,466.0,N
22500.0,0.0,16750.0,0,3,1,17,17,0,37,18,44,2250.0,2250.0,0.0,0.0,0.0,0.0,0.0,501.0,N
22500.0,0.0,7750.0,2,4,1,11,11,0,42,20,46,5550.0,5550.0,0.0,0.0,0.0,0.0,0.0,202.0,P
42500.0,0.0,12850.0,0,4,2,20,15,0,65,38,49,8350.0,7850.0,0.0,0.0,0.0,0.0,450.0,334.0,N
999999.0,90.0,4050.0,0,1,0,99,99,0,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N
30000.0,0.0,13450.0,2,6,0,99,99,3,10,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,274.0,N
999999.0,55.0,5650.0,1,5,0,99,99,3,0,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,131.0,N
22500.0,0.0,14550.0,2,5,0,99,99,2,19,24,47,2750.0,2750.0,0.0,0.0,0.0,0.0,0.0,324.0,P
999999.0,170.0,14250.0,0,2,1,0,0,0,24,24,47,14250.0,14050.0,0.0,0.0,0.0,0.0,150.0,501.0,P
30000.0,0.0,17650.0,2,4,0,99,99,1,12,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,474.0,N
16250.0,0.0,2350.0,0,2,0,99,99,0,83,0,0,1150.0,0.0,0.0,0.0,1150.0,0.0,0.0,106.0,N
50000.0,0.0,50000.0,0,2,0,99,99,0,59,41,68,50000.0,50000.0,37050.0,-9900.0,0.0,0.0,50000.0,501.0,P
22500.0,0.0,7150.0,0,2,0,99,99,0,59,25,36,5050.0,5050.0,0.0,0.0,0.0,0.0,0.0,291.0,P
18750.0,0.0,10850.0,0,4,2,7,4,0,28,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,N
13750.0,0.0,2450.0,0,1,0,99,99,0,69,6,7,2450.0,850.0,0.0,0.0,1550.0,0.0,0.0,139.0,P
999999.0,65.0,1550.0,0,3,2,13,12,0,38,25,44,1550.0,1550.0,0.0,0.0,0.0,0.0,0.0,52.0,P
999999.0,85.0,6050.0,2,5,0,99,99,1,9,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,138.0,N
999999.0,0.0,6750.0,0,2,0,99,99,0,52,21,45,6750.0,6650.0,0.0,0.0,0.0,0.0,50.0,275.0,P
999999.0,175.0,12550.0,0,2,0,99,99,0,53,25,15,7450.0,7450.0,0.0,0.0,0.0,0.0,0.0,501.0,P
999999.0,135.0,8550.0,0,4,2,2,1,0,23,21,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,N
999999.0,100.0,10950.0,1,6,0,99,99,4,7,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,217.0,N
999999.0,0.0,999999.0,0,1,0,99,99,0,27,23,18,1550.0,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,N
50000.0,0.0,34950.0,2,6,0,99,99,3,4,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,501.0,N
999999.0,115.0,9650.0,2,4,0,99,99,1,3,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,259.0,N
22500.0,0.0,9450.0,2,7,0,99,99,4,13,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,172.0,N
999999.0,110.0,9050.0,2,6,0,99,99,3,2,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,185.0,N
999999.0,110.0,8150.0,0,1,0,99,99,0,40,29,32,8150.0,8050.0,0.0,0.0,0.0,0.0,50.0,427.0,P
22500.0,0.0,13250.0,0,2,0,99,99,0,47,22,18,13250.0,12150.0,0.0,0.0,0.0,0.0,1050.0,501.0,P
999999.0,95.0,4550.0,0,1,0,99,99,0,32,24,47,4550.0,4550.0,0.0,0.0,0.0,0.0,0.0,238.0,P
18750.0,0.0,20150.0,0,5,1,17,17,1,47,30,24,9250.0,9250.0,0.0,0.0,0.0,0.0,0.0,435.0,P
22500.0,0.0,8150.0,2,5,0,99,99,2,13,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,186.0,N
22500.0,0.0,13050.0,0,3,1,11,11,0,35,39,68,13050.0,13050.0,0.0,0.0,0.0,0.0,0.0,442.0,P
22500.0,0.0,7250.0,2,5,0,99,99,2,8,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,162.0,N
999999.0,205.0,15750.0,0,1,0,99,99,0,61,31,65,15750.0,13750.0,0.0,0.0,0.0,0.0,1950.0,501.0,P
999999.0,75.0,10050.0,0,5,3,8,3,0,45,25,15,10050.0,10050.0,0.0,0.0,0.0,0.0,0.0,230.0,N
42500.0,0.0,25050.0,0,7,5,9,1,0,32,48,85,25050.0,25050.0,0.0,0.0,0.0,0.0,0.0,456.0,P
999999.0,115.0,6350.0,0,2,0,99,99,0,55,26,22,6350.0,6350.0,0.0,0.0,0.0,0.0,0.0,258.0,N
999999.0,275.0,5750.0,0,1,0,99,99,0,53,39,73,5750.0,5750.0,0.0,0.0,0.0,0.0,0.0,301.0,P
999999.0,155.0,2350.0,0,3,1,5,5,0,30,39,81,1650.0,1550.0,0.0,0.0,0.0,0.0,50.0,80.0,P
999999.0,120.0,9850.0,0,1,0,99,99,0,61,20,46,9850.0,9250.0,0.0,0.0,0.0,0.0,550.0,501.0,P
22500.0,0.0,13050.0,0,5,3,9,0,0,34,21,9,450.0,450.0,0.0,0.0,0.0,0.0,0.0,298.0,N
999999.0,0.0,23050.0,0,4,2,21,17,0,49,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,N
16250.0,0.0,15550.0,0,5,2,3,0,0,30,33,49,7150.0,7150.0,0.0,0.0,0.0,0.0,0.0,346.0,P
999999.0,175.0,27350.0,0,1,0,99,99,0,37,23,18,27350.0,27050.0,0.0,0.0,0.0,0.0,250.0,501.0,P
999999.0,110.0,4050.0,0,1,0,99,99,0,61,24,47,4050.0,4050.0,0.0,0.0,0.0,0.0,0.0,212.0,P
22500.0,0.0,21750.0,0,4,2,16,14,0,50,27,47,14550.0,12850.0,0.0,0.0,0.0,0.0,1650.0,501.0,P
999999.0,155.0,4950.0,1,8,0,99,99,5,10,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,83.0,N
999999.0,75.0,8450.0,0,5,3,7,3,0,27,22,18,850.0,850.0,0.0,0.0,0.0,0.0,0.0,193.0,N
999999.0,140.0,8150.0,0,3,1,1,1,0,23,25,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,N
999999.0,0.0,7650.0,0,4,2,16,8,0,34,11,11,2550.0,2550.0,0.0,0.0,0.0,0.0,0.0,206.0,P
999999.0,75.0,1350.0,0,1,0,99,99,0,70,6,7,1350.0,0.0,0.0,0.0,0.0,1350.0,0.0,77.0,N
11250.0,0.0,7950.0,0,3,1,14,14,0,50,42,84,7050.0,7050.0,0.0,0.0,0.0,0.0,0.0,269.0,P
999999.0,190.0,7950.0,0,2,0,99,99,1,73,22,18,3850.0,0.0,0.0,0.0,1250.0,0.0,2550.0,359.0,N
999999.0,140.0,9650.0,0,2,0,99,99,0,23,24,47,5650.0,5050.0,0.0,0.0,0.0,0.0,550.0,393.0,P
42500.0,0.0,23150.0,0,4,0,99,99,2,12,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,501.0,N
999999.0,0.0,12050.0,0,4,2,18,14,0,49,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,N
30000.0,0.0,15450.0,0,3,1,17,17,0,41,16,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,N
18750.0,0.0,12550.0,2,3,0,99,99,0,29,27,50,7150.0,7150.0,0.0,0.0,0.0,0.0,0.0,437.0,P
13750.0,0.0,11250.0,2,7,0,99,99,4,17,11,11,150.0,150.0,0.0,0.0,0.0,0.0,0.0,205.0,P
999999.0,215.0,21950.0,0,2,0,99,99,0,71,36,66,20550.0,13050.0,0.0,0.0,0.0,0.0,7450.0,501.0,P
999999.0,225.0,15150.0,0,2,0,99,99,0,56,33,76,15150.0,0.0,14050.0,0.0,0.0,0.0,1050.0,501.0,P
42500.0,0.0,15350.0,0,7,5,17,12,0,43,37,74,13350.0,12750.0,0.0,0.0,0.0,0.0,550.0,280.0,P
18750.0,0.0,14650.0,2,4,0,99,99,1,5,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,394.0,N
16250.0,0.0,12450.0,0,5,3,7,1,0,40,48,87,12450.0,12050.0,350.0,0.0,0.0,0.0,0.0,284.0,P
999999.0,125.0,26650.0,2,5,0,99,99,2,9,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,501.0,N
999999.0,145.0,8550.0,0,2,0,99,99,0,19,36,50,7250.0,7250.0,0.0,0.0,0.0,0.0,0.0,348.0,P
999999.0,65.0,14450.0,2,5,0,99,99,2,18,0,0,1250.0,0.0,0.0,0.0,0.0,1250.0,0.0,322.0,N
999999.0,110.0,4050.0,0,1,0,99,99,0,78,0,0,4050.0,0.0,0.0,0.0,0.0,0.0,4050.0,230.0,N
999999.0,0.0,4450.0,2,9,0,99,99,6,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,N
18750.0,0.0,10950.0,0,4,2,1,0,0,26,38,49,10950.0,10050.0,0.0,0.0,0.0,0.0,850.0,294.0,P
999999.0,75.0,3150.0,0,2,0,99,99,0,24,24,47,1850.0,1850.0,0.0,0.0,0.0,0.0,0.0,128.0,P
30000.0,0.0,14250.0,2,4,0,99,99,1,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0,N
999999.0,205.0,16250.0,0,2,0,99,99,0,25,42,72,13750.0,11050.0,0.0,0.0,0.0,0.0,2650.0,501.0,N
30000.0,0.0,45150.0,0,2,0,99,99,0,62,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,N
999999.0,100.0,13150.0,0,2,0,99,99,0,29,32,33,7850.0,7850.0,0.0,0.0,0.0,0.0,0.0,501.0,P
999999.0,125.0,11250.0,0,1,0,99,99,0,57,23,18,11250.0,11050.0,0.0,0.0,0.0,0.0,150.0,501.0,P
999999.0,230.0,10150.0,0,3,1,4,4,0,32,20,32,50.0,50.0,0.0,0.0,0.0,0.0,0.0,344.0,P
22500.0,0.0,10550.0,2,5,0,99,99,2,7,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,241.0,N
30000.0,0.0,16850.0,2,6,0,99,99,3,7,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,344.0,N
999999.0,147.0,24350.0,0,2,0,99,99,0,94,33,60,4350.0,4150.0,0.0,0.0,0.0,0.0,150.0,501.0,P
18750.0,0.0,15250.0,0,5,3,4,0,0,35,30,44,10250.0,10050.0,0.0,0.0,0.0,0.0,150.0,348.0,P
42500.0,0.0,23350.0,0,5,1,32,32,0,67,27,72,1750.0,1250.0,0.0,450.0,0.0,0.0,0.0,501.0,P
50000.0,0.0,50000.0,2,4,0,99,99,1,19,17,11,1050.0,1050.0,0.0,0.0,0.0,0.0,0.0,501.0,P
999999.0,60.0,8650.0,0,3,0,99,99,0,55,6,19,150.0,150.0,0.0,0.0,0.0,0.0,0.0,293.0,N
999999.0,0.0,10050.0,0,1,0,99,99,0,49,20,32,10050.0,0.0,10050.0,0.0,0.0,0.0,0.0,501.0,P
999999.0,0.0,999999.0,0,1,0,99,99,0,84,0,0,3050.0,0.0,0.0,0.0,850.0,0.0,2150.0,0.0,N
13750.0,0.0,9450.0,2,3,0,99,99,0,34,22,18,2750.0,2750.0,0.0,0.0,0.0,0.0,0.0,329.0,N
999999.0,140.0,9150.0,0,4,2,27,25,0,59,16,15,350.0,350.0,0.0,0.0,0.0,0.0,0.0,238.0,P
11250.0,0.0,4150.0,0,2,0,99,99,0,77,0,0,3350.0,0.0,0.0,0.0,1750.0,650.0,950.0,187.0,N
999999.0,160.0,8050.0,0,1,0,99,99,0,49,24,47,8050.0,8050.0,0.0,0.0,0.0,0.0,0.0,422.0,P
16250.0,0.0,4950.0,0,2,0,99,99,0,65,22,61,3150.0,1650.0,0.0,0.0,1450.0,0.0,0.0,223.0,N
30000.0,0.0,21550.0,2,4,0,99,99,1,12,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,501.0,N
999999.0,135.0,8050.0,0,4,2,6,4,0,26,29,32,8050.0,8050.0,0.0,0.0,0.0,0.0,0.0,216.0,P
999999.0,75.0,3050.0,0,1,0,99,99,0,44,37,78,3050.0,3050.0,0.0,0.0,0.0,0.0,0.0,160.0,P
999999.0,95.0,5350.0,0,1,0,99,99,0,80,37,73,5350.0,1550.0,850.0,0.0,1450.0,0.0,1450.0,304.0,P
50000.0,0.0,25050.0,2,4,0,99,99,1,10,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,501.0,N
30000.0,0.0,17050.0,2,5,0,99,99,2,8,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,389.0,N
999999.0,140.0,1750.0,0,1,0,99,99,0,20,33,62,2450.0,2450.0,0.0,0.0,0.0,0.0,0.0,128.0,P
999999.0,240.0,12050.0,2,5,0,99,99,2,9,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,275.0,N
999999.0,135.0,6850.0,1,2,0,99,99,0,60,10,11,6050.0,6050.0,0.0,0.0,0.0,0.0,0.0,279.0,P
999999.0,155.0,3250.0,2,5,0,99,99,2,15,0,0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,72.0,N
18750.0,0.0,11250.0,0,4,2,5,1,0,27,22,18,4050.0,4050.0,0.0,0.0,0.0,0.0,0.0,302.0,P
999999.0,45.0,8250.0,0,2,0,99,99,0,43,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,N
16250.0,0.0,4950.0,0,2,0,99,99,0,62,20,8,4050.0,0.0,0.0,0.0,750.0,0.0,3250.0,202.0,N
22500.0,0.0,13750.0,0,10,7,19,0,0,39,22,18,9350.0,9350.0,0.0,0.0,0.0,0.0,0.0,185.0,P
999999.0,80.0,3950.0,0,2,0,99,99,0,86,0,0,1950.0,0.0,0.0,0.0,650.0,1250.0,0.0,178.0,N
999999.0,135.0,7950.0,0,2,0,99,99,0,23,3,27,2150.0,750.0,0.0,0.0,0.0,0.0,1350.0,324.0,P
16250.0,0.0,7950.0,2,8,0,99,99,5,12,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,132.0,N
16250.0,0.0,6150.0,0,5,2,16,12,1,52,23,16,5050.0,0.0,5050.0,0.0,0.0,0.0,0.0,137.0,P
30000.0,0.0,19550.0,2,4,0,99,99,1,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,N
22500.0,0.0,6250.0,0,7,5,14,8,0,34,25,22,6050.0,6050.0,0.0,0.0,0.0,0.0,0.0,114.0,P
30000.0,0.0,4550.0,0,5,3,8,0,0,29,22,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,N
22500.0,0.0,15350.0,0,2,1,49,49,0,77,41,68,3750.0,0.0,0.0,0.0,1650.0,0.0,2050.0,501.0,N
999999.0,0.0,10350.0,0,2,0,99,99,0,59,30,21,8550.0,8550.0,0.0,0.0,0.0,0.0,0.0,421.0,P
999999.0,90.0,12250.0,0,3,1,2,2,0,25,36,66,2650.0,2650.0,0.0,0.0,0.0,0.0,0.0,415.0,P
999999.0,250.0,13850.0,0,2,0,99,99,0,26,61,93,9450.0,9050.0,0.0,0.0,0.0,0.0,350.0,501.0,P
999999.0,125.0,11350.0,0,5,3,20,11,0,53,23,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,N
999999.0,55.0,3550.0,1,2,0,99,99,0,11,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,140.0,N
999999.0,125.0,11050.0,2,5,0,99,99,2,10,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,252.0,N
18750.0,0.0,7050.0,2,7,0,99,99,4,5,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,128.0,N
42500.0,0.0,19150.0,2,5,0,99,99,2,2,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,437.0,N
999999.0,35.0,6250.0,0,1,0,99,99,0,77,29,27,6250.0,4050.0,0.0,0.0,0.0,0.0,2150.0,355.0,N
42500.0,0.0,2150.0,0,3,1,2,2,0,32,41,84,2150.0,1650.0,0.0,0.0,0.0,0.0,450.0,73.0,N
30000.0,0.0,9050.0,0,2,0,99,99,0,61,26,58,9050.0,0.0,9050.0,0.0,0.0,0.0,0.0,368.0,P
999999.0,0.0,50000.0,0,3,1,16,16,0,53,22,51,6450.0,6450.0,0.0,0.0,0.0,0.0,0.0,501.0,P
999999.0,0.0,11750.0,2,4,0,99,99,1,29,24,47,3850.0,3850.0,0.0,0.0,0.0,0.0,0.0,306.0,P
13750.0,0.0,4350.0,0,1,0,99,99,0,68,24,47,4350.0,1950.0,0.0,0.0,1250.0,0.0,1150.0,247.0,N
999999.0,125.0,34250.0,0,8,1,4,4,0,30,41,68,8550.0,0.0,8550.0,0.0,0.0,0.0,0.0,501.0,P
999999.0,120.0,14050.0,0,3,1,2,2,0,28,31,53,11250.0,9850.0,0.0,0.0,0.0,0.0,1350.0,476.0,P
13750.0,0.0,11850.0,2,11,0,99,99,8,4,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,167.0,N
18750.0,0.0,13850.0,2,8,0,99,99,4,16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,N
18750.0,0.0,13150.0,0,5,1,0,0,0,16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,N
999999.0,65.0,10650.0,0,2,0,99,99,0,27,25,18,5450.0,5050.0,0.0,0.0,0.0,0.0,350.0,434.0,P
999999.0,16.0,250.0,0,1,0,99,99,0,24,11,11,250.0,250.0,0.0,0.0,0.0,0.0,0.0,13.0,P
30000.0,0.0,14150.0,2,5,0,99,99,2,11,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,323.0,N
999999.0,148.0,7250.0,0,2,0,99,99,0,23,24,44,4150.0,4150.0,0.0,0.0,0.0,0.0,0.0,295.0,P
50000.0,0.0,11850.0,3,3,0,99,99,0,57,24,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.0,N
999999.0,90.0,4450.0,0,2,0,99,99,0,69,22,18,1850.0,0.0,0.0,0.0,750.0,0.0,1050.0,201.0,N
18750.0,0.0,14450.0,0,3,0,99,99,0,48,25,15,11050.0,11050.0,0.0,0.0,0.0,0.0,0.0,501.0,P
999999.0,175.0,14150.0,0,1,0,99,99,0,27,61,93,14150.0,3050.0,0.0,0.0,0.0,0.0,11050.0,501.0,P
13750.0,0.0,11050.0,0,3,0,99,99,1,6,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,374.0,N
999999.0,150.0,8350.0,0,3,1,16,16,0,48,6,7,1550.0,1550.0,0.0,0.0,0.0,0.0,0.0,283.0,P
999999.0,140.0,2250.0,2,3,0,99,99,0,16,11,11,250.0,250.0,0.0,0.0,0.0,0.0,0.0,76.0,P
42500.0,0.0,16050.0,2,3,0,99,99,0,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,N
999999.0,90.0,3450.0,0,2,0,99,99,0,73,29,27,1850.0,0.0,0.0,0.0,1850.0,0.0,0.0,156.0,N
