date,period,nswprice,nswdemand,vicprice,vicdemand,transfer,target
0.022698,0.87234,0.089108,0.380542,0.003467,0.422915,0.414912,UP
0.446706,0.276596,0.043083,0.543737,0.002711,0.500777,0.713158,DOWN
0.022742,0.574468,0.090729,0.440643,0.003467,0.422915,0.414912,UP
0.004557,0.340426,0.075417,0.372954,0.003467,0.422915,0.414912,UP
0.867439,0.255319,0.029002,0.339334,0.001909,0.346712,0.746053,DOWN
0.455821,0.425532,0.038369,0.604433,0.002644,0.41015,0.538596,DOWN
0.469846,0.914894,0.054551,0.512794,0.003685,0.368721,0.498246,DOWN
0.009115,0.553191,0.067611,0.470247,0.003467,0.422915,0.414912,UP
0.429627,0.361702,0.107482,0.628831,0.003467,0.422915,0.414912,UP
0.438963,0.765957,0.080281,0.556977,0.003467,0.422915,0.414912,UP
0.47374,0.87234,0.030263,0.358078,0.001793,0.276282,0.785965,UP
0.433521,0.617021,0.055482,0.512794,0.003467,0.422915,0.414912,DOWN
0.031061,0.297872,0.071815,0.432461,0.003467,0.422915,0.414912,UP
0.026547,0.276596,0.119131,0.470098,0.003467,0.422915,0.414912,UP
0.912305,0.723404,0.07854,0.482297,0.005434,0.636976,0.210526,UP
0.876156,0.170213,0.0529,0.176882,0.003459,0.298032,0.692982,DOWN
0.429229,0.851064,0.083884,0.397352,0.003467,0.422915,0.414912,UP
0.912482,0.744681,0.043623,0.453139,0.002956,0.472553,0.408333,DOWN
0.429185,0.510638,0.09157,0.621541,0.003467,0.422915,0.414912,UP
0.009026,0.297872,0.045304,0.539274,0.003467,0.422915,0.414912,DOWN
0.013672,0.361702,0.041431,0.545522,0.003467,0.422915,0.414912,DOWN
0.438343,0.489362,0.088027,0.519191,0.003467,0.422915,0.414912,UP
0.433344,0.617021,0.071935,0.412972,0.003467,0.422915,0.414912,UP
0.907792,0.702128,0.042752,0.329069,0.002885,0.325997,0.460526,UP
0.866953,0.0,0.035457,0.325498,0.002684,0.237442,0.609649,DOWN
0.894164,0.234043,0.059986,0.361648,0.002769,0.427499,0.721053,DOWN
0.871422,0.404255,0.053501,0.677477,0.003527,0.778094,0.392982,UP
0.46551,0.340426,0.054221,0.512348,0.00372,0.494303,0.392544,UP
0.876864,0.340426,0.034856,0.562035,0.002362,0.534697,0.408333,UP
0.45206,0.617021,0.033145,0.50476,0.002214,0.569394,0.402193,DOWN
0.429715,0.106383,0.041431,0.166022,0.003467,0.422915,0.414912,DOWN
0.884828,0.87234,0.029783,0.522017,0.002032,0.508027,0.466667,DOWN
0.469139,0.702128,0.058334,0.526034,0.003826,0.556447,0.449561,UP
0.911862,0.212766,0.045935,0.294555,0.002981,0.304247,0.686404,UP
0.464493,0.553191,0.02663,0.245016,0.001778,0.196012,0.651316,DOWN
0.022565,0.510638,0.082112,0.480958,0.003467,0.422915,0.414912,UP
0.911331,0.425532,0.05221,0.510414,0.003481,0.603832,0.444737,UP
1.0,0.404255,0.068272,0.581375,0.004622,0.605645,0.420614,UP
0.903234,0.787234,0.123394,0.606665,0.0084,0.622734,0.357456,UP
0.903323,0.893617,0.028762,0.408212,0.001955,0.467374,0.327193,DOWN
0.464758,0.148936,0.024138,0.12288,0.001604,0.173485,0.692105,DOWN
0.867661,0.617021,0.034316,0.422642,0.00225,0.566805,0.488596,UP
0.027123,0.191489,0.051219,0.205147,0.003467,0.422915,0.414912,DOWN
0.460953,0.765957,0.03906,0.63374,0.002678,0.451321,0.459211,DOWN
0.017477,0.617021,0.074697,0.470842,0.003467,0.422915,0.414912,DOWN
0.465378,0.978723,0.028702,0.319845,0.00193,0.341274,0.555702,UP
0.009247,0.255319,0.081632,0.458643,0.003467,0.422915,0.414912,UP
0.881465,0.659574,0.028101,0.477388,0.001973,0.591403,0.330702,DOWN
0.018141,0.06383,0.063558,0.332788,0.003467,0.422915,0.414912,DOWN
0.022034,0.0,0.056263,0.402708,0.003467,0.422915,0.414912,UP
0.026415,0.851064,0.050498,0.385897,0.003467,0.422915,0.414912,DOWN
0.446839,0.12766,0.01291,0.264058,0.000825,0.241326,0.617544,DOWN
0.01323,0.829787,0.048247,0.633889,0.003467,0.422915,0.414912,DOWN
0.425424,0.553191,0.168698,0.663493,0.003467,0.422915,0.414912,UP
0.88943,0.702128,0.036568,0.653377,0.002551,0.601243,0.354386,DOWN
0.872395,1.0,0.035037,0.389319,0.002011,0.407043,0.778509,UP
0.455599,0.297872,0.055062,0.573341,0.003876,0.543501,0.368421,UP
0.875979,0.829787,0.043383,0.474859,0.002694,0.428534,0.676754,UP
0.009424,0.489362,0.041642,0.471437,0.003467,0.422915,0.414912,DOWN
0.889474,0.978723,0.043863,0.543439,0.002987,0.500259,0.505263,UP
0.876156,0.297872,0.025309,0.43975,0.000821,0.160539,0.857018,DOWN
0.000221,0.680851,0.047256,0.240702,0.003467,0.422915,0.414912,DOWN
0.004602,0.255319,0.07878,0.36745,0.003467,0.422915,0.414912,DOWN
0.434007,1.0,0.061307,0.247248,0.003467,0.422915,0.414912,UP
0.903234,0.553191,0.087426,0.493157,0.005854,0.562144,0.373246,UP
0.47436,0.680851,0.024979,0.231776,0.00166,0.199896,0.810965,DOWN
0.005088,0.382979,0.075357,0.580184,0.003467,0.422915,0.414912,UP
0.889916,0.340426,0.19689,0.579143,0.012933,0.398498,0.723684,UP
0.45113,0.148936,0.037649,0.278191,0.00247,0.319524,0.697368,DOWN
0.876466,0.595745,0.030203,0.570366,0.001813,0.511652,0.658333,UP
0.437989,0.382979,0.046806,0.309134,0.003467,0.422915,0.414912,DOWN
0.469714,0.361702,0.04005,0.358971,0.002705,0.277059,0.644298,UP
0.45675,0.787234,0.035337,0.537935,0.002399,0.463231,0.591228,UP
0.465201,0.510638,0.06533,0.482148,0.004526,0.501036,0.178947,UP
0.014026,0.340426,0.073976,0.50967,0.003467,0.422915,0.414912,UP
0.026769,0.531915,0.074487,0.480363,0.003467,0.422915,0.414912,UP
0.442768,0.255319,0.046205,0.385748,0.003064,0.328327,0.647807,DOWN
0.474183,0.382979,0.035937,0.528563,0.002428,0.327809,0.666228,UP
0.867793,0.06383,0.026991,0.210354,0.001749,0.337908,0.702632,DOWN
0.438697,0.085106,0.051099,0.259298,0.003467,0.422915,0.414912,DOWN
0.907393,0.085106,0.050348,0.286076,0.003386,0.380373,0.530263,DOWN
0.473652,0.170213,0.022727,0.185659,0.00151,0.271621,0.752632,DOWN
0.460201,0.382979,0.05287,0.564713,0.003577,0.595546,0.258772,UP
0.894606,0.425532,0.097694,0.611871,0.006043,0.374676,0.701754,UP
0.01761,1.0,0.084844,0.511901,0.003467,0.422915,0.414912,UP
0.022034,0.87234,0.045965,0.284439,0.003467,0.422915,0.414912,DOWN
0.446971,0.255319,0.01318,0.209908,0.00085,0.149146,0.751754,DOWN
0.469493,0.659574,0.048127,0.50476,0.00322,0.473848,0.441228,UP
0.452192,0.446809,0.033325,0.525885,0.002258,0.220352,0.613596,DOWN
0.434096,0.787234,0.071965,0.490925,0.003467,0.422915,0.414912,UP
0.018495,0.787234,0.047166,0.534662,0.003467,0.422915,0.414912,DOWN
0.903544,0.191489,0.06593,0.133591,0.001506,0.08985,0.831579,UP
0.451484,0.212766,0.038699,0.29277,0.000976,0.316416,0.662719,DOWN
0.902615,0.808511,0.091239,0.604582,0.006059,0.63102,0.38114,UP
0.885138,0.340426,0.029092,0.585094,0.002015,0.611859,0.259649,DOWN
0.465289,0.744681,0.047946,0.476644,0.003344,0.465821,0.210965,DOWN
0.468829,0.489362,0.030323,0.497322,0.002042,0.304764,0.500877,DOWN
0.447281,1.0,0.040621,0.576763,0.002607,0.490678,0.623684,DOWN
0.473696,0.914894,0.029272,0.364326,0.001847,0.274987,0.829825,DOWN
0.97332,0.87234,0.139996,0.60845,0.009593,0.539876,0.488596,UP
0.000487,0.0,0.076498,0.478727,0.003467,0.422915,0.414912,DOWN
0.428963,0.382979,0.077369,0.342309,0.003467,0.422915,0.414912,UP
0.911685,0.617021,0.077009,0.503719,0.005222,0.575608,0.353509,DOWN
0.872085,0.787234,0.027651,0.397054,0.001059,0.37856,0.732456,UP
0.880271,0.234043,0.03897,0.251116,0.00254,0.248835,0.564912,UP
0.031503,0.361702,0.074997,0.525885,0.003467,0.422915,0.414912,UP
0.455865,0.468085,0.033175,0.468313,0.001583,0.249871,0.710526,DOWN
0.881244,0.085106,0.032815,0.277298,0.002027,0.360176,0.634211,UP
0.907836,0.553191,0.042993,0.30958,0.002856,0.258933,0.569737,UP
0.47343,0.361702,0.033626,0.370277,0.002285,0.204816,0.666228,DOWN
0.429229,0.234043,0.068452,0.178965,0.003467,0.422915,0.414912,DOWN
0.876289,0.212766,0.050739,0.308688,0.003209,0.389694,0.766228,UP
0.912482,0.148936,0.035217,0.137608,0.002304,0.216468,0.667105,DOWN
0.00438,0.787234,0.045244,0.665873,0.003467,0.422915,0.414912,DOWN
0.451617,0.106383,0.040231,0.27834,0.002021,0.374417,0.706579,UP
0.893854,0.0,0.053741,0.558762,0.003606,0.487312,0.532895,DOWN
1.0,0.638298,0.060856,0.463255,0.004076,0.449249,0.514474,DOWN
0.911862,0.319149,0.046776,0.505802,0.003135,0.542724,0.418421,UP
0.890359,0.638298,0.028942,0.654716,0.002019,0.634645,0.383772,DOWN
0.915712,0.723404,0.095833,0.559357,0.006277,0.540911,0.399561,UP
0.004956,1.0,0.056323,0.533918,0.003467,0.422915,0.414912,UP
0.867661,0.638298,0.044344,0.42294,0.002912,0.595287,0.397368,UP
0.01761,0.0,0.080011,0.513389,0.003467,0.422915,0.414912,UP
0.000354,0.510638,0.119731,0.492264,0.003467,0.422915,0.414912,DOWN
0.460643,0.978723,0.037108,0.506546,0.002489,0.472035,0.430263,DOWN
0.911995,0.978723,0.087216,0.474115,0.005874,0.416882,0.489035,UP
0.912261,0.851064,0.044704,0.419964,0.003041,0.440963,0.307895,DOWN
0.014291,0.702128,0.135043,0.690568,0.003467,0.422915,0.414912,UP
0.439051,0.574468,0.055062,0.503719,0.003467,0.422915,0.414912,DOWN
0.890005,0.978723,0.047346,0.590152,0.003182,0.515277,0.546491,UP
0.872528,0.489362,0.033085,0.761678,0.002106,0.575867,0.740351,DOWN
0.880581,0.574468,0.035427,0.52648,0.002358,0.482651,0.591667,DOWN
0.026592,0.595745,0.074517,0.436775,0.003467,0.422915,0.414912,DOWN
0.495686,0.829787,0.033145,0.417138,0.002324,0.479544,0.145614,DOWN
0.876244,0.553191,0.034826,0.60607,0.002308,0.768255,0.400877,UP
0.027565,0.617021,0.077489,0.312853,0.003467,0.422915,0.414912,UP
0.898766,0.340426,0.072565,0.612467,0.00485,0.680218,0.410088,DOWN
0.022787,0.06383,0.083554,0.333829,0.003467,0.422915,0.414912,DOWN
0.01761,0.723404,0.058334,0.492264,0.003467,0.422915,0.414912,DOWN
0.876112,0.659574,0.023898,0.26986,0.000889,0.230192,0.856579,DOWN
0.433875,0.06383,0.041431,0.199792,0.003467,0.422915,0.414912,DOWN
0.013982,0.93617,0.074276,0.542844,0.003467,0.422915,0.414912,UP
0.456528,0.808511,0.047346,0.778637,0.003168,0.658467,0.563596,UP
0.452192,0.851064,0.033656,0.571854,0.002318,0.374417,0.450877,DOWN
0.031901,0.617021,0.074817,0.261529,0.003467,0.422915,0.414912,UP
0.88089,0.829787,0.028942,0.469354,0.001905,0.501295,0.617105,DOWN
0.434538,0.12766,0.040441,0.095656,0.003467,0.422915,0.414912,DOWN
0.442414,0.808511,0.094452,0.496132,0.006354,0.523304,0.500526,UP
0.473475,0.893617,0.027651,0.421749,0.001857,0.331693,0.638158,DOWN
0.90704,0.659574,0.076948,0.462511,0.005249,0.677628,0.244737,UP
0.473519,0.404255,0.027711,0.570068,0.001845,0.550751,0.398684,DOWN
0.026282,0.829787,0.048487,0.378161,0.003467,0.422915,0.414912,DOWN
0.45613,0.468085,0.027351,0.469503,0.001649,0.324961,0.754386,DOWN
0.866953,0.255319,0.023838,0.088664,0.001479,0.075608,0.90307,DOWN
0.44321,0.404255,0.049147,0.520381,0.00328,0.364319,0.487719,UP
0.875979,0.297872,0.033025,0.541208,0.002158,0.543501,0.630702,DOWN
0.46082,0.531915,0.036208,0.501488,0.002501,0.465821,0.260965,UP
0.500111,0.595745,0.053921,0.2892,0.003729,0.241844,0.432456,UP
0.009424,0.404255,0.041762,0.583309,0.003467,0.422915,0.414912,DOWN
0.473209,0.893617,0.043053,0.480512,0.00286,0.289487,0.534211,DOWN
0.894297,0.446809,0.071574,0.54582,0.002175,0.348006,0.67807,UP
0.491261,0.0,0.077339,0.437816,0.005343,0.389436,0.287281,UP
0.018539,0.617021,0.088807,0.469949,0.003467,0.422915,0.414912,UP
0.902748,0.12766,0.044614,0.226718,0.00291,0.34231,0.672807,DOWN
0.438255,0.87234,0.056833,0.323713,0.003467,0.422915,0.414912,UP
0.867086,0.510638,0.028972,0.301845,0.001967,0.156396,0.660965,UP
0.903411,0.574468,0.076108,0.50357,0.005019,0.506214,0.592544,UP
0.442281,0.723404,0.055933,0.40717,0.003467,0.422915,0.414912,DOWN
0.004292,0.106383,0.048367,0.263314,0.003467,0.422915,0.414912,DOWN
0.880315,0.446809,0.057314,0.56263,0.004046,0.515536,0.235965,UP
0.903544,0.12766,0.044404,0.148319,0.001934,0.180476,0.809649,UP
0.442503,0.702128,0.071304,0.506843,0.004913,0.568358,0.500526,UP
0.442768,0.617021,0.05296,0.456709,0.003675,0.513982,0.365789,DOWN
0.872528,0.87234,0.027231,0.416543,0.000893,0.346194,0.791228,DOWN
0.022875,0.191489,0.046085,0.141178,0.003467,0.422915,0.414912,DOWN
0.026371,0.319149,0.075718,0.257066,0.003467,0.422915,0.414912,UP
0.009203,0.340426,0.043203,0.716305,0.003467,0.422915,0.414912,DOWN
0.437989,0.468085,0.046806,0.322523,0.003467,0.422915,0.414912,DOWN
0.027344,0.787234,0.062447,0.396013,0.003467,0.422915,0.414912,DOWN
0.000841,0.787234,0.122703,0.521571,0.003467,0.422915,0.414912,UP
0.031459,0.340426,0.06611,0.516215,0.003467,0.422915,0.414912,DOWN
0.460068,0.148936,0.030413,0.198453,0.002067,0.265407,0.542544,DOWN
0.872041,0.808511,0.029512,0.466677,0.00086,0.384516,0.671053,DOWN
0.455599,0.574468,0.045094,0.602648,0.003141,0.62377,0.384211,DOWN
0.460024,0.680851,0.030353,0.483636,0.002044,0.503366,0.245614,DOWN
0.437768,0.0,0.048367,0.282952,0.003467,0.422915,0.414912,DOWN
0.902792,0.702128,0.088567,0.544035,0.005798,0.520456,0.544298,UP
0.894651,0.106383,0.0399,0.235049,0.002603,0.363542,0.671053,DOWN
0.872439,0.638298,0.149664,0.748587,0.009771,0.874158,0.033772,UP
0.89412,0.510638,0.073166,0.641922,0.00494,0.684619,0.426754,DOWN
0.911685,0.638298,0.070464,0.50848,0.004782,0.585189,0.358772,DOWN
0.429494,0.276596,0.077999,0.490181,0.003467,0.422915,0.414912,UP
0.912305,0.574468,0.102978,0.506546,0.007086,0.69653,0.245614,UP
0.898058,0.0,0.076858,0.559804,0.00501,0.477473,0.685965,UP
0.004248,0.510638,0.089798,0.516215,0.003467,0.422915,0.414912,UP
0.433742,0.0,0.041431,0.227165,0.003467,0.422915,0.414912,DOWN
0.456307,0.531915,0.034016,0.539869,0.002306,0.57768,0.531579,DOWN
0.429008,0.829787,0.077489,0.432907,0.003467,0.422915,0.414912,UP
0.027255,0.489362,0.077639,0.377417,0.003467,0.422915,0.414912,DOWN
0.912261,0.404255,0.085055,0.548795,0.005825,0.570689,0.289035,UP
0.425247,0.468085,0.083584,0.360309,0.003467,0.422915,0.414912,UP
0.43383,0.957447,0.045334,0.425469,0.003467,0.422915,0.414912,DOWN
0.911818,1.0,0.043773,0.274174,0.002898,0.348524,0.585088,UP
0.880448,0.659574,0.042362,0.595359,0.002979,0.532885,0.251316,UP
0.456484,0.595745,0.033626,0.341714,0.002237,0.367167,0.495175,UP
0.906774,0.404255,0.093191,0.598929,0.006232,0.508286,0.436404,UP
0.004292,0.276596,0.046926,0.43737,0.003467,0.422915,0.414912,DOWN
0.469537,0.723404,0.045004,0.480512,0.003008,0.417141,0.491228,UP
0.469139,0.12766,0.024739,0.097441,0.001624,0.125583,0.659649,DOWN
0.460997,0.702128,0.030023,0.43856,0.002065,0.396686,0.36886,DOWN
0.42914,0.042553,0.055242,0.234752,0.003467,0.422915,0.414912,DOWN
0.451219,0.638298,0.040891,0.447932,0.002636,0.309425,0.782456,DOWN
0.026857,0.12766,0.059865,0.1446,0.003467,0.422915,0.414912,DOWN
0.442768,0.808511,0.072685,0.626302,0.004958,0.538322,0.415351,UP
0.005133,0.680851,0.076438,0.370128,0.003467,0.422915,0.414912,UP
0.88943,0.744681,0.07914,0.79753,0.00549,0.763076,0.290351,UP
0.429185,0.319149,0.09157,0.53853,0.003467,0.422915,0.414912,UP
0.880934,0.148936,0.01312,0.15665,0.000841,0.254272,0.75,DOWN
0.866997,0.468085,0.038609,0.520381,0.002559,0.349042,0.658772,UP
0.907438,0.319149,0.085235,0.467123,0.005806,0.537286,0.342105,UP
0.434184,0.191489,0.063258,0.22895,0.003467,0.422915,0.414912,DOWN
0.018362,0.468085,0.069713,0.329664,0.003467,0.422915,0.414912,UP
0.026724,0.510638,0.05221,0.46028,0.003467,0.422915,0.414912,DOWN
0.030707,0.425532,0.089828,0.310176,0.003467,0.422915,0.414912,UP
0.469183,0.93617,0.044944,0.448081,0.002946,0.253237,0.672368,DOWN
0.031459,0.744681,0.056713,0.417287,0.003467,0.422915,0.414912,DOWN
0.902659,0.957447,0.056173,0.493752,0.003473,0.442517,0.682018,DOWN
0.438432,0.659574,0.061247,0.47828,0.003467,0.422915,0.414912,UP
0.911597,0.212766,0.06566,0.320143,0.004294,0.356551,0.738596,UP
0.876067,0.510638,0.029572,0.352871,0.001091,0.304764,0.834649,UP
0.915756,0.106383,0.042963,0.18551,0.002898,0.287675,0.549123,DOWN
0.433476,0.680851,0.080251,0.597888,0.003467,0.422915,0.414912,UP
0.880271,0.553191,0.038549,0.550283,0.002732,0.507509,0.199123,DOWN
0.884651,0.212766,0.028882,0.200982,0.001838,0.31072,0.782456,UP
0.434671,0.808511,0.051129,0.367301,0.003467,0.422915,0.414912,UP
0.460422,0.425532,0.024048,0.459238,0.001599,0.322372,0.560965,DOWN
0.005177,0.489362,0.082383,0.554151,0.003467,0.422915,0.414912,UP
0.473475,0.765957,0.027261,0.45909,0.001843,0.41274,0.556579,DOWN
0.469094,0.638298,0.028432,0.259149,0.001867,0.212325,0.624561,DOWN
0.44268,0.829787,0.138255,0.610533,0.009323,0.516572,0.417544,UP
0.027211,0.829787,0.086796,0.471735,0.003467,0.422915,0.414912,UP
0.982169,0.234043,0.05296,0.316275,0.00343,0.342569,0.711404,DOWN
0.871731,0.659574,0.049117,0.455817,0.00329,0.531072,0.517982,DOWN
0.995443,0.702128,0.037288,0.435882,0.002416,0.334283,0.715351,UP
0.46113,0.638298,0.031134,0.424725,0.002119,0.416106,0.190789,DOWN
0.908057,0.276596,0.098955,0.48795,0.006749,0.624806,0.256579,UP
0.876952,0.212766,0.036147,0.316275,0.002341,0.327809,0.567105,UP
0.434361,0.510638,0.045605,0.478132,0.003467,0.422915,0.414912,DOWN
0.004425,0.93617,0.07902,0.516513,0.003467,0.422915,0.414912,UP
0.86797,0.021277,0.028522,0.302142,0.001016,0.291818,0.770614,DOWN
0.868059,0.021277,0.027381,0.161113,0.000837,0.217504,0.792544,DOWN
0.868147,0.0,0.028552,0.348408,0.001872,0.35189,0.717105,DOWN
0.911331,0.042553,0.050498,0.3133,0.003311,0.380891,0.589912,UP
0.027388,0.851064,0.051219,0.398393,0.003467,0.422915,0.414912,DOWN
0.885448,0.787234,0.030293,0.622136,0.001996,0.605386,0.419737,DOWN
0.912438,0.255319,0.031374,0.156947,0.002056,0.165976,0.679386,DOWN
0.880802,0.893617,0.02696,0.34945,0.001778,0.39798,0.619737,DOWN
0.008982,0.914894,0.068542,0.56873,0.003467,0.422915,0.414912,DOWN
0.460643,0.957447,0.035547,0.505058,0.002374,0.387623,0.613158,DOWN
0.456086,0.617021,0.032905,0.470544,0.00225,0.483946,0.423246,DOWN
0.031813,0.702128,0.056923,0.206486,0.003467,0.422915,0.414912,DOWN
0.881067,0.0,0.029002,0.289051,0.001026,0.304764,0.853509,UP
0.876067,0.87234,0.029572,0.285183,0.000837,0.264889,0.812719,UP
0.907969,0.319149,0.090489,0.518893,0.006232,0.655878,0.277193,UP
0.44352,0.170213,0.004804,0.177774,0.000314,0.227602,0.562719,DOWN
0.43852,0.255319,0.05236,0.304969,0.003467,0.422915,0.414912,DOWN
0.451219,0.297872,0.034226,0.343499,0.002196,0.264371,0.721053,DOWN
0.473563,0.595745,0.027591,0.503422,0.001834,0.576644,0.352632,UP
0.880757,0.297872,0.027531,0.141327,0.000821,0.098912,0.873246,DOWN
0.911951,0.702128,0.05281,0.514579,0.003602,0.548162,0.317982,DOWN
0.009115,0.106383,0.044554,0.338143,0.003467,0.422915,0.414912,DOWN
0.022433,0.234043,0.046445,0.182535,0.003467,0.422915,0.414912,DOWN
0.429937,0.382979,0.11802,0.64341,0.003467,0.422915,0.414912,UP
0.868192,0.191489,0.027711,0.228652,0.001795,0.269032,0.819298,DOWN
0.424539,0.723404,0.056923,0.31449,0.003467,0.422915,0.414912,UP
0.465599,0.702128,0.054762,0.516215,0.003803,0.510098,0.280702,UP
0.022211,0.531915,0.074427,0.4518,0.003467,0.422915,0.414912,UP
0.447901,0.744681,0.046265,0.84097,0.003095,0.692905,0.366228,UP
0.473519,0.723404,0.026,0.501636,0.001708,0.470482,0.600877,DOWN
0.013097,0.595745,0.041401,0.328027,0.003467,0.422915,0.414912,DOWN
0.867572,0.170213,0.027621,0.187147,0.000839,0.235111,0.902632,DOWN
0.881421,0.212766,0.028822,0.190866,0.001847,0.275246,0.750877,DOWN
0.447812,0.382979,0.046055,0.652038,0.003164,0.400052,0.504825,UP
0.429715,0.0,0.049838,0.362541,0.003467,0.422915,0.414912,DOWN
0.456484,0.787234,0.049267,0.718834,0.003297,0.508027,0.437281,UP
0.004867,0.574468,0.089798,0.55296,0.003467,0.422915,0.414912,UP
0.013982,0.957447,0.074276,0.550283,0.003467,0.422915,0.414912,UP
0.889164,0.425532,0.028942,0.601458,0.002025,0.637752,0.303947,DOWN
0.429583,0.042553,0.055242,0.153823,0.003467,0.422915,0.414912,DOWN
0.465422,0.787234,0.029182,0.383814,0.001965,0.269291,0.610965,UP
0.438742,0.595745,0.064579,0.516959,0.003467,0.422915,0.414912,UP
0.898544,0.680851,0.089168,0.480958,0.005206,0.341533,0.858333,UP
0.031724,0.085106,0.05302,0.108896,0.003467,0.422915,0.414912,DOWN
0.425689,0.297872,0.09265,0.457751,0.003467,0.422915,0.414912,UP
0.452192,0.93617,0.033265,0.481553,0.002252,0.306059,0.578947,DOWN
0.437901,0.914894,0.046836,0.306308,0.003467,0.422915,0.414912,DOWN
0.451971,0.829787,0.069443,0.795894,0.004784,0.576385,0.411842,UP
0.01792,0.744681,0.082593,0.536894,0.003467,0.422915,0.414912,UP
0.434494,0.702128,0.045334,0.487057,0.003467,0.422915,0.414912,DOWN
0.898544,0.085106,0.077909,0.330854,0.005143,0.452356,0.488158,UP
0.455909,0.531915,0.069923,0.591193,0.004917,0.690057,0.235965,UP
0.459891,0.787234,0.279602,0.658286,0.018967,0.568876,0.291228,UP
0.438742,0.531915,0.058544,0.519786,0.003467,0.422915,0.414912,UP
0.88151,0.87234,0.027231,0.454924,0.001832,0.525117,0.465351,DOWN
0.018539,0.914894,0.045965,0.361351,0.003467,0.422915,0.414912,DOWN
0.468829,0.723404,0.028011,0.447635,0.00188,0.303211,0.491228,DOWN
0.871908,0.829787,0.027591,0.478875,0.001801,0.390212,0.639474,DOWN
0.004779,0.319149,0.091089,0.417138,0.003467,0.422915,0.414912,UP
0.027034,0.489362,0.109253,0.48438,0.003467,0.422915,0.414912,UP
0.000929,0.404255,0.044254,0.624219,0.003467,0.422915,0.414912,DOWN
0.442945,0.531915,0.045995,0.361797,0.003058,0.244433,0.623684,DOWN
0.031769,0.361702,0.086015,0.298126,0.003467,0.422915,0.414912,UP
0.438565,0.93617,0.05305,0.319845,0.003467,0.422915,0.414912,DOWN
0.885625,0.297872,0.033115,0.313448,0.002154,0.283532,0.717982,DOWN
0.42476,0.723404,0.058394,0.387087,0.003467,0.422915,0.414912,DOWN
0.0,0.446809,0.044374,0.51681,0.003467,0.422915,0.414912,UP
