date,period,nswprice,nswdemand,vicprice,vicdemand,transfer,target
0.01376,0.659574,0.072175,0.316126,0.003467,0.422915,0.414912,UP
0.425379,0.893617,0.101747,0.434395,0.003467,0.422915,0.414912,UP
0.433388,0.042553,0.041431,0.139691,0.003467,0.422915,0.414912,DOWN
0.868059,1.0,0.034917,0.312556,0.002229,0.279389,0.774123,UP
0.872262,0.212766,0.029572,0.178221,0.001205,0.214656,0.879825,DOWN
0.022787,0.808511,0.090399,0.501339,0.003467,0.422915,0.414912,UP
0.000929,0.510638,0.043983,0.510265,0.003467,0.422915,0.414912,DOWN
0.907084,0.87234,0.108563,0.50967,0.00737,0.710513,0.308772,UP
0.464581,0.319149,0.055272,0.43737,0.003799,0.487312,0.375439,DOWN
0.018362,0.744681,0.086496,0.344243,0.003467,0.422915,0.414912,UP
0.013937,0.297872,0.074457,0.605623,0.003467,0.422915,0.414912,UP
0.898412,0.510638,0.082112,0.534067,0.005399,0.670378,0.485965,UP
0.876067,0.531915,0.029002,0.336209,0.000856,0.295184,0.834649,UP
0.004513,0.553191,0.043683,0.315382,0.003467,0.422915,0.414912,DOWN
0.871377,0.042553,0.025279,0.172716,0.000848,0.324443,0.772368,DOWN
0.004602,0.531915,0.089498,0.583457,0.003467,0.422915,0.414912,UP
0.026326,0.319149,0.093101,0.355846,0.003467,0.422915,0.414912,UP
0.876466,0.914894,0.024829,0.411782,0.000821,0.285862,0.664912,DOWN
0.000442,0.425532,0.168338,0.564713,0.003467,0.422915,0.414912,UP
0.018495,0.744681,0.046565,0.47709,0.003467,0.422915,0.414912,DOWN
0.429406,0.531915,0.073556,0.533472,0.003467,0.422915,0.414912,UP
0.004248,0.340426,0.048367,0.551324,0.003467,0.422915,0.414912,DOWN
0.008672,0.638298,0.075417,0.502231,0.003467,0.422915,0.414912,UP
0.880536,0.978723,0.040741,0.468908,0.002655,0.425427,0.630702,UP
0.455555,0.468085,0.033025,0.484082,0.00156,0.292077,0.905702,DOWN
0.451042,0.085106,0.040831,0.417584,0.002719,0.443035,0.641228,UP
0.903411,0.553191,0.071304,0.515918,0.004703,0.508545,0.549123,UP
0.442503,0.893617,0.07872,0.470396,0.00526,0.45391,0.500526,UP
0.021857,0.765957,0.100366,0.541803,0.003467,0.422915,0.414912,UP
0.465643,0.297872,0.042963,0.488396,0.002985,0.507509,0.35,UP
0.442458,0.808511,0.082323,0.500744,0.005665,0.571466,0.500526,UP
0.442547,0.957447,0.071694,0.527968,0.00479,0.394614,0.500526,DOWN
0.018052,0.893617,0.069653,0.332937,0.003467,0.422915,0.414912,UP
0.469625,0.93617,0.050799,0.374442,0.003398,0.266442,0.631579,DOWN
0.911243,0.531915,0.044104,0.498066,0.002875,0.397721,0.585526,DOWN
0.889607,0.361702,0.085685,0.539274,0.00457,0.406266,0.639035,UP
0.001018,0.255319,0.09259,0.379946,0.003467,0.422915,0.414912,UP
0.89027,0.425532,0.121382,0.575722,0.004545,0.353185,0.70614,DOWN
0.491261,0.148936,0.027021,0.155162,0.001847,0.219575,0.43114,DOWN
0.469183,0.510638,0.095773,0.591937,0.006219,0.509839,0.595175,UP
0.460997,0.680851,0.030023,0.434246,0.002063,0.391248,0.389035,DOWN
0.912482,0.574468,0.095773,0.509521,0.006487,0.556965,0.378509,UP
0.447679,0.0,0.041311,0.563076,0.002657,0.498446,0.645614,DOWN
0.009424,0.914894,0.041642,0.451354,0.003467,0.422915,0.414912,DOWN
0.45113,1.0,0.041131,0.600119,0.002738,0.515536,0.499123,DOWN
0.460909,0.87234,0.081212,0.642517,0.005517,0.423097,0.583772,DOWN
0.912482,0.06383,0.042692,0.17227,0.002802,0.353962,0.512719,DOWN
0.482412,0.297872,0.032124,0.391104,0.002223,0.374417,0.303947,DOWN
0.899164,0.0,0.094362,0.509223,0.00629,0.479285,0.526754,UP
0.005133,0.808511,0.075267,0.590896,0.003467,0.422915,0.414912,UP
0.438609,0.808511,0.051759,0.397501,0.003467,0.422915,0.414912,UP
0.482412,0.170213,0.02642,0.149807,0.001793,0.185137,0.544298,DOWN
0.880802,0.234043,0.025279,0.151741,0.000839,0.204298,0.785526,DOWN
0.442326,0.829787,0.053321,0.383814,0.003467,0.422915,0.414912,UP
0.911774,0.680851,0.041251,0.309432,0.002665,0.315898,0.711404,DOWN
0.898412,0.425532,0.088747,0.610979,0.005854,0.677369,0.482895,UP
0.90288,0.382979,0.050919,0.378161,0.003166,0.250647,0.825,DOWN
0.881288,0.574468,0.029422,0.310622,0.001903,0.293371,0.657895,DOWN
0.43852,0.510638,0.057974,0.509967,0.003467,0.422915,0.414912,DOWN
0.000531,0.702128,0.071664,0.349301,0.003467,0.422915,0.414912,DOWN
0.430025,0.361702,0.101957,0.60607,0.003467,0.422915,0.414912,UP
0.469448,0.680851,0.044824,0.471437,0.003012,0.475401,0.467105,UP
0.908101,0.106383,0.042602,0.16751,0.002838,0.264112,0.532456,DOWN
0.885315,0.468085,0.212952,0.464891,0.002335,0.380632,0.694737,UP
0.429937,0.148936,0.070584,0.163493,0.003467,0.422915,0.414912,UP
0.425778,0.808511,0.096073,0.442279,0.003467,0.422915,0.414912,UP
0.009513,0.744681,0.097394,0.805861,0.003467,0.422915,0.414912,UP
0.451219,0.212766,0.040891,0.211098,0.002671,0.251165,0.726754,DOWN
0.455732,0.638298,0.033505,0.489586,0.002281,0.601502,0.515351,DOWN
0.875979,0.191489,0.029272,0.252901,0.001749,0.295961,0.848246,DOWN
0.451529,0.659574,0.038699,0.427849,0.001784,0.352408,0.726316,DOWN
0.018716,0.978723,0.075057,0.462809,0.003467,0.422915,0.414912,UP
0.898633,0.12766,0.073376,0.213478,0.004865,0.334024,0.604386,DOWN
0.031016,0.340426,0.077819,0.295299,0.003467,0.422915,0.414912,UP
0.877041,0.723404,0.034947,0.345879,0.002331,0.247799,0.492544,UP
0.872262,0.808511,0.029392,0.370723,0.001371,0.283791,0.835088,DOWN
0.446839,0.212766,0.008707,0.241297,0.000567,0.17245,0.595175,DOWN
0.437989,0.595745,0.046836,0.272687,0.003467,0.422915,0.414912,DOWN
0.442989,0.893617,0.055272,0.535852,0.003693,0.401346,0.560526,DOWN
0.022079,0.914894,0.056263,0.24457,0.003467,0.422915,0.414912,DOWN
1.0,0.06383,0.053471,0.271943,0.003577,0.413257,0.524123,DOWN
0.443078,0.87234,0.056833,0.518298,0.003822,0.460642,0.521053,UP
0.867395,0.255319,0.020926,0.126004,0.000841,0.125065,0.902632,DOWN
0.898633,0.702128,0.095923,0.654567,0.006338,0.602279,0.370614,DOWN
0.443078,0.893617,0.049778,0.474561,0.003357,0.439151,0.564035,DOWN
0.465422,0.425532,0.028041,0.342458,0.00188,0.249612,0.646053,UP
0.898589,0.851064,0.096403,0.638203,0.006186,0.455981,0.482456,UP
0.465466,0.595745,0.067912,0.587176,0.004624,0.46608,0.471491,UP
0.438476,0.723404,0.06584,0.505653,0.003467,0.422915,0.414912,UP
0.447193,0.617021,0.045875,0.361797,0.002862,0.389177,0.62193,UP
0.022742,0.638298,0.060526,0.418477,0.003467,0.422915,0.414912,DOWN
0.87651,0.574468,0.030833,0.58078,0.00198,0.573537,0.632456,UP
0.87151,0.021277,0.027081,0.324457,0.001653,0.324961,0.820614,DOWN
0.009557,0.468085,0.041642,0.610384,0.003467,0.422915,0.414912,DOWN
0.017875,0.191489,0.074727,0.19637,0.003467,0.422915,0.414912,DOWN
0.876333,0.702128,0.034496,0.692056,0.002254,0.599171,0.610088,UP
0.902969,0.404255,0.097634,0.574978,0.006651,0.695495,0.268421,UP
0.443033,0.957447,0.048127,0.516513,0.003247,0.375971,0.565351,DOWN
0.867174,0.93617,0.030023,0.388129,0.002007,0.187209,0.719737,DOWN
0.906951,0.574468,0.043233,0.305713,0.003012,0.454687,0.292982,UP
0.473253,0.87234,0.024018,0.360309,0.00161,0.306059,0.516667,DOWN
0.464493,0.425532,0.027801,0.333829,0.001843,0.205075,0.654825,DOWN
0.894341,0.489362,0.119281,0.743231,0.007941,0.730451,0.436842,UP
0.433653,0.212766,0.040921,0.151443,0.003467,0.422915,0.414912,DOWN
0.439007,0.319149,0.053321,0.444511,0.003467,0.422915,0.414912,DOWN
0.018185,0.765957,0.046866,0.526183,0.003467,0.422915,0.414912,DOWN
0.867838,1.0,0.028672,0.388426,0.001847,0.387364,0.667982,DOWN
0.004159,0.617021,0.043983,0.299762,0.003467,0.422915,0.414912,DOWN
0.877129,0.425532,0.050048,0.616483,0.003486,0.524599,0.232456,UP
0.005398,0.042553,0.078209,0.477834,0.003467,0.422915,0.414912,UP
0.014026,0.893617,0.055512,0.47114,0.003467,0.422915,0.414912,DOWN
0.455865,0.595745,0.032425,0.305118,0.001421,0.230968,0.738596,DOWN
0.868059,0.12766,0.016573,0.061738,0.000839,0.149663,0.902193,DOWN
0.871731,0.510638,0.028822,0.552068,0.001876,0.556189,0.660965,UP
0.000221,0.617021,0.047106,0.231479,0.003467,0.422915,0.414912,DOWN
0.425025,0.06383,0.055242,0.114996,0.003467,0.422915,0.414912,DOWN
0.460466,0.276596,0.021106,0.154865,0.001047,0.128949,0.897368,DOWN
0.451617,0.085106,0.044614,0.299464,0.002582,0.416624,0.706579,UP
0.456263,0.893617,0.036418,0.601458,0.002424,0.494821,0.669737,DOWN
0.424804,0.446809,0.058394,0.403005,0.003467,0.422915,0.414912,DOWN
0.912128,0.595745,0.043023,0.295001,0.002823,0.241326,0.679386,UP
0.022831,0.744681,0.060796,0.458941,0.003467,0.422915,0.414912,DOWN
0.875846,0.234043,0.049177,0.367599,0.002474,0.384516,0.717544,UP
0.460688,0.212766,0.027261,0.201577,0.001845,0.211289,0.512719,DOWN
0.008716,0.531915,0.075417,0.555043,0.003467,0.422915,0.414912,DOWN
0.009778,0.553191,0.078029,0.479024,0.003467,0.422915,0.414912,UP
0.889474,0.702128,0.035637,0.631955,0.002522,0.611341,0.274123,DOWN
0.893943,0.638298,0.042452,0.396608,0.002703,0.42465,0.802193,DOWN
0.89412,1.0,0.072835,0.614252,0.004732,0.534697,0.639912,DOWN
0.872085,0.446809,0.024919,0.518447,0.001587,0.532367,0.673684,DOWN
0.000885,0.468085,0.224481,0.547159,0.003467,0.422915,0.414912,UP
0.014026,0.851064,0.075627,0.52172,0.003467,0.422915,0.414912,UP
0.460201,0.148936,0.025249,0.148319,0.001697,0.220352,0.634649,DOWN
0.912261,0.595745,0.103669,0.512496,0.007198,0.613413,0.189035,UP
0.425114,0.574468,0.083794,0.509819,0.003467,0.422915,0.414912,UP
0.880227,0.787234,0.046716,0.557275,0.003303,0.573796,0.094737,UP
0.460201,0.085106,0.024529,0.216453,0.001633,0.321077,0.538596,DOWN
0.000841,0.468085,0.122703,0.348111,0.003467,0.422915,0.414912,UP
0.442281,0.553191,0.061517,0.368789,0.003467,0.422915,0.414912,UP
0.881156,0.531915,0.031704,0.523654,0.002144,0.540911,0.489474,DOWN
0.902748,0.595745,0.056623,0.470544,0.003808,0.566287,0.357018,DOWN
0.433344,1.0,0.041431,0.253198,0.003467,0.422915,0.414912,DOWN
0.968895,0.170213,0.02696,0.123624,0.001762,0.25738,0.70307,DOWN
0.469139,0.914894,0.028011,0.392294,0.001849,0.266701,0.685526,DOWN
0.451927,0.446809,0.047136,0.694287,0.003095,0.619886,0.577193,DOWN
0.023141,0.148936,0.069833,0.132699,0.003467,0.422915,0.414912,DOWN
0.872218,0.723404,0.028972,0.535704,0.000843,0.443553,0.769298,DOWN
0.425733,0.638298,0.084664,0.509372,0.003467,0.422915,0.414912,UP
0.030884,0.042553,0.059595,0.246653,0.003467,0.422915,0.414912,DOWN
0.898943,0.255319,0.091359,0.397501,0.006012,0.428534,0.550439,UP
0.00969,0.148936,0.041281,0.242636,0.003467,0.422915,0.414912,DOWN
0.447148,0.021277,0.03909,0.519786,0.002347,0.411445,0.765789,DOWN
0.447856,0.276596,0.033295,0.218685,0.00097,0.120145,0.765789,DOWN
0.872085,0.510638,0.024919,0.519488,0.001589,0.530295,0.655702,DOWN
0.867218,0.978723,0.03894,0.378756,0.002594,0.285603,0.573684,UP
0.013982,0.744681,0.061066,0.65665,0.003467,0.422915,0.414912,DOWN
1.0,0.787234,0.081422,0.635823,0.005582,0.62869,0.277193,UP
0.026813,0.489362,0.09247,0.541952,0.003467,0.422915,0.414912,UP
0.977744,0.93617,0.099135,0.566201,0.006028,0.443035,0.580702,UP
0.889253,0.148936,0.028552,0.186552,0.001789,0.3058,0.787719,DOWN
0.469537,0.574468,0.046866,0.522315,0.00313,0.487053,0.471053,UP
0.902571,0.574468,0.055542,0.262273,0.003702,0.282237,0.558772,DOWN
0.889341,1.0,0.028251,0.386938,0.001838,0.373641,0.657895,DOWN
0.911951,0.468085,0.061937,0.527522,0.004163,0.571724,0.41886,UP
0.425247,0.468085,0.083584,0.360309,0.003467,0.422915,0.414912,UP
0.880359,0.87234,0.04005,0.35183,0.002609,0.31072,0.585965,DOWN
0.889695,0.723404,0.103729,0.785481,0.006934,0.705334,0.413158,UP
0.031813,0.425532,0.058394,0.256918,0.003467,0.422915,0.414912,DOWN
0.44268,0.085106,0.046535,0.206337,0.003066,0.307095,0.701754,DOWN
0.912128,0.744681,0.042813,0.314787,0.002835,0.286898,0.607018,UP
0.446662,0.808511,0.111295,0.728503,0.007314,0.636717,0.586404,UP
0.911597,0.744681,0.043293,0.459685,0.00285,0.477991,0.53114,DOWN
0.017477,0.468085,0.088657,0.525439,0.003467,0.422915,0.414912,UP
0.894208,0.808511,0.072985,0.755727,0.004998,0.685655,0.415789,UP
0.885226,0.319149,0.03981,0.54582,0.002808,0.519161,0.158772,UP
0.90788,0.042553,0.043023,0.184171,0.002914,0.353185,0.39693,UP
0.009646,0.957447,0.083644,0.565457,0.003467,0.422915,0.414912,UP
0.434671,0.255319,0.051129,0.094466,0.003467,0.422915,0.414912,UP
0.880979,0.744681,0.031344,0.413865,0.001953,0.34231,0.85,UP
0.461042,1.0,0.030683,0.323118,0.002117,0.331176,0.331579,UP
0.867174,0.297872,0.035217,0.383071,0.002416,0.312791,0.332018,DOWN
0.894651,0.234043,0.030323,0.282803,0.001973,0.310202,0.72807,DOWN
0.97332,0.744681,0.136994,0.767629,0.009393,0.750647,0.350877,UP
0.021946,0.340426,0.057464,0.447783,0.003467,0.422915,0.414912,UP
0.030972,0.595745,0.083794,0.33249,0.003467,0.422915,0.414912,UP
0.429008,0.659574,0.090068,0.519488,0.003467,0.422915,0.414912,UP
0.017698,0.893617,0.047346,0.366409,0.003467,0.422915,0.414912,DOWN
0.0273,0.680851,0.059265,0.22166,0.003467,0.422915,0.414912,DOWN
0.430114,0.553191,0.070734,0.529753,0.003467,0.422915,0.414912,UP
0.009734,0.765957,0.069173,0.671229,0.003467,0.422915,0.414912,UP
0.473563,0.021277,0.02648,0.300506,0.001793,0.313309,0.601754,DOWN
0.455953,0.361702,0.03891,0.604136,0.002692,0.650181,0.305263,DOWN
0.464758,0.638298,0.027681,0.330259,0.001847,0.226049,0.638596,DOWN
0.473873,0.531915,0.051819,0.662898,0.00349,0.557483,0.540351,UP
0.89819,0.12766,0.044734,0.315085,0.002896,0.404454,0.707895,DOWN
0.451219,0.87234,0.043503,0.576614,0.002867,0.407302,0.672807,UP
0.438166,0.0,0.067942,0.417435,0.003467,0.422915,0.414912,UP
0.894031,0.382979,0.137474,0.774472,0.009958,0.753237,0.473684,UP
0.45175,0.042553,0.063919,0.5482,0.004335,0.524858,0.475877,UP
0.031282,0.255319,0.054642,0.211247,0.003467,0.422915,0.414912,DOWN
0.880271,0.93617,0.042662,0.431717,0.002931,0.359917,0.392544,UP
0.473475,0.978723,0.028762,0.423683,0.00194,0.364578,0.533772,UP
0.438343,0.87234,0.069593,0.430824,0.003467,0.422915,0.414912,DOWN
0.906995,0.255319,0.047346,0.277447,0.003216,0.308907,0.529825,UP
0.026636,0.87234,0.050498,0.273431,0.003467,0.422915,0.414912,DOWN
0.446617,0.87234,0.053801,0.572151,0.003666,0.413257,0.526316,UP
0.898943,0.361702,0.096223,0.617525,0.006385,0.666235,0.347807,UP
0.460688,0.255319,0.032154,0.352276,0.002185,0.308907,0.378509,DOWN
0.013849,0.234043,0.064519,0.32535,0.003467,0.422915,0.414912,DOWN
0.43414,0.893617,0.061667,0.434692,0.003467,0.422915,0.414912,DOWN
0.438034,0.212766,0.05263,0.157542,0.003467,0.422915,0.414912,UP
0.912438,0.042553,0.041101,0.17108,0.002744,0.36406,0.480263,DOWN
0.425247,0.255319,0.074727,0.186998,0.003467,0.422915,0.414912,UP
0.009911,0.808511,0.041582,0.679857,0.003467,0.422915,0.414912,DOWN
0.465245,0.404255,0.066921,0.529158,0.004639,0.501813,0.255702,UP
0.8935,0.787234,0.172031,0.899137,0.011454,0.720611,0.490351,UP
0.456219,0.765957,0.071064,0.710354,0.004857,0.688762,0.406579,UP
0.452192,0.276596,0.030083,0.18075,0.002052,0.117297,0.661404,DOWN
0.022211,0.06383,0.071995,0.328027,0.003467,0.422915,0.414912,UP
0.469758,0.319149,0.047496,0.531389,0.00327,0.494045,0.360088,UP
0.911995,0.319149,0.058635,0.516662,0.003959,0.560849,0.361842,DOWN
0.000265,0.93617,0.088327,0.425022,0.003467,0.422915,0.414912,DOWN
0.438388,0.851064,0.053561,0.434543,0.003467,0.422915,0.414912,DOWN
0.903411,0.042553,0.081812,0.41922,0.005444,0.520197,0.549561,UP
0.876554,0.87234,0.025039,0.397054,0.001597,0.385034,0.805263,DOWN
0.02199,0.468085,0.074367,0.477834,0.003467,0.422915,0.414912,UP
0.452325,0.617021,0.033025,0.520381,0.002221,0.634127,0.492544,DOWN
0.912261,0.340426,0.130359,0.556084,0.008857,0.565251,0.378947,UP
0.8812,0.106383,0.029422,0.224338,0.001776,0.343604,0.67807,DOWN
0.000133,0.191489,0.074367,0.159625,0.003467,0.422915,0.414912,UP
0.425778,0.170213,0.074817,0.166171,0.003467,0.422915,0.414912,DOWN
0.013672,0.212766,0.051549,0.220916,0.003467,0.422915,0.414912,UP
0.894828,0.744681,0.094061,0.834276,0.00628,0.726049,0.46886,UP
0.00969,0.361702,0.041732,0.664683,0.003467,0.422915,0.414912,DOWN
0.868147,0.297872,0.028612,0.499256,0.001876,0.495857,0.55307,DOWN
0.434406,0.234043,0.045334,0.386343,0.003467,0.422915,0.414912,DOWN
0.442326,0.638298,0.051339,0.281761,0.003168,0.207405,0.500526,DOWN
0.018495,0.12766,0.043953,0.1928,0.003467,0.422915,0.414912,DOWN
0.000575,0.340426,0.119731,0.5241,0.003467,0.422915,0.414912,UP
0.451883,0.12766,0.033445,0.219726,0.002239,0.289487,0.689912,DOWN
0.460555,0.021277,0.02681,0.427849,0.001766,0.40523,0.719298,UP
0.021857,0.042553,0.075718,0.405088,0.003467,0.422915,0.414912,UP
0.867218,0.787234,0.027951,0.350342,0.001884,0.264112,0.614474,DOWN
0.881333,0.93617,0.030173,0.334573,0.001824,0.296737,0.660526,UP
0.429008,0.191489,0.067731,0.178518,0.003467,0.422915,0.414912,UP
0.469891,0.085106,0.030773,0.20961,0.002073,0.278094,0.543421,DOWN
0.44237,0.595745,0.09175,0.501785,0.006575,0.442776,0.500526,UP
0.451573,0.680851,0.042152,0.611871,0.000976,0.249353,0.835965,UP
0.031769,0.191489,0.072955,0.036745,0.003467,0.422915,0.414912,UP
0.004469,0.787234,0.096463,0.5964,0.003467,0.422915,0.414912,UP
0.87682,0.808511,0.028612,0.472925,0.001894,0.446142,0.576316,DOWN
0.433742,0.851064,0.041191,0.369979,0.003467,0.422915,0.414912,DOWN
0.464537,0.595745,0.06572,0.284588,0.004414,0.44666,0.450877,UP
0.013628,0.0,0.108833,0.500893,0.003467,0.422915,0.414912,UP
0.022964,0.574468,0.070644,0.307795,0.003467,0.422915,0.414912,DOWN
0.473342,0.12766,0.030924,0.160369,0.002117,0.215691,0.439035,DOWN
0.005088,0.808511,0.075357,0.551175,0.003467,0.422915,0.414912,UP
0.000221,0.765957,0.069383,0.403898,0.003467,0.422915,0.414912,UP
0.889253,0.617021,0.027141,0.485123,0.001874,0.503625,0.423246,DOWN
0.903367,0.765957,0.078029,0.586284,0.005239,0.563698,0.478947,UP
0.867307,0.787234,0.074547,0.617078,0.005014,0.618591,0.377193,UP
0.880713,0.404255,0.032335,0.310919,0.000908,0.207405,0.838158,DOWN
0.009734,0.234043,0.059625,0.181642,0.003467,0.422915,0.414912,DOWN
0.464448,0.042553,0.029723,0.362541,0.002021,0.423874,0.386842,DOWN
0.430069,0.680851,0.068512,0.506992,0.003467,0.422915,0.414912,DOWN
0.013628,0.255319,0.067581,0.363731,0.003467,0.422915,0.414912,UP
0.000973,0.170213,0.077999,0.190568,0.003467,0.422915,0.414912,UP
0.880581,0.276596,0.037378,0.415501,0.002366,0.397204,0.728509,DOWN
0.868147,0.06383,0.028251,0.207825,0.001851,0.340756,0.673246,DOWN
0.009778,0.191489,0.041281,0.108747,0.003467,0.422915,0.414912,DOWN
0.429583,0.595745,0.081122,0.334127,0.003467,0.422915,0.414912,UP
0.031857,0.638298,0.056923,0.247248,0.003467,0.422915,0.414912,UP
0.894429,0.085106,0.062267,0.420262,0.004051,0.468669,0.595175,DOWN
0.469802,0.531915,0.435211,0.692651,0.837239,0.752978,0.312281,UP
0.474006,0.829787,0.029512,0.410741,0.001975,0.285862,0.725,UP
0.460599,0.553191,0.030623,0.491818,0.002077,0.507509,0.502632,UP
0.009513,0.723404,0.084844,0.692056,0.003467,0.422915,0.414912,UP
0.424937,0.808511,0.080611,0.268224,0.003467,0.422915,0.414912,UP
0.9035,0.744681,0.040291,0.288456,0.002624,0.218022,0.686404,UP
0.452148,0.93617,0.034616,0.468611,0.002383,0.294407,0.440789,DOWN
0.424848,0.574468,0.062447,0.43008,0.003467,0.422915,0.414912,UP
0.460599,0.340426,0.036718,0.517257,0.002499,0.585448,0.395614,UP
0.424627,0.744681,0.074817,0.299018,0.003467,0.422915,0.414912,UP
0.894164,0.042553,0.09157,0.559357,0.006076,0.563956,0.651316,UP
0.871466,0.574468,0.046475,0.809432,0.003051,0.617038,0.65307,UP
0.872572,0.148936,0.024709,0.148765,0.000841,0.203521,0.832895,DOWN
0.461042,0.340426,0.029873,0.385451,0.002036,0.230192,0.523684,DOWN
0.469006,0.319149,0.048337,0.478429,0.003272,0.482134,0.286404,UP
0.898323,0.680851,0.05239,0.533175,0.003471,0.562403,0.531579,DOWN
0.456528,0.0,0.033265,0.40717,0.002219,0.409373,0.483772,UP
0.880271,0.234043,0.03897,0.251116,0.00254,0.248835,0.564912,UP
