Var6,Var13,Var21,Var22,Var24,Var25,Var28,Var35,Var38,Var57,Var65,Var73,Var74,Var76,Var78,Var81,Var83,Var85,Var109,Var112,Var113,Var119,Var123,Var125,Var126,Var132,Var133,Var134,Var140,Var144,Var149,Var153,Var160,Var163,Var194,Var196,Var201,Var203,Var205,Var207,Var208,Var210,Var211,Var218,Var221,Var223,Var225,Var227,Var229,target
945.0,412.0,104.0,130.0,0,64.0,133.12,0,37284.0,2.535356,9,74,63.0,139632.0,0,5497.17,5.0,2.0,24.0,64.0,-28424.72,475.0,6.0,67473.0,-30.0,0,79070.0,43126.0,340.0,0,0.0,248276.0,14.0,5106.0,1,0,1,0,3,5,0,5,0,1,3,0,1,4,0,1
896.0,464.0,404.0,505.0,6,264.0,434.72,5,5408184.0,6.746208,18,50,35.0,798232.0,0,184568.4,25.0,12.0,40.0,32.0,-222114.0,850.0,150.0,23688.0,-20.0,8,1144700.0,309404.0,80.0,9,659974.0,7448560.0,56.0,1191138.0,3,0,2,0,1,10,0,5,1,0,4,1,3,2,1,-1
1757.0,604.0,140.0,175.0,2,112.0,200.0,0,3115848.0,6.691092,45,98,0.0,173216.0,3,65806.2,25.0,0.0,32.0,24.0,-95553.6,705.0,48.0,53037.0,50.0,16,2713545.0,1842034.0,1075.0,9,26201.0,9465880.0,10.0,0.0,3,0,2,0,1,5,0,5,0,1,3,0,0,4,0,-1
3024.0,2424.0,320.0,400.0,12,256.0,220.08,0,147720.0,2.8699,18,110,161.0,722048.0,0,11915.28,0.0,16.0,144.0,152.0,83891.2,1215.0,36.0,6417.0,-30.0,0,258305.0,265004.0,725.0,18,93471.0,1362108.0,30.0,248928.0,1,0,1,1,0,10,0,5,0,1,4,0,1,2,0,1
1533.0,0.0,152.0,190.0,0,0.0,255.28,0,11223240.0,2.335185,9,46,0.0,0.0,0,94992.3,45.0,0.0,32.0,0.0,115882.4,1095.0,132.0,9117.0,18.0,0,60505.0,0.0,0.0,0,0.0,10641000.0,14.0,0.0,3,0,2,0,0,10,0,5,0,1,4,4,3,2,4,-1
777.0,748.0,132.0,165.0,0,16.0,200.0,0,6739200.0,6.200385,9,34,0.0,1556984.0,9,221397.0,35.0,0.0,32.0,24.0,26484.56,510.0,78.0,72666.0,4.0,24,3367735.0,167514.0,1530.0,0,0.0,10459360.0,16.0,0.0,3,0,2,0,1,10,0,5,0,0,4,3,3,2,4,-1
1267.0,2028.0,80.0,100.0,0,16.0,166.56,0,5463654.0,3.72335,9,186,273.0,641184.0,0,73900.5,5.0,4.0,16.0,40.0,-210481.6,715.0,18.0,112779.0,-30.0,0,1778200.0,562486.0,9635.0,27,0.0,9497200.0,14.0,3140112.0,3,0,2,0,1,4,0,5,0,1,4,0,0,3,1,1
1197.0,12.0,164.0,205.0,0,88.0,220.08,0,3964350.0,1.521683,18,72,0.0,4147200.0,0,79962.59,15.0,0.0,32.0,48.0,1051640.0,860.0,54.0,171.0,-30.0,0,4452295.0,314244.0,0.0,9,0.0,9943640.0,24.0,0.0,3,0,2,0,1,10,0,5,0,1,4,0,3,2,1,1
735.0,1036.0,96.0,120.0,0,40.0,233.44,0,59190.0,1.118137,9,154,0.0,142376.0,0,6833.1,10.0,2.0,40.0,88.0,-21354.28,310.0,12.0,9252.0,-30.0,0,12925.0,24188.0,2340.0,9,0.0,211232.0,6.0,1758.0,3,0,2,2,1,4,1,5,0,1,6,0,0,3,1,1
1358.0,6920.0,332.0,415.0,6,104.0,253.52,0,2492670.0,4.87289,9,40,161.0,3727048.0,0,104280.3,25.0,12.0,88.0,96.0,541876.0,1105.0,66.0,12114.0,-28.0,0,6574600.0,311122.0,1690.0,9,269101.0,10454560.0,72.0,599754.0,3,0,2,0,0,10,0,5,0,0,4,0,3,2,4,-1
770.0,192.0,132.0,165.0,0,56.0,320.4,0,227010.0,3.876309,9,154,7.0,3456000.0,0,161776.5,5.0,8.0,32.0,40.0,92404.0,800.0,6.0,11952.0,6.0,0,5606200.0,1209600.0,70.0,18,0.0,10358360.0,30.0,2073600.0,3,0,2,0,1,4,0,5,0,1,6,0,0,3,1,-1
322.0,0.0,56.0,70.0,2,48.0,166.56,0,1555200.0,1.269387,9,58,0.0,2800.0,0,38628.3,5.0,4.0,24.0,8.0,122951.2,215.0,18.0,1233.0,-30.0,0,432000.0,69676.0,0.0,0,7084.0,1873172.0,2.0,6630.0,3,0,2,0,2,10,0,5,0,1,4,0,0,2,0,1
21.0,0.0,36.0,45.0,0,8.0,198.88,0,1265448.0,0.789361,9,14,0.0,5729840.0,0,381915.0,0.0,2.0,16.0,16.0,-324144.0,65.0,6.0,0.0,4.0,0,2417440.0,391076.0,0.0,0,0.0,6438760.0,8.0,21144.0,3,0,2,0,2,10,0,5,0,0,4,0,3,2,4,-1
1211.0,580.0,120.0,150.0,0,176.0,153.2,5,0.0,6.166631,18,216,0.0,0.0,0,127266.3,0.0,16.0,32.0,0.0,84074.0,525.0,0.0,1485.0,-30.0,8,0.0,3801600.0,75.0,45,0.0,10368000.0,0.0,4147200.0,1,0,1,0,1,4,0,5,0,1,2,0,2,3,1,1
3689.0,112.0,456.0,570.0,0,144.0,40.0,0,9061320.0,6.255074,9,32,196.0,0.0,3,28674.99,45.0,0.0,32.0,0.0,364592.0,2005.0,282.0,5517.0,-30.0,8,1680205.0,64598.0,200.0,9,0.0,10624680.0,80.0,0.0,3,0,2,0,1,10,0,5,0,1,4,3,3,2,4,1
448.0,2892.0,88.0,110.0,2,56.0,133.12,0,14502.0,4.290536,18,56,28.0,144808.0,0,13076.25,0.0,4.0,16.0,8.0,19510.44,405.0,6.0,34137.0,32.0,0,691955.0,74206.0,5275.0,0,7112.0,807316.0,22.0,34902.0,3,0,2,0,2,10,0,5,0,1,4,0,3,2,0,-1
161.0,340.0,56.0,70.0,0,48.0,166.56,0,78.0,0.497757,9,32,7.0,104704.0,0,5060.67,0.0,2.0,16.0,16.0,6837.56,135.0,6.0,12834.0,8.0,0,52780.0,20184.0,1775.0,0,0.0,138412.0,8.0,5124.0,3,0,2,2,1,5,1,5,0,1,3,3,3,0,4,-1
707.0,480.0,124.0,155.0,4,88.0,253.52,0,5184024.0,4.27665,18,30,119.0,0.0,0,138217.2,20.0,8.0,32.0,0.0,112421.6,490.0,60.0,1485.0,-24.0,0,622560.0,1900800.0,430.0,0,1209600.0,10520480.0,4.0,2073600.0,3,0,2,0,1,10,0,5,1,0,4,0,3,2,4,-1
1904.0,1924.0,308.0,385.0,8,176.0,166.56,0,30174.0,4.160222,9,50,210.0,2387704.0,0,33058.5,0.0,6.0,56.0,112.0,-10652.84,1020.0,12.0,22419.0,6.0,0,1555405.0,730864.0,5990.0,9,738297.0,4079760.0,72.0,239592.0,1,0,1,0,0,10,0,5,0,0,4,0,1,2,0,-1
875.0,2164.0,132.0,165.0,4,48.0,291.44,0,3682980.0,4.91113,9,76,189.0,1267232.0,0,193819.2,15.0,6.0,32.0,16.0,679828.0,435.0,48.0,12357.0,-26.0,0,4356115.0,951412.0,15.0,18,1108828.0,10377520.0,22.0,1425636.0,3,0,2,5,1,10,2,5,0,0,4,0,0,2,4,-1
1414.0,16.0,248.0,310.0,10,248.0,166.56,0,4116.0,4.491348,9,42,0.0,1203136.0,0,22002.0,15.0,22.0,96.0,72.0,13452.0,955.0,12.0,423.0,-30.0,0,107110.0,745606.0,80.0,9,491064.0,2645132.0,12.0,559944.0,3,0,2,1,1,4,0,5,0,1,6,0,3,3,4,1
14.0,0.0,80.0,100.0,0,80.0,238.72,0,470934.0,1.422987,9,12,0.0,44104.0,0,34461.9,0.0,2.0,8.0,8.0,243706.4,100.0,24.0,0.0,-30.0,8,264050.0,157960.0,0.0,0,0.0,918988.0,8.0,83730.0,3,0,2,0,1,10,0,5,0,1,4,0,3,2,4,1
553.0,188.0,24.0,30.0,0,40.0,286.96,0,0.0,6.618244,9,58,7.0,0.0,0,247947.6,0.0,0.0,0.0,0.0,185116.8,375.0,0.0,12168.0,-20.0,0,90455.0,5725300.0,1080.0,36,0.0,11522960.0,2.0,0.0,1,0,1,0,0,10,0,5,1,0,4,1,2,2,0,-1
189.0,1080.0,144.0,180.0,0,96.0,232.16,10,2360586.0,2.076052,18,74,0.0,1382400.0,9,45398.1,10.0,2.0,24.0,16.0,-70572.0,445.0,54.0,34029.0,26.0,48,3703055.0,144418.0,0.0,9,0.0,6249160.0,20.0,62592.0,1,0,1,0,1,10,0,5,0,0,4,0,1,2,1,-1
1001.0,644.0,144.0,180.0,2,56.0,347.12,0,5076972.0,1.88699,9,62,21.0,3168080.0,0,23166.18,10.0,2.0,32.0,40.0,604912.0,285.0,66.0,1566.0,4.0,0,3938535.0,715968.0,955.0,9,554414.0,10501880.0,20.0,475212.0,3,0,2,0,3,10,0,5,0,1,4,0,0,2,1,-1
252.0,0.0,48.0,60.0,0,8.0,200.0,0,0.0,5.590686,9,28,0.0,267744.0,0,6953.91,0.0,2.0,16.0,24.0,-39748.0,205.0,0.0,0.0,4.0,0,84500.0,4736.0,0.0,0,0.0,212716.0,14.0,2658.0,3,0,2,0,1,10,0,5,0,1,4,0,3,2,4,-1
14.0,2992.0,112.0,140.0,0,16.0,193.36,0,5308182.0,3.156377,9,38,35.0,0.0,3,120755.1,0.0,0.0,0.0,0.0,261140.0,395.0,96.0,594.0,-30.0,40,1061460.0,174304.0,240.0,0,0.0,4736560.0,20.0,0.0,3,0,2,0,2,10,0,5,0,0,4,0,3,2,4,1
567.0,4.0,100.0,125.0,8,120.0,166.56,0,7674.0,0.434523,9,86,7.0,26968.0,0,7345.86,0.0,14.0,40.0,8.0,18849.04,305.0,6.0,22680.0,44.0,0,17455.0,87000.0,360.0,27,127883.0,304268.0,2.0,146556.0,3,0,2,0,1,9,0,5,0,0,6,0,0,1,1,-1
952.0,812.0,132.0,165.0,4,8.0,153.84,0,166524.0,0.347362,9,106,0.0,1256.0,0,10276.89,10.0,16.0,24.0,8.0,-270286.4,640.0,66.0,71127.0,-30.0,0,62735.0,906.0,455.0,18,66857.0,264124.0,20.0,97476.0,3,0,2,0,1,9,0,5,0,1,6,0,0,1,0,1
777.0,116.0,20.0,25.0,0,0.0,213.36,0,3628800.0,5.857936,9,176,7.0,1956984.0,3,83707.5,5.0,0.0,0.0,8.0,35472.72,485.0,6.0,3420.0,-28.0,16,3760700.0,0.0,285.0,27,0.0,8825440.0,4.0,0.0,1,0,1,0,1,4,0,5,0,0,6,0,1,3,4,-1
1792.0,488.0,700.0,875.0,6,256.0,253.52,0,6222420.0,6.940825,9,48,7.0,1494960.0,0,99607.5,45.0,12.0,184.0,336.0,516192.0,1970.0,168.0,17307.0,-22.0,0,2543450.0,689076.0,145.0,18,346262.0,10473440.0,116.0,54726.0,1,0,1,0,2,10,0,5,1,0,4,0,1,2,1,-1
1456.0,3280.0,272.0,340.0,8,216.0,133.12,0,0.0,6.272164,36,190,665.0,1045240.0,0,23430.12,0.0,24.0,88.0,88.0,-40385.2,980.0,0.0,58266.0,22.0,0,587505.0,461332.0,395.0,18,159922.0,2552872.0,36.0,956376.0,1,0,1,0,0,4,0,5,0,0,6,0,1,3,1,1
798.0,2848.0,52.0,65.0,2,40.0,316.32,0,4467708.0,4.765007,45,54,518.0,208416.0,0,205156.8,5.0,2.0,16.0,8.0,-166659.6,380.0,18.0,4653.0,30.0,0,2436055.0,1215316.0,8330.0,18,182364.0,8987160.0,4.0,2018886.0,3,0,2,0,0,10,0,5,0,1,4,0,0,2,4,-1
882.0,184.0,96.0,120.0,4,64.0,167.2,0,24864.0,4.138005,9,118,0.0,2161288.0,0,30314.4,0.0,2.0,40.0,72.0,-1587168.0,215.0,6.0,576.0,-20.0,0,380270.0,106650.0,320.0,18,598808.0,1621268.0,10.0,9798.0,3,0,2,0,1,4,0,5,1,1,2,0,0,3,0,-1
1260.0,668.0,244.0,305.0,12,176.0,220.08,0,0.0,1.952574,18,62,119.0,355416.0,0,9925.26,0.0,4.0,80.0,120.0,3626.284,985.0,0.0,612.0,-30.0,0,300745.0,199318.0,270.0,9,129318.0,823592.0,44.0,9978.0,3,0,2,0,1,10,0,5,0,1,4,0,0,2,4,1
4081.0,3560.0,844.0,1055.0,12,384.0,166.56,0,833202.0,2.236915,9,132,252.0,788144.0,0,8611.08,25.0,36.0,160.0,256.0,256081.6,3065.0,174.0,882.0,-30.0,0,1945730.0,380972.0,2025.0,27,271817.0,3601892.0,158.0,281964.0,3,0,2,0,0,4,0,5,0,1,6,0,0,6,0,1
1547.0,0.0,540.0,675.0,14,176.0,286.96,0,3465246.0,6.790002,18,28,0.0,2539240.0,0,73312.2,40.0,46.0,152.0,80.0,262892.8,2010.0,270.0,0.0,4.0,0,3785825.0,656882.0,0.0,18,420693.0,9323160.0,54.0,672138.0,3,0,2,0,1,10,0,5,0,1,4,0,3,2,4,-1
252.0,24.0,32.0,40.0,0,0.0,66.88,0,11082.0,1.720572,9,72,14.0,301672.0,0,7526.94,5.0,0.0,16.0,8.0,-182292.0,150.0,6.0,1008.0,-16.0,0,75970.0,0.0,5.0,0,0.0,220708.0,10.0,0.0,3,0,2,0,0,5,0,3,0,1,3,0,3,4,1,-1
