Vehicle_Reference_df_res,Vehicle_Type,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Hit_Object_in_Carriageway,Hit_Object_off_Carriageway,Was_Vehicle_Left_Hand_Drive?,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Number_of_Vehicles,Number_of_Casualties,Local_Authority_(District),1st_Road_Number,2nd_Road_Number,Urban_or_Rural_Area,Vehicle_Reference_df,Casualty_Reference,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Pedestrian_Location,Pedestrian_Movement,Casualty_Type,Casualty_IMD_Decile,target
1,9,18,0,0,4,1.0,19,4,1398.0,2,12,469957.0,218316.0,-0.985579,51.859054,43,1,2,476.0,41.0,0.0,2.0,1,2,1.0,20,4,0,0,9,10,1.0
1,9,17,0,0,7,1.0,37,7,1360.0,1,8,439126.0,553688.0,-1.3917700000000002,54.876431,10,2,3,150.0,514.0,0.0,2.0,2,2,1.0,41,7,0,0,9,3,2.0
1,9,10,0,0,0,1.0,30,6,1968.0,2,5,379200.0,355920.0,-2.3121,53.10007,7,2,2,129.0,5078.0,0.0,1.0,2,2,2.0,78,11,0,0,9,10,2.0
2,9,3,0,0,0,1.0,28,6,1242.0,1,3,341235.0,390346.0,-2.885424,53.406643,5,4,3,91.0,5080.0,0.0,1.0,3,2,2.0,28,6,0,0,9,5,2.0
2,9,18,0,0,0,1.0,35,6,1248.0,2,7,334742.0,416841.0,-2.988609,53.64399,5,2,1,93.0,0.0,5267.0,1.0,2,2,2.0,32,6,0,0,9,6,1.0
1,5,14,0,0,2,1.0,48,8,598.0,1,19,487953.0,233911.0,-0.7203470000000001,51.996689,43,1,1,479.0,130.0,0.0,1.0,1,1,1.0,48,8,0,0,5,3,1.0
1,9,5,0,0,0,1.0,64,9,1998.0,2,9,408179.0,251369.0,-1.881852,52.160535,23,2,1,293.0,46.0,0.0,2.0,2,1,1.0,51,8,0,0,5,5,1.0
2,9,18,0,0,0,1.0,28,6,1998.0,2,10,425891.0,559673.0,-1.597487,54.93107,10,2,3,146.0,167.0,4055.0,1.0,2,2,1.0,28,6,0,0,9,2,1.0
4,9,18,0,0,0,1.0,59,9,2946.0,1,9,455113.0,220016.0,-1.200828,51.875998,43,37,36,481.0,40.0,0.0,2.0,27,36,1.0,29,6,0,0,9,8,1.0
1,9,18,0,0,0,1.0,38,7,1598.0,1,12,341140.0,435880.0,-2.8954720000000003,53.815853,4,3,3,74.0,585.0,0.0,2.0,2,2,1.0,56,9,0,0,9,8,2.0
1,9,16,0,0,9,1.0,18,4,1229.0,1,5,434545.0,270569.0,-1.494475,52.332128,23,1,1,294.0,445.0,0.0,2.0,1,1,2.0,18,4,0,0,9,1,2.0
3,9,18,0,0,0,1.0,60,9,1242.0,1,10,347100.0,397053.0,-2.79834,53.467544,5,3,2,92.0,580.0,0.0,2.0,2,1,1.0,19,4,0,0,3,1,2.0
1,9,18,0,10,2,1.0,37,7,1560.0,2,1,518970.0,175430.0,-0.288732,51.465345,1,1,2,24.0,353.0,0.0,1.0,1,1,1.0,37,7,0,0,9,8,1.0
2,9,18,0,0,0,1.0,41,7,1149.0,1,5,355925.0,361169.0,-2.660416,53.14583,7,2,2,130.0,49.0,51.0,2.0,2,2,2.0,14,3,0,0,9,6,2.0
1,9,9,0,0,0,1.0,39,7,899.0,1,1,420217.0,563099.0,-1.685791,54.962117000000006,10,2,1,146.0,694.0,1114.0,2.0,1,1,2.0,39,7,0,0,9,2,2.0
1,19,18,0,0,0,1.0,30,6,2143.0,2,1,486820.0,506437.0,-0.662665,54.44592700000001,12,3,3,186.0,169.0,0.0,2.0,2,2,1.0,61,9,0,0,9,8,1.0
2,9,18,0,4,0,1.0,33,6,1896.0,2,8,526130.0,190400.0,-0.180357,51.59833,1,4,1,30.0,0.0,0.0,1.0,1,1,1.0,33,6,0,0,9,6,1.0
1,8,6,0,0,0,1.0,67,10,2499.0,2,1,528330.0,181080.0,-0.152009,51.51407800000001,1,2,1,1.0,40.0,0.0,1.0,2,1,1.0,41,7,0,0,1,2,1.0
2,9,15,0,0,0,1.0,26,6,1399.0,1,6,524820.0,187600.0,-0.200255,51.573458,1,2,1,30.0,502.0,0.0,1.0,2,1,2.0,26,6,0,0,9,7,2.0
1,9,9,0,0,0,1.0,24,5,2000.0,2,10,420426.0,562244.0,-1.6825880000000002,54.954426,10,2,1,146.0,320.0,4149.0,1.0,2,1,1.0,53,8,0,0,11,2,2.0
1,9,18,0,0,0,1.0,37,7,1198.0,1,8,392960.0,405240.0,-2.107709,53.54375200000001,6,2,2,104.0,0.0,0.0,1.0,2,2,2.0,20,4,0,0,9,1,2.0
1,9,7,0,0,0,1.0,23,5,1242.0,1,1,518250.0,189920.0,-0.294232,51.595724,1,2,1,29.0,4140.0,0.0,1.0,1,1,2.0,23,5,0,0,9,2,2.0
1,9,9,0,0,0,1.0,31,6,1598.0,1,4,433050.0,333560.0,-1.510137,52.898473,30,2,1,323.0,171.0,0.0,1.0,2,1,1.0,46,8,0,0,9,9,1.0
1,9,9,0,0,0,1.0,52,8,1870.0,2,9,354760.0,433020.0,-2.6882040000000003,53.791515,4,2,1,79.0,6241.0,0.0,2.0,2,1,1.0,17,4,0,0,3,10,2.0
2,9,9,0,0,0,1.0,45,7,1390.0,1,8,522000.0,179780.0,-0.243634,51.503796,1,2,3,11.0,408.0,0.0,1.0,2,3,2.0,5,1,0,0,9,3,2.0
1,9,12,0,0,0,1.0,56,9,1995.0,2,9,528100.0,191360.0,-0.15158,51.606513,1,2,1,30.0,406.0,0.0,1.0,2,1,1.0,57,9,0,0,4,8,1.0
2,90,9,0,0,11,1.0,25,5,350.0,1,12,433043.0,423973.0,-1.500858,53.711138,13,2,1,206.0,61.0,0.0,1.0,2,1,1.0,25,5,0,0,90,5,1.0
2,9,18,0,0,0,1.0,36,7,1399.0,1,9,412194.0,187305.0,-1.825401,51.584472,54,2,1,633.0,4534.0,0.0,2.0,2,1,2.0,36,7,0,0,9,7,2.0
2,9,18,0,0,0,1.0,46,8,1598.0,1,8,444580.0,440658.0,-1.3236709999999998,53.860237,12,2,2,187.0,64.0,0.0,2.0,1,1,1.0,37,7,0,0,9,9,2.0
1,9,9,0,0,0,1.0,42,7,1990.0,1,20,570207.0,270618.0,0.495158,52.307297,37,2,1,411.0,611.0,0.0,2.0,2,1,1.0,23,5,0,0,3,6,1.0
1,9,18,0,0,0,1.0,22,5,1560.0,2,4,408605.0,267262.0,-1.875226,52.303412,23,3,2,293.0,435.0,0.0,2.0,3,2,1.0,37,7,0,0,19,3,2.0
1,9,18,0,0,0,1.0,69,10,1398.0,1,5,340868.0,390322.0,-2.890939,53.406386,5,2,1,91.0,0.0,0.0,1.0,1,1,2.0,69,10,0,0,9,6,2.0
2,9,3,0,0,0,1.0,40,7,1596.0,1,9,626063.0,311001.0,1.3405,52.649599,36,3,1,404.0,283.0,256.0,1.0,1,1,2.0,80,11,0,0,9,6,1.0
1,9,18,0,0,0,1.0,42,7,1986.0,2,7,408360.0,285610.0,-1.878367,52.468366,20,2,3,300.0,41.0,4540.0,1.0,2,1,1.0,29,6,0,0,9,1,1.0
2,3,18,0,0,0,1.0,20,4,125.0,1,1,511727.0,430410.0,-0.3068,53.75807800000001,16,2,1,228.0,165.0,0.0,1.0,2,1,1.0,20,4,0,0,3,8,1.0
2,11,18,0,0,0,1.0,52,8,6700.0,2,7,531180.0,192980.0,-0.106523,51.620363,1,2,2,32.0,105.0,0.0,1.0,2,2,2.0,57,9,0,0,11,1,1.0
2,3,18,0,0,0,1.0,19,4,125.0,1,4,487683.0,234764.0,-0.724061,52.004399,43,2,1,479.0,150.0,0.0,1.0,2,1,2.0,19,4,0,0,3,1,2.0
1,11,4,2,0,0,1.0,47,8,6700.0,2,3,510340.0,181190.0,-0.411115,51.518863,1,2,13,26.0,4020.0,0.0,1.0,1,7,1.0,13,3,0,0,11,3,1.0
1,9,18,0,0,0,1.0,22,5,1995.0,2,12,381020.0,398280.0,-2.287466,53.480895,6,5,4,107.0,602.0,0.0,1.0,3,3,2.0,19,4,0,0,9,1,1.0
2,9,18,0,0,0,1.0,50,8,1364.0,1,1,573170.0,191114.0,0.498549,51.59226,42,2,2,450.0,132.0,127.0,2.0,2,1,2.0,50,8,0,0,9,3,2.0
1,9,18,0,0,0,1.0,47,8,1390.0,1,12,366910.0,426860.0,-2.503119,53.73706800000001,4,2,1,70.0,0.0,0.0,1.0,1,1,2.0,47,8,0,0,9,3,2.0
1,9,12,0,0,10,1.0,48,8,698.0,1,10,364680.0,409270.0,-2.534918,53.578827,6,2,1,100.0,6027.0,0.0,1.0,1,1,2.0,48,8,0,0,9,2,2.0
2,11,18,0,0,0,1.0,55,8,4500.0,2,3,537390.0,187800.0,-0.018904,51.572335,1,2,1,13.0,104.0,0.0,1.0,2,1,1.0,55,8,0,0,11,5,1.0
1,11,18,0,0,0,1.0,45,7,9000.0,2,5,537400.0,188660.0,-0.018424,51.580061,1,1,3,13.0,112.0,0.0,1.0,1,2,2.0,50,8,0,0,11,2,1.0
1,9,17,0,0,11,1.0,35,6,1596.0,1,13,496599.0,360084.0,-0.557737,53.129178,32,1,2,353.0,154.0,0.0,2.0,1,1,2.0,35,6,0,0,9,2,2.0
2,9,18,0,0,0,1.0,48,8,1596.0,1,9,411352.0,298347.0,-1.833894,52.582816,20,3,2,300.0,0.0,0.0,1.0,2,2,2.0,48,8,0,0,9,6,2.0
1,11,18,2,0,0,1.0,31,6,4461.0,2,1,529840.0,182640.0,-0.129686,51.527752,1,2,5,2.0,501.0,0.0,1.0,1,1,1.0,39,7,0,0,11,1,1.0
2,9,1,0,0,0,1.0,29,6,1685.0,2,1,533820.0,182700.0,-0.072324,51.527363,1,2,2,5.0,0.0,0.0,1.0,2,1,1.0,20,4,0,0,9,1,1.0
2,8,18,0,0,0,1.0,29,6,2499.0,2,7,334800.0,392596.0,-2.982672,53.426107,5,2,3,91.0,567.0,0.0,1.0,1,2,1.0,24,5,0,0,9,1,1.0
1,11,18,0,0,0,1.0,28,6,4461.0,2,2,530080.0,180420.0,-0.127047,51.507747,1,1,1,1.0,4.0,4.0,1.0,1,1,2.0,27,6,1,1,0,2,1.0
1,9,9,0,0,0,1.0,69,10,1598.0,1,12,527830.0,172170.0,-0.162431,51.434118,1,2,1,10.0,24.0,0.0,1.0,2,1,1.0,27,6,0,0,1,3,2.0
1,11,4,0,0,0,1.0,34,6,4500.0,2,3,530620.0,178960.0,-0.119811,51.494502,1,1,1,9.0,3203.0,0.0,1.0,1,1,2.0,48,8,0,0,11,2,1.0
1,9,3,0,0,0,1.0,37,7,1598.0,1,10,507630.0,184800.0,-0.449055,51.551832,1,2,4,26.0,437.0,437.0,1.0,1,3,2.0,9,2,0,0,9,4,2.0
2,9,17,0,0,0,1.0,69,10,996.0,1,1,332675.0,403135.0,-3.016909,53.520554,5,2,1,93.0,0.0,0.0,2.0,2,1,2.0,69,10,0,0,9,8,2.0
2,9,8,0,0,0,1.0,37,7,1461.0,2,11,333790.0,326880.0,-2.984275,52.83535,22,2,1,286.0,5.0,5009.0,2.0,2,1,2.0,37,7,0,0,9,6,2.0
4,9,3,0,0,0,1.0,68,10,1461.0,2,7,457037.0,300159.0,-1.159386,52.596241000000006,33,4,4,364.0,563.0,426.0,1.0,2,3,1.0,31,6,0,0,9,8,1.0
2,9,18,0,0,0,1.0,36,7,1984.0,2,5,420355.0,318335.0,-1.699796,52.762239,21,2,1,251.0,38.0,38.0,2.0,2,1,2.0,36,7,0,0,9,9,2.0
1,9,18,0,0,6,1.0,34,6,1995.0,2,3,441408.0,287836.0,-1.391635,52.486877,23,1,1,292.0,69.0,0.0,2.0,1,1,1.0,34,6,0,0,9,7,1.0
1,9,5,0,0,0,1.0,43,7,1596.0,1,13,406669.0,94581.0,-1.906833,50.750793,55,2,1,640.0,301.0,0.0,1.0,2,1,2.0,53,8,0,0,9,8,2.0
1,9,2,0,0,0,1.0,32,6,2987.0,2,5,512970.0,187150.0,-0.371315,51.571911,1,2,2,29.0,4090.0,0.0,1.0,2,1,1.0,24,5,0,0,9,9,2.0
1,9,18,0,0,0,1.0,40,7,1984.0,1,14,367843.0,87635.0,-2.456575,50.687472,55,2,2,645.0,354.0,0.0,2.0,1,2,2.0,40,7,0,0,9,1,2.0
1,9,18,0,0,0,1.0,21,5,998.0,1,5,353282.0,178878.0,-2.6745240000000003,51.506891,52,3,4,601.0,0.0,0.0,2.0,3,3,2.0,20,4,0,0,9,3,2.0
2,9,14,0,0,0,1.0,33,6,1997.0,2,11,381100.0,276470.0,-2.279119,52.385929,22,2,1,278.0,0.0,0.0,1.0,1,1,1.0,42,7,9,9,0,6,2.0
1,9,16,0,0,0,1.0,56,9,1995.0,2,4,395010.0,385770.0,-2.076457,53.368771,6,2,1,109.0,0.0,0.0,1.0,2,1,1.0,56,9,0,0,9,8,2.0
2,11,18,0,0,0,1.0,51,8,6696.0,2,1,385280.0,395180.0,-2.223129,53.453169,6,2,3,102.0,5117.0,0.0,1.0,1,2,1.0,8,2,0,0,9,1,1.0
2,9,3,0,0,0,1.0,38,7,1995.0,2,12,416923.0,185350.0,-1.7572419999999995,51.566773,54,2,1,633.0,4312.0,0.0,1.0,2,1,2.0,38,7,0,0,9,5,2.0
2,9,18,0,0,0,1.0,26,6,1328.0,1,9,451139.0,214496.0,-1.259365,51.82675,43,2,1,481.0,34.0,43.0,2.0,1,1,1.0,82,11,0,0,9,2,2.0
3,9,18,0,0,0,1.0,31,6,1198.0,1,5,416550.0,388360.0,-1.752604,53.39182,30,5,6,325.0,57.0,0.0,2.0,5,6,1.0,59,9,0,0,9,7,2.0
2,3,18,0,0,0,1.0,33,6,125.0,1,3,285776.0,71129.0,-3.612909,50.528756,50,2,1,585.0,381.0,0.0,1.0,2,1,2.0,33,6,0,0,3,6,2.0
1,9,18,0,0,0,1.0,18,4,1598.0,2,2,402508.0,110111.0,-1.965713,50.890479,55,2,2,647.0,3078.0,0.0,2.0,1,1,2.0,18,4,0,0,9,7,2.0
2,9,4,0,0,0,1.0,89,11,1398.0,1,2,517095.0,468263.0,-0.210935,54.09695,16,3,2,231.0,165.0,0.0,1.0,2,2,2.0,8,2,0,0,9,3,1.0
1,9,5,0,0,0,1.0,40,7,2184.0,2,13,368608.0,71777.0,-2.444399,50.544909,55,1,1,646.0,927.0,0.0,2.0,1,1,1.0,11,3,4,3,0,7,2.0
1,9,18,0,0,6,1.0,24,5,1461.0,2,1,361881.0,392015.0,-2.575086,53.423543,7,1,1,128.0,62.0,0.0,2.0,1,1,2.0,24,5,0,0,9,5,2.0
1,9,18,0,10,0,1.0,22,5,1596.0,1,13,461742.0,517562.0,-1.046997,54.549552,17,2,1,241.0,1269.0,0.0,2.0,1,1,1.0,21,5,0,0,9,2,1.0
1,2,7,0,0,0,1.0,19,4,49.0,1,2,588631.0,267698.0,0.763442,52.275062,37,1,1,414.0,0.0,736.0,2.0,1,1,2.0,19,4,0,0,2,5,2.0
1,9,9,0,0,0,1.0,51,8,1996.0,1,21,491855.0,186068.0,-0.676175,51.566016,43,2,1,480.0,1789.0,1789.0,2.0,2,1,2.0,43,7,0,0,5,8,2.0
1,9,18,0,0,0,1.0,25,5,1229.0,1,8,360586.0,171943.0,-2.568515,51.445096,52,1,1,601.0,0.0,0.0,1.0,1,1,2.0,22,5,5,1,0,3,1.0
1,9,16,0,7,0,1.0,57,9,1995.0,2,15,615005.0,244984.0,1.135051,52.061489,37,1,1,412.0,1022.0,0.0,1.0,1,1,1.0,57,9,0,0,9,4,1.0
2,9,10,0,0,0,1.0,36,7,1995.0,2,5,313590.0,531240.0,-3.341326,54.668797,3,2,2,60.0,0.0,0.0,2.0,1,1,1.0,83,11,0,0,9,6,1.0
1,9,10,0,0,0,1.0,35,6,1753.0,2,8,341756.0,354313.0,-2.870985,53.08284499999999,7,2,2,130.0,0.0,0.0,2.0,1,1,2.0,10,2,0,0,9,7,2.0
2,9,18,0,0,0,1.0,56,9,1968.0,2,2,369476.0,563496.0,-2.478278,54.965149,10,2,2,139.0,69.0,6322.0,2.0,2,2,2.0,56,9,0,0,9,7,2.0
1,9,18,0,0,0,1.0,32,6,1390.0,1,9,448700.0,517670.0,-1.248584,54.55194300000001,17,1,1,243.0,125.0,0.0,1.0,1,1,1.0,7,2,4,4,0,7,2.0
3,9,4,0,0,0,1.0,52,8,1242.0,1,5,453898.0,192397.0,-1.222748,51.62781500000001,43,5,9,484.0,4016.0,0.0,2.0,3,8,2.0,7,2,0,0,9,9,2.0
1,9,1,9,0,0,1.0,67,10,1396.0,1,18,418293.0,185183.0,-1.737485,51.565229,54,1,1,633.0,0.0,0.0,1.0,1,1,2.0,31,6,6,9,0,9,2.0
3,9,4,0,0,0,1.0,28,6,1769.0,1,13,493002.0,176959.0,-0.662034,51.483948,43,3,1,474.0,308.0,3383.0,2.0,2,1,2.0,22,5,0,0,9,10,2.0
1,8,9,0,0,0,1.0,63,9,1968.0,2,7,527494.0,408790.0,-0.076649,53.560249,16,2,1,233.0,1213.0,0.0,1.0,1,1,2.0,13,3,0,0,8,1,1.0
1,9,9,0,0,0,1.0,32,6,875.0,1,1,468140.0,224658.0,-1.010708,51.91629,43,2,4,476.0,3.0,37.0,2.0,2,3,2.0,63,9,0,0,9,3,2.0
1,9,9,0,0,0,1.0,32,6,1995.0,2,6,588809.0,186636.0,0.7216520000000001,51.547023,42,2,1,460.0,0.0,0.0,1.0,2,1,2.0,34,6,0,0,9,3,2.0
1,21,18,0,0,1,1.0,69,10,12777.0,2,6,421843.0,143222.0,-1.688837,51.18781,54,2,1,635.0,303.0,0.0,2.0,1,1,1.0,69,10,0,0,21,7,1.0
2,9,3,0,0,0,1.0,60,9,1086.0,1,7,440160.0,555645.0,-1.375385,54.893935,10,2,1,150.0,5164.0,5164.0,1.0,2,1,2.0,60,9,0,0,9,3,2.0
2,9,9,0,0,0,1.0,32,6,1396.0,1,15,461615.0,308790.0,-1.090201,52.673323,33,2,1,362.0,3107.0,3128.0,1.0,2,1,1.0,32,6,0,0,9,7,1.0
2,9,5,0,0,0,1.0,25,5,1598.0,1,8,433830.0,283380.0,-1.503678,52.44734,20,2,2,302.0,0.0,0.0,1.0,1,2,2.0,31,6,0,0,9,2,1.0
2,9,18,0,0,0,1.0,47,8,2830.0,2,21,588289.0,185850.0,0.713741,51.540137,42,2,3,460.0,0.0,0.0,1.0,2,2,1.0,47,8,0,0,9,4,1.0
1,9,3,0,0,0,1.0,26,6,1242.0,1,9,551660.0,188510.0,0.18716,51.57506,1,2,2,15.0,0.0,0.0,1.0,1,2,2.0,5,1,0,0,9,5,2.0
2,9,3,0,0,0,1.0,42,7,1796.0,1,11,412950.0,282660.0,-1.810915,52.441757,20,2,5,306.0,41.0,0.0,1.0,2,5,1.0,9,2,0,0,9,1,1.0
1,9,16,0,0,0,1.0,17,4,1364.0,2,10,551266.0,367270.0,0.26210900000000004,53.18103000000001,32,1,2,351.0,541.0,0.0,2.0,1,1,2.0,17,4,0,0,9,6,2.0
2,9,18,0,0,0,1.0,34,6,2982.0,2,7,441007.0,548574.0,-1.363181,54.830328,11,2,1,169.0,1287.0,0.0,2.0,2,1,2.0,13,3,0,0,9,3,2.0
2,9,5,0,0,0,1.0,36,7,1596.0,1,12,562232.0,319489.0,0.402135,52.748671,36,2,5,407.0,148.0,0.0,1.0,1,1,2.0,36,7,0,0,9,6,2.0
2,9,18,0,0,0,1.0,26,6,1242.0,1,2,511039.0,198521.0,-0.395566,51.674494,41,4,1,437.0,406.0,356.0,1.0,2,1,1.0,26,6,0,0,9,5,1.0
1,9,5,0,0,0,1.0,56,9,1956.0,2,1,420482.0,232430.0,-1.703134,51.989948,53,2,1,621.0,44.0,429.0,2.0,2,1,2.0,57,9,0,0,3,9,1.0
1,9,18,0,0,1,1.0,19,4,1149.0,1,7,335320.0,437420.0,-2.98418,53.82899999999999,4,1,1,85.0,5266.0,0.0,1.0,1,1,2.0,19,4,0,0,9,6,2.0
1,19,9,0,0,0,1.0,32,6,1560.0,2,1,546439.0,211894.0,0.121673,51.786546,42,1,1,457.0,0.0,0.0,1.0,1,1,1.0,54,8,5,9,0,5,1.0
1,9,9,0,0,0,1.0,28,6,1686.0,2,11,536280.0,197270.0,-0.031232,51.657702,1,2,1,32.0,0.0,0.0,1.0,2,1,1.0,42,7,0,0,5,3,1.0
1,9,12,0,0,0,1.0,21,5,1199.0,1,12,458723.0,305087.0,-1.133624,52.640358,33,2,2,364.0,594.0,1152.0,1.0,2,2,1.0,25,5,0,0,9,4,2.0
1,19,4,0,0,0,1.0,48,8,2198.0,2,8,623277.0,309594.0,1.298438,52.638124,36,2,2,404.0,1151.0,0.0,1.0,2,2,2.0,26,6,0,0,9,2,2.0
1,9,2,0,0,0,1.0,40,7,1995.0,1,7,489631.0,411522.0,-0.647285,53.592622,16,2,1,232.0,0.0,0.0,1.0,1,1,2.0,30,6,0,0,9,6,1.0
2,9,18,0,0,0,1.0,42,7,2000.0,2,4,517080.0,178060.0,-0.31505700000000003,51.48937700000001,1,2,5,25.0,3002.0,0.0,1.0,2,5,2.0,15,3,0,0,9,2,1.0
1,9,18,0,0,0,1.0,31,6,1600.0,1,11,525150.0,273580.0,-0.164199,52.34602,35,2,1,393.0,113.0,0.0,1.0,2,1,1.0,49,8,0,0,9,6,2.0
1,3,18,0,0,0,1.0,23,5,100.0,1,15,532930.0,193490.0,-0.081067,51.624536,1,1,1,32.0,0.0,10.0,1.0,1,1,1.0,23,5,0,0,3,3,1.0
2,9,17,0,0,4,1.0,44,7,1997.0,1,9,447963.0,197480.0,-1.307787,51.67405,43,2,4,483.0,34.0,0.0,2.0,2,4,1.0,44,7,0,0,9,6,1.0
1,9,12,0,0,0,1.0,28,6,1598.0,1,5,546160.0,191970.0,0.10929,51.607601,1,2,2,14.0,0.0,0.0,1.0,2,2,1.0,36,7,0,0,9,6,1.0
1,8,9,0,0,0,1.0,24,5,998.0,1,1,338657.0,395553.0,-2.925214,53.453146,5,3,7,91.0,580.0,0.0,1.0,2,1,2.0,30,6,0,0,8,2,1.0
1,9,5,0,0,0,1.0,22,5,1560.0,2,10,367490.0,428470.0,-2.494496,53.751575,4,3,3,70.0,0.0,0.0,1.0,2,1,1.0,49,8,0,0,9,3,1.0
1,9,9,0,0,0,1.0,40,7,1364.0,1,9,415563.0,186686.0,-1.776804,51.578825,54,2,2,633.0,0.0,416.0,1.0,2,2,2.0,24,5,0,0,9,1,1.0
1,9,18,0,0,0,1.0,47,8,1598.0,1,4,428939.0,429857.0,-1.562485,53.764265,13,2,2,204.0,653.0,0.0,1.0,1,1,2.0,47,8,0,0,9,5,2.0
1,5,9,0,0,0,1.0,56,9,599.0,1,11,522630.0,187320.0,-0.231937,51.571422,1,1,1,30.0,5.0,406.0,1.0,1,1,1.0,56,9,0,0,5,10,1.0
1,9,9,0,0,0,1.0,41,7,1596.0,1,5,427117.0,566107.0,-1.57775,54.988821,10,2,1,147.0,188.0,0.0,1.0,2,1,1.0,22,5,0,0,1,5,2.0
2,9,9,0,0,0,1.0,54,8,1968.0,2,5,588651.0,240030.0,0.748382,52.026595,37,2,1,410.0,732.0,0.0,1.0,1,1,1.0,16,4,0,0,2,3,1.0
1,9,18,0,0,6,1.0,57,9,999.0,1,1,502356.0,425266.0,-0.45058,53.713784,16,1,1,231.0,15.0,0.0,2.0,1,1,1.0,57,9,0,0,9,1,1.0
2,19,18,0,0,0,1.0,52,8,2287.0,2,6,438235.0,384557.0,-1.427001,53.35651800000001,14,3,2,215.0,6102.0,0.0,1.0,1,2,2.0,58,9,0,0,9,7,1.0
3,9,3,0,0,0,1.0,62,9,1560.0,2,1,434221.0,454058.0,-1.479671,53.981452,12,3,2,182.0,661.0,0.0,2.0,2,2,2.0,13,3,0,0,9,8,2.0
2,9,17,0,0,0,1.0,61,9,1390.0,1,3,523286.0,234658.0,-0.20567600000000005,51.99669,41,2,3,433.0,89.0,112.0,2.0,1,3,2.0,29,6,0,0,9,9,2.0
1,9,7,0,0,0,1.0,36,7,1397.0,1,16,516080.0,301950.0,-0.287412,52.602945,35,2,6,394.0,285.0,0.0,2.0,1,4,1.0,25,5,0,0,9,1,2.0
1,9,9,0,0,0,1.0,57,9,1600.0,2,5,508166.0,209761.0,-0.4336100000000001,51.776076,41,2,3,431.0,487.0,1283.0,2.0,1,1,2.0,57,9,0,0,9,3,2.0
