f5,f6,f7,f8,f9,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,target
53,122,95,71,94,0,0,0,0,35,11,0,0,0,57,2,0,0,0,0,0,0,0,0,0,0,N
33,77,99,71,94,10,10,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,P
47,108,78,71,94,0,0,0,4,1,1,60,0,0,2,1,0,0,0,0,0,0,0,0,0,0,N
125,85,76,71,94,7,59,0,0,27,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
110,98,76,71,94,37,26,1,0,0,34,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
77,77,76,74,94,44,19,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P
149,111,76,71,94,0,23,65,0,0,46,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
59,77,80,72,94,1,25,23,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,P
30,103,76,78,119,0,0,0,0,0,0,26,19,0,0,0,0,0,0,0,0,0,0,2,17,0,N
90,78,98,71,94,0,1,2,79,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,P
61,91,76,71,94,0,2,1,0,6,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
59,77,76,71,94,0,0,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
76,134,77,71,94,0,0,5,13,50,0,0,0,57,2,0,0,0,0,0,0,0,0,0,0,0,N
57,78,77,71,94,0,0,0,32,14,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,P
76,77,76,71,94,0,1,4,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
61,90,78,71,94,0,0,2,0,11,50,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,P
79,80,81,71,94,0,0,4,5,61,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,P
133,77,76,72,94,2,1,0,97,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N
74,77,80,81,94,1,8,56,0,0,0,0,0,0,0,0,0,0,2,0,5,2,0,0,0,0,P
112,77,76,71,94,32,68,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
63,77,76,71,94,0,0,12,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
51,100,76,74,157,1,2,0,0,0,27,34,0,0,0,0,0,0,0,0,0,0,0,0,9,26,N
76,77,79,71,94,0,56,8,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,P
50,100,79,74,94,0,0,1,1,0,27,34,0,0,0,0,0,0,0,4,1,0,0,0,0,0,N
56,77,76,76,97,0,28,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,P
132,94,76,71,94,6,56,3,1,5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
42,151,97,72,94,0,3,0,0,0,22,23,0,11,64,0,0,0,1,0,0,0,0,0,0,0,N
55,126,99,71,94,0,0,0,0,0,54,7,0,0,30,20,0,0,0,0,0,0,0,0,0,0,N
38,98,76,72,95,0,3,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,P
63,81,76,71,94,0,2,14,32,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,P
76,91,76,71,95,0,0,4,17,2,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,P
13,78,78,120,104,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18,20,0,0,0,N
106,103,76,71,94,0,3,0,0,18,103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
100,77,76,71,94,46,0,41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
56,122,76,71,94,1,0,0,1,9,36,0,28,16,0,0,0,0,0,0,0,0,0,0,0,0,N
84,96,76,71,94,32,14,0,1,3,11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
34,146,76,71,94,0,0,3,2,0,0,10,51,28,0,0,0,0,0,0,0,0,0,0,0,0,N
96,79,78,71,94,0,3,85,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,N
130,81,76,71,94,28,18,0,0,64,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
76,82,84,78,94,0,0,41,23,2,0,0,0,0,5,3,0,0,0,5,3,0,0,0,0,0,P
74,77,76,71,94,3,0,0,43,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
101,77,76,71,94,9,37,0,18,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
58,121,76,71,94,0,0,1,2,0,2,85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,N
40,77,76,71,94,1,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
151,77,76,71,94,0,71,8,43,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
73,105,77,71,94,0,0,41,5,0,0,27,18,0,2,0,0,0,0,0,0,0,0,0,0,0,P
101,91,76,71,94,23,23,0,0,4,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
92,107,76,71,94,0,0,1,0,15,73,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
18,200,83,71,94,1,0,0,0,0,4,2,0,113,21,0,0,0,0,0,0,0,0,0,0,0,N
94,117,76,71,94,0,8,71,2,0,0,0,22,25,0,0,0,0,0,0,0,0,0,0,0,0,N
77,77,76,71,94,2,1,0,45,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
80,77,76,80,96,31,31,0,2,7,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,P
119,81,76,71,94,0,19,45,6,31,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
64,79,77,71,94,0,1,8,45,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,P
100,77,76,71,94,42,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
89,88,76,71,94,0,0,0,0,46,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
100,93,76,71,94,0,0,0,0,56,42,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
114,89,76,71,94,0,65,6,3,1,39,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
76,117,76,71,95,0,9,37,3,0,0,15,45,0,0,0,0,0,0,0,0,0,0,0,1,0,N
72,113,86,71,94,0,0,3,0,55,7,0,0,12,31,0,0,0,0,0,0,0,0,0,0,0,N
77,77,76,71,94,2,1,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
44,107,76,71,94,0,0,0,2,1,0,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,N
55,90,76,71,94,0,0,0,0,12,42,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,P
79,97,76,71,94,0,0,41,5,0,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
60,118,77,72,94,0,0,0,0,38,8,2,19,25,0,0,0,0,0,0,1,1,0,0,0,0,N
97,97,77,71,94,0,0,0,0,40,63,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,P
45,90,76,71,94,0,0,2,1,0,36,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
66,77,76,71,94,0,0,0,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
145,77,76,71,94,37,25,71,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
127,95,76,71,94,0,0,55,24,0,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
78,115,78,71,94,0,0,0,23,23,0,33,28,0,1,1,0,0,0,0,0,0,0,0,0,0,N
76,78,76,73,95,0,62,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,P
41,184,76,71,94,0,0,0,0,1,1,23,64,49,0,0,0,0,0,0,0,0,0,0,0,0,N
79,77,76,71,94,2,20,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
100,77,76,71,94,0,0,32,55,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
37,105,76,71,94,2,5,3,0,0,0,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,N
107,85,76,71,94,18,28,0,0,28,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
63,79,76,71,94,37,10,2,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
87,119,76,71,94,0,0,55,24,0,0,0,2,42,0,0,0,0,0,0,0,0,0,0,0,0,P
56,87,126,71,94,0,23,23,0,0,0,0,0,0,0,0,40,9,0,0,0,0,0,0,0,0,N
82,77,85,73,95,0,1,2,44,28,0,0,0,0,0,0,0,4,5,0,0,0,0,0,1,0,P
59,93,76,71,94,10,10,0,0,0,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
87,77,76,71,94,26,39,5,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
74,80,76,71,94,0,37,25,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,P
57,91,76,72,100,0,0,0,0,2,59,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,P
55,85,76,71,94,1,2,3,2,12,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
58,77,76,80,97,28,18,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,6,0,0,0,P
75,77,76,71,94,40,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
51,85,76,71,94,0,0,3,0,13,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
59,77,76,71,94,9,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
140,77,79,79,94,0,9,73,16,38,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,N
84,123,76,71,94,0,0,0,0,1,57,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
90,100,101,71,94,0,34,47,0,0,0,0,0,0,8,35,0,0,0,0,0,0,0,0,0,0,N
95,98,76,72,94,37,9,0,1,0,37,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,N
123,88,76,71,94,0,2,13,50,19,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
60,121,94,71,94,0,0,2,11,37,0,0,0,4,55,0,0,0,0,0,0,0,0,0,0,0,N
109,100,76,71,94,0,1,2,12,50,29,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
74,77,76,71,94,0,0,0,45,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
56,77,83,76,94,18,28,0,0,0,0,0,0,0,0,0,0,2,4,0,1,1,0,0,0,0,P
76,77,76,71,94,2,0,1,37,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
46,135,76,71,94,0,4,0,0,0,0,31,57,1,0,0,0,0,0,0,0,0,0,0,0,0,N
81,86,76,71,95,0,1,2,0,42,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,P
81,77,76,71,94,31,39,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
89,83,79,71,94,0,1,33,47,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,P
59,77,76,71,94,0,0,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
57,83,78,73,94,18,28,0,0,0,0,0,1,5,0,0,0,0,0,2,0,0,0,0,0,0,P
87,81,76,71,94,0,0,0,16,63,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,P
61,93,76,71,94,0,1,5,0,0,59,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,P
72,78,76,71,94,0,0,2,1,55,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
66,78,76,71,94,1,35,14,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
117,78,76,71,94,20,45,0,0,42,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
89,86,76,71,94,0,0,0,8,71,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,P
74,77,76,72,97,31,31,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,P
61,77,76,71,94,1,2,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
58,77,113,88,94,0,0,0,28,21,0,0,0,0,0,0,0,0,35,5,0,0,0,0,0,0,N
14,121,91,72,94,0,0,0,1,0,0,0,0,26,25,0,0,5,1,0,0,0,0,0,0,0,N
77,77,76,71,94,0,0,0,67,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
93,101,76,72,94,0,5,41,3,0,23,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P
73,77,79,72,94,0,0,6,56,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,P
25,115,76,71,94,0,0,1,3,4,0,0,19,25,0,0,0,0,0,0,0,0,0,0,0,0,N
74,79,81,71,94,0,0,0,58,6,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,P
92,77,76,71,94,2,43,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
79,77,76,71,94,0,3,9,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
47,94,76,71,94,3,6,0,0,0,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
75,84,76,71,94,2,13,50,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,P
148,77,76,71,94,0,12,129,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
101,90,76,71,94,0,0,0,0,57,44,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
21,116,147,71,94,0,3,0,0,0,0,0,24,20,0,1,3,53,0,0,0,0,0,0,0,0,N
44,153,79,73,122,0,0,0,9,0,7,38,0,51,8,0,0,0,0,0,0,0,0,0,6,10,N
87,89,76,71,94,14,32,0,0,0,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
33,150,85,71,94,0,0,0,0,0,0,42,3,30,29,0,0,0,0,0,0,0,0,0,0,0,N
64,93,76,71,94,0,0,2,1,15,47,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,P
94,84,76,73,122,0,0,0,1,62,31,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,N
46,88,76,73,101,1,0,0,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,P
71,106,77,71,94,0,28,18,0,0,0,18,27,1,1,0,0,0,0,0,0,0,0,0,0,0,P
145,77,78,71,94,0,91,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,N
139,95,76,71,94,0,0,0,60,32,48,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
74,123,76,71,94,0,5,41,5,0,0,0,53,8,0,0,0,0,0,0,0,0,0,0,0,0,N
76,89,77,71,94,8,58,0,0,0,0,0,9,4,3,0,0,0,0,0,0,0,0,0,0,0,P
58,77,76,93,98,0,0,0,1,46,3,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,P
18,85,100,71,94,1,2,0,0,0,2,0,2,7,0,0,0,18,0,0,0,0,0,0,0,0,P
78,77,76,71,94,6,15,26,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
133,87,76,71,94,32,14,9,37,5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
90,101,76,71,94,44,19,0,0,0,0,34,11,0,0,0,0,0,0,0,0,0,0,0,0,0,P
59,120,95,71,94,0,23,24,2,0,0,0,0,0,58,1,0,0,0,0,0,0,0,0,0,0,N
73,118,76,71,94,0,0,0,0,7,55,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,N
46,138,85,71,94,0,0,0,0,2,43,0,0,30,29,0,0,0,0,0,0,0,0,0,0,0,N
59,77,76,71,94,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
75,81,76,71,94,0,0,5,3,46,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
38,106,89,71,94,0,0,0,1,2,6,39,0,0,0,19,1,0,0,0,0,0,0,0,0,0,N
32,108,91,71,94,0,0,0,21,0,0,0,0,0,41,2,0,0,0,0,0,0,0,0,0,0,P
83,94,76,71,94,0,19,2,8,1,51,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
122,77,76,71,94,55,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
61,105,125,71,94,0,0,0,0,18,44,0,0,0,0,15,42,0,0,0,0,0,0,0,0,0,N
51,96,76,71,94,0,0,0,4,8,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
81,116,76,71,94,18,29,4,17,0,0,0,18,26,0,0,0,0,0,0,0,0,0,0,0,0,P
126,160,88,71,94,16,63,0,0,0,12,65,0,21,38,0,0,0,0,0,0,0,0,0,0,0,N
56,77,76,79,163,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,N
76,77,76,71,94,0,19,44,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
79,77,76,71,94,2,13,50,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
115,77,76,71,94,50,12,0,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
56,166,78,71,94,0,0,0,0,0,0,52,79,6,0,0,1,1,0,0,0,0,0,0,0,0,N
63,120,77,71,94,0,46,5,1,0,0,0,0,43,1,0,0,0,0,0,0,0,0,0,0,0,P
133,77,76,71,94,89,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
69,94,76,71,94,1,10,3,0,0,57,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
57,140,77,71,94,0,2,1,2,0,42,20,0,42,2,0,0,0,0,0,0,0,0,0,0,0,N
18,89,123,71,94,0,2,2,0,0,0,0,0,0,0,1,49,0,0,0,0,0,0,0,0,0,N
118,92,76,71,94,0,0,0,12,54,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
89,77,76,116,108,0,0,79,0,2,1,0,0,0,0,0,0,0,0,0,0,8,31,0,0,0,N
70,77,76,71,94,14,32,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
77,77,76,71,94,2,4,9,48,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
67,77,76,71,94,0,19,30,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
130,77,76,71,94,16,63,0,18,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
80,80,78,71,94,3,25,39,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,P
54,97,76,71,94,0,0,1,1,0,40,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
35,118,76,71,94,0,0,3,2,0,0,11,49,0,0,0,0,0,0,0,0,0,0,0,0,0,N
18,128,84,71,94,0,1,3,1,0,0,0,0,34,25,0,0,0,0,0,0,0,0,0,0,0,N
111,82,76,71,94,6,56,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
62,77,76,72,94,5,42,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,P
61,77,76,71,94,34,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
26,106,111,71,94,0,3,5,3,2,1,0,0,0,5,53,0,0,0,0,0,0,0,0,0,0,N
17,120,78,71,94,0,0,1,1,0,1,1,0,40,4,0,0,0,0,0,0,0,0,0,0,0,N
13,129,122,118,94,0,0,0,0,0,0,0,0,0,66,8,0,8,0,0,29,11,0,0,0,0,N
47,102,76,74,94,1,8,0,0,0,3,49,0,0,0,0,0,0,0,0,0,2,0,0,0,0,N
115,79,76,71,94,0,0,31,68,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,N
72,106,76,71,94,15,33,0,0,0,0,16,29,0,0,0,0,0,0,0,0,0,0,0,0,0,P
117,77,87,71,94,26,83,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,N
42,97,76,71,94,0,1,2,3,1,8,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
77,77,76,71,94,0,0,3,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
57,77,76,110,115,0,0,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,7,0,0,N
128,85,76,71,94,42,5,12,8,35,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,N
53,82,160,77,94,0,0,0,0,26,22,0,0,0,0,0,0,54,17,0,0,0,0,0,0,0,N
43,119,121,72,94,0,0,19,3,2,0,0,34,11,0,0,27,15,0,0,0,0,1,0,0,0,N
92,85,79,72,94,0,42,5,0,15,31,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,P
77,77,76,85,145,31,31,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,0,N
46,92,76,71,94,2,0,0,0,1,32,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
104,77,76,71,94,1,2,19,66,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
81,113,76,71,94,0,2,0,0,10,52,39,6,0,0,0,0,0,0,0,0,0,0,0,0,0,N
77,77,76,71,94,1,2,2,19,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
99,93,76,71,94,0,28,18,0,0,58,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
102,77,79,71,94,0,0,49,23,23,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,N
133,79,76,71,94,38,27,3,0,54,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
56,77,80,73,94,0,18,28,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,P
77,77,77,74,94,0,13,22,32,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,P
61,77,77,72,94,2,0,3,28,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P
74,105,95,71,94,0,1,0,0,62,2,0,0,0,26,18,0,0,0,0,0,0,0,0,0,0,P
53,113,76,71,94,1,2,0,0,0,5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
83,145,85,71,94,37,9,0,0,0,21,24,0,33,27,0,0,0,0,0,0,0,0,0,0,0,N
59,77,82,163,94,2,1,0,28,18,0,0,0,0,0,0,0,0,0,0,19,48,0,0,0,0,N
28,84,143,71,94,0,0,0,0,3,17,0,0,0,0,0,12,44,0,0,0,0,0,0,0,0,N
78,116,76,71,94,0,2,0,0,18,44,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,N
82,98,76,71,94,0,2,10,37,0,7,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
74,78,85,76,94,0,0,2,63,0,0,0,0,0,0,0,7,1,0,0,0,2,2,0,0,0,P
59,83,76,72,95,0,11,37,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,P
75,101,78,73,94,14,32,0,0,0,0,34,11,0,0,0,0,0,0,2,0,0,0,0,0,0,P
92,95,76,71,94,0,1,1,1,25,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
90,87,78,76,94,0,1,0,23,24,44,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,P
104,149,76,71,94,0,1,2,1,46,34,44,0,44,0,0,0,0,0,0,0,0,0,0,0,0,N
75,84,76,71,94,1,11,0,0,33,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
87,102,100,71,94,0,0,79,0,0,0,0,0,1,13,31,0,0,0,0,0,0,0,0,0,0,N
96,82,76,71,94,29,19,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
57,92,76,71,94,0,3,6,0,0,45,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
76,81,76,71,94,1,1,0,25,37,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,P
