fLength:,fWidth:,fSize:,fConc:,fConc1:,fAsym:,fM3Long:,fM3Trans:,fAlpha:,fDist:,target
80.4811,36.5072,3.2006,0.2042,0.1194,52.3146,59.1177,33.1995,1.536,268.733,g
7.2079,6.8821,2.3239,0.5198,0.2615,-30.6619,-19.3439,-8.7395,32.374,133.7536,h
27.1525,20.4365,2.4509,0.4347,0.2285,10.5636,25.3006,8.5722,85.4598,175.1644,h
112.635,31.147,2.9868,0.1918,0.1139,-117.267,89.9887,23.0827,17.724,277.313,g
47.0827,34.0011,3.4933,0.1622,0.083,33.9112,32.8818,20.9267,2.4381,93.9152,g
41.3165,16.9678,2.8751,0.26,0.134,36.2994,21.4508,-15.6841,10.961,205.186,g
141.003,66.975,3.1455,0.2217,0.1141,92.303,156.047,36.4384,48.632,156.006,h
33.3237,12.3317,2.5145,0.3639,0.1881,-3.1009,-17.7864,-3.2959,42.108,85.2292,g
58.3867,12.853,2.7489,0.303,0.1697,-49.5732,-35.9094,-6.2033,89.5595,127.1131,h
22.2197,9.2053,2.1774,0.5566,0.2751,6.2965,4.7761,-4.2469,42.023,221.3417,h
22.4568,12.7081,2.1987,0.5886,0.3386,15.1961,13.0024,9.2513,46.9182,47.0187,g
20.7756,6.6796,2.3021,0.7781,0.4813,19.5305,15.8775,5.9283,39.242,149.961,h
27.0224,16.7469,2.6821,0.3555,0.1882,-12.7926,-22.4288,-13.123,0.812,262.182,g
41.7329,13.4302,2.7505,0.4336,0.229,6.9762,-9.1693,-5.939,55.0425,43.0465,h
85.889,28.6696,3.7388,0.152,0.0851,25.0748,-37.7939,23.3276,8.2632,206.324,g
22.6422,18.3864,2.7697,0.4027,0.2591,7.6687,12.4885,-12.2319,24.134,136.061,h
47.985,22.8978,3.0348,0.1551,0.0844,10.7664,26.4205,12.3187,5.3027,207.401,g
145.285,49.5278,3.4132,0.1664,0.0898,-202.213,-69.0312,-23.4797,45.862,343.319,h
85.6145,22.8778,3.2367,0.2186,0.1168,87.5353,85.5687,-6.1278,1.57,243.295,g
26.4646,7.2686,2.6218,0.5645,0.3368,2.0807,12.9975,2.8218,1.8583,231.6696,h
20.2951,7.2298,2.1156,0.7433,0.3793,-3.1951,10.8325,5.5408,33.3381,188.921,g
109.9571,70.7703,3.4752,0.1442,0.0568,82.9203,57.1464,34.6424,76.0998,312.2981,h
19.1932,17.1061,2.2718,0.5455,0.2807,-26.3869,9.2521,-17.508,56.213,210.071,g
15.9414,11.5176,2.29,0.6205,0.3974,1.8561,-4.0947,-7.8835,13.2657,162.959,g
113.979,26.484,3.3606,0.1478,0.0748,-82.3058,-115.619,15.7503,84.7169,231.198,h
24.7188,18.7164,2.6274,0.3349,0.1686,0.4381,17.8681,10.5741,46.523,145.777,g
76.074,28.2607,2.6993,0.2601,0.1932,-91.4748,-47.2547,20.8358,35.4976,238.7182,h
16.0903,10.46,2.4494,0.6921,0.4076,11.1376,9.5297,-5.7355,15.3926,202.0865,h
31.2236,12.0292,2.4099,0.3813,0.1965,-18.6531,16.1585,11.2367,31.0,65.8247,g
93.5575,21.1771,3.1928,0.1783,0.0914,-99.0496,63.7391,7.725,5.4461,238.577,g
150.223,38.4345,3.312,0.1414,0.0748,-87.542,-72.8498,-29.4422,17.2507,296.889,h
29.5528,17.6585,2.6821,0.42,0.2318,-17.3224,-20.3974,17.2065,43.0807,208.004,h
22.0591,0.0969,2.1131,0.7144,0.3943,13.1468,-6.2334,8.6781,15.507,118.7977,h
12.9833,11.1402,2.07,0.7489,0.4298,14.5524,-6.5901,10.5866,37.207,239.781,g
24.7867,22.2327,2.8319,0.2946,0.1583,-14.3863,20.5592,10.9994,39.2593,186.727,g
56.5527,24.1709,3.2038,0.1739,0.091,74.5033,56.3171,-17.2941,73.799,107.322,h
26.4332,15.5201,2.5441,0.4829,0.3271,-11.8765,-8.1889,-8.1366,5.3365,147.446,g
27.1078,7.8451,2.3943,0.5835,0.2667,-38.4505,0.2753,-3.1016,76.2698,152.0178,h
127.2402,44.4331,3.1192,0.3204,0.1692,-155.0594,-91.3872,23.6277,14.3886,294.7239,h
178.856,83.4298,3.5877,0.1799,0.1009,174.53,119.454,-32.9901,85.7578,320.93,h
34.7405,11.5225,2.5581,0.4426,0.2697,22.4653,20.7494,-10.5547,12.6698,128.282,g
27.3166,17.9594,2.6794,0.3515,0.181,40.4454,-3.289,-15.8194,19.206,176.354,g
143.47,54.3127,3.7465,0.0886,0.0453,-204.767,-40.2249,36.2939,2.037,282.608,h
32.0237,12.6492,2.4298,0.4796,0.3364,-25.3114,-23.6305,-5.1363,20.2901,206.641,g
88.4059,27.0876,3.4214,0.1917,0.0998,-112.678,63.3567,-18.634,3.617,308.513,g
17.7494,14.6272,2.3551,0.5475,0.3775,5.5857,-15.3609,6.7395,28.6886,239.057,h
129.588,17.3475,2.8963,0.367,0.2356,-55.0224,-126.579,-4.9852,12.489,52.9832,h
71.6524,29.8215,2.857,0.1718,0.1214,-32.8875,57.5237,-18.7872,45.1009,42.9246,h
131.0715,60.9879,3.2783,0.1042,0.0897,35.9373,110.7311,-47.8311,84.4635,154.8328,h
47.8518,9.567,2.6053,0.3375,0.1749,-29.4725,20.6754,6.0732,87.7844,260.09,h
190.003,57.3551,3.5334,0.1107,0.0572,-173.461,-93.0602,-54.503,75.7876,243.901,h
190.585,52.0182,3.3878,0.1801,0.0956,-113.913,-136.932,45.3605,34.157,245.866,h
24.3333,12.4349,2.4793,0.5572,0.3035,-8.9321,10.2837,-11.5973,66.376,27.2822,h
21.4431,9.4953,2.2742,0.633,0.359,0.937,-13.1833,8.7253,29.712,162.037,g
26.8118,18.7489,2.6968,0.4342,0.2503,1.7584,27.1792,-8.881,36.997,168.176,g
39.617,17.3085,2.7423,0.2932,0.1529,18.1858,32.7001,-10.3823,9.772,135.875,g
149.545,35.5752,3.3561,0.1735,0.0887,-54.0293,107.078,30.6711,51.0768,291.401,h
16.7566,11.3063,2.3766,0.584,0.355,0.0,0.1543,6.7419,48.504,117.636,h
28.4173,16.629,2.4378,0.4161,0.2391,-43.4761,21.6841,13.6299,22.022,220.006,g
13.1584,10.7054,2.2135,0.7768,0.4557,13.8929,2.6508,-11.0701,63.0,92.5548,g
65.1269,15.2743,2.7992,0.3013,0.1779,31.3815,46.7013,14.2458,72.0462,129.1727,h
87.1697,38.9333,3.0953,0.1638,0.0911,83.1497,74.4686,39.114,26.8614,198.429,g
25.8446,16.9194,2.4133,0.4749,0.2568,17.3844,-18.1547,14.7409,2.3506,204.487,g
72.3238,30.9529,3.466,0.1549,0.0857,-19.4578,46.0447,19.4583,10.7066,221.358,g
22.1571,14.7328,2.48,0.4536,0.2732,-25.637,-13.4367,-3.9279,57.7866,185.137,g
90.7088,11.0098,2.541,0.377,0.1885,-63.8226,-79.2581,6.1829,19.578,46.6216,h
42.5159,10.6929,2.7024,0.4742,0.2629,44.8754,40.5346,9.3207,85.3938,217.612,h
19.1023,15.2928,2.4914,0.4774,0.2952,-3.7103,10.762,-8.7623,55.833,105.548,g
19.3013,12.7265,2.3664,0.486,0.286,-0.1253,-1.3205,9.4365,79.7947,89.5562,h
173.943,55.7884,3.1599,0.2457,0.1484,121.629,145.672,57.0811,54.566,128.882,h
118.287,14.0713,2.8814,0.3548,0.2043,-74.6136,-60.399,11.9614,0.0349,266.558,g
96.4553,33.856,4.0044,0.1104,0.0553,71.2174,78.5425,21.8686,1.7133,281.189,g
133.529,85.5088,3.8569,0.0822,0.0422,15.0008,75.7476,-35.4189,87.3269,382.337,h
84.1012,35.2129,3.6415,0.1826,0.1051,-39.9315,58.3392,28.2555,10.0766,324.815,h
44.7661,19.7337,2.8092,0.3801,0.2242,30.5613,50.1993,9.2919,77.6086,229.451,h
17.8493,10.6739,2.3483,0.5964,0.3296,1.708,-7.3693,-6.3162,84.3741,243.575,h
108.611,47.9986,3.5237,0.159,0.09,-9.5206,-95.68,-16.1697,17.233,341.987,h
26.4076,14.7294,2.6915,0.3906,0.2106,13.517,-7.4281,-4.8817,4.7804,170.996,g
22.0774,9.6995,2.601,0.619,0.317,21.5306,14.4567,7.7992,20.4406,182.617,h
77.192,16.2878,2.9845,0.2808,0.1404,89.3915,64.4648,-7.8153,8.446,254.59,g
37.8325,20.1834,2.5587,0.6906,0.4489,8.6316,-29.3001,-21.6315,64.525,379.307,g
29.9448,10.7167,2.4338,0.5562,0.3223,36.6631,-7.77,-7.6601,79.772,185.495,h
28.9692,12.7046,2.5916,0.3713,0.1857,22.422,19.056,-9.3522,6.8788,68.7253,g
43.2905,12.3187,2.4556,0.3222,0.1629,-68.2391,23.8963,-11.9421,50.8834,186.789,h
93.8895,46.4801,3.5995,0.2615,0.1701,14.5211,49.1538,-42.82,15.2121,341.5698,h
29.0865,6.6934,2.2041,0.5188,0.2594,38.7475,8.445,-2.4604,28.4635,142.266,g
28.1608,24.4385,2.9996,0.2613,0.1637,12.8199,19.821,-17.0894,9.4205,65.1213,g
127.244,27.7107,3.3516,0.2185,0.1239,-157.148,-44.9143,18.9351,44.96,300.746,h
32.8139,17.2568,2.7589,0.3066,0.1699,8.5203,-21.3164,-13.0407,55.4077,194.617,h
27.4635,25.4862,2.8435,0.2509,0.1269,-25.3273,-24.3228,4.1052,38.2583,68.392,h
52.1224,25.8186,3.0477,0.181,0.0909,9.074,30.958,-14.5472,8.6796,136.9,g
51.3789,19.0995,2.702,0.3098,0.1698,-35.7317,-40.116,-16.2932,22.1294,231.842,h
104.3803,31.0864,3.8976,0.1242,0.0593,98.0647,96.8727,-28.5195,68.7094,261.3684,h
70.2081,45.9078,3.0189,0.4385,0.2772,-52.152,-40.9929,-35.5136,37.4091,347.0811,h
24.1471,15.3465,2.415,0.4077,0.2058,10.1479,8.0118,12.3829,13.717,171.925,g
112.569,49.6183,4.2261,0.0774,0.0407,129.86,82.8447,-20.7786,1.064,288.644,g
52.0233,29.4855,2.9985,0.3057,0.1895,-58.6313,-21.0838,-12.5173,2.1899,266.2687,h
12.5842,9.1948,2.3493,0.8143,0.6242,9.7645,10.0743,3.9707,35.09,204.587,g
96.1947,22.6252,2.9131,0.1736,0.113,-110.4394,54.241,-11.0428,52.8841,97.4196,h
30.8252,10.7739,2.404,0.4852,0.2623,-40.6069,-16.8903,-11.7654,3.2586,229.629,g
144.0407,41.1747,3.4371,0.1796,0.1163,-132.7411,-94.3278,-33.2305,82.1899,299.0168,h
40.1211,15.5597,2.85,0.3136,0.166,40.0768,30.0931,9.7267,9.8871,197.388,g
17.1822,15.8933,2.4093,0.6648,0.3864,-16.4698,-3.1572,-3.9904,66.9122,61.0713,h
58.5745,24.7993,2.9375,0.2344,0.1461,-44.9389,9.9657,-16.3369,3.3292,212.151,h
33.2105,14.3545,2.5575,0.3601,0.2064,19.7393,17.8089,-8.3054,7.777,199.223,h
232.6742,83.883,3.4966,0.1553,0.1197,-248.6159,-196.129,39.3852,66.4043,254.3488,h
180.9538,51.4932,3.5246,0.1272,0.06,78.761,98.1494,-38.3703,11.915,130.982,h
150.9752,21.2791,2.7031,0.3083,0.1876,-82.9582,-144.8908,-13.0142,15.107,56.5376,h
13.3126,10.5973,2.3608,0.7887,0.4161,14.6286,3.4081,11.845,10.9867,150.746,h
150.395,53.5461,3.4358,0.1239,0.0717,-120.156,-78.5395,-21.5853,14.623,270.337,h
61.2527,23.0284,2.7328,0.2479,0.1341,50.6707,53.2724,-11.8298,24.24,257.389,g
51.2645,17.2589,2.7675,0.3126,0.199,72.9373,-16.6252,-11.2867,7.901,240.107,g
98.5903,23.9551,3.0894,0.1669,0.0916,92.2141,98.9695,15.6326,0.1561,250.684,g
20.8382,10.2682,2.3404,0.621,0.3356,4.0453,-15.9238,-2.923,86.8812,222.986,h
28.2715,16.1011,2.4533,0.4824,0.2447,20.5259,25.1783,-11.3735,40.2475,217.188,h
93.3517,15.7921,2.5888,0.4009,0.1972,-63.6609,-78.6656,-14.3537,61.2864,86.0739,h
29.7042,11.2777,2.4637,0.5161,0.2508,-22.288,8.2818,7.0397,68.3405,56.2697,h
24.5434,15.9465,2.3191,0.4892,0.3046,7.1094,15.2248,-10.296,61.886,152.957,g
26.181,16.3281,2.4014,0.4246,0.248,13.7201,-18.7301,10.3779,38.3827,166.668,g
27.4623,14.5438,2.6972,0.4076,0.2139,-7.2916,15.9895,-10.396,14.4566,199.615,h
34.6492,14.9269,2.5434,0.4006,0.2246,19.0188,16.9082,13.6121,34.9593,242.353,g
26.9187,8.1612,2.2601,0.6264,0.3874,-14.2611,-20.1555,-6.4586,76.9508,186.649,g
86.9004,23.8869,3.4157,0.3409,0.1887,-22.8017,-59.6391,9.4467,1.2007,358.277,g
22.1614,15.3687,2.7987,0.2914,0.1358,11.4247,-10.3657,-20.4911,13.592,141.7225,h
79.4951,21.6109,3.123,0.2282,0.1337,46.012,86.586,15.5537,0.3713,290.988,g
12.8808,11.3572,2.0588,0.7336,0.4148,14.9587,-7.7403,10.1907,28.493,90.5869,g
111.3448,22.4878,2.9761,0.3863,0.2071,-109.1883,-81.0276,7.2081,18.4264,290.5854,h
39.5959,10.0684,2.6522,0.3608,0.2105,9.2056,20.3348,7.1365,75.672,107.872,h
79.8937,26.1386,3.271,0.2282,0.1428,-62.0345,56.62,-19.249,34.986,290.431,h
126.397,56.7218,3.2597,0.1232,0.0619,79.3009,115.737,-38.7469,4.2599,32.8647,h
22.8438,13.2898,2.4005,0.4652,0.2366,-21.6476,-14.8561,-5.9265,61.7921,158.387,g
92.9209,24.2387,3.1473,0.3251,0.1928,1.5516,59.639,16.4618,48.2513,341.8071,h
61.9045,35.1266,2.8904,0.1493,0.0765,46.5687,47.4556,-20.9033,17.4836,276.5422,h
29.8353,11.3519,2.4449,0.489,0.2948,9.9236,-9.0429,16.279,17.1944,230.5486,h
236.35,39.6522,3.6827,0.0949,0.0481,-225.291,-111.583,-21.9604,74.249,211.289,h
19.7315,7.3964,2.2589,0.7328,0.4215,-1.3323,7.4065,-4.9944,10.1245,184.334,g
54.3778,15.8934,2.7239,0.389,0.2162,-87.2537,44.6409,13.3562,7.6374,243.857,g
50.8677,16.8387,3.0874,0.2527,0.1353,17.3667,47.7154,9.487,9.6532,250.947,g
53.9798,12.9846,2.9138,0.2829,0.1457,13.4931,37.3264,2.7799,18.3269,148.5,h
60.2085,12.6926,3.0844,0.2528,0.1272,55.8285,33.2663,-9.2564,40.222,148.591,h
23.4414,10.3625,2.7218,0.5598,0.3975,9.4621,14.4517,-7.9135,74.136,139.489,h
33.6992,20.6143,2.6069,0.2991,0.152,8.3139,-24.4158,17.0315,22.229,220.931,g
97.31,27.2794,3.0054,0.3674,0.2573,-113.862,69.5471,13.74,75.2753,181.786,h
73.2887,21.4594,3.0646,0.2081,0.1063,-72.8481,-25.1149,12.6345,51.2316,308.8334,h
25.3624,20.271,2.6005,0.447,0.2403,-14.7557,-29.5837,12.0145,37.2179,149.4033,h
31.9966,15.2733,2.6385,0.4207,0.2195,7.5452,30.1338,8.9815,13.294,97.0932,g
34.1746,17.1788,2.485,0.3797,0.1948,17.4784,23.6221,12.934,0.9739,183.961,g
81.598,34.2727,2.9841,0.1961,0.1001,-38.9531,-84.6566,26.7127,44.9107,13.1108,h
170.825,43.6618,3.1109,0.2502,0.153,-276.601,161.781,34.6347,73.868,215.396,h
25.4719,20.6789,2.1683,0.5356,0.3184,-21.529,8.4876,-9.6268,85.9595,158.3338,h
16.7578,10.9846,2.5832,0.6371,0.393,-2.1684,5.9657,7.8156,88.4385,258.1,h
24.8266,19.6036,2.7903,0.3517,0.1807,-9.3369,12.2436,-9.8358,5.132,144.517,g
68.7237,16.5613,2.4548,0.4842,0.3211,-82.0595,34.2494,11.6484,29.572,253.907,g
30.1546,12.2569,2.6026,0.4769,0.2859,-0.2696,-20.3,-7.7299,55.521,168.61,h
43.1231,20.8528,2.896,0.2122,0.1061,67.8101,15.3768,-14.3248,10.922,145.513,g
30.0623,20.6802,2.9976,0.3007,0.1624,9.3778,25.2643,-4.6608,32.1731,111.015,g
56.4705,21.3708,3.0824,0.206,0.1146,-9.0486,54.0238,-12.4466,12.2597,184.893,g
21.4159,12.1067,2.6623,0.5049,0.3101,26.0936,10.7647,8.3197,12.174,157.288,h
34.8842,16.964,2.7701,0.3192,0.1604,-34.9758,-22.6911,11.5767,15.9453,122.241,g
20.5297,17.0656,2.5971,0.4627,0.3123,23.5395,13.3391,-11.899,9.1961,143.43,g
83.9521,46.2262,3.0986,0.1793,0.1032,84.2447,24.9876,-40.2171,63.5203,179.069,h
214.806,43.6493,3.2238,0.2037,0.1275,-144.483,-176.873,-25.9975,52.9093,275.151,h
76.8587,28.5152,2.8564,0.3034,0.1691,-2.287,-50.0302,17.7811,3.196,356.486,g
68.4086,25.0497,3.5108,0.2205,0.1146,69.7821,61.9179,-19.3912,5.9606,229.217,g
45.6239,17.151,3.0269,0.2481,0.1245,20.786,36.879,-8.153,6.262,150.746,g
24.4878,0.0,2.2683,0.7601,0.4879,22.5608,19.2194,0.0,12.595,238.295,g
108.138,54.8564,3.2102,0.1676,0.0903,-7.9373,-56.6559,-29.3564,7.212,322.644,h
26.0944,18.3299,2.6345,0.3643,0.1937,7.1925,11.2326,11.7357,13.429,164.053,g
35.1926,27.6832,3.2262,0.221,0.1322,23.6958,27.381,20.9731,10.685,84.5853,g
78.0948,30.7423,2.8269,0.2682,0.1613,52.8765,54.3601,20.9913,53.9914,283.0713,h
101.25,24.022,2.9696,0.2359,0.1206,-43.493,114.461,-6.8962,10.965,278.483,g
136.3993,61.6681,3.7336,0.1827,0.1218,-49.786,-149.4735,40.3996,42.8892,395.0967,h
36.939,18.2265,3.0943,0.3477,0.1767,13.7988,27.5274,13.6707,7.1492,197.201,g
110.6346,70.7311,3.4703,0.1646,0.1027,-177.3769,75.6716,-32.366,50.6682,374.7549,h
186.925,116.872,4.165,0.0682,0.0362,-145.119,-179.701,-97.705,49.6546,209.075,h
221.7887,190.5432,5.3233,0.0327,0.0003,-270.2782,-48.3586,-120.9143,84.9955,92.7104,h
17.0515,10.2826,2.6377,0.5338,0.4034,-4.282,-23.8679,4.4773,66.7769,116.8804,h
62.4082,25.2008,2.9146,0.2033,0.1041,4.1328,31.9218,-22.6444,6.2553,265.65,g
80.3275,29.9028,2.8218,0.2803,0.1485,51.7797,69.2532,-9.4345,12.6089,271.391,h
45.4661,13.4823,2.4412,0.5659,0.2899,45.6265,-1.2784,4.732,28.5203,147.306,h
33.306,10.6203,2.4133,0.4324,0.222,4.7813,-16.8419,-10.0063,9.49,190.421,h
22.8113,11.4933,2.5483,0.5922,0.3635,38.6888,33.2876,12.4094,7.8516,218.4869,h
55.1562,34.3023,3.0412,0.2592,0.1323,71.5225,41.4124,29.9018,28.876,277.293,h
21.9086,16.4167,2.4257,0.5441,0.2871,15.0344,18.7634,-13.2331,50.2519,129.789,g
87.7092,28.2261,3.2214,0.2823,0.1511,-94.4807,-69.33,22.3105,0.5537,422.435,g
30.9446,15.9522,2.8822,0.3751,0.1948,18.4557,-17.392,14.7736,4.834,183.768,g
73.9764,33.4965,3.5894,0.1624,0.0828,-57.1492,40.3656,17.0832,1.537,272.534,g
23.1772,16.8625,2.5359,0.3348,0.1703,17.8232,9.253,14.1707,89.276,194.358,h
24.5684,20.9799,2.6031,0.3641,0.2232,-13.7276,-19.7249,14.07,13.1428,168.471,g
48.3731,10.2014,2.8202,0.3495,0.1974,53.9471,34.6585,6.031,70.7993,236.524,h
13.1298,10.9426,2.1319,0.7675,0.417,14.6057,-3.9424,-11.6259,21.8775,67.1323,g
16.9771,10.9403,2.2553,0.6389,0.3639,3.4201,-7.8253,7.357,12.4336,187.589,g
45.102,20.0974,3.1647,0.193,0.0975,34.5486,31.4351,-8.0756,1.2698,171.526,g
21.6779,11.9886,2.4257,0.5553,0.3133,0.9616,-6.9223,-7.1028,17.768,79.6969,g
27.5031,4.0154,2.2861,0.6351,0.3678,7.5362,-5.2818,4.3336,65.6389,193.9021,h
45.3501,18.3376,2.8182,0.2781,0.174,30.5088,40.2406,9.6225,14.5462,237.883,g
178.8033,27.8186,2.8557,0.2507,0.1362,-127.0488,-157.9557,11.3951,53.59,162.059,h
32.8146,16.7002,2.4401,0.3593,0.1797,23.9193,21.9391,-6.4868,15.0767,148.192,g
25.7509,9.6259,2.6031,0.6026,0.3044,10.1173,26.1613,-8.4348,34.8822,205.8302,h
94.798,22.3755,2.933,0.3116,0.1604,125.887,-73.7973,-14.5003,52.436,82.7249,h
26.43,14.3591,2.4206,0.4514,0.2417,18.3731,19.4864,-14.3159,77.3034,233.2826,h
31.8025,12.3285,2.3502,0.3929,0.2076,-15.7609,-6.2242,-10.7083,9.822,228.486,g
24.2438,15.906,2.6006,0.389,0.2661,-15.787,36.2131,-9.9236,45.4182,250.9381,h
93.0962,39.7987,3.9481,0.1128,0.057,34.9875,101.462,-23.8583,3.5745,202.092,g
68.0256,11.6532,3.0809,0.3321,0.2123,-92.8597,-7.3949,-13.1525,38.7345,274.4498,h
40.0358,26.6272,3.187,0.2165,0.1284,-2.4894,-19.7872,-22.1493,0.636,156.184,g
85.8175,13.7655,3.2348,0.4462,0.2317,-60.6026,-52.6697,-4.854,10.4111,374.5664,h
120.64,61.3596,3.1862,0.1768,0.0845,24.5638,-75.6839,-42.4546,85.7317,220.0491,h
138.1812,45.1787,3.2573,0.2302,0.1455,-107.7693,-87.8549,35.2729,3.3289,302.2937,h
76.3866,33.6676,2.9965,0.2651,0.1739,34.5274,19.6201,-21.8353,10.377,377.974,g
18.317,12.618,2.5303,0.4827,0.3261,-2.9681,9.5771,-13.2887,48.4839,223.106,h
27.7783,8.95,2.7288,0.5453,0.3296,30.899,21.0537,-6.73,8.363,186.828,h
30.7323,9.4811,2.5224,0.4474,0.2538,-0.7,9.4379,-5.6796,85.6496,209.05,h
124.6926,65.8641,3.3985,0.1329,0.0647,-86.6787,-77.4508,-49.4824,21.0201,314.2006,h
107.246,62.9248,4.4209,0.0654,0.0331,-91.8615,80.1344,38.8656,2.5599,307.667,g
34.9205,15.9621,2.8457,0.3267,0.1762,15.8025,11.8249,11.9768,9.59,154.712,g
61.2087,14.9003,2.8794,0.4739,0.2673,-33.0401,-46.3746,14.3684,54.435,147.362,h
26.838,18.8744,2.6392,0.455,0.2968,-8.8152,32.569,-8.5199,42.4304,145.053,h
58.1262,12.2834,3.0451,0.2346,0.1568,38.5659,30.8514,9.8821,44.9114,124.2684,h
13.1053,10.5762,2.2266,0.7774,0.4837,-13.2998,-4.3241,-10.1826,10.381,183.961,g
16.278,7.867,2.2406,0.7934,0.5017,4.1144,-3.7571,-1.7059,80.935,236.0048,h
94.7737,27.0672,3.2785,0.1359,0.0724,15.2127,76.8148,-18.7604,5.0273,198.452,g
41.7791,10.5247,2.7105,0.4615,0.3087,46.0553,28.1884,6.9861,1.8949,204.743,g
81.8705,37.9568,3.9073,0.1015,0.0537,-65.4696,71.1468,20.7158,0.227,260.36,g
29.4466,20.3273,2.7404,0.28,0.1464,12.6439,-23.6698,15.1331,4.945,223.448,g
17.1942,15.5105,2.2695,0.6344,0.4005,-1.1558,-12.8796,14.946,64.1895,214.566,g
24.0872,0.0,2.081,0.7469,0.4191,-25.0209,-16.2725,0.0,37.3886,213.934,g
42.6463,15.7421,2.7612,0.2548,0.1291,-48.4286,22.9909,11.2601,5.392,167.227,g
41.8946,30.85,3.5714,0.1629,0.082,27.2532,31.829,-17.8155,33.757,109.631,g
24.845,19.3632,2.5221,0.4747,0.2546,26.2692,26.9326,-12.853,9.7727,163.8698,h
21.4807,6.7982,2.0663,0.721,0.4249,22.3517,13.5509,-6.412,38.6659,98.2402,h
30.2742,21.9387,2.7042,0.3419,0.1966,-8.0941,15.7571,11.8928,83.0842,68.9916,h
135.4248,84.6411,3.9081,0.1219,0.0616,-10.9997,125.1677,54.8488,80.726,275.5792,h
19.0658,9.7981,2.3424,0.6273,0.3614,-21.8739,-12.057,4.9351,86.4462,103.65,h
196.616,35.4795,2.7415,0.5458,0.2928,-165.239,-129.687,18.6369,53.798,328.558,h
41.9654,13.3986,2.7619,0.2976,0.167,47.5821,-9.4224,8.4213,7.1441,137.348,g
69.0913,25.5707,2.8512,0.3332,0.1614,89.0979,-47.9726,14.4056,5.7146,150.1662,h
25.9699,10.1946,2.4471,0.5461,0.3449,7.9383,26.875,-8.3163,19.9874,177.1551,h
78.3645,32.9876,3.1396,0.1646,0.077,-36.2016,15.4703,26.3469,34.7235,153.3301,h
92.3969,32.0819,3.6056,0.2118,0.1154,-1.3479,-15.8949,-20.5296,2.9756,340.26,g
123.62,27.3891,3.2591,0.1883,0.0961,-91.0451,-99.2858,-29.103,25.569,128.876,h
27.4892,17.1467,2.6537,0.3307,0.192,8.8137,19.2408,9.6552,12.0123,98.0992,h
17.3467,1.952,2.3052,0.7498,0.4966,13.9589,1.6008,2.3021,79.9591,73.5629,h
