V1,V2,V3,V4,V5,target
0.010691,1.353074,0.536049,0.106661,-0.405605,2
-1.782319,-0.911734,-0.646438,-0.315162,-0.278753,1
-0.575283,-0.580046,-0.030685,1.222675,-1.312782,2
0.126218,1.453761,0.296723,0.501769,-0.556541,2
-0.736594,0.178394,0.39405,0.314114,-0.136583,1
2.398919,-1.078165,-0.530411,-0.315302,-0.268213,1
-0.533215,1.343345,0.283475,-1.321734,2.13804,1
0.082699,1.174097,-1.339812,-0.693742,0.252481,1
0.004047,-0.253903,1.22804,0.914087,2.252438,2
-0.636173,1.677036,-1.280891,0.083369,2.416678,1
-0.813852,-0.882786,0.128021,-1.376816,-0.136583,2
-0.369087,1.070026,0.086684,-0.81839,-0.410864,1
1.325055,0.208287,-1.127378,-0.209858,-0.314575,1
-0.707796,-1.103477,-0.183445,1.50923,1.927207,2
-0.35814,-0.907072,1.15307,0.873034,-0.825719,2
-0.610067,0.733833,0.404543,0.554351,-0.890874,1
-0.426088,0.283405,1.021855,0.703282,1.581013,2
-0.798261,-0.906595,0.233015,-1.201625,0.980102,2
-0.819683,-0.858875,0.388928,2.381763,-0.136583,1
1.478805,-0.689695,-0.934593,-0.402729,-0.024455,1
-0.706946,-0.602279,0.151961,-0.007268,1.966069,2
-0.69162,-0.478209,-0.249247,1.772534,-1.97432,2
-0.628627,-0.655358,0.184542,0.945674,-0.136583,2
-0.52682,-0.000747,0.893385,1.468039,-0.136583,2
-0.258721,-0.148599,1.221373,-1.255139,-0.538543,2
-0.811357,-0.507059,-0.312975,0.995201,-0.136583,2
2.690419,-1.113869,0.703009,-0.935657,-0.362721,1
0.325149,0.005974,1.764158,-1.108892,-0.518721,2
-0.397409,1.005424,-1.320795,-0.739838,-0.338012,1
-0.148598,-0.09362,0.972321,0.356139,-0.525769,1
-0.699203,-0.40703,0.190209,-1.192703,1.396757,2
0.986928,0.720285,-1.147097,-0.295132,0.064494,1
-1.113484,-0.788898,-2.048368,-1.339265,-1.081529,2
-0.683971,1.607722,-0.084026,1.504321,-0.974395,1
-1.09157,-0.895082,0.03823,1.687842,-1.483971,2
2.040448,-1.755186,-0.609716,-0.328297,-0.366232,1
-0.67031,-0.167399,1.089132,-1.222718,-0.136583,1
-0.430467,1.268885,0.627466,1.270307,-0.751298,2
-0.445216,0.206618,-0.283926,-0.120235,-0.136583,1
-0.723246,-0.728163,0.285798,0.341657,2.142157,2
-0.286156,-0.398657,1.024308,0.478152,0.708955,1
-0.753764,-0.428437,1.600105,-1.558171,-0.901908,1
0.727277,0.815437,-0.070413,0.201662,-0.136583,2
-0.603048,0.793441,0.974288,0.371867,-0.68334,1
1.210502,-0.588187,-0.680843,-0.325777,-0.443627,1
-0.18719,0.305037,0.652049,0.851039,1.863415,2
2.51757,-1.088038,-0.655214,-0.59185,-0.039552,1
-0.329329,2.366978,-1.479266,-0.885482,-0.754818,1
-0.768716,-1.092154,-0.159123,1.399391,-1.653223,2
-1.086062,-2.062892,-1.746453,-1.52785,-0.933145,2
-0.301463,-0.215621,0.162396,1.689236,2.763191,2
2.587429,0.146246,-1.112265,0.366489,-0.44753,1
-0.623155,-0.187198,1.952157,-1.499808,0.617667,1
1.479003,-0.688379,-0.666384,-0.256432,-0.376117,1
-1.021568,-1.779541,-1.310705,-1.697733,-0.136583,2
0.377854,0.700909,-1.31112,-0.705226,-0.320502,1
-0.751417,-0.94715,0.222095,1.634322,-1.181536,1
-0.812705,-0.839516,-0.29259,0.087557,2.506911,2
-0.629984,0.959881,0.082661,1.236297,-0.855417,2
-0.696646,0.155928,1.155382,-1.272671,-0.59855,1
-0.756636,-0.622741,0.425722,1.952552,-1.463948,2
-0.739412,-0.654787,0.102018,1.831841,-0.136583,2
0.286312,0.84097,-1.203281,-0.228247,0.08212,1
-0.587692,-0.27053,0.66359,1.959809,-0.136583,2
-0.057821,1.096076,1.13577,0.149898,-0.473528,2
0.239592,1.3462,-1.371981,-0.176056,0.618579,1
0.01122,0.680652,-1.23849,-0.198846,-0.604686,1
-0.854454,-1.023839,-0.112338,0.252265,-0.927937,1
1.048309,-0.77396,-0.938502,-0.389462,-0.017796,1
2.600309,-1.057687,0.44125,-0.778645,-0.314206,1
-0.57121,-0.707909,0.079709,2.157755,2.954393,2
-0.478384,-0.817528,0.996829,0.988535,-1.721828,2
-0.854115,-1.063981,-0.043878,1.255856,-0.862948,1
0.485793,0.854483,1.156938,-0.978097,-0.426009,2
-0.432782,-0.271058,1.286359,-1.459677,-0.841255,1
0.38384,-0.175413,-1.014683,-0.600435,-0.218482,1
-0.258525,-0.148223,1.221957,-1.255706,-0.538656,2
-0.524636,0.283687,1.308997,-1.076458,-0.625653,1
-0.367535,-0.52425,1.165734,0.468248,2.638091,2
-0.413918,2.094387,-1.417785,-0.804997,-0.397492,1
3.122102,0.25289,-1.022822,-0.557663,-0.192987,1
-0.299376,-0.283431,0.953336,-1.039996,1.45772,2
-0.033149,1.323993,-1.261445,-0.198704,0.148284,1
-0.53478,1.528903,-1.551961,-1.214274,2.241094,1
-0.802661,-0.746857,0.246663,2.174038,-1.513972,2
-0.803861,-0.340747,-0.062577,1.612854,-1.889421,2
0.763319,0.765969,0.889441,-0.841156,-0.349909,2
-0.189601,2.394085,-1.425312,0.406458,0.519358,2
-0.716477,-0.989572,-0.064295,1.788064,2.795087,2
0.246113,0.16843,0.689459,-1.014188,1.801377,2
-0.694811,-0.966466,-0.26399,1.014372,2.793523,2
0.134145,2.067209,-1.349052,-0.208018,0.873025,1
0.488925,0.743668,-0.194372,0.396861,1.150834,1
-0.170163,-0.778226,-0.123902,2.165061,-1.097057,2
-0.599265,0.444099,-0.226406,-0.172656,-0.323216,1
-0.592582,-0.896234,0.687643,1.628911,2.93134,2
0.600182,-0.233587,0.50964,0.89169,1.047475,1
-0.790326,-0.483668,1.606123,-1.383535,-1.113356,1
0.870593,-0.459862,0.578159,0.806634,0.835248,1
-0.044375,-0.010512,0.030989,-0.019379,1.281061,2
-0.716686,-0.859901,-0.386859,1.582899,-1.377785,2
-0.3237,1.041403,-1.433166,-0.786542,-0.38078,2
0.23894,1.344332,-1.371681,-0.176578,0.618166,1
-0.773733,-0.540061,0.810332,1.503066,-0.136583,1
1.983724,-0.919849,-0.61855,-0.317512,-0.225673,1
0.022769,0.051235,0.76417,-1.013372,-0.379871,2
0.224127,1.782998,0.311365,0.094683,-0.428909,2
-0.556026,-0.042214,0.938759,1.113225,-0.136583,2
-0.811407,-0.81941,0.175622,-0.500597,-0.136583,2
0.11839,0.492133,-0.222779,0.337985,-0.136583,2
-1.038086,-0.702788,0.399248,1.063836,1.183483,2
-0.394273,-0.708149,1.279443,1.377434,2.220316,2
-0.666382,-0.817772,0.003949,1.469093,-1.806564,2
-0.743413,-0.915945,1.154615,-1.661641,-0.809268,2
-0.488319,-0.437161,1.085739,0.907873,-1.380725,2
-0.543042,-0.507243,0.597815,0.737636,-0.957578,2
0.058963,-0.241272,-0.036917,0.215537,1.341036,2
-0.618987,-0.315844,0.865733,0.634457,-0.136583,2
-1.087318,-0.751443,0.148074,1.651108,-1.574203,2
-0.498776,-0.415863,-0.081601,0.738882,-0.136583,2
-0.867698,-1.118149,-0.442616,-1.246209,-0.136583,1
-0.354559,1.195635,-1.419858,-0.738447,0.092904,1
-0.741555,-0.54324,0.669738,1.665985,-1.24694,2
-0.846216,-1.041877,-0.331471,0.226738,-0.136583,2
0.460371,0.644391,1.313276,-1.000308,-0.415207,2
2.678005,-1.793329,-0.935565,-0.587288,-0.239095,1
-0.338857,0.48412,1.057374,0.833149,-0.552546,2
0.682012,1.721263,-1.309795,0.031007,0.383553,1
-0.654842,-0.27033,1.48847,1.081036,-0.136583,2
0.634151,0.801972,-1.194356,-0.662332,-0.26732,1
-0.082762,-0.115616,0.035915,0.624416,1.289671,2
-0.476777,-0.293207,1.360551,-1.197573,-0.608079,1
-0.451212,1.607793,1.228451,-1.088791,-0.474056,2
-0.609665,-0.396874,0.389793,0.777947,-0.136583,2
-0.704448,-0.882505,-0.145021,0.662924,-0.136583,2
-0.814761,-0.530813,0.572011,1.711407,-0.136583,1
0.078529,0.347572,1.670904,-1.203851,-0.532336,2
2.298887,-1.143646,0.560546,-0.894865,0.378274,1
-0.51571,0.083207,1.381461,0.525759,1.546928,2
0.548758,1.79939,-1.304911,-0.834451,-0.432566,1
0.753618,0.383739,-0.350797,1.220277,-0.898857,1
-1.181339,-0.476052,0.979205,-1.479042,-0.965771,2
-0.257462,0.394631,1.482819,0.384751,-0.582842,2
-0.285792,-0.339419,0.389663,0.956333,2.993829,2
-0.642138,0.087108,2.29631,-1.440145,-0.136583,1
0.360981,-0.035434,-1.068478,-0.612112,-0.234148,1
-1.206925,-0.547061,-1.387252,1.48618,-1.470645,2
-0.324704,2.215472,-1.545313,-0.828575,-0.136583,1
0.859752,0.682673,-1.076793,-0.64608,0.030245,1
-0.767287,-0.775198,0.808365,0.62023,-0.939742,2
0.19023,1.030558,-1.26192,-0.690543,-0.319005,1
0.455399,0.649185,0.141903,0.08095,0.385706,1
-0.44893,1.905093,0.194435,0.315874,-0.536731,2
-0.837813,-0.924827,0.323456,2.004904,-1.493307,1
-0.568752,-0.11262,1.236566,1.374031,1.803723,2
-0.659119,-0.914319,0.385579,-1.764678,3.92366,2
-0.089359,2.092308,-1.335776,-0.74084,0.191019,1
2.939088,-1.807899,-0.936601,-0.40359,-0.226508,1
-0.659882,-0.746566,0.988725,-1.342446,3.583523,2
1.143228,-0.476248,0.635279,0.565924,0.774958,1
-0.213817,2.109439,0.033856,-0.111589,0.212913,1
-0.441786,-0.623307,0.088654,1.324027,-1.864983,2
-0.812016,-0.877737,0.068569,1.61195,-0.136583,2
-0.384733,1.980094,-0.121931,0.478075,1.176042,2
-0.188678,0.592256,-0.286907,-0.717171,-0.136583,1
-1.081158,-0.221238,1.278201,-1.282614,-0.815034,1
0.084955,0.322803,-1.136161,-0.649363,-0.257086,1
-0.825164,-0.554121,1.063263,-1.43109,0.617216,1
-0.678124,-0.28799,1.681796,-1.567019,-0.136583,1
-0.167996,2.135454,0.1478,-0.051225,0.239834,1
-0.052737,-0.254737,1.406616,-1.319194,1.246686,2
-0.846319,-0.993952,-0.084373,-0.500597,-0.136583,2
-0.52559,0.515645,0.049339,-0.03364,-0.136583,1
-0.200134,-0.468402,1.070546,0.745727,2.333637,2
0.502573,-0.3697,-1.020323,-0.383481,-0.136583,1
-0.675077,-0.59388,-1.87683,1.894049,-0.136583,2
-0.357568,-0.456679,-2.231332,0.314,-0.699106,2
-1.17574,-2.493172,-1.82825,-1.224791,-0.652419,1
-0.527475,0.03952,0.134862,0.527339,0.634548,2
0.813334,-0.08509,-0.346488,-0.189641,-0.449089,1
-0.084287,-0.269613,0.628514,-1.753584,2.855161,2
-0.619906,-0.519993,0.397789,0.80588,0.478145,2
2.797251,-0.880493,-0.989845,-0.300261,-0.241311,1
-0.868076,-1.087595,-0.37176,-1.595536,3.992785,1
0.108288,-0.466953,-0.998307,-0.402194,0.048633,1
-0.58649,-0.156424,0.294659,0.98168,2.327904,2
-0.475515,-0.249967,-0.103985,0.732215,-0.713348,2
-0.421481,-0.263468,0.325769,0.554497,-0.136583,2
1.486106,-0.703172,-0.923869,-0.415625,-0.206496,1
1.002334,1.273315,-1.190755,-0.674093,0.097898,1
-0.415991,1.034059,-1.24575,-0.706425,-0.290618,1
0.787971,1.024483,-1.211191,-0.873926,1.158739,1
-1.059137,-0.875378,0.107787,0.461345,0.980304,2
-0.097112,-0.597852,1.150876,2.237337,-1.096298,2
-0.818107,-0.917589,-0.002874,-0.500597,-0.136583,2
-0.650932,-0.721426,0.004264,0.982295,-0.136583,1
-0.222265,0.371225,-1.134545,-0.314916,-0.251082,1
-0.353266,0.814826,0.474327,-0.934306,-0.441997,1
-0.718966,-0.689393,0.019598,1.997183,-1.368124,1
-0.168276,-0.09993,1.030273,0.279744,-0.492147,1
-0.433926,-0.786314,1.386917,0.609146,1.020686,2
-0.64385,-0.917078,1.304383,0.755411,0.90932,2
-0.534534,0.831065,-0.050492,-0.099852,-0.451924,1
-0.247376,-0.790792,0.975163,0.852922,-0.822148,2
-0.133206,0.428507,1.091088,0.410857,1.945535,2
-0.327218,-0.182498,0.881661,-1.139343,-0.60129,2
1.258689,-0.49689,-0.466162,-0.61118,-0.217594,1
0.107744,0.181297,1.185617,0.843895,-0.831672,2
0.077283,-1.093527,1.169819,0.442611,0.536115,2
1.968667,-1.734408,-0.596408,-0.301423,-0.295964,1
1.187316,-0.615846,-0.601909,-0.320811,-0.26767,1
-0.489377,2.254306,-1.376646,-0.76671,-0.382232,1
-0.420529,-0.573944,-0.256409,0.932806,1.596287,2
-0.805781,-0.983719,0.191357,1.953142,-1.518075,2
-0.851995,-1.124144,-0.497534,0.170726,-0.136583,1
3.074148,-0.917316,-0.971787,-0.364714,-0.007413,1
-0.066025,0.181943,0.776672,-0.876452,-0.679628,2
0.293369,-0.377053,0.00486,-0.066711,0.245231,1
2.021711,-1.763551,-0.601145,-0.264793,-0.301443,1
0.233956,-0.768029,1.192716,1.267959,1.176025,2
-0.198629,-0.592733,1.255789,1.087263,-1.053591,2
-0.273819,0.631396,0.910199,1.29642,-0.722916,2
-1.241864,-0.863601,0.394699,1.928084,-1.833689,2
-0.72679,-0.946156,0.003551,0.394455,1.115094,2
-0.777758,-0.72519,0.74486,1.1073,-1.38102,2
-0.700336,-1.090649,-0.320386,0.892908,3.068566,2
-0.737823,-0.602202,0.589592,1.92772,-1.494926,2
0.062872,0.511298,0.838125,-1.153184,-0.496887,2
-0.61959,-0.85467,-0.074209,1.862813,-0.136583,2
-0.870106,-1.037673,-0.116916,1.922032,-1.141022,2
-0.312925,0.789317,-1.347032,-0.760799,-0.358651,1
-0.168385,1.22293,0.222454,-0.104855,-0.415888,1
-0.584468,-0.294464,1.899814,-1.284678,0.693874,2
1.342709,1.576173,-1.269996,-0.120446,0.211617,1
-0.068255,-0.26946,0.883152,0.616945,-1.305491,2
-0.632336,-0.417139,1.372189,1.500693,-0.136583,1
-0.585373,-0.750885,0.508927,-1.15053,-0.136583,2
2.441575,-0.845564,-0.962421,-0.344193,-0.240143,1
-0.750495,-0.625208,1.099365,0.945699,-1.226677,2
-0.333088,1.553507,-1.469661,-0.785612,-0.351059,1
0.164971,0.156645,0.487056,0.097531,2.082448,2
-0.676823,0.83009,-0.050224,-0.030108,-0.136583,1
3.828575,-0.766269,-0.941616,-0.559184,-0.194491,1
0.753956,-0.393533,-1.011846,-0.592087,-0.004354,1
-0.779074,-1.019628,0.014432,2.274335,-1.341061,2
1.780599,-1.147295,-0.671986,-0.29518,-0.249129,1
-0.362483,2.153725,0.297155,0.369703,-0.57988,2
-0.72097,-0.254925,-0.174105,0.818723,-0.136583,2
-0.304321,2.246151,-1.594833,-0.853057,0.206473,1
-0.783434,-0.825049,0.165829,1.817467,-0.933739,2
-0.360683,0.758637,0.435545,-0.888763,-0.610287,2
-0.861735,-1.134381,0.127383,-0.916981,-0.864319,2
-0.686571,-0.947917,-0.261074,1.343951,1.681038,1
-0.256329,2.112529,0.181303,0.240521,-0.579193,2
-0.616688,0.543646,0.263711,2.065379,-1.115196,1
-0.628525,1.059898,0.086902,0.855809,-0.78827,2
-0.628988,-0.783497,-0.037786,1.050566,-0.136583,1
-0.46343,-0.805472,1.091628,1.1824,1.773112,2
2.349031,-0.794867,-0.968695,-0.276735,0.047608,1
-0.420838,-0.151959,-0.314899,-1.180491,2.070322,2
-0.581783,-0.102597,0.206455,1.797856,-1.476598,2
-0.123155,1.679104,0.759772,-1.050783,-0.481977,1
-0.502384,1.537233,-1.289894,-0.82755,-0.356922,1
-0.744585,-0.680717,0.171168,1.787675,-1.495969,2
1.671578,0.273088,0.140907,0.283032,-0.45736,1
-0.253056,-0.213565,0.683364,-1.229466,2.440878,2
-0.733925,-0.852255,-0.164535,1.952916,1.578719,1
0.678461,1.705706,0.041045,-0.76999,-0.369839,1
-0.610199,-0.343796,0.85938,-1.075465,0.558229,2
-0.025939,-0.011569,0.747248,-1.066893,-0.437239,2
0.999458,0.629751,-1.235723,-0.837728,1.476582,1
-0.745755,-0.952335,0.543635,1.742065,-1.23233,1
-0.84989,-1.101314,-0.187535,0.154083,-0.655951,2
-0.688566,-0.240896,-0.492776,0.101285,0.811225,1
-0.087219,0.289574,0.156261,0.047661,0.26484,1
-0.610891,-0.216702,-0.020165,0.893987,-1.534247,2
-0.681099,-0.096945,0.133092,0.395262,-0.136583,2
-0.492591,0.144801,1.036119,0.89857,-0.922247,2
-0.657048,-0.260354,-0.235613,0.46844,-0.136583,2
-1.090767,-0.750612,0.753224,0.690544,-0.136583,2
2.367931,-1.769914,-0.938387,-0.578575,-0.217096,1
-0.631414,-0.533515,0.578948,0.302972,-0.136583,2
-0.557748,-0.699126,1.522876,1.014598,2.925954,2
-0.523027,-0.905953,0.973283,2.834715,-1.499968,2
1.301124,1.255737,-1.282438,-0.686422,-0.298188,2
-0.679626,-0.150279,-0.198777,1.907218,-0.136583,2
-1.041685,-1.078025,-0.187047,0.787927,-0.136583,2
-0.794683,-1.164486,-0.383194,0.750402,2.88023,1
-0.618925,-0.441055,0.132349,0.556058,-0.136583,2
-0.483921,0.639844,0.436139,0.146746,-0.533804,1
1.647903,-0.838128,-0.641685,-0.382438,-0.01718,1
0.16288,1.225292,0.467054,-0.037008,-0.442299,2
-0.5082,0.725126,-0.083589,-0.116188,-0.136583,1
-0.557911,0.632618,1.770555,-1.319415,-0.638726,1
-0.227342,1.552015,-1.476898,-0.797648,-0.367431,1
-0.604503,-0.63881,0.017695,2.300775,-2.131698,2
-0.654719,-1.106193,-0.166903,2.292012,-1.516792,1
-0.772492,0.088835,0.424685,0.197324,-0.509187,1
-0.320112,0.966085,0.150735,0.255995,-0.839273,2
-0.491888,-0.225491,1.098122,1.166218,1.765989,2
-0.425225,-0.316384,0.569331,0.545192,3.422358,2
-0.283074,-0.832066,1.291351,0.959484,2.626261,2
-0.426596,-0.303089,1.601855,-1.137807,-0.501882,1
-0.012536,0.716431,1.354986,-1.168905,-0.136583,1
-0.661458,-0.921627,-0.148304,1.14485,3.374844,2
-0.164947,0.180768,-0.48463,-0.2566,-0.381942,1
1.643082,-0.905945,-0.710213,-0.373075,-0.212502,1
-0.642242,0.80995,0.274517,0.206292,-0.136583,1
-0.265747,-0.162346,0.785554,-1.325783,2.825159,2
-0.44121,-0.330898,2.124422,1.119478,-0.854611,1
-0.630368,0.436262,1.179403,0.948951,-0.794372,2
-0.122266,0.260727,-1.213326,-0.256918,-0.516176,1
-0.099273,1.277897,0.378987,-0.934664,-0.432057,1
-0.406021,-0.730381,1.088321,0.991899,2.42731,2
0.849923,1.305193,-1.216688,-0.230948,0.898017,1
0.394449,1.330068,0.586015,-0.812236,-0.360047,2
-0.377386,1.108837,-1.23704,-0.696149,-0.289665,1
-0.375615,1.101963,0.454401,0.008204,-0.475076,1
-0.654845,-1.106432,-0.167056,2.29166,-1.516672,1
-0.528098,-0.86048,1.793766,0.651716,1.527291,2
0.019325,0.169347,-1.107275,-0.922973,3.365271,1
-0.050027,0.440069,0.798673,0.419253,0.939607,2
-0.10519,2.075951,-1.335511,-0.742118,0.184712,1
2.819819,-0.973749,0.038755,-0.738718,-0.291063,1
0.110935,0.557946,-0.163156,-0.773106,-0.327599,2
0.314062,0.192577,-1.244567,-0.655322,0.019301,1
-0.422118,1.623232,-1.479012,-0.799656,-0.35085,1
-0.812772,-0.733006,-0.195628,1.425793,-0.136583,1
0.16573,0.492803,0.779546,0.669068,1.124241,2
-0.459822,-0.976434,0.298797,0.898306,1.23946,1
-0.681877,0.617507,0.868467,0.32324,-0.669206,1
-0.005876,-1.086568,1.613785,-1.317891,-0.820672,2
-0.610634,-0.495948,0.823548,3.046948,-1.55376,2
-0.693345,-0.219722,1.652675,-1.429354,-0.929518,1
-0.730682,-0.240884,1.614552,-1.388886,-0.136583,1
2.930657,-1.754558,-0.675033,-0.591987,0.004884,1
0.063347,1.740557,0.067536,-0.845246,-0.394754,1
0.417622,-0.745137,0.939364,0.275749,0.33826,2
-0.528283,-0.860827,1.793452,0.651728,1.526691,2
-0.474401,2.821988,-1.48107,-0.930957,-0.413482,1
0.574319,0.1313,-1.148678,-0.66567,-0.004908,1
2.077654,-0.145133,0.27536,0.10922,-0.377277,1
-0.298692,-0.256852,1.06483,0.382434,-0.709178,2
1.256907,-0.714019,-0.656182,-0.245235,-0.351745,1
-2.097106,0.351649,-1.179423,-0.671953,-0.285628,1
2.452288,0.270151,-1.090405,0.138923,-0.479461,1
-0.601064,0.366325,0.561951,-1.113238,-0.136583,1
-0.553211,-0.030616,1.645683,0.68253,1.77478,2
-0.773473,-0.031345,-0.227327,0.813865,1.738489,2
-0.386753,0.730531,0.818112,1.545085,-0.96375,2
-0.649446,-1.13443,-0.167344,1.093666,1.477485,2
1.450496,-0.869262,-0.950791,-0.324418,-0.268714,1
0.128455,1.526224,-1.30147,-0.96426,1.107825,1
-0.74565,-0.762621,-0.053728,1.827372,-1.473612,1
-0.296956,-0.939103,1.504333,0.637331,0.734347,2
-0.548965,1.53681,-1.25555,-0.12813,-0.802201,1
0.539302,-0.634366,-0.964547,-0.353796,0.062406,1
-0.712397,-0.705417,0.314822,0.272321,2.403736,2
-0.254714,0.171568,1.850701,-1.380499,-0.609495,2
-0.668156,-0.910332,1.324644,0.603426,0.920011,1
-0.653629,-1.034835,0.385719,1.21238,-1.498307,2
-0.306126,-0.760102,1.855143,0.716421,0.691456,2
0.153364,-0.99318,1.314713,-1.295659,0.45358,2
0.574307,0.142322,-0.461899,-0.693433,-0.266791,1
-0.801138,-0.470711,1.161152,-1.547506,-0.849783,1
0.350814,0.399284,-0.273188,-0.08732,-0.614253,1
-0.773667,-0.289635,1.636358,-1.438315,-0.136583,1
-0.465212,-0.772658,0.391414,0.811015,0.826293,2
-0.281553,-0.427599,1.152432,-1.3451,2.406168,2
0.545648,1.255948,-1.214171,-0.752769,0.166803,1
-0.679586,-0.85946,-0.414259,0.660314,1.511739,1
-0.172813,-0.782161,1.459705,0.787689,2.048953,2
-0.406423,-0.813917,1.402586,1.00763,1.087067,2
-0.715349,-1.067146,-1.761828,1.526216,-1.761321,2
-0.378524,1.160749,0.241053,0.976922,-0.850429,2
0.040866,1.043036,-1.218732,-0.108292,-0.482811,1
-0.2938,-0.464562,1.312541,-1.12341,0.58675,2
2.375943,-1.777744,-0.951297,-0.399494,-0.017856,1
1.313433,-0.315999,-0.631211,-0.32473,0.097983,1
-0.76122,-0.001746,1.630944,-1.530166,-0.745348,1
-0.626385,1.159445,-0.126509,-0.180984,0.351183,1
-0.318928,2.594365,-1.347944,-0.779584,-0.398437,1
0.207849,0.37549,0.521775,-0.943978,1.563994,2
-0.322305,-0.252282,0.343998,-1.473071,-1.952674,2
-0.301688,0.097107,1.246842,-1.114302,-0.495249,1
0.281561,2.2495,-1.508267,-0.799488,0.14458,1
-0.636485,-0.860417,0.060705,0.987091,1.760587,2
1.259586,-0.888911,-0.623273,-0.310994,-0.400209,1
1.379391,-0.308193,-0.988252,-0.354055,-0.245539,1
-0.561002,0.775804,-0.201345,-0.157002,0.06016,1
1.186583,-0.793741,-0.916654,-0.38653,-0.02843,1
0.621831,2.137698,0.115634,-0.063552,-0.136583,1
-0.721004,-0.784219,0.749215,0.292877,2.097909,2
-0.654685,0.558298,0.181211,0.42084,-0.642793,1
-0.708189,-0.847144,0.081916,2.248071,-0.136583,1
-0.292897,-0.412897,0.756001,-1.274832,-0.990641,2
-0.594292,1.550875,-1.377388,-0.768146,-0.667185,1
-0.341453,1.438462,0.707526,0.280446,-0.136583,1
-0.084103,-0.782773,0.665772,1.929716,1.957209,2
0.509537,1.153088,-1.248944,-0.208438,-0.548616,1
-0.330912,1.067136,-0.068016,0.018553,-0.769489,1
0.02246,0.664836,-1.246235,-0.129207,-0.884175,1
0.356986,-0.784294,-0.472961,-0.204031,-0.441488,1
-0.548052,-0.772245,1.862026,-1.439115,1.103967,2
-0.292683,1.525554,0.050252,0.759153,-0.850016,2
0.479924,0.636284,0.121109,1.449283,-0.785605,2
-0.702306,-1.049687,-0.425477,0.731528,2.407384,1
-0.580723,-0.512744,0.091261,0.511901,1.294071,2
-1.075429,-0.66067,0.752327,-0.500597,-0.136583,2
-0.583647,-0.408768,0.357667,1.990981,-0.136583,2
2.826084,-0.512614,-0.998676,-0.392213,-0.267814,1
-0.325337,0.478727,1.265309,1.296859,-0.885459,2
-0.475048,0.385114,0.695413,0.233898,-0.968929,1
-0.60292,-0.203531,1.357742,0.671177,1.782858,2
-0.020629,-0.783026,1.385459,-1.197633,0.500165,2
-0.696288,-0.375405,0.108093,1.553497,-0.136583,2
