RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,target
0.286897892,52,0,0.278368186,2916.0,10,0,0,0,2,0
0.919665459,48,1,0.699514424,3500.0,12,0,0,0,3,1
0.26335175,74,0,0.780474502,3666.0,11,0,1,0,0,1
0.316947175,40,1,0.211964673,6000.0,9,0,1,0,0,1
0.9999999,46,2,0.252369347,3692.0,4,2,0,0,2,1
0.044738099,33,0,0.483303339,5000.0,12,0,2,0,1,1
0.583340569,43,0,0.273552587,5837.0,8,0,2,0,0,0
0.02832022,73,1,1.118658352,5932.0,10,0,3,0,1,1
0.086865836,38,0,0.351899457,3500.0,7,0,1,0,2,0
0.102449075,44,0,0.308614865,5919.0,17,0,2,0,0,0
0.9999999,34,0,0.046845721,1600.0,1,0,0,0,0,0
0.353873209,26,0,0.240939765,4000.0,11,0,0,0,0,0
0.19612518,54,0,0.480580296,10890.0,26,0,3,0,0,0
1.016348774,36,0,0.143268539,4166.0,13,0,0,0,1,1
0.0,52,0,0.159113629,6001.0,7,0,1,0,3,0
0.368798371,60,0,0.47860143,8808.0,25,0,2,0,3,0
0.815488093,36,2,0.632642305,5691.0,7,0,2,0,2,1
0.724654641,48,2,0.329910953,20550.0,10,0,3,0,3,0
0.107282649,48,0,0.348759719,2700.0,5,0,1,0,0,0
0.0,25,0,1.112097669,900.0,2,0,1,0,0,0
0.957546484,50,1,0.791512294,2968.0,13,2,1,1,0,1
0.999484589,48,0,0.721652197,3800.0,16,0,2,0,1,1
0.068841385,55,1,0.688253434,10700.0,19,1,2,0,0,0
0.897443222,44,1,6.387345679,2591.0,7,1,1,0,3,1
0.894743954,31,0,0.147574584,4390.0,2,0,0,0,1,0
0.786584467,61,0,1.732325695,2050.0,12,0,3,0,0,1
0.756656885,52,2,0.574809018,5366.0,6,1,2,0,0,1
0.167462636,51,2,0.445156125,3746.0,14,1,2,1,0,0
0.465116279,47,5,0.245709502,7166.0,4,1,1,0,1,1
0.596540209,48,0,0.601855848,4633.0,16,0,1,0,1,0
0.899502821,29,1,0.263981455,3450.0,6,1,0,0,1,1
0.198336837,47,2,0.534176397,21666.0,14,0,4,0,4,1
0.01470778,76,0,0.139825218,800.0,3,0,0,0,0,0
0.932133483,65,3,1.201534733,2475.0,6,0,2,0,0,1
0.834809653,52,0,0.3174059,14000.0,13,0,3,0,2,0
0.334778337,44,2,0.553089382,5000.0,10,0,1,0,3,1
0.026814119,24,0,0.001528585,3270.0,3,0,0,0,0,0
0.870376541,30,1,0.28553577,3200.0,3,1,0,1,3,1
1.027255833,39,1,0.961810467,2827.0,8,1,1,1,0,1
0.87995233,31,0,1.009553433,4500.0,13,0,1,0,2,1
0.049897982,50,0,0.315041102,4500.0,12,0,1,0,3,0
0.9999999,64,0,0.0,1917.0,0,0,0,0,0,1
0.386038373,28,1,0.186232505,3500.0,7,0,0,0,0,1
0.981517952,54,7,0.506766917,3324.0,10,0,1,0,1,1
0.862842893,47,1,0.046613443,7765.0,4,4,0,1,1,1
0.952123742,31,1,0.192903548,2000.0,2,4,0,1,1,1
0.9999999,36,0,0.137465634,4000.0,5,0,1,0,2,0
0.9999999,48,0,0.584924325,10108.0,6,0,2,0,2,0
0.024234047,85,0,0.008925107,5153.0,6,0,0,0,0,0
0.054343891,44,0,0.430087154,7916.0,14,0,3,0,1,0
0.827930175,38,0,0.737408689,2600.0,4,0,2,1,0,1
0.078320054,37,0,0.40918494,7250.0,11,0,2,0,0,0
0.490075496,26,0,0.548824593,1105.0,4,0,0,0,0,1
0.039927783,49,0,2.901098901,1000.0,9,0,2,0,2,0
0.054857177,91,0,0.013623297,8000.0,5,0,0,0,1,0
0.9999999,37,1,2486.0,0.0,7,1,1,1,4,1
0.455028475,37,0,0.704573857,4000.0,11,0,2,0,3,1
0.742658668,50,2,0.503640217,10850.0,8,3,2,3,3,1
0.191473518,53,0,0.726372849,4242.0,12,0,2,0,0,1
0.909967333,53,1,0.623126944,3536.0,6,2,1,2,2,1
0.0,60,0,0.0,9916.0,3,0,0,0,0,1
0.717767132,63,2,0.099902057,1020.0,4,0,0,0,0,1
0.400669992,58,0,0.838947744,8400.0,18,0,2,0,1,0
0.9999999,43,2,0.801427934,2240.0,4,2,1,1,0,1
0.9999999,48,1,0.255372314,2000.0,3,3,0,0,4,1
0.537157027,49,2,0.520729175,13000.0,10,0,1,0,1,1
0.147526694,59,0,0.324150189,4500.0,6,0,1,0,0,0
1.069203116,32,3,0.117750439,3982.0,5,0,0,0,0,1
0.906187625,54,0,0.239025628,3940.0,14,0,0,0,1,0
0.381983023,35,0,0.165254773,7908.0,8,0,0,0,0,0
0.380033065,39,0,0.394656276,3592.0,6,0,1,0,1,0
0.9999999,29,1,0.012496876,4000.0,1,0,0,0,1,1
0.728386883,40,1,0.191233017,3900.0,3,1,0,0,0,1
0.9999999,55,0,0.0,1163.0,0,1,0,0,2,1
0.055663574,56,0,0.22747007,7600.0,6,0,1,0,2,0
0.641476446,39,1,0.623857956,5800.0,11,0,1,0,0,1
0.9999999,58,0,0.009179575,1742.0,0,0,0,0,0,0
0.404428083,60,0,0.433420366,6510.0,12,0,1,0,0,0
0.242328285,62,0,0.502675097,8223.0,22,0,1,0,2,0
0.699283852,54,0,0.697257114,3900.0,15,0,1,0,2,1
0.161825835,62,0,0.421047043,9416.0,18,0,2,0,1,0
0.22076797,36,0,0.49350415,5541.0,16,0,2,0,0,0
0.857197158,35,0,0.40787418,9600.0,13,0,2,0,0,1
0.72278005,54,3,1.062036213,3368.0,14,0,2,0,2,1
0.915402071,48,2,1.005998286,3500.0,20,0,1,0,0,1
0.0,81,0,0.339766379,1968.0,7,0,1,0,0,0
0.033036111,83,0,0.018207783,2800.0,6,0,0,0,0,0
0.458799915,36,0,0.606829926,4450.0,7,0,2,1,2,1
0.055518163,46,0,0.609778598,4335.0,7,0,1,0,2,0
0.9999999,40,0,0.0,6164.0,0,0,0,0,1,1
0.828068937,38,0,0.747930083,3260.0,4,0,1,0,0,0
0.709264605,53,4,0.30692583,14250.0,18,1,1,0,2,1
1.146422629,21,0,0.011514105,1736.0,1,0,0,0,0,0
0.244656384,55,0,0.354100669,8522.0,13,0,1,0,5,0
0.021484723,43,0,0.026235802,6250.0,8,0,0,0,0,0
0.100459969,78,0,0.327809645,4706.0,6,0,2,0,1,0
1.001998002,23,0,0.134276562,3745.0,7,0,0,1,0,1
0.026571029,49,0,0.385124697,4530.0,10,0,2,0,1,0
0.173520326,49,0,0.62619409,11200.0,7,0,2,1,1,0
0.141177397,50,0,0.359213251,6761.0,9,0,2,0,1,0
0.0,66,0,0.17537483,2200.0,8,0,0,0,0,0
1.063782107,45,3,0.257588899,2305.0,10,0,0,0,2,1
0.756036636,33,0,0.03314121,2775.0,6,0,0,0,0,1
0.736716797,49,4,0.181509342,8241.0,5,0,0,1,1,1
0.463300816,71,0,0.262664964,4697.0,5,0,0,0,1,0
0.246941495,50,0,0.059129391,15000.0,11,0,0,1,0,1
0.9999999,59,0,0.215049991,5700.0,3,0,1,0,0,0
0.999600948,40,2,0.549841032,10693.0,16,0,2,0,2,0
0.646829097,56,0,1.143644506,2902.0,11,0,1,0,0,0
0.351511422,31,1,0.259513984,2180.0,4,0,0,0,0,1
0.159169627,49,0,0.510839133,12500.0,11,0,5,0,0,0
1.019162674,30,1,0.336850875,3600.0,4,0,0,0,0,1
0.015053998,61,0,1.295481807,2500.0,11,0,2,0,0,0
0.0,44,0,0.590437377,23800.0,16,0,8,0,2,1
0.623792069,36,1,0.172730614,2720.0,5,0,0,0,0,1
0.007833246,56,0,1.428742834,7500.0,12,0,1,0,0,0
0.02828941,64,0,0.003306626,7862.0,5,0,0,0,0,0
0.312006361,48,0,0.690367737,9000.0,29,0,4,0,2,0
0.012244313,67,0,0.175206198,4000.0,7,0,1,0,0,0
0.064557936,45,2,0.259561703,12000.0,12,0,3,0,3,1
0.0,36,5,0.573654226,8600.0,5,5,3,1,0,1
0.411972535,61,0,0.142112125,2300.0,3,0,0,0,0,0
0.049864487,33,0,0.391576053,8000.0,17,0,2,0,3,0
0.777365094,46,0,0.901524619,4000.0,12,0,1,0,0,0
1.007392421,52,1,0.084745763,7020.0,5,1,0,0,2,1
0.735712637,48,0,0.584773604,7000.0,13,0,2,0,0,0
0.547564444,39,2,1.681366048,3015.0,7,1,1,0,3,1
0.782776252,34,0,0.215410574,5333.0,8,0,0,0,0,0
1.311352682,62,1,0.214431309,4905.0,3,3,0,0,0,1
0.9999999,33,1,0.105213045,4200.0,1,0,0,0,3,0
0.007139369,54,0,0.121536004,18150.0,5,0,2,0,4,0
0.014284694,62,0,0.286489574,3500.0,4,0,0,0,0,0
0.004190092,57,2,0.733193703,14800.0,23,0,4,0,1,0
0.618787918,51,3,0.356967548,11000.0,18,0,2,0,2,1
0.854276382,53,2,0.150964957,7875.0,4,0,0,1,3,0
0.406153651,55,0,0.795867355,6000.0,9,0,2,0,3,0
0.231777981,61,0,0.408276286,13000.0,13,0,3,1,0,1
1.246073298,33,2,0.16495876,4000.0,5,1,0,0,0,1
0.0,63,0,0.331768094,15971.0,13,0,2,0,0,0
0.056039134,54,0,0.276887872,3932.0,6,0,1,0,1,0
0.045118455,76,1,0.378688125,4100.0,9,0,1,0,0,0
0.712979265,47,1,0.808936104,6400.0,18,0,2,0,1,0
0.094099109,60,0,0.644794235,5272.0,11,1,1,0,0,1
0.225928799,52,2,0.577474175,3000.0,7,0,1,1,2,1
0.801578218,54,2,0.460089985,6000.0,12,0,2,1,1,1
0.693017533,43,1,0.069959514,6174.0,3,4,0,1,0,1
0.9999999,48,0,0.019305019,1812.0,0,1,0,0,0,1
0.851815091,46,0,0.615891422,7588.0,12,0,1,0,2,1
0.330546551,38,0,0.074011775,10700.0,3,0,0,0,0,0
0.648789453,54,0,0.969197514,3700.0,17,0,3,0,0,0
0.179494391,63,0,0.442011046,5250.0,5,0,2,0,0,1
1.035964036,43,2,0.354019159,2400.0,10,2,1,1,0,1
0.223283206,53,1,0.202449388,4000.0,22,0,0,1,0,1
0.209767408,52,0,0.466832161,7250.0,8,0,1,0,2,0
0.041918323,85,0,0.432364886,3200.0,3,0,1,0,0,0
0.896394159,68,2,0.56183687,6031.0,18,0,1,0,2,0
0.204927469,69,0,0.196000879,4550.0,10,0,0,0,0,1
0.99191193,48,0,0.599584067,6250.0,5,0,1,1,0,1
0.017770135,42,0,0.401098901,4185.0,10,0,1,0,0,0
0.79241517,45,0,0.333333333,3833.0,2,0,1,0,4,1
0.457823937,45,1,0.191712335,10400.0,8,0,0,0,1,0
0.041199411,56,0,0.240239993,12166.0,7,0,2,0,1,0
0.9999999,36,0,0.077479779,2348.0,2,0,0,2,5,1
0.065089125,74,0,0.144088245,2900.0,4,0,0,0,1,0
0.156737838,80,0,0.390432099,647.0,9,0,0,0,0,0
0.150699873,24,0,0.013904077,6400.0,6,0,0,0,0,0
0.799291581,72,0,1.159466667,3749.0,12,0,2,0,0,1
0.916983743,47,1,0.668048435,9166.0,14,0,3,0,0,1
1.0,59,1,0.085412668,2083.0,1,0,0,0,0,1
0.018660447,70,0,0.106058317,6618.0,6,0,0,0,1,0
0.051277949,43,0,0.183549577,8400.0,5,0,1,0,0,0
0.022941745,59,0,0.49861547,5416.0,40,0,1,0,0,0
0.063536942,35,0,0.273398149,8536.0,12,0,2,0,3,1
0.600498823,46,0,0.656268746,5000.0,21,0,2,0,0,1
0.020616011,70,1,0.129865772,2979.0,6,0,0,0,0,1
0.9999999,40,1,0.007406036,5400.0,3,0,0,0,0,1
0.016898897,61,0,0.011358473,2200.0,6,0,0,0,0,1
0.497996808,47,0,0.270608546,6950.0,15,0,1,0,0,0
1.033793241,44,1,0.464635854,2855.0,1,2,1,1,1,1
0.9999999,35,0,0.061677718,9500.0,1,6,0,0,0,0
0.9999999,84,0,0.0,3174.0,1,0,0,0,0,0
0.877415057,30,3,0.191382205,5360.0,5,0,0,0,2,1
0.338576116,25,0,0.168526786,3583.0,5,0,0,0,0,0
0.986295215,50,3,0.170919325,5329.0,6,0,2,1,1,1
0.953576162,56,0,1.522064323,1336.0,10,0,0,0,0,1
0.207560257,46,0,0.257626095,3310.0,3,1,0,0,3,1
0.199083513,39,1,0.562594992,12500.0,8,0,4,0,1,1
0.215326022,54,0,0.310798607,7750.0,16,0,1,0,0,0
0.9999999,34,1,0.241610738,4916.0,1,3,0,1,0,1
0.165507635,39,0,0.547702152,6875.0,9,0,1,0,2,1
0.9999999,57,0,0.106182228,7100.0,1,0,1,0,2,1
0.029639329,67,0,0.098450775,2000.0,3,0,1,0,0,0
0.011086796,83,0,0.20431328,4404.0,4,0,1,0,0,0
0.417186417,42,0,0.454432911,10500.0,15,0,1,0,2,0
0.961293067,25,0,0.100346021,2600.0,5,0,0,0,0,1
0.562878189,46,0,2.463629097,1250.0,14,0,0,0,0,0
0.157116451,54,0,0.69062441,5300.0,7,0,1,0,2,0
0.992015968,39,0,0.392575928,5333.0,5,0,2,0,0,1
0.792218319,49,1,0.680746863,3266.0,9,1,1,2,0,1
0.966777409,40,2,0.90261115,2833.0,5,3,1,1,2,1
0.9999999,54,0,0.352145797,1700.0,3,0,0,0,0,1
0.9999999,30,0,0.237504998,2500.0,1,1,1,0,2,1
0.080481775,38,0,0.273972603,10000.0,12,0,1,0,1,0
0.007069439,43,0,0.082602677,6500.0,5,0,0,0,1,0
0.814880952,41,0,0.19026991,3000.0,7,2,0,6,1,1
0.956841035,47,0,0.135920019,4200.0,9,4,0,0,0,1
0.17537375,42,0,0.180792768,25000.0,4,0,1,0,3,0
0.040350692,42,0,0.75856036,4000.0,9,0,1,0,1,0
0.626933292,42,0,0.714066103,1300.0,12,0,1,0,2,1
0.996001777,47,4,0.518473357,8200.0,14,0,1,0,0,1
0.860174782,50,2,0.39433062,7125.0,8,13,3,0,1,1
0.968555252,56,0,0.455966839,13750.0,17,0,1,0,6,1
0.695543524,37,0,0.189685984,3916.0,5,0,0,0,3,0
0.047689343,57,0,3427.0,0.0,13,0,1,0,1,0
0.146659906,62,0,0.157763769,18083.0,7,0,2,0,3,0
0.363388093,58,0,0.577819678,5833.0,12,0,1,0,1,0
0.005160767,62,0,0.208275589,5050.0,12,0,1,0,1,1
0.435189244,63,0,1.094641963,1996.0,13,0,2,0,1,1
0.002713784,87,0,0.086652225,6000.0,11,0,1,0,0,0
0.002781775,63,1,0.394614387,13108.0,13,0,5,0,0,1
0.9999999,31,1,0.076015272,2880.0,4,1,0,1,0,1
0.168077587,64,0,0.496485623,6259.0,4,0,1,0,1,0
0.904327654,55,1,2160.0,0.0,17,0,0,0,2,0
0.047072214,32,0,0.01849815,10000.0,8,0,0,0,0,0
0.459915756,56,0,0.242232004,7723.0,7,0,1,0,0,0
0.9999999,52,0,0.193811947,7465.0,2,0,1,0,1,0
0.393532246,58,0,0.36131934,2000.0,6,0,0,0,0,1
0.153111133,57,0,0.456245969,4650.0,19,0,1,0,0,0
0.0,45,3,1.151927438,3968.0,7,1,4,3,2,0
0.003859862,64,0,0.416757658,17400.0,16,0,3,0,0,0
1.301199467,30,1,0.424127972,4500.0,9,1,1,0,2,1
0.981555032,42,1,0.553602243,9271.0,21,0,2,0,1,1
0.018130289,52,0,0.333944343,6000.0,11,0,1,0,3,0
0.196786816,42,0,0.132949364,4166.0,8,0,0,0,4,1
0.9999999,54,2,0.105757649,4150.0,2,1,0,0,1,1
0.9999999,66,1,0.187221397,3364.0,1,3,0,0,3,1
0.9999999,24,98,0.0,1488.0,0,98,0,98,0,0
0.567755229,54,0,0.223847019,8000.0,11,0,1,0,0,1
0.99575892,56,1,0.853945547,4333.0,24,0,1,0,0,1
0.016190925,61,0,0.988441112,3200.0,9,0,3,0,0,1
0.036886814,56,1,0.061318885,7566.0,10,0,0,1,0,1
0.289410266,46,1,1.136786726,4941.0,14,0,2,0,3,0
0.956452431,41,1,0.661167788,4606.0,9,0,2,0,2,0
0.914017197,49,5,0.451794278,6046.0,5,2,2,0,0,1
0.155760471,27,0,0.072219659,4333.0,4,0,0,0,0,0
0.048092692,44,0,0.288948069,8260.0,12,0,4,0,0,0
0.128191394,58,1,0.389553178,4766.0,7,1,2,1,1,1
0.9999999,41,2,0.078839159,12645.0,2,3,0,1,1,1
0.066833664,57,0,0.830774152,3125.0,29,0,2,0,1,0
0.010608234,70,0,1.397163121,845.0,5,0,1,0,0,0
0.153962701,43,0,0.442111578,5000.0,10,0,1,0,2,0
0.705197204,56,0,0.262722496,55000.0,16,0,6,0,1,0
0.938053817,49,5,0.363858066,8200.0,9,2,2,0,1,1
0.990834861,47,0,0.153461635,4000.0,7,0,0,0,6,1
0.188208014,33,0,0.46218092,8500.0,10,0,2,0,0,1
0.110502476,71,0,0.379578246,9009.0,22,0,1,0,1,0
0.02414968,49,0,0.148170366,5000.0,6,0,0,0,0,0
0.527576552,47,3,0.43219627,5950.0,7,0,1,0,0,1
0.044191162,74,0,0.002540937,7083.0,2,0,0,0,0,0
0.295051665,57,0,0.119073341,8330.0,10,0,1,0,0,0
0.678804462,46,1,0.029678226,3200.0,7,1,0,0,0,1
0.9999999,37,0,0.302879671,5833.0,5,0,0,0,2,1
0.933033483,27,1,0.11772057,4000.0,4,0,0,0,1,0
0.1299935,44,0,0.358180202,6747.0,6,0,1,0,1,0
0.025313924,62,0,0.237920693,3000.0,5,0,0,0,1,0
0.91692481,45,0,0.077991932,2230.0,4,0,0,0,2,1
1.111988801,50,0,0.258435391,4000.0,4,0,0,0,0,1
0.039518419,66,0,0.171417688,15750.0,5,0,1,0,0,0
1.013278277,35,0,0.987538941,7703.0,27,0,6,0,1,1
0.371401036,29,0,0.459297344,3500.0,8,0,1,0,2,0
0.729847396,38,3,0.151903018,32500.0,25,0,2,0,1,0
0.747354387,49,1,2.472204872,1600.0,9,5,2,2,1,1
0.11981756,59,0,0.681529523,7400.0,13,0,3,0,1,0
0.747607485,47,0,0.221205597,5573.0,2,2,0,0,2,1
0.96424589,44,1,0.322289747,5100.0,7,0,0,0,4,1
0.9999999,53,2,0.041739565,4000.0,1,0,0,0,1,1
0.648019238,26,1,0.342484557,1456.0,5,0,0,0,0,0
0.477193525,53,5,0.311768039,10587.0,11,0,1,1,0,0
0.905937509,60,0,1.30145612,2540.0,15,3,2,2,0,1
0.0,53,0,0.140766329,22000.0,7,0,2,0,2,0
0.161307564,59,1,0.4827452,7707.0,14,0,3,0,0,0
0.798201451,43,2,0.448219569,9800.0,12,0,1,0,0,1
0.755122439,46,4,0.648972914,5500.0,7,4,1,1,0,1
0.087649402,27,0,0.009995457,2200.0,2,0,0,1,1,1
0.448264368,60,2,0.467914439,2617.0,11,0,1,1,0,1
0.0,55,0,0.444598658,4322.0,9,0,1,0,0,0
0.730531912,57,0,0.541078487,7083.0,11,0,1,0,3,1
0.027953487,74,0,0.346326837,2000.0,13,0,1,0,0,0
0.443159803,44,0,0.324150189,4500.0,6,0,1,0,4,0
0.9999999,64,0,0.011355816,2905.0,0,2,0,0,0,1
0.189169052,57,0,0.606290901,23684.0,9,0,4,0,2,0
0.0,45,1,0.087155963,4795.0,3,6,0,0,0,1
0.013401574,54,0,0.449461053,4916.0,12,0,2,0,3,0
0.097995334,48,0,0.179691015,6666.0,4,0,2,0,0,1
0.9999999,44,0,0.00933126,4500.0,0,2,0,0,0,1
0.057778395,68,0,0.299843238,7016.0,8,0,1,0,1,0
0.786485406,44,0,0.291709578,3883.0,7,2,0,2,1,1
0.832222403,38,1,0.0536,3749.0,7,0,0,0,0,1
0.894282879,34,0,0.244787204,3500.0,5,0,0,0,1,1
0.570268582,43,1,0.127212845,2428.0,9,1,0,0,1,1
0.57888986,49,3,0.4493002,3500.0,7,1,1,1,0,1
0.9999999,41,0,0.0,2100.0,0,0,0,0,0,1
0.07043172,84,0,0.019192323,2500.0,1,0,0,0,0,0
0.550744926,42,0,0.111725132,4161.0,7,0,0,0,2,1
1.131474104,38,2,0.341407151,2600.0,6,0,0,0,2,0
0.92358804,39,1,0.180880975,3200.0,3,0,0,0,0,1
0.00837571,52,0,0.325535714,5599.0,8,0,1,0,0,0
0.0,29,0,444.0,0.0,4,0,0,0,0,0
0.31181921,52,0,0.295672431,11160.0,6,0,2,0,2,0
0.003746466,86,1,0.13221205,4696.0,10,0,1,0,0,1
0.016898306,35,0,0.205224347,8000.0,13,0,0,0,1,0
0.648212226,27,1,0.03200883,3623.0,4,0,0,1,1,1
1.086570477,38,2,0.123527176,5261.0,12,0,0,0,3,1
0.9999999,34,96,0.0,3500.0,0,96,0,96,1,1
0.559053454,75,0,2.314423657,1656.0,17,0,2,1,0,1
0.256522799,31,1,0.275976977,3300.0,4,0,0,2,2,1
0.030026477,68,1,0.622468441,11010.0,15,0,5,0,0,0
0.392326605,48,0,0.476565501,5205.0,10,0,1,0,1,0
0.9999999,39,1,0.20853565,3912.0,3,1,0,0,2,1
0.9999999,44,0,0.449900022,4500.0,4,4,1,1,1,1
0.538073669,53,0,0.406379681,20000.0,9,0,1,1,1,1
0.009932671,41,0,0.635672515,3419.0,8,0,1,0,2,1
0.98624357,33,0,0.465121136,4787.0,16,0,2,0,0,0
0.4436475,56,2,0.846727856,13400.0,19,0,6,0,1,1
