value,rent,ftotinc,momloc,famsize,nchild,eldch,yngch,nsibs,age,occscore,sei,inctot,incwage,incbus,incfarm,incss,incwelfr,incother,poverty,target
999999.0,60.0,13150.0,2,3,0,99,99,0,29,25,44,1250.0,1250.0,0.0,0.0,0.0,0.0,0.0,458.0,P
22500.0,0.0,9550.0,0,1,0,99,99,0,5,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,1.0,N
999999.0,0.0,15150.0,0,3,1,15,15,0,42,36,49,9050.0,9050.0,0.0,0.0,0.0,0.0,0.0,501.0,P
30000.0,0.0,28750.0,2,3,0,99,99,0,8,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,501.0,N
999999.0,80.0,3450.0,2,3,0,99,99,0,2,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,117.0,N
999999.0,195.0,27350.0,2,4,0,99,99,1,18,24,47,2350.0,2350.0,0.0,0.0,0.0,0.0,0.0,501.0,P
999999.0,140.0,2550.0,0,6,4,15,11,0,50,29,32,2550.0,1550.0,0.0,0.0,0.0,950.0,0.0,52.0,P
42500.0,0.0,7550.0,2,12,1,0,0,7,18,0,0,850.0,0.0,0.0,0.0,0.0,850.0,0.0,102.0,N
999999.0,0.0,3650.0,2,7,0,99,99,4,20,21,9,1050.0,1050.0,0.0,0.0,0.0,0.0,0.0,64.0,N
16250.0,0.0,0.0,1,3,0,99,99,1,8,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,1.0,N
18750.0,0.0,2050.0,0,2,0,99,99,0,58,41,68,2050.0,2050.0,0.0,0.0,0.0,0.0,0.0,83.0,P
999999.0,154.0,7350.0,0,1,0,99,99,0,32,34,53,7350.0,7350.0,0.0,0.0,0.0,0.0,0.0,385.0,P
999999.0,140.0,21950.0,0,4,0,99,99,2,26,20,8,7550.0,7550.0,0.0,0.0,0.0,0.0,0.0,501.0,P
999999.0,83.0,5450.0,0,1,0,99,99,0,49,19,17,5450.0,0.0,5150.0,0.0,0.0,0.0,250.0,286.0,P
22500.0,0.0,15450.0,0,4,2,4,1,0,27,26,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,N
22500.0,0.0,11650.0,0,4,2,11,9,0,36,14,8,9050.0,9050.0,0.0,0.0,0.0,0.0,0.0,313.0,P
50000.0,0.0,29850.0,0,5,2,6,5,0,31,26,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,N
16250.0,0.0,10050.0,2,7,0,99,99,4,6,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,183.0,N
42500.0,0.0,19650.0,2,4,0,99,99,1,9,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,501.0,N
999999.0,115.0,6050.0,2,5,0,99,99,2,2,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,138.0,N
999999.0,169.0,450.0,0,1,0,99,99,0,25,23,45,450.0,450.0,0.0,0.0,0.0,0.0,0.0,24.0,P
999999.0,100.0,6650.0,0,1,0,99,99,0,23,22,61,6650.0,6550.0,0.0,0.0,0.0,0.0,50.0,348.0,P
22500.0,0.0,17350.0,0,2,0,99,99,0,34,46,84,12250.0,12050.0,0.0,0.0,0.0,0.0,150.0,501.0,P
30000.0,0.0,6450.0,2,3,0,99,99,0,20,16,38,1150.0,1150.0,0.0,0.0,0.0,0.0,0.0,225.0,P
999999.0,135.0,8050.0,0,3,1,3,3,0,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,N
999999.0,75.0,8050.0,2,6,0,99,99,3,0,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,164.0,N
30000.0,0.0,11050.0,2,6,0,99,99,3,1,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,225.0,N
11250.0,0.0,10450.0,2,4,0,99,99,1,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,N
999999.0,0.0,999999.0,0,1,0,99,99,0,20,11,18,1550.0,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,P
999999.0,105.0,7950.0,2,7,0,99,99,4,6,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,145.0,N
999999.0,185.0,22950.0,0,2,0,99,99,0,57,38,49,13450.0,12850.0,0.0,0.0,0.0,0.0,550.0,501.0,P
30000.0,0.0,8550.0,0,2,0,99,99,0,39,22,18,350.0,350.0,0.0,0.0,0.0,0.0,0.0,348.0,P
999999.0,180.0,1250.0,0,5,3,10,5,0,38,46,84,1250.0,1250.0,0.0,0.0,0.0,0.0,0.0,29.0,P
18750.0,0.0,10350.0,0,4,2,13,9,0,37,38,49,10350.0,10350.0,0.0,0.0,0.0,0.0,0.0,278.0,P
42500.0,0.0,23550.0,0,3,1,22,22,0,63,48,87,15050.0,15050.0,0.0,0.0,0.0,0.0,0.0,501.0,P
18750.0,0.0,13450.0,2,7,0,99,99,4,7,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,245.0,N
22500.0,0.0,15750.0,2,7,0,99,99,3,9,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,269.0,N
22500.0,0.0,13750.0,2,5,0,99,99,2,16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,N
999999.0,185.0,7550.0,2,4,0,99,99,1,0,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,203.0,N
50000.0,0.0,25050.0,0,2,0,99,99,0,53,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,N
999999.0,125.0,10250.0,0,4,2,2,1,0,23,22,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,N
22500.0,0.0,14450.0,0,4,2,16,9,0,40,22,61,3750.0,3650.0,0.0,0.0,0.0,0.0,50.0,388.0,P
999999.0,50.0,5150.0,0,2,0,99,99,0,78,0,0,2150.0,0.0,0.0,0.0,650.0,1450.0,0.0,232.0,N
18750.0,0.0,0.0,0,1,0,99,99,0,31,25,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,P
999999.0,130.0,17450.0,0,2,0,99,99,0,39,36,42,15150.0,15150.0,0.0,0.0,0.0,0.0,0.0,501.0,P
18750.0,0.0,10750.0,0,3,1,19,19,0,49,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,N
16250.0,0.0,11150.0,0,4,2,6,1,0,36,41,68,6050.0,6050.0,0.0,0.0,0.0,0.0,0.0,300.0,P
13750.0,0.0,11150.0,0,3,1,15,15,0,53,16,15,8550.0,8550.0,0.0,0.0,0.0,0.0,0.0,378.0,P
999999.0,128.0,6150.0,2,3,0,99,99,0,18,11,11,50.0,50.0,0.0,0.0,0.0,0.0,0.0,214.0,P
42500.0,0.0,50000.0,0,6,4,16,8,0,46,79,92,50000.0,49050.0,550.0,0.0,0.0,0.0,1550.0,501.0,P
999999.0,215.0,11250.0,2,5,0,99,99,2,4,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,257.0,N
999999.0,115.0,2850.0,0,6,0,99,99,3,12,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,58.0,N
999999.0,70.0,3050.0,0,1,0,99,99,0,20,36,49,3050.0,3050.0,0.0,0.0,0.0,0.0,0.0,160.0,N
30000.0,0.0,23050.0,0,3,1,5,5,0,39,26,72,12550.0,12050.0,0.0,0.0,0.0,0.0,450.0,501.0,P
999999.0,145.0,8450.0,0,4,2,7,1,0,32,19,17,350.0,350.0,0.0,0.0,0.0,0.0,0.0,227.0,N
30000.0,0.0,17250.0,0,4,2,7,2,0,33,48,87,17250.0,17050.0,0.0,0.0,0.0,0.0,150.0,464.0,P
999999.0,0.0,10050.0,0,7,5,17,6,0,47,29,22,5850.0,5850.0,0.0,0.0,0.0,0.0,0.0,183.0,P
999999.0,275.0,8950.0,0,1,0,99,99,0,32,24,47,8950.0,8950.0,0.0,0.0,0.0,0.0,0.0,469.0,P
22500.0,0.0,18150.0,2,4,0,99,99,1,13,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,488.0,N
30000.0,0.0,16050.0,2,5,0,99,99,2,4,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,367.0,N
22500.0,0.0,8150.0,2,4,0,99,99,1,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,N
999999.0,0.0,999999.0,0,1,0,99,99,0,39,31,65,15050.0,0.0,15050.0,0.0,0.0,0.0,0.0,0.0,P
999999.0,95.0,2350.0,0,1,0,99,99,0,68,23,18,2350.0,0.0,0.0,0.0,1350.0,0.0,950.0,134.0,N
18750.0,0.0,22050.0,2,4,0,99,99,1,9,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,501.0,N
30000.0,0.0,9150.0,2,6,0,99,99,3,12,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,187.0,N
16250.0,0.0,6050.0,0,2,0,99,99,0,59,34,53,6050.0,6050.0,0.0,0.0,0.0,0.0,0.0,246.0,P
18750.0,0.0,10750.0,2,6,0,99,99,3,12,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,213.0,N
30000.0,0.0,25950.0,0,4,1,29,29,0,62,22,61,10450.0,10050.0,0.0,0.0,0.0,0.0,350.0,501.0,P
42500.0,0.0,17150.0,2,5,0,99,99,2,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,N
30000.0,0.0,16150.0,2,2,0,99,99,0,51,31,33,11150.0,10550.0,0.0,0.0,0.0,0.0,550.0,501.0,P
11250.0,0.0,8950.0,0,1,0,99,99,0,76,27,19,8950.0,5250.0,2050.0,0.0,1650.0,0.0,0.0,501.0,P
999999.0,100.0,4750.0,0,3,1,0,0,0,23,25,18,3650.0,3050.0,0.0,0.0,0.0,0.0,550.0,161.0,N
18750.0,0.0,7750.0,0,2,0,99,99,0,59,23,23,6450.0,6450.0,0.0,0.0,0.0,0.0,0.0,315.0,P
999999.0,160.0,19650.0,0,2,0,99,99,0,40,41,72,9050.0,9050.0,0.0,0.0,0.0,0.0,0.0,501.0,P
22500.0,0.0,22150.0,2,3,0,99,99,0,21,36,42,2050.0,2050.0,0.0,0.0,0.0,0.0,0.0,501.0,N
999999.0,210.0,-12.0,2,3,0,99,99,0,10,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,1.0,N
22500.0,0.0,19050.0,0,3,1,21,21,0,55,25,22,18450.0,0.0,18050.0,0.0,0.0,0.0,350.0,501.0,P
16250.0,0.0,11150.0,0,2,0,99,99,0,66,0,0,450.0,0.0,0.0,0.0,450.0,0.0,0.0,501.0,N
999999.0,75.0,8550.0,2,5,0,99,99,2,5,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,195.0,N
999999.0,150.0,3350.0,2,10,0,99,99,3,3,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,43.0,N
999999.0,150.0,10350.0,2,4,0,99,99,1,3,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,278.0,N
22500.0,0.0,20150.0,0,2,0,99,99,0,46,36,42,13050.0,13050.0,0.0,0.0,0.0,0.0,0.0,501.0,P
999999.0,68.0,750.0,0,1,0,99,99,0,71,0,0,750.0,0.0,0.0,0.0,750.0,0.0,0.0,43.0,N
999999.0,235.0,2850.0,0,3,1,29,29,0,52,27,72,1250.0,1250.0,0.0,0.0,0.0,0.0,0.0,99.0,P
999999.0,125.0,6050.0,2,4,0,99,99,1,0,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,163.0,N
999999.0,105.0,13150.0,2,5,0,99,99,2,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,N
999999.0,150.0,9050.0,2,8,0,99,99,5,8,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,150.0,N
50000.0,0.0,16750.0,2,3,0,99,99,0,22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,N
50000.0,0.0,25050.0,2,7,0,99,99,4,7,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,456.0,N
999999.0,150.0,8750.0,1,9,0,99,99,6,15,11,11,50.0,50.0,0.0,0.0,0.0,0.0,0.0,119.0,N
999999.0,135.0,8550.0,0,3,1,10,10,0,34,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,N
30000.0,0.0,22150.0,2,10,0,99,99,7,1,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,298.0,N
999999.0,140.0,8550.0,2,5,0,99,99,2,5,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,195.0,N
999999.0,75.0,2750.0,0,1,0,99,99,0,76,25,44,2750.0,0.0,0.0,0.0,950.0,0.0,1750.0,156.0,N
42500.0,0.0,46550.0,0,2,0,99,99,0,52,63,96,46550.0,0.0,46050.0,0.0,0.0,0.0,450.0,501.0,P
999999.0,200.0,10650.0,0,3,1,7,7,0,25,39,68,6250.0,6250.0,0.0,0.0,0.0,0.0,0.0,361.0,P
999999.0,0.0,999999.0,0,1,0,99,99,0,22,11,18,3350.0,3350.0,0.0,0.0,0.0,0.0,0.0,0.0,N
999999.0,95.0,5050.0,2,4,0,99,99,1,0,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,136.0,N
999999.0,128.0,9350.0,0,3,1,45,45,0,78,18,19,4350.0,2650.0,0.0,0.0,1650.0,0.0,0.0,317.0,N
30000.0,0.0,50000.0,0,1,0,99,99,0,10,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,1.0,N
999999.0,125.0,7150.0,0,1,0,99,99,0,23,26,72,7150.0,7050.0,0.0,0.0,0.0,0.0,50.0,375.0,P
999999.0,0.0,999999.0,0,1,0,99,99,0,25,11,18,5650.0,5550.0,0.0,0.0,0.0,0.0,50.0,0.0,P
42500.0,0.0,32250.0,0,3,1,20,20,0,61,41,68,16150.0,0.0,14550.0,0.0,0.0,0.0,1550.0,501.0,P
22500.0,0.0,9750.0,0,7,4,21,13,0,50,17,15,650.0,650.0,0.0,0.0,0.0,0.0,0.0,166.0,P
22500.0,0.0,8050.0,2,9,0,99,99,6,1,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,108.0,N
30000.0,0.0,9450.0,0,4,2,9,7,0,34,34,53,8450.0,8450.0,0.0,0.0,0.0,0.0,0.0,254.0,P
999999.0,115.0,550.0,1,2,0,99,99,0,4,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,22.0,N
999999.0,0.0,16150.0,0,2,0,99,99,0,61,26,58,9050.0,9050.0,0.0,0.0,0.0,0.0,0.0,501.0,P
999999.0,135.0,18150.0,0,2,0,99,99,0,47,21,45,5050.0,5050.0,0.0,0.0,0.0,0.0,0.0,501.0,P
999999.0,150.0,28050.0,0,2,0,99,99,0,38,40,77,7550.0,7550.0,0.0,0.0,0.0,0.0,0.0,501.0,P
50000.0,0.0,31550.0,0,5,3,17,9,0,38,0,0,250.0,0.0,0.0,0.0,0.0,0.0,250.0,501.0,N
30000.0,0.0,8450.0,1,3,0,99,99,1,13,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,286.0,N
42500.0,0.0,0.0,1,2,0,99,99,0,22,27,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,P
999999.0,110.0,4550.0,0,3,1,1,1,0,19,24,47,350.0,350.0,0.0,0.0,0.0,0.0,0.0,154.0,P
999999.0,100.0,2050.0,0,1,0,99,99,0,72,0,0,2050.0,0.0,0.0,0.0,0.0,2050.0,0.0,117.0,N
22500.0,0.0,15150.0,2,5,0,99,99,2,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,N
16250.0,0.0,11650.0,0,2,0,99,99,0,55,38,49,10550.0,10350.0,0.0,0.0,0.0,0.0,150.0,474.0,P
