RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,target
0.286671886,80,0,0.69016373,8000.0,13,0,3,0,0,1
0.9999999,62,1,0.687565091,4800.0,5,2,2,1,2,1
1.058188021,32,3,0.188689732,7196.0,7,2,0,2,4,1
0.184694345,61,2,0.113153098,6583.0,8,0,0,0,0,0
0.325761018,54,2,1.680266445,1200.0,8,0,1,0,0,1
0.269562484,32,0,1.24445111,3333.0,17,0,3,0,0,1
2.198801199,51,1,0.094492126,12000.0,5,7,0,0,0,1
0.010889665,37,0,0.286315199,3565.0,4,0,1,0,2,1
0.139256255,53,1,0.039461405,7500.0,14,2,0,0,0,1
0.600296687,35,0,1.988579586,1400.0,8,0,2,0,2,0
0.9999999,45,0,0.357910522,4000.0,6,6,0,1,2,1
0.180017634,42,0,0.279528302,10599.0,11,0,2,0,3,0
0.9999999,33,0,0.830939829,5500.0,12,0,2,0,1,0
0.805659479,40,2,0.573506021,4400.0,9,0,0,0,2,0
0.575314156,59,0,0.653881071,4405.0,6,0,1,0,0,0
0.75659847,73,0,0.847757783,3500.0,7,0,3,0,2,1
0.392607393,29,1,0.150616461,3000.0,2,0,0,0,2,1
0.366971386,62,0,0.642037632,4357.0,27,0,2,0,1,0
0.804941671,44,2,0.11189531,6800.0,4,0,0,1,4,0
0.739438649,42,0,0.06688502,5800.0,9,1,0,0,2,1
0.871889008,43,0,0.561109978,4900.0,6,0,0,0,2,1
0.857040828,35,0,0.518400393,4075.0,4,0,1,0,0,0
0.84144819,50,0,0.056907782,2916.0,5,1,0,0,0,1
0.194963133,65,0,0.298078909,9681.0,16,0,1,0,0,0
0.290059264,47,3,0.627312479,2972.0,8,3,1,1,3,1
0.452636391,66,0,0.536865784,4000.0,8,1,1,0,0,1
0.837858363,62,4,0.338386369,7981.0,8,3,1,0,0,1
0.0,39,0,0.551703163,6575.0,6,0,1,0,0,0
0.9999999,34,0,0.0,2494.0,0,0,0,0,2,1
0.017115672,73,0,0.014794082,2500.0,4,0,0,0,0,0
0.026649334,61,0,0.0029521,10500.0,3,0,0,0,0,0
0.526326211,53,0,0.558743007,8400.0,21,0,5,0,0,0
0.25036339,45,0,0.110990059,7342.0,4,2,0,0,5,1
0.627364386,40,2,0.242951128,2127.0,6,0,0,0,1,1
0.029833337,62,0,0.184004323,3700.0,9,0,0,0,0,0
0.523573821,36,0,0.154911009,4550.0,4,0,0,0,0,0
0.048232019,58,0,0.354157764,11700.0,29,0,4,0,4,0
0.963115209,35,0,1.115409413,1550.0,5,0,1,0,0,0
0.0,33,1,0.130345031,3390.0,2,0,0,1,0,1
0.410095228,32,0,0.616676665,5000.0,15,0,1,0,0,1
0.073379082,50,0,0.463487009,13816.0,17,0,3,0,1,0
0.326582927,30,0,0.34895638,8000.0,12,2,0,0,0,1
0.530022814,42,0,0.32077987,6000.0,9,0,1,0,0,1
0.246468424,61,5,0.357107149,6000.0,24,0,1,0,0,1
0.108752883,59,0,0.028018899,9100.0,13,0,0,0,0,1
0.468159757,42,2,0.651522035,2200.0,8,0,0,0,4,0
0.9999999,29,0,0.286576169,1325.0,1,1,0,0,0,1
0.709488023,41,1,0.51655365,5013.0,6,0,1,0,4,1
0.9999999,41,1,0.195219124,3764.0,3,1,0,1,2,1
0.91263762,52,0,0.981585982,3366.0,12,0,1,0,0,1
0.163750645,65,0,0.266873313,10000.0,13,0,1,0,0,0
0.041399781,67,0,0.194421657,7313.0,9,0,2,0,2,0
0.9999999,43,0,0.442755826,2960.0,6,3,1,0,3,1
0.027972948,35,0,0.232953038,3768.0,4,0,0,0,0,0
0.9999999,30,0,0.039973351,1500.0,1,0,0,0,0,1
0.321204378,54,0,0.30696163,8000.0,9,0,3,0,3,0
0.876273104,29,1,0.036385446,2500.0,2,3,0,0,0,1
0.471002762,63,1,0.066793321,10000.0,3,0,0,0,0,1
0.120760833,38,0,0.229732667,4600.0,5,0,1,0,4,0
0.012727032,85,0,0.010905125,1833.0,6,0,0,0,0,0
0.279030465,37,4,0.399592022,4411.0,10,0,1,0,0,1
1.194023292,49,2,0.473293345,3500.0,3,3,1,1,3,1
1.391014975,37,1,2.103792415,500.0,3,1,1,0,0,0
0.807154472,71,0,2.504075504,2330.0,7,0,2,0,0,0
0.9999999,56,0,0.017848165,3977.0,0,0,0,0,0,0
0.009708152,44,0,0.406017901,5250.0,19,0,1,0,0,0
0.578609494,47,0,0.697976129,1926.0,13,0,0,0,0,1
0.877078578,50,0,1.326504245,5417.0,15,0,5,0,0,1
0.9999999,52,0,1.216195373,3889.0,8,0,1,0,0,1
0.257018579,61,0,0.723128599,4167.0,18,0,1,0,0,0
0.56448874,48,0,0.818883341,6608.0,24,0,2,0,0,1
0.296600755,37,0,0.148401203,3658.0,6,1,0,0,0,0
0.291244108,61,1,0.262145499,4054.0,8,0,1,0,0,0
0.016907873,42,1,0.456700882,6916.0,7,0,2,0,1,0
0.00579942,50,0,0.311867802,9984.0,8,0,2,0,4,0
0.024988512,53,0,0.302809194,2740.0,8,0,1,0,0,0
0.009612697,87,0,0.24095181,5000.0,5,0,0,0,0,0
0.9999999,40,1,0.007406036,5400.0,3,0,0,0,0,1
0.086589617,43,0,0.471103742,4221.0,7,0,2,0,3,1
0.9999999,44,1,0.263248451,2905.0,3,1,0,1,5,1
0.924025325,41,4,0.549655632,4500.0,8,2,0,1,1,0
0.0763245,79,0,0.303929251,8932.0,6,0,3,0,0,0
0.043611027,61,0,0.142097426,4700.0,6,0,1,0,1,0
0.954523464,55,0,0.151988309,13000.0,6,1,0,0,1,1
0.122058286,59,1,0.00702302,5125.0,6,0,0,0,3,1
0.981552652,54,0,0.561500276,3625.0,7,0,1,0,0,1
0.9999999,44,0,0.692362598,1400.0,3,1,1,0,2,1
0.01641955,51,1,0.351731861,12500.0,11,0,1,0,2,0
0.084895683,59,0,0.596420717,13186.0,18,0,4,0,1,1
0.14586768,49,0,0.268146371,5000.0,4,0,2,0,0,0
0.9999999,57,3,0.499349429,6916.0,4,1,1,0,0,1
2.020881671,53,6,0.110772596,12800.0,4,1,0,1,0,1
0.571278275,30,1,0.067411084,2417.0,1,0,0,2,0,1
0.858130911,77,6,0.314021255,2916.0,21,1,0,1,0,1
0.736767173,63,0,0.25754818,18679.0,12,0,3,0,1,0
0.565717141,52,2,0.465263692,3943.0,7,0,2,0,5,1
0.965194698,49,0,0.790030211,3309.0,14,0,0,0,2,1
0.9999999,48,3,0.454627134,1112.0,3,1,0,0,0,1
0.176401627,36,0,0.081654806,8290.0,8,0,0,0,2,1
1.142233313,42,3,0.322568243,2600.0,5,1,0,0,1,1
0.100457991,54,0,0.109408807,17100.0,4,0,1,0,1,0
0.0,50,0,0.0,2900.0,1,0,0,0,2,0
0.125473787,52,0,0.585416308,5800.0,13,0,1,0,3,0
0.401453472,44,1,1180.0,0.0,9,2,0,0,0,1
0.104620566,34,2,0.165922144,4700.0,8,0,0,0,0,0
0.770871521,31,2,0.151744057,4500.0,5,0,0,0,1,1
0.705179836,24,1,0.063306955,2400.0,5,0,0,0,0,1
0.917755573,47,0,0.184008029,8966.0,4,0,1,0,2,1
0.008755361,52,0,0.08459436,15000.0,5,0,1,0,1,0
0.654636313,46,1,0.005637887,6207.0,2,1,0,0,2,1
0.938658578,44,1,0.337143964,5160.0,5,1,2,0,0,1
0.987668722,39,5,0.691279186,5010.0,14,0,2,0,2,1
0.950928847,48,0,0.515486726,10847.0,13,0,2,0,1,0
0.9999999,41,0,0.492424242,5147.0,5,1,1,0,1,1
0.302078573,37,0,0.314779271,3125.0,12,0,0,0,0,1
0.003315615,51,0,0.000226912,4406.0,2,0,0,0,0,0
0.0,65,0,0.040751416,10060.0,8,0,0,0,0,0
0.332102753,49,1,0.314761105,6550.0,8,0,1,0,2,1
0.845877331,36,0,0.176456767,4255.0,7,0,0,0,1,1
0.9999999,30,0,0.053982006,3000.0,2,7,0,0,1,1
0.129965798,25,2,0.18293902,3000.0,4,0,0,2,0,1
1.311844078,40,1,0.625334523,4483.0,9,0,2,2,2,1
0.9999999,31,0,0.197782705,2254.0,2,0,0,0,1,1
0.405471322,38,3,0.790552362,4000.0,8,2,2,0,2,1
1.050173519,49,2,0.484319607,11000.0,12,0,2,1,3,0
0.896103896,68,0,0.031093837,1800.0,2,0,0,0,0,0
0.038518496,47,0,0.372923294,2828.0,7,0,0,0,3,0
0.009708738,63,0,0.306224443,2200.0,4,0,1,0,0,0
0.22727136,53,0,0.380847953,5471.0,9,0,1,0,0,0
0.536511337,37,0,0.888037321,3000.0,8,0,2,0,0,1
0.055588063,44,0,0.193567203,12000.0,14,0,1,0,0,0
0.0,22,0,0.053763441,929.0,3,0,0,0,0,0
0.381199688,71,0,1.09947839,2683.0,7,0,1,1,0,1
0.813567903,27,0,0.078807242,2816.0,3,0,0,0,0,1
0.25889775,33,0,0.537441339,4900.0,3,0,1,0,1,0
0.960159363,49,1,0.16345036,4300.0,4,1,0,1,0,1
0.9999999,56,0,0.058659556,8250.0,2,2,0,1,0,1
0.609560994,46,4,0.282960954,14008.0,7,0,1,0,2,0
0.427512008,54,2,0.715883669,4916.0,12,0,1,0,0,1
0.132749262,70,0,0.01332889,3000.0,9,0,0,0,0,0
1.03187251,58,0,0.266666667,1544.0,3,1,0,0,0,1
1.07846077,56,1,0.252453778,4380.0,4,0,1,0,2,1
0.71285164,34,1,0.28752547,4416.0,12,0,0,0,1,1
0.138460936,64,0,0.310478802,8750.0,14,0,1,0,1,0
0.235418586,57,0,0.626126126,2885.0,7,0,1,0,1,0
0.05278174,42,4,0.339457568,8000.0,5,0,1,0,2,1
0.429785107,39,3,0.334583244,9333.0,11,1,1,0,2,1
0.123431961,73,0,0.926514544,13716.0,32,0,3,0,0,0
0.147487709,36,1,0.369691923,1200.0,5,0,0,0,2,1
0.618732896,68,0,0.534500202,9883.0,13,0,2,0,0,0
0.017628324,38,0,0.175664096,2333.0,7,0,0,0,0,0
0.378720266,66,0,0.884552021,7890.0,19,0,3,0,0,1
0.539696837,43,0,0.578698655,2750.0,14,0,0,0,0,0
1.006119951,32,2,0.651159561,7200.0,11,1,3,0,0,1
0.860376664,49,0,0.288785202,6000.0,9,0,2,1,2,0
0.428845066,46,0,0.165321261,18333.0,9,0,2,0,4,0
0.827172827,31,1,0.410986102,6043.0,5,1,1,2,2,1
0.0,56,0,0.087160262,11736.0,6,0,0,0,1,0
0.606876625,27,0,0.308694335,3300.0,9,0,0,0,1,0
0.031529004,54,0,0.23650546,3204.0,7,0,2,0,0,0
0.055606396,63,1,0.049924812,9974.0,5,0,0,0,2,0
0.893810429,47,6,0.238079323,8975.0,12,0,0,2,3,1
1.015615369,49,1,0.045540046,10100.0,4,0,0,0,3,1
1.016841219,35,0,0.437340153,8601.0,8,0,2,0,0,0
0.839231219,43,0,0.304188424,9000.0,8,0,1,0,4,1
0.068433137,67,0,0.22690084,18333.0,19,0,1,0,2,0
0.03606245,70,0,0.788105947,2000.0,18,1,1,0,0,1
0.026049326,45,0,0.406552838,2166.0,7,0,0,0,0,0
0.9999999,28,0,0.091113611,8000.0,2,0,0,0,0,0
0.77050765,64,1,0.688084587,4917.0,8,1,2,0,2,1
0.145817572,45,0,0.325558147,3000.0,9,0,1,0,0,1
0.9999999,37,0,0.195120325,15000.0,5,0,1,0,2,1
1.065754866,53,2,0.197240443,8841.0,13,0,1,0,2,1
0.529855437,44,0,0.096546152,9901.0,5,0,0,0,7,0
0.944657955,45,2,0.481265612,1200.0,7,1,0,1,0,0
0.017319231,50,0,0.771871355,6000.0,14,0,4,0,1,1
0.9999999,34,1,0.272484417,2245.0,2,0,0,0,1,1
0.512052854,44,0,0.253598058,11533.0,4,0,2,1,3,0
0.06908456,28,0,0.517197248,6250.0,12,0,2,0,3,1
0.815758526,25,1,0.369279327,1900.0,5,0,0,0,1,1
0.048851418,53,0,0.030663746,10500.0,11,0,0,1,0,1
0.812643822,55,1,0.436370627,2600.0,7,0,0,0,1,0
0.9999999,27,0,0.254545455,1044.0,3,0,0,0,0,0
0.850830246,49,0,0.529635098,4740.0,17,0,2,0,1,1
0.025655677,38,0,0.475841386,3000.0,7,0,1,0,2,1
0.748644758,46,0,0.936659772,3867.0,14,0,1,0,4,1
1.010430248,32,1,0.313493866,2200.0,5,1,0,2,4,1
0.162761637,25,0,0.136911281,1825.0,3,0,0,0,0,0
0.694270049,50,1,0.394474891,8940.0,16,0,2,0,0,0
0.005984268,51,0,0.686586985,7529.0,23,0,2,0,1,0
1.038919661,72,4,0.342624207,14350.0,8,0,2,0,0,1
0.0,76,0,0.014112903,1983.0,3,0,0,0,0,0
1.383270911,53,0,0.391481649,2206.0,5,4,0,2,2,1
1.21756487,31,0,0.4727197,2400.0,3,0,2,0,1,0
0.569407604,62,0,0.680841048,6372.0,14,0,2,0,0,0
0.9999999,48,1,0.288311216,5500.0,2,2,1,1,0,1
0.000749906,29,1,0.134204008,4440.0,7,0,0,0,2,0
0.052094791,68,0,0.002678093,5600.0,5,0,0,0,0,1
0.007909158,89,0,0.000774144,5166.0,2,0,0,0,0,0
0.345956755,29,0,0.229070288,6700.0,5,0,1,0,0,0
0.730853829,43,5,0.446062094,5700.0,13,0,1,0,4,1
0.648212226,27,1,0.03200883,3623.0,4,0,0,1,1,1
0.30597719,55,0,0.728305148,8100.0,15,0,4,0,0,1
1.35775452,48,3,0.148155228,5230.0,8,2,0,0,1,1
0.9999999,47,2,0.653738505,2500.0,2,1,1,1,0,1
0.03763657,41,0,0.297883392,7700.0,5,0,1,0,0,0
0.000288448,42,0,0.0,2882.0,3,0,0,0,0,0
0.848804216,30,0,0.423883808,1858.0,5,0,0,0,1,1
0.065399955,82,0,0.085076244,12000.0,11,0,0,0,0,0
0.011110425,31,1,0.164470625,6450.0,17,0,1,0,1,0
0.246491059,56,6,0.390268289,6000.0,6,1,2,1,0,0
0.9999999,44,1,0.658101356,1400.0,5,1,0,0,2,1
0.194069976,57,0,0.176621571,18700.0,16,0,2,0,3,1
0.973647598,49,0,0.544502618,4583.0,12,0,1,0,2,1
0.9999999,39,0,0.149966674,4500.0,2,0,0,1,3,1
0.005215376,55,0,0.000857061,10500.0,5,0,0,0,0,0
0.180685044,62,1,0.249255952,5375.0,18,0,0,0,1,1
0.607425676,78,3,0.626569461,7406.0,17,0,2,1,0,1
0.646979614,52,1,1.33808554,5400.0,19,0,3,0,2,1
0.363674235,25,0,0.293502953,2200.0,12,0,0,0,0,0
0.105442909,42,0,0.477913107,5500.0,6,0,1,0,2,0
0.9999999,43,1,0.253807107,2166.0,3,0,0,1,0,1
0.023883697,83,0,0.004892634,3678.0,5,0,0,0,0,0
0.9999999,35,0,0.075274961,7000.0,1,2,0,1,3,1
0.0,57,0,0.431113777,5000.0,13,0,2,0,0,1
0.805701342,61,1,0.282287085,2500.0,12,0,1,0,0,1
0.62661081,67,1,0.31,6099.0,9,0,1,0,2,0
0.4169705,43,0,0.269478617,3413.0,5,0,1,0,4,1
0.048090658,61,1,0.195972004,7000.0,7,0,1,0,8,0
0.0,61,0,0.417844954,2050.0,5,0,0,0,1,0
0.145933474,54,0,0.130992053,3900.0,2,0,0,0,0,0
0.122247235,59,0,0.302848576,2000.0,8,0,0,0,3,0
1.784035994,30,1,0.195601466,3000.0,9,0,0,1,0,1
0.129277894,57,0,0.267659412,5237.0,6,0,1,0,3,0
0.14822199,56,0,0.895815782,3560.0,7,0,2,0,0,0
0.037191471,54,0,0.172349889,10791.0,10,0,1,0,0,0
0.933491218,47,1,0.310504294,4540.0,6,0,1,2,3,1
0.0,80,0,0.0,10000.0,5,0,0,0,0,0
0.9999999,60,1,0.582508251,1817.0,5,2,1,1,0,1
0.579428038,36,0,0.110791979,18800.0,9,0,0,0,2,0
0.069450152,70,1,0.43294957,12333.0,14,3,3,0,0,1
0.047579291,51,0,0.444270562,5750.0,16,0,1,0,4,0
0.476723717,61,0,0.31878089,4855.0,12,0,0,0,2,0
0.056838932,63,0,0.515023112,2595.0,4,0,1,0,0,0
0.48987523,34,0,0.319171724,2800.0,3,0,0,0,1,0
0.016910964,42,0,0.003278151,6100.0,3,0,0,0,2,0
0.174757794,42,1,0.212087122,32000.0,9,0,2,0,1,1
1.039840637,27,0,0.042729152,1450.0,2,0,0,0,1,1
0.009499525,45,0,0.001769912,2824.0,1,0,0,0,0,0
0.004159834,78,0,675.0,0.0,9,0,1,0,0,0
0.069682744,47,0,0.414296134,5483.0,13,3,2,0,2,1
0.025375825,50,0,0.198925183,11908.0,10,0,2,0,3,0
0.404769332,61,1,0.228221742,4166.0,15,0,1,0,0,1
0.304599356,56,0,0.430165246,9500.0,16,0,1,0,1,1
0.889330758,39,3,2356.0,0.0,10,3,1,0,2,1
0.005141899,63,0,0.277863777,3875.0,7,0,2,0,0,0
0.315445637,31,0,0.236480496,4511.0,3,0,1,0,1,0
0.003622935,55,0,0.159222931,10500.0,14,0,1,0,1,0
0.439440927,57,0,0.797506739,5935.0,15,0,2,0,0,1
0.9999999,35,0,0.03098967,3000.0,1,0,0,0,0,0
0.687731362,41,0,0.77983288,10650.0,22,0,3,1,4,1
0.296267341,63,1,0.363233824,7000.0,6,0,1,0,0,0
0.393032419,37,0,0.268284462,8900.0,9,0,1,0,3,1
0.624513154,32,1,1.289789389,3750.0,17,0,3,0,0,0
0.877331894,45,3,11.82247191,444.0,14,1,2,0,3,1
0.042296246,42,0,0.268591772,7583.0,13,0,2,0,3,0
0.311688312,58,0,0.366181535,9000.0,5,0,2,0,2,1
0.073761907,83,0,0.279246795,2495.0,9,0,0,1,0,0
0.389782263,66,0,0.294020754,6070.0,16,0,2,0,4,1
0.599734721,34,0,0.120646559,6000.0,6,0,0,0,1,1
0.004249823,73,0,0.250319898,6251.0,10,0,2,0,0,0
0.194532565,47,0,0.34343755,6300.0,11,0,2,0,1,1
0.622289402,60,2,0.631648142,8366.0,13,2,1,1,0,1
0.777153815,34,0,0.444384156,1842.0,6,0,0,0,0,1
0.9999999,34,2,0.102748691,4583.0,5,1,0,1,3,1
1.31552968,70,2,1.103354795,5901.0,12,0,7,1,0,1
0.256344388,72,2,0.463579354,2072.0,13,0,2,0,0,1
1.173509286,33,3,0.430443367,5570.0,13,5,0,2,2,1
0.197698037,27,1,0.442951713,5135.0,11,0,2,0,1,1
0.578307584,62,2,0.755289788,3260.0,14,0,1,2,0,1
0.93322277,52,1,0.372442184,8258.0,3,0,1,0,3,0
0.005627802,79,0,0.232602845,2600.0,15,0,0,0,0,0
0.03775226,61,0,0.391102739,6900.0,19,0,2,0,1,0
0.9999999,53,0,0.233478508,5280.0,6,0,0,0,0,1
0.793453919,45,0,0.14214308,3200.0,5,0,0,0,0,1
1.309612984,23,1,0.331138288,2125.0,4,0,0,0,1,1
0.413696406,52,0,0.390211388,5250.0,8,0,1,0,0,0
0.525949135,48,0,0.496899595,8385.0,6,0,2,0,0,0
0.9999999,32,0,0.030396526,8750.0,1,1,0,1,0,1
0.342050336,56,2,0.470570525,6642.0,20,0,1,0,1,1
0.052402589,54,0,0.186140693,20000.0,8,0,2,0,0,0
0.944384756,34,4,0.413171081,6984.0,6,1,1,1,2,1
0.9999999,70,0,0.429075512,4250.0,5,0,1,0,2,0
0.163446698,65,0,0.753213368,3500.0,13,0,1,0,0,0
0.899279518,34,2,1.357142857,1399.0,4,3,1,1,0,1
0.9999999,42,3,0.364363404,3125.0,5,2,0,0,1,1
1.261337433,34,3,0.179850125,1200.0,4,1,0,0,0,1
0.008351557,80,1,0.057438062,9000.0,6,0,0,0,0,0
0.9999999,26,4,0.10789383,2900.0,7,0,0,6,0,1
0.016149193,35,0,0.688237608,5083.0,5,0,2,0,0,0
0.049665893,57,0,1.042168675,2157.0,6,0,2,0,0,0
0.013499663,48,0,0.231213277,9700.0,13,0,2,0,2,0
0.410789169,48,0,0.41025641,4094.0,15,0,0,0,0,0
0.004738946,50,0,0.23345313,26711.0,18,0,2,0,1,0
0.9999999,36,0,0.130423139,3733.0,1,3,0,0,0,1
0.021998977,45,0,0.16162707,8333.0,5,2,1,0,2,1
0.454670803,30,0,0.052378664,2080.0,6,3,0,0,0,1
0.959329602,69,1,0.926152138,1800.0,10,0,0,1,0,1
0.02828941,64,0,0.003306626,7862.0,5,0,0,0,0,0
1.272425249,41,2,0.451516161,3000.0,6,3,1,1,0,1
1.043824701,55,0,0.004824259,1450.0,1,0,0,0,0,1
0.161934805,41,3,0.392860714,10000.0,10,0,1,2,3,1
0.9999999,24,0,0.0,0.0,0,0,0,0,0,0
