V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,target
0.0638773,0.4,0.239583,0.507528,0.878377,0.3729,0.194207,0.0488313,0.333454,190.184,182.518,163.64,26.2582,24.0289,21.1441,-2.15639,-2.83078,-2.79658,87.5547,-0.401833,5.57142,5.34628,1.55875,2.45255,-3.22827,0.304179,-1.02033,80.4158,0.694444,2.08223,23.7822,0.365815,16.5721,0.113005,-4.19058,2.8366,88.6472,0.441667,161.109,46.284,-0.414264,50.1042,2.19975,115.794,23.4707,0.616358,0.388253,0.0274845,124.273,-0.258028,23.6279,15.6463,0.00748264,0.316158,1
0.0260359,0.216667,0.272222,0.206702,0.500091,0.188604,0.204479,0.0644588,0.558575,102.564,77.0189,57.4194,17.2993,14.303,14.1025,0.929624,3.13079,3.97145,62.9204,4.62861,12.9021,4.29397,1.99928,3.30759,1.59705,-0.208015,-0.279563,27.2765,0.46875,6.64747,71.5013,0.0828945,1.73209,0.152135,4.46891,0.486707,191.054,0.238889,189.838,22.0698,0.640715,31.7008,10.5345,102.357,41.6264,0.143436,0.703108,0.0666783,148.756,-7.55957,82.2038,16.4106,0.276991,0.132954,1
0.379398,1.0,0.627083,0.446082,0.25428,1.07306,0.548725,0.0297132,0.39498,82.2742,94.6436,104.047,15.0049,14.6499,16.2995,0.595522,0.243345,-0.154166,66.5541,-2.15712,-4.9114,4.38081,0.907718,1.64963,0.0738391,2.09015,5.58509,66.1243,1.0,-7.43488,52.0221,0.333342,10.4981,0.25553,-7.54726,0.222331,131.384,0.346875,114.698,22.8119,1.87745,30.953,15.1388,110.843,59.9248,0.572016,0.231074,0.0288931,168.527,-9.15795,75.4981,0.867681,0.0373032,0.354588,0
0.0354919,0.310417,0.241667,0.812462,0.923566,0.282058,0.21453,0.0688081,0.526884,60.5726,52.4717,49.1516,25.4218,23.4851,24.0899,1.52115,1.87007,1.91519,51.7854,2.50386,3.57197,9.53642,1.47725,1.87724,0.360238,1.69065,2.39953,49.7397,1.0,-1.69426,2.09404,0.693199,20.4845,0.26077,-0.548404,0.771258,59.1626,0.161111,104.169,19.033,1.14373,35.2093,17.7673,49.7639,36.3707,0.147369,0.292442,0.0353994,76.7734,0.866086,21.4904,10.5645,0.0613889,0.979108,1
0.107963,0.702083,0.294444,0.334064,0.269564,0.54578,0.264191,0.0453473,0.477745,119.425,56.8601,17.9902,27.6322,23.9359,24.9739,1.44805,3.18856,4.8375,57.6461,14.6131,40.9936,7.48477,5.80377,11.4586,1.22122,2.61581,-0.480892,73.3128,1.0,7.50121,16.6007,0.513616,4.51616,0.466715,-4.05337,2.03869,104.462,0.169444,17.5435,36.6777,1.41594,57.9887,17.076,140.526,62.6685,0.947275,0.811856,0.042648,95.4118,0.676155,68.3075,17.7891,0.371985,0.687848,1
0.053478,0.241667,0.283333,0.896123,0.637436,0.212811,0.250688,0.03755,0.218982,80.0316,84.842,96.7407,33.312,33.0916,33.4559,1.32806,1.22064,0.706344,63.1678,0.599022,-5.65878,9.49593,1.35231,6.43037,0.845406,0.0297662,-0.177302,71.289,0.629167,1.88661,8.26778,0.193825,12.7785,0.604496,-2.07429,-0.713749,118.369,0.416667,162.094,65.947,1.04462,22.5095,9.30232,141.56,61.5314,0.37969,0.192305,0.020575,104.655,1.10955,32.3637,10.7179,0.404722,0.765683,1
0.108629,1.0,0.447222,0.429419,0.215668,1.15531,0.292199,0.0742102,0.757104,188.751,186.195,167.227,21.7626,22.6423,22.5356,-1.68067,-1.96348,-1.73953,88.095,-1.33654,5.29075,4.74772,0.877948,0.957605,-2.87871,3.52522,2.64375,46.3793,0.166667,1.90749,63.5386,0.326794,3.92862,0.354141,-0.140468,1.13776,79.103,0.330556,49.9508,20.1189,-0.628223,64.6084,20.7374,116.861,35.0394,0.135328,0.242363,0.0182639,131.552,-0.733464,54.0307,6.58218,0.10805,0.208891,1
0.0129803,0.110417,0.152778,0.630087,0.700042,0.0949769,0.131064,0.0664289,0.230532,147.271,170.346,121.337,64.9827,60.5046,71.4314,0.110132,-0.651055,0.512193,82.2322,-10.128,16.1525,12.2362,21.4441,12.2191,-0.533419,0.335513,0.00559771,50.1566,0.160417,3.84231,27.2409,0.287108,9.61288,0.158952,-0.3808,0.832868,83.1092,0.527778,63.981,39.783,2.10961,62.8185,11.7052,50.5133,35.2622,0.660652,0.148137,0.0473421,69.0455,1.47325,4.04799,6.29596,0.340139,0.98886,1
0.42864,1.0,0.619444,0.475584,0.229421,1.08521,0.505569,0.0201974,0.308025,31.2678,144.259,219.665,33.5867,34.5453,5.15982,1.77643,0.488573,-7.5845,75.0207,-17.4109,-29.9307,7.41394,4.46074,11.1805,0.385505,0.841776,0.493546,60.2371,0.360417,-1.64068,24.5444,0.189782,2.81039,0.308924,1.64168,2.38369,128.327,0.511111,67.9441,59.3767,-0.084804,44.6102,0.478244,72.7629,24.5658,0.0481282,0.72569,0.0643113,109.287,1.83228,10.7763,3.98885,0.17533,1.06798,0
0.020897,0.129167,0.169444,0.832811,0.0836141,0.126428,0.163004,0.0625865,0.0452142,38.9693,42.4107,37.5583,44.8648,48.0838,45.0562,1.28155,0.906108,0.975212,35.4738,-0.716999,6.91303,26.8636,7.89011,8.56626,0.282684,0.846655,0.140161,44.9425,1.0,-0.928424,63.7697,0.225724,0.337122,0.420545,-9.39097,0.480688,89.11,0.614583,33.4469,24.8898,-0.684675,37.8076,18.1952,51.2335,79.4865,0.49716,0.329214,0.0902541,188.771,7.71468,11.7495,7.22818,0.19875,0.512955,1
0.338815,1.0,0.41875,0.533274,0.207402,0.963247,0.364602,0.0235387,0.190889,191.133,186.984,182.564,17.3202,15.0967,13.9834,-0.835728,-0.0434368,0.146688,88.6306,0.313905,1.38809,2.85891,0.786534,1.80123,-0.317194,-1.87899,-1.97135,79.4006,1.0,0.812207,24.8997,0.192284,27.6647,0.275277,24.1729,1.26778,166.242,0.463889,122.122,20.704,-1.22483,21.9712,0.0415754,68.1128,22.132,0.785924,0.343296,0.0417686,175.537,1.65593,31.9838,19.8219,0.0796354,0.146111,0
0.151059,0.75625,1.0,0.684623,0.197244,0.784108,0.844147,0.059112,0.800253,101.042,125.392,83.5485,61.6098,62.1367,61.0391,0.509956,0.329752,0.616416,70.2449,-13.4044,17.4021,17.5708,12.744,18.6264,-0.740452,-0.0885759,0.111373,60.0917,1.0,-2.80872,69.6285,0.319377,6.65164,0.166171,4.21461,-1.47835,171.547,0.186111,85.744,16.1231,-1.25774,49.1921,7.89135,163.129,9.20675,0.290609,0.340848,0.0199239,159.14,0.839985,59.2064,2.59586,0.446523,0.334249,1
0.106823,0.88125,0.361111,0.311898,0.402341,0.896505,0.262883,0.0556368,0.664321,114.191,127.466,133.264,15.8718,11.2081,10.4927,-0.447891,-0.67542,-1.11987,75.3824,-2.44978,-3.02758,2.97759,1.39246,2.18526,-0.836315,0.226476,0.116251,74.8853,0.397222,-7.4623,12.3964,0.804961,9.56697,0.754031,2.27334,-2.28214,130.316,0.23125,150.716,64.505,0.131877,43.0903,14.1816,130.673,51.9619,0.935873,0.829278,0.0818394,65.5035,-0.349143,39.6048,5.62038,0.04511,0.255587,0
0.174977,1.0,0.386111,0.386913,0.869814,1.11729,0.321221,0.0401177,0.546822,183.807,148.358,117.273,7.35451,6.61812,6.28026,-1.4511,-1.00777,-0.480795,81.9558,3.80331,12.5741,1.46294,0.441159,0.754562,-2.22468,0.120557,-0.2596,66.1169,0.18125,1.24884,50.3586,0.564077,11.078,0.331844,0.264595,-0.0774225,61.2534,0.555556,145.934,58.6471,-0.107376,61.5297,11.2358,62.1571,46.6725,0.197033,0.209219,0.0748614,160.293,0.243078,44.6364,5.55234,0.379954,0.306648,0
0.00457755,0.116667,0.06875,0.883548,0.972366,0.0944563,0.0643747,0.139065,0.429293,104.837,107.078,55.4311,16.1546,12.8969,20.3558,0.812816,-0.808529,1.65816,69.5564,-8.20364,23.796,3.69588,5.43769,8.63543,-1.10691,1.07238,-1.08513,70.4703,0.972917,7.28162,54.0007,0.182211,14.8692,0.0708986,-1.73857,2.56002,115.579,0.294444,114.071,29.4874,0.177075,1.50805,8.4792,106.928,46.0162,0.574426,0.376194,0.0425909,94.3354,-0.965209,52.0265,5.60776,0.0130613,0.993408,0
0.40103,1.0,0.580556,0.531178,0.216553,1.01123,0.468015,0.0245317,0.309231,103.597,155.783,216.191,19.0378,15.2838,6.09918,0.655017,0.328431,-0.698869,80.8765,-4.18653,-19.6911,3.27756,0.769721,4.00671,0.264581,0.197998,0.875999,49.2406,0.222917,0.706016,27.761,0.575068,2.43987,0.447404,1.35063,-0.51371,194.446,0.425,79.2914,17.7787,-1.085,62.5038,24.4179,102.873,12.3448,0.483882,0.214057,0.0981443,42.3137,-7.4008,21.9023,13.4024,0.217066,0.0845509,0
0.00915509,0.1375,0.0888889,0.501117,0.707433,0.120603,0.0753331,0.0954488,0.250947,88.4096,59.6429,64.9684,51.1624,37.9849,33.7112,0.954163,1.39689,1.03362,55.6672,11.1965,0.613992,12.8969,15.1302,5.76912,0.489924,1.51195,0.845422,57.3362,0.419444,5.79435,35.4212,0.0993069,3.14126,0.393946,0.552065,0.515658,98.5626,0.4875,129.289,35.4016,0.523337,62.5354,0.029974,69.1355,54.3784,0.213639,0.176418,0.083214,79.4454,-0.745768,56.7535,3.49274,0.324942,0.981085,1
0.00133681,0.0395833,0.0444444,0.0573232,0.76437,0.0330092,0.0392619,0.207792,0.240132,150.381,156.727,148.961,46.4148,54.4876,58.3496,-0.528859,-0.489116,-0.396449,80.6884,-1.89734,2.59593,12.5111,2.70857,3.55604,-0.746869,1.27616,0.418594,60.5862,0.2125,1.88697,13.4265,0.329216,1.89443,0.143936,-2.63817,-0.262704,247.323,0.45,86.6232,26.9734,3.41869,56.4331,12.0631,196.409,12.777,0.176767,0.411454,0.0886303,80.8716,-1.88995,15.3606,13.511,0.0336574,0.250822,1
0.0483507,0.560417,0.205556,0.423051,0.931686,0.611489,0.175988,0.0804309,0.580277,126.665,123.769,125.351,59.3016,56.7148,49.7846,0.397036,0.388173,0.383953,73.2207,1.07204,-1.07674,13.8406,1.07282,3.2652,0.219931,0.553638,-0.155782,77.8374,0.916667,0.356463,44.7264,0.70257,5.53765,0.286493,2.0864,2.52312,224.307,0.429167,137.455,20.1509,-0.560687,29.2028,5.25783,69.8192,55.2454,0.751905,0.121055,0.0274011,130.87,0.357313,9.64645,14.1247,0.42181,0.66351,0
0.0215741,0.180556,0.185417,0.919117,0.742283,0.164623,0.154519,0.0675966,0.355575,148.673,147.183,131.11,55.1133,54.4988,53.9186,-0.457677,-0.462806,-0.428434,78.4928,-1.68744,5.77173,13.8674,1.781,2.65131,-0.917033,-1.10682,2.56783,80.0961,0.252778,1.47485,30.9957,0.158281,18.8606,0.362318,6.12701,-0.586804,170.396,0.554167,81.3808,21.9429,0.319127,10.3631,19.4454,85.6357,19.8361,0.0914374,0.540781,0.0223909,218.875,0.330852,6.73846,20.6591,0.27162,0.382509,0
0.0346759,0.175,0.3,0.911267,0.504475,0.140557,0.271525,0.049733,0.339506,49.7834,32.1113,13.9097,18.8291,15.5651,13.1657,0.57815,0.90429,1.47895,42.1888,4.58662,26.05,9.10058,3.18074,8.82669,0.0582467,0.235284,0.215795,68.3408,0.197222,-9.27982,42.5913,0.212095,17.7894,0.0734148,0.042484,0.130187,187.278,0.610417,100.539,13.9418,-0.664225,48.7019,12.77,46.0237,32.4375,0.512959,0.170584,0.00996869,73.9748,0.495167,13.4186,14.5933,0.301568,0.140083,1
1.0,1.0,1.0,0.501042,0.501389,1.0,1.0,0.00969907,0.0,144.863,145.296,131.405,47.509,36.6073,46.607,-0.335826,-0.421858,-0.184601,79.071,-2.22739,5.07719,9.1495,3.81463,10.2151,-0.643454,-0.971864,2.82035,79.8896,0.997222,-0.578571,63.713,0.111158,7.32736,0.102329,17.0541,-0.412459,112.909,0.138889,155.339,64.4718,-0.799323,9.42494,10.133,146.501,5.09369,0.655933,0.235372,0.075662,151.459,-0.523312,50.0645,12.7172,0.0923893,0.993887,1
0.202106,0.886111,0.39375,0.444194,0.816978,0.796969,0.373941,0.026572,0.420743,196.137,179.025,186.235,29.5261,53.3847,56.0579,-1.25901,-1.04594,-1.08626,86.9269,4.94087,-0.0987985,10.2068,8.32638,4.24426,-1.192,1.51239,1.24983,70.9002,0.166667,-17.6206,9.37225,0.116511,15.7821,0.688013,12.5548,0.00184152,64.2182,0.205556,92.6974,24.2199,0.282313,31.5505,0.414071,119.952,48.715,0.462283,0.51406,0.0188582,139.035,1.02473,8.63485,5.5321,0.0486632,0.15009,1
0.0198669,0.291667,0.0888889,0.779812,0.615503,0.25752,0.0760932,0.0847655,0.233705,110.661,96.979,101.946,19.6506,17.2237,14.1546,2.51327,2.61773,2.38957,68.7398,4.38551,-0.756108,4.40892,1.02765,1.76014,2.16906,-1.20423,1.26438,54.7161,1.0,-4.17448,34.1455,0.797451,10.8577,0.123479,0.639064,0.364261,249.264,0.1,100.276,29.9386,2.55708,23.5441,8.01844,54.3599,9.6959,0.421614,0.351479,0.0575973,211.613,0.808741,21.0586,12.143,0.130226,1.11381,0
0.111875,0.297222,0.7625,0.27246,0.498164,0.197605,0.762573,0.0490896,0.506358,120.302,108.247,89.9281,53.0648,49.4063,41.4949,0.759958,0.751254,0.804492,69.6083,1.15459,8.09589,12.9071,4.5237,13.6393,0.00402221,-0.647707,2.2539,62.4953,1.0,-5.32215,50.0813,0.41148,5.91382,0.22237,5.76326,0.307651,84.3933,0.0777778,131.031,54.0597,-0.109241,14.1619,10.9024,54.0062,44.6426,0.599449,0.234604,0.0687001,136.127,2.79888,12.9369,8.72882,0.447986,0.195129,0
0.0140856,0.116667,0.133333,0.945868,0.666149,0.109443,0.128843,0.0772391,0.094494,166.971,124.26,102.915,61.838,46.9706,41.3577,-0.79528,-0.242454,-0.195169,75.2491,6.61365,11.2056,13.4472,6.37955,3.3031,-1.01631,0.113227,0.372669,83.5696,0.655556,9.90483,8.06673,0.142419,10.2584,0.295698,1.24993,0.454263,188.013,0.0895833,128.363,35.1282,2.63883,31.4801,9.40538,159.342,44.7323,0.471559,0.517901,0.101847,209.785,0.841195,19.0639,3.29746,0.155509,0.0312291,1
0.0053125,0.0833333,0.0888889,0.125118,0.654608,0.072419,0.0770563,0.127451,0.282813,177.482,156.331,131.672,55.3225,54.6039,57.2426,-0.411236,-0.185995,0.0218212,81.6051,1.63935,10.0625,12.3772,2.03271,5.83226,-0.582215,-0.911067,1.15162,92.5731,0.75,0.662536,30.5582,0.531655,1.3328,0.37968,3.88039,2.38005,131.46,0.213889,157.631,1.60923,0.493428,22.2989,13.1389,44.1066,53.3034,0.78849,0.427852,0.0420826,128.16,-0.292111,25.7533,10.3882,0.0044213,0.0905094,1
0.0366667,0.466667,0.138889,0.475921,0.940309,0.364066,0.121298,0.0733902,0.434286,27.7847,28.5404,3.97569,5.0865,5.49055,2.84801,0.446226,-0.388517,1.03794,38.3854,-9.30207,34.2764,3.54515,3.73109,5.97351,-1.01206,2.55192,-0.016085,99.0139,0.997917,-7.4307,20.9137,0.19597,15.6368,0.0806283,0.565667,-0.886154,244.427,0.183333,106.292,60.087,0.204369,3.96618,12.9523,121.724,69.0269,0.834092,0.250453,0.124248,90.0865,0.839127,56.3599,25.1051,0.00870949,0.356074,1
0.0440451,0.285417,0.205556,0.670657,0.558115,0.260861,0.170035,0.0461175,0.24926,76.4011,73.3858,60.02,8.31807,7.42604,5.84546,-2.09344,-2.47175,-2.52344,60.3622,-1.36432,7.14645,3.0007,0.850654,1.81715,-4.33992,0.279083,-0.122624,88.8693,0.7125,0.418359,40.0364,0.0331555,15.8961,0.213666,-0.266418,-1.02525,49.944,0.130556,202.648,49.3775,0.195906,55.6453,17.8182,62.1816,21.6558,0.517358,0.236842,0.0351784,199.546,-0.958573,57.8313,11.9775,0.124936,1.11037,1
0.0802734,0.325,0.34375,0.488793,0.144194,0.276659,0.307063,0.034631,0.281469,224.701,227.308,231.169,9.36257,10.5622,12.6874,-0.309559,-0.746016,-0.512039,95.5673,-0.0851517,-0.993884,1.72389,0.510772,0.656626,-0.795783,6.78639,0.708291,65.3453,0.910417,4.88112,24.3711,0.37974,13.4494,0.28008,-4.01811,-0.646642,116.811,1.0,129.734,30.2725,0.35499,12.6679,13.1603,99.15,12.9073,0.634212,0.48452,0.0363414,108.492,0.627046,35.8427,7.21262,0.0945081,1.0413,0
0.207878,0.966667,0.328125,0.595872,0.122456,0.850891,0.266242,0.0314438,0.344622,157.761,199.555,222.849,22.3949,15.9113,12.108,-0.261172,-0.916302,-1.07309,89.5011,-5.25338,-8.17821,3.15099,1.28927,2.32839,-0.90433,0.424594,0.0117746,65.3062,0.152083,1.46469,30.2042,0.607428,1.61747,0.376211,-0.162106,0.462197,82.8904,0.152778,159.424,11.6179,9.5785,25.5182,5.6626,117.728,15.4051,0.732585,0.551966,0.0635988,107.386,3.0015,38.9506,11.2994,0.341343,1.01189,0
0.208536,1.0,0.466667,0.565256,0.848805,1.22253,0.37715,0.0333287,0.553137,166.117,139.763,75.2301,75.4583,72.3395,45.2537,-0.481293,-0.40221,-0.0181533,75.4259,-0.388261,26.4789,19.2841,4.45271,11.5078,-0.681307,1.05046,-0.138007,61.9564,0.3375,1.38298,6.30668,0.41249,17.7702,0.19932,2.9809,-0.364748,115.42,0.244444,86.339,39.1911,2.55025,13.608,8.04686,119.279,60.0786,0.643092,0.509371,0.00969913,136.189,0.762933,30.655,14.1097,0.349609,0.168906,1
0.067147,0.345833,0.313889,0.169362,0.421532,0.348359,0.246867,0.0541239,0.381437,50.0203,51.6353,33.923,30.7745,30.3577,25.4912,2.32932,1.90974,2.80727,49.2836,-4.7665,12.3698,11.6585,5.25735,6.55731,0.812456,0.223038,0.482282,40.0456,0.56875,3.09028,23.5872,0.36116,9.26022,0.17143,5.01929,0.714152,192.609,0.991667,191.779,28.0708,2.30068,27.6577,17.7041,56.6831,10.379,0.498492,0.119186,0.030856,82.7184,-4.31895,58.4997,14.1898,0.0901505,0.165633,0
0.053669,0.252083,0.275,0.470694,0.228628,0.215972,0.241977,0.0360147,0.225812,164.253,157.253,167.376,35.2769,41.4539,46.4185,-0.561673,-0.447516,-0.578227,82.3823,2.73556,-2.03845,9.14396,2.07351,4.86057,-1.00608,0.417808,2.06395,69.9917,0.294444,2.87929,57.4338,0.264478,13.1936,0.116088,7.64237,-0.315067,133.436,0.386111,43.5365,57.9324,0.250794,24.9999,5.35654,130.167,10.0677,0.338477,0.551818,0.0243212,58.1533,1.18235,17.4799,3.71394,0.255081,0.940639,0
0.439236,1.0,0.752083,0.493287,0.323968,1.22324,0.767038,0.0253228,0.415974,176.457,176.943,161.512,41.2582,39.5125,49.4116,-0.13795,0.0974101,0.102774,85.8377,-1.8807,4.88307,8.01313,2.7695,5.26452,-0.235848,-2.73823,0.602968,80.9416,0.122222,6.06531,27.0895,0.784499,7.96923,0.337718,-4.31938,-1.13076,112.708,0.227778,109.85,9.426,0.662223,38.6557,9.11579,234.267,30.3797,0.685219,0.641667,0.0257878,24.6898,1.19138,46.4595,10.4095,0.242888,1.05435,1
0.0419097,0.516667,0.15,0.206683,0.175605,0.476213,0.114716,0.0741508,0.459229,53.8068,58.8431,68.2102,13.3904,11.753,11.2283,0.895977,1.17298,1.14463,54.6843,-0.0668502,-5.80385,4.64129,2.0546,2.38835,0.441213,-0.261963,-0.272767,58.867,0.0520833,15.9916,54.3305,0.290617,4.35,0.443709,2.10005,3.48842,200.117,0.0277778,187.249,24.3134,0.900699,33.7559,21.3746,204.64,14.1621,0.722901,0.0862577,0.0756872,112.817,1.64157,39.7277,6.90226,0.465839,1.04947,0
0.0165857,0.19375,0.180556,0.511347,0.0886282,0.172177,0.165133,0.113747,0.525889,195.029,205.173,229.341,22.0275,15.6641,13.1783,0.0276163,-0.269644,-3.8384,91.7419,0.43788,-6.29265,2.87768,1.1255,3.30339,-0.440085,0.456217,0.332558,59.4819,0.94375,10.5779,17.0333,0.538223,12.5413,0.228236,-3.49014,1.24077,81.4019,0.75,127.543,35.5202,0.311637,24.7813,17.4224,152.481,44.5127,0.419764,0.454395,0.0163202,165.605,-0.717306,30.4042,7.24742,0.0148495,1.06583,0
0.0903762,0.316667,0.4,0.855958,0.151975,0.324404,0.323099,0.0364987,0.286504,104.529,112.019,116.987,36.6449,39.5971,41.5148,0.519403,0.604972,0.602739,70.6798,-1.14706,-2.34735,10.1381,3.35193,2.64921,0.139971,-1.30477,1.60906,93.6609,1.0,5.45115,30.3656,0.356264,9.52763,0.345222,-1.36677,-0.665982,22.6998,0.716667,40.3484,45.7156,-0.664222,54.4952,9.27392,64.7219,48.9886,0.412193,0.677826,0.0699599,193.13,0.917645,37.655,1.5073,0.594902,0.814389,1
0.0644444,0.0805556,0.877083,0.964113,0.572432,0.0752351,0.85435,0.0783944,0.087886,133.917,45.5067,10.8844,41.7339,38.318,21.3393,0.705035,1.55187,2.60722,53.7841,28.0875,50.005,13.3365,10.3913,10.0501,0.541107,-0.293662,-0.586507,74.0637,0.0458333,-7.39395,12.9132,0.203549,10.6581,0.539088,11.7852,1.59691,101.789,0.35,56.0086,26.8508,-0.210283,59.8379,10.3954,45.0721,81.2117,0.473703,0.260057,0.0322376,64.9854,0.398261,46.5059,5.25641,0.30283,1.15529,1
