Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,target
DL,2832.0,SLC,JAC,5,1195.0,62.0,0
OO,4689.0,SLC,ABQ,1,1298.0,100.0,0
OO,6635.0,CIC,SFO,3,888.0,59.0,1
UA,778.0,BDL,IAD,1,601.0,92.0,0
WN,1955.0,MDW,DTW,3,935.0,70.0,0
UA,823.0,BOS,IAD,5,848.0,110.0,0
FL,1492.0,MCO,CMH,2,740.0,125.0,0
OO,4778.0,SEA,SLC,4,1005.0,113.0,1
US,678.0,PHX,BOI,5,1270.0,130.0,0
MQ,3705.0,DCA,ORD,5,1100.0,135.0,0
OO,4692.0,SLC,OKC,1,585.0,140.0,1
EV,5059.0,GSO,ATL,3,1070.0,93.0,1
MQ,3319.0,DFW,GGG,5,600.0,45.0,0
US,1514.0,LAX,PHX,5,1075.0,82.0,1
XE,2651.0,EWR,ATL,7,975.0,156.0,0
WN,1089.0,PHX,LAS,7,600.0,70.0,0
AA,303.0,LGA,ORD,7,435.0,165.0,0
F9,608.0,DEN,IND,7,895.0,139.0,1
WN,1242.0,ONT,LAS,1,470.0,60.0,0
WN,2833.0,DEN,SAN,6,860.0,145.0,1
WN,1381.0,DAL,AUS,2,1065.0,55.0,1
US,90.0,EWR,PHX,4,610.0,329.0,0
XE,2142.0,OKC,EWR,7,420.0,182.0,0
AA,743.0,LGA,DFW,4,755.0,240.0,0
XE,2552.0,GRB,CLE,3,965.0,78.0,0
WN,1627.0,ELP,HOU,6,555.0,105.0,0
OH,6607.0,DTW,GRR,3,940.0,59.0,0
MQ,4298.0,ORD,MLI,1,570.0,55.0,1
UA,786.0,MSP,ORD,4,662.0,83.0,1
US,614.0,LAS,PHX,4,760.0,70.0,0
B6,686.0,DCA,BOS,4,940.0,84.0,1
MQ,3229.0,DFW,LBB,3,1270.0,70.0,1
XE,2637.0,DAL,IAH,5,1019.0,69.0,0
OH,6566.0,RIC,JFK,2,375.0,85.0,1
EV,4944.0,MEM,MOB,5,570.0,82.0,0
OO,4816.0,SFO,SLC,6,705.0,104.0,1
FL,1244.0,FNT,MCO,2,428.0,174.0,0
DL,1691.0,ATL,TPA,1,1370.0,82.0,1
9E,4380.0,DTW,SBN,5,1180.0,65.0,1
AA,1353.0,JFK,DFW,3,1020.0,255.0,1
9E,3890.0,DLH,DTW,2,365.0,117.0,0
WN,2816.0,MDW,PHX,6,880.0,240.0,1
YV,7278.0,JAX,ORD,1,700.0,156.0,0
MQ,3346.0,SDF,DFW,5,725.0,150.0,1
UA,523.0,FSD,DEN,4,817.0,108.0,0
CO,1764.0,MFE,IAH,7,505.0,69.0,0
DL,2132.0,ORD,MSP,5,552.0,93.0,1
AA,1495.0,DFW,SMF,3,590.0,225.0,0
CO,1083.0,BOS,IAH,7,735.0,267.0,0
US,656.0,PHX,SNA,5,1270.0,80.0,1
MQ,3703.0,ORD,ATL,6,1060.0,125.0,1
EV,5086.0,ATL,BHM,7,930.0,55.0,0
AA,704.0,DFW,LGA,7,435.0,194.0,0
XE,5986.0,IND,IAD,6,1155.0,95.0,0
WN,1689.0,SMF,SEA,1,445.0,115.0,0
WN,442.0,MDW,PHL,2,1200.0,120.0,1
WN,50.0,ELP,PHX,4,1270.0,75.0,1
MQ,3836.0,ORD,PHL,2,575.0,120.0,1
DL,1815.0,ATL,ELP,1,1110.0,217.0,0
WN,3584.0,MCI,BNA,2,420.0,95.0,1
WN,28.0,DAL,MCI,7,860.0,85.0,1
HA,341.0,ITO,HNL,3,577.0,49.0,0
WN,3047.0,SNA,LAS,3,915.0,65.0,1
WN,186.0,BNA,BHM,3,1060.0,50.0,1
US,2142.0,LGA,BOS,4,1200.0,75.0,0
OO,4617.0,SLC,BZN,2,1300.0,93.0,0
B6,383.0,LGA,FLL,4,1305.0,170.0,1
AS,73.0,JNU,ANC,2,455.0,109.0,0
WN,3664.0,BWI,BDL,4,715.0,65.0,1
US,974.0,CLT,MSP,4,460.0,167.0,0
WN,392.0,HOU,HRL,6,930.0,60.0,1
EV,5181.0,MLU,ATL,4,690.0,90.0,0
CO,1529.0,CLE,TPA,7,940.0,156.0,1
DL,2648.0,TLH,ATL,4,415.0,72.0,0
US,542.0,PHX,DFW,6,595.0,145.0,0
MQ,4377.0,BOS,JFK,1,545.0,80.0,0
OO,6456.0,ORD,AUS,3,918.0,165.0,1
XE,2779.0,LIT,IAH,4,995.0,82.0,0
DL,1299.0,SLC,LAX,3,695.0,120.0,1
AA,1720.0,DFW,IAD,6,910.0,160.0,0
UA,457.0,IAD,ATL,7,541.0,124.0,1
WN,1174.0,BWI,CLE,2,1195.0,75.0,0
DL,1906.0,LAX,DTW,7,1010.0,264.0,1
CO,1469.0,LAS,EWR,5,1015.0,276.0,1
FL,939.0,JAX,ATL,4,761.0,75.0,1
XE,5940.0,BNA,ORD,5,467.0,107.0,1
OH,6764.0,CLT,JFK,5,700.0,136.0,0
FL,227.0,LAS,MKE,6,430.0,208.0,0
FL,336.0,ATL,PHL,2,670.0,122.0,1
DL,674.0,STT,ATL,7,952.0,253.0,0
OO,6606.0,DEN,MLI,5,688.0,120.0,0
WN,20.0,PHX,SFO,3,920.0,125.0,1
DL,1497.0,MSP,ABQ,7,695.0,171.0,0
9E,3833.0,DTW,OMA,1,1185.0,130.0,0
FL,1078.0,MCO,HPN,5,650.0,152.0,0
YV,2848.0,PHX,YUM,2,875.0,71.0,0
OH,6440.0,GSO,CVG,2,1085.0,92.0,0
UA,82.0,LAX,JFK,6,1360.0,320.0,0
OH,6341.0,DTW,ATW,5,545.0,97.0,0
B6,734.0,SJU,BOS,3,825.0,249.0,1
EV,5252.0,TLH,FLL,7,1135.0,82.0,0
WN,1783.0,BNA,CMH,7,1200.0,70.0,0
OO,6452.0,FAT,LAX,4,510.0,71.0,0
WN,120.0,TUL,HOU,5,1010.0,95.0,1
AA,1048.0,ORD,MIA,3,480.0,185.0,1
DL,2112.0,ATL,ORD,3,505.0,134.0,1
9E,3884.0,SYR,DTW,5,724.0,91.0,1
DL,159.0,LGA,DTW,1,435.0,127.0,0
EV,5272.0,MOB,MEM,6,390.0,79.0,0
HA,256.0,HNL,OGG,6,610.0,37.0,1
WN,1537.0,MDW,CLE,7,1230.0,70.0,0
WN,1329.0,SAT,SAN,2,1080.0,185.0,1
UA,188.0,ORD,TPA,6,674.0,161.0,0
US,926.0,CLT,ORD,3,590.0,134.0,1
AA,567.0,DFW,SFO,4,1065.0,230.0,1
B6,1324.0,BWI,BOS,4,730.0,76.0,0
WN,3237.0,PHL,MDW,6,1035.0,145.0,1
B6,28.0,TPA,JFK,3,1175.0,153.0,0
OO,6918.0,DEN,DSM,7,640.0,106.0,1
CO,1804.0,EWR,EGE,3,560.0,284.0,1
MQ,2975.0,DFW,ABI,5,975.0,50.0,1
AS,552.0,SEA,PSP,2,540.0,159.0,0
AA,1241.0,PIT,DFW,3,415.0,205.0,0
OO,6477.0,SMF,LAX,5,879.0,83.0,1
WN,404.0,LAS,MKE,5,565.0,210.0,1
EV,5112.0,LIT,ATL,1,1086.0,98.0,1
HA,247.0,KOA,HNL,1,1139.0,42.0,0
AS,642.0,SEA,PHX,1,1210.0,159.0,1
WN,272.0,SAN,TUS,4,850.0,70.0,1
DL,1306.0,TUS,ATL,4,841.0,207.0,1
AA,1775.0,DFW,SNA,5,675.0,195.0,0
9E,4363.0,PIT,CVG,5,700.0,80.0,0
AA,1019.0,CLT,DFW,4,400.0,185.0,0
MQ,3695.0,JFK,ORF,6,1045.0,90.0,0
EV,4999.0,BOS,DCA,4,575.0,109.0,0
XE,3069.0,HRL,IAH,5,665.0,69.0,0
WN,3484.0,BUR,LAS,3,850.0,60.0,1
CO,619.0,TPA,EWR,4,630.0,161.0,0
UA,732.0,SEA,ORD,1,360.0,237.0,0
US,1783.0,CLT,LAS,4,480.0,301.0,0
WN,3601.0,ALB,TPA,5,655.0,205.0,0
B6,196.0,LAS,JFK,3,1337.0,281.0,0
OH,6722.0,DTW,MDT,7,840.0,82.0,0
OO,6641.0,DEN,GJT,3,1112.0,53.0,1
MQ,3248.0,GRK,DFW,3,1000.0,50.0,0
MQ,2815.0,DFW,SAV,1,1075.0,130.0,1
MQ,3798.0,ORD,ABQ,3,1170.0,190.0,0
OH,6744.0,DCA,CMH,7,539.0,91.0,0
WN,1207.0,MDW,BNA,3,645.0,80.0,1
MQ,2772.0,XNA,DFW,1,1145.0,75.0,0
OO,6531.0,SFO,SBP,4,1100.0,65.0,1
MQ,4338.0,DTW,ORD,1,1110.0,90.0,1
DL,2542.0,ATL,EWR,4,890.0,137.0,1
OO,6611.0,DEN,PHX,3,695.0,111.0,0
EV,5368.0,MGM,ATL,4,1038.0,79.0,0
XE,2580.0,MKE,EWR,2,580.0,127.0,1
WN,1123.0,MCO,PIT,7,1245.0,135.0,1
DL,1449.0,IAD,ATL,4,380.0,129.0,0
9E,4039.0,GSP,ATL,5,455.0,85.0,1
9E,4031.0,MEM,LBB,6,555.0,122.0,1
MQ,3983.0,EVV,ORD,4,625.0,80.0,0
OO,4863.0,FCA,SLC,7,440.0,99.0,0
AA,1180.0,DFW,RIC,1,820.0,155.0,0
MQ,2965.0,LRD,DFW,3,460.0,85.0,1
FL,7.0,MCO,SJU,3,775.0,159.0,0
YV,2749.0,PHX,SBA,1,1069.0,90.0,0
OO,6827.0,ORD,SPI,3,1305.0,53.0,1
9E,4259.0,PLN,DTW,5,375.0,95.0,1
OO,7049.0,PDX,OTH,7,436.0,58.0,0
CO,442.0,IAH,TUL,7,1340.0,86.0,0
UA,34.0,SFO,JFK,4,1356.0,331.0,0
EV,5389.0,PHF,ATL,5,1137.0,116.0,0
MQ,2908.0,EVV,DFW,4,675.0,130.0,1
OO,6606.0,FCA,DEN,5,421.0,130.0,0
OO,6847.0,OTH,SFO,2,808.0,117.0,1
AA,1967.0,ORD,MCO,2,1160.0,160.0,1
B6,908.0,ORD,JFK,4,675.0,125.0,0
US,4.0,PHX,LAS,4,680.0,75.0,0
MQ,3045.0,DEN,LAX,2,950.0,150.0,1
WN,1026.0,MCO,RSW,3,685.0,50.0,1
WN,1677.0,CLE,LAS,7,995.0,290.0,1
US,1990.0,CLT,IND,5,890.0,105.0,0
DL,1482.0,SLC,SNA,3,905.0,109.0,1
9E,3846.0,ATL,CLT,3,475.0,92.0,1
AA,832.0,DFW,MCI,7,670.0,90.0,0
US,1540.0,PHX,CLT,2,465.0,216.0,0
WN,143.0,SAN,OAK,7,1120.0,90.0,1
US,1931.0,PHL,PBI,5,480.0,170.0,0
DL,2564.0,CVG,JFK,7,920.0,132.0,1
WN,2311.0,LAS,STL,6,1130.0,185.0,1
OO,7799.0,COD,SLC,4,360.0,89.0,1
MQ,4007.0,ORD,CMH,7,940.0,70.0,0
CO,15.0,EWR,HNL,5,815.0,655.0,0
OH,6545.0,BDL,DTW,4,1110.0,130.0,0
WN,2622.0,BOS,PHL,7,1220.0,100.0,0
OO,6360.0,SLC,ORD,2,633.0,188.0,0
YV,2845.0,PHX,YUM,7,670.0,59.0,0
AA,1886.0,MIA,MCO,7,900.0,60.0,0
US,1203.0,CLT,IAH,1,1085.0,170.0,0
AS,515.0,SNA,SEA,6,420.0,175.0,0
UA,894.0,DEN,LAX,2,371.0,159.0,0
FL,755.0,BWI,HSV,7,630.0,110.0,0
CO,1192.0,EWR,BOS,2,1170.0,74.0,0
XE,2659.0,CLE,DFW,7,1061.0,179.0,1
WN,493.0,ELP,DAL,6,455.0,90.0,0
9E,3943.0,CMH,MSP,1,555.0,137.0,0
AS,349.0,OAK,SEA,1,1210.0,120.0,1
WN,2341.0,SAN,MCI,6,495.0,190.0,1
WN,52.0,FLL,HOU,7,995.0,180.0,1
F9,328.0,MKE,BOS,2,822.0,133.0,1
WN,3584.0,MCI,BNA,4,420.0,95.0,0
DL,1628.0,MEM,ATL,4,1110.0,85.0,0
F9,618.0,PHX,DEN,3,545.0,105.0,0
DL,2923.0,MSP,MCO,5,425.0,203.0,1
UA,461.0,IAD,LAS,3,1044.0,329.0,0
OO,6305.0,PSP,LAX,6,1101.0,47.0,0
AA,785.0,LGA,DFW,2,1060.0,255.0,1
US,2028.0,DCA,BOS,4,630.0,79.0,0
XE,2950.0,EWR,BOS,7,720.0,71.0,1
AA,1595.0,DFW,LAS,4,1185.0,180.0,1
EV,5556.0,BTR,ATL,1,960.0,92.0,0
MQ,4122.0,TRI,ORD,7,985.0,120.0,0
WN,949.0,OAK,BUR,4,920.0,65.0,0
WN,1656.0,BOI,PDX,1,610.0,75.0,1
AS,493.0,SAN,SEA,5,390.0,183.0,0
US,1186.0,CLT,BWI,2,985.0,86.0,1
WN,60.0,HOU,DAL,1,1260.0,55.0,0
OO,6891.0,DEN,MSO,2,1114.0,126.0,0
B6,27.0,BTV,JFK,5,762.0,77.0,0
OH,6477.0,XNA,CVG,5,1005.0,111.0,0
US,1497.0,CLT,MYR,5,680.0,51.0,0
9E,3677.0,DTW,MBS,4,1195.0,54.0,0
UA,236.0,LAS,IAD,7,463.0,271.0,0
9E,3977.0,MHT,DTW,2,979.0,131.0,0
WN,1199.0,BHM,MDW,3,655.0,115.0,1
WN,3110.0,MDW,PHX,1,635.0,240.0,1
AA,1280.0,SJC,DFW,5,380.0,215.0,1
CO,574.0,IAH,PIT,4,1135.0,157.0,0
FL,962.0,BOS,CAK,2,1203.0,109.0,1
F9,319.0,DCA,MKE,2,375.0,130.0,0
AA,297.0,LAX,HNL,3,995.0,365.0,0
WN,3773.0,BWI,BOS,4,1235.0,80.0,0
UA,411.0,CLT,ORD,3,1010.0,130.0,0
WN,1274.0,AUS,SAN,5,595.0,190.0,0
OO,6697.0,JAC,DEN,4,1032.0,73.0,1
DL,1833.0,CVG,LAX,3,975.0,293.0,0
XE,2475.0,EWR,TYS,1,410.0,135.0,0
WN,3322.0,FLL,TPA,1,1140.0,65.0,0
OO,6594.0,ORD,ATW,2,872.0,50.0,0
MQ,3369.0,DFW,DSM,6,760.0,115.0,0
CO,32.0,MSY,IAH,3,810.0,75.0,0
WN,644.0,BUR,SJC,3,990.0,65.0,0
WN,5.0,AMA,DAL,2,385.0,65.0,1
XE,2209.0,GSP,IAH,4,1125.0,154.0,0
AA,1379.0,MIA,DFW,6,400.0,200.0,1
AA,499.0,BDL,DFW,6,795.0,250.0,0
WN,2025.0,ONT,SJC,7,575.0,70.0,0
FL,430.0,ATL,MKE,4,1075.0,126.0,1
DL,1747.0,LGA,ATL,5,540.0,160.0,0
WN,1409.0,SMF,BUR,7,1145.0,70.0,0
WN,2634.0,PHL,DEN,5,540.0,285.0,1
YV,2979.0,TUS,PHX,1,540.0,60.0,0
WN,413.0,BNA,BDL,3,1150.0,135.0,1
MQ,3782.0,MTJ,ORD,6,760.0,150.0,0
AS,87.0,SEA,ANC,4,600.0,218.0,0
WN,1052.0,SJC,LAS,1,865.0,85.0,1
DL,2173.0,ATL,MIA,1,660.0,120.0,1
B6,1258.0,IAD,BOS,1,1107.0,87.0,0
WN,710.0,SJC,AUS,7,1100.0,200.0,1
DL,1151.0,SFO,HNL,4,1070.0,350.0,1
DL,1635.0,JAX,ATL,3,919.0,78.0,1
AA,1076.0,STL,DCA,2,900.0,115.0,0
WN,509.0,OAK,PHX,1,555.0,110.0,1
OO,6362.0,LAX,SBA,5,1192.0,40.0,1
US,1112.0,PHL,BOS,3,495.0,85.0,1
AA,1716.0,PHX,DFW,6,585.0,140.0,0
OO,4588.0,SFO,SLC,5,1000.0,109.0,1
CO,426.0,IAH,BWI,3,1140.0,175.0,1
UA,727.0,IAD,TPA,5,1324.0,145.0,1
OH,6323.0,MCI,LGA,6,625.0,180.0,0
XE,2056.0,MCI,EWR,5,635.0,165.0,0
AS,153.0,ANC,OTZ,2,1035.0,94.0,0
US,127.0,MKE,PHX,5,420.0,249.0,1
MQ,3735.0,CLE,ORD,2,640.0,90.0,1
DL,1880.0,SFO,ATL,2,1360.0,272.0,0
AA,1845.0,MIA,SJU,4,720.0,145.0,1
XE,2501.0,IAH,ELP,6,680.0,121.0,1
DL,2162.0,DTW,PHL,3,1290.0,99.0,1
DL,1289.0,IAD,ATL,3,1058.0,120.0,0
AA,1077.0,DFW,SFO,5,470.0,230.0,0
WN,1451.0,LAX,PHX,3,790.0,75.0,1
XE,2470.0,IAH,MSP,4,478.0,170.0,1
CO,391.0,MIA,IAH,3,895.0,180.0,1
OO,6624.0,DEN,TUS,2,1115.0,118.0,1
US,1997.0,CLT,FLL,1,595.0,128.0,0
9E,3911.0,MSP,GRB,7,795.0,72.0,0
EV,5020.0,ATL,ATW,3,1079.0,131.0,1
UA,731.0,EWR,DEN,4,597.0,268.0,0
MQ,3710.0,ORD,XNA,3,1055.0,105.0,1
UA,83.0,LAX,HNL,4,851.0,359.0,0
UA,20.0,SMF,DEN,2,432.0,153.0,1
CO,212.0,IAH,SJU,6,606.0,263.0,1
B6,145.0,JFK,PBI,1,360.0,169.0,0
9E,3975.0,DAY,MSP,4,751.0,120.0,0
OO,6445.0,LAX,TUS,4,1165.0,77.0,1
OH,6451.0,CVG,MSP,6,430.0,133.0,0
AA,1934.0,DFW,MCI,6,1130.0,90.0,0
OO,7037.0,CPR,DEN,2,378.0,69.0,0
WN,1715.0,AUS,DAL,2,1195.0,55.0,0
DL,1458.0,RSW,ATL,6,815.0,110.0,1
WN,1395.0,STL,PHX,3,900.0,210.0,1
DL,2849.0,BDL,DTW,3,990.0,128.0,1
UA,297.0,BWI,SFO,5,463.0,372.0,0
MQ,2769.0,DFW,SGF,2,950.0,75.0,1
AA,855.0,FLL,DFW,3,820.0,195.0,1
DL,2114.0,MSP,LGA,4,1150.0,163.0,1
WN,909.0,DEN,TUS,5,1230.0,115.0,1
OO,6310.0,ABQ,LAX,5,1135.0,125.0,0
DL,1875.0,BIL,MSP,4,796.0,122.0,1
AS,645.0,PHX,SEA,5,725.0,195.0,1
YV,2717.0,PHX,MCI,7,795.0,156.0,0
US,1721.0,CLE,CLT,4,935.0,99.0,0
MQ,4341.0,ORD,RIC,1,460.0,115.0,0
WN,2302.0,TPA,MCI,6,815.0,180.0,0
UA,614.0,ORD,DCA,5,784.0,111.0,1
