Var6,Var13,Var21,Var22,Var24,Var25,Var28,Var35,Var38,Var57,Var65,Var73,Var74,Var76,Var78,Var81,Var83,Var85,Var109,Var112,Var113,Var119,Var123,Var125,Var126,Var132,Var133,Var134,Var140,Var144,Var149,Var153,Var160,Var163,Var194,Var196,Var201,Var203,Var205,Var207,Var208,Var210,Var211,Var218,Var221,Var223,Var225,Var227,Var229,target
210.0,156.0,104.0,130.0,2,16.0,163.28,0,66378.0,2.091006,9,124,0.0,158200.0,0,10941.0,10.0,2,16.0,32.0,-64465.2,155.0,12.0,1188.0,-30.0,0,146735.0,13724.0,1105.0,9,12005.0,309988.0,30.0,16032.0,3,0,2,0,2,4,0,5,0,0,2,0,0,3,0,1
1316.0,1020.0,180.0,225.0,2,40.0,53.52,0,6511500.0,1.035462,9,32,364.0,976792.0,3,102319.2,30.0,10,40.0,16.0,349508.8,715.0,114.0,1116.0,4.0,8,1577715.0,817500.0,4965.0,9,131901.0,10578240.0,16.0,1594134.0,3,0,2,0,1,10,0,5,0,0,4,0,3,2,4,1
4662.0,0.0,876.0,1095.0,10,296.0,220.08,0,2569782.0,6.226233,9,30,0.0,2090600.0,0,26520.24,145.0,24,192.0,176.0,-402020.0,4060.0,450.0,1737.0,-30.0,0,3644200.0,402184.0,0.0,0,251370.0,7501640.0,88.0,507984.0,3,0,2,0,3,5,1,5,0,1,3,4,3,4,4,1
448.0,0.0,184.0,230.0,8,96.0,200.0,0,1944.0,5.009827,9,26,0.0,1740040.0,0,47202.9,30.0,4,64.0,72.0,-4565.16,690.0,6.0,0.0,-30.0,0,1102005.0,247592.0,0.0,0,754152.0,3251692.0,32.0,203142.0,3,0,2,0,0,10,0,5,0,1,4,0,3,2,4,1
931.0,40.0,140.0,175.0,2,16.0,20.08,0,3801822.0,5.008545,18,32,7.0,3490536.0,3,166416.6,15.0,2,40.0,48.0,142053.6,540.0,48.0,72.0,4.0,8,6134050.0,316818.0,35.0,9,604800.0,10638920.0,30.0,37926.0,3,0,2,0,1,8,0,5,0,1,6,0,3,1,4,-1
476.0,0.0,176.0,220.0,2,40.0,186.64,0,680484.0,2.567827,9,22,0.0,1947448.0,0,110335.8,15.0,8,32.0,48.0,-545360.0,650.0,24.0,0.0,4.0,0,4365720.0,103594.0,0.0,9,71603.0,5959040.0,44.0,259860.0,3,0,2,0,1,10,0,5,0,2,4,0,3,2,4,-1
203.0,152.0,128.0,160.0,2,24.0,200.0,0,1920.0,6.313608,27,196,0.0,5972976.0,0,230327.4,5.0,0,40.0,72.0,97448.0,500.0,6.0,0.0,-30.0,0,7683400.0,518400.0,30.0,9,604800.0,10269480.0,36.0,0.0,1,0,1,0,0,4,0,5,0,0,4,0,1,3,0,1
301.0,2256.0,176.0,220.0,0,264.0,179.84,0,6114.0,4.914762,9,110,546.0,29240.0,0,3859.38,0.0,0,8.0,24.0,-13781.56,535.0,6.0,40689.0,-30.0,0,32075.0,104226.0,590.0,9,0.0,252808.0,14.0,0.0,3,0,2,0,1,4,0,5,0,0,6,0,3,3,1,1
889.0,2984.0,116.0,145.0,8,64.0,220.08,0,0.0,5.933134,18,82,14.0,1835096.0,0,47209.5,5.0,4,32.0,56.0,98538.4,390.0,0.0,10215.0,-30.0,0,1600665.0,334320.0,245.0,9,694722.0,3024776.0,22.0,203856.0,3,0,2,2,2,5,1,5,0,1,4,0,3,4,0,1
189.0,68.0,48.0,60.0,2,56.0,166.56,0,211530.0,2.594317,18,98,0.0,365248.0,3,72459.91,0.0,6,16.0,8.0,-2574396.0,310.0,6.0,19953.0,-30.0,16,0.0,217012.0,60.0,9,319592.0,875548.0,0.0,176820.0,3,0,2,0,1,8,0,5,0,1,6,0,0,1,0,1
784.0,4192.0,136.0,170.0,0,16.0,196.64,0,7920300.0,2.909208,9,38,1155.0,1750544.0,0,218932.8,30.0,0,32.0,24.0,143115.2,510.0,102.0,1521.0,14.0,0,2556025.0,119484.0,4830.0,9,0.0,10512880.0,12.0,0.0,3,0,2,1,1,10,0,5,0,1,4,0,3,2,4,1
1554.0,3016.0,192.0,240.0,2,152.0,153.2,0,70326.0,2.07947,9,88,644.0,348952.0,0,19832.91,10.0,4,32.0,24.0,-91574.0,1110.0,36.0,20511.0,4.0,0,460520.0,235494.0,530.0,9,183197.0,1146680.0,32.0,29700.0,1,0,1,0,3,10,0,5,0,1,4,0,2,2,4,-1
1001.0,9844.0,140.0,175.0,2,80.0,286.96,0,3041268.0,4.538346,18,114,154.0,1900848.0,0,191751.3,25.0,2,32.0,24.0,125676.0,545.0,42.0,83799.0,-22.0,0,3209460.0,1423592.0,5270.0,36,554414.0,10293520.0,18.0,475212.0,1,0,1,0,2,10,0,5,1,0,4,1,1,2,0,-1
2184.0,0.0,380.0,475.0,4,200.0,166.56,0,439710.0,5.234138,27,52,0.0,755696.0,0,25413.36,10.0,8,48.0,88.0,-498704.0,1255.0,48.0,108.0,4.0,0,1587330.0,243198.0,250.0,18,151907.0,2471476.0,90.0,60270.0,3,0,2,0,0,10,0,5,0,1,4,0,0,2,0,-1
1792.0,2576.0,304.0,380.0,2,184.0,332.32,0,156738.0,5.45439,9,40,28.0,93544.0,0,5170.26,20.0,6,56.0,48.0,-52809.6,865.0,78.0,93600.0,4.0,0,255395.0,64934.0,975.0,0,30541.0,582384.0,54.0,41652.0,3,0,2,0,1,5,0,5,0,1,3,0,3,4,4,-1
686.0,0.0,20.0,25.0,0,40.0,262.24,0,0.0,0.901944,9,46,0.0,0.0,0,221385.6,0.0,0,0.0,0.0,41524.0,380.0,0.0,756.0,-30.0,0,0.0,5735340.0,25.0,18,0.0,11470680.0,0.0,0.0,3,0,2,0,1,10,0,5,0,0,4,4,3,2,4,1
4298.0,2624.0,684.0,855.0,12,336.0,166.56,0,226332.0,6.468703,9,66,224.0,1221872.0,0,9836.551,25.0,30,216.0,264.0,84993.6,2740.0,102.0,53397.0,40.0,0,1630850.0,374704.0,3015.0,0,188034.0,3176276.0,118.0,456090.0,1,0,1,0,1,10,0,5,0,0,4,0,1,2,4,-1
763.0,4284.0,136.0,170.0,0,96.0,200.0,0,275544.0,2.739799,18,58,252.0,345672.0,0,20545.89,10.0,0,16.0,40.0,-14017.28,520.0,12.0,28962.0,-30.0,0,1099840.0,119712.0,405.0,0,0.0,1495836.0,26.0,0.0,3,0,2,0,1,10,0,5,0,1,4,0,0,2,1,1
1862.0,14884.0,560.0,700.0,6,248.0,200.0,0,352536.0,6.025208,9,58,1148.0,1670384.0,0,51700.2,35.0,26,168.0,144.0,4604.44,1920.0,96.0,477.0,-30.0,0,3535665.0,683566.0,7545.0,0,172067.0,5684120.0,110.0,527568.0,1,0,1,0,1,10,0,5,0,0,4,0,1,2,1,1
126.0,0.0,44.0,55.0,0,8.0,20.08,5,1196616.0,4.769921,9,24,0.0,0.0,15,207420.9,10.0,0,8.0,0.0,-1156728.0,55.0,24.0,0.0,-30.0,56,504835.0,65762.0,0.0,9,0.0,2024336.0,8.0,0.0,3,3,2,0,1,10,0,5,0,0,4,0,3,2,4,1
798.0,104.0,188.0,235.0,2,40.0,272.24,0,2143158.0,4.952788,36,44,77.0,633624.0,0,214691.4,40.0,6,56.0,8.0,179333.6,620.0,30.0,28206.0,-24.0,0,4828405.0,792022.0,3545.0,9,554414.0,10278920.0,50.0,1425642.0,3,0,2,0,1,5,0,5,0,1,3,4,3,4,4,-1
749.0,60.0,164.0,205.0,2,72.0,166.56,0,3594336.0,5.099124,18,148,7.0,362344.0,0,62352.6,15.0,8,56.0,24.0,614436.0,715.0,84.0,1656.0,50.0,0,1510645.0,171098.0,75.0,18,30114.0,4973920.0,16.0,228222.0,3,0,2,0,1,10,0,5,0,0,4,0,0,2,4,1
1659.0,8.0,144.0,180.0,2,48.0,186.64,10,2212716.0,1.345225,9,96,7.0,282352.0,0,30270.3,20.0,6,48.0,16.0,-383710.8,965.0,54.0,1638.0,-32.0,16,1306405.0,439336.0,720.0,18,116949.0,5170160.0,24.0,689196.0,1,0,1,0,0,10,0,5,0,0,4,0,2,2,0,1
427.0,20.0,168.0,210.0,2,32.0,332.64,5,4371552.0,3.025208,9,40,14.0,845368.0,0,55094.4,25.0,8,40.0,24.0,161803.6,320.0,72.0,28701.0,-20.0,8,4427140.0,425600.0,25.0,9,329161.0,10232600.0,28.0,1334700.0,3,0,2,0,0,10,0,5,1,1,4,0,3,2,4,-1
1204.0,20.0,408.0,510.0,10,64.0,253.52,0,5167188.0,4.795129,9,38,21.0,2236984.0,0,136176.9,35.0,12,88.0,104.0,452736.0,1295.0,138.0,87111.0,14.0,0,3587915.0,720446.0,535.0,9,1118110.0,10345800.0,90.0,1122858.0,3,0,2,0,1,4,0,5,0,0,6,0,3,3,4,-1
882.0,7240.0,152.0,190.0,0,32.0,246.8,0,4323648.0,6.125614,36,82,322.0,2707232.0,0,208619.1,25.0,2,32.0,32.0,130277.2,565.0,54.0,57681.0,58.0,0,5531350.0,85752.0,6700.0,18,0.0,10570880.0,30.0,172092.0,3,0,2,0,1,7,0,5,0,1,0,0,0,0,0,1
756.0,488.0,140.0,175.0,0,32.0,253.52,5,3420696.0,6.230934,9,94,70.0,3456000.0,0,196468.5,15.0,2,32.0,40.0,354865.2,535.0,42.0,32598.0,6.0,8,4531070.0,548966.0,250.0,36,0.0,10113640.0,30.0,518400.0,1,0,1,0,3,4,0,5,0,1,6,0,1,3,0,-1
35.0,0.0,100.0,125.0,0,96.0,166.56,0,85464.0,6.649006,9,28,0.0,0.0,0,10862.1,0.0,0,0.0,0.0,41061.2,275.0,66.0,0.0,-30.0,0,99880.0,195374.0,0.0,9,0.0,527628.0,4.0,0.0,3,0,2,1,1,10,0,5,0,0,4,0,3,2,4,1
1134.0,4896.0,136.0,170.0,0,56.0,262.32,0,4050120.0,5.676137,45,152,609.0,2534496.0,0,113574.3,20.0,4,48.0,32.0,186098.0,510.0,54.0,56079.0,-26.0,0,3168120.0,1108842.0,805.0,27,0.0,10620400.0,16.0,950436.0,1,0,1,2,1,10,1,5,0,0,4,0,1,2,0,-1
2156.0,2368.0,624.0,780.0,8,384.0,166.56,0,9066.0,5.480026,27,200,203.0,138392.0,0,2971.647,20.0,24,96.0,160.0,-41084.8,2505.0,42.0,7191.0,-30.0,0,185850.0,69978.0,6410.0,36,17843.0,422528.0,130.0,76560.0,3,0,2,2,1,4,1,5,0,1,0,0,0,3,1,1
175.0,800.0,176.0,220.0,0,144.0,220.08,0,161076.0,5.954497,18,52,70.0,7560.0,3,56393.1,0.0,0,0.0,8.0,233959.6,750.0,6.0,2268.0,-30.0,8,1823835.0,373350.0,175.0,18,0.0,2316932.0,48.0,0.0,1,0,1,1,1,10,0,5,0,2,4,0,1,2,1,1
840.0,2196.0,144.0,180.0,0,128.0,186.64,0,1755864.0,1.956206,9,108,21.0,83096.0,0,152744.7,25.0,10,40.0,8.0,101166.4,535.0,24.0,8199.0,6.0,0,1121560.0,2677340.0,90.0,18,0.0,10628440.0,10.0,2526888.0,3,0,2,0,1,5,0,5,0,1,0,0,0,0,1,-1
1029.0,2092.0,160.0,200.0,2,24.0,292.8,0,5141250.0,6.959837,9,56,266.0,633624.0,0,195174.6,30.0,8,48.0,8.0,123627.6,670.0,78.0,16452.0,-28.0,0,4180035.0,338504.0,25.0,0,554421.0,10410680.0,26.0,1116678.0,3,0,2,0,1,5,0,5,0,1,3,0,0,4,0,-1
2142.0,8436.0,16.0,20.0,0,0.0,253.52,0,10886400.0,5.511857,27,184,84.0,4155112.0,0,43447.5,0.0,0,8.0,8.0,169605.6,270.0,18.0,18864.0,-24.0,0,0.0,0.0,495.0,54,0.0,9335160.0,0.0,0.0,1,0,1,0,1,4,0,5,1,0,4,0,1,3,1,-1
784.0,6668.0,136.0,170.0,0,64.0,200.0,0,204840.0,0.717582,9,68,28.0,61304.0,0,6574.32,0.0,0,0.0,16.0,-53529.6,630.0,12.0,106281.0,42.0,0,162345.0,100874.0,1255.0,9,0.0,498836.0,44.0,0.0,1,0,1,0,1,10,0,5,0,1,4,0,2,2,1,1
2618.0,628.0,296.0,370.0,6,168.0,143.12,0,26610.0,4.41786,9,114,91.0,130880.0,0,3497.01,0.0,12,48.0,72.0,-15731.56,1430.0,24.0,34182.0,-30.0,0,199185.0,48630.0,2520.0,18,27391.0,392860.0,68.0,79608.0,1,0,1,0,0,10,0,5,0,1,4,0,1,2,1,1
175.0,0.0,148.0,185.0,4,96.0,166.56,0,0.0,3.759453,9,16,0.0,42464.0,0,3985.95,5.0,24,48.0,40.0,-148529.6,360.0,0.0,0.0,-30.0,0,30790.0,28004.0,0.0,0,10213.0,164900.0,14.0,71982.0,3,0,2,2,1,5,1,5,0,1,3,0,3,0,4,1
959.0,0.0,80.0,100.0,0,0.0,220.08,0,1561518.0,5.224311,9,48,0.0,2764800.0,0,119087.4,5.0,2,16.0,32.0,-496052.0,435.0,24.0,315.0,4.0,0,4320000.0,0.0,0.0,9,0.0,6309880.0,20.0,127326.0,1,0,1,0,1,10,0,5,0,1,4,0,1,2,1,-1
2296.0,0.0,548.0,685.0,8,160.0,166.56,0,484062.0,5.568682,9,30,0.0,167520.0,0,8210.25,40.0,16,152.0,144.0,-51398.0,1545.0,156.0,0.0,-30.0,0,605845.0,106030.0,0.0,0,33131.0,1400240.0,114.0,237396.0,3,0,2,0,1,10,0,5,0,1,4,0,3,2,4,1
287.0,0.0,4.0,5.0,0,8.0,253.52,0,0.0,0.278573,9,22,0.0,0.0,0,110752.2,0.0,0,0.0,0.0,-881504.0,130.0,0.0,0.0,-28.0,0,0.0,14868.0,0.0,9,0.0,29736.0,0.0,0.0,3,0,2,0,1,10,0,5,0,1,4,0,3,2,4,-1
196.0,0.0,304.0,380.0,2,96.0,253.52,0,5418612.0,2.854946,9,14,0.0,2073600.0,0,93386.09,60.0,20,152.0,24.0,525488.0,505.0,108.0,0.0,-26.0,0,2817700.0,553756.0,0.0,0,85547.0,10193920.0,42.0,428646.0,3,0,2,0,1,10,0,5,0,1,4,4,3,2,4,-1
812.0,2388.0,136.0,170.0,0,16.0,303.76,0,4743174.0,6.610126,9,126,14.0,2453328.0,6,182652.0,25.0,0,40.0,40.0,150449.6,515.0,60.0,31248.0,-20.0,16,5118450.0,186352.0,2545.0,36,0.0,10407920.0,24.0,0.0,1,0,1,2,1,4,1,5,1,0,6,0,1,3,0,-1
2205.0,192.0,208.0,260.0,8,16.0,186.64,5,679560.0,0.821833,9,34,63.0,4940528.0,0,56745.0,40.0,0,64.0,64.0,86687.2,1220.0,78.0,1692.0,-30.0,8,8014900.0,255698.0,195.0,18,2296826.0,10167640.0,42.0,0.0,3,0,2,0,1,10,0,5,0,1,4,0,3,2,4,1
1092.0,1012.0,196.0,245.0,10,192.0,133.12,0,2748.0,2.682119,9,72,161.0,375624.0,0,8189.58,5.0,26,88.0,56.0,-37209.56,980.0,6.0,47250.0,-30.0,0,73365.0,206836.0,7695.0,9,115829.0,867508.0,6.0,276558.0,3,0,2,0,1,10,0,5,0,1,4,0,0,2,1,1
1393.0,404.0,220.0,275.0,6,96.0,233.44,0,1201632.0,3.577227,18,62,28.0,1489760.0,0,35983.2,10.0,8,40.0,24.0,232316.0,985.0,18.0,489249.0,-30.0,0,3948165.0,295862.0,2975.0,0,848008.0,6154000.0,62.0,249888.0,1,0,1,2,2,10,1,5,0,1,4,0,1,2,1,1
5243.0,36.0,676.0,845.0,24,112.0,300.24,0,5148552.0,6.494766,18,56,0.0,3396824.0,0,36695.1,50.0,20,248.0,248.0,97134.8,3020.0,228.0,79785.0,32.0,0,4449700.0,286428.0,15.0,0,359156.0,10550360.0,132.0,497016.0,1,0,1,0,1,10,0,1,0,0,4,1,2,2,1,-1
1848.0,1164.0,236.0,295.0,20,64.0,166.56,0,479598.0,5.191626,9,164,0.0,1013264.0,0,37449.9,15.0,32,152.0,136.0,182302.0,660.0,18.0,111564.0,-30.0,0,265245.0,95398.0,0.0,9,490042.0,1887152.0,24.0,546342.0,1,0,1,0,1,4,0,5,0,0,2,0,1,3,0,1
1064.0,80.0,188.0,235.0,2,112.0,100.32,0,32892.0,1.487503,9,120,35.0,407600.0,0,6461.19,0.0,6,72.0,112.0,25785.72,545.0,12.0,369.0,4.0,0,174190.0,52388.0,30.0,9,202657.0,492764.0,28.0,34362.0,3,0,2,2,2,10,1,5,0,1,4,0,0,2,4,-1
210.0,0.0,36.0,45.0,0,8.0,186.64,0,432228.0,4.554155,9,22,0.0,4198672.0,9,217916.1,0.0,0,8.0,8.0,-739164.0,330.0,6.0,0.0,-30.0,32,3326100.0,38962.0,0.0,9,0.0,5126280.0,12.0,0.0,3,0,2,2,2,10,1,5,0,1,4,0,3,2,4,1
196.0,0.0,124.0,155.0,0,0.0,253.52,0,11404800.0,5.791498,9,18,0.0,0.0,0,229799.4,45.0,0,32.0,0.0,121377.2,515.0,132.0,0.0,4.0,0,0.0,0.0,0.0,0,0.0,10713600.0,0.0,0.0,3,0,2,0,1,10,0,5,0,1,4,0,3,2,4,-1
273.0,0.0,160.0,200.0,0,96.0,255.84,0,3006996.0,6.569537,9,16,0.0,1193928.0,0,79269.59,20.0,0,40.0,64.0,-902196.0,460.0,48.0,0.0,4.0,0,813425.0,205368.0,0.0,0,0.0,4351520.0,16.0,0.0,3,0,2,0,0,10,0,5,0,1,4,0,3,2,4,-1
2954.0,356.0,404.0,505.0,8,184.0,99.68,5,25620.0,5.089938,9,48,154.0,1055152.0,3,9923.939,5.0,16,128.0,200.0,187744.0,1835.0,24.0,75456.0,-30.0,32,845045.0,213514.0,6090.0,0,180908.0,1821060.0,80.0,243366.0,3,0,2,0,1,10,0,5,0,1,4,0,0,2,1,1
707.0,0.0,152.0,190.0,4,48.0,220.08,0,1722372.0,1.107669,9,28,0.0,9914800.0,0,188468.1,15.0,8,24.0,32.0,62283.2,695.0,66.0,0.0,4.0,0,1355300.0,972220.0,0.0,18,998844.0,10349400.0,20.0,1290966.0,3,0,2,0,1,10,0,5,0,1,4,0,3,2,4,1
868.0,4540.0,132.0,165.0,0,176.0,99.68,0,108600.0,5.975646,9,198,1568.0,127880.0,0,3082.02,0.0,0,8.0,56.0,-34701.28,505.0,6.0,43551.0,48.0,0,15570.0,64360.0,500.0,27,0.0,277516.0,6.0,0.0,0,0,1,0,1,4,0,5,0,0,4,0,1,3,1,-1
357.0,2044.0,72.0,90.0,0,80.0,133.12,0,35136.0,6.499893,9,76,7.0,0.0,0,5661.69,0.0,2,0.0,0.0,-56796.8,125.0,24.0,32697.0,-30.0,0,9465.0,48330.0,4000.0,0,0.0,182040.0,6.0,81576.0,3,0,2,0,1,10,0,5,0,1,4,0,0,2,1,1
819.0,212.0,128.0,160.0,0,8.0,253.52,0,6739200.0,5.481735,9,40,14.0,2764800.0,0,212122.2,25.0,0,32.0,32.0,111350.8,500.0,78.0,629766.0,16.0,0,3518460.0,49606.0,1145.0,9,0.0,10517200.0,18.0,0.0,3,0,2,0,1,10,0,5,0,0,4,0,3,2,4,-1
756.0,2544.0,108.0,135.0,4,32.0,200.0,0,4102140.0,2.621448,9,62,98.0,1416824.0,0,99705.59,10.0,6,32.0,24.0,-86479.2,560.0,60.0,79713.0,-30.0,0,1486030.0,244826.0,4085.0,9,51079.0,5836520.0,10.0,547026.0,1,0,1,0,2,10,0,5,0,0,4,0,1,2,4,-1
616.0,2952.0,144.0,180.0,2,96.0,253.52,0,3643812.0,1.4279,18,114,28.0,6696.0,0,91930.5,15.0,4,16.0,8.0,581648.0,515.0,54.0,15876.0,58.0,0,394100.0,418504.0,835.0,27,5859.0,4594240.0,18.0,420.0,1,0,1,2,0,10,1,5,0,0,4,0,1,2,0,1
210.0,0.0,28.0,35.0,0,32.0,220.08,0,0.0,5.056185,9,22,0.0,5267576.0,0,237569.4,0.0,0,16.0,16.0,-42194.0,370.0,0.0,0.0,4.0,0,435970.0,3012040.0,0.0,9,0.0,9006640.0,2.0,0.0,3,0,2,0,1,10,0,5,0,1,4,0,3,2,4,-1
3584.0,1356.0,160.0,200.0,0,24.0,253.52,0,6178020.0,0.587695,18,124,14.0,3801880.0,0,49614.6,25.0,2,32.0,48.0,190168.0,5340.0,78.0,61983.0,6.0,0,3633690.0,331364.0,75.0,18,0.0,10926520.0,24.0,475236.0,1,0,1,0,0,10,0,5,0,0,4,0,1,2,0,-1
1547.0,564.0,276.0,345.0,10,136.0,166.56,0,1772688.0,4.504807,9,52,1288.0,959752.0,0,85994.09,25.0,16,96.0,96.0,386922.8,825.0,42.0,50688.0,-30.0,0,1824070.0,469700.0,2055.0,0,394849.0,5782120.0,40.0,150258.0,3,0,2,0,2,10,0,5,0,0,4,0,0,2,1,1
735.0,4164.0,128.0,160.0,0,8.0,220.08,0,1036800.0,0.081393,9,150,133.0,5529600.0,0,156134.7,5.0,0,32.0,64.0,127275.6,560.0,12.0,1143.0,-30.0,0,8353750.0,1086.0,1710.0,18,0.0,10486760.0,40.0,0.0,3,0,2,0,0,10,0,5,0,1,4,3,0,2,1,1
2023.0,1576.0,328.0,410.0,4,248.0,133.12,0,518400.0,4.827387,18,90,0.0,882424.0,0,22505.76,5.0,18,64.0,112.0,361742.0,1175.0,6.0,657.0,66.0,0,1230310.0,267266.0,505.0,9,201250.0,2575200.0,52.0,375894.0,3,0,2,0,1,10,0,5,0,0,4,0,3,2,4,-1
119.0,84.0,44.0,55.0,6,32.0,166.56,5,0.0,4.669729,9,74,63.0,18648.0,0,6268.53,0.0,8,24.0,8.0,7112.28,85.0,0.0,1278.0,50.0,8,22805.0,14932.0,305.0,0,45661.0,97784.0,4.0,60528.0,3,0,2,0,1,10,0,5,0,1,4,0,3,2,4,-1
1463.0,4.0,180.0,225.0,2,40.0,153.2,0,953532.0,3.0188,9,58,0.0,4773176.0,0,126910.8,20.0,4,48.0,64.0,186097.6,865.0,24.0,1062.0,34.0,0,8412800.0,118098.0,0.0,0,235914.0,10711960.0,44.0,281286.0,1,0,1,0,3,9,0,5,0,0,6,3,1,1,4,1
7.0,0.0,4.0,5.0,2,0.0,166.56,0,0.0,1.452681,9,16,0.0,0.0,0,426.0,0.0,2,8.0,0.0,-331309.2,5.0,0.0,0.0,-8.0,0,0.0,0.0,0.0,0,994.0,568.0,0.0,852.0,3,0,2,0,1,10,0,5,0,0,4,0,3,2,4,-1
1155.0,80.0,156.0,195.0,4,40.0,258.64,10,2344038.0,3.993377,9,34,42.0,3346664.0,0,134051.4,25.0,4,32.0,40.0,2660312.0,585.0,36.0,15750.0,10.0,16,5672300.0,567486.0,50.0,9,1209600.0,10535560.0,32.0,692202.0,3,0,2,0,1,10,0,5,0,1,4,0,3,2,4,-1
7.0,0.0,60.0,75.0,0,8.0,220.08,0,601308.0,5.167913,18,14,0.0,691200.0,0,124942.8,0.0,0,8.0,8.0,-862244.0,75.0,24.0,0.0,-18.0,0,2092505.0,39190.0,0.0,0,0.0,2498856.0,18.0,0.0,3,0,2,0,0,10,0,5,1,1,4,4,3,2,4,-1
308.0,0.0,160.0,200.0,4,8.0,220.08,0,8685960.0,5.275796,27,20,0.0,1399072.0,0,145207.2,35.0,8,64.0,32.0,-4416.52,690.0,102.0,0.0,-30.0,0,2229115.0,8800.0,0.0,9,67214.0,10705280.0,14.0,206790.0,3,0,2,0,1,5,0,5,0,1,3,0,3,0,4,1
560.0,284.0,256.0,320.0,0,0.0,133.12,0,91014.0,5.35783,18,46,0.0,31784.0,0,1879.944,70.0,2,40.0,40.0,6908.84,705.0,108.0,4185.0,-30.0,0,72060.0,0.0,135.0,0,0.0,172244.0,52.0,6180.0,3,0,2,0,1,10,0,5,0,0,4,4,3,2,4,1
273.0,0.0,68.0,85.0,6,32.0,166.56,0,4560.0,4.264473,9,24,0.0,20552.0,0,4691.16,10.0,2,24.0,40.0,2833.512,235.0,18.0,0.0,-30.0,0,3790.0,1258.0,0.0,0,5677.0,24060.0,4.0,210.0,3,0,2,0,1,10,0,5,0,1,4,0,3,2,4,1
