lineNo,assgNo,P1stFixation,P2stFixation,prevFixDur,firstfixDur,firstPassFixDur,nextFixDur,firstSaccLen,lastSaccLen,prevFixPos,landingPos,leavingPos,totalFixDur,meanFixDur,regressLen,nextWordRegress,regressDur,pupilDiamMax,pupilDiamLag,timePrtctg,titleNo,wordNo,target
5631.0,167.0,1,0,179.0,238.0,238.0,139.0,150.1408,136.18,82.0549,75.3741,87.5728,238.0,238.0,0.0,1,179.0,0.052,0.0795,0.016,4,5,0
1075.0,33.0,1,1,119.0,99.0,417.0,99.0,228.6099,340.0037,255.6423,86.7597,89.7232,417.0,208.5,0.0,1,595.0,0.1759,0.1794,0.0546,1,1,0
9671.0,298.0,1,0,119.0,80.0,80.0,179.0,389.2518,128.0352,278.3523,111.2531,110.7655,80.0,80.0,318.0,0,139.0,0.0761,0.2531,0.0118,2,5,1
8508.0,269.0,1,1,0.0,119.0,119.0,258.0,0.0,163.2728,0.0,42.7931,20.5548,119.0,119.0,0.0,1,0.0,0.2067,0.1937,0.0266,2,3,0
3707.0,116.0,1,0,139.0,139.0,139.0,159.0,467.4497,774.2391,442.8239,24.1299,27.2259,139.0,139.0,0.0,0,0.0,0.2071,0.6371,0.0343,4,6,1
6656.0,198.0,1,1,139.0,99.0,99.0,239.0,783.9547,238.0005,846.3622,63.2949,51.7035,99.0,99.0,0.0,0,0.0,0.1145,0.1746,0.0237,4,1,0
3345.0,102.0,1,0,119.0,119.0,119.0,139.0,191.3165,309.1035,212.3982,30.9556,12.51,119.0,119.0,0.0,0,0.0,0.3265,0.068,0.0212,2,4,1
9863.0,304.0,1,1,159.0,119.0,119.0,199.0,65.622,176.9357,85.0529,21.8289,17.3566,119.0,119.0,3141.0,1,832.0,0.1625,0.348,0.0096,4,3,0
7654.0,236.0,1,0,139.0,119.0,119.0,119.0,284.3554,342.5949,376.9615,98.3933,87.1579,119.0,119.0,0.0,0,0.0,0.1906,0.2216,0.0119,6,1,1
171.0,5.0,1,1,80.0,278.0,278.0,397.0,80.0078,477.3955,145.341,93.5053,94.8538,139.0,139.0,0.0,0,139.0,0.075,0.1215,0.0124,8,1,1
7462.0,227.0,0,0,179.0,139.0,139.0,278.0,175.0714,98.9002,75.8024,109.1616,110.2384,139.0,139.0,0.0,1,0.0,0.0652,0.0417,0.0132,7,2,1
5813.0,172.0,1,0,199.0,179.0,179.0,119.0,93.6082,100.0312,32.6497,66.4078,74.5822,179.0,179.0,0.0,0,0.0,0.0785,0.153,0.0393,3,4,1
1432.0,44.0,1,0,179.0,139.0,139.0,139.0,140.4146,61.4003,91.2195,83.7257,79.9078,139.0,139.0,0.0,0,139.0,0.1446,0.1921,0.0093,1,2,0
7065.0,215.0,1,1,80.0,179.0,179.0,219.0,164.0831,178.1327,106.9766,67.309,65.6601,179.0,179.0,0.0,0,318.0,0.2343,0.2583,0.0323,1,3,0
5650.0,168.0,1,0,0.0,99.0,99.0,99.0,0.0,747.9215,0.0,384.0963,386.2062,99.0,99.0,0.0,0,0.0,0.139,0.2555,0.0095,4,4,1
5853.0,174.0,1,0,457.0,139.0,377.0,139.0,768.789,93.7257,937.8454,151.5586,52.7376,377.0,188.5,0.0,0,0.0,0.2235,0.2235,0.0379,2,1,0
10340.0,315.0,0,1,139.0,139.0,139.0,99.0,217.1848,168.7602,127.2517,82.0518,75.5414,139.0,139.0,0.0,0,0.0,0.2103,0.3363,0.0185,6,2,1
8969.0,282.0,0,1,139.0,99.0,99.0,100.0,409.3803,286.5925,353.5534,59.0,57.0351,99.0,99.0,0.0,0,0.0,0.1257,0.1307,0.0143,8,4,1
5006.0,153.0,1,1,179.0,239.0,418.0,239.0,133.0423,341.0367,183.4394,50.01,73.9003,219.0,219.0,0.0,0,637.0,0.0861,0.1056,0.0183,2,1,1
8446.0,266.0,0,1,99.0,298.0,298.0,159.0,58.826,119.7884,77.7946,72.0069,71.8418,298.0,298.0,0.0,0,0.0,0.0437,0.0427,0.0545,1,5,0
10845.0,334.0,1,0,159.0,139.0,139.0,80.0,129.4025,207.6566,125.8968,16.7705,20.9404,139.0,139.0,80.0,0,0.0,0.253,0.267,0.023,4,5,0
8911.0,281.0,1,0,139.0,139.0,139.0,139.0,159.7537,445.1957,270.0685,114.4225,127.289,139.0,139.0,0.0,1,139.0,0.0957,0.0672,0.0165,3,4,0
8364.0,262.0,0,1,119.0,199.0,199.0,179.0,178.7358,30.7002,165.0515,25.045,43.6406,199.0,199.0,0.0,0,0.0,0.1847,0.4052,0.0848,2,2,0
8800.0,278.0,0,1,119.0,239.0,239.0,119.0,776.0195,110.3913,788.0406,11.4127,13.4164,239.0,239.0,0.0,0,239.0,0.2133,0.1788,0.0319,9,2,0
8991.0,283.0,0,1,219.0,199.0,199.0,199.0,684.5928,221.5023,831.9117,140.8022,127.2331,199.0,199.0,0.0,0,0.0,0.0927,0.1462,0.028,3,1,0
7262.0,222.0,1,1,179.0,119.0,238.0,199.0,165.4093,157.596,211.7286,52.7091,51.9062,159.0,159.0,0.0,0,159.0,0.0568,0.0928,0.0201,8,1,0
4278.0,135.0,0,1,179.0,100.0,219.0,139.0,221.6309,187.0541,147.3397,73.7462,87.4757,219.0,109.5,0.0,0,577.0,0.2775,0.186,0.0135,1,3,1
3690.0,115.0,1,0,139.0,219.0,219.0,80.0,57.0898,99.3001,110.4536,95.6151,100.7782,219.0,219.0,0.0,0,0.0,0.0815,0.3095,0.0446,9,1,1
4624.0,143.0,1,0,238.0,179.0,179.0,179.0,115.3917,154.8233,55.9017,60.7968,63.9414,179.0,179.0,0.0,0,0.0,0.2067,0.1682,0.0208,10,5,1
10290.0,314.0,1,0,139.0,139.0,139.0,179.0,87.1436,146.4326,134.1231,57.1008,66.8599,139.0,139.0,0.0,1,139.0,0.3838,0.3838,0.0476,7,1,1
1294.0,41.0,0,1,139.0,99.0,99.0,278.0,266.0122,135.0926,212.8497,67.6794,74.6073,99.0,99.0,377.0,0,0.0,0.3077,0.3222,0.0105,9,3,0
6681.0,198.0,1,0,139.0,179.0,179.0,99.0,273.3629,0.0,159.7655,133.3042,127.0984,179.0,179.0,0.0,0,0.0,0.1016,0.1016,0.0429,10,4,1
3960.0,127.0,0,1,99.0,80.0,80.0,179.0,54.7951,249.3657,94.3663,41.3038,46.7787,80.0,80.0,0.0,1,80.0,0.4466,0.3086,0.0106,8,1,1
5247.0,159.0,1,0,179.0,179.0,179.0,139.0,104.1933,93.5535,51.4004,75.5844,71.7008,179.0,179.0,0.0,1,0.0,0.0553,0.0983,0.0131,1,4,1
734.0,22.0,1,1,139.0,199.0,199.0,139.0,186.1511,171.0117,69.2604,116.0097,118.0011,298.0,298.0,2306.0,0,3040.0,0.0361,0.0756,0.0179,3,2,1
9058.0,285.0,1,0,99.0,99.0,99.0,80.0,111.4955,155.2417,156.7323,87.0359,86.6444,99.0,99.0,80.0,0,0.0,0.1042,0.2327,0.0167,1,2,0
9509.0,293.0,1,0,179.0,99.0,318.0,80.0,216.0579,128.2078,228.3725,26.2774,29.0043,139.0,139.0,0.0,1,1668.0,0.1086,0.2401,0.0097,3,2,0
8391.0,264.0,1,0,0.0,139.0,298.0,99.0,0.0,109.0562,0.0,66.2193,45.6098,298.0,149.0,0.0,0,0.0,0.3162,0.1467,0.0672,1,1,1
3832.0,123.0,1,0,80.0,99.0,99.0,119.0,44.3086,108.0104,113.7409,74.3808,59.1798,99.0,99.0,0.0,0,0.0,0.4563,0.2388,0.0219,1,1,0
8867.0,280.0,1,0,179.0,238.0,238.0,100.0,290.0108,382.0393,246.5198,45.3542,21.9203,238.0,238.0,0.0,0,0.0,0.1162,0.1852,0.0302,2,4,0
2086.0,66.0,0,0,119.0,139.0,139.0,159.0,129.0155,874.0631,28.1603,95.0053,97.0271,139.0,139.0,4395.0,1,0.0,0.1554,0.1859,0.0139,8,8,0
9968.0,306.0,1,0,139.0,199.0,199.0,80.0,68.0827,169.105,115.5249,48.7571,63.5059,199.0,199.0,0.0,1,199.0,0.2,0.4,0.0133,6,3,1
5478.0,164.0,1,0,99.0,99.0,99.0,119.0,69.3001,262.0305,32.5576,54.4541,41.5482,99.0,99.0,0.0,0,0.0,0.2187,0.3642,0.0084,8,5,0
1094.0,33.0,1,0,219.0,159.0,159.0,258.0,131.911,216.2088,159.3142,40.7185,52.5024,159.0,159.0,0.0,0,477.0,-0.0086,-0.0216,0.0208,6,1,1
1835.0,57.0,1,0,219.0,179.0,179.0,99.0,95.7627,233.637,55.9017,37.7525,63.3246,179.0,179.0,0.0,0,179.0,0.1729,0.1729,0.02,5,2,1
1272.0,41.0,1,0,0.0,99.0,99.0,199.0,0.0,148.9178,0.0,111.3059,131.4544,99.0,99.0,0.0,0,0.0,0.1217,0.0487,0.0105,4,2,1
7718.0,238.0,1,0,99.0,139.0,139.0,139.0,100.1312,511.2128,154.5477,64.3817,54.8293,139.0,139.0,0.0,0,0.0,-0.0044,0.1816,0.0318,9,1,1
6208.0,183.0,1,0,219.0,159.0,159.0,199.0,112.8716,192.7077,72.3395,34.6302,30.3191,159.0,159.0,0.0,0,0.0,0.1766,0.0446,0.0153,3,2,1
8153.0,255.0,1,0,219.0,139.0,139.0,99.0,218.5967,116.2497,192.0651,30.6961,26.1199,139.0,139.0,99.0,0,0.0,0.2719,0.2119,0.0169,2,4,0
7792.0,240.0,1,1,179.0,99.0,259.0,338.0,160.8182,349.5515,221.4611,70.9524,91.3154,159.0,159.0,2504.0,0,0.0,0.1526,0.1456,0.0152,6,1,0
4769.0,147.0,1,0,238.0,80.0,80.0,119.0,111.2048,60.0187,54.1479,61.502,48.1923,80.0,80.0,0.0,0,0.0,0.4981,0.4201,0.0181,7,2,0
6553.0,194.0,1,0,80.0,80.0,80.0,80.0,110.4095,77.9503,62.3699,55.617,57.7862,119.0,119.0,2369.0,0,318.0,0.2165,0.295,0.012,10,3,0
7814.0,240.0,1,1,139.0,139.0,139.0,80.0,470.802,124.3262,525.2904,54.4518,41.4367,80.0,80.0,3639.0,0,80.0,-0.0894,0.1181,0.0076,4,2,0
2384.0,75.0,1,1,0.0,20.0,20.0,239.0,80.9475,103.0364,32.5576,106.4202,167.5858,219.0,109.5,0.0,1,0.0,-0.5668,0.2482,0.0226,4,2,1
8022.0,249.0,0,1,139.0,139.0,437.0,119.0,64.9346,197.784,49.4773,17.9234,33.5261,437.0,218.5,1550.0,0,0.0,0.1428,0.1643,0.0785,6,3,0
2407.0,76.0,1,1,139.0,418.0,418.0,219.0,755.7508,154.6367,840.2006,78.7433,115.9526,418.0,418.0,1593.0,0,0.0,0.4662,0.8567,0.0467,3,1,1
2359.0,74.0,1,0,239.0,140.0,140.0,20.0,74.788,266.3691,93.4345,30.104,36.5548,140.0,140.0,0.0,0,0.0,0.0177,0.9047,0.0119,7,6,1
518.0,15.0,1,0,139.0,139.0,139.0,99.0,208.5402,220.096,177.1384,25.4804,10.5119,139.0,139.0,0.0,0,0.0,0.1268,0.4488,0.0147,8,2,1
8647.0,275.0,1,0,0.0,139.0,139.0,99.0,0.0,242.55,0.0,70.0071,67.1509,139.0,139.0,0.0,0,0.0,-0.0052,0.0838,0.0188,4,3,0
7668.0,236.0,1,1,159.0,99.0,99.0,159.0,230.5049,152.0526,137.2334,96.0013,99.9212,99.0,99.0,1512.0,0,239.0,0.3791,0.1806,0.0099,9,6,0
5675.0,168.0,1,0,159.0,219.0,219.0,179.0,392.3853,92.0666,427.3652,39.538,42.72,219.0,219.0,0.0,0,0.0,0.102,0.0835,0.021,5,1,0
7643.0,236.0,1,0,139.0,139.0,139.0,199.0,194.6362,404.6891,123.4706,90.0125,90.1804,139.0,139.0,0.0,0,0.0,0.1871,0.2616,0.0139,2,4,1
10093.0,308.0,1,0,219.0,80.0,80.0,80.0,148.4461,158.418,85.3756,72.0069,83.1039,80.0,80.0,0.0,0,139.0,0.0122,0.0122,0.0086,6,2,0
7296.0,224.0,1,0,99.0,119.0,199.0,119.0,256.7358,152.5991,327.159,111.3643,206.6519,199.0,99.5,0.0,0,557.0,0.0613,0.1138,0.0296,2,1,1
8345.0,261.0,1,1,219.0,338.0,338.0,219.0,45.1774,86.4653,68.4105,37.2156,51.2372,338.0,338.0,697.0,0,0.0,0.1824,0.3884,0.0552,7,1,0
8220.0,256.0,0,1,139.0,119.0,119.0,219.0,580.5603,110.6345,635.0787,57.0022,31.8904,99.0,99.0,0.0,0,99.0,0.2364,0.2754,0.0085,5,2,0
1429.0,44.0,1,0,0.0,139.0,139.0,139.0,0.0,128.6944,0.0,15.2069,21.4767,139.0,139.0,1411.0,0,0.0,0.0431,0.1446,0.0093,3,4,1
6840.0,205.0,1,0,139.0,80.0,80.0,99.0,300.7807,240.646,376.0173,85.279,58.2409,80.0,80.0,218.0,0,0.0,-0.0326,0.2479,0.0732,4,2,1
8457.0,266.0,1,0,199.0,179.0,179.0,80.0,348.023,317.2389,262.0076,96.5466,109.444,179.0,179.0,0.0,0,0.0,0.1947,0.5202,0.0327,7,3,1
1629.0,50.0,1,0,179.0,199.0,199.0,159.0,104.4761,116.5011,125.3994,50.0,47.6681,199.0,199.0,0.0,0,0.0,0.0716,0.1031,0.0455,5,1,1
9243.0,289.0,1,1,80.0,239.0,239.0,119.0,21.8289,153.2359,85.0,95.8853,85.7861,239.0,239.0,100.0,1,338.0,0.3932,0.3417,0.0115,10,2,1
9274.0,289.0,0,1,179.0,80.0,80.0,179.0,366.2871,126.7764,453.0541,86.5592,84.3282,298.0,298.0,10396.0,1,2426.0,0.1792,0.2092,0.0144,2,2,1
7646.0,236.0,1,0,179.0,99.0,99.0,219.0,462.8998,74.8081,547.9872,95.2956,90.2718,99.0,99.0,0.0,0,0.0,0.1856,0.2616,0.0099,3,1,1
7660.0,236.0,1,0,199.0,139.0,238.0,238.0,742.43,453.6722,736.6906,12.5,12.6491,238.0,119.0,0.0,0,258.0,0.2216,0.2451,0.0239,8,2,0
249.0,7.0,1,1,159.0,199.0,199.0,139.0,258.9295,140.6707,348.9828,115.2931,112.1037,199.0,199.0,0.0,0,0.0,0.2839,0.5104,0.0356,6,1,1
2450.0,77.0,1,1,199.0,239.0,239.0,179.0,56.573,84.2214,125.7179,183.5518,189.0106,279.0,279.0,0.0,0,718.0,0.6205,0.4105,0.0246,2,1,1
2550.0,78.0,1,1,139.0,299.0,518.0,279.0,503.0002,253.9734,647.309,144.1284,73.0068,438.0,219.0,1434.0,1,11140.0,0.734,0.7725,0.011,6,1,0
2649.0,79.0,1,0,20.0,199.0,199.0,319.0,135.5323,696.3289,14.8661,121.2023,72.2721,199.0,199.0,0.0,0,0.0,-0.292,1.407,0.0211,5,6,1
3766.0,120.0,1,0,80.0,99.0,99.0,298.0,255.0848,409.6248,161.0124,95.2169,99.6807,99.0,99.0,0.0,0,0.0,0.4828,0.4858,0.0311,1,4,1
2391.0,75.0,1,0,100.0,419.0,559.0,219.0,163.833,104.6757,237.0,72.092,70.799,458.0,458.0,0.0,1,458.0,0.2482,0.6732,0.0473,5,1,0
10229.0,311.0,1,0,99.0,99.0,99.0,119.0,173.2404,171.3337,104.1201,75.1864,82.5379,99.0,99.0,0.0,0,0.0,0.0802,0.1767,0.0124,6,5,0
4679.0,144.0,1,0,139.0,159.0,278.0,139.0,136.1947,167.8519,125.7816,9.2195,150.9346,278.0,139.0,0.0,0,0.0,0.0952,0.1437,0.0304,7,6,0
3143.0,96.0,0,1,120.0,20.0,20.0,399.0,64.7611,138.9361,94.6414,34.2965,34.0147,259.0,259.0,658.0,0,259.0,1.1741,-0.1409,0.0333,2,2,1
3573.0,110.0,1,1,397.0,219.0,219.0,298.0,57.6823,100.7137,146.6867,96.2873,91.2921,258.0,258.0,0.0,0,0.0,-0.001,0.71,0.0398,4,1,1
3658.0,114.0,1,0,119.0,99.0,99.0,199.0,86.4653,113.1868,105.7592,57.7235,56.8727,99.0,99.0,0.0,0,0.0,0.2535,0.29,0.0309,6,1,0
9308.0,289.0,1,0,119.0,139.0,139.0,199.0,332.0636,282.6278,243.0514,88.7764,94.6956,258.0,258.0,15964.0,0,0.0,0.2977,0.1522,0.0125,10,5,1
4943.0,150.0,1,1,298.0,119.0,278.0,219.0,104.3887,293.3108,97.5295,38.0132,46.5242,278.0,139.0,0.0,0,0.0,0.4966,0.4681,0.025,8,1,1
8541.0,270.0,1,0,159.0,179.0,179.0,99.0,236.1086,73.0924,297.2491,58.0194,37.2626,179.0,179.0,0.0,0,0.0,0.1507,0.2232,0.0503,5,1,0
5624.0,167.0,0,1,179.0,239.0,239.0,119.0,176.1817,426.5563,144.1249,27.0185,24.5153,239.0,239.0,0.0,0,0.0,0.0825,0.052,0.0161,2,4,1
737.0,22.0,1,0,298.0,99.0,99.0,99.0,99.0051,163.0989,62.3699,45.2355,44.1163,119.0,119.0,0.0,0,1490.0,0.0756,0.0626,0.0071,4,2,0
650.0,21.0,0,1,338.0,119.0,119.0,219.0,89.2749,533.271,117.0684,30.9919,32.28,119.0,119.0,1173.0,1,795.0,0.0841,0.0841,0.011,2,4,0
5137.0,155.0,0,1,219.0,119.0,119.0,199.0,149.6103,1453.2072,189.4518,54.1225,47.5395,100.0,100.0,0.0,1,100.0,0.1538,0.3358,0.009,7,6,0
334.0,10.0,1,0,278.0,179.0,179.0,338.0,114.5535,72.3343,69.1809,48.0234,43.2926,179.0,179.0,0.0,0,0.0,0.0639,0.1769,0.0306,4,2,0
2877.0,87.0,0,0,199.0,120.0,120.0,20.0,129.4314,109.3446,128.3511,46.5027,48.9745,180.0,180.0,1334.0,1,219.0,1.9487,1.9487,0.0231,2,4,0
4908.0,150.0,0,1,199.0,238.0,238.0,159.0,166.0188,94.0877,155.029,23.4787,34.4384,238.0,238.0,417.0,0,0.0,0.1386,0.1386,0.0214,3,4,0
10916.0,336.0,1,0,199.0,179.0,179.0,99.0,148.9001,164.0526,202.2004,69.5449,71.2127,179.0,179.0,0.0,0,0.0,0.1465,0.283,0.0153,8,1,0
3961.0,127.0,0,1,80.0,179.0,179.0,219.0,249.3657,108.721,205.022,48.2597,55.0818,179.0,179.0,0.0,0,0.0,0.4466,0.3086,0.0237,8,3,1
1297.0,41.0,1,1,139.0,139.0,139.0,99.0,584.7959,81.2527,684.8073,94.0479,88.8623,239.0,239.0,1132.0,0,0.0,0.3152,0.3222,0.0254,10,1,0
5824.0,173.0,1,0,219.0,139.0,298.0,278.0,296.928,214.0707,306.7915,72.7908,71.9462,298.0,149.0,0.0,0,457.0,0.068,0.2565,0.0536,1,1,0
8369.0,262.0,1,0,80.0,139.0,258.0,219.0,287.6891,81.5,352.433,57.5543,38.6005,258.0,129.0,0.0,0,0.0,0.3012,0.5452,0.11,3,1,1
9146.0,287.0,1,1,219.0,258.0,258.0,119.0,243.0417,223.1435,301.0149,61.5508,48.0104,258.0,258.0,358.0,1,457.0,0.0862,0.1542,0.0264,3,3,0
7271.0,222.0,1,1,99.0,99.0,99.0,199.0,189.1038,189.0192,196.5426,33.1097,23.7171,80.0,80.0,0.0,0,80.0,0.3028,0.4498,0.0101,3,2,1
1785.0,56.0,1,1,80.0,139.0,139.0,159.0,209.113,79.6492,300.0283,90.0403,101.7411,358.0,358.0,0.0,0,0.0,0.2379,0.2379,0.0539,3,1,0
7450.0,227.0,1,0,139.0,179.0,179.0,99.0,188.6915,123.9728,267.479,97.9707,81.8566,179.0,179.0,0.0,0,0.0,0.0572,0.1602,0.0171,4,1,1
2540.0,78.0,1,1,179.0,199.0,199.0,219.0,153.5008,273.2018,313.8057,159.5384,169.6828,219.0,219.0,17872.0,0,4343.0,0.7675,0.948,0.0055,5,1,0
1408.0,43.0,1,1,258.0,239.0,338.0,179.0,195.075,170.5,241.0332,51.6841,74.2849,179.0,89.5,834.0,0,0.0,0.1112,0.2327,0.0148,8,1,0
5535.0,165.0,1,0,139.0,80.0,80.0,80.0,606.7125,296.527,628.996,32.0156,33.0341,80.0,80.0,0.0,0,0.0,0.0805,0.8215,0.0083,8,3,0
7569.0,231.0,1,0,99.0,99.0,99.0,159.0,311.0486,111.3665,343.9084,37.4767,34.5254,99.0,99.0,0.0,0,0.0,0.1737,0.3207,0.0166,4,2,0
3655.0,114.0,1,0,139.0,179.0,259.0,358.0,72.7496,72.2669,68.5055,65.025,56.2694,259.0,129.5,0.0,0,0.0,0.1595,0.29,0.0809,9,1,0
7892.0,243.0,1,0,179.0,199.0,199.0,159.0,348.9391,239.6064,320.0062,48.8697,51.5388,199.0,199.0,0.0,0,0.0,0.0798,0.3348,0.0455,5,4,1
2595.0,78.0,1,1,199.0,279.0,279.0,199.0,199.5902,353.5948,132.0,62.6139,72.9178,199.0,199.0,11655.0,1,4861.0,-1.322,0.319,0.005,6,2,0
261.0,8.0,1,0,139.0,238.0,238.0,219.0,145.0078,188.0538,86.1452,54.9181,48.9745,238.0,238.0,0.0,0,0.0,-0.0881,0.0959,0.0477,1,2,0
2054.0,65.0,0,0,159.0,119.0,119.0,139.0,223.4284,134.0196,263.7347,41.6773,57.0088,119.0,119.0,1750.0,0,0.0,-0.0326,0.8089,0.0145,5,2,1
10309.0,315.0,1,0,0.0,139.0,139.0,179.0,0.0,496.5179,0.0,67.041,55.6103,139.0,139.0,0.0,0,0.0,0.3628,0.3628,0.0185,5,5,1
5068.0,154.0,0,1,239.0,139.0,139.0,139.0,83.7257,47.9296,39.9625,53.7448,60.0354,139.0,139.0,0.0,0,0.0,0.1508,0.1818,0.0161,4,3,1
1167.0,35.0,1,1,100.0,179.0,179.0,199.0,661.274,77.5403,639.578,85.6636,84.5813,179.0,179.0,199.0,0,0.0,0.4623,0.3548,0.0374,3,2,0
7809.0,240.0,0,0,159.0,199.0,199.0,298.0,437.7925,175.309,542.1965,114.0395,114.5044,199.0,199.0,0.0,0,199.0,0.0246,-0.0044,0.019,6,2,0
4934.0,150.0,0,1,239.0,119.0,119.0,239.0,119.0976,606.132,69.5701,61.0328,68.31,119.0,119.0,0.0,0,0.0,0.0736,0.2586,0.0107,6,5,0
