V1,V5,V6,V8,V14,V15,V17,V18,V19,V20,V21,V22,target
265.0,11,23,2,0,0,2,1,1,209.0,1.0,19,0
129.0,15,24,2,0,0,0,0,0,325.0,12.0,19,0
221.0,3,8,2,2,0,0,1,0,18.0,3.0,19,1
224.0,12,18,2,2,0,2,0,0,40.0,135.0,19,0
285.0,19,41,2,2,0,2,1,1,138.0,207.0,19,0
295.0,4,10,2,2,0,2,1,0,219.0,147.0,19,1
296.0,1,22,2,0,0,2,0,0,182.0,38.0,19,0
290.0,13,15,2,0,0,1,0,0,34.0,316.0,19,0
153.0,4,5,2,0,0,0,0,0,37.0,11.0,19,0
239.0,2,21,2,1,0,1,0,0,5.0,53.0,19,1
65.0,11,12,2,0,0,1,1,0,377.0,516.0,19,0
223.0,5,15,2,2,0,2,0,0,38.0,45.0,19,0
99.0,47,71,2,2,0,1,1,0,395.0,170.0,19,0
355.0,18,24,2,2,0,2,1,1,281.0,2.0,19,1
130.0,1,24,2,2,0,2,0,0,402.0,388.0,19,0
296.0,0,22,2,0,0,2,1,1,180.0,3.0,19,1
153.0,6,10,2,0,0,1,0,0,40.0,369.0,19,0
295.0,9,22,2,2,0,2,0,0,227.0,11.0,19,1
202.0,6,12,2,0,0,2,1,1,276.0,26.0,19,1
267.0,5,8,2,0,0,0,1,0,8.0,3.0,19,0
304.0,10,12,2,2,0,2,0,0,179.0,22.0,19,0
261.0,5,16,2,0,0,1,1,0,14.0,299.0,19,1
256.0,3,9,2,0,0,2,0,0,1.0,1.0,19,1
246.0,7,13,2,2,0,2,1,1,2.0,44.0,19,1
293.0,3,24,2,2,0,2,0,0,171.0,31.0,19,0
245.0,0,8,2,2,0,0,1,0,55.0,2.0,19,1
293.0,2,9,2,0,0,1,1,0,38.0,243.0,19,1
301.0,2,12,2,2,0,1,1,1,56.0,366.0,19,1
237.0,0,4,2,2,0,2,1,1,31.0,120.0,19,1
261.0,2,8,2,0,0,1,1,0,94.0,552.0,19,0
226.0,1,9,2,2,0,1,1,0,22.0,299.0,19,1
101.0,6,10,2,0,0,1,0,0,388.0,6.0,19,0
351.0,3,24,2,0,0,2,1,1,218.0,2.0,19,1
94.0,3,5,2,2,0,2,1,0,331.0,53.0,19,0
208.0,7,10,2,2,0,0,0,0,34.0,35.0,19,1
242.0,6,9,2,2,0,1,1,0,5.0,310.0,19,1
84.0,3,6,2,1,0,2,1,0,338.0,46.0,19,0
293.0,1,11,2,2,0,2,0,0,10.0,19.0,19,1
624.0,4,12,0,1,0,1,1,1,69.0,367.0,19,1
225.0,9,12,2,2,0,1,1,1,7.0,553.0,19,0
206.0,13,16,2,0,0,2,1,1,79.0,25.0,19,1
63.0,1,5,2,0,0,2,1,1,402.0,73.0,19,0
308.0,13,16,2,0,0,2,1,1,111.0,43.0,19,1
204.0,5,16,2,0,0,1,0,0,8.0,232.0,19,1
219.0,6,8,2,2,0,0,0,0,48.0,5.0,19,0
398.0,9,11,2,2,0,1,0,0,193.0,64.0,19,1
257.0,4,8,2,2,0,2,0,0,23.0,6.0,19,1
239.0,4,61,2,1,0,1,1,0,1.0,174.0,19,0
96.0,2,12,2,0,0,2,1,0,345.0,10.0,19,0
295.0,14,22,2,0,0,1,0,0,12.0,24.0,19,1
228.0,0,21,2,0,0,0,0,0,17.0,4.0,19,0
193.0,1,4,2,0,0,1,1,0,42.0,238.0,19,1
188.0,0,10,2,2,0,1,0,0,64.0,245.0,19,0
239.0,2,10,2,1,0,2,1,1,6.0,11.0,19,1
91.0,6,7,2,0,0,1,1,0,353.0,175.0,19,0
351.0,2,10,2,0,0,2,1,1,217.0,24.0,19,1
307.0,2,8,2,0,0,2,0,0,53.0,6.0,19,1
229.0,0,4,2,2,0,2,1,1,6.0,22.0,19,1
238.0,3,13,2,2,0,1,0,0,290.0,6.0,19,0
351.0,2,10,2,0,0,1,1,0,219.0,1.0,9,1
256.0,1,5,2,0,0,2,1,1,4.0,3.0,19,1
103.0,9,11,2,2,0,1,0,0,328.0,15.0,19,1
180.0,4,11,2,0,0,2,1,1,239.0,50.0,19,0
94.0,10,13,2,2,0,2,0,0,326.0,9.0,19,0
212.0,1,9,2,2,0,2,1,0,25.0,135.0,19,0
292.0,20,24,2,0,0,1,1,0,222.0,334.0,19,0
180.0,5,18,2,0,0,1,1,0,237.0,338.0,19,1
228.0,2,41,2,0,0,1,0,0,12.0,292.0,19,1
93.0,53,68,2,0,0,1,1,0,395.0,173.0,19,0
223.0,1,13,2,2,0,2,1,0,40.0,155.0,19,0
243.0,0,12,2,2,0,2,1,1,9.0,32.0,19,1
331.0,8,12,2,0,0,2,0,0,253.0,22.0,19,0
292.0,11,30,2,2,0,2,1,1,97.0,42.0,19,1
295.0,1,5,2,0,0,1,1,0,8.0,257.0,19,0
198.0,5,8,2,0,0,2,0,0,149.0,25.0,19,1
293.0,5,13,2,2,0,1,0,0,170.0,282.0,19,0
99.0,10,25,2,0,0,2,1,1,380.0,162.0,19,0
283.0,1,8,2,0,0,1,0,0,38.0,190.0,19,1
238.0,8,10,2,2,0,0,0,0,296.0,40.0,19,1
299.0,1,10,2,0,0,2,0,0,184.0,1.0,19,0
835.0,12,25,0,1,0,0,1,1,46.0,20.0,19,0
211.0,1,7,2,0,0,1,1,0,57.0,299.0,19,1
90.0,6,11,2,0,0,2,0,0,190.0,46.0,19,1
253.0,0,6,2,0,0,0,0,0,3.0,24.0,19,0
238.0,8,22,2,2,0,2,1,0,296.0,1.0,19,1
83.0,3,8,2,0,0,0,0,0,378.0,7.0,19,0
210.0,19,22,2,2,0,2,1,1,291.0,3.0,19,1
253.0,1,16,2,0,0,1,1,1,2.0,174.0,19,1
193.0,1,16,2,2,0,1,1,1,103.0,330.0,19,0
237.0,9,30,2,2,0,1,1,1,33.0,333.0,19,0
312.0,4,13,2,2,0,2,1,1,250.0,96.0,19,0
268.0,2,9,2,2,0,2,1,0,82.0,34.0,19,0
293.0,28,35,2,2,0,2,1,1,293.0,211.0,19,0
89.0,25,39,2,2,0,2,1,1,349.0,2.0,19,1
250.0,1,9,2,2,0,1,1,0,12.0,243.0,19,1
235.0,0,4,2,2,0,0,0,0,38.0,12.0,19,0
250.0,14,30,2,2,0,2,1,0,1.0,8.0,7,0
239.0,3,6,2,1,0,2,0,0,4.0,1.0,19,1
84.0,0,28,2,1,0,2,1,0,338.0,49.0,19,1
253.0,7,16,2,2,0,2,1,0,106.0,13.0,19,1
80.0,3,19,2,0,0,1,0,0,402.0,337.0,19,0
239.0,4,11,2,1,0,2,1,1,5.0,404.0,19,1
253.0,0,15,2,0,0,1,1,0,3.0,250.0,19,1
164.0,0,5,2,0,0,2,0,0,309.0,49.0,19,0
285.0,7,10,2,2,0,1,0,0,242.0,8.0,19,0
80.0,0,15,2,0,0,2,1,1,402.0,4.0,19,1
319.0,4,22,2,2,0,2,0,0,141.0,14.0,19,1
295.0,27,41,2,0,0,1,0,0,4.0,300.0,19,0
90.0,5,40,2,0,0,1,0,0,190.0,2.0,19,1
218.0,4,9,2,2,0,1,1,0,17.0,300.0,19,1
82.0,10,11,2,0,0,0,1,0,364.0,51.0,19,0
244.0,1,23,2,0,0,2,0,0,8.0,1.0,19,1
261.0,2,4,2,0,0,2,1,0,14.0,41.0,19,0
245.0,16,42,2,2,0,2,1,1,233.0,212.0,19,0
514.0,4,6,0,1,0,0,1,1,33.0,95.0,19,0
261.0,6,9,2,2,0,0,1,1,7.0,50.0,19,0
246.0,3,17,2,2,0,1,0,0,19.0,229.0,19,1
82.0,3,18,2,0,0,2,1,1,359.0,377.0,19,1
160.0,8,10,2,0,0,2,0,0,111.0,2.0,19,1
764.0,4,5,0,1,0,2,1,1,6.0,323.0,19,0
293.0,1,11,2,2,0,2,1,1,173.0,50.0,19,0
263.0,0,14,2,2,0,1,0,0,219.0,32.0,19,1
95.0,0,15,2,2,0,2,1,0,403.0,47.0,19,0
272.0,0,9,2,0,0,0,0,0,13.0,31.0,19,1
280.0,12,14,2,0,0,2,0,0,141.0,30.0,19,0
277.0,2,9,2,0,0,2,0,0,21.0,111.0,19,0
253.0,0,6,2,0,0,2,0,0,3.0,3.0,19,1
211.0,1,5,2,0,0,0,0,0,28.0,1.0,19,1
293.0,1,4,2,2,0,2,1,1,173.0,552.0,19,0
202.0,0,9,2,2,0,2,0,0,19.0,9.0,19,1
275.0,21,47,2,2,0,2,1,1,287.0,205.0,19,0
170.0,5,8,2,2,0,2,0,0,50.0,10.0,19,1
80.0,7,71,2,0,0,1,1,0,395.0,170.0,19,0
119.0,36,61,2,2,0,1,1,0,393.0,171.0,19,0
225.0,2,38,2,0,0,2,1,1,264.0,207.0,19,0
248.0,3,12,2,2,0,1,0,0,2.0,35.0,19,1
239.0,1,10,2,1,0,2,1,0,1.0,13.0,19,1
101.0,7,11,2,0,0,1,1,1,381.0,219.0,19,1
246.0,3,6,2,2,0,0,1,1,18.0,95.0,19,0
272.0,7,12,2,0,0,0,1,1,16.0,65.0,19,0
1448.0,4,9,0,1,0,1,1,0,4.0,205.0,19,0
160.0,3,46,2,0,0,1,0,0,102.0,19.0,19,0
268.0,4,30,2,0,0,0,0,0,56.0,15.0,19,1
95.0,2,6,2,2,0,2,0,0,402.0,1.0,19,1
226.0,5,32,2,0,0,2,0,0,71.0,106.0,19,0
293.0,3,6,2,2,0,2,0,0,179.0,125.0,19,0
293.0,6,10,2,2,0,1,0,0,178.0,13.0,19,1
251.0,1,7,2,0,0,2,1,1,32.0,61.0,19,1
253.0,0,22,2,0,0,2,1,0,3.0,30.0,19,0
76.0,9,10,2,2,0,2,0,0,352.0,93.0,19,0
256.0,8,11,2,0,0,0,0,0,1.0,32.0,19,1
148.0,29,47,2,2,0,1,1,0,312.0,303.0,19,1
256.0,5,10,2,0,0,0,0,0,1.0,40.0,19,1
74.0,2,22,2,0,0,2,1,0,325.0,8.0,19,0
226.0,11,16,2,0,0,2,1,0,285.0,80.0,19,1
98.0,10,23,2,0,0,2,1,0,399.0,3.0,19,1
275.0,0,9,2,0,0,2,0,0,289.0,25.0,19,0
257.0,11,16,2,0,0,2,1,1,88.0,28.0,19,0
192.0,2,13,2,0,0,2,1,0,221.0,36.0,19,0
130.0,10,16,2,2,0,2,1,0,274.0,80.0,19,1
84.0,3,12,2,1,0,1,1,0,339.0,293.0,19,0
256.0,29,31,2,2,0,0,0,0,6.0,27.0,19,1
192.0,3,5,2,0,0,1,1,1,59.0,176.0,19,0
283.0,0,8,2,0,0,1,0,0,43.0,251.0,19,0
242.0,1,37,2,2,0,1,1,1,1.0,300.0,19,0
239.0,1,11,2,1,0,1,1,1,5.0,185.0,19,1
308.0,14,31,2,2,0,1,1,0,81.0,299.0,19,1
294.0,1,39,2,0,0,2,1,1,273.0,208.0,19,0
90.0,3,42,2,0,0,2,1,1,379.0,213.0,19,0
199.0,3,9,2,0,0,2,1,0,59.0,38.0,19,1
133.0,11,14,2,0,0,1,0,0,292.0,32.0,19,1
95.0,1,3,2,2,0,1,1,0,403.0,305.0,19,1
298.0,16,29,2,0,0,0,0,0,120.0,48.0,19,1
213.0,7,9,2,2,0,2,1,0,42.0,57.0,19,1
105.0,0,9,2,2,0,2,1,0,285.0,52.0,19,1
234.0,5,7,2,0,0,2,0,0,110.0,303.0,19,0
180.0,3,39,2,0,0,1,0,0,245.0,4.0,19,1
239.0,2,6,2,1,0,2,0,0,3.0,141.0,19,0
107.0,4,5,2,2,0,1,0,0,339.0,47.0,19,0
202.0,0,4,2,2,0,2,1,0,19.0,27.0,19,1
91.0,20,24,2,0,0,2,1,1,374.0,2.0,19,1
101.0,2,13,2,2,0,2,1,1,358.0,47.0,19,1
274.0,4,9,2,2,0,1,1,0,85.0,301.0,19,1
398.0,6,10,2,2,0,1,0,0,197.0,42.0,19,0
92.0,16,24,2,2,0,0,0,0,349.0,12.0,19,0
428.0,5,7,2,2,0,0,1,1,176.0,60.0,3,0
95.0,4,11,2,2,0,1,0,0,403.0,6.0,19,0
82.0,6,10,2,0,0,2,1,1,364.0,137.0,19,1
304.0,0,16,2,0,0,0,0,0,46.0,26.0,19,1
180.0,1,10,2,0,0,1,1,0,242.0,41.0,19,1
245.0,1,5,2,1,0,1,0,0,90.0,16.0,19,1
206.0,8,16,2,2,0,2,1,0,34.0,157.0,19,1
240.0,5,8,2,2,0,2,0,0,78.0,12.0,19,1
250.0,2,4,2,2,0,2,1,0,11.0,17.0,19,0
291.0,0,31,2,0,0,1,1,0,40.0,303.0,19,1
98.0,6,10,2,2,0,1,0,0,370.0,86.0,19,1
253.0,0,9,2,0,0,0,0,0,3.0,8.0,19,0
82.0,5,24,2,0,0,2,1,1,362.0,2.0,19,1
243.0,0,11,2,2,0,2,0,0,6.0,69.0,19,0
256.0,7,9,2,0,0,1,0,0,3.0,63.0,19,0
238.0,6,20,2,2,0,2,1,1,299.0,74.0,19,0
94.0,6,7,2,2,0,0,1,1,332.0,48.0,19,0
210.0,6,13,2,2,0,2,1,0,294.0,214.0,19,0
90.0,2,18,2,0,0,2,1,1,185.0,377.0,19,1
98.0,33,71,2,0,0,1,1,0,388.0,173.0,19,0
280.0,8,31,2,2,0,1,0,0,54.0,267.0,19,0
205.0,15,31,2,0,0,1,1,0,15.0,299.0,19,1
846.0,8,25,0,1,0,2,1,1,130.0,166.0,19,0
239.0,2,10,2,1,0,0,1,1,5.0,44.0,19,0
241.0,0,62,2,2,0,1,1,0,1.0,176.0,19,0
243.0,0,13,2,2,0,2,1,0,3.0,9.0,19,1
95.0,4,15,2,2,0,2,0,0,352.0,45.0,19,0
202.0,7,31,2,2,0,0,1,1,17.0,6.0,19,1
263.0,7,13,2,2,0,2,1,0,226.0,36.0,19,0
297.0,3,8,2,0,0,2,1,1,43.0,21.0,19,0
205.0,29,31,2,2,0,0,1,0,16.0,33.0,19,0
298.0,2,8,2,2,0,2,1,0,183.0,54.0,19,1
274.0,0,9,2,0,0,1,1,0,44.0,311.0,19,1
136.0,1,10,2,2,0,1,0,0,386.0,86.0,19,1
265.0,5,9,2,0,0,1,0,0,15.0,26.0,19,0
108.0,3,14,2,0,0,1,1,0,392.0,251.0,19,1
214.0,0,4,2,0,0,0,0,0,29.0,35.0,19,1
83.0,5,11,2,0,0,2,0,0,382.0,1.0,19,1
206.0,4,16,2,1,0,1,0,0,37.0,11.0,19,0
241.0,4,11,2,2,0,0,0,0,1.0,32.0,19,1
303.0,7,11,2,2,0,1,0,0,3.0,64.0,19,1
284.0,2,31,2,2,0,2,1,1,51.0,6.0,19,1
236.0,0,13,2,0,0,2,1,1,1.0,47.0,19,1
83.0,9,12,2,0,0,1,0,0,375.0,16.0,19,1
312.0,3,20,2,2,0,2,0,0,250.0,96.0,19,0
238.0,5,30,2,0,0,1,1,1,96.0,335.0,9,1
83.0,2,6,2,0,0,2,0,0,381.0,16.0,19,0
98.0,7,11,2,0,0,2,0,0,400.0,7.0,19,0
180.0,1,26,2,0,0,1,0,0,237.0,31.0,19,1
92.0,7,11,2,0,0,2,1,1,341.0,2.0,19,0
258.0,27,29,2,0,0,0,0,0,63.0,48.0,19,1
116.0,1,12,2,2,0,1,0,0,343.0,86.0,19,1
168.0,4,6,2,2,0,2,1,1,402.0,7.0,19,1
238.0,1,5,2,2,0,1,0,0,292.0,356.0,19,0
848.0,8,21,0,1,0,2,1,1,50.0,169.0,19,0
90.0,7,11,2,0,0,2,1,0,190.0,49.0,19,0
92.0,23,26,2,2,0,2,0,0,344.0,151.0,19,0
102.0,3,14,2,1,0,1,0,0,355.0,65.0,19,1
257.0,1,16,2,2,0,1,1,0,64.0,332.0,19,0
247.0,9,14,2,2,0,1,1,0,204.0,343.0,19,1
218.0,1,9,2,2,0,2,1,0,17.0,12.0,19,1
223.0,9,35,2,0,0,2,1,1,237.0,208.0,19,0
57.0,6,39,2,0,0,1,1,0,402.0,304.0,0,1
226.0,1,43,2,2,0,2,0,0,133.0,91.0,19,0
288.0,3,11,2,2,0,2,1,0,9.0,140.0,19,0
180.0,2,9,2,0,0,2,1,1,242.0,13.0,19,0
243.0,1,5,2,2,0,0,1,1,9.0,46.0,19,0
194.0,2,8,2,2,0,1,1,1,38.0,281.0,19,0
208.0,11,31,2,2,0,0,1,0,35.0,33.0,19,1
259.0,16,43,2,0,0,2,0,0,5.0,87.0,19,0
257.0,0,12,2,2,0,0,0,0,1.0,9.0,19,0
398.0,7,23,2,2,0,2,1,0,196.0,3.0,19,1
211.0,2,8,2,0,0,2,1,0,57.0,6.0,3,1
267.0,2,17,2,2,0,1,0,0,31.0,58.0,19,1
637.0,0,21,0,1,0,1,1,1,1.0,382.0,19,1
250.0,1,4,2,0,0,2,1,0,27.0,314.0,19,1
317.0,1,8,2,0,0,0,1,0,47.0,2.0,19,1
84.0,9,38,2,0,0,2,1,1,364.0,208.0,19,0
201.0,1,8,2,0,0,1,0,0,106.0,61.0,19,1
103.0,11,44,2,2,0,1,0,0,334.0,362.0,19,0
233.0,1,4,2,2,0,0,1,1,71.0,60.0,3,0
315.0,12,22,2,0,0,1,0,0,178.0,7.0,19,0
293.0,5,13,2,2,0,0,1,0,170.0,28.0,19,0
121.0,31,38,2,0,0,1,0,0,309.0,16.0,19,1
122.0,5,10,2,0,0,0,0,0,369.0,68.0,19,0
101.0,12,13,2,2,0,2,0,0,352.0,131.0,19,0
234.0,2,9,2,2,0,2,0,0,33.0,3.0,8,0
288.0,23,38,2,0,0,1,0,0,30.0,16.0,19,1
94.0,24,39,2,2,0,2,1,1,384.0,2.0,19,1
303.0,9,40,2,2,0,2,0,0,6.0,15.0,19,1
295.0,4,10,2,0,0,1,0,0,4.0,81.0,19,1
292.0,3,7,2,2,0,0,0,0,187.0,14.0,19,0
302.0,16,31,2,2,0,1,1,0,85.0,299.0,19,1
79.0,5,6,2,2,0,2,0,0,402.0,27.0,19,0
241.0,4,39,2,2,0,2,1,1,133.0,2.0,19,1
229.0,3,9,2,1,0,2,1,0,70.0,7.0,19,0
90.0,7,9,2,0,0,0,0,0,189.0,8.0,19,0
238.0,2,11,2,2,0,1,1,0,295.0,281.0,19,1
57.0,10,11,2,0,0,2,1,1,402.0,94.0,19,0
91.0,18,44,2,0,0,2,1,1,346.0,205.0,19,0
199.0,5,31,2,0,0,0,1,1,2.0,6.0,19,1
237.0,9,17,2,2,0,1,0,0,30.0,478.0,19,0
261.0,17,29,2,0,0,2,1,1,14.0,27.0,19,1
229.0,16,40,2,0,0,2,1,0,227.0,283.0,19,0
91.0,53,61,2,2,0,1,1,0,377.0,173.0,19,0
260.0,6,8,2,0,0,2,1,1,166.0,27.0,19,0
281.0,6,16,2,2,0,0,1,1,35.0,6.0,19,1
250.0,0,4,2,2,0,2,1,1,15.0,2.0,19,1
315.0,6,11,2,0,0,2,1,0,173.0,10.0,19,0
253.0,0,14,2,0,0,2,0,0,4.0,20.0,19,1
107.0,44,47,2,2,0,1,1,0,330.0,303.0,19,0
293.0,6,40,2,2,0,2,0,0,178.0,15.0,19,1
303.0,6,12,2,2,0,2,0,0,5.0,5.0,19,0
228.0,5,10,2,0,0,1,1,1,18.0,356.0,19,1
89.0,5,61,2,2,0,1,1,0,372.0,173.0,19,0
394.0,1,21,2,0,0,2,1,0,188.0,33.0,19,0
110.0,1,3,2,2,0,2,1,1,377.0,167.0,19,0
315.0,22,38,2,0,0,1,0,0,172.0,16.0,19,1
88.0,7,10,2,2,0,1,1,0,346.0,184.0,19,0
303.0,1,11,2,2,0,2,0,0,7.0,1.0,19,1
196.0,4,30,2,0,0,1,1,1,105.0,333.0,19,0
256.0,1,8,2,2,0,1,1,0,6.0,31.0,19,0
295.0,7,14,2,0,0,0,0,0,12.0,14.0,19,1
119.0,12,23,2,0,0,1,0,0,299.0,170.0,19,0
170.0,12,16,2,2,0,1,0,0,53.0,232.0,19,1
243.0,1,6,2,2,0,2,0,0,10.0,1.0,19,1
212.0,17,30,2,2,0,2,1,1,119.0,42.0,19,1
340.0,14,25,2,2,0,0,1,1,202.0,20.0,19,0
253.0,0,5,2,0,0,0,0,0,5.0,562.0,19,0
160.0,2,38,2,0,0,1,0,0,111.0,4.0,19,1
229.0,11,15,2,2,0,2,1,0,7.0,64.0,19,0
153.0,0,17,2,0,0,2,0,0,45.0,35.0,19,1
187.0,1,7,2,2,0,1,1,1,30.0,292.0,19,1
94.0,5,13,2,2,0,2,1,1,327.0,44.0,19,1
358.0,18,29,2,0,0,2,1,0,138.0,31.0,19,0
277.0,6,8,2,0,0,2,1,1,65.0,102.0,19,0
257.0,1,32,2,0,0,2,1,0,92.0,8.0,7,0
236.0,4,8,2,2,0,2,0,0,71.0,30.0,19,0
305.0,0,8,2,2,0,2,1,1,52.0,23.0,19,1
292.0,2,12,2,2,0,2,0,0,180.0,22.0,19,0
322.0,11,45,2,0,0,2,1,1,126.0,207.0,19,0
258.0,13,16,2,0,0,1,0,0,64.0,232.0,19,1
168.0,4,39,2,2,0,2,1,1,400.0,2.0,19,1
197.0,14,39,2,0,0,2,1,1,127.0,2.0,19,1
275.0,5,10,2,0,0,1,0,0,287.0,81.0,19,1
91.0,11,23,2,2,0,1,1,0,331.0,343.0,19,0
315.0,7,25,2,0,0,1,0,0,177.0,307.0,19,0
315.0,0,4,2,0,0,0,1,0,178.0,3.0,19,0
96.0,3,6,2,2,0,2,0,0,333.0,27.0,19,0
211.0,1,4,2,0,0,1,1,0,18.0,112.0,15,0
194.0,0,4,2,0,0,2,0,0,13.0,135.0,19,1
251.0,15,22,2,0,0,2,1,1,279.0,3.0,19,1
241.0,22,23,2,2,0,2,0,0,302.0,35.0,19,0
274.0,1,8,2,0,0,2,0,0,9.0,27.0,19,0
293.0,5,10,2,2,0,1,0,0,177.0,239.0,19,1
293.0,3,11,2,2,0,2,0,0,178.0,36.0,19,0
200.0,2,6,2,2,0,2,1,1,1.0,27.0,19,1
207.0,3,17,2,0,0,1,0,0,49.0,228.0,19,1
289.0,2,3,2,2,0,2,1,1,88.0,25.0,19,0
211.0,5,8,2,2,0,2,1,0,267.0,50.0,19,0
253.0,0,22,2,0,0,1,0,0,2.0,175.0,19,0
83.0,7,40,2,0,0,2,1,0,382.0,53.0,19,1
304.0,1,4,2,2,0,1,1,0,1.0,268.0,19,1
249.0,5,9,2,0,0,2,0,0,46.0,1.0,19,0
188.0,5,17,2,2,0,0,0,0,62.0,27.0,19,1
256.0,10,13,2,0,0,2,1,0,2.0,16.0,19,1
222.0,10,22,2,0,0,1,1,1,49.0,65.0,19,1
246.0,2,41,2,2,0,2,1,0,7.0,51.0,19,0
301.0,2,7,2,2,0,1,0,0,101.0,10.0,19,0
275.0,17,24,2,0,0,1,1,1,295.0,173.0,19,1
236.0,2,23,2,0,0,2,1,1,1.0,150.0,19,0
213.0,1,4,2,0,0,1,1,1,66.0,11.0,19,1
197.0,8,13,2,2,0,2,1,0,89.0,30.0,19,1
208.0,1,9,2,0,0,2,1,0,4.0,27.0,19,0
106.0,9,10,2,2,0,0,0,0,329.0,68.0,19,0
296.0,6,31,2,0,0,0,1,1,22.0,6.0,19,1
206.0,4,5,2,2,0,1,0,0,51.0,269.0,19,0
378.0,4,10,0,1,0,1,1,0,2.0,41.0,19,1
293.0,0,5,2,2,0,0,0,0,170.0,64.0,19,0
212.0,1,4,2,0,0,2,0,0,26.0,1.0,19,1
168.0,4,6,2,2,0,1,0,0,402.0,51.0,19,1
101.0,8,21,2,0,0,0,0,0,388.0,4.0,19,0
343.0,24,30,2,0,0,2,1,1,59.0,42.0,19,1
250.0,3,10,2,2,0,1,1,1,45.0,248.0,19,0
75.0,12,39,2,0,0,2,1,1,361.0,2.0,19,1
91.0,6,22,2,0,0,1,0,0,347.0,44.0,19,0
98.0,3,13,2,0,0,1,0,0,394.0,220.0,19,0
288.0,15,28,2,2,0,2,0,0,163.0,28.0,19,1
101.0,4,11,2,2,0,1,0,0,351.0,3.0,19,0
217.0,6,22,2,2,0,1,1,1,31.0,65.0,19,1
78.0,4,5,2,0,0,2,1,0,389.0,39.0,19,0
271.0,3,26,2,0,0,2,0,0,137.0,30.0,19,1
94.0,9,13,2,2,0,1,1,0,387.0,191.0,19,0
295.0,18,22,2,0,0,2,1,0,10.0,1.0,19,1
256.0,4,10,2,0,0,1,1,1,4.0,356.0,19,1
255.0,9,38,2,0,0,1,0,0,174.0,16.0,19,1
293.0,9,14,2,2,0,0,0,0,14.0,14.0,19,1
243.0,3,8,2,2,0,0,0,0,5.0,26.0,19,0
63.0,2,11,2,0,0,1,1,0,402.0,291.0,19,0
235.0,6,17,2,2,0,1,0,0,37.0,229.0,19,1
901.0,8,25,0,1,0,2,1,1,132.0,160.0,19,0
303.0,8,11,2,2,0,1,1,0,5.0,182.0,19,0
351.0,8,22,2,0,0,2,0,0,222.0,11.0,19,1
221.0,1,9,2,2,0,1,0,0,27.0,322.0,19,1
296.0,4,8,2,0,0,2,1,0,76.0,137.0,19,0
87.0,0,13,2,2,0,2,0,0,387.0,207.0,19,0
270.0,2,4,2,0,0,2,1,0,19.0,50.0,19,1
293.0,4,11,2,2,0,2,0,0,15.0,1.0,19,1
293.0,1,4,2,2,0,0,1,1,177.0,54.0,19,1
101.0,6,14,2,0,0,1,1,0,371.0,251.0,19,1
444.0,0,7,0,1,0,0,1,1,1.0,58.0,19,0
271.0,4,15,2,2,0,2,1,0,121.0,42.0,19,0
260.0,0,4,2,0,0,2,0,0,24.0,1.0,19,1
199.0,5,9,2,0,0,1,1,1,6.0,259.0,19,0
293.0,1,10,2,2,0,2,1,1,177.0,137.0,19,1
268.0,22,42,2,0,0,2,1,1,309.0,213.0,19,0
222.0,7,9,2,2,0,2,1,0,67.0,12.0,19,1
