Vehicle_Reference_df_res,Vehicle_Type,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Hit_Object_in_Carriageway,Hit_Object_off_Carriageway,Was_Vehicle_Left_Hand_Drive?,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Number_of_Vehicles,Number_of_Casualties,Local_Authority_(District),1st_Road_Number,2nd_Road_Number,Urban_or_Rural_Area,Vehicle_Reference_df,Casualty_Reference,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Pedestrian_Location,Pedestrian_Movement,Casualty_Type,Casualty_IMD_Decile,target
2,9,9,0,0,0,1.0,44,7,1198.0,1,2,546290.0,187400.0,0.109263,51.566504,1,2,1,14.0,118.0,0.0,1.0,1,1,1.0,87,11,4,1,0,6,2.0
4,9,4,0,0,0,1.0,36,7,1997.0,2,11,249195.0,54443.0,-4.1219660000000005,50.37050900000001,50,4,4,583.0,374.0,0.0,1.0,2,2,1.0,34,6,0,0,9,2,1.0
1,9,9,0,0,0,1.0,55,8,1796.0,1,7,429218.0,264723.0,-1.573152,52.279881,23,4,2,294.0,425.0,0.0,1.0,4,1,2.0,47,8,0,0,9,7,1.0
2,9,12,0,0,7,1.0,31,6,1388.0,1,12,448908.0,352278.0,-1.271593,53.065514,31,2,5,340.0,1.0,0.0,2.0,2,2,2.0,9,2,0,0,9,7,2.0
4,9,3,0,0,0,1.0,68,10,1086.0,1,8,436981.0,433592.0,-1.44005,53.797327,13,4,3,204.0,6120.0,0.0,1.0,2,1,2.0,35,6,0,0,9,1,2.0
1,9,18,0,0,0,1.0,38,7,1896.0,2,11,413386.0,429702.0,-1.798423,53.7635,13,1,1,200.0,0.0,0.0,1.0,1,1,2.0,12,3,5,3,0,1,1.0
2,9,9,0,0,0,1.0,20,4,998.0,1,3,325561.0,126207.0,-3.062894,51.030387,52,2,1,608.0,38.0,0.0,2.0,1,1,1.0,50,8,0,0,9,8,2.0
1,9,17,0,0,10,1.0,59,9,1596.0,1,8,339060.0,411520.0,-2.922259,53.596691,4,1,2,84.0,570.0,0.0,2.0,1,1,2.0,59,9,0,0,9,6,2.0
1,9,18,0,0,0,1.0,29,6,1198.0,1,4,391910.0,402930.0,-2.123494,53.522974,6,1,1,104.0,6104.0,0.0,1.0,1,1,2.0,12,3,5,4,0,2,2.0
2,5,14,0,0,0,1.0,40,7,1043.0,1,1,382140.0,276400.0,-2.263835,52.385335,22,2,1,278.0,456.0,0.0,1.0,2,1,1.0,40,7,0,0,5,2,1.0
2,19,17,0,0,0,1.0,46,8,2496.0,2,21,290325.0,91420.0,-3.554759,50.712033,50,2,1,581.0,3212.0,0.0,1.0,1,1,1.0,37,7,0,0,5,3,1.0
1,9,1,0,0,0,1.0,35,6,2958.0,2,9,417214.0,93000.0,-1.757432,50.736361,55,1,2,641.0,3059.0,0.0,1.0,1,1,1.0,89,11,1,9,0,9,1.0
2,9,3,0,0,0,1.0,55,8,998.0,1,1,526490.0,169890.0,-0.182511,51.41392800000001,1,4,5,22.0,24.0,0.0,1.0,1,1,1.0,27,6,0,0,9,2,1.0
1,9,3,0,0,0,1.0,31,6,1198.0,1,7,530040.0,163970.0,-0.133658,51.359924,1,3,3,21.0,271.0,0.0,1.0,2,2,2.0,59,9,0,0,9,1,2.0
1,9,18,0,0,0,1.0,28,6,1598.0,1,11,485567.0,166046.0,-0.771714,51.387018,43,2,1,470.0,3095.0,3430.0,2.0,2,1,1.0,59,9,0,0,3,4,2.0
1,9,18,0,0,0,1.0,42,7,2171.0,1,11,513330.0,184600.0,-0.366944,51.54892,1,3,4,27.0,312.0,0.0,1.0,2,1,1.0,41,7,0,0,9,4,1.0
1,9,1,0,0,0,1.0,30,6,1910.0,2,9,539330.0,187420.0,0.008921,51.568445,1,1,1,13.0,0.0,0.0,1.0,1,1,1.0,19,4,4,3,0,3,2.0
1,9,4,9,10,0,1.0,48,8,1686.0,2,1,350010.0,240300.0,-2.7305330000000003,52.058812,22,1,1,285.0,438.0,0.0,1.0,1,1,1.0,17,4,6,9,0,9,1.0
1,9,18,0,0,0,1.0,18,4,1360.0,1,10,390999.0,323570.0,-2.134973,52.809601,21,2,1,255.0,52.0,0.0,1.0,1,1,2.0,18,4,0,0,9,4,2.0
3,9,3,0,0,0,1.0,44,7,1753.0,2,12,305736.0,107054.0,-3.340567,50.855291,50,4,2,586.0,373.0,0.0,2.0,2,2,1.0,54,8,0,0,9,9,1.0
1,9,18,0,0,0,1.0,19,4,973.0,1,14,485701.0,498439.0,-0.682222,54.37425699999999,12,1,1,186.0,169.0,0.0,2.0,1,1,2.0,19,4,0,0,9,5,2.0
1,5,4,0,0,0,1.0,39,7,1783.0,1,6,522080.0,175470.0,-0.24397,51.465043,1,1,1,24.0,306.0,205.0,1.0,1,1,1.0,39,7,0,0,5,1,1.0
1,9,18,0,0,0,1.0,54,8,1242.0,1,9,537288.0,208521.0,-0.012241,51.758555,41,1,1,430.0,1170.0,324.0,1.0,1,1,2.0,49,8,1,1,0,6,2.0
2,9,18,0,0,0,1.0,58,9,1783.0,1,16,435345.0,388724.0,-1.469955,53.394172,14,2,7,215.0,0.0,0.0,1.0,1,1,1.0,21,5,0,0,9,1,1.0
1,9,18,0,0,0,1.0,35,6,2000.0,2,10,342470.0,463400.0,-2.880468,54.063316,4,1,2,76.0,0.0,0.0,1.0,1,2,1.0,13,3,5,3,0,2,1.0
2,9,18,0,0,0,1.0,32,6,1796.0,1,9,451893.0,411639.0,-1.217349,53.598759,14,3,2,211.0,1.0,0.0,2.0,1,1,2.0,47,8,0,0,9,5,2.0
1,9,18,0,0,9,1.0,26,6,1560.0,2,8,362910.0,410560.0,-2.561803,53.590299,6,2,4,100.0,61.0,0.0,2.0,2,3,2.0,16,4,0,0,9,9,2.0
1,9,18,0,0,0,1.0,21,5,1328.0,1,5,407590.0,425128.0,-1.886455,53.72250500000001,13,2,3,202.0,0.0,0.0,1.0,2,3,2.0,12,3,0,0,9,1,2.0
1,9,12,0,0,0,1.0,38,7,1998.0,1,6,384842.0,350809.0,-2.227595,53.054318,21,2,1,253.0,500.0,500.0,2.0,2,1,1.0,46,8,0,0,5,8,1.0
1,11,5,0,0,0,1.0,72,10,6696.0,2,1,450617.0,531899.0,-1.216497,54.67961500000001,17,1,1,240.0,1277.0,160.0,1.0,1,1,2.0,80,11,0,0,11,1,1.0
1,9,18,0,0,0,1.0,21,5,1598.0,1,2,414910.0,283790.0,-1.782031,52.451866,20,3,2,300.0,45.0,425.0,1.0,2,2,1.0,10,2,0,0,9,1,2.0
2,9,18,0,0,0,1.0,31,6,1248.0,2,3,445013.0,392057.0,-1.324105,53.423396,14,2,2,213.0,6123.0,0.0,1.0,2,2,2.0,31,6,0,0,9,9,2.0
2,9,18,0,0,0,1.0,30,6,1910.0,2,9,433467.0,146086.0,-1.522253,51.213002,44,2,2,501.0,342.0,0.0,1.0,2,2,1.0,30,6,0,0,9,8,1.0
1,90,2,0,0,0,1.0,24,5,2686.0,2,10,517830.0,169060.0,-0.307253,51.408332,1,2,1,23.0,0.0,0.0,1.0,2,1,1.0,70,10,0,0,1,10,2.0
1,9,10,0,0,0,1.0,27,6,1798.0,1,3,592199.0,185462.0,0.769842,51.535336,42,2,1,460.0,0.0,0.0,1.0,2,1,1.0,33,6,0,0,9,1,2.0
1,9,18,0,0,0,1.0,33,6,1242.0,1,7,528070.0,176510.0,-0.157411,51.473067,1,1,1,10.0,0.0,0.0,1.0,1,1,2.0,10,2,5,3,0,4,2.0
1,9,18,0,0,0,1.0,50,8,1598.0,1,13,551250.0,251010.0,0.208578,52.13669,35,2,1,395.0,1307.0,0.0,2.0,2,1,2.0,52,8,0,0,1,7,2.0
1,9,4,0,0,0,1.0,23,5,1990.0,1,14,628145.0,325529.0,1.381297,52.779102,36,3,2,405.0,1150.0,273.0,2.0,1,1,1.0,23,5,0,0,9,8,1.0
1,9,18,0,0,3,1.0,45,7,1596.0,1,10,546830.0,305630.0,0.167955,52.628573,35,1,1,392.0,1101.0,0.0,1.0,1,1,2.0,45,7,0,0,9,5,2.0
1,9,18,0,0,0,1.0,33,6,1685.0,2,2,433770.0,337310.0,-1.499046,52.932137,30,2,2,323.0,38.0,0.0,2.0,2,2,2.0,50,8,0,0,9,3,1.0
1,11,18,0,0,0,1.0,58,9,4500.0,2,3,488230.0,411223.0,-0.6685300000000001,53.590173,16,1,1,232.0,0.0,0.0,1.0,1,1,2.0,29,6,1,1,0,7,2.0
1,9,16,0,0,10,1.0,38,7,1796.0,1,8,297649.0,102853.0,-3.454245,50.81615,50,1,2,586.0,0.0,0.0,2.0,1,1,1.0,38,7,0,0,9,9,1.0
3,9,3,0,0,0,1.0,65,9,1896.0,2,13,411400.0,290210.0,-1.833462,52.50966500000001,20,3,4,300.0,4040.0,0.0,1.0,1,1,1.0,18,4,0,0,9,1,1.0
1,3,4,0,0,0,1.0,23,5,124.0,1,3,406673.0,424183.0,-1.900372,53.714023,13,1,1,202.0,58.0,0.0,1.0,1,1,1.0,23,5,0,0,3,3,1.0
2,19,18,0,0,0,1.0,40,7,2148.0,2,5,617026.0,218180.0,1.147583,51.820079,42,2,3,461.0,1442.0,0.0,2.0,1,1,1.0,42,7,0,0,9,4,1.0
1,9,18,0,0,0,1.0,31,6,1598.0,1,13,432219.0,434956.0,-1.5122,53.809902,13,1,1,204.0,0.0,0.0,1.0,1,1,1.0,7,2,5,1,0,1,2.0
1,9,6,0,0,0,1.0,25,5,1368.0,1,4,472138.0,373814.0,-0.920139,53.256439,31,2,1,341.0,57.0,0.0,2.0,2,1,2.0,61,9,0,0,9,3,2.0
1,9,17,0,0,10,1.0,58,9,1398.0,1,1,337960.0,305260.0,-2.918289,52.64151800000001,22,1,4,286.0,488.0,0.0,2.0,1,2,2.0,56,9,0,0,9,6,1.0
3,9,10,0,0,0,1.0,42,7,1398.0,1,5,505925.0,437593.0,-0.3923,53.823824,16,3,3,231.0,1174.0,0.0,2.0,2,3,2.0,31,6,0,0,9,6,2.0
1,9,7,0,4,1,1.0,53,8,1951.0,2,14,457254.0,402872.0,-1.1379549999999998,53.519411,14,5,3,211.0,0.0,0.0,1.0,1,1,1.0,53,8,0,0,9,1,1.0
2,19,18,0,0,0,1.0,26,6,1995.0,2,8,471167.0,515879.0,-0.901723,54.53319499999999,17,2,2,241.0,1366.0,0.0,2.0,1,1,2.0,38,7,0,0,9,3,1.0
2,19,2,0,0,0,1.0,43,7,1248.0,2,4,446970.0,341460.0,-1.302081,52.96845,30,2,1,324.0,339.0,0.0,1.0,1,1,2.0,39,7,0,0,9,4,1.0
1,9,9,0,0,0,1.0,51,8,1896.0,2,13,509742.0,195777.0,-0.4151760000000001,51.650086,41,1,1,437.0,444.0,203.0,1.0,1,1,2.0,16,4,5,3,0,5,1.0
1,9,18,0,0,0,1.0,28,6,998.0,1,15,408280.0,283170.0,-1.879604,52.446432,20,2,1,300.0,0.0,0.0,1.0,1,1,2.0,28,6,0,0,9,1,1.0
1,9,9,0,0,0,1.0,35,6,998.0,1,13,413673.0,432035.0,-1.793967,53.784462,13,2,2,200.0,0.0,0.0,1.0,2,2,1.0,24,5,0,0,9,5,1.0
1,8,9,0,0,0,1.0,43,7,1497.0,8,6,546360.0,187170.0,0.110176,51.56442,1,2,1,14.0,177.0,0.0,1.0,1,1,1.0,43,7,0,0,8,5,1.0
1,9,18,0,0,0,1.0,53,8,1598.0,1,3,467706.0,172112.0,-1.027191,51.443961,43,3,2,471.0,4.0,7115.0,1.0,1,1,2.0,53,8,0,0,9,4,2.0
2,19,1,0,0,0,1.0,27,6,2198.0,2,3,530550.0,182860.0,-0.119376,51.529566,1,2,1,2.0,0.0,0.0,1.0,1,1,1.0,34,6,0,0,2,2,1.0
2,9,18,0,0,0,1.0,44,7,1248.0,2,7,414752.0,434115.0,-1.7774919999999998,53.803128,13,2,2,200.0,6177.0,0.0,1.0,2,2,2.0,53,8,0,0,9,4,2.0
3,19,4,0,0,0,1.0,42,7,2198.0,2,3,419207.0,181098.0,-1.724521,51.52847,54,4,1,633.0,419.0,0.0,2.0,3,1,1.0,42,7,0,0,19,9,1.0
1,9,17,0,0,0,1.0,22,5,1199.0,1,12,551330.0,176320.0,0.177171,51.465622,1,2,2,18.0,0.0,0.0,1.0,2,2,2.0,37,7,0,0,9,2,2.0
1,9,18,0,0,4,1.0,32,6,1461.0,2,1,451050.0,200448.0,-1.262715,51.700462,43,1,1,483.0,34.0,34.0,2.0,1,1,2.0,23,5,0,0,9,3,1.0
2,8,18,0,0,0,1.0,46,8,2143.0,12,2,532630.0,181640.0,-0.089867,51.518118,48,2,1,570.0,0.0,0.0,1.0,1,1,1.0,33,6,0,0,1,6,1.0
1,9,18,0,0,0,1.0,47,8,1598.0,1,5,426469.0,560811.0,-1.588363,54.94126600000001,10,3,3,146.0,1296.0,316.0,1.0,3,3,2.0,34,6,0,0,9,8,2.0
1,9,18,0,0,0,1.0,24,5,1968.0,2,6,368052.0,393430.0,-2.482372,53.436673,7,3,2,128.0,62.0,0.0,2.0,2,2,2.0,34,6,0,0,9,2,1.0
1,11,18,0,0,0,1.0,49,8,12816.0,5,2,428979.0,514491.0,-1.553779,54.524883,11,1,1,161.0,0.0,0.0,1.0,1,1,1.0,49,8,5,3,0,1,1.0
2,9,3,0,0,0,1.0,25,5,1598.0,1,8,470749.0,172547.0,-0.983326,51.447501,43,2,2,472.0,4.0,7201.0,1.0,1,1,2.0,47,8,0,0,9,9,2.0
2,9,9,0,0,0,1.0,32,6,1560.0,2,9,378551.0,89574.0,-2.305109,50.705404,55,2,1,644.0,3390.0,0.0,2.0,2,1,1.0,32,6,0,0,9,6,1.0
1,9,16,0,10,10,1.0,21,5,1149.0,1,13,615296.0,307723.0,1.179467,52.62455300000001,36,2,6,406.0,1108.0,0.0,2.0,2,5,1.0,50,8,0,0,10,6,2.0
2,9,18,0,0,0,1.0,27,6,999.0,1,6,342088.0,390478.0,-2.872619,53.407923,5,2,3,90.0,0.0,5080.0,1.0,2,3,1.0,2,1,0,0,9,1,2.0
2,9,9,0,0,0,1.0,43,7,1461.0,2,2,430759.0,557503.0,-1.521753,54.91129599999999,10,2,2,150.0,1290.0,5282.0,1.0,2,1,2.0,43,7,0,0,9,7,2.0
2,9,4,0,0,0,1.0,37,7,1364.0,1,7,546830.0,179910.0,0.113928,51.499064,1,2,2,6.0,2016.0,0.0,2.0,2,2,2.0,37,7,0,0,9,3,2.0
1,2,18,0,0,0,1.0,47,8,745.0,1,1,531270.0,177450.0,-0.11101400000000003,51.480782,1,1,2,9.0,23.0,0.0,1.0,1,1,1.0,47,8,0,0,2,4,1.0
1,9,15,0,0,0,1.0,44,7,1590.0,1,12,540530.0,166520.0,0.017918,51.380342,1,2,1,19.0,265.0,0.0,1.0,2,1,1.0,76,11,0,0,1,10,1.0
1,9,9,0,0,0,1.0,47,8,1995.0,2,5,386250.0,395330.0,-2.208529,53.45454300000001,6,2,4,102.0,6010.0,0.0,1.0,2,3,1.0,34,6,0,0,9,3,1.0
2,3,13,0,0,0,1.0,25,5,125.0,1,5,455040.0,345588.0,-1.181233,53.004787,31,2,1,346.0,611.0,0.0,1.0,2,1,2.0,25,5,0,0,3,2,2.0
1,11,18,0,0,0,1.0,28,6,6696.0,2,2,414140.0,284100.0,-1.793348,52.454673,20,1,2,300.0,45.0,0.0,1.0,1,1,2.0,14,3,5,3,0,3,1.0
1,8,18,0,0,0,1.0,34,6,1798.0,7,10,391378.0,343598.0,-2.129889,52.989645,21,2,2,257.0,0.0,0.0,1.0,2,2,1.0,52,8,0,0,9,7,1.0
4,9,18,0,0,0,1.0,77,11,1799.0,1,8,434214.0,383995.0,-1.487472,53.351741,14,4,2,215.0,621.0,0.0,1.0,3,2,1.0,43,7,0,0,21,8,2.0
3,9,7,0,0,0,1.0,37,7,2148.0,2,10,358608.0,173313.0,-2.597136,51.457272,52,4,1,601.0,4051.0,0.0,1.0,4,1,2.0,68,10,0,0,9,10,1.0
1,21,11,0,0,0,1.0,32,6,11946.0,2,3,434422.0,425884.0,-1.479754,53.728225,13,2,1,204.0,62.0,0.0,2.0,2,1,2.0,54,8,0,0,9,2,1.0
1,9,9,0,0,0,1.0,67,10,1242.0,1,4,446897.0,399797.0,-1.294605,53.492797,14,2,1,211.0,6023.0,6023.0,1.0,2,1,2.0,41,7,0,0,9,5,1.0
2,9,18,0,0,0,1.0,68,10,1584.0,1,7,355453.0,390966.0,-2.67166,53.41361,7,3,3,128.0,62.0,0.0,2.0,2,3,2.0,68,10,0,0,9,8,2.0
4,9,18,0,0,9,1.0,36,7,1968.0,2,12,405820.0,406453.0,-1.913621,53.554673,13,4,7,203.0,635.0,0.0,2.0,1,2,2.0,17,4,0,0,9,2,1.0
1,9,18,0,10,10,1.0,52,8,1968.0,2,2,508594.0,431480.0,-0.353923,53.76835300000001,16,2,2,228.0,1233.0,1079.0,1.0,2,2,2.0,37,7,0,0,9,1,1.0
2,9,3,0,0,0,1.0,32,6,1598.0,1,6,433448.0,391455.0,-1.498192,53.41884200000001,14,3,8,215.0,61.0,0.0,1.0,1,8,2.0,28,6,0,0,11,1,2.0
2,3,18,0,0,0,1.0,20,4,124.0,1,10,519550.0,191210.0,-0.275034,51.607044,1,2,1,30.0,5.0,5109.0,1.0,2,1,1.0,20,4,0,0,3,8,1.0
3,19,4,0,0,0,1.0,56,9,2287.0,2,3,506375.0,202240.0,-0.461857,51.708821,41,3,2,431.0,41.0,0.0,2.0,3,2,1.0,56,9,0,0,19,3,1.0
1,9,17,0,10,2,1.0,24,5,1970.0,1,18,526700.0,176500.0,-0.177129,51.473285,1,1,1,10.0,305.0,0.0,1.0,1,1,2.0,37,7,0,0,9,5,1.0
1,9,18,0,0,2,1.0,18,4,1248.0,2,8,511683.0,203158.0,-0.384773,51.716042,41,1,1,434.0,25.0,0.0,2.0,1,1,1.0,18,4,0,0,9,2,1.0
2,9,8,0,10,0,1.0,30,6,1598.0,1,9,508921.0,207996.0,-0.423224,51.760067,41,2,3,431.0,97.0,97.0,2.0,2,2,2.0,21,5,0,0,9,4,1.0
2,9,4,0,0,0,1.0,53,8,1598.0,2,5,229865.0,83571.0,-4.406817,50.626953,50,2,1,596.0,30.0,0.0,2.0,1,1,1.0,60,9,0,0,9,10,1.0
2,21,3,0,0,0,1.0,30,6,6370.0,2,12,446636.0,413275.0,-1.296534,53.61395600000001,13,2,4,206.0,638.0,0.0,2.0,1,1,1.0,70,10,0,0,9,2,1.0
1,9,3,0,0,0,1.0,40,7,2099.0,1,13,527580.0,173180.0,-0.16566199999999998,51.443251,1,2,2,10.0,0.0,0.0,1.0,1,1,1.0,40,7,0,0,9,5,1.0
1,9,7,0,0,0,1.0,31,6,1998.0,1,17,567947.0,189699.0,0.422545,51.581129,42,2,1,450.0,0.0,0.0,1.0,2,1,1.0,26,6,0,0,9,3,1.0
2,9,18,0,7,0,1.0,68,10,2967.0,1,12,524814.0,224578.0,-0.187089,51.905767,41,2,2,435.0,1155.0,199.0,1.0,2,2,1.0,68,10,0,0,9,5,1.0
1,9,9,0,0,0,1.0,35,6,1997.0,1,15,621050.0,310703.0,1.266325,52.648988,36,2,2,404.0,1067.0,0.0,1.0,1,2,1.0,35,6,0,0,9,3,1.0
1,9,18,0,0,6,1.0,17,4,1299.0,1,10,461836.0,448041.0,-1.05985,53.924821,12,1,1,189.0,64.0,0.0,2.0,1,1,2.0,17,4,0,0,9,1,2.0
