sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,decile_score.1,score_text,v_type_of_assessment,v_decile_score,v_score_text,end,target
1,39,0,2,0,0,0,0,0.0,1.0,8,1,1,0,1,1,1177,-1
1,24,2,0,0,0,1,3,26.0,1.0,3,7,0,0,5,2,394,0
1,26,0,0,0,2,2,20,-1.0,1.0,3,8,0,0,5,2,626,0
1,45,1,3,0,0,0,3,-83.0,82.0,3,0,1,0,0,1,1026,-1
1,21,2,5,0,0,0,1,982.0,1.0,3,3,1,0,5,2,982,-1
1,28,0,2,0,0,0,7,-1.0,1.0,3,8,0,0,9,0,134,0
1,26,0,2,0,0,0,1,0.0,0.0,3,1,1,0,2,1,816,0
0,37,0,0,0,0,0,1,-11.0,11.0,1,0,1,0,0,1,767,-1
1,21,2,0,0,0,0,3,-1.0,1.0,3,8,0,0,5,2,516,0
1,26,0,0,0,0,0,1,-1.0,1.0,6,1,1,0,2,1,668,-1
1,37,0,2,0,0,0,2,-1.0,1.0,3,1,1,0,0,1,962,-1
1,27,0,0,0,2,1,18,0.0,1.0,3,8,0,0,5,2,1057,0
1,21,2,0,0,0,0,2,-1.0,1.0,3,6,2,0,7,0,777,0
1,35,0,0,0,0,0,4,-1.0,1.0,7,4,2,0,5,2,1170,-1
1,47,1,2,0,0,0,13,0.0,0.0,7,3,1,0,2,1,152,0
1,50,1,0,0,0,0,7,-1.0,0.0,3,4,2,0,3,1,561,0
1,48,1,0,0,0,0,5,-1.0,1.0,3,4,2,0,2,1,156,-1
0,29,0,0,0,1,0,7,0.0,0.0,3,6,2,0,3,1,574,0
1,30,0,2,3,0,0,4,0.0,0.0,2,3,1,0,3,1,1108,0
1,21,2,0,0,0,0,1,-1.0,1.0,3,5,2,0,5,2,548,0
1,27,0,2,0,0,0,1,-1.0,1.0,2,2,1,0,1,1,755,-1
1,45,1,0,0,0,0,13,-1.0,1.0,7,6,2,0,5,2,703,0
1,27,0,2,0,0,0,2,-1.0,1.0,2,5,2,0,2,1,863,0
0,28,0,2,0,0,0,1,-229.0,230.0,3,1,1,0,1,1,716,-1
1,32,0,2,0,0,0,0,-1.0,1.0,3,1,1,0,0,1,932,-1
0,22,2,0,0,0,0,5,-42.0,15.0,3,8,0,0,5,2,804,0
1,51,1,0,0,0,0,0,-1.0,1.0,7,3,1,0,0,1,73,0
1,31,0,0,0,0,0,5,-1.0,1.0,8,4,2,0,4,2,111,0
0,28,0,2,0,0,0,1,-405.0,405.0,6,4,2,0,2,1,539,-1
1,30,0,0,4,1,0,11,0.0,0.0,3,9,0,0,8,0,1153,-1
1,24,2,0,0,1,0,4,-1.0,1.0,7,5,2,0,3,1,558,-1
1,32,0,0,0,3,0,10,-1.0,1.0,2,5,2,0,4,2,54,0
1,24,2,2,0,0,1,1,-23.0,23.0,3,3,1,0,3,1,834,-1
0,37,0,5,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,1067,0
1,34,0,0,0,0,0,5,-1.0,1.0,3,3,1,0,2,1,341,0
1,25,0,2,0,0,0,0,0.0,0.0,2,1,1,0,2,1,180,0
1,25,0,5,0,0,0,0,-1.0,1.0,3,8,0,0,7,0,83,0
1,32,0,0,0,0,0,13,-1.0,1.0,7,8,0,0,7,0,142,0
1,26,0,2,0,0,0,1,-1.0,1.0,2,5,2,0,2,1,452,-1
1,61,1,0,0,0,0,5,-13.0,13.0,3,1,1,0,0,1,157,-1
1,28,0,2,0,0,0,2,0.0,1.0,3,1,1,0,2,1,54,-1
1,60,1,0,0,0,0,3,-1.0,1.0,7,0,1,0,0,1,838,-1
1,23,2,0,0,0,0,1,-13.0,13.0,7,6,2,0,3,1,611,-1
1,28,0,3,0,0,0,2,-1.0,1.0,6,2,1,0,1,1,782,0
1,21,2,0,0,0,0,2,-1.0,1.0,3,6,2,0,7,0,299,0
1,24,2,0,1,0,0,10,75.0,0.0,2,9,0,0,4,2,107,0
1,21,2,0,0,0,0,0,-5.0,5.0,3,9,0,0,8,0,315,0
1,22,2,0,0,0,0,3,0.0,1.0,3,5,2,0,4,2,684,0
1,27,0,0,0,0,0,0,-1.0,1.0,7,1,1,0,2,1,306,0
1,36,0,0,0,0,0,9,-1.0,1.0,3,3,1,0,1,1,1133,-1
1,49,1,5,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,50,0
1,35,0,2,0,1,0,16,35.0,288.0,3,5,2,0,2,1,632,0
0,22,2,5,0,0,0,0,-1.0,1.0,2,3,1,0,4,2,1155,-1
1,49,1,0,0,0,0,10,-1.0,1.0,3,5,2,0,2,1,739,0
1,62,1,2,0,0,0,0,0.0,0.0,7,0,1,0,0,1,643,-1
1,24,2,0,0,0,0,4,-3.0,3.0,2,3,1,0,3,1,879,0
1,39,0,5,0,0,0,0,-1.0,1.0,2,0,1,0,0,1,204,-1
1,30,0,2,0,0,0,22,-1.0,1.0,3,4,2,0,5,2,501,0
1,76,1,0,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,593,-1
1,21,2,2,1,0,1,1,0.0,1.0,3,6,2,0,7,0,62,0
1,34,0,2,0,0,0,0,-1.0,1.0,7,3,1,0,1,1,817,-1
1,28,0,5,0,0,0,2,-1.0,1.0,7,0,1,0,1,1,880,-1
1,23,2,5,0,0,0,2,-1.0,1.0,3,3,1,0,4,2,757,0
1,23,2,5,0,0,0,0,-1.0,1.0,7,7,0,0,4,2,72,0
0,34,0,0,0,0,0,1,-1.0,1.0,3,0,1,0,0,1,863,-1
1,41,0,0,0,0,0,3,-1.0,1.0,7,1,1,0,0,1,690,0
0,21,2,0,0,0,0,0,-4.0,4.0,2,4,2,0,5,2,554,0
1,47,1,0,0,0,0,4,-1.0,1.0,3,9,0,0,1,1,159,0
0,24,2,2,0,0,0,0,-3.0,3.0,3,4,2,0,1,1,984,-1
1,24,2,2,0,1,1,3,0.0,0.0,3,7,0,0,4,2,245,0
1,25,0,0,0,0,0,0,-41.0,2.0,8,5,2,0,6,2,946,0
1,55,1,2,0,0,0,5,-1.0,753.0,3,2,1,0,3,1,731,-1
1,31,0,2,0,0,0,0,0.0,1.0,3,6,2,0,3,1,278,0
1,22,2,0,0,0,0,1,112.0,53.0,9,6,2,0,3,1,549,0
1,41,0,1,0,0,0,2,-1.0,1.0,3,7,0,0,1,1,282,0
0,30,0,0,0,1,0,4,-1.0,1.0,3,5,2,0,1,1,279,-1
1,47,1,0,0,0,0,22,-1.0,1.0,3,6,2,0,1,1,885,0
1,24,2,0,0,0,0,0,-1.0,1.0,3,4,2,0,3,1,566,-1
1,29,0,2,0,0,0,1,-77.0,77.0,3,5,2,0,2,1,995,-1
1,41,0,2,0,0,0,3,-1.0,1.0,7,4,2,0,1,1,915,0
1,29,0,0,0,0,0,2,-40.0,40.0,3,7,0,0,3,1,692,-1
1,23,2,2,0,0,0,0,-1.0,1.0,7,2,1,0,4,2,132,0
1,44,0,0,0,0,0,0,-1.0,1.0,1,5,2,0,4,2,1087,-1
1,34,0,0,0,0,0,0,-1.0,1.0,3,0,1,0,1,1,496,-1
1,34,0,2,0,0,0,3,-56.0,56.0,8,1,1,0,1,1,512,-1
0,38,0,2,0,0,0,2,-35.0,35.0,3,4,2,0,1,1,288,0
1,37,0,3,0,0,0,1,-159.0,159.0,2,4,2,0,2,1,352,0
1,22,2,0,0,0,1,1,28.0,1.0,7,6,2,0,8,0,78,0
0,20,2,0,1,0,0,1,0.0,0.0,3,9,0,0,9,0,679,-1
1,21,2,0,0,0,0,1,-8.0,8.0,3,7,0,0,7,0,1136,-1
1,24,2,0,0,0,0,7,-1.0,1.0,2,6,2,0,5,2,803,0
1,49,1,3,0,0,0,3,21.0,98.0,2,3,1,0,3,1,21,-1
1,29,0,0,0,1,0,8,-1.0,1.0,7,8,0,0,4,2,211,0
0,42,0,0,0,0,0,2,-1.0,1.0,1,1,1,0,0,1,857,-1
1,26,0,0,0,0,0,0,-1.0,1.0,3,8,0,0,9,0,58,-1
1,57,1,2,0,0,0,12,0.0,1.0,7,4,2,0,0,1,872,-1
1,56,1,5,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,1166,-1
1,61,1,0,0,0,0,13,-1.0,1.0,3,6,2,0,2,1,325,-1
1,44,0,3,0,0,0,0,-1.0,1.0,8,0,1,0,0,1,893,-1
1,33,0,0,0,0,0,5,-1.0,1019.0,8,8,0,0,2,1,664,0
1,29,0,0,0,0,0,12,0.0,0.0,3,1,1,0,3,1,882,0
1,24,2,3,0,0,0,0,565.0,0.0,3,0,1,0,0,1,1163,0
0,27,0,0,0,0,0,1,-1.0,1.0,7,5,2,0,3,1,786,0
0,37,0,2,0,0,0,1,-1.0,1.0,7,2,1,0,0,1,545,-1
0,28,0,0,0,0,0,0,391.0,1.0,3,9,0,0,5,2,391,0
1,47,1,2,0,0,0,0,-1.0,1.0,2,5,2,0,2,1,481,-1
1,27,0,0,0,0,0,9,0.0,0.0,3,8,0,0,7,0,639,0
1,40,0,3,0,0,0,1,0.0,0.0,7,0,1,0,0,1,317,-1
1,22,2,0,0,0,0,0,-1.0,1.0,2,7,0,0,8,0,719,0
1,23,2,0,0,0,0,1,-1.0,1.0,3,3,1,0,5,2,61,-1
1,20,2,0,0,0,0,0,-1.0,1.0,3,7,0,0,8,0,445,-1
1,20,2,0,0,0,1,0,0.0,0.0,3,7,0,0,9,0,818,-1
1,38,0,3,1,0,1,7,-1.0,1.0,3,6,2,0,1,1,173,0
1,27,0,0,0,0,0,0,-1.0,1.0,7,0,1,0,1,1,1068,-1
0,62,1,2,0,0,0,0,-1.0,1.0,8,0,1,0,0,1,924,-1
1,46,1,0,0,0,0,12,-1.0,1.0,7,5,2,0,3,1,344,-1
1,51,1,0,0,0,0,0,-1.0,1.0,3,3,1,0,0,1,41,0
1,34,0,0,0,0,0,2,-1.0,1.0,7,3,1,0,2,1,137,0
0,46,1,0,0,0,0,1,51.0,245.0,3,7,0,0,2,1,51,0
1,49,1,2,0,0,0,3,-1.0,1.0,3,7,0,0,0,1,622,0
1,37,0,2,0,0,0,2,-1.0,1.0,3,5,2,0,4,2,673,-1
1,22,2,0,0,0,0,2,-1.0,1.0,7,8,0,0,7,0,541,0
1,22,2,0,0,0,0,3,-1.0,1.0,2,6,2,0,4,2,553,-1
1,22,2,0,0,0,0,0,-1.0,1.0,3,2,1,0,4,2,279,0
1,36,0,0,0,0,0,9,0.0,1.0,8,7,0,0,1,1,415,-1
1,31,0,2,0,0,0,6,-1.0,1.0,3,3,1,0,2,1,910,-1
1,21,2,2,0,0,0,1,-43.0,43.0,3,5,2,0,8,0,931,-1
1,30,0,2,0,0,0,0,-1.0,1.0,3,2,1,0,1,1,474,-1
1,33,0,2,0,0,0,10,0.0,0.0,3,8,0,0,7,0,1060,-1
1,22,2,1,0,0,0,1,0.0,0.0,7,1,1,0,3,1,931,-1
0,21,2,0,0,0,0,0,-1.0,1.0,7,3,1,0,3,1,559,-1
1,30,0,5,0,0,0,0,-1.0,1.0,7,5,2,0,4,2,571,0
1,24,2,0,0,1,3,4,-1.0,1.0,3,5,2,0,5,2,118,0
1,26,0,5,0,0,0,0,-1.0,1.0,7,0,1,0,1,1,718,-1
1,27,0,0,0,0,0,2,-1.0,1.0,3,9,0,0,4,2,1114,0
1,20,2,0,0,0,0,0,0.0,1.0,3,3,1,0,5,2,247,0
1,58,1,2,0,0,0,12,161.0,216.0,3,1,1,0,0,1,636,0
1,26,0,0,0,0,0,8,-1.0,1.0,3,8,0,0,5,2,589,0
1,21,2,0,0,0,1,0,-1.0,1.0,7,9,0,0,8,0,59,0
0,36,0,2,0,0,0,4,110.0,144.0,1,8,0,0,2,1,791,0
0,25,0,2,0,0,0,5,-3.0,4.0,3,6,2,0,3,1,85,-1
1,50,1,3,0,0,0,3,-1.0,1.0,3,8,0,0,3,1,390,0
1,45,1,3,0,0,0,1,-1.0,1.0,7,5,2,0,2,1,824,-1
0,20,2,3,2,0,0,2,-7.0,7.0,3,5,2,0,5,2,576,-1
1,31,0,2,0,0,0,1,-1.0,1.0,3,2,1,0,1,1,507,0
1,49,1,0,0,0,0,1,-33.0,33.0,3,2,1,0,0,1,570,-1
1,20,2,0,2,0,0,2,-56.0,56.0,3,7,0,0,9,0,1116,0
1,22,2,0,0,0,0,11,0.0,1.0,3,9,0,0,7,0,89,0
1,25,0,2,0,0,0,1,-1.0,1.0,3,4,2,0,2,1,612,-1
0,20,2,2,0,0,0,0,-1.0,1.0,3,7,0,0,8,0,508,0
1,31,0,0,1,1,1,12,82.0,433.0,3,8,0,0,6,2,497,0
1,34,0,0,0,0,0,8,37.0,200.0,2,9,0,0,7,0,311,-1
1,40,0,0,0,0,0,5,-1.0,0.0,3,2,1,0,1,1,1170,-1
1,55,1,0,0,0,0,12,-40.0,40.0,3,7,0,0,5,2,1102,-1
1,44,0,0,0,0,0,0,-1.0,1.0,3,1,1,0,0,1,564,-1
0,28,0,2,0,0,0,0,-1.0,1.0,3,8,0,0,6,2,269,-1
0,22,2,2,0,0,0,2,-31.0,31.0,3,5,2,0,6,2,203,0
1,30,0,0,0,0,0,9,-1.0,0.0,2,9,0,0,6,2,294,0
1,32,0,0,0,0,0,4,-1.0,0.0,3,2,1,0,3,1,152,0
1,66,1,2,0,0,0,2,-1.0,1.0,7,2,1,0,0,1,1093,-1
1,32,0,2,0,0,0,9,0.0,0.0,7,6,2,0,3,1,47,0
0,41,0,2,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,477,-1
1,26,0,2,0,0,0,2,-3.0,3.0,3,1,1,0,2,1,1096,-1
1,30,0,2,0,0,0,13,-1.0,1.0,3,5,2,0,1,1,451,-1
1,38,0,3,0,0,0,0,0.0,1.0,7,0,1,0,0,1,966,-1
1,30,0,0,2,0,0,20,0.0,0.0,3,8,0,0,4,2,950,0
1,31,0,0,0,0,0,1,-14.0,15.0,3,0,1,0,1,1,878,-1
1,33,0,2,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,1117,0
0,21,2,0,0,0,0,4,-31.0,32.0,3,2,1,0,4,2,905,-1
1,28,0,2,0,0,0,0,-1.0,1.0,2,1,1,0,2,1,494,0
1,36,0,2,0,0,0,3,-30.0,2316.0,7,4,2,0,0,1,631,-1
1,26,0,2,0,0,0,0,0.0,0.0,7,5,2,0,5,2,1077,0
1,23,2,0,0,0,0,2,-1.0,1.0,2,8,0,0,6,2,1183,0
1,24,2,0,0,0,0,0,-1.0,1.0,3,2,1,0,3,1,750,-1
1,23,2,0,2,0,0,3,0.0,1.0,3,9,0,0,9,0,1061,0
1,23,2,0,0,0,0,6,0.0,0.0,3,5,2,0,6,2,92,0
0,34,0,2,0,0,0,6,-1.0,1.0,3,6,2,0,1,1,669,-1
0,28,0,0,0,0,0,13,-1.0,1.0,2,8,0,0,5,2,498,0
0,23,2,2,0,0,0,4,-1.0,1.0,7,8,0,0,4,2,346,0
1,29,0,2,0,0,0,12,0.0,0.0,7,5,2,0,3,1,1149,0
1,62,1,2,0,0,0,2,-4.0,5.0,3,0,1,0,0,1,602,-1
1,41,0,0,0,0,0,1,-291.0,291.0,3,0,1,0,0,1,576,-1
1,25,0,0,0,1,1,15,-1.0,1.0,3,8,0,0,8,0,1044,-1
1,43,0,0,0,0,0,1,-1.0,1.0,3,5,2,0,4,2,606,0
0,34,0,2,0,0,0,9,84.0,18.0,9,9,0,0,5,2,84,0
1,28,0,2,0,0,1,3,-1.0,1.0,3,2,1,0,1,1,696,-1
0,22,2,0,0,0,0,5,-42.0,15.0,3,8,0,0,5,2,701,0
1,25,0,3,0,0,0,1,0.0,0.0,7,6,2,0,2,1,661,0
1,25,0,0,2,0,0,4,-1.0,1.0,3,9,0,0,6,2,132,0
1,23,2,2,0,0,0,3,-1.0,1.0,9,7,0,0,4,2,644,0
1,27,0,0,0,0,0,6,0.0,0.0,3,6,2,0,5,2,769,0
1,33,0,2,0,0,0,5,0.0,1.0,3,5,2,0,5,2,1151,0
0,44,0,0,0,0,0,4,-155.0,155.0,3,6,2,0,1,1,494,-1
1,42,0,0,0,0,0,33,200.0,19.0,3,6,2,0,2,1,200,0
1,50,1,2,0,0,0,0,-1.0,1.0,7,1,1,0,0,1,436,-1
1,26,0,0,0,0,0,13,31.0,122.0,7,7,0,0,4,2,1053,0
0,24,2,2,0,0,0,1,-1.0,1.0,2,4,2,0,3,1,955,-1
0,21,2,2,0,0,0,5,-1.0,1.0,3,5,2,0,4,2,470,-1
1,25,0,0,0,0,0,11,-1.0,1.0,7,8,0,0,6,2,167,0
1,22,2,0,0,0,1,2,0.0,0.0,3,2,1,0,5,2,339,0
1,30,0,2,0,0,0,1,-1.0,1.0,7,2,1,0,1,1,798,0
0,24,2,0,0,0,1,11,-1.0,1.0,8,8,0,0,7,0,940,0
1,22,2,0,1,0,0,2,0.0,0.0,3,8,0,0,9,0,806,0
1,32,0,0,0,0,0,11,-1.0,1.0,8,8,0,0,4,2,111,0
0,28,0,0,0,0,0,0,0.0,0.0,7,1,1,0,1,1,834,-1
0,27,0,2,0,0,0,2,-34.0,34.0,3,2,1,0,2,1,728,-1
0,23,2,5,0,0,0,1,-1.0,1.0,7,6,2,0,6,2,714,-1
1,44,0,2,0,0,0,23,-1.0,1.0,3,7,0,0,4,2,476,-1
1,20,2,0,1,2,0,5,-1.0,1.0,3,8,0,0,8,0,99,0
1,33,0,2,0,0,0,3,-19.0,19.0,3,7,0,0,6,2,1067,0
1,24,2,3,1,0,0,4,-1.0,1.0,3,5,2,0,4,2,89,0
1,45,1,0,0,0,0,4,114.0,154.0,8,2,1,0,0,1,1136,0
1,32,0,0,0,0,0,0,-1.0,1.0,1,0,1,0,0,1,1159,-1
1,24,2,5,0,1,0,9,-1.0,1.0,3,9,0,0,9,0,80,0
0,25,0,2,0,0,0,2,0.0,1.0,2,9,0,0,7,0,1045,-1
1,26,0,0,0,0,1,3,-1.0,1.0,3,5,2,0,3,1,895,0
1,50,1,2,0,0,0,0,0.0,0.0,3,0,1,0,0,1,58,0
1,23,2,0,0,0,1,1,-1.0,1.0,3,4,2,0,3,1,465,0
1,46,1,0,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,1129,-1
1,53,1,2,0,0,0,1,-1.0,1.0,7,4,2,0,4,2,794,0
0,31,0,0,0,0,0,7,-1.0,1.0,3,4,2,0,1,1,817,0
1,48,1,0,0,0,0,5,-1.0,1.0,3,4,2,0,2,1,927,-1
1,28,0,0,0,2,0,7,-1.0,1.0,3,6,2,0,8,0,31,0
1,53,1,2,0,0,0,0,-1.0,1.0,3,1,1,0,0,1,614,-1
0,32,0,2,0,0,0,6,-1.0,1.0,2,5,2,0,1,1,421,0
1,34,0,5,0,0,0,0,-1.0,1.0,3,1,1,0,1,1,416,0
1,63,1,5,0,0,0,23,-1.0,1.0,3,3,1,0,1,1,323,0
1,29,0,0,0,0,0,9,0.0,1.0,2,6,2,0,3,1,96,0
1,27,0,0,0,0,0,15,-1.0,1.0,3,9,0,0,4,2,596,0
1,30,0,3,0,0,0,7,-1.0,1.0,3,8,0,0,6,2,877,-1
1,37,0,0,0,0,0,20,0.0,0.0,3,8,0,0,4,2,0,0
1,35,0,5,0,0,0,3,-1.0,1.0,7,0,1,0,1,1,1166,0
0,48,1,3,0,0,0,0,0.0,1.0,7,0,1,0,0,1,571,-1
1,28,0,0,0,0,0,1,-1.0,2.0,3,3,1,0,4,2,170,0
1,39,0,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,7,-1
1,26,0,0,0,0,0,1,-1.0,1.0,3,1,1,0,2,1,1143,-1
1,38,0,2,0,0,0,5,-1.0,1.0,3,5,2,0,1,1,393,-1
1,33,0,2,0,0,0,1,-1.0,1.0,3,1,1,0,4,2,1062,-1
0,48,1,2,0,0,0,4,0.0,0.0,3,3,1,0,0,1,518,-1
0,28,0,0,0,0,0,2,0.0,0.0,3,4,2,0,2,1,661,0
1,37,0,2,0,0,0,11,-1.0,1.0,3,8,0,0,3,1,62,0
1,44,0,0,0,0,0,10,-7.0,7.0,8,3,1,0,1,1,765,0
1,71,1,2,0,0,0,1,-28.0,28.0,7,0,1,0,0,1,1011,-1
1,20,2,0,1,0,0,1,-2.0,2.0,6,5,2,0,8,0,863,-1
0,34,0,0,0,0,0,1,148.0,2374.0,7,8,0,0,6,2,1157,-1
1,20,2,0,0,0,1,1,-1.0,1.0,3,6,2,0,5,2,414,-1
1,45,1,0,0,0,0,4,114.0,154.0,8,2,1,0,0,1,114,0
1,51,1,0,0,0,0,1,-78.0,78.0,3,0,1,0,0,1,759,-1
1,23,2,0,0,0,0,3,-1.0,1.0,2,6,2,0,4,2,154,-1
1,23,2,2,0,0,0,0,-4.0,4.0,3,1,1,0,2,1,905,0
1,25,0,0,0,0,0,2,-1.0,1.0,3,5,2,0,3,1,1133,-1
1,24,2,0,0,0,0,1,-1.0,2.0,3,3,1,0,3,1,768,0
1,29,0,0,0,0,0,12,-1.0,1.0,2,7,0,0,3,1,61,-1
1,23,2,3,0,0,1,2,-1.0,1.0,3,6,2,0,4,2,1071,-1
1,48,1,2,0,0,0,2,-1.0,1.0,8,7,0,0,4,2,927,0
1,43,0,3,0,0,0,0,-4.0,4.0,7,1,1,0,0,1,669,0
1,72,1,2,0,0,0,3,-5.0,5.0,3,0,1,0,0,1,744,-1
0,27,0,0,0,0,0,1,-1.0,1.0,3,3,1,0,2,1,316,-1
1,20,2,0,0,0,0,1,-1.0,1.0,3,9,0,0,7,0,90,0
1,29,0,0,0,0,0,15,-1.0,1.0,3,5,2,0,2,1,543,0
1,27,0,2,0,2,1,13,-59.0,39.0,2,4,2,0,4,2,67,0
1,35,0,0,0,0,0,1,-1.0,1320.0,8,1,1,0,0,1,765,-1
1,39,0,2,0,0,0,0,-1.0,1.0,3,2,1,0,0,1,937,-1
1,20,2,0,0,1,1,1,-1.0,1.0,3,9,0,0,7,0,139,0
0,22,2,2,0,0,0,0,-1.0,1.0,7,8,0,0,6,2,529,-1
1,59,1,0,0,0,0,17,-65.0,65.0,3,4,2,0,1,1,231,0
1,21,2,0,0,0,0,0,-1.0,1.0,3,7,0,0,7,0,1108,-1
1,21,2,0,0,0,0,0,0.0,0.0,2,8,0,0,8,0,1108,0
1,24,2,0,0,0,0,3,-61.0,1.0,3,5,2,0,4,2,502,-1
1,30,0,0,0,0,0,13,-1.0,1.0,7,7,0,0,6,2,575,-1
1,35,0,0,0,0,0,1,0.0,0.0,8,3,1,0,2,1,565,-1
1,38,0,5,2,0,0,9,-1.0,1.0,3,4,2,0,3,1,540,-1
1,20,2,0,1,0,0,1,427.0,123.0,3,7,0,0,7,0,427,0
1,46,1,2,0,0,0,5,-93.0,93.0,8,0,1,0,0,1,104,-1
1,24,2,2,0,0,0,2,176.0,53.0,3,4,2,0,2,1,176,0
1,29,0,2,0,0,0,1,-1.0,1.0,3,4,2,0,1,1,489,-1
0,36,0,2,0,0,0,3,-2.0,2.0,3,0,1,0,0,1,352,0
1,42,0,2,0,0,0,3,0.0,0.0,3,3,1,0,1,1,1160,-1
1,22,2,0,0,0,0,0,-2.0,2.0,8,5,2,0,4,2,65,-1
1,23,2,0,0,0,0,3,-1.0,1.0,2,4,2,0,4,2,778,0
0,20,2,0,0,0,0,0,32.0,1.0,3,7,0,0,6,2,587,0
1,31,0,2,0,0,0,1,-1.0,1.0,3,2,1,0,1,1,782,0
1,35,0,2,0,0,0,0,-1.0,1.0,3,2,1,0,1,1,211,0
1,24,2,2,0,0,0,3,-1.0,1.0,3,7,0,0,7,0,528,0
1,28,0,0,0,8,2,12,-1.0,1.0,3,9,0,0,6,2,987,0
1,31,0,2,0,0,0,1,-16.0,16.0,7,1,1,0,1,1,478,-1
1,26,0,2,0,0,0,8,-1.0,1.0,3,3,1,0,3,1,955,-1
1,55,1,0,0,0,0,0,-1.0,1.0,3,8,0,0,9,0,187,-1
1,22,2,0,0,0,0,0,-1.0,1.0,3,6,2,0,5,2,59,0
1,32,0,2,0,0,0,1,0.0,0.0,3,0,1,0,0,1,804,0
1,27,0,0,0,2,1,18,0.0,1.0,3,8,0,0,5,2,719,0
1,27,0,3,0,0,0,2,-10.0,10.0,2,2,1,0,1,1,962,-1
1,54,1,2,0,0,0,7,0.0,0.0,3,2,1,0,0,1,908,-1
0,41,0,2,0,0,0,0,-1.0,1.0,2,2,1,0,0,1,1057,-1
1,56,1,5,0,0,0,6,-1.0,1.0,3,1,1,0,0,1,117,0
1,42,0,0,1,0,1,13,-1.0,1.0,8,7,0,0,5,2,826,0
1,48,1,3,0,0,0,1,2.0,169.0,2,0,1,0,0,1,2,0
1,20,2,5,0,0,0,1,-1.0,1.0,3,9,0,0,8,0,115,0
1,23,2,2,0,0,0,0,-1.0,1.0,7,8,0,0,5,2,1168,-1
1,25,0,2,0,0,0,2,-13.0,13.0,3,3,1,0,2,1,445,0
1,39,0,0,0,0,0,19,-1.0,1.0,7,5,2,0,0,1,1,0
1,30,0,2,0,0,0,1,-1.0,1.0,3,7,0,0,5,2,233,0
1,28,0,2,0,0,2,9,112.0,297.0,8,7,0,0,5,2,112,-1
1,51,1,0,0,0,0,8,-1.0,1346.0,9,4,2,0,0,1,1062,-1
1,21,2,2,0,0,0,1,-1.0,1.0,2,2,1,0,5,2,1126,-1
1,25,0,0,2,0,1,2,-1.0,1.0,2,7,0,0,8,0,1061,-1
1,29,0,0,0,1,0,3,-119.0,119.0,3,9,0,0,4,2,131,0
1,42,0,5,0,0,0,6,-1.0,1.0,8,2,1,0,0,1,602,-1
