RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,target
0.034252881,52,0,0.169510808,3515.0,5,0,0,0,1,0
1.007420662,38,1,1.781954887,664.0,8,3,0,0,2,1
1.114628457,56,2,1.334486736,2600.0,6,1,1,1,0,1
1.008420166,34,1,0.160349059,7333.0,5,0,0,0,1,1
0.940179638,66,0,0.306489729,5500.0,9,0,0,0,0,1
0.012198709,64,0,0.275034771,2875.0,10,0,1,0,0,0
0.9999999,66,0,0.057051453,3750.0,1,0,0,0,1,0
0.036624253,87,0,0.854267311,2483.0,11,0,1,0,0,0
0.104236864,59,0,0.020691571,7200.0,4,0,0,0,0,0
0.0950448,89,1,0.031737194,1795.0,10,1,0,1,1,1
0.9999999,60,0,0.064069708,1950.0,1,2,0,0,0,1
0.452579614,53,0,2.246376812,2000.0,12,0,2,0,4,0
0.150746574,76,1,0.540272986,6666.0,16,0,2,0,0,0
0.99087155,55,2,0.035990403,3750.0,3,0,0,2,0,1
0.542511299,47,0,0.151416712,5540.0,4,0,0,0,0,0
0.056189138,41,0,0.483020554,4475.0,6,0,1,0,2,0
0.629903092,32,0,1.170552965,1500.0,6,0,1,0,0,0
0.932106789,38,0,0.463880055,2200.0,4,0,0,0,0,0
0.140060234,56,2,1.099686173,5416.0,52,0,2,0,0,1
0.83830539,39,0,0.433721052,9542.0,4,0,1,0,2,0
0.851882962,46,1,0.378373889,12040.0,13,0,2,0,1,1
0.044037855,74,0,0.001993797,4513.0,4,0,0,0,0,0
0.353458617,49,0,0.149391149,10100.0,5,2,1,0,0,1
0.658913317,54,2,1.196497794,7480.0,15,0,4,0,2,1
0.573024314,56,7,0.394758228,4921.0,14,0,1,0,0,1
0.725958696,67,0,0.479046243,2767.0,6,0,0,0,1,1
0.9999999,28,98,0.033707865,1245.0,0,98,0,98,0,1
1.038919661,72,4,0.342624207,14350.0,8,0,2,0,0,1
0.372547534,59,0,0.118725418,15000.0,5,0,1,0,0,0
0.084332056,58,0,0.507498929,7000.0,10,0,2,0,3,0
0.431188088,56,0,0.708756969,3048.0,12,0,1,1,0,1
0.015415765,60,0,0.001817851,5500.0,4,0,0,0,0,0
0.402796134,60,1,0.633948546,3575.0,14,0,1,0,0,0
0.014449278,77,0,0.12417154,5129.0,6,0,1,0,0,0
0.004151215,48,1,1.19201995,400.0,8,0,0,0,3,0
0.021163189,64,0,0.58809599,6333.0,13,0,1,0,3,0
0.029645649,66,0,0.008125055,11322.0,8,0,0,0,0,0
0.043273614,60,0,0.25809121,10875.0,12,0,1,0,1,0
0.965129359,43,2,0.634815193,5870.0,8,0,1,0,4,1
0.0,71,0,0.107277764,3970.0,3,0,0,0,0,0
0.9999999,28,2,0.186504217,3200.0,5,1,0,1,0,1
0.986473241,35,0,0.423319489,6500.0,9,0,1,0,2,0
1.038580118,55,1,0.821978022,3184.0,7,4,1,0,1,1
0.947501989,49,3,0.952641549,4750.0,13,6,3,2,2,1
0.258580473,39,0,0.575395723,3600.0,10,0,1,0,0,0
0.790578825,51,0,0.183704074,4000.0,4,0,0,1,1,1
0.020832579,62,0,0.423560362,3420.0,7,0,1,1,0,0
0.642685851,26,2,0.315570358,1200.0,8,1,0,1,0,1
0.9999999,57,98,0.022840119,3020.0,0,98,0,98,0,1
0.038361696,47,5,0.297517029,4550.0,7,0,1,0,3,1
0.405868554,45,1,0.50858509,4600.0,13,0,1,0,2,1
0.136166917,33,0,0.260869565,6600.0,11,0,1,0,0,0
0.968763418,53,0,0.735305878,2500.0,14,0,2,0,1,1
0.020595571,44,0,0.036546185,9959.0,7,0,0,0,1,0
0.550754397,39,2,0.525252525,3167.0,7,0,0,1,0,1
0.339612111,65,3,0.590256924,2996.0,12,0,1,0,0,1
0.077423624,49,0,0.52889281,6800.0,6,0,2,0,5,0
0.62767736,52,0,0.520310241,7606.0,12,0,2,0,0,0
0.0,51,0,0.339732054,5000.0,8,0,1,0,0,0
0.419681621,31,0,0.03824044,4000.0,5,0,0,1,2,1
0.952268258,39,0,0.8948022,5636.0,8,0,2,0,2,1
0.9999999,33,98,0.0,2600.0,0,98,0,98,4,1
0.996000667,32,0,0.462341702,4500.0,8,0,1,0,0,0
0.137867179,76,2,0.073369332,11666.0,10,0,1,0,1,1
0.994575045,46,4,0.532481954,1800.0,5,1,0,0,0,1
0.711193568,32,1,0.03334423,3058.0,4,0,0,1,1,1
0.128191394,58,1,0.389553178,4766.0,7,1,2,1,1,1
0.084612697,63,0,0.253147682,6750.0,13,0,2,0,0,0
0.777158897,49,1,0.530063505,7400.0,12,0,2,1,2,1
0.186362014,25,2,0.099950025,2000.0,5,0,0,3,0,1
0.233906437,24,0,0.020706456,820.0,2,0,0,0,0,0
0.000539989,78,0,0.314634824,3600.0,5,0,1,0,0,0
1.010679546,85,2,0.221926025,3000.0,10,2,0,0,0,1
0.392607393,29,1,0.150616461,3000.0,2,0,0,0,2,1
0.392782474,48,0,0.019542494,6600.0,5,0,0,2,0,1
0.0,62,0,0.040462428,5016.0,5,0,0,0,1,0
0.0,60,0,1299.0,0.0,5,0,1,0,0,0
0.059932334,53,0,0.432702661,6500.0,4,0,1,0,3,0
0.0,33,1,0.208226221,3500.0,5,0,0,0,4,1
0.022334361,32,0,0.410066617,1350.0,9,0,0,0,0,0
0.159993044,49,0,0.271820449,400.0,3,0,0,0,0,1
0.717423373,56,2,0.239417842,9000.0,8,2,1,0,0,0
0.841473865,41,0,0.626871712,9883.0,8,0,2,0,2,1
0.346528133,60,0,0.848537866,4000.0,14,0,1,0,0,0
0.748634386,30,3,0.200933631,4926.0,7,0,0,2,3,1
0.0,54,0,0.502727131,6416.0,9,0,3,0,0,0
0.212927757,64,0,0.357015352,2800.0,5,0,1,0,3,0
0.029877646,69,0,0.386485089,5800.0,11,0,2,0,0,0
0.99620076,23,0,0.077961019,2000.0,3,0,0,0,0,1
0.833379133,56,0,0.494257274,7835.0,10,0,1,0,1,1
0.030610204,75,0,0.344286942,4655.0,16,0,1,0,0,0
0.153213451,77,0,0.292223095,2545.0,9,0,1,0,0,0
0.568757586,49,0,0.64990248,21533.0,18,0,7,0,0,1
0.231104335,47,0,0.151308115,6000.0,10,0,1,0,0,0
0.830614806,48,3,0.491466253,5155.0,7,1,1,0,0,1
0.9999999,65,0,0.046829431,12000.0,4,0,0,0,1,0
0.076269984,56,0,0.170266379,8333.0,7,0,1,0,0,0
0.444950645,53,0,0.020725389,3280.0,6,0,0,0,0,0
0.145988543,42,0,0.270573758,6500.0,17,0,1,0,1,1
0.0,56,0,4172.0,0.0,11,0,2,0,0,0
0.9999999,57,3,0.626533394,2200.0,4,0,2,0,0,1
0.000571137,57,0,1.542582967,2500.0,19,0,2,0,0,1
0.0,54,0,0.153346543,9083.0,7,0,0,0,1,1
0.9999999,48,0,0.539697354,15000.0,12,0,5,0,0,1
0.65553652,30,0,0.365454811,6848.0,5,0,2,0,2,0
0.079760576,71,0,0.36389603,3500.0,14,0,1,0,1,0
0.714535683,36,1,0.171757636,3993.0,10,0,0,0,1,1
0.148034162,78,0,0.469932867,7000.0,12,0,1,0,0,1
0.955505562,58,0,0.070321656,7678.0,2,0,0,0,6,0
0.044246197,71,0,0.530940594,5655.0,8,0,1,0,0,0
0.046290342,66,0,0.592376588,4800.0,11,0,1,0,0,0
0.903494413,50,1,0.552823561,3700.0,12,0,1,0,0,1
0.236167149,31,0,0.676294959,7200.0,13,0,3,0,0,1
0.779468507,41,1,2.147901399,1500.0,12,0,3,0,3,1
0.271564858,54,0,2.28047968,1500.0,16,0,2,0,0,0
0.328348797,46,0,0.326719577,3023.0,9,0,2,0,1,1
0.023405477,66,0,0.021654636,1800.0,5,0,0,0,0,0
0.9999999,47,0,0.37037037,1754.0,4,0,0,0,4,0
0.678424978,47,1,0.620163294,8450.0,10,0,2,0,0,1
0.9999999,43,0,0.0,5900.0,2,0,0,1,2,1
2.110670574,48,5,0.158285714,6999.0,5,0,0,1,3,1
0.758695722,55,3,1.402485143,1850.0,12,0,1,0,0,1
0.022652239,43,0,0.527594481,3333.0,13,0,2,0,0,0
0.830028329,43,1,0.603215056,5100.0,5,0,1,0,1,1
0.158645514,38,0,0.311647931,4180.0,5,0,1,0,2,0
0.133605059,55,0,0.173091511,14500.0,15,0,2,0,0,1
0.027298635,49,0,0.002221914,7200.0,2,0,0,0,0,0
0.10719755,26,0,0.219237976,1600.0,8,0,0,1,0,1
1.023294509,33,1,0.219471554,4200.0,3,1,1,0,1,1
0.940443634,34,2,0.124204786,3300.0,6,1,0,0,0,1
0.017205521,64,0,0.246917694,3000.0,12,0,1,0,1,0
0.9999999,34,1,0.683804627,2333.0,4,2,1,2,2,1
0.064150029,65,0,0.139441869,11000.0,5,0,1,0,0,0
0.966777409,40,2,0.90261115,2833.0,5,3,1,1,2,1
0.0,48,0,0.453205348,5833.0,6,0,1,0,2,0
0.365563444,48,0,0.207632061,6000.0,5,0,0,0,1,0
0.035840333,55,0,0.301616397,6000.0,12,0,1,0,2,0
0.9999999,34,2,0.094695918,3600.0,3,1,0,0,4,0
0.646392268,51,0,0.192850894,8000.0,4,0,1,0,1,0
0.883288255,33,2,0.510620575,2400.0,13,0,0,0,0,1
0.002099619,43,0,0.746875521,6000.0,19,0,2,0,0,1
1.529880478,49,1,0.005429418,2025.0,1,1,0,0,1,1
1.738768719,39,0,0.06682452,3800.0,4,2,0,1,1,1
0.133686631,25,0,0.009359251,4166.0,2,0,0,0,0,0
0.028244019,58,0,0.013221541,3100.0,4,0,0,0,0,1
0.79241517,45,0,0.333333333,3833.0,2,0,1,0,4,1
0.295909059,31,0,0.107284152,4296.0,3,0,0,0,0,0
0.432594568,47,1,0.409748829,4697.0,8,0,2,0,0,0
1.238451935,30,1,0.114647559,6000.0,5,0,0,1,0,1
0.9999999,48,1,0.255372314,2000.0,3,3,0,0,4,1
0.9999999,30,0,0.0,2200.0,0,2,0,0,3,1
0.169349509,37,0,0.344469191,6734.0,11,0,2,0,2,0
0.213089346,66,0,2.26,799.0,7,0,2,0,0,0
0.0,40,0,0.756444306,6400.0,11,0,2,0,2,0
0.216550805,49,0,0.453801878,3300.0,2,0,1,0,0,0
0.577424828,45,0,0.159143722,14200.0,48,0,0,0,0,1
0.64608812,34,0,0.28365197,5125.0,6,0,0,0,0,0
0.368159204,54,0,0.069860279,3506.0,4,0,0,0,0,1
0.767912147,54,1,0.303841229,7809.0,10,0,0,0,3,1
0.013872758,59,0,0.562494319,11000.0,17,0,2,0,1,0
0.417621875,50,0,0.688556567,4613.0,16,0,2,0,2,0
0.24865096,89,0,0.200609963,2950.0,6,0,0,0,0,0
0.0,60,0,0.316685268,3583.0,18,0,2,0,0,0
0.521177869,56,0,0.476634252,7403.0,12,0,1,0,2,0
0.535676023,35,0,0.806064645,3000.0,14,0,1,0,0,0
0.01685078,52,0,0.493617021,2584.0,12,0,1,0,0,0
0.600296687,35,0,1.988579586,1400.0,8,0,2,0,2,0
0.9999999,46,2,0.561131387,3287.0,3,2,1,0,3,1
0.0,41,0,0.063005432,8284.0,5,0,0,0,0,0
0.493502166,24,0,0.04894327,898.0,3,0,0,0,0,0
0.684843079,45,0,0.398100317,6000.0,6,0,0,0,0,1
0.023308812,69,0,0.122058529,15000.0,13,0,1,0,0,0
0.129319678,44,0,0.30786644,5300.0,12,0,2,0,3,0
0.458616553,35,0,0.013746563,4000.0,2,1,0,0,3,1
0.635834735,48,0,0.55705432,2742.0,10,0,0,0,2,0
0.887113227,73,1,0.142055268,2315.0,10,0,0,0,0,1
0.9999999,49,2,0.526303646,4333.0,2,1,1,0,0,1
0.282496718,33,0,0.406397306,2969.0,13,0,1,0,0,0
0.489206517,37,0,0.291077155,5300.0,6,0,2,0,0,0
0.573339112,38,0,0.253286428,5400.0,10,1,0,0,0,1
0.962075848,26,0,0.183865778,4350.0,3,1,0,0,0,1
0.028377611,47,0,0.247250393,7000.0,9,0,1,0,3,0
0.530217933,56,0,0.425542687,15800.0,15,1,4,1,0,1
0.115187624,65,1,0.480803839,3333.0,8,0,1,0,0,0
0.00354682,78,1,0.058974359,8579.0,7,0,0,0,0,0
1.014197161,48,1,0.545059718,3683.0,7,0,1,0,4,1
0.9999999,24,1,0.148243359,3500.0,2,1,0,0,0,1
0.117276458,34,0,0.08461026,1500.0,9,0,0,0,4,1
0.413721961,58,1,0.384524559,12703.0,17,0,2,0,0,0
0.91476021,40,1,0.192740363,6666.0,7,0,1,0,0,1
0.608163745,56,5,0.530049468,9500.0,9,1,1,0,0,1
0.490189252,48,2,0.244864827,14166.0,10,0,1,0,3,1
0.9999999,53,2,0.049512021,4200.0,2,1,0,0,0,1
0.519028671,54,3,0.259727626,3083.0,8,0,1,2,0,0
0.04704544,69,3,0.406498062,10833.0,17,0,2,0,0,0
0.286054919,40,1,0.482839054,3000.0,12,0,1,0,2,1
0.321438591,64,4,0.565317255,13931.0,20,0,4,0,1,0
0.019391297,68,0,0.064577141,3700.0,9,0,0,0,1,0
0.416882713,56,2,4.120295699,1487.0,10,1,2,0,0,1
0.448039826,39,0,0.225995518,5800.0,13,0,1,1,0,1
0.166917517,59,0,0.266751755,4700.0,11,0,1,0,0,0
0.000199774,77,0,0.33921509,3286.0,10,0,1,0,0,0
0.354259793,44,1,0.439216925,9500.0,10,0,2,0,1,0
1.349255721,47,1,0.296616271,2777.0,2,6,0,1,2,1
0.329156584,38,3,1.811491801,7500.0,27,0,10,0,2,1
0.000386808,39,0,0.410344042,4388.0,19,0,0,0,1,0
0.0,52,0,0.35782649,3238.0,9,0,1,0,3,0
0.9999999,26,2,0.424287856,2000.0,3,1,0,0,0,1
1.006086295,59,1,0.605421018,4500.0,6,2,1,2,0,0
0.958380202,65,4,0.44654498,1533.0,3,0,0,0,0,0
0.9999999,33,0,0.096219931,3200.0,2,1,0,1,4,1
0.317477953,45,2,0.069594035,7241.0,11,0,0,0,0,1
0.005562932,70,0,0.295270473,10000.0,16,0,1,0,0,1
0.9999999,51,0,0.039368544,5130.0,4,1,0,0,0,0
0.093717072,40,0,0.678392873,11000.0,5,0,2,0,2,0
0.166069516,43,0,0.624890036,17050.0,18,0,3,0,3,1
0.979085268,55,3,0.363818158,7500.0,10,1,0,0,0,1
0.956690727,50,0,0.055145362,4333.0,5,4,0,0,0,1
0.0,41,1,0.526684164,8000.0,4,1,2,1,1,1
0.418458543,42,0,2.644355644,1000.0,7,0,1,0,1,1
0.666720858,50,0,0.103035578,18381.0,10,0,1,1,1,1
0.023418851,35,0,0.303944073,9583.0,8,0,2,0,6,0
0.715663562,33,1,0.193508691,6500.0,9,0,0,0,0,0
0.853622662,65,0,0.374850012,4166.0,7,0,0,0,0,0
0.130934533,49,1,0.613846723,2700.0,10,0,1,1,1,0
0.29194258,29,0,0.457344452,3117.0,6,0,1,0,1,0
0.152292821,60,6,0.682263547,5000.0,23,0,2,0,0,1
0.92704265,48,4,0.412820162,7300.0,7,0,2,2,1,1
0.371401036,29,0,0.459297344,3500.0,8,0,1,0,2,0
0.013627917,39,0,0.080659945,12000.0,8,0,0,0,0,0
0.897157549,46,4,0.512330593,4500.0,10,0,1,0,0,1
0.555592216,32,0,0.294510386,10783.0,23,0,3,0,1,1
0.9999999,50,0,0.044630404,2150.0,0,0,0,0,0,1
0.008038563,88,0,0.00959808,1666.0,10,0,0,0,0,0
0.003542756,81,0,0.000285687,10500.0,6,0,0,0,0,0
0.033303593,51,0,1.82818749,6250.0,26,0,7,0,3,1
0.275279002,54,0,0.41866306,5175.0,13,0,1,0,2,0
0.141831239,52,0,0.120787921,10000.0,7,0,1,0,0,0
0.198500056,34,0,0.606605257,4450.0,5,0,1,0,0,0
0.0,46,0,0.11776277,15250.0,10,0,1,0,1,0
0.015127845,59,0,0.072985403,5000.0,15,0,0,0,0,1
1.00759848,38,2,0.069694373,3500.0,6,0,0,0,0,0
0.045710095,68,0,0.005828397,10465.0,4,0,0,0,0,0
0.036768001,68,0,0.1739221,4800.0,6,0,1,0,0,0
0.277151219,69,0,0.489127718,4000.0,11,0,0,0,1,0
1.001451496,53,6,0.604779096,5816.0,9,0,1,1,0,1
0.17921396,30,0,0.135912288,4833.0,7,0,0,0,0,0
0.121458569,48,0,0.594049904,3125.0,5,0,2,0,0,0
0.06882284,72,0,0.021591363,2500.0,4,0,0,0,0,0
0.913391073,52,0,0.243231987,2400.0,6,0,0,0,0,1
0.9999999,27,98,0.0,7840.0,0,98,0,98,0,1
0.233921604,41,1,0.480989344,7600.0,12,0,2,0,2,0
0.042276542,59,0,0.224700582,9100.0,9,0,1,0,0,0
1.151204511,41,0,0.200844257,4500.0,6,2,0,1,0,1
0.9999999,63,0,0.210978228,3260.0,3,0,1,0,0,0
0.330836454,43,2,0.041138156,5833.0,4,1,0,1,0,1
0.103631917,67,0,0.581604599,4000.0,15,0,2,0,0,0
0.169902507,44,0,0.266531027,11795.0,18,0,4,0,2,0
0.782628334,49,0,0.234640249,21500.0,11,0,1,0,2,1
1.157412212,59,6,1.290616751,4166.0,11,0,1,1,0,1
0.959858197,53,1,0.576115486,5333.0,15,0,1,0,0,1
0.029323098,42,0,0.130271157,10362.0,6,0,1,0,0,0
0.098395612,67,1,0.398589526,7656.0,10,0,2,0,0,1
0.9999999,40,0,0.894552724,2000.0,3,3,1,3,0,1
0.426859585,55,0,0.476976151,6666.0,14,0,2,0,1,1
0.9999999,53,0,0.198606272,7748.0,1,2,1,0,3,1
1.210788023,39,2,1.459482214,4750.0,10,0,5,0,0,1
0.098581725,24,0,0.194573367,2800.0,7,0,0,0,0,0
0.526097118,41,2,0.620358676,3958.0,9,0,2,0,2,1
0.373860377,71,0,0.692261548,5000.0,17,0,2,0,0,0
0.85618493,39,0,0.357607065,6000.0,4,0,2,0,0,1
0.821894146,36,0,0.604191194,4246.0,6,0,0,1,1,0
0.114307453,41,1,0.158811768,3500.0,7,0,0,0,2,0
0.17537375,42,0,0.180792768,25000.0,4,0,1,0,3,0
0.683158421,68,0,0.028551035,1400.0,3,0,0,0,0,0
0.002925636,33,0,0.531591576,3750.0,6,0,2,0,0,0
0.921635945,36,1,0.091901849,15200.0,3,0,0,0,2,0
0.0,53,0,0.470652935,10000.0,6,0,2,0,3,0
0.9999999,45,1,0.184172936,10500.0,3,0,1,0,3,1
0.9999999,64,0,0.089965398,2600.0,3,0,0,0,0,0
0.0,58,1,0.202184814,5583.0,7,0,2,0,0,0
0.919483507,52,8,0.754922128,10208.0,19,4,4,2,1,1
0.745925407,60,0,0.176672384,5246.0,9,2,1,0,0,1
1.031069936,46,1,0.158099047,8500.0,15,0,2,0,0,1
0.0,28,1,0.424143964,4000.0,8,6,1,1,0,1
0.518839713,39,1,0.661335466,2500.0,7,0,1,0,0,1
0.237083698,32,0,0.131180327,27000.0,9,0,4,0,0,1
0.761919913,62,0,0.033650623,14917.0,5,0,0,1,0,1
0.0,45,0,0.034640383,14000.0,3,0,0,0,1,0
0.8732507,44,0,0.021000763,51140.0,7,2,1,0,3,1
0.75423978,35,1,0.131988767,3916.0,4,2,0,0,2,1
0.702766687,61,1,0.459813832,9990.0,20,0,2,0,1,1
1.820359281,40,1,0.297528996,1982.0,5,8,0,1,1,1
0.881422925,27,2,0.215069495,4100.0,8,0,0,2,0,1
0.9999999,49,0,0.227843427,2707.0,3,0,0,0,1,1
0.988004798,31,2,0.996498788,3712.0,7,7,2,2,1,1
0.033081011,82,0,0.009229755,9100.0,8,0,0,0,0,0
0.035928144,60,1,0.120852641,5394.0,2,0,0,0,0,0
0.9999999,41,2,0.316318219,3682.0,4,2,0,1,2,1
0.94011976,38,0,0.248978075,2690.0,4,1,0,1,1,1
0.093898365,44,0,0.342483185,5500.0,7,0,2,0,1,0
0.156622125,49,0,0.00959729,5313.0,3,0,0,0,1,1
0.033427616,36,0,0.564356436,3938.0,11,0,1,0,0,1
0.905937509,60,0,1.30145612,2540.0,15,3,2,2,0,1
0.84236832,26,2,0.043304464,1500.0,3,0,0,1,0,1
0.039645291,57,0,0.231856576,5800.0,15,0,1,0,0,0
0.036528882,48,0,0.17708931,10457.0,8,0,1,0,3,0
0.0,90,0,0.258841548,7181.0,8,0,1,0,0,0
0.072816649,55,3,0.381730253,9304.0,17,0,2,1,1,0
0.060880889,31,0,0.334371755,8666.0,7,0,1,0,1,0
1.025392307,43,0,0.360077099,8300.0,13,1,1,0,2,1
0.9999999,27,0,0.338028169,567.0,1,1,0,0,0,0
0.127916552,40,1,0.398087569,5960.0,9,0,2,0,3,1
0.587386615,66,0,0.246251704,2200.0,5,0,0,0,0,0
0.815478832,50,2,0.567056446,6926.0,13,0,1,0,2,1
0.997571775,33,0,0.808064136,4240.0,8,0,2,0,2,1
0.455848051,43,0,0.961134454,3807.0,5,0,1,0,1,0
0.309747829,65,0,1.886142061,2871.0,16,0,3,0,0,0
0.975339088,54,1,0.488702929,3584.0,5,4,1,1,1,1
0.96420358,33,0,0.243972117,8750.0,12,0,0,0,5,1
0.662553003,45,0,0.282976419,12000.0,6,0,2,0,2,0
0.988204456,46,0,0.051937611,6218.0,7,0,0,0,1,1
0.649960368,32,0,0.226973684,3343.0,9,0,0,0,1,0
0.11413392,33,1,0.073366834,2984.0,6,0,0,0,0,0
0.0,54,1,1.013170273,5314.0,8,0,4,0,0,1
0.793465739,43,2,0.29135188,11250.0,9,0,2,0,2,1
0.846418883,58,3,0.392260774,10000.0,10,0,2,0,1,1
0.182027011,64,0,0.210902166,4200.0,19,0,0,0,0,0
0.011938063,64,0,0.173383448,14366.0,11,0,1,0,1,0
0.302620913,54,1,0.085496712,8666.0,8,0,0,0,0,1
0.13005035,42,0,0.381441237,15000.0,7,0,1,0,2,0
1.009726389,56,2,0.490467938,7500.0,9,0,1,0,0,1
0.453716407,47,0,0.382463466,2394.0,4,0,0,0,1,1
1.302828619,42,2,0.146475587,6000.0,4,2,0,0,5,1
0.972579263,63,0,0.021824189,11500.0,1,2,0,0,1,1
0.006573004,40,0,0.383271572,5666.0,7,0,2,0,0,0
0.133781735,38,0,0.439195101,8000.0,14,0,2,0,2,0
0.091642515,70,0,0.211012254,5956.0,9,0,0,0,1,0
0.920017823,45,3,0.595523724,5584.0,12,0,1,1,1,1
0.142115904,43,0,0.598731574,5833.0,8,0,2,0,3,1
0.297247616,55,0,0.387426326,7634.0,17,0,2,0,2,0
0.105432723,61,0,0.284021251,7340.0,12,0,2,0,1,0
0.327787022,38,0,0.531893621,5000.0,6,0,1,1,4,1
1.012496876,30,5,0.198286122,4200.0,5,0,0,1,2,1
0.9999999,36,0,0.078653558,6000.0,2,0,0,0,0,1
0.021913178,48,0,0.19837355,7500.0,7,0,1,0,1,1
0.991008991,25,3,0.039745032,8000.0,4,2,0,0,0,1
0.110688582,38,0,0.423065722,10300.0,8,0,1,0,2,0
0.260376554,49,0,0.437941608,7500.0,9,0,2,0,1,0
0.040056138,56,1,0.198431011,6500.0,11,0,1,0,0,0
0.9999999,46,2,0.373608431,6736.0,3,0,1,0,0,1
0.42562592,53,2,0.54575394,4250.0,20,1,1,1,1,1
0.540730408,51,0,0.662186527,6100.0,11,0,1,0,0,0
0.0,26,0,0.010598032,1320.0,3,0,0,0,0,1
0.0,30,1,0.114746946,4583.0,4,0,0,0,0,0
0.0,78,0,0.069572171,2500.0,4,0,0,0,0,0
0.013499663,48,0,0.231213277,9700.0,13,0,2,0,2,0
1.010430248,32,1,0.313493866,2200.0,5,1,0,2,4,1
0.000602723,70,0,0.177787036,16800.0,12,0,1,0,2,0
0.03685028,32,0,0.506070561,7000.0,7,0,2,0,0,1
0.217942829,55,1,0.30995157,6400.0,14,0,2,0,1,1
0.015198439,86,0,0.041916168,500.0,8,0,0,0,0,0
0.871419054,48,0,0.285357321,2000.0,8,0,1,0,2,1
1.002628056,52,0,0.805892548,7500.0,16,0,1,1,0,1
0.014031819,33,0,0.24091339,7400.0,7,0,2,0,0,1
0.020396861,37,0,0.311746368,17000.0,14,0,1,0,2,0
0.075568999,55,0,0.180576254,16103.0,18,0,1,0,0,0
0.08878877,31,0,0.506311711,8000.0,15,0,2,0,1,0
0.055342454,54,0,0.442364611,12500.0,9,0,2,0,1,0
0.9999999,45,0,0.122429848,16000.0,2,0,2,0,3,0
0.368712175,34,2,0.515596881,6667.0,11,0,2,0,2,1
1.018229656,51,2,0.537820726,3000.0,7,3,1,0,1,1
0.971337155,38,1,0.451034011,5850.0,4,0,2,0,1,0
0.550105915,53,0,0.435736172,6200.0,12,0,1,0,1,1
0.814880952,41,0,0.19026991,3000.0,7,2,0,6,1,1
0.891621676,48,0,0.429708779,4772.0,5,0,1,0,2,1
0.808606258,51,0,0.144308194,19000.0,13,0,1,0,2,0
0.476014971,48,0,0.695092355,14833.0,13,0,4,0,2,1
0.611453962,79,0,0.208620307,4500.0,6,0,1,0,0,0
0.9999999,29,0,0.182563542,3658.0,7,5,0,0,0,1
0.061334774,52,1,0.293541292,5000.0,7,0,1,0,2,1
0.149409101,48,1,0.46096832,8364.0,15,0,2,0,2,1
0.528336156,45,0,0.431625904,6500.0,12,0,2,0,3,1
