f5,f6,f7,f8,f9,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,target
60,107,104,98,94,0,0,3,0,0,32,45,0,0,0,0,0,0,8,32,0,0,0,0,0,0,N
22,89,116,71,94,0,3,2,0,0,5,2,0,0,0,0,41,1,0,0,0,0,0,0,0,0,N
18,77,76,79,152,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,N
92,77,76,71,94,0,0,0,59,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
80,98,76,71,94,14,32,0,0,0,6,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
92,120,76,71,94,1,4,47,32,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,P
46,100,76,71,94,0,2,1,3,0,9,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
69,77,79,71,94,5,4,0,20,31,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,P
99,77,76,71,94,0,23,55,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
80,77,76,71,94,3,26,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
92,78,76,71,94,0,0,0,66,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
73,80,81,71,94,1,0,56,6,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,P
126,160,88,71,94,16,63,0,0,0,12,65,0,21,38,0,0,0,0,0,0,0,0,0,0,0,N
43,119,121,72,94,0,0,19,3,2,0,0,34,11,0,0,27,15,0,0,0,0,1,0,0,0,N
64,77,77,72,94,2,45,5,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,P
66,89,76,71,94,3,5,0,0,11,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
79,99,76,71,94,0,10,12,0,5,38,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
76,77,76,71,94,0,0,64,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
73,80,76,71,94,0,3,3,0,49,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
79,93,76,71,94,1,12,5,0,4,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
73,118,79,71,94,0,25,38,0,0,0,0,0,36,8,0,0,0,0,0,0,0,0,0,0,0,P
56,77,77,77,94,0,0,18,28,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,P
66,114,76,71,94,0,31,18,0,0,0,0,31,15,0,0,0,0,0,0,0,0,0,0,0,0,N
79,77,76,71,94,50,14,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
17,86,136,71,94,0,1,2,1,0,0,0,0,0,0,0,37,20,0,0,0,0,0,0,0,0,N
65,77,76,71,94,9,38,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
29,122,143,97,94,0,0,0,0,0,0,7,53,0,0,0,12,44,0,0,0,17,0,0,0,0,N
52,86,132,77,94,0,2,1,1,10,38,0,0,0,0,0,0,31,17,0,0,0,0,0,0,0,N
74,79,77,71,94,7,58,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,P
60,77,76,71,94,0,0,46,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
18,81,147,71,94,2,0,2,1,0,0,0,0,0,0,0,18,43,0,0,0,0,0,0,0,0,N
78,77,76,71,94,0,44,5,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
45,95,76,71,94,0,0,2,1,0,35,10,1,4,0,0,0,0,0,0,0,0,0,0,0,0,P
166,117,76,71,94,0,16,64,47,0,0,68,9,0,0,0,0,0,0,0,0,0,0,0,0,0,N
32,147,76,71,94,0,0,0,0,1,2,5,62,22,0,0,0,0,0,0,0,0,0,0,0,0,N
62,77,77,72,94,17,34,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P
84,94,76,72,94,0,0,1,33,14,20,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,P
98,93,76,71,98,0,0,0,62,0,24,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,P
173,77,76,71,94,0,0,0,95,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
117,77,76,71,94,28,37,44,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
61,77,76,71,94,0,42,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
63,77,76,71,94,0,36,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
71,77,78,74,99,0,0,12,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,P
74,77,77,73,94,0,0,26,39,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,P
63,77,76,72,97,0,0,0,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,P
31,147,82,71,94,2,2,4,5,2,5,0,0,58,18,0,0,0,0,0,0,0,0,0,0,0,N
71,104,114,71,94,0,25,37,0,0,0,0,0,0,0,53,5,0,0,0,0,0,0,0,0,0,N
64,77,76,71,94,0,37,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
90,77,91,153,94,0,24,55,1,2,0,0,0,0,0,0,0,0,0,0,48,20,0,0,0,0,N
91,85,76,71,94,0,5,41,0,10,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
72,81,80,74,94,0,1,2,0,53,9,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,P
82,94,77,71,94,0,0,37,9,0,21,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,P
70,77,76,71,94,14,32,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
53,85,77,72,94,0,1,1,2,13,34,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,P
22,85,119,71,94,5,2,0,1,1,0,0,0,0,0,0,33,9,0,0,0,0,0,0,0,0,N
97,99,76,71,94,2,1,1,32,31,0,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,P
99,98,76,71,94,0,0,18,28,0,48,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
74,119,76,71,94,0,0,0,3,0,53,39,15,0,0,0,0,0,0,0,0,0,0,0,0,0,N
75,102,77,74,94,5,42,0,0,0,1,31,14,0,0,0,0,0,0,0,1,2,0,0,0,0,P
74,108,90,71,94,2,20,44,0,0,0,0,0,0,42,1,0,0,0,0,0,0,0,0,0,0,P
193,81,78,71,94,0,35,37,31,79,14,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,N
18,91,130,71,94,0,1,2,0,3,0,0,0,0,0,1,56,0,0,0,0,0,0,0,0,0,N
47,87,78,77,96,0,0,0,0,7,38,0,0,1,1,0,0,0,0,2,0,0,3,1,0,0,P
74,77,76,71,95,0,1,1,19,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
43,132,76,71,94,0,1,2,0,0,0,32,53,0,0,0,0,0,0,0,0,0,0,0,0,0,N
64,80,76,71,94,0,0,3,28,18,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
36,82,79,71,94,12,8,0,0,0,0,6,3,0,0,0,2,1,0,0,0,0,0,0,0,0,P
130,77,76,71,94,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
82,94,76,71,94,0,0,0,0,41,32,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
81,77,76,71,94,8,1,0,38,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
97,94,76,71,94,0,0,0,25,37,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
77,77,76,74,94,44,19,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P
30,130,136,71,94,7,2,0,3,6,0,0,0,0,26,63,13,0,0,0,0,0,0,0,0,0,N
18,80,84,120,94,0,3,0,0,0,0,4,2,0,0,0,0,0,0,0,24,16,0,0,0,0,N
88,95,76,71,94,0,19,34,0,0,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
99,77,76,71,94,14,32,0,41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
61,77,77,77,94,0,2,18,32,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,P
60,116,76,71,94,0,0,0,0,0,24,61,5,0,0,0,0,0,0,0,0,0,0,0,0,0,N
36,97,81,72,94,0,0,0,0,0,9,36,0,0,0,0,0,0,4,0,0,0,0,0,0,0,P
76,77,76,71,94,50,12,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
80,80,76,71,94,0,0,14,50,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
71,99,76,71,94,0,0,0,0,52,11,2,2,18,0,0,0,0,0,0,0,0,0,0,0,0,P
78,78,76,71,94,1,5,0,19,43,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
76,78,81,71,94,0,44,19,2,1,2,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,P
81,85,76,71,94,0,0,3,0,45,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
44,89,84,74,94,0,0,0,0,0,42,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,P
37,105,76,71,94,0,0,0,2,0,0,41,11,0,0,0,0,0,0,0,0,0,0,0,0,0,N
88,92,76,71,94,0,2,24,23,0,32,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
64,92,76,71,94,0,0,3,10,12,27,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
63,116,76,72,95,0,0,0,2,1,44,23,24,0,0,0,0,0,0,0,0,0,0,1,0,0,N
61,77,77,71,94,19,30,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,P
61,114,101,71,94,1,29,18,0,2,0,0,0,0,37,21,0,0,0,0,0,0,0,0,0,0,N
50,104,144,71,94,0,0,0,0,6,16,44,0,0,0,0,10,47,0,0,0,0,0,0,0,0,N
59,79,87,88,94,0,35,14,0,0,0,0,0,0,1,4,0,0,0,7,11,0,0,0,0,0,P
64,143,76,71,94,23,23,0,0,0,0,0,31,45,0,0,0,0,0,0,0,0,0,0,0,0,N
59,77,76,71,94,0,42,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
82,77,76,71,94,8,63,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
132,77,76,71,94,0,0,83,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
75,103,76,71,94,0,0,2,24,23,0,26,19,0,0,0,0,0,0,0,0,0,0,0,0,0,N
56,78,78,94,149,0,1,0,0,40,6,0,0,0,0,0,0,0,0,2,1,0,0,14,28,0,N
93,83,76,71,94,0,0,0,37,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
66,77,76,71,94,0,0,0,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
81,94,78,71,94,2,1,0,0,39,39,0,5,4,0,0,0,1,0,0,0,0,0,0,0,0,P
26,140,76,75,98,0,0,1,2,0,0,0,44,32,0,0,0,0,0,0,0,0,2,3,0,0,N
105,130,76,72,98,0,0,0,43,19,33,12,18,26,0,0,0,0,0,0,0,0,1,0,0,2,N
161,77,76,71,94,95,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
64,84,76,71,94,0,0,0,9,23,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
81,133,79,71,94,0,0,28,18,1,2,18,63,0,0,1,2,0,0,0,0,0,0,0,0,0,N
52,90,76,71,94,0,1,2,3,4,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
18,104,96,71,94,1,2,2,0,0,0,0,0,0,23,20,0,0,0,0,0,0,0,0,0,0,P
92,102,76,71,94,9,37,0,1,1,19,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
74,77,76,71,94,19,44,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
130,81,78,71,95,0,14,32,16,63,0,0,0,3,2,0,0,1,0,0,0,0,0,0,1,0,N
64,92,76,71,94,0,0,2,7,0,59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
53,143,76,71,94,0,0,0,0,0,8,53,38,11,0,0,0,0,0,0,0,0,0,0,0,0,N
59,77,76,73,95,2,1,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,P
24,150,140,71,94,1,0,0,0,0,0,0,42,18,0,33,36,7,0,0,0,0,0,0,0,0,N
31,111,76,71,94,0,0,6,3,0,0,0,40,5,0,0,0,0,0,0,0,0,0,0,0,0,N
133,77,76,71,94,51,14,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
116,84,92,71,94,0,0,5,91,13,2,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,N
