Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,target
B6,749.0,MCO,SJU,5,1425.0,154.0,0
AA,643.0,MIA,ORD,5,455.0,200.0,1
MQ,4687.0,RDU,JFK,4,700.0,90.0,0
WN,1525.0,OAK,SEA,1,950.0,125.0,0
DL,629.0,DCA,DTW,7,760.0,95.0,0
UA,625.0,DCA,ORD,7,1001.0,132.0,0
AA,1685.0,DFW,ELP,2,985.0,100.0,0
WN,1682.0,RDU,PHL,6,820.0,80.0,1
XE,5911.0,ORD,PIA,5,785.0,49.0,0
XE,2500.0,ELP,IAH,2,720.0,115.0,0
9E,4003.0,BHM,MEM,7,685.0,74.0,1
EV,5181.0,ATL,MLU,6,612.0,110.0,0
US,630.0,PHX,PIT,5,815.0,229.0,1
WN,2451.0,LAX,OAK,6,730.0,75.0,1
XE,3059.0,IAH,MOB,3,460.0,80.0,0
CO,1889.0,IAH,SMF,4,1080.0,260.0,1
AA,1356.0,DFW,IAD,4,665.0,165.0,0
WN,261.0,ONT,SMF,2,680.0,80.0,1
WN,337.0,ABQ,MCO,2,920.0,200.0,1
EV,5106.0,ILM,ATL,6,1055.0,96.0,0
XE,3079.0,STL,IAH,3,1075.0,129.0,0
OO,4693.0,FAR,MSP,5,1135.0,62.0,1
MQ,3369.0,DFW,DSM,3,760.0,115.0,0
XE,2820.0,HRL,IAH,7,780.0,74.0,0
EV,7067.0,GSO,IAD,1,907.0,67.0,1
US,1150.0,PHL,SAN,2,455.0,355.0,0
AA,1184.0,ORD,EWR,5,735.0,145.0,0
US,586.0,GEG,PHX,2,510.0,158.0,0
US,1853.0,PHL,BWI,1,1235.0,49.0,1
AA,349.0,FLL,DFW,5,950.0,195.0,0
US,1083.0,DCA,JAX,3,850.0,122.0,0
MQ,4439.0,LGA,RDU,5,510.0,110.0,1
9E,3665.0,MSP,BIS,7,790.0,80.0,0
OO,6628.0,BHM,DEN,6,925.0,190.0,1
OH,6581.0,RDU,BOS,1,420.0,130.0,0
AS,321.0,SJC,SEA,1,575.0,125.0,1
CO,599.0,IAH,DEN,4,865.0,155.0,1
MQ,3290.0,PNS,DFW,2,630.0,125.0,0
WN,3337.0,SJC,PDX,4,540.0,105.0,1
F9,770.0,LAS,DEN,7,933.0,111.0,0
UA,285.0,IAD,SFO,2,518.0,370.0,1
OO,6908.0,SFO,RNO,3,618.0,55.0,0
DL,1493.0,BDL,PBI,3,945.0,189.0,1
CO,1568.0,IAH,MCI,4,1137.0,123.0,0
AA,1412.0,MIA,JFK,7,1260.0,175.0,0
DL,2072.0,ATL,MSP,4,960.0,166.0,1
UA,745.0,LGA,DEN,5,888.0,276.0,0
EV,4959.0,TYS,ATL,5,1103.0,76.0,0
OO,6923.0,SFO,ACV,1,1140.0,79.0,1
XE,3126.0,LBB,IAH,5,460.0,95.0,0
US,393.0,LAS,DFW,4,515.0,157.0,0
CO,92.0,IAH,SFO,5,449.0,268.0,1
WN,41.0,DAL,HOU,7,990.0,65.0,1
YV,2868.0,YUM,PHX,1,966.0,66.0,0
DL,1582.0,SLC,PDX,4,1305.0,124.0,1
OH,6469.0,ATL,GSO,1,645.0,86.0,1
9E,3826.0,DTW,PWM,1,600.0,116.0,1
B6,602.0,JFK,PWM,7,750.0,73.0,1
DL,2202.0,LAS,ATL,7,896.0,232.0,1
WN,2959.0,LAS,STL,2,1170.0,185.0,1
US,1291.0,DFW,CLT,3,730.0,144.0,1
WN,3232.0,JAX,FLL,1,450.0,70.0,0
CO,1479.0,IAH,SAT,4,1265.0,60.0,1
F9,38.0,SEA,DEN,3,375.0,154.0,0
OO,4777.0,PSC,SLC,1,795.0,90.0,1
DL,1544.0,SLC,ATL,1,585.0,220.0,0
WN,2076.0,RNO,MDW,6,755.0,230.0,1
MQ,3059.0,FAT,LAX,6,925.0,65.0,0
WN,383.0,PVD,BWI,4,625.0,80.0,1
AA,549.0,FLL,ORD,3,450.0,195.0,0
AA,2585.0,BOS,MIA,7,495.0,220.0,1
B6,139.0,JFK,RSW,5,990.0,203.0,0
US,484.0,TPA,CLT,3,415.0,98.0,0
B6,1211.0,BOS,BUF,4,520.0,93.0,1
9E,3788.0,MSP,BIS,7,1050.0,90.0,0
XE,2213.0,IAH,XNA,3,800.0,88.0,0
WN,2027.0,TPA,FLL,1,495.0,55.0,1
UA,692.0,MSP,ORD,7,926.0,87.0,0
OH,6384.0,IAH,CVG,2,420.0,135.0,0
F9,327.0,BOS,MKE,3,1055.0,164.0,1
DL,1025.0,ATL,CHS,5,1065.0,74.0,0
MQ,3997.0,FAR,ORD,3,720.0,115.0,1
WN,886.0,PIT,MDW,7,680.0,95.0,0
OO,6335.0,SAN,LAX,5,998.0,41.0,1
WN,1043.0,BWI,BDL,2,1060.0,65.0,1
DL,1686.0,ATL,LGA,1,520.0,150.0,1
9E,4047.0,MEM,LBB,3,1185.0,129.0,0
AA,1053.0,ORD,AUS,3,830.0,165.0,1
AA,1843.0,ORD,SEA,4,530.0,270.0,1
CO,340.0,SLC,IAH,5,870.0,174.0,1
DL,1625.0,ATL,GPT,5,560.0,93.0,1
WN,3311.0,AUS,DEN,7,775.0,140.0,0
MQ,3926.0,ORD,SPI,2,775.0,50.0,1
OO,6300.0,LAX,PDX,2,760.0,141.0,1
AA,1216.0,SAT,DFW,2,500.0,70.0,0
UA,687.0,ORD,MSP,1,1145.0,94.0,0
MQ,3347.0,SGF,DFW,3,770.0,85.0,0
WN,1217.0,OAK,LAX,4,450.0,75.0,0
DL,150.0,ATL,IAD,4,595.0,110.0,0
WN,1665.0,LAX,BNA,5,515.0,230.0,0
OO,6595.0,SLC,DEN,3,520.0,100.0,0
WN,339.0,CLE,BNA,1,405.0,100.0,1
EV,5537.0,ATL,PIT,7,895.0,104.0,0
UA,638.0,ORD,EWR,3,535.0,125.0,0
OH,6345.0,MEM,DFW,7,816.0,102.0,1
FL,355.0,LGA,ATL,7,794.0,155.0,0
EV,5016.0,SHV,ATL,1,606.0,104.0,0
DL,1386.0,LGA,BOS,5,870.0,66.0,0
EV,5105.0,DTW,OMA,4,735.0,131.0,0
US,2144.0,LGA,BOS,3,1260.0,69.0,0
UA,517.0,IAD,DEN,7,750.0,245.0,0
OO,6614.0,DEN,PSC,1,756.0,153.0,0
OH,6489.0,CVG,DFW,3,560.0,158.0,0
XE,2612.0,IAH,CVG,5,475.0,135.0,1
HA,169.0,KOA,OGG,1,760.0,31.0,0
WN,3836.0,LAX,LAS,5,805.0,65.0,1
US,545.0,DFW,PHX,5,1110.0,161.0,0
WN,2384.0,BNA,RDU,4,500.0,85.0,1
9E,4167.0,ATL,MEM,5,645.0,91.0,0
MQ,2919.0,DFW,BTR,6,620.0,80.0,0
US,794.0,MIA,PHL,4,975.0,174.0,0
WN,2706.0,ELP,AUS,1,375.0,85.0,0
CO,259.0,DCA,IAH,4,740.0,212.0,1
DL,1452.0,ATL,CVG,6,855.0,85.0,1
WN,1128.0,AUS,ELP,7,1235.0,100.0,0
AA,607.0,BOS,ORD,3,1035.0,185.0,1
9E,4065.0,DTW,MSN,5,750.0,80.0,1
WN,1832.0,LAS,SNA,6,735.0,65.0,0
XE,2418.0,DCA,EWR,4,1140.0,82.0,1
WN,932.0,BDL,FLL,2,455.0,195.0,1
XE,5957.0,GRB,ORD,1,1098.0,60.0,0
US,567.0,PHX,MCO,7,599.0,246.0,0
XE,5926.0,ORD,CLE,4,643.0,70.0,1
WN,317.0,PHX,MSY,3,880.0,175.0,1
B6,586.0,FLL,HPN,3,1245.0,167.0,0
9E,4149.0,BUF,JFK,5,822.0,102.0,1
CO,301.0,EWR,FLL,2,809.0,179.0,0
OO,6406.0,EUG,SFO,1,766.0,90.0,1
DL,1881.0,ATL,AUS,5,1145.0,161.0,0
UA,317.0,IAD,RDU,6,742.0,73.0,0
OH,6332.0,CVG,JAX,3,565.0,136.0,0
OO,6459.0,DEN,DFW,1,974.0,111.0,1
F9,376.0,DEN,MKE,2,1070.0,133.0,1
OO,4827.0,SLC,SAT,4,590.0,170.0,0
XE,2484.0,EWR,MCI,7,692.0,202.0,0
WN,1678.0,SJC,ONT,5,905.0,70.0,1
WN,774.0,PIT,MDW,5,1080.0,95.0,1
9E,3669.0,MEM,IAH,3,560.0,120.0,0
FL,812.0,BOS,BWI,1,510.0,95.0,0
EV,5081.0,ATL,XNA,4,665.0,124.0,1
OO,4448.0,SLC,GJT,3,690.0,65.0,0
XE,2383.0,IAH,MSP,1,695.0,165.0,0
AA,2428.0,DFW,AUS,6,900.0,60.0,1
US,1532.0,SEA,CLT,3,1340.0,280.0,0
WN,881.0,RNO,SJC,5,1100.0,60.0,1
FL,927.0,MCI,ATL,4,649.0,116.0,1
CO,394.0,LAX,IAH,7,700.0,190.0,1
DL,2108.0,DEN,MSP,3,802.0,115.0,0
XE,2129.0,PHL,CLE,5,567.0,90.0,1
UA,663.0,DCA,DEN,5,502.0,254.0,0
DL,1945.0,DCA,DTW,1,903.0,99.0,1
DL,519.0,DEN,MSP,3,375.0,129.0,0
WN,840.0,LAS,BDL,3,565.0,295.0,0
DL,124.0,LAX,ATL,3,540.0,254.0,1
OH,6515.0,JAX,LGA,4,995.0,147.0,0
B6,904.0,ORD,JFK,5,550.0,122.0,0
WN,2645.0,BHM,TPA,4,1065.0,80.0,1
MQ,3058.0,RNO,LAX,6,1145.0,90.0,0
CO,298.0,DEN,IAH,7,815.0,138.0,0
AA,406.0,STL,ORD,5,954.0,80.0,1
US,1856.0,MCO,CLT,3,525.0,96.0,1
DL,1764.0,MSP,DCA,4,600.0,143.0,0
OH,6342.0,XNA,ATL,2,966.0,113.0,0
US,1750.0,LAS,PHL,1,890.0,276.0,0
DL,1877.0,ATL,PNS,4,1233.0,81.0,1
FL,65.0,IAD,ATL,3,1178.0,117.0,1
DL,1123.0,SLC,DTW,3,520.0,216.0,1
OH,6274.0,IND,MSP,4,575.0,123.0,0
WN,2349.0,ALB,MDW,7,410.0,145.0,0
OO,7759.0,SLC,EKO,2,457.0,71.0,1
OO,4543.0,SLC,OKC,6,1200.0,135.0,1
AA,893.0,CLT,DFW,3,460.0,165.0,0
YV,2681.0,CLT,SRQ,1,564.0,107.0,0
DL,1090.0,ATL,IND,2,730.0,96.0,1
XE,3038.0,IAH,BNA,2,1201.0,113.0,0
YV,2672.0,SDF,CLT,3,735.0,90.0,1
OO,6989.0,DEN,COS,7,1136.0,33.0,1
FL,239.0,ATL,RIC,5,530.0,88.0,0
US,654.0,PHX,SNA,6,685.0,86.0,0
WN,2547.0,SEA,PHX,4,530.0,170.0,1
OO,6975.0,DFW,ORD,7,360.0,136.0,0
DL,1256.0,CVG,BOS,3,915.0,127.0,0
OO,4477.0,FCA,SLC,4,440.0,99.0,0
WN,44.0,HOU,DAL,2,1020.0,60.0,1
EV,5596.0,ATL,CAE,4,682.0,59.0,0
WN,1143.0,BWI,BHM,6,695.0,135.0,1
YV,2926.0,PHX,SBA,3,510.0,94.0,0
AA,1002.0,DFW,STL,6,600.0,95.0,0
XE,2370.0,MSP,CLE,4,718.0,105.0,0
WN,2131.0,FLL,HOU,6,990.0,180.0,1
OO,4574.0,LAS,SLC,2,480.0,84.0,0
WN,734.0,MDW,TPA,4,1135.0,160.0,1
F9,667.0,DEN,SFO,6,1275.0,156.0,0
MQ,4031.0,MHK,ORD,5,410.0,115.0,0
WN,847.0,OAK,LAX,5,635.0,75.0,1
OH,6518.0,FWA,CVG,3,886.0,54.0,0
DL,2403.0,DTW,FLL,2,625.0,190.0,1
DL,2537.0,BOS,MCO,1,887.0,205.0,1
US,56.0,ORD,PHL,4,360.0,119.0,1
DL,3.0,SLC,JFK,7,515.0,285.0,1
WN,130.0,ABQ,TUS,3,635.0,70.0,1
CO,539.0,MIA,EWR,6,1025.0,185.0,1
XE,2586.0,IND,EWR,1,705.0,118.0,1
US,2128.0,LGA,BOS,4,780.0,65.0,0
WN,824.0,PHX,SAN,1,1050.0,65.0,1
WN,691.0,MSY,DAL,2,985.0,85.0,1
OO,4529.0,SLC,OAK,5,515.0,122.0,1
OO,6369.0,BOI,DEN,5,596.0,108.0,1
OO,6302.0,ORD,LIT,7,1205.0,107.0,1
OO,6569.0,EAU,ORD,5,678.0,68.0,0
XE,2440.0,IAH,CHS,3,670.0,134.0,1
WN,272.0,SAN,TUS,5,850.0,70.0,0
F9,147.0,HOU,DEN,4,1150.0,145.0,1
US,794.0,MIA,PHL,5,975.0,174.0,1
AA,427.0,AUS,LAX,7,1120.0,195.0,1
OO,4500.0,SAN,LAX,6,885.0,49.0,0
WN,1714.0,CMH,STL,3,1110.0,90.0,1
YV,2711.0,PHX,FAT,2,650.0,103.0,0
WN,257.0,FLL,JAX,7,825.0,75.0,0
AA,1247.0,ORD,LAX,6,680.0,265.0,0
WN,313.0,BWI,CLE,1,990.0,75.0,1
AA,1976.0,DFW,IND,7,1175.0,120.0,1
DL,1422.0,DTW,BOS,5,835.0,113.0,0
MQ,2873.0,DFW,MLU,2,550.0,65.0,0
DL,1649.0,ATL,SFO,3,1305.0,328.0,0
DL,2580.0,SFO,ATL,1,520.0,271.0,0
XE,5979.0,ORD,FSD,5,762.0,96.0,0
DL,1159.0,ATL,SAT,7,1170.0,163.0,0
OH,6257.0,MSP,CVG,2,535.0,120.0,0
WN,994.0,BHM,DAL,6,1050.0,115.0,0
OO,7011.0,LAX,PDX,7,504.0,141.0,1
WN,3158.0,FLL,JAX,5,685.0,75.0,0
WN,453.0,MDW,BUF,1,1230.0,85.0,1
9E,4371.0,DTW,FWA,5,940.0,51.0,1
CO,292.0,EWR,MCO,1,405.0,174.0,1
AA,812.0,SEA,DFW,3,435.0,235.0,0
OO,6300.0,LAX,PSP,2,510.0,53.0,0
EV,5507.0,CHO,ATL,3,360.0,102.0,1
WN,1380.0,MCO,RSW,6,605.0,50.0,0
CO,397.0,IAH,LAS,4,1045.0,210.0,1
WN,1119.0,OMA,DEN,3,1155.0,100.0,1
UA,660.0,LAS,DEN,2,526.0,119.0,0
MQ,2986.0,DFW,AGS,4,765.0,130.0,1
WN,1932.0,RNO,SLC,6,550.0,80.0,0
DL,1194.0,DTW,CLT,3,1042.0,112.0,1
MQ,4631.0,LGA,RDU,4,625.0,110.0,0
AS,520.0,SEA,BUR,3,940.0,144.0,0
9E,3886.0,DSM,ATL,7,330.0,135.0,0
WN,1599.0,SMF,LAX,2,455.0,80.0,0
FL,464.0,ATL,BWI,5,810.0,104.0,0
AA,1716.0,PHX,DFW,3,585.0,140.0,0
UA,75.0,SFO,HNL,3,759.0,319.0,0
OO,4681.0,EUG,SLC,5,370.0,113.0,0
WN,186.0,BNA,BHM,4,1060.0,50.0,1
UA,412.0,SAT,IAD,5,714.0,201.0,0
AA,1762.0,MIA,ATL,2,935.0,125.0,0
YV,2855.0,PHX,FLG,4,880.0,66.0,0
WN,1279.0,MCO,HOU,1,1125.0,155.0,0
UA,275.0,ORD,MCI,1,1052.0,98.0,0
YV,2605.0,MYR,CLT,2,330.0,62.0,0
OH,6607.0,DTW,GRR,6,940.0,58.0,0
US,638.0,DFW,PHX,3,735.0,162.0,0
DL,1847.0,LGA,ATL,5,600.0,160.0,0
OO,6889.0,BUR,SFO,3,422.0,82.0,1
WN,2904.0,LAX,SFO,2,1185.0,75.0,1
DL,1986.0,ATL,LGA,5,700.0,135.0,1
UA,653.0,PHX,ORD,6,769.0,203.0,0
WN,771.0,LAS,OAK,4,970.0,95.0,1
OO,6420.0,DEN,MAF,4,1174.0,96.0,1
DL,2437.0,ATL,SAT,5,502.0,166.0,0
OH,6311.0,ATL,CRW,4,1231.0,84.0,0
HA,43.0,SJC,HNL,2,540.0,340.0,0
MQ,3604.0,CVG,MIA,3,430.0,170.0,0
OH,6353.0,IAD,CVG,2,1085.0,110.0,0
US,1050.0,CLT,LGA,2,480.0,104.0,1
OH,6632.0,DCA,LEX,4,959.0,103.0,0
US,472.0,PHX,BUR,5,665.0,90.0,1
XE,2134.0,IAH,JAX,5,525.0,115.0,1
HA,387.0,KOA,HNL,6,1088.0,42.0,0
DL,2227.0,ATL,FLL,2,965.0,114.0,1
XE,2972.0,IAH,TUL,6,1180.0,88.0,1
WN,1425.0,BNA,FLL,5,1105.0,130.0,0
YV,2609.0,RDU,CLT,6,676.0,65.0,0
9E,3845.0,AVP,DTW,5,360.0,106.0,0
