Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,target
WN,28.0,ELP,PHX,2,935.0,75.0,1
US,202.0,LAS,PHX,7,400.0,74.0,0
OO,6486.0,DEN,CPR,1,936.0,56.0,0
OH,6565.0,SYR,CVG,4,1029.0,126.0,1
AS,64.0,KTN,SEA,4,1082.0,113.0,0
B6,353.0,JFK,BUR,3,480.0,371.0,1
DL,2801.0,BWI,MSP,6,865.0,166.0,1
B6,112.0,JFK,BUF,3,1370.0,83.0,1
WN,3484.0,SMF,SAN,1,1270.0,80.0,0
EV,5339.0,BTR,ATL,3,623.0,87.0,0
US,192.0,PHX,SAN,6,1270.0,73.0,0
XE,2704.0,MEM,IAH,5,562.0,106.0,1
DL,2978.0,SAN,SLC,3,993.0,108.0,1
XE,2499.0,IAH,ABQ,5,819.0,133.0,0
OO,6451.0,LAX,SMX,6,1355.0,56.0,0
WN,8.0,DAL,MCI,3,555.0,85.0,1
OO,6887.0,DEN,ATW,2,657.0,140.0,1
DL,2441.0,DCA,TPA,3,989.0,142.0,0
9E,3735.0,DTW,ABE,5,1305.0,93.0,0
YV,2671.0,CLT,MEM,7,1052.0,110.0,1
WN,962.0,DEN,SLC,7,1085.0,90.0,1
WN,1662.0,MDW,BNA,2,785.0,85.0,1
AA,785.0,DFW,MSY,6,1305.0,75.0,0
AA,1194.0,MIA,BDL,3,1235.0,175.0,1
OH,6266.0,DCA,BOS,7,595.0,98.0,0
WN,413.0,LAX,BNA,4,775.0,230.0,1
EV,5374.0,CAK,ATL,7,360.0,109.0,0
US,139.0,ANC,PHX,6,450.0,338.0,1
FL,142.0,ATL,DTW,5,1260.0,115.0,1
CO,1717.0,IAH,SAN,6,1260.0,203.0,0
FL,790.0,STL,ATL,6,608.0,89.0,0
WN,1943.0,STL,MSP,7,1005.0,90.0,1
AA,787.0,LGA,DFW,7,1130.0,245.0,0
CO,1507.0,TPA,IAH,5,550.0,138.0,0
OO,6316.0,ONT,SFO,1,580.0,85.0,1
DL,18.0,DTW,LGA,4,845.0,111.0,1
WN,48.0,HOU,DAL,5,1080.0,60.0,1
OO,6349.0,RDM,PDX,2,725.0,45.0,1
UA,279.0,ORD,DEN,6,680.0,164.0,1
DL,2696.0,MIA,DCA,4,1115.0,142.0,0
WN,617.0,MDW,MCI,3,1185.0,90.0,1
FL,355.0,LGA,ATL,6,794.0,155.0,0
US,309.0,CLT,PHX,5,1195.0,280.0,0
WN,404.0,MSY,HOU,4,1245.0,70.0,1
AS,630.0,SEA,PHX,7,615.0,170.0,1
AA,1712.0,ONT,DFW,5,695.0,170.0,0
XE,2592.0,IND,CLE,3,810.0,62.0,0
YV,7267.0,PWM,ORD,3,420.0,177.0,0
WN,979.0,MSY,HOU,1,420.0,75.0,0
OO,7755.0,SLC,CDC,1,459.0,72.0,1
OO,6419.0,SEA,PDX,3,514.0,48.0,0
9E,4390.0,CID,DTW,6,380.0,108.0,0
EV,5177.0,CHA,ATL,7,930.0,55.0,1
OO,6744.0,LAX,PDX,1,1280.0,141.0,1
US,396.0,LAS,PHX,2,1180.0,68.0,0
MQ,3980.0,ORD,ICT,6,875.0,120.0,1
EV,7111.0,IAD,JFK,7,501.0,74.0,1
YV,2631.0,CLT,SAV,5,564.0,64.0,1
AA,1203.0,DFW,SEA,5,1135.0,260.0,1
YV,1038.0,HNL,KOA,5,915.0,40.0,1
YV,2691.0,CLT,SDF,3,1345.0,89.0,0
UA,712.0,LAX,SFO,4,1220.0,84.0,0
WN,2099.0,AUS,LAX,5,1075.0,205.0,1
FL,1203.0,MDW,RSW,6,834.0,164.0,1
CO,1585.0,MFE,IAH,6,350.0,62.0,0
CO,1448.0,IAH,FLL,4,640.0,147.0,1
CO,394.0,LAX,IAH,7,660.0,189.0,1
UA,67.0,LAX,LIH,2,516.0,365.0,1
WN,446.0,PHX,ABQ,4,1245.0,65.0,1
9E,4081.0,MEM,BHM,4,1180.0,63.0,1
WN,1852.0,PHL,BOS,2,425.0,85.0,0
B6,134.0,RSW,JFK,5,562.0,158.0,0
OO,7760.0,EKO,SLC,6,844.0,71.0,1
MQ,4594.0,RDU,LGA,5,760.0,100.0,0
9E,4108.0,ATW,MSP,6,360.0,77.0,0
WN,2672.0,BWI,PVD,7,1155.0,70.0,1
MQ,4669.0,LGA,ATL,1,930.0,165.0,1
FL,402.0,ATL,IND,4,615.0,97.0,0
WN,1264.0,BUR,LAS,7,475.0,60.0,1
CO,266.0,ANC,SEA,6,120.0,200.0,1
CO,1626.0,EWR,SAN,5,525.0,373.0,1
9E,3669.0,MEM,IAH,1,560.0,120.0,0
UA,292.0,SFO,MCO,5,913.0,315.0,0
XE,2419.0,CLT,CLE,1,385.0,92.0,0
CO,1047.0,ORD,IAH,2,915.0,172.0,0
MQ,3074.0,LAX,RNO,1,365.0,90.0,1
WN,907.0,SAT,BWI,3,650.0,190.0,1
OH,6283.0,DTW,CVG,1,935.0,79.0,0
AA,788.0,MIA,STX,1,775.0,155.0,0
WN,2177.0,BUF,FLL,5,645.0,190.0,1
WN,1599.0,LAX,STL,2,560.0,205.0,1
HA,47.0,OAK,HNL,7,535.0,335.0,0
OO,6603.0,ONT,SFO,3,430.0,85.0,0
OO,4576.0,PHX,SLC,3,1150.0,103.0,1
WN,845.0,LAS,SAN,3,790.0,65.0,1
WN,3419.0,TPA,PHL,4,1105.0,150.0,1
MQ,3603.0,MIA,CHS,6,1275.0,100.0,0
FL,1150.0,IND,RSW,5,454.0,156.0,0
DL,1819.0,DTW,LAX,5,1195.0,315.0,0
MQ,4296.0,ORD,BWI,7,655.0,115.0,0
DL,2047.0,LGA,ATL,6,480.0,161.0,0
B6,43.0,JFK,MCO,2,967.0,183.0,0
FL,856.0,MCO,ATL,4,1191.0,94.0,1
OH,6318.0,CVG,GSO,2,915.0,77.0,0
WN,702.0,MSY,HOU,2,1045.0,75.0,1
FL,537.0,MEM,ATL,2,597.0,71.0,1
AA,1786.0,TPA,JFK,3,800.0,160.0,1
AA,1635.0,JFK,SJU,5,905.0,250.0,0
CO,1435.0,EWR,PHX,6,705.0,332.0,0
US,1770.0,CLT,BOS,4,860.0,120.0,0
WN,1025.0,DEN,LAS,5,425.0,125.0,0
OO,6996.0,CVG,DEN,1,986.0,194.0,0
MQ,4523.0,BOS,LGA,5,990.0,80.0,0
WN,502.0,MCI,BNA,1,805.0,85.0,0
MQ,2975.0,DFW,ABI,7,975.0,50.0,1
WN,1627.0,BNA,MDW,6,900.0,90.0,0
CO,1445.0,CLE,IAH,1,1255.0,191.0,1
AS,67.0,JNU,ANC,4,1210.0,106.0,0
WN,2077.0,PHX,OAK,5,1170.0,125.0,1
AA,1521.0,ORD,TUS,4,1155.0,225.0,1
OO,6450.0,SFO,BUR,4,1140.0,69.0,0
OO,7759.0,SLC,EKO,4,470.0,65.0,1
UA,733.0,DEN,SFO,1,824.0,165.0,1
OH,6284.0,MDT,DTW,2,365.0,107.0,0
AA,564.0,SFO,DFW,5,905.0,205.0,1
UA,418.0,SAN,DEN,7,434.0,147.0,0
CO,1630.0,IAH,PBI,1,805.0,139.0,0
DL,2283.0,CAE,ATL,5,385.0,78.0,0
AS,52.0,FAI,ANC,6,1340.0,56.0,1
MQ,2791.0,DFW,GPT,5,540.0,90.0,0
XE,3057.0,VPS,IAH,1,895.0,118.0,1
EV,5267.0,ATL,TRI,5,1050.0,62.0,0
DL,1187.0,DTW,ATL,5,450.0,141.0,1
DL,734.0,ATL,RDU,4,595.0,96.0,1
CO,555.0,CLE,SFO,5,535.0,324.0,0
UA,184.0,SFO,PHL,1,547.0,335.0,1
XE,2520.0,IAH,CVG,4,655.0,136.0,0
OO,6852.0,ACV,SFO,7,1082.0,78.0,1
DL,1129.0,SRQ,ATL,2,1149.0,103.0,0
AA,1358.0,ORD,BOS,4,1340.0,130.0,0
CO,63.0,EWR,IAH,5,1045.0,250.0,0
DL,1561.0,PHL,ATL,6,840.0,147.0,0
WN,3240.0,LAS,DEN,4,815.0,110.0,1
WN,282.0,LAX,ELP,1,1000.0,110.0,1
FL,810.0,BOS,BWI,3,990.0,85.0,0
UA,241.0,ORD,SEA,5,732.0,276.0,1
DL,2126.0,FLL,ATL,1,685.0,115.0,0
US,511.0,SNA,PHX,4,406.0,88.0,0
WN,863.0,MSY,HOU,1,385.0,75.0,1
MQ,3206.0,GGG,DFW,2,675.0,55.0,0
WN,180.0,RDU,TPA,4,505.0,110.0,0
OO,4588.0,SFO,SLC,1,1000.0,109.0,1
FL,443.0,FLL,MKE,6,833.0,198.0,0
WN,1316.0,SJC,LAX,5,665.0,70.0,1
OO,6300.0,FAT,LAX,2,360.0,59.0,0
FL,1484.0,MCO,DTW,1,598.0,157.0,0
US,583.0,DFW,PHX,2,500.0,172.0,0
AA,1448.0,ORD,DCA,2,640.0,105.0,1
UA,52.0,KOA,LAX,2,857.0,323.0,0
MQ,2940.0,ABI,DFW,6,395.0,50.0,1
UA,916.0,SEA,IAD,1,470.0,296.0,1
WN,2532.0,PHX,DEN,3,980.0,105.0,1
DL,2186.0,ATL,LGA,2,820.0,140.0,1
OO,4636.0,MSP,FAR,1,1165.0,65.0,1
DL,1021.0,ALB,ATL,4,758.0,167.0,1
WN,2134.0,LAS,MDW,5,950.0,215.0,1
UA,247.0,LAS,DEN,3,792.0,114.0,0
AA,1843.0,BOS,ORD,6,360.0,175.0,0
UA,520.0,MSP,ORD,4,360.0,84.0,0
EV,5020.0,CAK,ATL,4,1101.0,115.0,1
EV,5541.0,MEM,MGM,1,555.0,68.0,0
FL,202.0,CAK,ATL,4,670.0,87.0,1
WN,1133.0,MAF,DAL,3,640.0,70.0,0
XE,2223.0,IAH,CRP,6,779.0,54.0,0
AA,1546.0,SNA,DFW,3,1015.0,165.0,0
YV,2643.0,MDT,CLT,4,1191.0,93.0,0
B6,778.0,LAS,BOS,6,1409.0,293.0,0
EV,7125.0,MHT,IAD,1,860.0,110.0,1
DL,2337.0,BWI,DTW,5,450.0,102.0,0
OH,6647.0,BOS,DCA,7,755.0,110.0,0
UA,56.0,SFO,EWR,2,1350.0,325.0,0
YV,1002.0,OGG,HNL,4,480.0,32.0,0
WN,1097.0,ISP,MCO,2,640.0,170.0,1
US,592.0,PHX,MCI,4,795.0,152.0,0
AA,604.0,DFW,SDF,1,720.0,125.0,1
OO,7762.0,SLC,EKO,1,1315.0,72.0,0
CO,1086.0,IAH,MCO,1,960.0,139.0,1
EV,5520.0,ATL,AGS,2,1242.0,56.0,1
9E,3729.0,DTW,GSP,7,1160.0,104.0,1
DL,315.0,ATL,MCI,7,790.0,130.0,0
CO,410.0,IAH,EWR,6,1250.0,192.0,1
FL,509.0,MKE,LGA,3,904.0,134.0,1
UA,625.0,DCA,ORD,5,993.0,132.0,1
US,1983.0,BOS,CLT,2,300.0,135.0,0
OO,6378.0,SBA,SFO,2,510.0,80.0,0
WN,1957.0,MCI,LAX,7,570.0,230.0,1
OO,4699.0,MSP,RAP,2,685.0,105.0,1
OO,6877.0,DEN,SGF,7,984.0,97.0,1
WN,24.0,RDU,MCO,2,460.0,105.0,0
UA,82.0,LAX,JFK,4,1360.0,320.0,0
CO,52.0,IAH,LAX,7,465.0,221.0,1
WN,1050.0,FLL,RDU,1,685.0,125.0,1
AA,1938.0,MIA,TPA,4,715.0,60.0,0
UA,900.0,SAN,SFO,7,628.0,98.0,1
WN,570.0,LAS,CMH,2,1045.0,230.0,1
MQ,3364.0,TLH,DFW,5,1020.0,150.0,1
AA,1822.0,DFW,DAY,5,875.0,130.0,0
YV,7259.0,SBN,ORD,6,330.0,48.0,0
AS,153.0,ANC,OTZ,3,1035.0,94.0,1
US,612.0,PHX,ATL,3,795.0,215.0,1
B6,75.0,SYR,JFK,6,1013.0,85.0,0
FL,342.0,ATL,PHL,3,961.0,123.0,0
F9,366.0,DEN,MKE,6,400.0,133.0,0
WN,534.0,TUL,DAL,7,1225.0,60.0,1
OO,4672.0,BUR,SLC,2,430.0,114.0,0
AA,2417.0,DFW,LAX,3,640.0,205.0,0
XE,2883.0,BOS,CLE,1,830.0,122.0,0
WN,667.0,TPA,JAX,3,710.0,50.0,1
DL,1911.0,IAD,ATL,3,875.0,120.0,1
WN,1921.0,BHM,BNA,3,570.0,50.0,0
B6,711.0,JFK,LAS,3,615.0,344.0,0
AA,2058.0,DFW,SJU,7,795.0,265.0,1
WN,1023.0,OAK,ABQ,1,505.0,135.0,1
DL,132.0,SFO,JFK,4,390.0,329.0,0
CO,196.0,LAS,IAH,4,405.0,171.0,0
WN,2037.0,MDW,DTW,5,810.0,75.0,1
XE,2282.0,ELP,IAH,6,520.0,113.0,0
XE,2575.0,MSP,IAH,7,1000.0,177.0,1
DL,1928.0,MCO,DTW,2,615.0,159.0,1
AA,2559.0,EWR,DFW,5,900.0,245.0,1
CO,190.0,IAH,MIA,3,1145.0,143.0,1
WN,1082.0,BWI,PVD,5,430.0,70.0,0
XE,2735.0,LRD,IAH,6,660.0,67.0,0
WN,1747.0,HOU,MDW,3,695.0,145.0,1
EV,7129.0,BTV,IAD,5,1152.0,101.0,0
B6,1133.0,SYR,JFK,7,360.0,85.0,0
MQ,2870.0,HOU,DFW,6,1105.0,70.0,0
FL,311.0,CLT,ATL,5,400.0,84.0,0
DL,1753.0,BWI,MSP,3,530.0,162.0,1
OO,6977.0,ACV,SMF,6,1155.0,57.0,0
DL,2925.0,MSP,GEG,3,1060.0,188.0,1
AA,374.0,TUS,ORD,4,410.0,205.0,0
WN,3865.0,PHX,ONT,1,1260.0,70.0,1
UA,529.0,DEN,MCI,6,965.0,90.0,0
FL,619.0,MSY,MKE,5,920.0,135.0,0
WN,741.0,SFO,DEN,4,575.0,150.0,0
MQ,4299.0,BUF,ORD,3,690.0,115.0,0
WN,1234.0,PDX,OAK,2,615.0,100.0,0
HA,348.0,HNL,KOA,6,851.0,44.0,1
US,209.0,SMF,PHX,3,971.0,106.0,1
WN,1070.0,STL,MDW,1,590.0,60.0,1
UA,923.0,IAD,DEN,4,892.0,242.0,0
WN,1155.0,ONT,PHX,1,375.0,70.0,0
EV,7093.0,LGA,IAD,7,365.0,76.0,1
EV,4967.0,BMI,ATL,1,1120.0,105.0,0
DL,1227.0,ATL,BNA,1,505.0,77.0,0
EV,7077.0,IAD,BOS,2,872.0,89.0,1
YV,2935.0,SNA,PHX,3,1070.0,81.0,0
OH,6439.0,CVG,IAH,6,990.0,173.0,0
US,149.0,PHX,CMH,7,635.0,212.0,0
WN,2277.0,HOU,DEN,6,450.0,155.0,1
9E,3915.0,BTV,JFK,3,680.0,95.0,0
XE,2386.0,IAH,GSO,6,602.0,136.0,0
WN,3485.0,BNA,MCO,2,465.0,110.0,0
UA,300.0,DEN,DSM,6,755.0,99.0,0
WN,1418.0,CMH,MDW,5,535.0,70.0,0
FL,1453.0,PBI,HPN,3,767.0,163.0,0
XE,3021.0,EWR,DCA,2,1020.0,72.0,1
DL,1124.0,LAX,SFO,4,425.0,82.0,0
UA,69.0,DEN,LAX,2,835.0,154.0,0
US,1456.0,DCA,MCO,4,615.0,142.0,1
OO,4488.0,GEG,SLC,7,605.0,96.0,1
WN,791.0,PHL,PHX,5,840.0,340.0,1
MQ,2884.0,XNA,DFW,6,775.0,75.0,1
B6,562.0,FLL,SWF,5,1165.0,171.0,1
OO,6523.0,PHX,LAX,1,345.0,85.0,0
WN,973.0,SJC,DEN,2,400.0,145.0,0
EV,5310.0,ATL,AUS,2,515.0,164.0,1
AA,301.0,LGA,ORD,4,370.0,160.0,0
OO,4681.0,EUG,SLC,3,370.0,117.0,0
DL,1696.0,ATL,BDL,4,577.0,149.0,0
XE,2173.0,EWR,GSO,3,1200.0,110.0,0
WN,840.0,BWI,TPA,5,1175.0,155.0,0
MQ,4275.0,MSN,ORD,7,360.0,55.0,0
WN,2292.0,CMH,TPA,3,705.0,135.0,1
DL,1296.0,EYW,ATL,2,1055.0,124.0,1
US,308.0,ATL,CLT,1,430.0,75.0,0
AS,730.0,SEA,IAH,4,680.0,250.0,1
WN,755.0,PVD,BWI,2,500.0,80.0,1
AA,1247.0,ORD,LAX,5,680.0,265.0,1
MQ,3322.0,GSO,DFW,4,390.0,200.0,1
WN,1362.0,SMF,DEN,2,1120.0,140.0,1
OO,6298.0,SFO,ACV,4,649.0,79.0,1
OH,6265.0,DTW,ROC,4,825.0,80.0,0
US,901.0,IND,PHX,5,1255.0,236.0,1
DL,2317.0,DTW,LAS,7,715.0,272.0,1
OO,6349.0,RDM,PDX,7,725.0,45.0,1
XE,2352.0,OMA,IAH,4,655.0,140.0,0
WN,1440.0,MDW,OAK,7,910.0,300.0,1
9E,3678.0,MEM,BNA,2,1140.0,62.0,0
YV,2651.0,PHX,BFL,1,660.0,93.0,0
AS,221.0,SFO,SEA,3,1245.0,122.0,1
XE,2562.0,IAH,DAL,1,1050.0,61.0,1
OO,6709.0,DEN,MRY,1,1113.0,160.0,0
AA,1221.0,MCO,ORD,1,1140.0,175.0,0
WN,2022.0,LAX,HOU,7,755.0,190.0,1
HA,106.0,HNL,OGG,7,317.0,36.0,0
WN,675.0,MCI,PDX,4,775.0,245.0,1
MQ,3909.0,TYS,ORD,5,925.0,110.0,1
OO,6357.0,DEN,EGE,2,1300.0,46.0,0
FL,335.0,PHL,ATL,3,706.0,138.0,0
UA,755.0,MCO,IAD,7,540.0,131.0,0
OO,6297.0,BIL,DEN,3,1167.0,92.0,0
FL,236.0,RIC,ATL,4,957.0,102.0,0
DL,1812.0,ATL,ORD,1,1290.0,127.0,0
HA,376.0,LIH,HNL,6,1195.0,30.0,1
WN,368.0,SDF,BWI,3,445.0,90.0,1
WN,169.0,OMA,MDW,3,1110.0,85.0,1
WN,2990.0,SAN,MCI,3,425.0,190.0,1
CO,1535.0,EWR,PHX,2,405.0,340.0,0
F9,868.0,PHX,DEN,2,465.0,105.0,0
UA,551.0,ORD,LAS,4,720.0,249.0,0
B6,844.0,FLL,IAD,5,1066.0,145.0,0
OO,4787.0,LAX,SAN,4,965.0,45.0,1
XE,2670.0,STL,EWR,7,705.0,140.0,0
B6,1222.0,RDU,BOS,1,535.0,100.0,0
DL,1914.0,BOI,SLC,4,920.0,65.0,0
WN,670.0,SAN,PHX,4,900.0,70.0,1
OO,4699.0,MSP,RAP,6,685.0,105.0,0
OO,3072.0,MKE,STL,1,645.0,74.0,1
OO,6660.0,COS,LAX,7,687.0,149.0,0
YV,1065.0,OGG,HNL,1,925.0,32.0,0
DL,2552.0,TPA,LGA,3,1139.0,159.0,1
WN,1922.0,LAS,SJC,6,935.0,85.0,1
OO,6417.0,SMX,LAX,5,693.0,57.0,0
AA,1789.0,DFW,SAN,3,535.0,190.0,1
OO,4486.0,SLC,DEN,3,920.0,88.0,1
OO,4509.0,LAX,SAN,7,810.0,47.0,0
UA,830.0,SFO,ORD,5,690.0,251.0,0
WN,525.0,MCI,MDW,5,1100.0,80.0,1
MQ,3453.0,DFW,MKE,4,560.0,135.0,0
B6,306.0,LGB,IAD,5,540.0,278.0,0
YV,1007.0,HNL,KOA,1,1170.0,40.0,0
US,1108.0,ORD,PHX,6,1210.0,227.0,0
AA,2448.0,LAX,DFW,2,825.0,180.0,1
DL,1121.0,SLC,DTW,6,670.0,210.0,0
DL,1592.0,SAN,ATL,3,385.0,249.0,0
AA,1380.0,DFW,IND,5,950.0,120.0,1
US,1406.0,PHL,BOS,5,1230.0,73.0,1
YV,2865.0,FLG,PHX,3,770.0,65.0,0
MQ,2713.0,DFW,JAN,5,645.0,75.0,0
WN,1025.0,PHX,ELP,1,500.0,70.0,0
AA,1069.0,RDU,DFW,5,1120.0,190.0,0
AA,785.0,DFW,MSY,4,1305.0,75.0,1
US,1890.0,CLT,EWR,1,1090.0,118.0,1
US,75.0,JFK,PHX,3,599.0,338.0,0
F9,327.0,BOS,MKE,2,1055.0,164.0,1
AA,1032.0,ONT,DFW,2,370.0,180.0,0
FL,442.0,MKE,FLL,6,460.0,195.0,0
XE,2340.0,IAH,PIT,3,635.0,163.0,0
UA,779.0,DEN,LAS,1,1167.0,126.0,1
UA,479.0,SFO,SEA,1,1259.0,133.0,1
DL,1637.0,BWI,DTW,2,1110.0,104.0,0
XE,3002.0,IAH,BNA,5,625.0,108.0,0
OH,6306.0,DTW,DSM,5,935.0,117.0,1
DL,2221.0,MSP,LAX,4,1310.0,236.0,1
OO,3045.0,MKE,PIT,5,470.0,86.0,1
US,143.0,SFO,PHX,5,935.0,115.0,0
MQ,3615.0,MIA,CLE,3,520.0,170.0,1
EV,5436.0,MLU,MEM,1,1030.0,54.0,1
OO,4749.0,SLC,ONT,7,913.0,98.0,0
FL,1629.0,PHL,MCO,5,773.0,167.0,0
AA,1304.0,DFW,ATL,2,1150.0,120.0,0
DL,2166.0,MKE,ATL,7,410.0,134.0,0
MQ,4290.0,BNA,ORD,5,660.0,95.0,0
9E,4279.0,MEM,AMA,3,1185.0,126.0,0
XE,2711.0,CLE,LGA,3,515.0,84.0,0
UA,739.0,MCO,DEN,2,430.0,256.0,0
OO,4755.0,CLE,MSP,4,760.0,125.0,0
OO,6410.0,RNO,SFO,5,838.0,67.0,0
MQ,3079.0,LAX,SAN,7,1185.0,45.0,0
UA,988.0,DEN,LAX,7,492.0,149.0,0
WN,490.0,MDW,HOU,1,1025.0,170.0,1
DL,2604.0,LAX,SLC,6,984.0,111.0,1
EV,5194.0,MEI,ATL,3,370.0,70.0,0
UA,301.0,DEN,LAS,1,705.0,122.0,1
YV,2601.0,CLE,CLT,3,390.0,102.0,0
MQ,3944.0,JFK,BWI,2,1049.0,76.0,0
EV,5213.0,MEM,XNA,4,1175.0,72.0,0
HA,16.0,HNL,SAN,3,790.0,325.0,1
MQ,4490.0,BOS,LGA,2,1145.0,85.0,0
DL,1217.0,DTW,LAS,3,1055.0,270.0,0
CO,151.0,RDU,IAH,1,360.0,187.0,1
WN,723.0,BWI,RDU,5,1000.0,65.0,1
XE,2265.0,BTR,IAH,5,540.0,74.0,0
YV,2944.0,AUS,CLT,6,425.0,157.0,0
WN,912.0,MCO,PVD,3,1185.0,155.0,1
OO,6977.0,CEC,ACV,1,1110.0,29.0,1
AA,203.0,MIA,LAX,1,885.0,350.0,0
OO,6333.0,SAN,LAX,5,894.0,42.0,0
9E,4321.0,GPT,MEM,2,985.0,84.0,0
EV,5313.0,EWN,ATL,3,360.0,98.0,0
B6,396.0,MCO,LGA,6,1155.0,148.0,1
DL,2023.0,BOS,DTW,5,537.0,148.0,1
DL,2318.0,MCO,ATL,3,810.0,96.0,0
CO,1855.0,CLE,RSW,5,860.0,169.0,0
AA,832.0,DFW,MCI,7,670.0,90.0,0
OO,6665.0,DEN,EUG,7,1104.0,171.0,0
OO,6823.0,BUR,DEN,2,440.0,136.0,0
MQ,3485.0,DFW,LIT,7,600.0,65.0,0
FL,1032.0,PIT,RSW,1,510.0,189.0,0
UA,784.0,DEN,MCI,1,1054.0,103.0,0
EV,5343.0,ATL,OKC,5,500.0,147.0,0
YV,2635.0,CLT,MCI,7,470.0,162.0,0
OO,7809.0,SLC,SUN,5,815.0,71.0,0
US,210.0,PHX,ABQ,2,1365.0,64.0,0
9E,3787.0,ATL,ORD,2,500.0,149.0,1
WN,1663.0,TPA,PHL,4,445.0,150.0,0
WN,454.0,BNA,MDW,4,700.0,90.0,0
FL,226.0,MKE,LAS,4,1075.0,250.0,0
WN,2594.0,IAD,DEN,6,980.0,240.0,1
AA,1767.0,DFW,PSP,4,770.0,190.0,0
AA,658.0,DFW,DAY,1,1145.0,130.0,0
