P1,P5p1,P6p2,P11p4,P14p9,P15p1,P15p3,P16p2,P18p2,P27p4,H2p2,H8p2,H10p1,H13p1,H18pA,H40p4,target
328.0,0.506098,0.02439,0.170732,0.098765,0.875,0.0,0.715385,0.0,0.030769,0.127517,0.023077,1.0,0.281879,0.162162,0.0,N
1243.0,0.4642,0.0,0.67498,0.142643,0.88576,0.0,0.785824,0.0,0.004623,0.097357,0.0,1.0,0.062587,0.068182,0.5,P
3071.0,0.473461,0.001628,0.169,0.128633,0.861934,0.0,0.700669,0.011706,0.038462,0.095994,0.000836,0.994147,0.266062,0.091106,0.714286,N
6687.0,0.483775,0.048153,0.148348,0.10226,0.820697,0.00344,0.645421,0.001465,0.058242,0.03054,0.043956,0.958608,0.414773,0.047146,0.894737,P
1283.0,0.480904,0.003118,0.356976,0.153153,0.826968,0.0,0.679339,0.003306,0.036364,0.323266,0.001653,0.991736,0.534676,0.126437,0.3125,P
657.0,0.512938,0.0,0.161339,0.096875,0.913242,0.0,0.782609,0.0,0.007905,0.041667,0.0,1.0,0.17803,0.03125,1.0,N
461.0,0.470716,0.0,0.184382,0.090164,0.928417,0.0,0.825581,0.0,0.011628,0.044444,0.0,0.982558,0.011111,0.0,0.5,P
71742.0,0.473098,0.014009,0.20918,0.147033,0.836999,0.01327,0.679591,0.001722,0.038945,0.031934,0.010709,0.950277,0.334445,0.056322,0.537143,P
1879.0,0.441724,0.006386,0.195317,0.187798,0.837147,0.035125,0.712401,0.002639,0.025066,0.102959,0.005277,0.996042,0.35858,0.065455,0.5,N
370.0,0.486487,0.0,0.22973,0.121053,0.843243,0.0,0.678788,0.006061,0.024242,0.093407,0.0,1.0,0.296703,0.017857,0.0,N
26037.0,0.476668,0.013404,0.143757,0.100029,0.808234,0.017014,0.663742,0.004917,0.079341,0.025826,0.012243,0.982358,0.323629,0.056851,0.170732,P
27256.0,0.446837,0.208871,0.221749,0.186111,0.782213,0.032763,0.613467,0.002509,0.02936,0.090875,0.184944,0.99565,0.406008,0.058673,0.566845,N
1955.0,0.468031,0.44399,0.141688,0.140385,0.857289,0.0,0.705506,0.011524,0.038412,0.081177,0.379001,1.0,0.422353,0.126394,0.75,N
87425.0,0.477083,0.437632,0.113377,0.092812,0.83197,0.013086,0.665639,0.004061,0.0622,0.051633,0.417601,0.895233,0.449351,0.123013,0.406504,P
410.0,0.45122,0.004878,0.146342,0.133333,0.887805,0.0,0.757396,0.011834,0.011834,0.086487,0.0,0.982249,0.194595,0.096154,0.666667,P
8040.0,0.506965,0.02301,0.116667,0.080727,0.884328,0.0,0.754853,0.005032,0.066499,0.023517,0.020129,0.822071,0.362232,0.15514,0.227273,P
87.0,0.632184,0.0,0.068966,0.0625,0.850575,0.0,0.666667,0.033333,0.1,0.0625,0.0,1.0,0.21875,0.076923,0.0,N
543.0,0.497238,0.0,0.130755,0.117216,0.871087,0.0,0.713636,0.0,0.027273,0.083333,0.0,1.0,0.4875,0.123596,0.0,N
624.0,0.445513,0.501603,0.206731,0.219653,0.820513,0.0,0.623134,0.0,0.029851,0.115512,0.425373,1.0,0.264026,0.076923,0.75,N
64.0,0.53125,0.0,0.140625,0.1,0.9375,0.0,0.8,0.0,0.0,0.0,0.0,0.95,0.15,0.0,0.0,N
946.0,0.477801,0.0,0.041226,0.058705,0.984144,0.0,0.945,0.0,0.015,0.082569,0.0,0.995,0.307339,0.333333,0.0,N
2802.0,0.499643,0.057816,0.087081,0.084166,0.896859,0.0,0.76618,0.002088,0.048017,0.062622,0.046973,0.953027,0.259296,0.110448,0.380952,P
2540.0,0.461417,0.000394,0.227165,0.171053,0.821654,0.05,0.681308,0.0,0.012257,0.042074,0.0,0.997957,0.290607,0.088372,0.615385,N
16023.0,0.478812,0.137927,0.150284,0.102742,0.859889,0.019597,0.750492,0.004921,0.052329,0.066891,0.112697,0.980479,0.203276,0.082222,0.236842,P
235.0,0.506383,0.0,0.114894,0.051724,0.876596,0.0,0.777778,0.011111,0.077778,0.021739,0.0,1.0,0.206522,0.083333,0.0,N
186.0,0.478495,0.0,0.069893,0.082474,0.908602,0.0,0.757576,0.0,0.015152,0.029412,0.0,1.0,0.367647,0.0,0.0,P
3478.0,0.481599,0.001725,0.160725,0.104825,0.874066,0.006038,0.742524,0.004376,0.035011,0.029037,0.000729,0.997082,0.184844,0.067669,0.545455,P
645.0,0.511628,0.0,0.068217,0.034921,0.922481,0.0,0.847926,0.018433,0.041475,0.121458,0.0,0.944701,0.202429,0.058824,0.625,P
86874.0,0.489076,0.02232,0.103875,0.065719,0.806789,0.00655,0.653681,0.00316,0.086559,0.044672,0.020304,0.980786,0.32978,0.048929,0.164706,P
4368.0,0.492445,0.000687,0.163004,0.124042,0.769231,0.037317,0.621858,0.003825,0.071585,0.189907,0.001639,0.989071,0.487384,0.065163,0.25,N
117.0,0.521368,0.0,0.264957,0.178571,0.871795,0.0,0.693878,0.0,0.0,0.109091,0.0,1.0,0.272727,0.142857,1.0,N
467.0,0.48394,0.012848,0.085653,0.070539,0.807281,0.0,0.632353,0.0,0.068628,0.033175,0.014706,0.990196,0.222749,0.0,0.4,P
8017.0,0.499189,0.016216,0.114382,0.047074,0.902333,0.0,0.802559,0.004841,0.054288,0.182589,0.016252,0.99343,0.152063,0.126263,0.37037,P
2182.0,0.508708,0.005041,0.057745,0.037313,0.892759,0.0,0.796855,0.006553,0.081258,0.023047,0.006553,0.990826,0.180538,0.083333,0.666667,P
29337.0,0.503085,0.042779,0.028496,0.029565,0.86563,0.000648,0.752538,0.004336,0.096088,0.077965,0.040603,0.972898,0.193821,0.080323,0.153374,P
8972.0,0.489857,0.001449,0.167744,0.119074,0.815426,0.012706,0.645976,0.006592,0.052458,0.083564,0.001373,0.98407,0.339542,0.086648,0.565217,N
9431.0,0.492949,0.004772,0.119394,0.052698,0.928534,0.003075,0.83404,0.000909,0.024833,0.031672,0.005451,0.992126,0.093842,0.032468,0.435897,P
2640.0,0.468561,0.111742,0.203788,0.181041,0.854924,0.027652,0.706949,0.0,0.014099,0.113393,0.102719,0.93857,0.383036,0.128713,0.807692,N
1752.0,0.490868,0.014269,0.195206,0.075112,0.898402,0.011416,0.817252,0.002924,0.03655,0.112841,0.010234,0.976608,0.315175,0.132076,0.458333,P
10358.0,0.445742,0.008689,0.359529,0.182721,0.801892,0.011103,0.642679,0.001244,0.035463,0.380445,0.006429,0.990046,0.280226,0.064771,0.551471,P
170.0,0.488235,0.0,0.264706,0.16092,0.876471,0.0,0.704225,0.0,0.0,0.077922,0.0,1.0,0.454546,0.222222,0.0,N
2154.0,0.5065,0.012999,0.023213,0.024459,0.95961,0.0,0.908192,0.001412,0.028249,0.058511,0.012712,0.998588,0.015957,0.058824,0.517241,P
538.0,0.488848,0.0,0.17658,0.12,0.828996,0.003718,0.657778,0.008889,0.044444,0.081633,0.0,0.986667,0.465306,0.098361,1.0,N
3190.0,0.469279,0.0,0.20627,0.153574,0.895925,0.0,0.744856,0.001646,0.014815,0.0625,0.0,0.998354,0.194444,0.106195,1.0,N
6251.0,0.452248,0.442969,0.181731,0.126752,0.788994,0.0,0.585526,0.002193,0.058845,0.105298,0.352705,0.925439,0.611184,0.051262,0.27451,P
405.0,0.523457,0.0,0.076543,0.082902,0.809877,0.054321,0.762963,0.014815,0.088889,0.021739,0.0,1.0,0.173913,0.090909,0.0,P
1934.0,0.479318,0.001034,0.220786,0.143992,0.831955,0.0,0.648391,0.004768,0.026222,0.107447,0.0,1.0,0.260638,0.032468,0.583333,N
4621.0,0.470894,0.000216,0.172257,0.13865,0.861502,0.021424,0.728321,0.001098,0.022503,0.027229,0.0,0.998354,0.271757,0.048093,0.416667,P
2051.0,0.501707,0.050707,0.104339,0.087084,0.921502,0.0,0.813922,0.005355,0.021419,0.058008,0.053548,0.997323,0.249685,0.089041,0.888889,P
25609.0,0.494006,0.019798,0.079503,0.060272,0.921043,0.0,0.80975,0.001985,0.028455,0.023899,0.020514,0.995809,0.15513,0.060086,0.560976,P
808.0,0.480198,0.001238,0.230198,0.142857,0.803218,0.0,0.631868,0.010989,0.041209,0.069054,0.002747,1.0,0.230179,0.069565,0.714286,N
216.0,0.462963,0.0,0.152778,0.103448,0.875,0.0,0.710843,0.012048,0.012048,0.278261,0.0,1.0,0.252174,0.1875,0.0,N
9828.0,0.492267,0.059015,0.039072,0.025651,0.927147,0.0,0.839847,0.002057,0.04261,0.136075,0.057009,0.906259,0.073115,0.192488,0.126482,P
881.0,0.45857,0.392736,0.245176,0.226415,0.803632,0.066969,0.668675,0.0,0.012048,0.15736,0.346386,0.987952,0.446701,0.095238,1.0,N
2377.0,0.483803,0.003366,0.151031,0.127139,0.798065,0.03029,0.63354,0.011387,0.042443,0.068467,0.003106,0.993789,0.327869,0.049763,0.375,N
550.0,0.489091,0.02,0.112727,0.085409,0.861818,0.0,0.716895,0.009132,0.054795,0.039474,0.018265,0.995434,0.263158,0.123077,0.0,N
2242.0,0.452275,0.000446,0.181534,0.157981,0.843443,0.007583,0.674661,0.003128,0.020855,0.099531,0.0,0.997915,0.35493,0.053292,0.578947,N
70.0,0.442857,0.0,0.185714,0.102564,0.9,0.0,0.785714,0.0,0.035714,0.2,0.0,1.0,0.2,0.25,1.0,N
48404.0,0.490765,0.02944,0.138976,0.096312,0.728741,0.03008,0.579798,0.005075,0.112146,0.039926,0.024932,0.912442,0.442831,0.08539,0.232932,P
2809.0,0.482378,0.008544,0.174795,0.1011,0.783197,0.002492,0.629442,0.002538,0.106599,0.125093,0.005922,0.972927,0.259067,0.078431,0.444444,P
1310.0,0.480916,0.025954,0.085496,0.057353,0.60458,0.307634,0.713864,0.00295,0.038348,0.04507,0.00295,0.99705,0.250704,0.110236,0.25,P
4488.0,0.48418,0.002897,0.16377,0.104968,0.909314,0.002897,0.799623,0.000628,0.040201,0.035736,0.001884,0.973618,0.104785,0.089686,0.526316,P
851.0,0.479436,0.0,0.298472,0.198646,0.821387,0.0,0.626943,0.002591,0.020725,0.049261,0.0,1.0,0.236453,0.047059,0.75,N
2218.0,0.488729,0.0,0.321461,0.141094,0.854824,0.04193,0.765227,0.001107,0.013289,0.092462,0.0,0.954596,0.288442,0.126374,0.615385,N
4239.0,0.481953,0.003775,0.110875,0.064663,0.920972,0.001415,0.810864,0.001309,0.022251,0.032911,0.003927,0.99411,0.114557,0.069652,0.285714,P
54.0,0.444444,0.0,0.203704,0.2,0.87037,0.0,0.666667,0.0,0.0,0.416667,0.0,1.0,0.166667,0.25,1.0,N
263.0,0.48289,0.007605,0.106464,0.110294,0.851711,0.0,0.666667,0.009524,0.028571,0.139344,0.009524,1.0,0.385246,0.103448,1.0,N
399.0,0.483709,0.005013,0.175439,0.169903,0.842105,0.0,0.684849,0.006061,0.054546,0.023669,0.006061,1.0,0.017752,0.090909,0.0,P
4467.0,0.478173,0.005597,0.103201,0.087945,0.911798,0.006492,0.788701,0.004402,0.038885,0.207558,0.004402,0.394718,0.647093,0.254054,0.4,N
4648.0,0.475043,0.001721,0.187608,0.145902,0.824226,0.035284,0.690819,0.004425,0.03927,0.028479,0.000553,0.981195,0.272434,0.046914,0.4,N
129.0,0.496124,0.0,0.224806,0.092308,0.790698,0.0,0.603448,0.0,0.068966,0.265823,0.0,1.0,0.506329,0.066667,1.0,N
16512.0,0.437682,0.52913,0.151405,0.14615,0.797117,0.073643,0.684799,0.002754,0.036495,0.080418,0.48838,0.996901,0.388159,0.120398,0.440678,N
2446.0,0.505315,0.0,0.07686,0.059504,0.935405,0.0,0.839024,0.007317,0.023171,0.016787,0.0,0.990244,0.134293,0.111111,0.0,N
3392.0,0.472288,0.001769,0.138561,0.076536,0.911557,0.0,0.805492,0.003051,0.028223,0.025279,0.000763,0.968726,0.02974,0.094737,0.266667,P
15527.0,0.503832,0.020674,0.028145,0.023624,0.940684,0.001675,0.861327,0.003786,0.030285,0.064666,0.019327,0.966726,0.109579,0.122449,0.344978,P
2732.0,0.472182,0.093338,0.155198,0.122053,0.863104,0.004758,0.708942,0.00365,0.024635,0.05761,0.07208,0.99635,0.352537,0.052459,0.5,N
2906.0,0.460427,0.000688,0.182037,0.15051,0.84033,0.003785,0.666667,0.005063,0.037975,0.038149,0.0,0.996625,0.301948,0.054502,0.25,P
2296.0,0.46777,0.000871,0.190767,0.148936,0.840157,0.041376,0.710496,0.002307,0.019608,0.049342,0.0,0.99654,0.243421,0.077982,0.272727,N
50689.0,0.503758,0.057113,0.075145,0.069174,0.800825,0.03701,0.671885,0.005673,0.09197,0.050155,0.051549,0.86259,0.524197,0.121629,0.153153,P
673.0,0.514116,0.001486,0.102526,0.097859,0.887073,0.0,0.738739,0.013514,0.045045,0.146154,0.0,0.941441,0.426923,0.230769,0.714286,N
940.0,0.428723,0.001064,0.301064,0.24581,0.784043,0.07234,0.655263,0.0,0.010526,0.086539,0.0,1.0,0.322115,0.045045,0.0,N
714.0,0.478992,0.001401,0.131653,0.107527,0.907563,0.0,0.776952,0.003718,0.018587,0.065972,0.0,0.996283,0.236111,0.084746,0.5,N
1200.0,0.484167,0.001667,0.188333,0.150242,0.859167,0.0375,0.736842,0.0,0.020595,0.070213,0.002288,0.995423,0.170213,0.147059,0.5,N
1141.0,0.465381,0.0,0.257669,0.209836,0.810692,0.040316,0.65962,0.002114,0.012685,0.081553,0.0,0.997886,0.256311,0.044118,0.7,N
279.0,0.44086,0.007169,0.258064,0.128205,0.824373,0.0,0.652542,0.008475,0.059322,0.085271,0.008475,1.0,0.263566,0.085714,0.0,P
104.0,0.519231,0.0,0.201923,0.12,0.855769,0.0,0.666667,0.0,0.0,0.0625,0.0,1.0,0.25,0.090909,0.0,N
3557.0,0.482991,0.002811,0.118639,0.092985,0.883891,0.028676,0.778055,0.007481,0.028263,0.026699,0.0,0.995013,0.188511,0.107843,0.625,N
5549.0,0.478104,0.037845,0.140926,0.121547,0.885024,0.03388,0.77225,0.000553,0.016031,0.109306,0.037037,0.40796,0.412112,0.206738,0.53125,N
2578.0,0.498448,0.005043,0.082234,0.071926,0.814197,0.003879,0.642651,0.008646,0.080692,0.044954,0.004803,0.98367,0.466055,0.073879,0.2,P
458.0,0.504367,0.024018,0.09607,0.061674,0.921397,0.0,0.796407,0.0,0.011976,0.056497,0.017964,0.994012,0.237288,0.166667,0.0,P
810.0,0.475309,0.0,0.249383,0.195294,0.809877,0.046914,0.658228,0.003165,0.022152,0.051051,0.0,0.996835,0.207207,0.055556,1.0,N
2803.0,0.403853,0.003568,0.270781,0.162178,0.694613,0.174813,0.662602,0.0,0.029472,0.032448,0.007114,0.994919,0.273353,0.030488,0.2,P
20098.0,0.466415,0.179869,0.107424,0.101361,0.843915,0.020151,0.702351,0.004727,0.043178,0.105167,0.157128,0.992208,0.356882,0.062782,0.284884,P
24194.0,0.493676,0.219021,0.055344,0.054857,0.923783,0.007316,0.824125,0.005966,0.028405,0.084975,0.196887,0.971206,0.232969,0.153607,0.61674,P
1137.0,0.452067,0.381706,0.197889,0.176565,0.873351,0.0,0.699784,0.00216,0.00648,0.086785,0.339093,0.993521,0.262327,0.086614,1.0,N
9029.0,0.487872,0.052387,0.04851,0.044983,0.853029,0.0,0.713425,0.003442,0.079461,0.112977,0.044464,0.978199,0.303562,0.043758,0.377049,P
290.0,0.451724,0.0,0.358621,0.308176,0.724138,0.110345,0.594828,0.0,0.008621,0.153285,0.0,1.0,0.364964,0.210526,0.666667,N
11249.0,0.527691,0.02578,0.023824,0.025409,0.755356,0.093164,0.684644,0.006376,0.093252,0.115394,0.026036,0.981668,0.488367,0.080208,0.585366,P
1277.0,0.504307,0.001566,0.121378,0.093207,0.891151,0.0,0.724832,0.004474,0.026846,0.222609,0.002237,0.829978,0.561739,0.175,0.866667,N
5244.0,0.455378,0.007628,0.29939,0.133053,0.789664,0.0,0.631942,0.003447,0.049406,0.182274,0.00766,0.936423,0.479486,0.026063,0.290909,P
4858.0,0.48909,0.011322,0.119391,0.098711,0.920955,0.017909,0.853056,0.002601,0.03251,0.043532,0.008453,0.977893,0.144279,0.043166,0.52381,P
8854.0,0.463971,0.004518,0.210639,0.130215,0.803366,0.036029,0.663852,0.003814,0.040588,0.062324,0.003814,0.870608,0.37037,0.055638,0.5,N
1580.0,0.509494,0.000633,0.072152,0.058065,0.841139,0.013291,0.677365,0.006757,0.050676,0.051282,0.001689,0.95946,0.347756,0.102767,0.0,P
44389.0,0.469215,0.03208,0.151209,0.124613,0.817297,0.022911,0.662117,0.005842,0.04713,0.061423,0.030615,0.994439,0.31539,0.077283,0.398148,N
7210.0,0.459917,0.016782,0.190569,0.162044,0.835506,0.029404,0.688456,0.003825,0.021558,0.090449,0.014256,0.991655,0.336812,0.090437,0.42,N
1717.0,0.480489,0.001165,0.125218,0.110987,0.855562,0.003495,0.693475,0.00607,0.047041,0.12016,0.001518,0.995448,0.460614,0.092697,0.8,P
307.0,0.504886,0.263844,0.185668,0.19079,0.895766,0.0,0.730435,0.0,0.008696,0.087302,0.165217,1.0,0.166667,0.125,0.0,N
15606.0,0.492054,0.058952,0.055043,0.055759,0.864539,0.006664,0.741795,0.005936,0.072626,0.071637,0.052025,0.96456,0.303404,0.074464,0.341772,P
1027.0,0.488802,0.004869,0.231743,0.114286,0.851996,0.0,0.714286,0.011338,0.049887,0.167925,0.004535,0.99093,0.337736,0.1,0.444444,N
281.0,0.480427,0.0,0.170819,0.130137,0.896797,0.021352,0.823529,0.0,0.029412,0.097345,0.0,0.970588,0.265487,0.25,0.0,N
1124.0,0.495552,0.005338,0.085409,0.063492,0.940392,0.0,0.861183,0.002571,0.020566,0.022613,0.005141,1.0,0.027638,0.129032,0.333333,P
2681.0,0.482656,0.000746,0.143976,0.093007,0.898918,0.011936,0.757442,0.001103,0.016538,0.063984,0.001103,0.948181,0.340557,0.143411,0.545455,N
4195.0,0.4677,0.007151,0.180215,0.144649,0.807867,0.0,0.6139,0.002206,0.04909,0.041755,0.006619,0.992278,0.337209,0.032552,0.384615,P
4834.0,0.510343,0.003931,0.079024,0.067174,0.872362,0.001448,0.736439,0.010613,0.073703,0.138211,0.002948,0.950472,0.481707,0.182195,0.444444,N
5246.0,0.470454,0.003431,0.195387,0.140749,0.84979,0.0061,0.673984,0.001401,0.022887,0.062199,0.003737,0.977114,0.348664,0.068847,0.294118,N
2346.0,0.485507,0.014919,0.110401,0.106877,0.905371,0.0,0.782763,0.001181,0.030697,0.025317,0.016529,0.990555,0.187572,0.041026,0.454546,P
1530.0,0.50915,0.013072,0.077778,0.050599,0.910458,0.0,0.820116,0.005803,0.052224,0.031835,0.009671,0.996132,0.054307,0.148936,0.384615,P
236.0,0.487288,0.004237,0.148305,0.181818,0.864407,0.0,0.688172,0.010753,0.021505,0.154546,0.010753,1.0,0.227273,0.181818,1.0,N
490.0,0.495918,0.0,0.157143,0.093117,0.838776,0.0,0.678049,0.004878,0.053659,0.347134,0.0,0.985366,0.436306,0.111111,0.769231,N
1044.0,0.485632,0.0,0.203065,0.145251,0.861111,0.0,0.690998,0.009732,0.03163,0.096703,0.0,0.997567,0.134066,0.081818,1.0,N
560.0,0.5,0.0,0.142857,0.082143,0.910714,0.0,0.771028,0.0,0.004673,0.081545,0.0,1.0,0.373391,0.068966,0.857143,N
4297.0,0.472888,0.028159,0.180824,0.14702,0.881313,0.0,0.72,0.0,0.015073,0.08147,0.026667,0.993044,0.227902,0.050926,0.68,N
4890.0,0.464008,0.004295,0.149898,0.111026,0.865235,0.046012,0.785418,0.000593,0.028453,0.050647,0.001778,0.991109,0.101294,0.06015,0.609756,P
2167.0,0.499308,0.043839,0.125981,0.070046,0.824642,0.0,0.671186,0.00113,0.091525,0.616883,0.037288,0.972881,0.11342,0.092857,0.473118,P
1482.0,0.480432,0.336707,0.109312,0.111688,0.917679,0.0,0.775862,0.001916,0.009579,0.033333,0.296935,1.0,0.298148,0.223684,0.333333,N
235.0,0.510638,0.0,0.123404,0.104348,0.885106,0.0,0.752809,0.011236,0.033708,0.127451,0.0,1.0,0.460784,0.0,1.0,N
346.0,0.473988,0.0,0.130058,0.115385,0.933526,0.0,0.814516,0.0,0.0,0.107914,0.0,1.0,0.33813,0.208333,0.6,N
1608.0,0.488184,0.0,0.144279,0.103281,0.947139,0.0,0.831915,0.0,0.012766,0.216667,0.0,0.021277,0.548333,0.241758,1.0,N
1275.0,0.504314,0.000784,0.076078,0.033228,0.977255,0.0,0.906355,0.0,0.003345,0.006645,0.003345,0.956522,0.129568,0.333333,0.0,N
1107.0,0.459801,0.01626,0.244806,0.20903,0.822042,0.022584,0.649351,0.0,0.021645,0.079681,0.017316,0.989178,0.336653,0.032,0.611111,N
1987.0,0.48465,0.00151,0.138903,0.104492,0.859084,0.008052,0.744681,0.003989,0.070479,0.03466,0.0,0.99734,0.231066,0.057269,0.2,P
32058.0,0.500281,0.016876,0.066723,0.0603,0.905733,0.004211,0.784928,0.003264,0.040571,0.027483,0.015109,0.904216,0.361179,0.133521,0.375,P
6592.0,0.477852,0.019114,0.126517,0.097618,0.840413,0.021845,0.707915,0.000402,0.051025,0.026213,0.006027,0.973483,0.287559,0.045134,0.52381,P
373.0,0.463807,0.0,0.219839,0.16,0.892761,0.0,0.743243,0.0,0.013514,0.08642,0.0,1.0,0.308642,0.090909,0.0,N
1220.0,0.540164,0.013934,0.184426,0.124777,0.663115,0.013934,0.493808,0.001548,0.095975,0.331263,0.010836,0.950464,0.692547,0.007937,0.375,P
119883.0,0.475914,0.106446,0.147486,0.105461,0.783114,0.031272,0.624039,0.004406,0.056172,0.086492,0.09354,0.955803,0.366457,0.060716,0.445063,N
33574.0,0.488712,0.026062,0.089414,0.072935,0.88092,0.006195,0.757493,0.00493,0.041161,0.074053,0.024415,0.961186,0.287226,0.08545,0.463768,P
562.0,0.487545,0.0,0.211744,0.121528,0.886121,0.0,0.737778,0.008889,0.017778,0.137931,0.0,1.0,0.413793,0.142857,0.333333,N
29764.0,0.469594,0.189256,0.147158,0.118959,0.81733,0.011423,0.636371,0.004229,0.045858,0.101148,0.159134,0.984244,0.331097,0.092044,0.607656,N
2128.0,0.394737,0.00094,0.539944,0.315994,0.69032,0.0,0.503614,0.000803,0.029719,0.116395,0.000803,0.990361,0.471966,0.013158,0.555556,P
512.0,0.498047,0.037109,0.117188,0.108949,0.917969,0.0,0.757225,0.0,0.0,0.168269,0.034682,0.728324,0.423077,0.188679,0.666667,N
1070.0,0.482243,0.0,0.173832,0.124549,0.890654,0.0,0.723192,0.002494,0.012469,0.031401,0.0,0.9601,0.28744,0.103448,0.857143,N
744.0,0.487903,0.024194,0.108871,0.097113,0.862903,0.0,0.723485,0.026515,0.064394,0.214286,0.015152,0.969697,0.351191,0.191011,1.0,N
1765.0,0.464023,0.000567,0.31898,0.232558,0.742776,0.098584,0.624473,0.001407,0.015471,0.090793,0.001407,0.997187,0.246803,0.052326,0.444444,N
