V1,V6,V10,V12,V13,V14,V15,target
48,361.0,17,287.0,1,-1.0,0,1
34,0.0,28,730.0,11,-1.0,0,2
57,84.0,15,59.0,1,-1.0,0,1
33,1974.0,14,498.0,2,191.0,1,2
38,406.0,29,138.0,1,188.0,5,1
50,14.0,26,68.0,1,-1.0,0,1
36,-253.0,14,1073.0,1,-1.0,0,2
36,1790.0,16,386.0,2,-1.0,0,1
45,803.0,4,742.0,4,-1.0,0,2
23,13.0,27,280.0,3,-1.0,0,1
25,333.0,15,1056.0,2,-1.0,0,2
43,4016.0,14,159.0,2,-1.0,0,1
34,9.0,14,153.0,2,-1.0,0,1
53,305.0,17,192.0,1,-1.0,0,1
20,1819.0,9,245.0,3,-1.0,0,2
47,1095.0,18,171.0,1,110.0,2,1
32,943.0,14,127.0,2,-1.0,0,1
34,-64.0,28,693.0,7,-1.0,0,1
39,313.0,17,125.0,1,-1.0,0,1
19,108.0,9,273.0,2,182.0,1,2
33,3821.0,21,201.0,5,-1.0,0,1
35,1144.0,20,197.0,13,-1.0,0,1
33,1240.0,12,844.0,1,-1.0,0,2
43,104.0,18,635.0,3,-1.0,0,2
37,4436.0,13,846.0,5,-1.0,0,2
32,2069.0,22,545.0,1,-1.0,0,2
35,1599.0,13,407.0,1,-1.0,0,2
55,33.0,30,246.0,3,-1.0,0,1
38,-1038.0,23,222.0,1,-1.0,0,1
42,3228.0,21,133.0,1,-1.0,0,1
59,174.0,26,145.0,1,-1.0,0,1
50,82.0,5,456.0,1,-1.0,0,2
58,0.0,25,176.0,5,-1.0,0,1
61,544.0,29,63.0,3,200.0,9,2
46,374.0,4,23.0,5,7.0,2,1
25,3.0,16,1034.0,1,-1.0,0,2
48,480.0,15,830.0,1,352.0,2,2
35,90.0,23,203.0,1,-1.0,0,1
47,2540.0,18,110.0,5,-1.0,0,1
41,1253.0,21,1134.0,5,-1.0,0,2
23,2594.0,13,193.0,1,-1.0,0,1
57,2326.0,17,378.0,1,-1.0,0,2
51,580.0,19,694.0,2,-1.0,0,2
46,-121.0,8,214.0,4,-1.0,0,1
32,112.0,5,118.0,1,-1.0,0,1
25,154.0,3,141.0,1,180.0,2,2
50,3608.0,13,176.0,2,197.0,2,2
33,-675.0,28,245.0,2,-1.0,0,1
36,4145.0,20,988.0,4,-1.0,0,2
46,0.0,30,200.0,1,259.0,2,2
33,557.0,4,367.0,1,-1.0,0,2
40,95.0,20,61.0,4,-1.0,0,1
55,0.0,5,247.0,1,-1.0,0,1
46,1920.0,22,604.0,6,-1.0,0,2
78,3219.0,24,151.0,1,-1.0,0,2
57,1181.0,29,169.0,2,182.0,2,2
29,11.0,12,214.0,4,-1.0,0,1
38,630.0,2,362.0,1,388.0,3,2
45,1.0,6,490.0,2,-1.0,0,2
38,1612.0,8,423.0,1,-1.0,0,2
28,159.0,16,449.0,2,33.0,4,2
23,342.0,3,152.0,6,-1.0,0,1
45,153.0,5,277.0,1,-1.0,0,2
50,0.0,1,280.0,1,184.0,3,2
46,834.0,11,196.0,2,-1.0,0,1
43,379.0,28,74.0,1,-1.0,0,1
35,514.0,25,56.0,1,185.0,1,1
55,1633.0,11,210.0,1,192.0,2,2
31,3343.0,3,365.0,1,94.0,1,2
29,224.0,24,65.0,2,81.0,3,2
49,4751.0,12,884.0,4,-1.0,0,2
28,150.0,8,491.0,1,-1.0,0,1
48,9131.0,14,902.0,5,-1.0,0,1
48,427.0,17,62.0,1,-1.0,0,1
28,20.0,30,455.0,2,-1.0,0,1
29,154.0,13,20.0,6,358.0,9,1
49,0.0,6,286.0,2,-1.0,0,1
62,532.0,31,298.0,2,300.0,1,1
38,294.0,25,172.0,2,-1.0,0,1
78,1204.0,17,135.0,1,-1.0,0,2
32,360.0,9,175.0,3,259.0,4,1
52,1005.0,2,195.0,1,-1.0,0,2
36,725.0,27,123.0,3,99.0,8,1
46,435.0,15,192.0,3,-1.0,0,1
22,104.0,16,330.0,3,-1.0,0,2
60,3301.0,17,2621.0,3,-1.0,0,2
49,300.0,21,316.0,1,-1.0,0,2
24,235.0,9,118.0,1,-1.0,0,2
34,48.0,7,1806.0,2,287.0,3,2
52,7135.0,19,1032.0,3,-1.0,0,2
34,50.0,2,173.0,1,258.0,2,1
35,204.0,17,295.0,1,186.0,9,1
35,153.0,9,593.0,2,-1.0,0,1
20,801.0,11,244.0,2,-1.0,0,2
35,199.0,17,203.0,1,344.0,3,1
32,55.0,18,185.0,1,-1.0,0,1
30,302.0,23,302.0,1,-1.0,0,1
32,131.0,21,322.0,1,189.0,1,2
42,214.0,16,127.0,1,-1.0,0,2
64,493.0,17,108.0,1,-1.0,0,1
44,-101.0,15,679.0,1,366.0,4,2
34,-115.0,14,360.0,1,-1.0,0,1
29,1612.0,26,375.0,2,-1.0,0,1
24,139.0,9,430.0,4,-1.0,0,2
44,1070.0,30,381.0,1,160.0,2,2
32,360.0,19,164.0,2,-1.0,0,1
53,-1455.0,23,169.0,2,-1.0,0,1
33,1429.0,31,268.0,8,-1.0,0,2
29,2439.0,2,263.0,2,-1.0,0,1
55,17.0,7,196.0,2,-1.0,0,1
48,328.0,6,189.0,1,-1.0,0,1
37,442.0,20,51.0,4,349.0,1,1
27,114.0,9,375.0,2,-1.0,0,1
44,5773.0,23,597.0,6,-1.0,0,2
60,3735.0,22,190.0,1,188.0,9,2
40,1758.0,16,1230.0,3,-1.0,0,2
26,-378.0,8,165.0,1,-1.0,0,1
37,912.0,12,637.0,3,328.0,22,2
95,2282.0,21,207.0,17,-1.0,0,2
33,498.0,12,338.0,2,104.0,1,2
45,137.0,9,274.0,2,-1.0,0,1
39,0.0,25,93.0,2,-1.0,0,1
52,305.0,28,26.0,26,-1.0,0,1
30,7773.0,20,705.0,1,-1.0,0,2
45,-184.0,7,878.0,3,170.0,5,2
36,-267.0,14,99.0,7,352.0,1,1
26,39.0,26,396.0,3,-1.0,0,2
33,139.0,18,732.0,2,291.0,5,2
41,371.0,9,107.0,5,-1.0,0,1
70,2346.0,24,694.0,1,184.0,5,2
35,1618.0,7,542.0,1,-1.0,0,2
31,5.0,21,635.0,1,135.0,2,2
64,679.0,16,167.0,1,-1.0,0,2
35,-87.0,3,1363.0,7,-1.0,0,2
39,4313.0,18,272.0,2,-1.0,0,1
75,962.0,17,344.0,1,-1.0,0,1
41,1254.0,4,272.0,1,-1.0,0,1
41,294.0,28,150.0,14,-1.0,0,1
81,122.0,23,201.0,1,-1.0,0,1
36,30.0,8,716.0,5,-1.0,0,2
59,1575.0,22,1241.0,11,-1.0,0,2
28,54.0,14,533.0,1,371.0,1,2
33,89.0,18,278.0,2,-1.0,0,2
37,3574.0,19,178.0,1,170.0,2,1
51,311.0,14,122.0,2,-1.0,0,1
35,1055.0,18,150.0,2,-1.0,0,2
52,199.0,28,978.0,2,189.0,1,1
54,1636.0,20,1008.0,2,-1.0,0,2
43,216.0,11,129.0,1,-1.0,0,1
36,1352.0,19,2028.0,1,-1.0,0,2
57,2.0,9,138.0,3,-1.0,0,1
35,1227.0,18,593.0,4,90.0,6,2
34,9.0,17,655.0,1,-1.0,0,1
31,1415.0,7,485.0,1,-1.0,0,1
39,621.0,20,1333.0,5,-1.0,0,2
58,5278.0,4,763.0,4,-1.0,0,1
45,-176.0,7,574.0,1,-1.0,0,2
34,1035.0,25,1374.0,10,-1.0,0,2
42,994.0,18,453.0,1,67.0,9,2
45,113.0,13,165.0,2,-1.0,0,1
46,6253.0,9,411.0,1,-1.0,0,1
38,902.0,4,301.0,3,90.0,1,2
28,1348.0,6,221.0,2,-1.0,0,2
51,117.0,24,467.0,2,88.0,4,2
35,1354.0,23,736.0,2,-1.0,0,2
42,372.0,3,654.0,2,-1.0,0,2
28,0.0,4,546.0,3,196.0,4,2
34,158.0,9,278.0,2,132.0,4,2
26,639.0,6,709.0,5,-1.0,0,2
50,-1.0,20,151.0,1,-1.0,0,1
32,210.0,19,268.0,1,-1.0,0,1
52,782.0,5,93.0,3,-1.0,0,1
30,415.0,6,984.0,1,343.0,4,2
46,22.0,26,388.0,6,-1.0,0,2
25,468.0,15,147.0,1,-1.0,0,1
39,2763.0,2,526.0,2,-1.0,0,2
31,0.0,14,229.0,3,-1.0,0,1
36,953.0,28,77.0,1,100.0,1,1
30,3473.0,12,1209.0,2,-1.0,0,2
26,620.0,17,104.0,1,-1.0,0,2
26,97.0,27,382.0,1,-1.0,0,1
39,1493.0,9,912.0,3,-1.0,0,2
33,1808.0,28,250.0,3,-1.0,0,2
31,148.0,20,1145.0,4,-1.0,0,1
60,2281.0,5,230.0,2,-1.0,0,2
39,278.0,28,60.0,3,-1.0,0,1
43,422.0,12,110.0,1,-1.0,0,1
48,410.0,12,116.0,1,-1.0,0,1
40,0.0,6,64.0,2,-1.0,0,1
40,1515.0,10,503.0,1,-1.0,0,2
44,0.0,20,174.0,5,-1.0,0,1
53,-39.0,20,87.0,2,-1.0,0,1
46,1139.0,31,466.0,4,-1.0,0,1
58,4198.0,11,309.0,5,-1.0,0,1
37,1795.0,5,511.0,1,-1.0,0,1
34,-16.0,5,78.0,1,-1.0,0,1
39,4430.0,18,13.0,4,362.0,1,1
23,492.0,4,638.0,1,-1.0,0,2
25,122.0,7,481.0,2,-1.0,0,2
48,1808.0,26,245.0,1,-1.0,0,2
44,121.0,9,248.0,1,91.0,1,2
31,538.0,17,660.0,3,-1.0,0,1
51,541.0,11,663.0,3,-1.0,0,2
57,206.0,5,216.0,3,-1.0,0,1
42,-9.0,20,248.0,1,-1.0,0,1
39,5009.0,18,255.0,1,126.0,2,1
25,594.0,4,89.0,2,-1.0,0,2
31,-1.0,15,99.0,1,352.0,1,1
31,4575.0,18,28.0,1,-1.0,0,1
29,306.0,18,774.0,4,-1.0,0,2
70,324.0,11,632.0,1,308.0,6,2
53,-1601.0,13,82.0,2,-1.0,0,1
35,916.0,14,460.0,2,-1.0,0,2
45,-525.0,21,980.0,2,-1.0,0,2
35,670.0,13,278.0,4,182.0,2,2
53,-462.0,29,470.0,1,-1.0,0,2
56,146.0,5,419.0,3,-1.0,0,2
51,2455.0,21,553.0,1,-1.0,0,2
59,0.0,5,812.0,1,-1.0,0,2
48,830.0,25,961.0,4,-1.0,0,2
31,183.0,16,495.0,1,-1.0,0,2
86,0.0,26,189.0,1,-1.0,0,2
46,2904.0,30,984.0,2,-1.0,0,2
38,324.0,17,167.0,3,-1.0,0,1
40,9.0,28,154.0,2,-1.0,0,1
54,-1089.0,28,105.0,2,-1.0,0,1
36,1156.0,28,141.0,7,-1.0,0,1
61,3371.0,28,299.0,2,-1.0,0,2
23,486.0,3,87.0,1,-1.0,0,1
54,5417.0,3,376.0,1,-1.0,0,1
34,714.0,12,166.0,4,-1.0,0,1
31,296.0,20,378.0,3,-1.0,0,1
46,2148.0,8,176.0,4,-1.0,0,1
49,1743.0,18,68.0,1,-1.0,0,1
35,300.0,13,945.0,2,-1.0,0,2
56,0.0,16,1222.0,1,-1.0,0,2
35,7951.0,6,103.0,1,-1.0,0,1
51,279.0,28,64.0,3,-1.0,0,1
62,2801.0,9,261.0,1,183.0,1,2
46,804.0,12,1063.0,2,361.0,1,2
44,0.0,11,151.0,2,370.0,2,1
27,1977.0,22,449.0,1,-1.0,0,2
59,3735.0,17,243.0,3,91.0,6,2
42,681.0,18,203.0,1,-1.0,0,1
32,557.0,4,210.0,2,253.0,1,1
54,1614.0,17,534.0,4,-1.0,0,1
43,-796.0,7,190.0,4,-1.0,0,1
60,1.0,19,302.0,1,184.0,1,2
38,226.0,30,762.0,3,-1.0,0,2
41,1536.0,7,273.0,1,95.0,2,2
59,797.0,18,319.0,2,165.0,2,1
27,0.0,6,837.0,1,-1.0,0,2
51,-19.0,13,829.0,1,296.0,11,2
37,1967.0,27,242.0,1,212.0,1,2
34,16992.0,29,71.0,1,245.0,1,1
34,1666.0,11,36.0,4,-1.0,0,1
47,2232.0,27,439.0,1,103.0,1,2
40,57.0,6,102.0,4,-1.0,0,1
40,-31.0,14,117.0,4,-1.0,0,1
37,26.0,16,114.0,4,-1.0,0,1
32,2431.0,14,646.0,5,-1.0,0,2
43,5564.0,20,45.0,5,154.0,2,1
53,1014.0,19,59.0,2,-1.0,0,1
35,2179.0,20,207.0,1,-1.0,0,1
43,511.0,30,67.0,7,-1.0,0,1
47,52.0,25,93.0,5,-1.0,0,1
30,3291.0,19,1218.0,3,-1.0,0,2
34,290.0,10,132.0,1,-1.0,0,1
27,39.0,17,379.0,1,258.0,10,2
37,1379.0,23,319.0,3,-1.0,0,1
37,163.0,28,9.0,24,-1.0,0,1
37,3556.0,9,268.0,1,-1.0,0,2
47,0.0,19,50.0,2,-1.0,0,1
35,415.0,4,462.0,1,92.0,4,2
54,1561.0,25,352.0,3,186.0,2,2
52,409.0,15,73.0,7,-1.0,0,1
34,606.0,20,97.0,1,-1.0,0,2
61,6.0,14,133.0,2,-1.0,0,2
35,991.0,6,1489.0,3,-1.0,0,2
43,0.0,24,229.0,2,-1.0,0,1
38,619.0,6,460.0,4,-1.0,0,2
32,1732.0,14,1871.0,3,-1.0,0,2
41,3123.0,3,1203.0,2,135.0,2,2
23,691.0,27,1178.0,1,178.0,6,2
38,27.0,3,404.0,4,-1.0,0,1
48,2054.0,6,127.0,2,-1.0,0,1
36,3221.0,4,322.0,11,-1.0,0,2
36,86.0,25,48.0,4,-1.0,0,1
27,5505.0,25,134.0,1,-1.0,0,1
43,3064.0,20,2453.0,2,-1.0,0,2
39,0.0,27,366.0,1,436.0,10,2
48,558.0,25,433.0,6,-1.0,0,1
56,1866.0,1,760.0,1,-1.0,0,1
35,4635.0,20,148.0,1,-1.0,0,1
50,0.0,17,344.0,1,-1.0,0,1
50,-54.0,13,698.0,2,292.0,1,2
54,224.0,5,134.0,2,-1.0,0,1
43,620.0,29,155.0,1,-1.0,0,1
32,540.0,29,750.0,1,-1.0,0,2
25,389.0,3,837.0,1,-1.0,0,2
64,2140.0,16,881.0,3,155.0,2,2
68,1443.0,21,2062.0,2,257.0,1,2
56,1238.0,5,1558.0,1,-1.0,0,2
37,240.0,5,1123.0,1,-1.0,0,2
42,684.0,4,207.0,1,-1.0,0,2
39,2939.0,6,608.0,1,99.0,3,2
30,70.0,8,461.0,3,-1.0,0,1
34,127.0,3,117.0,1,-1.0,0,2
77,4112.0,26,1616.0,1,95.0,2,2
36,-158.0,21,42.0,6,-1.0,0,1
47,431.0,17,388.0,9,-1.0,0,1
33,611.0,16,390.0,2,-1.0,0,2
50,1688.0,29,156.0,2,-1.0,0,1
31,515.0,1,296.0,5,-1.0,0,2
53,36.0,2,25.0,1,417.0,1,2
61,50.0,21,465.0,6,-1.0,0,1
30,183.0,18,610.0,1,-1.0,0,2
52,1161.0,13,271.0,1,-1.0,0,1
45,406.0,7,314.0,1,-1.0,0,2
71,1311.0,10,301.0,2,91.0,1,2
37,604.0,7,371.0,1,495.0,1,2
59,5397.0,23,671.0,3,-1.0,0,2
33,3655.0,19,183.0,20,-1.0,0,1
35,0.0,14,370.0,4,-1.0,0,1
29,0.0,30,539.0,12,-1.0,0,2
37,0.0,15,280.0,6,-1.0,0,1
28,41.0,15,885.0,3,352.0,2,2
26,132.0,1,194.0,1,119.0,1,2
43,1696.0,26,257.0,1,474.0,3,2
40,5129.0,21,222.0,6,-1.0,0,1
57,2120.0,19,687.0,4,-1.0,0,2
46,575.0,25,129.0,3,-1.0,0,1
40,67.0,21,199.0,2,-1.0,0,1
31,1776.0,15,220.0,1,207.0,1,2
35,0.0,20,1205.0,1,-1.0,0,2
59,422.0,14,647.0,4,-1.0,0,2
49,22520.0,21,579.0,9,-1.0,0,2
47,912.0,21,1036.0,2,-1.0,0,1
51,1028.0,5,178.0,4,-1.0,0,1
29,706.0,18,1340.0,1,-1.0,0,2
66,3629.0,2,474.0,1,172.0,2,2
53,352.0,20,58.0,5,-1.0,0,1
19,394.0,5,327.0,3,-1.0,0,2
49,350.0,28,91.0,3,-1.0,0,1
54,990.0,3,244.0,2,-1.0,0,2
50,3043.0,3,113.0,4,-1.0,0,1
30,3048.0,20,223.0,2,-1.0,0,1
31,37.0,8,669.0,2,-1.0,0,2
29,615.0,18,373.0,1,-1.0,0,2
31,64.0,18,302.0,3,-1.0,0,1
54,466.0,4,297.0,1,-1.0,0,1
71,2887.0,30,128.0,1,-1.0,0,2
56,3738.0,17,156.0,1,305.0,6,2
30,378.0,14,566.0,2,-1.0,0,2
43,324.0,8,629.0,4,-1.0,0,1
31,527.0,15,98.0,2,359.0,1,1
33,1255.0,29,511.0,4,-1.0,0,1
64,243.0,22,144.0,1,175.0,1,1
50,-298.0,6,68.0,8,-1.0,0,1
27,2071.0,4,449.0,1,-1.0,0,2
36,-78.0,6,346.0,1,-1.0,0,1
33,658.0,21,307.0,1,208.0,1,2
28,61.0,4,226.0,2,319.0,1,2
26,267.0,28,817.0,2,-1.0,0,2
30,10152.0,10,266.0,1,-1.0,0,1
29,84.0,13,1101.0,2,-1.0,0,2
32,3050.0,23,298.0,1,-1.0,0,1
39,292.0,12,394.0,1,-1.0,0,1
37,539.0,25,168.0,2,45.0,1,1
31,0.0,11,720.0,1,-1.0,0,2
55,3485.0,18,625.0,4,-1.0,0,2
24,11.0,27,114.0,4,-1.0,0,1
32,4733.0,30,532.0,1,-1.0,0,2
55,2037.0,2,209.0,2,273.0,1,2
38,5.0,7,221.0,2,-1.0,0,1
28,206.0,14,155.0,2,-1.0,0,1
53,-421.0,26,543.0,4,-1.0,0,1
33,-204.0,15,297.0,3,-1.0,0,1
31,-475.0,12,232.0,3,-1.0,0,1
37,4017.0,30,665.0,2,196.0,1,2
34,127.0,27,63.0,6,-1.0,0,1
72,1129.0,25,208.0,1,91.0,1,2
47,1981.0,21,919.0,2,-1.0,0,2
45,1088.0,14,132.0,1,-1.0,0,1
51,746.0,25,372.0,5,-1.0,0,2
46,633.0,12,236.0,10,-1.0,0,1
44,1791.0,12,201.0,1,182.0,2,2
31,171.0,27,81.0,3,-1.0,0,1
44,733.0,4,360.0,2,105.0,5,2
55,139.0,30,241.0,1,-1.0,0,2
32,935.0,9,165.0,1,91.0,7,2
58,226.0,14,306.0,2,-1.0,0,1
51,2337.0,16,251.0,2,266.0,3,2
51,2337.0,27,133.0,2,41.0,5,1
45,137.0,16,187.0,19,-1.0,0,1
48,0.0,28,431.0,2,-1.0,0,2
37,238.0,3,149.0,1,-1.0,0,2
36,495.0,14,187.0,1,94.0,9,2
37,-38.0,12,165.0,1,175.0,2,1
31,2666.0,10,318.0,2,97.0,6,2
35,156.0,8,302.0,1,283.0,3,1
58,807.0,7,57.0,1,366.0,2,1
52,3687.0,16,741.0,4,-1.0,0,2
61,523.0,13,211.0,3,183.0,4,2
24,736.0,15,442.0,2,246.0,2,2
39,171.0,8,153.0,1,353.0,1,1
31,0.0,6,144.0,2,-1.0,0,1
47,3466.0,11,853.0,2,-1.0,0,2
32,2313.0,9,99.0,26,-1.0,0,1
37,425.0,20,226.0,1,-1.0,0,1
27,5291.0,12,192.0,2,92.0,2,2
57,490.0,18,70.0,5,-1.0,0,1
39,4101.0,18,146.0,2,264.0,1,2
37,3913.0,9,76.0,2,-1.0,0,1
32,484.0,12,668.0,2,463.0,1,2
59,281.0,8,430.0,2,-1.0,0,1
29,-27.0,13,270.0,1,-1.0,0,2
38,1354.0,29,50.0,2,-1.0,0,1
27,1075.0,2,658.0,1,-1.0,0,2
35,20.0,7,51.0,2,-1.0,0,1
49,1093.0,12,243.0,2,91.0,2,2
31,997.0,3,256.0,1,190.0,3,1
47,335.0,17,226.0,1,-1.0,0,2
50,363.0,16,1340.0,1,-1.0,0,2
45,804.0,16,528.0,1,-1.0,0,2
43,429.0,3,35.0,32,-1.0,0,1
