Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,target
F9,499.0,DEN,CAK,4,805.0,162.0,1
MQ,3602.0,CHS,MIA,2,925.0,100.0,0
AA,2462.0,LAX,DFW,2,1090.0,170.0,0
OO,4460.0,BZN,SLC,2,690.0,71.0,0
UA,969.0,SJU,IAD,6,1067.0,238.0,0
XE,2056.0,MCI,IAH,6,622.0,119.0,0
F9,231.0,BNA,DEN,3,880.0,173.0,0
MQ,3012.0,LAX,DEN,3,955.0,145.0,1
CO,447.0,ORD,IAH,6,645.0,165.0,1
DL,2513.0,MSP,ATL,2,385.0,165.0,1
MQ,3190.0,LAX,SJC,3,510.0,75.0,0
OO,7026.0,FAT,LAX,4,909.0,71.0,0
AS,4.0,SEA,DCA,4,520.0,299.0,0
XE,3089.0,CLT,CLE,4,847.0,90.0,1
DL,84.0,ATL,JFK,7,1045.0,150.0,0
WN,2376.0,PHL,BOS,1,425.0,80.0,0
US,1182.0,FLL,CLT,5,690.0,117.0,0
9E,3755.0,DTW,RST,5,515.0,109.0,1
DL,2683.0,DCA,MIA,4,419.0,159.0,0
OO,6297.0,BIL,DEN,1,1167.0,92.0,0
XE,2361.0,EWR,ORD,7,899.0,154.0,0
DL,1472.0,TPA,ATL,7,676.0,93.0,0
XE,3004.0,IAH,MKE,5,790.0,148.0,1
DL,1245.0,DTW,IND,2,1050.0,70.0,1
OO,4665.0,SLC,IDA,4,1290.0,54.0,0
US,1125.0,CLT,IAH,7,570.0,168.0,1
FL,285.0,ATL,HOU,1,1265.0,134.0,0
WN,2009.0,BOS,PHL,6,855.0,100.0,0
DL,1047.0,ATL,STL,4,665.0,105.0,0
WN,465.0,MCI,TPA,1,755.0,155.0,0
FL,434.0,ATL,MKE,7,525.0,124.0,0
9E,4371.0,SAV,DTW,4,735.0,142.0,0
CO,1836.0,IAH,PHL,6,833.0,200.0,0
XE,5956.0,ORD,GRB,3,1280.0,52.0,1
UA,296.0,DEN,RNO,1,1149.0,145.0,0
US,1235.0,BOS,CLT,6,480.0,150.0,1
WN,1197.0,BUR,PHX,1,785.0,80.0,1
OO,6327.0,SAN,LAX,2,740.0,46.0,1
CO,1077.0,PHL,IAH,2,1059.0,221.0,0
WN,679.0,MCO,HOU,7,950.0,160.0,1
XE,2467.0,GPT,IAH,4,1090.0,84.0,1
FL,335.0,PHL,ATL,2,691.0,138.0,1
9E,4254.0,STL,RDU,2,1050.0,120.0,0
B6,95.0,JFK,OAK,5,1015.0,400.0,1
YV,2903.0,MRY,PHX,6,360.0,104.0,0
XE,2974.0,IAH,MCI,1,615.0,114.0,0
UA,532.0,DEN,ORD,7,360.0,144.0,0
9E,4193.0,CVG,TYS,5,980.0,60.0,0
US,977.0,PHL,PBI,1,735.0,159.0,0
XE,2444.0,CHS,EWR,6,999.0,117.0,1
DL,2366.0,JAX,LGA,4,450.0,151.0,0
US,938.0,CLT,LGA,1,695.0,111.0,1
DL,1609.0,MSP,DEN,6,860.0,125.0,0
OH,6595.0,JFK,ORD,6,895.0,180.0,1
AS,18.0,SEA,MCO,2,525.0,322.0,0
XE,2748.0,IAH,MOB,3,1000.0,79.0,1
AA,451.0,RDU,ORD,2,500.0,135.0,0
UA,380.0,MSY,IAD,4,1060.0,150.0,0
OO,4618.0,DEN,SLC,6,940.0,90.0,1
XE,2260.0,EWR,CVG,3,950.0,134.0,0
OO,4616.0,COS,MSP,6,668.0,135.0,1
US,836.0,PHL,JAX,3,1095.0,142.0,0
UA,733.0,DEN,SFO,6,825.0,164.0,1
OO,6519.0,LAX,SJC,3,980.0,74.0,1
WN,1289.0,SMF,PHX,4,605.0,105.0,0
WN,2186.0,DEN,MCO,6,625.0,210.0,1
AA,1914.0,DFW,JAX,1,850.0,130.0,1
UA,656.0,PHX,ORD,3,413.0,202.0,0
US,1935.0,BUF,PHL,6,420.0,81.0,0
US,1171.0,CLT,IAH,7,460.0,170.0,0
WN,798.0,LAS,SMF,3,405.0,90.0,0
AA,657.0,DFW,ABQ,5,1320.0,110.0,0
MQ,3903.0,CRW,ORD,2,1075.0,120.0,0
WN,1328.0,ONT,SMF,1,1235.0,80.0,0
YV,7212.0,ROC,IAD,6,870.0,78.0,0
9E,3694.0,DTW,SWF,7,625.0,103.0,1
CO,1617.0,MCI,IAH,3,360.0,118.0,1
HA,301.0,ITO,HNL,5,887.0,49.0,1
US,280.0,SAT,PHX,1,505.0,160.0,1
9E,4299.0,DTW,CAE,6,615.0,114.0,1
FL,823.0,BWI,BOS,1,750.0,75.0,0
OO,6908.0,MCI,ORD,4,448.0,87.0,1
WN,1023.0,ABQ,DAL,1,730.0,95.0,1
EV,5028.0,ATL,TLH,6,666.0,71.0,0
OO,4679.0,BZN,SLC,1,790.0,75.0,0
WN,2135.0,MCO,PVD,6,845.0,155.0,0
B6,766.0,BQN,MCO,4,240.0,169.0,0
F9,667.0,DEN,SFO,4,1275.0,156.0,1
US,1611.0,RDU,CLT,7,1185.0,54.0,0
FL,25.0,MDW,ATL,2,886.0,106.0,0
EV,7307.0,BOS,DTW,3,420.0,150.0,0
DL,2153.0,MSP,SEA,6,855.0,222.0,1
YV,7293.0,ORD,ORF,2,1193.0,121.0,0
WN,632.0,MDW,DEN,2,1290.0,165.0,1
DL,2560.0,MIA,ATL,4,1195.0,124.0,0
XE,2144.0,EWR,ROC,2,1020.0,82.0,1
US,1196.0,SAN,PHX,5,1145.0,77.0,0
DL,1699.0,PIT,ATL,7,800.0,125.0,0
OO,6532.0,CLE,DEN,5,535.0,206.0,0
DL,1849.0,ATL,PNS,1,1045.0,76.0,0
WN,1293.0,MCO,PHL,5,790.0,145.0,1
AA,1802.0,SAT,DFW,6,1005.0,70.0,0
AA,1923.0,SFO,LAX,4,755.0,85.0,1
UA,17.0,GRR,ORD,6,470.0,56.0,0
XE,2660.0,XNA,IAH,6,385.0,102.0,0
UA,698.0,ORD,GRR,4,1160.0,54.0,0
F9,798.0,PDX,DEN,1,1146.0,138.0,1
UA,958.0,SEA,ORD,6,504.0,234.0,0
UA,823.0,BOS,IAD,2,851.0,114.0,0
WN,2.0,HOU,DAL,3,390.0,55.0,1
B6,1790.0,DCA,BOS,4,390.0,85.0,0
US,880.0,PHL,BOS,1,1365.0,72.0,1
OO,6950.0,PSP,LAX,3,360.0,47.0,0
FL,1255.0,TPA,IND,6,740.0,136.0,0
OO,4698.0,CPR,SLC,3,778.0,73.0,0
MQ,3326.0,TYS,DFW,1,810.0,155.0,1
EV,5524.0,ORF,ATL,5,1038.0,119.0,0
UA,21.0,DEN,OAK,3,1145.0,168.0,0
US,800.0,MCO,CLT,6,1150.0,98.0,0
WN,564.0,MDW,MHT,5,1135.0,125.0,1
OO,6581.0,DEN,COS,7,1214.0,35.0,1
AA,1468.0,DFW,MEM,6,535.0,85.0,0
US,865.0,PHL,MCO,7,1240.0,154.0,1
AA,1798.0,LAX,SFO,5,1145.0,85.0,1
EV,5357.0,DTW,STL,2,525.0,122.0,1
AA,856.0,STT,BOS,2,945.0,255.0,1
US,1118.0,CLT,PWM,3,1090.0,129.0,0
WN,3067.0,RDU,MDW,1,1040.0,130.0,1
DL,560.0,BOS,DTW,3,870.0,135.0,1
DL,1819.0,DTW,LAX,6,1195.0,314.0,1
9E,3795.0,SBN,CVG,5,345.0,65.0,1
WN,1883.0,BHM,BWI,5,580.0,110.0,1
OO,4530.0,SLC,OKC,5,823.0,141.0,0
FL,782.0,PHF,MCO,6,596.0,120.0,0
UA,369.0,DEN,PDX,7,706.0,178.0,0
OO,7811.0,SLC,GCC,5,660.0,112.0,1
UA,624.0,ORD,DCA,3,1085.0,111.0,0
HA,120.0,HNL,KOA,5,526.0,42.0,1
OO,6498.0,MCI,ORD,2,448.0,87.0,1
WN,1255.0,SAT,DAL,4,1255.0,55.0,1
US,1123.0,ALB,CLT,3,490.0,144.0,1
9E,3774.0,DTW,SWF,4,1310.0,100.0,0
US,1675.0,CLT,MIA,6,795.0,123.0,1
US,313.0,OAK,PHX,6,555.0,112.0,0
YV,7235.0,ALB,IAD,5,602.0,94.0,0
US,1777.0,BOS,CLT,5,1015.0,145.0,1
AA,2265.0,PHL,ORD,3,450.0,160.0,0
AA,1890.0,LAX,ORD,3,1020.0,230.0,0
AA,874.0,ORD,BOS,2,1150.0,135.0,1
FL,942.0,ROC,BWI,5,360.0,83.0,0
WN,1933.0,MDW,CMH,1,465.0,70.0,1
WN,1097.0,PHX,BUR,1,1125.0,85.0,1
WN,1225.0,HOU,BHM,7,1205.0,90.0,1
US,407.0,ORD,PHX,2,645.0,228.0,0
AS,101.0,SEA,ANC,2,930.0,225.0,1
DL,2089.0,MSP,BWI,7,625.0,146.0,1
US,2173.0,LGA,DCA,1,720.0,71.0,1
XE,2970.0,LBB,IAH,5,660.0,84.0,0
DL,1047.0,ATL,STL,3,665.0,105.0,0
YV,7261.0,ROC,IAD,4,1198.0,72.0,0
WN,2855.0,DEN,LAS,1,695.0,120.0,1
EV,7356.0,ATL,MLI,4,512.0,118.0,1
DL,2405.0,PHL,DTW,7,350.0,118.0,0
WN,1025.0,PHX,ELP,4,500.0,70.0,0
MQ,4338.0,ORD,DTW,1,940.0,80.0,0
EV,5359.0,ATL,MOB,3,975.0,83.0,1
FL,36.0,ATL,MDW,6,1113.0,106.0,1
WN,45.0,HOU,BWI,1,1150.0,170.0,1
WN,411.0,BOS,PHL,4,505.0,100.0,0
FL,132.0,TPA,ATL,5,380.0,95.0,0
WN,477.0,BUF,MDW,3,440.0,115.0,1
WN,1575.0,DTW,BWI,3,500.0,95.0,1
B6,1010.0,JFK,BOS,7,839.0,78.0,0
XE,2693.0,CLE,DAY,1,1255.0,49.0,1
DL,2288.0,ATL,BOS,4,755.0,149.0,1
OO,6736.0,RAP,DEN,6,574.0,76.0,0
MQ,2912.0,GRK,DFW,3,580.0,50.0,0
EV,5177.0,ATL,CHA,1,855.0,48.0,0
OO,6476.0,BIS,DEN,2,1218.0,102.0,1
FL,220.0,MKE,LAS,5,1270.0,244.0,0
F9,618.0,PHX,DEN,4,545.0,105.0,0
MQ,4177.0,ORD,AZO,3,925.0,50.0,0
HA,187.0,KOA,HNL,5,881.0,42.0,0
XE,2918.0,DCA,EWR,6,510.0,64.0,0
OH,6455.0,ATL,CHA,5,500.0,65.0,0
FL,212.0,RSW,MKE,1,739.0,181.0,0
OH,6460.0,JFK,BOS,3,600.0,89.0,1
AA,581.0,STL,LAX,3,560.0,255.0,0
OO,6466.0,LAX,SLC,3,464.0,112.0,1
WN,1698.0,PVD,BWI,6,410.0,90.0,0
XE,5984.0,TYS,IAD,4,360.0,95.0,0
XE,5978.0,IAD,BUF,6,1128.0,69.0,1
CO,1187.0,EWR,ORD,4,1155.0,161.0,1
DL,1246.0,CLT,DTW,5,767.0,113.0,1
CO,519.0,TPA,EWR,5,799.0,160.0,0
EV,5597.0,AGS,ATL,5,507.0,71.0,0
DL,1416.0,DEN,ATL,1,70.0,160.0,1
US,1750.0,LAS,PHL,5,890.0,276.0,1
WN,2098.0,FLL,ISP,3,1185.0,165.0,0
WN,529.0,SAN,OAK,4,675.0,85.0,1
AA,1757.0,LGA,STL,5,725.0,170.0,0
OH,6457.0,CVG,MKE,6,565.0,88.0,0
DL,2065.0,BDL,ATL,7,435.0,175.0,1
OO,6508.0,AUS,SFO,5,1130.0,238.0,0
OO,6989.0,ORF,ORD,3,1058.0,141.0,1
CO,1186.0,ORD,EWR,4,1019.0,136.0,1
US,231.0,PHX,DTW,6,595.0,238.0,1
DL,2648.0,ATL,BUF,6,536.0,135.0,0
DL,2283.0,CAE,ATL,3,385.0,78.0,1
9E,4085.0,ABE,DTW,5,360.0,110.0,0
WN,2852.0,ONT,PHX,6,505.0,65.0,0
AA,1349.0,OKC,DFW,6,1100.0,60.0,0
DL,1996.0,MSP,LGA,3,425.0,170.0,0
OH,6569.0,CVG,CLT,1,675.0,89.0,0
OO,6912.0,IAD,PIT,4,920.0,60.0,1
B6,67.0,BUF,JFK,4,841.0,87.0,1
XE,2596.0,CLE,IND,4,460.0,64.0,0
OO,6342.0,LAX,SAN,6,1176.0,47.0,1
OH,6384.0,CVG,LGA,1,670.0,119.0,0
XE,2283.0,IAH,AUS,6,1274.0,48.0,0
9E,3800.0,PHF,ATL,4,1050.0,124.0,1
OO,6284.0,ABQ,LAX,2,1151.0,125.0,1
XE,2164.0,EWR,CHS,7,980.0,125.0,1
EV,5588.0,TLH,ATL,2,1045.0,74.0,0
B6,593.0,HPN,MCO,5,670.0,163.0,0
CO,347.0,ORD,IAH,5,485.0,165.0,1
US,2136.0,LGA,BOS,7,1020.0,72.0,0
AA,890.0,SAT,DFW,4,575.0,65.0,0
US,816.0,CLT,MDT,4,1189.0,84.0,0
XE,2959.0,MOB,IAH,1,390.0,94.0,0
FL,332.0,ATL,PHL,4,525.0,121.0,0
AA,855.0,FLL,DFW,6,820.0,195.0,0
MQ,2770.0,LFT,DFW,1,730.0,85.0,0
WN,163.0,STL,SEA,5,570.0,265.0,1
UA,623.0,DCA,ORD,4,952.0,125.0,0
OH,6527.0,JFK,ROC,5,525.0,102.0,0
XE,2240.0,IAH,RDU,5,440.0,146.0,0
OO,6825.0,SFO,RDD,1,1290.0,69.0,0
AA,877.0,DCA,DFW,5,500.0,210.0,1
OO,6681.0,DEN,OKC,4,841.0,89.0,0
YV,1040.0,HNL,ITO,7,1195.0,49.0,1
FL,727.0,MKE,DFW,4,530.0,145.0,0
AA,1294.0,IAH,MIA,5,1075.0,140.0,0
AA,451.0,ORD,SFO,7,630.0,290.0,1
DL,2995.0,BNA,ATL,2,325.0,79.0,1
EV,5254.0,ATL,MDT,1,900.0,114.0,1
B6,245.0,OAK,LGB,6,540.0,78.0,1
DL,2585.0,ATL,PNS,3,505.0,80.0,1
OO,6482.0,FAR,DEN,3,381.0,128.0,0
9E,4387.0,COU,MEM,4,990.0,75.0,0
YV,7279.0,ORD,ATL,5,806.0,123.0,0
9E,4152.0,MEM,GRR,4,1135.0,109.0,1
WN,3079.0,BNA,STL,2,930.0,65.0,1
WN,382.0,LAS,SJC,7,855.0,85.0,0
CO,1850.0,IAH,RDU,4,775.0,153.0,1
WN,1370.0,OAK,BUR,2,970.0,65.0,1
WN,1066.0,BOI,OAK,1,1140.0,105.0,1
FL,171.0,ATL,RSW,1,1335.0,102.0,1
WN,249.0,SAT,BWI,1,430.0,190.0,0
MQ,3785.0,ORD,IAH,6,1240.0,165.0,1
HA,514.0,LIH,HNL,5,670.0,32.0,1
MQ,4567.0,LGA,BNA,6,500.0,155.0,0
EV,5201.0,IAH,ATL,5,660.0,121.0,0
AA,828.0,SJC,ORD,2,450.0,255.0,0
OH,6482.0,OMA,CVG,1,915.0,115.0,0
WN,1081.0,PHX,ONT,5,1060.0,70.0,1
OO,6833.0,FAT,LAX,3,360.0,59.0,0
FL,1484.0,MCO,DTW,6,642.0,157.0,0
YV,2652.0,ILM,CLT,5,770.0,66.0,1
WN,3408.0,LAS,TUS,4,1180.0,70.0,1
DL,1837.0,ATL,IAH,6,1290.0,142.0,0
WN,1715.0,LAX,AUS,3,885.0,170.0,1
OO,4753.0,TUL,SLC,2,370.0,156.0,0
WN,877.0,DAL,LBB,3,850.0,65.0,0
MQ,4094.0,ORD,SYR,4,525.0,110.0,0
AA,1374.0,ORD,MIA,7,850.0,185.0,1
MQ,4250.0,AVP,ORD,3,410.0,135.0,1
OO,6879.0,SFO,SBA,4,426.0,81.0,1
DL,1738.0,ATL,DCA,4,1100.0,103.0,0
F9,473.0,RSW,MKE,3,708.0,181.0,1
9E,4370.0,ATL,MEM,1,1215.0,89.0,1
XE,2522.0,MSP,IAH,5,1049.0,176.0,0
DL,2236.0,MSP,BIL,2,690.0,130.0,0
OH,6337.0,LGA,MCI,1,935.0,220.0,0
XE,3121.0,LIT,IAH,1,885.0,85.0,1
US,325.0,SEA,PHX,5,315.0,166.0,0
MQ,4649.0,LGA,MSP,6,1130.0,180.0,0
CO,490.0,SLC,IAH,1,330.0,182.0,1
XE,3047.0,BHM,IAH,4,360.0,119.0,0
WN,3403.0,HOU,ABQ,1,405.0,135.0,0
MQ,3769.0,ATL,ORD,5,570.0,125.0,1
AA,1637.0,ORD,TUS,4,565.0,235.0,0
WN,882.0,BWI,ORF,4,855.0,50.0,1
DL,1965.0,MEM,TPA,1,540.0,112.0,1
OO,6402.0,SFO,EUG,6,1035.0,92.0,1
AA,2401.0,DFW,LAX,5,390.0,205.0,0
DL,2257.0,SLC,SEA,4,1005.0,130.0,1
FL,1293.0,MCO,GRR,1,850.0,150.0,1
CO,1635.0,EWR,PHX,4,990.0,330.0,1
AA,1247.0,ORD,LAX,3,680.0,265.0,1
FL,727.0,MKE,DFW,3,530.0,145.0,0
9E,4195.0,DTW,LSE,6,523.0,97.0,0
FL,569.0,BMI,ATL,3,1060.0,100.0,1
XE,5994.0,XNA,ORD,1,637.0,106.0,1
OO,6858.0,DEN,HSV,1,1176.0,146.0,1
DL,673.0,EWR,ATL,3,820.0,149.0,0
AA,1044.0,MIA,RDU,7,635.0,120.0,1
OO,6638.0,RKS,DEN,1,481.0,85.0,0
YV,2888.0,PHX,AUS,2,790.0,133.0,0
AA,1020.0,DFW,MSY,2,710.0,80.0,1
UA,844.0,SEA,SFO,3,727.0,131.0,0
MQ,4450.0,RDU,LGA,5,1100.0,100.0,0
XE,2195.0,MOB,IAH,5,720.0,90.0,0
AA,1978.0,DFW,TPA,3,1096.0,135.0,0
9E,4160.0,ROC,DTW,2,577.0,98.0,0
AA,821.0,JFK,FLL,6,935.0,205.0,0
UA,34.0,OGG,SFO,1,840.0,288.0,1
OH,6557.0,JFK,ORD,3,1075.0,183.0,0
OH,6595.0,JFK,ORD,5,895.0,180.0,1
HA,168.0,HNL,KOA,1,625.0,43.0,0
WN,254.0,LAS,ABQ,3,650.0,85.0,1
DL,1909.0,FNT,ATL,2,375.0,146.0,0
DL,1592.0,SAN,ATL,2,385.0,249.0,1
WN,495.0,LAS,SFO,5,395.0,95.0,0
DL,1842.0,ATL,CMH,3,595.0,111.0,0
DL,2514.0,DTW,GRR,1,610.0,59.0,1
OO,6729.0,DEN,XNA,5,1171.0,100.0,0
OO,4751.0,BOI,SLC,4,1175.0,73.0,0
UA,558.0,DEN,TPA,1,763.0,206.0,0
XE,2600.0,ABQ,IAH,4,645.0,119.0,0
EV,5153.0,ATL,MYR,6,735.0,68.0,1
MQ,3958.0,ORD,ROC,6,795.0,100.0,1
AS,731.0,SEA,ANC,4,1320.0,210.0,1
US,1437.0,BWI,CLT,3,835.0,89.0,0
UA,557.0,CMH,ORD,1,961.0,80.0,0
WN,1980.0,LAX,SJC,3,930.0,65.0,0
MQ,4328.0,ORD,LIT,5,690.0,110.0,0
HA,7.0,LAS,HNL,4,540.0,385.0,0
MQ,3651.0,MIA,TYS,2,1255.0,130.0,1
WN,660.0,HOU,PHX,7,635.0,175.0,0
AA,731.0,LGA,DFW,7,615.0,255.0,0
AS,503.0,SNA,SEA,7,720.0,173.0,0
OO,6296.0,ONT,DEN,1,681.0,137.0,0
CO,518.0,EWR,TPA,4,1045.0,182.0,0
OO,6425.0,SAT,DEN,2,946.0,131.0,0
FL,107.0,ATL,DFW,6,1176.0,156.0,0
EV,4953.0,BTR,ATL,4,1091.0,99.0,0
XE,2500.0,ELP,IAH,1,775.0,114.0,0
AA,469.0,STL,MIA,7,710.0,160.0,0
WN,3578.0,HOU,ABQ,3,360.0,135.0,1
FL,751.0,BWI,HSV,6,1220.0,116.0,0
OO,6642.0,MOD,SFO,4,352.0,38.0,0
XE,5946.0,ORD,MCI,7,1205.0,90.0,0
DL,1018.0,DTW,IND,4,930.0,73.0,0
AA,621.0,DFW,SEA,2,640.0,260.0,1
MQ,4134.0,BDL,ORD,7,710.0,165.0,0
XE,2137.0,LFT,IAH,5,420.0,65.0,0
OO,6899.0,ORD,MKE,2,439.0,42.0,1
US,641.0,PHX,ONT,3,525.0,74.0,0
9E,4296.0,MEM,GPT,7,875.0,80.0,0
CO,53.0,LAX,IAH,4,880.0,190.0,1
DL,1624.0,ATL,BWI,5,1065.0,112.0,0
OO,6611.0,DEN,BOI,5,510.0,128.0,0
XE,2163.0,TUL,IAH,5,1131.0,94.0,0
F9,789.0,DEN,LAS,7,1285.0,113.0,0
OO,6550.0,TUS,DEN,5,445.0,116.0,0
WN,655.0,SLC,LAS,3,570.0,85.0,1
OO,4758.0,SLC,MCI,5,1027.0,142.0,0
WN,2993.0,MKE,BWI,4,780.0,120.0,1
DL,2374.0,MSY,DTW,5,1058.0,151.0,0
WN,882.0,BDL,BWI,1,755.0,70.0,1
WN,578.0,SMF,LAX,2,1050.0,80.0,1
9E,3728.0,MEM,COU,3,875.0,80.0,0
XE,2435.0,IAH,JAX,2,440.0,118.0,1
9E,3719.0,LAN,DTW,3,1050.0,55.0,1
